"recordnum_license","license_no","business_name","address","city","state","postal_code","latitude","longitude","phone_number","license_status","recordnum_insp","insp_type","insp_subtype","action_date","action_sequence","action_status","code","violation_description","violation_comments","violation_key","last_table_update","neighborhood","community_council_neighborhood"
"H201700626","FSO-022876-C3S","""RAISING CANE'S CHICKEN FINGERS""","3315 IBSEN AV","CINCINNATI","OH","45209","39.160546306627914","-84.4242120541815","513-592-3775","LICENSE","CFSI223706","ROUTINE","STANDARD INSPECTION","2022-08-11T00:00:00.000","A025952168","Not Abated","3717-1-04.4(A)(2)","""3717-1-04.4(A)(2) - Violation - Equipment,good repair, doors, seals

Equipment components were not intact, tight or properly adjusted. ""","""Equipment,good repair, doors, seals

Walk in cooler's door  wasn't intact, tight or properly adjusted.""","HF18541345","2022-08-11T00:00:00.000","OAKLEY",
"H201200393","FSO-019569-C3S","""MARANATA STORE""","1211 RULISON AV","CINCINNATI","OH","45238","39.118122720423365","-84.5999113820375","513 244-2494","LICENSE","CFSI163568","ROUTINE","STANDARD INSPECTION","2016-09-14T00:00:00.000","A017170606","Abated","3717-1-03.1(A)(3)","""3717-1-03.1(A)(3) - Violation - Approved Sources-properly labeled

Food is not properly labeled on the container or package.

""","""Violation has been abated""","HLE160265V","2016-09-15T00:00:00.000","WEST PRICE HILL",
"H201700626","FSO-022876-C3S","""RAISING CANE'S CHICKEN FINGERS""","3315 IBSEN AV","CINCINNATI","OH","45209","39.160546306627914","-84.4242120541815","513-592-3775","LICENSE","CFSI223706","ROUTINE","STANDARD INSPECTION","2022-08-11T00:00:00.000","A025952162","Abated","3717-1-04.8(E)(1)","""3717-1-04.8(E)(1) - Violation - Equipment, linens, single-service items-storage.

Cleaned equipment or utensils, laundered linens, or single-service or single-use articles are not stored in a clean, dry location, protected from contamination.""","""Violation has been abated""","HF18511690","2022-08-11T00:00:00.000","OAKLEY",
"H201200393","FSO-019569-C3S","""MARANATA STORE""","1211 RULISON AV","CINCINNATI","OH","45238","39.118122720423365","-84.5999113820375","513 244-2494","LICENSE","CFSI163568","ROUTINE","STANDARD INSPECTION","2016-09-14T00:00:00.000","A017170610","Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair



The physical facilities were not maintained in good repair.""","""Violation has been abated""","HLE162580V","2016-09-15T00:00:00.000","WEST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983887","Not Abated","3717-1-05.1(D)","""3717-1-05.1(D) - Violation - Backflow prevention-air gap.

The air gap between the water supply and flood level rim of a plumbing fixture (or other equipment) does not meet requirements.  ""","""OBSERVATION: Backflow prevention-air gap.

In the dining room, the 2 soda station//ice bins had air gaps that did not meet requirements.  
CORRECTIVE ACTION: The PIC was insptructed to correct these air gapps so they are twice the diameter of the water supply inlet and at least 1"""".""","HF18581855","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983882","Not Abated","3717-1-04.5(D)","""3717-1-04.5(D) - Violation - Non-food contact surfaces-Cleaning Frequency

Nonfood-contact surfaces are not cleaned frequently enough.""","""Non-food contact surfaces-Cleaning Frequency

The microwave cavity, a non-food contact surface was un-cleaned and therefore, not cleaned at a frequent enough interval.""","HF18561535","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983881","Not Abated","3717-1-04.5(A)(2)(3)","""3717-1-04.5(A)(3) - Violation - Equipment cleanliness-Nonfood-contact

Non-food contact surfaces are dirty.""","""Equipment cleanliness-Nonfood-contact

As a trend, I observed several unclean non-contact food surfaces.  Specifically, the seals on several reach-in coolers, freezer and the walk-in cooler were soiled.""","HF18561465","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200800232","RFE-002003-C3S","""LUKEN'S SEAFOOD & POULTRY""","1801 RACE ST","CINCINNATI","OH","45202","39.11540392874998","-84.5184463268576","513 621-5567","LICENSE","CFSI160358","ROUTINE","STANDARD INSPECTION","2016-08-31T00:00:00.000","A017120724","Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair



The physical facilities were not maintained in good repair.""","""Violation has been abated""","HLE162580V","2016-09-06T00:00:00.000","OVER-THE-RHINE",
"H201500013","FSO-021011-C4S","""CAFE MEDITERRANEAN""","3520 ERIE AV","CINCINNATI","OH","45208","39.14136382658395","-84.4183971826538","513-871-8714","LICENSE","CFSI203595","ROUTINE","STANDARD INSPECTION","2020-12-20T00:00:00.000","A023593753","Not Abated","3717-1-04.2(G)(1)","""3717-1-04.2(G)(1) - Violation - Food temperature measuring devices.

The operator did not have a food thermometer readily accessible. ""","""provide staff with caliberated thermometer""","HF18431295","2020-12-21T00:00:00.000","HYDE PARK",
"H200800479","FSO-004554-C4S","""WESTERN HILLS HIGH SCHOOL""","2144 FERGUSON RD","CINCINNATI","OH","45238","39.12469589821675","-84.6004602557362","513-363-8900","LICENSE","CFSI203316","ROUTINE","STANDARD INSPECTION","2020-12-18T00:00:00.000",,"CLOS-NO  - No Violations Found",,,,,"2020-12-21T00:00:00.000","WEST PRICE HILL",
"H200800207","FSO-001497-C3S","""SUBWAY""","2038 BEECHMONT AV","CINCINNATI","OH","45230","39.091062647310956","-84.385799085927","513 232-3321","LICENSE","CFSI160322","ROUTINE","STANDARD INSPECTION","2016-10-04T00:00:00.000","A017255132","Not Abated","3717-1-04.3(B)(1)","""3717-1-04.3(B)(1) - Violation - Fixed equipment installation-spacing or sealing.

Fixed equipment was not properly installed.""","""Gaps along edges of handsink-caulk""","HLE161325V","2016-10-04T00:00:00.000","MT. WASHINGTON",
"H202100149","FSO-024838-C3S","""KHANA GOURMET INDIAN GRILL""","3715 MADISON RD","CINCINNATI","OH","45209","39.15986598757915","-84.4170361097304","859-816-1045","PAID","CFSI222948","ROUTINE","STANDARD INSPECTION","2022-04-26T00:00:00.000","A025486677","Abated","3717-1-03.2(C)(1)(e)","""3717-1-03.2(C)(1)(e) - Violation - Protection from Contamination-Overwrap

Overwrap of packing container was torn or slashed in a manner that contaminated food containers.""","""Violation has been abated""","HF18150474","2022-04-27T00:00:00.000","OAKLEY",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983885","Not Abated","3717-1-04.2(I)","""3717-1-04.2(I) - Violation - Sanitizing solutions-testing devices.

There is no test kit available for measuring the concentration of the sanitizer.""","""Sanitizing solutions-testing devices.

This FSO did not have a test kit available to measuring the concentration of their Clorine sanitizer.""","HF18551310","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983886","Not Abated","3717-1-04.1(EE)","""3717-1-04.1(EE) - Violation - Warewashing Machines-Flow Pressure Device

Warewashing machine is not equipped with a properly placed flow pressure measuring device.""","""Warewashing Machines-Flow Pressure Device

The warewashing machine did not have a properly placed flow pressure measuring device.""","HF18551215","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983880","Not Abated","3717-1-04.4(A)(2)","""3717-1-04.4(A)(2) - Violation - Equipment,good repair, doors, seals

Equipment components were not intact, tight or properly adjusted. ""","""Equipment,good repair, doors, seals

As a trend, I observed several coolers (a walk-in and several reach-ins) and reach-in freezers with a worn and/or ripped seal.  This is a work-in-progress because the PIC has placed orders for the replacement of all seals that are in disrepair.""","HF18541345","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983879","Not Abated","3717-1-04.4(A)(1)","""3717-1-04.4(A)(1) - Violation - Equipment-good repair and proper adjustment.

Equipment and/or components were not maintained in good working order.""","""Equipment-good repair and proper adjustment.

The reach-in freezer is not in good working order.  Specifically, this reach-in freezer in the main room had an ice build-up and therefore, not in good working condition.""","HF18541340","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H202100149","FSO-024838-C3S","""KHANA GOURMET INDIAN GRILL""","3715 MADISON RD","CINCINNATI","OH","45209","39.15986598757915","-84.4170361097304","859-816-1045","PAID","CFSI222948","ROUTINE","STANDARD INSPECTION","2022-04-26T00:00:00.000","A025486674","Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Violation has been abated""","HF18440495","2022-04-27T00:00:00.000","OAKLEY",
"H202100149","FSO-024838-C3S","""KHANA GOURMET INDIAN GRILL""","3715 MADISON RD","CINCINNATI","OH","45209","39.15986598757915","-84.4170361097304","859-816-1045","PAID","CFSI222948","ROUTINE","STANDARD INSPECTION","2022-04-26T00:00:00.000","A025486679","Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Violation has been abated""","HF18440495","2022-04-27T00:00:00.000","OAKLEY",
"H202100149","FSO-024838-C3S","""KHANA GOURMET INDIAN GRILL""","3715 MADISON RD","CINCINNATI","OH","45209","39.15986598757915","-84.4170361097304","859-816-1045","PAID","CFSI222948","ROUTINE","STANDARD INSPECTION","2022-04-26T00:00:00.000","A025486676","Abated","3717-1-04.4(D)","""3717-1-04.4(D) - Violation - Warewashing equipment-cleaning frequency.

Warewashing equipment and/or components were not cleaned throughout the day or before use.""","""Violation has been abated""","HF18551365","2022-04-27T00:00:00.000","OAKLEY",
"H201400524","FSO-020883-C3S","""MONICA'S JUST COOKIN'""","316 W 15TH ST","CINCINNATI","OH","45214","39.11104109433917","-84.52169116852451","513-621-3663","LICENSE","CFSI154624","ROUTINE","STANDARD INSPECTION","2016-09-01T00:00:00.000","A017120767","Abated","3717-1-04.5(J)(1)","""3717-1-04.5(J)(1) - Violation - Rinsing procedures



Utensils and/or equipment were not properly rinsed.""","""Violation has been abated""","HLE131570V","2016-09-06T00:00:00.000","WEST END",
"H200800351","FSO-003056-C4S","""LLANFAIR TERRACE NURSING HOME""","1701 LLANFAIR AV","CINCINNATI","OH","45224","39.196233164046504","-84.5490500527954","513 681-4230","LICENSE","CFSI160474","ROUTINE","STANDARD INSPECTION","2016-11-09T00:00:00.000","A017410840","Abated","3717-1-03.4(F)(1)(b)","""3717-1-03.4(F)(1)(b) - Violation - TCS-cold holding

TCS foods were being held at temperatures >41° F.""","""Violation has been abated""","HLE160815V","2016-11-09T00:00:00.000","COLLEGE HILL",
"H201000050","FSO-017888-C4S","""CANCUN MEXICAN GRILLE""","5034 GLENCROSSING WY","CINCINNATI","OH","45238","39.13045343428925","-84.6106819037365","513-347-6800","RENEWAL","CFSI213258","ROUTINE","STANDARD INSPECTION","2022-02-24T00:00:00.000","A025242803","Not Abated","3717-1-04.4(A)(3)","""3717-1-04.4(A)(3) - Violation - Equipment,good repair, can opener

The can opener blade was dull and creating metal fragments""","""Metal shavings observed from table top can opener blade.""","HF18541350","2022-02-28T00:00:00.000","WESTWOOD",
"H200801631","FSO-015157-C4S","""BELLA LUNA""","4632 EASTERN AV","CINCINNATI","OH","45226","39.118896251826456","-84.4189124792984","513 871-5862","LICENSE","CFSI162277","ROUTINE","STANDARD INSPECTION","2016-11-02T00:00:00.000","A017379833","Not Abated","3717-1-04.3(B)(1)","""3717-1-04.3(B)(1) - Violation - Fixed equipment installation-spacing or sealing.

Fixed equipment was not properly installed.""","""Gaps along mop sink--caulk""","HLE161325V","2016-11-02T00:00:00.000","LINWOOD",
"H200800466","FSO-004520-C3S","""MADONNA'S BAR & GRILL""","11 E 7TH ST","CINCINNATI","OH","45202","39.10362441157598","-84.51326176615052","5136218838","LICENSE","CFSI160693","ROUTINE","STANDARD INSPECTION","2016-10-31T00:00:00.000","A017373688","Not Abated","3717-1-04.5(A)(1)(2)","""3717-1-04.5(A)(1)&(2) - Violation - Equipment cleanliness-food contact



Food-contact surfaces were dirty.""","""Observed soiled burger sauce container.""","HLE161460V","2016-11-01T00:00:00.000","DOWNTOWN",
"H201800005","FSO-022952-C4S","""HARMONY COURT REHAB AND NURSING LLC""","6969 GLEN MEADOW LN","CINCINNATI","OH",,"39.18643223643349","-84.4685942241365","513-351-7007","LICENSE","CFSI222002","ROUTINE","STANDARD INSPECTION","2022-08-02T00:00:00.000","A025916155","Not Abated","3717-1-04.4(A)(1)","""3717-1-04.4(A)(1) - Violation - Equipment-good repair and proper adjustment.

Equipment and/or components were not maintained in good working order.""","""Torn gasket for one reach in cooler 

Equipment and/or components were not maintained in good working order.""","HF18541340","2022-08-03T00:00:00.000","ROSELAWN",
"H200800833","FSO-007421-C3S","""WHITE CASTLE #39""","3030 CENTRAL PKWY","CINCINNATI","OH","45225","39.13897290044774","-84.5326014362833","513-861-3222","LICENSE","CFSI203370","ROUTINE","STANDARD INSPECTION","2020-11-04T00:00:00.000","A023431632","Abated","3717-1-06.4(B)(1)","""3717-1-06.4(B)(1) - Violation - Facilities: Cleaning: Frequency 

The physical facilities are not cleaned as often as necessary to keep them clean.""","""Violation has been abated""","HF18622585","2020-11-04T00:00:00.000","CUF",
"H200800686","FSO-006146-C4S","""GIMINETTI BAKING CO""","2900 GILBERT AV","CINCINNATI","OH","45206","39.13128557286144","-84.4879602628717","513-751-7655","LICENSE","CFSI200616","ROUTINE","STANDARD INSPECTION","2020-11-04T00:00:00.000","A023431692","Abated","3717-1-04.5(A)(1)","""3717-1-04.5(A)(1)(2) - Violation - Equipment cleanliness-food contact

Food-contact surfaces were dirty.""","""Violation has been abated""","HF18161460","2020-11-04T00:00:00.000","WALNUT HILLS",
"H201000050","FSO-017888-C4S","""CANCUN MEXICAN GRILLE""","5034 GLENCROSSING WY","CINCINNATI","OH","45238","39.13045343428925","-84.6106819037365","513-347-6800","RENEWAL","CFSI213258","ROUTINE","STANDARD INSPECTION","2022-02-24T00:00:00.000","A025243153","Not Abated","3717-1-04.4(A)(3)","""3717-1-04.4(A)(3) - Violation - Equipment,good repair, can opener

The can opener blade was dull and creating metal fragments""","""Metal shavings observed from table top can opener blade.""","HF18541350","2022-02-28T00:00:00.000","WESTWOOD",
"H201900403","FSO-024064-C4S","""PHO LANG THANG""","1828 RACE ST","CINCINNATI","OH","45202","39.11626879617897","-84.5183019280569","513-376-9177","LICENSE","CFSI203103","ROUTINE","STANDARD INSPECTION","2020-11-04T00:00:00.000","A023433620","Abated","3717-1-05.1(O)(2)","""3717-1-05.1(O)(2) - Violation - Using handwashing facility-Other purposes

Handwashing facility is being used for purposes other than handwashing. ""","""Violation has been abated""","HF18101930","2020-11-04T00:00:00.000","OVER-THE-RHINE",
"H201800005","FSO-022952-C4S","""HARMONY COURT REHAB AND NURSING LLC""","6969 GLEN MEADOW LN","CINCINNATI","OH",,"39.18643223643349","-84.4685942241365","513-351-7007","LICENSE","CFSI222002","ROUTINE","STANDARD INSPECTION","2022-08-02T00:00:00.000","A025916149","Not Abated","3717-1-04.5(D)","""3717-1-04.5(D) - Violation - Non-food contact surfaces-Cleaning Frequency

Nonfood-contact surfaces are not cleaned frequently enough.""","""Reach in coolers are not clean  

Nonfood-contact surfaces are not cleaned frequently enough.""","HF18561535","2022-08-03T00:00:00.000","ROSELAWN",
"H201800005","FSO-022952-C4S","""HARMONY COURT REHAB AND NURSING LLC""","6969 GLEN MEADOW LN","CINCINNATI","OH",,"39.18643223643349","-84.4685942241365","513-351-7007","LICENSE","CFSI222002","ROUTINE","STANDARD INSPECTION","2022-08-02T00:00:00.000","A025916158","Not Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair

The physical facilities were not maintained in good repair.""","""Missing and damaged wall tiles, damaged wall by the pop machine.
All walls and celling shall be fixed , smooth easy to clean.""","HF18622580","2022-08-03T00:00:00.000","ROSELAWN",
"H200800131","RFE-000835-C3S","""THORNTON'S FOOD MART #65""","4530 READING RD","CINCINNATI","OH","45229","39.165660917363844","-84.4673633018776","513 242-3548","LICENSE","CFSI160270","ROUTINE","STANDARD INSPECTION","2016-10-21T00:00:00.000","A017337785","Not Abated","3717-1-03.4(F)(1)(a)","""3717-1-03.4(F)(1)(a) - Violation - TCS-Hot Holding

TCS foods were being hot held at temperatures <135° F or a roast <130° F.""","""""","HLE160810V","2016-10-24T00:00:00.000","NORTH AVONDALE - PADDOCK HILLS",
"H202100178","FSO-024861-C3S","""TQL - NORTH POPCORN/PRETZEL""","1501 CENTRAL PKWY","CINCINNATI","OH","45214","39.11110885820604","-84.5207977276283","513-328-1901","PAID","CFSI223627","ROUTINE","STANDARD INSPECTION","2022-05-16T00:00:00.000","A025564993","Not Abated","3717-1-03.2(K)","""3717-1-03.2(K) - Violation - In-use utensils-between-use storage

In-use utensils are improperly stored.""","""In-use utensils-between-use storage

In-use utensils are improperly stored.   Discontinue storing scoop in sugar""","HF18500535","2022-05-16T00:00:00.000","WEST END",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983896","Abated On-Site","3717-1-04.1(C)","""3717-1-04.1(C) - Violation - Food Contact Surfaces Cleanability

Multiuse food-contact surfaces were not smooth or free of breaks, open seams, cracks, chips, inclusions, pits, sharp internal angles, space corners, or crevices.""","""OBSERVATION: Food Contact Surfaces Cleanability

Observed a small plastic food container with a crack, rendering it unsmooth and uncleanable.
CORRECTIVE ACTION: PIC instructed to discard this container immediately.""","HF18541050","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983895","Abated","3717-1-04.1(C)","""3717-1-04.1(C) - Violation - Food Contact Surfaces Cleanability

Multiuse food-contact surfaces were not smooth or free of breaks, open seams, cracks, chips, inclusions, pits, sharp internal angles, space corners, or crevices.""","""Violation has been abated""","HF18541050","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H201200202","FSO-019393-C4S","""YAT KA MEIN""","2974 MADISON RD","CINCINNATI","OH","45209","39.150670237511605","-84.4344735168081","513 321-2028","LICENSE","CFSI163483","ROUTINE","STANDARD INSPECTION","2016-11-17T00:00:00.000","A017443209","Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair



The physical facilities were not maintained in good repair.""","""Violation has been abated""","HLE162580V","2016-11-18T00:00:00.000","OAKLEY",
"H200800686","FSO-006146-C4S","""GIMINETTI BAKING CO""","2900 GILBERT AV","CINCINNATI","OH","45206","39.13128557286144","-84.4879602628717","513-751-7655","LICENSE","CFSI200616","ROUTINE","STANDARD INSPECTION","2020-11-04T00:00:00.000","A023431697","Abated","3717-1-04.1(KK)","""3717-1-04.1(KK) - Violation - Food Equipment-Certification and Classification

Equipment is not approved by a recognized testing agency or authority.""","""Violation has been abated""","HF18541245","2020-11-04T00:00:00.000","WALNUT HILLS",
"H200800686","FSO-006146-C4S","""GIMINETTI BAKING CO""","2900 GILBERT AV","CINCINNATI","OH","45206","39.13128557286144","-84.4879602628717","513-751-7655","LICENSE","CFSI200616","ROUTINE","STANDARD INSPECTION","2020-11-04T00:00:00.000","A023431696","Abated","3717-1-03.2(K)","""3717-1-03.2(K) - Violation - In-use utensils-between-use storage

In-use utensils are improperly stored.""","""Violation has been abated""","HF18500535","2020-11-04T00:00:00.000","WALNUT HILLS",
"H200801346","FSO-011379-C4S","""THE GAS LIGHT CAFÉ""","6104 MONTGOMERY RD","CINCINNATI","OH","45213","39.18206268648251","-84.42689727446401","513 631-6977","LICENSE","CFSI161936","ROUTINE","STANDARD INSPECTION","2016-10-31T00:00:00.000","A017373136","Abated","3717-1-04.5(A)(3)","""3717-1-04.5(A)(3) - Violation - Equipment cleanliness-Nonfood-contact



Non-food contact surfaces are dirty.""","""Violation has been abated""","HLE161465V","2016-11-01T00:00:00.000","PLEASANT RIDGE",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983884","Not Abated","3717-1-04.1(C)","""3717-1-04.1(C) - Violation - Food Contact Surfaces Cleanability

Multiuse food-contact surfaces were not smooth or free of breaks, open seams, cracks, chips, inclusions, pits, sharp internal angles, space corners, or crevices.""","""OBSERVATION: Food Contact Surfaces Cleanability

Observed a small plastic food container with a crack, rendering it unsmooth and uncleanable.
CORRECTIVE ACTION: PIC instructed to discard this container immediately.""","HF18541050","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H201800008","FSO-022956-C3S","""CAFE 1837""","2 PROCTER AND GAMBLE PLAZA","CINCINNATI","OH","45202","39.10296362679788","-84.505597707281","513-983-1576","LICENSE","CFSI222007","ROUTINE","STANDARD INSPECTION","2022-08-03T00:00:00.000","A025915163","Not Abated","3717-1-04.1(Y)","""3717-1-04.1(Y) - Violation - Temperature Measuring Devices

Temperature measuring devices are missing, not correctly placed, not readable, or of improper design.""","""Temperature Measuring Devices

Temperature measuring devices are missing, not correctly placed, not readable, or of improper design.""","HF18431175","2022-08-03T00:00:00.000","DOWNTOWN",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983878","Not Abated","3717-1-04.8(G)(2)","""3717-1-04.8(G)(2) - Violation - Kitchenware and tableware-handling.

Knives, forks, and spoons that are not prewrapped were not presented so that only the handles are touched by employees or consumers.""","""Kitchenware and tableware-handling.

Near the ware wash machine, I observed 5-10 un-wrapped utensils stored with the handles down and the lip-contact surface upward and therefore unprotected.""","HF18511715","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983877","Not Abated","3717-1-02.3(C)","""3717-1-02.3(C)  - Violation - Hair restraints,  effectiveness

Food employee(s) did not have their hair effectively restrained.""","""Hair restraints,  effectiveness

Observed one food employee with a messy bun (falling hair out of bun), an employee with extremely short hair and an employee with medium length hair (before shoulders), all 3 had no hat, visor, hairband, or any other item to bind or hold hair down.""","HF18470100","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983883","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Food Storage containers-common name ID

The powdered sugar container (a working container) was unlabeled.""","HF18440495","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H201900012","FSO-023566-C4S","""GRADUATE CINCINNATI HOTEL""","151 GOODMAN DR","CINCINNATI","OH","45219","39.13659336388715","-84.5072939987126","(513) 487-3800","LICENSE","CFSI223410","ROUTINE","STANDARD INSPECTION","2022-08-03T00:00:00.000","A025916687","Abated","3717-1-06.1(K)(2)(a)","""3717-1-06.1(K)(2)(a) - Violation - Facilities-insect control device location

Insect control devices are located over a food preparation area""","""Violation has been abated""","HF18452410","2022-08-03T00:00:00.000","CORRYVILLE",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983894","Abated On-Site","3717-1-03.1(L)","""3717-1-03.1(L) - Violation - Package Integrity-specification for receiving

Food packaging does not protect food from contamination.""","""Package Integrity-specification for receiving

The packaging of the onions in the reach-in cooler on the main floor is leaking and therefore is not fully protected food from contamination.""","HF18130385","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200800833","FSO-007421-C3S","""WHITE CASTLE #39""","3030 CENTRAL PKWY","CINCINNATI","OH","45225","39.13897290044774","-84.5326014362833","513-861-3222","LICENSE","CFSI203370","ROUTINE","STANDARD INSPECTION","2020-11-04T00:00:00.000","A023431635","Not Abated","3717-1-06.1(M)(1)","""3717-1-06.1(M)(1) - Violation - Facilities-outer openings protected

Outer openings of a food facility were not protected against the entry of insects and rodents.""",""" ""","HF18452425","2020-11-04T00:00:00.000","CUF",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983876","Not Abated","3717-1-03.1(L)","""3717-1-03.1(L) - Violation - Package Integrity-specification for receiving

Food packaging does not protect food from contamination.""","""Package Integrity-specification for receiving

The packaging of the onions in the reach-in cooler on the main floor is leaking and therefore is not fully protected food from contamination.""","HF18130385","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983893","Abated On-Site","3717-1-05.1(O)(1)","""3717-1-05.1(O)(1) - Violation - Using a handwashing facility-Accessibility

Access to handwashing facility blocked. ""","""OBSERVATION: Using a handwashing facility-Accessibility

Access to prep area handwash station was blocked due to the presence of several bread racks stacked in front of the hand sink basin.


CORRECTIVE ACTION: PIC immediately removed the items blocking the handwash station in the food prep area, allowing access to the handwash station.""","HF18101925","2022-08-18T00:00:00.000","EAST PRICE HILL",
