"account","description","fund","department","function","object","approved","actual","fiscal_year","account_id"
"1100-410-41510-1100-0000","SALARIES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","SALARIES","445125.00","442705.84","2018","1100-410-41510-1100-0000_2018"
"1100-410-41510-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","OVERTIME","2100.00","2068.72","2018","1100-410-41510-1300-0000_2018"
"1100-410-41510-2100-0000","GROUP HEALTH INS","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","GROUP HEALTH INS","131988.00","131988.00","2018","1100-410-41510-2100-0000_2018"
"1100-410-41510-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","33484.00","32611.04","2018","1100-410-41510-2200-0000_2018"
"1100-410-41510-2300-0000","STATE RETIRE MATCH","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","STATE RETIRE MATCH","59794.00","59752.53","2018","1100-410-41510-2300-0000_2018"
"1100-410-41510-3210-0000","AUDIT SERVICES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","AUDIT SERVICES","118000.00","98426.78","2018","1100-410-41510-3210-0000_2018"
"1100-410-41510-3300-0000","CONTRAC SERVICES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","CONTRACT SERVICES","91170.00","19004.55","2018","1100-410-41510-3300-0000_2018"
"1100-410-41510-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","REPAIRS-OFFICE EQUIP","700.00","699.00","2018","1100-410-41510-4330-0000_2018"
"1100-410-41510-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","4944.00","4526.00","2018","1100-410-41510-5700-0000_2018"
"1100-410-41510-5800-0000","TRAVEL EXPENSE","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","TRAVEL EXPENSE","2350.00","3918.94","2018","1100-410-41510-5800-0000_2018"
"1100-410-41510-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","EMPLOYEE TRAINING","4875.00","2187.00","2018","1100-410-41510-5900-0000_2018"
"1100-410-41510-6125-0000","MINOR EQUIP < $10,000","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","750.00","464.91","2018","1100-410-41510-6125-0000_2018"
"1100-410-41512-1100-0000","SALARIES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","SALARIES","294786.00","294799.52","2018","1100-410-41512-1100-0000_2018"
"1100-410-41512-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","OVERTIME","200.00","27.50","2018","1100-410-41512-1300-0000_2018"
"1100-410-41512-2100-0000","GROUP HEALTH INS","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","GROUP HEALTH INS","73327.00","73327.00","2018","1100-410-41512-2100-0000_2018"
"1100-410-41512-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","21655.00","21649.09","2018","1100-410-41512-2200-0000_2018"
"1100-410-41512-2300-0000","STATE RETIRE MATCH","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","STATE RETIRE MATCH","39861.00","39974.63","2018","1100-410-41512-2300-0000_2018"
"1100-410-41512-3300-0000","CONTRAC SERVICES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","CONTRACT SERVICES","555100.00","481767.46","2018","1100-410-41512-3300-0000_2018"
"1100-410-41512-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","300.00","162.55","2018","1100-410-41512-5700-0000_2018"
"1100-410-41512-5800-0000","TRAVEL EXPENSE","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","TRAVEL EXPENSE","5167.00","4986.80","2018","1100-410-41512-5800-0000_2018"
"1100-410-41512-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","EMPLOYEE TRAINING","5498.00","4711.44","2018","1100-410-41512-5900-0000_2018"
"1100-410-41512-6125-0000","MINOR EQUIP < $10,000","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","31200.00","27194.38","2018","1100-410-41512-6125-0000_2018"
"1100-410-41512-6150-0000","COMPUTER SUPPLIES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","COMPUTER SUPPLIES","22600.00","10497.09","2018","1100-410-41512-6150-0000_2018"
"1100-410-41515-1100-0000","SALARIES","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","SALARIES","251838.00","252231.83","2018","1100-410-41515-1100-0000_2018"
"1100-410-41515-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","OVERTIME","3117.00","2762.77","2018","1100-410-41515-1300-0000_2018"
"1100-410-41515-2100-0000","GROUP HEALTH INS","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","GROUP HEALTH INS","87992.00","87992.00","2018","1100-410-41515-2100-0000_2018"
"1100-410-41515-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","18619.00","18653.84","2018","1100-410-41515-2200-0000_2018"
"1100-410-41515-2300-0000","STATE RETIRE MATCH","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","STATE RETIRE MATCH","34399.00","34562.37","2018","1100-410-41515-2300-0000_2018"
"1100-410-41515-3300-0000","CONTRAC SERVICES","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","CONTRACT SERVICES","6984.00","1800.02","2018","1100-410-41515-3300-0000_2018"
"1100-410-41515-5400-0000","ADVERTISING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","ADVERTISING","1500.00","0.00","2018","1100-410-41515-5400-0000_2018"
"1100-410-41515-5500-0000","PRINTING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","PRINTING","9200.00","6573.58","2018","1100-410-41515-5500-0000_2018"
"1100-410-41515-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","80.00","80.00","2018","1100-410-41515-5700-0000_2018"
"1100-410-41515-5800-0000","TRAVEL EXPENSE","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","TRAVEL EXPENSE","1600.00","668.10","2018","1100-410-41515-5800-0000_2018"
"1100-410-41515-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","EMPLOYEE TRAINING","1185.00","734.85","2018","1100-410-41515-5900-0000_2018"
"1100-410-41515-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","UNIFORMS & CLOTHING","1575.00","1258.77","2018","1100-410-41515-6106-0000_2018"
"1100-410-41515-6125-0000","MINOR EQUIP < $10,000","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","800.00","444.22","2018","1100-410-41515-6125-0000_2018"
"1100-410-41518-1100-0000","SALARIES","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","SALARIES","397730.00","400381.47","2018","1100-410-41518-1100-0000_2018"
"1100-410-41518-2100-0000","GROUP HEALTH INS","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","GROUP HEALTH INS","102657.00","102657.00","2018","1100-410-41518-2100-0000_2018"
"1100-410-41518-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","29313.00","29479.73","2018","1100-410-41518-2200-0000_2018"
"1100-410-41518-2300-0000","STATE RETIRE MATCH","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","STATE RETIRE MATCH","53660.00","54150.59","2018","1100-410-41518-2300-0000_2018"
"1100-410-41518-3300-0000","CONTRAC SERVICES","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","CONTRACT SERVICES","12760.00","9500.00","2018","1100-410-41518-3300-0000_2018"
"1100-410-41518-5400-0000","ADVERTISING","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","ADVERTISING","50760.00","35601.23","2018","1100-410-41518-5400-0000_2018"
"1100-410-41518-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","1250.00","968.00","2018","1100-410-41518-5700-0000_2018"
"1100-410-41518-5800-0000","TRAVEL EXPENSE","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","TRAVEL EXPENSE","9892.00","3574.14","2018","1100-410-41518-5800-0000_2018"
"1100-410-41518-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","EMPLOYEE TRAINING","8609.00","2254.00","2018","1100-410-41518-5900-0000_2018"
"1100-410-41550-1100-0000","SALARIES","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","SALARIES","359393.00","358641.91","2018","1100-410-41550-1100-0000_2018"
"1100-410-41550-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","OVERTIME","16865.00","16185.48","2018","1100-410-41550-1300-0000_2018"
"1100-410-41550-2100-0000","GROUP HEALTH INS","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","GROUP HEALTH INS","102657.00","102657.00","2018","1100-410-41550-2100-0000_2018"
"1100-410-41550-2125-0000","EMPLOYEE RELATIONS COMMITTEE","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","EMPLOYEE WELLNESS","23000.00","19563.29","2018","1100-410-41550-2125-0000_2018"
"1100-410-41550-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","27856.00","27688.19","2018","1100-410-41550-2200-0000_2018"
"1100-410-41550-2300-0000","STATE RETIRE MATCH","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","STATE RETIRE MATCH","49710.00","49777.49","2018","1100-410-41550-2300-0000_2018"
"1100-410-41550-3300-0000","CONTRAC SERVICES","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","CONTRACT SERVICES","15723.00","9226.94","2018","1100-410-41550-3300-0000_2018"
"1100-410-41550-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","REPAIRS-OFFICE EQUIP","1565.00","980.00","2018","1100-410-41550-4330-0000_2018"
"1100-410-41550-5400-0000","ADVERTISING","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","ADVERTISING","7500.00","4691.05","2018","1100-410-41550-5400-0000_2018"
"1100-410-41550-5500-0000","PRINTING","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","PRINTING","6160.00","2381.10","2018","1100-410-41550-5500-0000_2018"
"1100-410-41550-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","1051.00","1046.00","2018","1100-410-41550-5700-0000_2018"
"1100-410-41550-5800-0000","TRAVEL EXPENSE","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","TRAVEL EXPENSE","6575.00","4868.05","2018","1100-410-41550-5800-0000_2018"
"1100-410-41550-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","EMPLOYEE TRAINING","4905.00","3550.40","2018","1100-410-41550-5900-0000_2018"
"1100-410-41550-6400-0000","EDUC MATERIALS","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","EDUC MATERIALS","2125.00","1809.07","2018","1100-410-41550-6400-0000_2018"
"1100-410-41565-1100-0000","SALARIES","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","SALARIES","139388.00","134904.52","2018","1100-410-41565-1100-0000_2018"
"1100-410-41565-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","OVERTIME","3500.00","40.30","2018","1100-410-41565-1300-0000_2018"
"1100-410-41565-2100-0000","GROUP HEALTH INS","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","GROUP HEALTH INS","43996.00","43996.00","2018","1100-410-41565-2100-0000_2018"
"1100-410-41565-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","10931.00","9938.62","2018","1100-410-41565-2200-0000_2018"
"1100-410-41565-2300-0000","STATE RETIRE MATCH","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","STATE RETIRE MATCH","19376.00","17481.02","2018","1100-410-41565-2300-0000_2018"
"1100-410-41565-3300-0000","CONTRAC SERVICES","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","CONTRACT SERVICES","6050.00","3442.56","2018","1100-410-41565-3300-0000_2018"
"1100-410-41565-5003-9110","SOUTHEAST TOURISM HT ADV","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","SOUTHEAST TOURISM","765.00","715.00","2018","1100-410-41565-5003-9110_2018"
"1100-410-41565-5400-9110","ADVERTISING","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","ADVERTISING","60000.00","57846.25","2018","1100-410-41565-5400-9110_2018"
"1100-410-41565-5410-9110","MARKETING HT ADV","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","MARKETING","20350.00","20280.56","2018","1100-410-41565-5410-9110_2018"
"1100-410-41565-5411-9110","HOSPITALIT ALLIANCE HT ADV","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","HOSPITALITY ALLIANCE","18500.00","17420.95","2018","1100-410-41565-5411-9110_2018"
"1100-410-41565-5500-9110","PRINTING","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","PRINTING","17100.00","11672.66","2018","1100-410-41565-5500-9110_2018"
"1100-410-41565-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","1155.00","620.00","2018","1100-410-41565-5700-0000_2018"
"1100-410-41565-5800-0000","TRAVEL EXPENSE","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","TRAVEL EXPENSE","2700.00","1898.21","2018","1100-410-41565-5800-0000_2018"
"1100-410-41565-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","EMPLOYEE TRAINING","2160.00","873.08","2018","1100-410-41565-5900-0000_2018"
"1100-410-41565-6100-0000","GENERAL SUPPLIES","OPERATING FUND","BUSINESS & TOURISM","GENERAL GOVERNMENT","GENERAL SUPPLIES","48680.00","6198.40","2018","1100-410-41565-6100-0000_2018"
"1100-410-41900-1105-0000","EMP MERIT COMP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","EMPLOYEE MERIT COMPENSATI","194683.00","49935.27","2018","1100-410-41900-1105-0000_2018"
"1100-410-41900-2130-0000","LIFE INSURANCE EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","LIFE INSURANCE EXP","30000.00","30446.83","2018","1100-410-41900-2130-0000_2018"
"1100-410-41900-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","16448.00","1746.40","2018","1100-410-41900-2200-0000_2018"
"1100-410-41900-2400-0000","TUITION REIMBURS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","EDUCATIONAL COMPENSATION","55000.00","14870.46","2018","1100-410-41900-2400-0000_2018"
"1100-410-41900-2500-0000","UNEMPLOY BENE EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","UNEMPLOYMENT BENEFITS","20000.00","20048.87","2018","1100-410-41900-2500-0000_2018"
"1100-410-41900-2600-0000","WORKERS COMP PREM","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","WORKERS COMPENSATION","542785.00","542785.00","2018","1100-410-41900-2600-0000_2018"
"1100-410-41900-2610-0000","WORKERS COMP DED.","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","WORKERS COMP DEDUCT","300000.00","300000.00","2018","1100-410-41900-2610-0000_2018"
"1100-410-41900-3300-0000","CONTRAC SERVICES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","CONTRACT SERVICES","0.00","781.97","2018","1100-410-41900-3300-0000_2018"
"1100-410-41900-5200-0000","PROP, CASU, SECU INS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","PROPERTY, CASUALTY INS","1050000.00","1050000.00","2018","1100-410-41900-5200-0000_2018"
"1100-410-41900-5210-0000","PROP, CASU INS DEDUC","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","PROP, CASU INS DEDUC","340000.00","340000.00","2018","1100-410-41900-5210-0000_2018"
"1100-410-41900-6100-0000","GENERAL SUPPLIES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","GENERAL SUPPLIES","1475.00","0.00","2018","1100-410-41900-6100-0000_2018"
"1100-410-41900-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","VEHICLE FUEL EXPENSE","77216.00","247.50","2018","1100-410-41900-6260-0000_2018"
"1100-410-41900-6270-0000","STREET LIGHTS EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","STREET LIGHTS EXPENSE","2425000.00","2197290.41","2018","1100-410-41900-6270-0000_2018"
"1100-410-41900-8110-0000","JUDGEMENTS AND LOSS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","JUDGEMENTS AND LOSSES","857190.00","315891.14","2018","1100-410-41900-8110-0000_2018"
"1100-410-41900-8120-0000","STORMWATR UTIL FEE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","STORMWATER UTILITY FEES","40000.00","33474.60","2018","1100-410-41900-8120-0000_2018"
"1100-410-41900-8127-0000","ENVIRONMENTAL FEES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ENVIRONMENTAL FEES","150000.00","24186.00","2018","1100-410-41900-8127-0000_2018"
"1100-410-41900-8140-0000","CONTINGENCY FUND","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","CONTINGENCY FUND","234480.00","0.00","2018","1100-410-41900-8140-0000_2018"
"1100-410-41900-8145-0000","ENCUMBRANCE CONTINGENCY","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ENCUMBRANCE CONTINGENCY","500000.00","0.00","2018","1100-410-41900-8145-0000_2018"
"1100-410-41900-8150-0000","MISCELLANEOUS EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","MISCELLANEOUS EXP","63680.00","44032.42","2018","1100-410-41900-8150-0000_2018"
"1100-410-41900-8152-0000","E-COMMERCE EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","E-COMMERCE EXPENSES","200198.00","171737.70","2018","1100-410-41900-8152-0000_2018"
"1100-410-41900-8156-0000","DONAT-OUTSID AGENC","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","DONATION TO OUTSIDE AGEN","269500.00","268000.00","2018","1100-410-41900-8156-0000_2018"
"1100-410-41900-8160-0000","EMERG CONTINGE FUND","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","EMERGENCY CONTINGENCY FUN","254679.00","168602.76","2018","1100-410-41900-8160-0000_2018"
"1100-410-41900-8170-0000","ANNEXATION FEES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ANNEXATION FEES","150000.00","133738.00","2018","1100-410-41900-8170-0000_2018"
"1100-410-41900-8180-0000","LI/AFORDAB HOUSIN FE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","LI/AFFORDABLE HOUSING FEE","20000.00","0.00","2018","1100-410-41900-8180-0000_2018"
"1100-410-41900-9000-0000","GRANT AWARDS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","CURRENT EXPENDITURES","487698.00","0.00","2018","1100-410-41900-9000-0000_2018"
"1100-412-41600-1100-0000","SALARIES","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","SALARIES","595727.00","578372.99","2018","1100-412-41600-1100-0000_2018"
"1100-412-41600-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","OVERTIME","2684.00","1580.44","2018","1100-412-41600-1300-0000_2018"
"1100-412-41600-2100-0000","GROUP HEALTH INS","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","GROUP HEALTH INS","190649.00","190649.00","2018","1100-412-41600-2100-0000_2018"
"1100-412-41600-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","SOCIAL SEC MATCH EXP","45778.00","42792.79","2018","1100-412-41600-2200-0000_2018"
"1100-412-41600-2300-0000","STATE RETIRE MATCH","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","STATE RETIRE MATCH","80166.00","77878.08","2018","1100-412-41600-2300-0000_2018"
"1100-412-41600-2310-0000","POLICE RETIREMENT","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","POLICE RETIREMENT","1260.00","1364.16","2018","1100-412-41600-2310-0000_2018"
"1100-412-41600-3110-0000","JURY COMPENSATION","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","JURY COMPENSATION","1200.00","280.00","2018","1100-412-41600-3110-0000_2018"
"1100-412-41600-3220-0000","EMPLOYEE PHYSICALS","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","EMPLOYEE PHYSICALS","100.00","0.00","2018","1100-412-41600-3220-0000_2018"
"1100-412-41600-3300-0000","CONTRAC SERVICES","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","CONTRACT SERVICES","67960.00","50055.40","2018","1100-412-41600-3300-0000_2018"
"1100-412-41600-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","REPAIRS-OFFICE EQUIP","3525.00","2589.43","2018","1100-412-41600-4330-0000_2018"
"1100-412-41600-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","TELEPHONE UTILITIES EXPEN","1920.00","1217.04","2018","1100-412-41600-5300-0000_2018"
"1100-412-41600-5500-0000","PRINTING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","PRINTING","4480.00","1755.98","2018","1100-412-41600-5500-0000_2018"
"1100-412-41600-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","MEMBERSHIP AND DUES","555.00","545.00","2018","1100-412-41600-5700-0000_2018"
"1100-412-41600-5800-0000","TRAVEL EXPENSE","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","TRAVEL EXPENSE","4480.00","1449.08","2018","1100-412-41600-5800-0000_2018"
"1100-412-41600-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","EMPLOYEE TRAINING","6590.00","1215.85","2018","1100-412-41600-5900-0000_2018"
"1100-412-41600-6100-0000","GENERAL SUPPLIES","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","GENERAL SUPPLIES","9000.00","6740.87","2018","1100-412-41600-6100-0000_2018"
"1100-412-41600-6102-0000","POSTAGE","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","POSTAGE","15400.00","11900.75","2018","1100-412-41600-6102-0000_2018"
"1100-412-41600-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","UNIFORMS & CLOTHING","360.00","0.00","2018","1100-412-41600-6106-0000_2018"
"1100-412-41600-6125-0000","MINOR EQUIP < $10,000","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","MINOR EQUIP < $5,000","5310.00","4523.04","2018","1100-412-41600-6125-0000_2018"
"1100-412-41600-6400-0000","EDUC  MATERIALS","OPERATING FUND","MUNICIPAL COURT","JUDICIAL SERVICES","EDUC MATERIALS","850.00","630.51","2018","1100-412-41600-6400-0000_2018"
"1100-412-41700-1100-0000","SALARIES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","SALARIES","193853.00","194048.93","2018","1100-412-41700-1100-0000_2018"
"1100-412-41700-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","OVERTIME","500.00","0.00","2018","1100-412-41700-1300-0000_2018"
"1100-412-41700-2100-0000","GROUP HEALTH INS","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","GROUP HEALTH INS","43996.00","43996.00","2018","1100-412-41700-2100-0000_2018"
"1100-412-41700-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","SOCIAL SEC MATCH EXP","14868.00","14674.91","2018","1100-412-41700-2200-0000_2018"
"1100-412-41700-2300-0000","STATE RETIRE MATCH","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","STATE RETIRE MATCH","26354.00","26174.90","2018","1100-412-41700-2300-0000_2018"
"1100-412-41700-3200-0000","LITIGATION","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","LEGAL FEES","294587.00","294585.63","2018","1100-412-41700-3200-0000_2018"
"1100-412-41700-3201-0000","EXPERT FEES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","EXPERT FEES","159892.00","146017.74","2018","1100-412-41700-3201-0000_2018"
"1100-412-41700-3202-0000","OTHER LEGAL COSTS","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","LEGAL OTHER COSTS","30771.00","30538.93","2018","1100-412-41700-3202-0000_2018"
"1100-412-41700-3300-0000","CONTRAC SERVICES","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","CONTRACT SERVICES","468360.00","468000.00","2018","1100-412-41700-3300-0000_2018"
"1100-412-41700-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","REPAIRS-OFFICE EQUIP","5735.00","219.09","2018","1100-412-41700-4330-0000_2018"
"1100-412-41700-5300-0000","TELEPHONE UTIL EXP","OPERATING FUND","LEGAL DEPARTMENT","JUDICIAL SERVICES","TELEPHONE UTILITIES EXPEN","700.00","400.68","2018","1100-412-41700-5300-0000_2018"
