"fiscal_year","fund","department","unit","revenue_source","revenue_type","adopted_amount","amended_amount","actual_amount"
"2013","Regional Transit System Fund","Regional Transit System","Route 62-Fy2011/Fy2012 Jpa Funds (Contr #Aqd46) - Year 1","Santa Fe College","Charges for Services","29301.36","29301.36","29301.36"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Fdot - Block Grant","Intergovernmental Revenues","1592497","1632478","1632478"
"2013","Regional Transit System Fund","Regional Transit System","Real Estate Acquisition - Sect 5309 (Fl-04-0089-00)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","25289","25289","0"
"2013","Regional Transit System Fund","Regional Transit System","Rolling Stock - Fy2009 Section 5309 (Fl-04-0081)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","7996","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Fdot Section 5310","St Grant-Transportation","Intergovernmental Revenues","51240.85","51240.85","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Misc Support Eqpt - Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","15000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Section 5317- Chassis Type 22' Small Cut (Contr #Aqp25)","St Grant-Transportation","Intergovernmental Revenues","51892","51892","2502.4"
"2013","Regional Transit System Fund","Regional Transit System","Marketing & Communications, Rts","Main Bus-Advertising","Charges for Services","210000","210000","342545.37"
"2013","Regional Transit System Fund","Regional Transit System","X447 Bus Shelters","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","4101.41","4101.41","0"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Section 5317 For New Freedom Trips  (Contr #Apw75)","Local Option Gax Tax","Taxes","26395.54","26395.54","16545.39"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","Shands Contract","Charges for Services","54736","54736","57435.75"
"2013","Regional Transit System Fund","Regional Transit System","0246 - Multimodal Center","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","166928.89","166928.89","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Mobile Surv/Securi- Fy2010 Uafg (Fl-90-X737-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0","0","18"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Mdts 4 Ctc Vans Sect 5316 (Contr #Apc68)","Other Miscellaneous Revenues","Miscellaneous Revenues","15520","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Mob Surv/Security - Fy2012 Uafg (Fl-90-X798-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","57944","57944","1013.36"
"2013","Regional Transit System Fund","Regional Transit System","Se/F: Misc Support Euipment - Sect 5307 (Fl-90-X694)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","14512.56","36798","36798.75"
"2013","Regional Transit System Fund","Regional Transit System","Station/Stops/Terminals - Fy2010 Uafg (Fl-90-X737-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","60000","60000","670"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Uf -  Campus Contract","Charges for Services","2703465","2703465","2574299.32"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Student Pass","Charges for Services","60000","60000","8730"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Support Vehicles - Fy2012 Uafg (Fl-90-X798-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","60000","60000","50307.43"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Other Miscellaneous Revenues","Miscellaneous Revenues","0","0","59.26"
"2013","Regional Transit System Fund","Regional Transit System","Buses-(Fy05-Sec 5309)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","1218140","1218140","0"
"2013","Regional Transit System Fund","Regional Transit System","Bus Shelters (X412)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","4729","4729","0"
"2013","Regional Transit System Fund","Regional Transit System","Fy2011 Section 5308 Clean Fuels Grant (Fl-58-0002)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","3000000","3000000","1962600"
"2013","Regional Transit System Fund","Regional Transit System","Capital Maint Items-(X655)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","161789.07","161789.07","0"
"2013","Regional Transit System Fund","Regional Transit System","X478 Rolling Stock","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","233","233","0"
"2013","Regional Transit System Fund","Regional Transit System","X510-Bus Shelters","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","8567","8567","0"
"2013","Regional Transit System Fund","Regional Transit System","Route 62-Fy2011/Fy2012 Jpa Funds (Contr #Aqd46) - Year 1","St Grant-Transportation","Intergovernmental Revenues","29301.36","29301.36","29301.36"
"2013","Regional Transit System Fund","Regional Transit System","Regional Transit Surplus","Proceeds-Surplus Equip.","Miscellaneous Revenues","30000","30000","58354.74"
"2013","Regional Transit System Fund","Regional Transit System","Station/Stops/Terminals - Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","71192","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Shuttle Services","Charges for Services","5000","5000","2358.42"
"2013","Regional Transit System Fund","Regional Transit System","Station/Stops/Terminals - Fy2011 Uafg (Fl-90-X763-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","71192","71192","480"
"2013","Regional Transit System Fund","Regional Transit System","Furniture/Graphics-(X655)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","67.36","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012 Jpa (Contract # Aqe90) Bus Stop Amenities","St Grant-Transportation","Intergovernmental Revenues","75000","75000","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Transfer From General Fund","Non-Revenues","368187","368187","368187"
"2013","Regional Transit System Fund","Regional Transit System","Fy2011 Section 5309 Livability Grant (Fl-04-0150)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","8967304","8967304","2042844.97"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Mobile Surv/Security - Fy2011 Uafg (Fl-90-X763)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","50000","49902.73","49903"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Local Option Gax Tax","Taxes","1903130","1903130","1773891.93"
"2013","Regional Transit System Fund","Regional Transit System","Bus Shelters-(X655)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","17782.03","24772.87","2993"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","Veteran'S Administration Contract","Charges for Services","17753","17753","20641.5"
"2013","Regional Transit System Fund","Regional Transit System","Mobile Fare Collection Eqpt - Fy2011 Sgr Funds (Fl-04-0126)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","516157","516157","0"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Section 5317 For New Freedom Trips  (Contr #Aps99)","Local Option Gax Tax","Taxes","3083.55","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","County Contribution","Intergovernmental Revenues","1350","1350","1350"
"2013","Regional Transit System Fund","Regional Transit System","Assoc. Capital Maint Items-Sect 5307 (Fl-90-X694)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","105027.42","82741.23","82741.23"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","Transfer From General Fund","Non-Revenues","10325","10325","10325"
"2013","Regional Transit System Fund","Regional Transit System","Route 27-Fy2011/Fy2012 Jpa Funds (Contr #Aqo40) - Year 1","Santa Fe College","Charges for Services","36086.67","36086.67","23317.23"
"2013","Regional Transit System Fund","Regional Transit System","Route 25-Fy2011/Fy2012 Sjpa Funds (Contr #Apz01) - Year 2","Uf-Transportation Fees","Charges for Services","17255.26","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Shop Equipment - Fy2011 Uafg (Fl-90-X763-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","1258","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Insurance Recovery","Miscellaneous Revenues","50000","50000","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Other Miscellaneous Revenues","Miscellaneous Revenues","0","0","69316.97"
"2013","Regional Transit System Fund","Regional Transit System","Fy2011 Jpa (Contract # Aq757) Bus Stop Amenities","St Grant-Transportation","Intergovernmental Revenues","120000","120000","16685.08"
"2013","Regional Transit System Fund","Regional Transit System","Construct-Maint./Facility - Fy2011 Sgr Funds (Fl-04-0126)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","8993501","7917320","7839048.06"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Mobile Fare Coll Eqp - Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","100000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Rehab/Renovate Adm- Fy2010 Uafg (Fl-90-X737-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","100000","2675","2675"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","Uf - Employee Faculty, Staff & Spouse","Charges for Services","11849","11849","0"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012/Fy2013 Jpa (Contr #Aqt98) Discounted Bus Pass Program","Adult Pass","Charges for Services","0","0","7103.5"
"2013","Regional Transit System Fund","Regional Transit System","Fdot Section 5310","Fed Grant-Other Transportation","Intergovernmental Revenues","7017","7017","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Uf-Transportation Fees","Charges for Services","7740655","7500155","7816400.34"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012/Fy2013 Jpa (Contr #Aqt98) Discounted Bus Pass Program","St Grant-Transportation","Intergovernmental Revenues","0","10000","7103.5"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012/Fy2013 Jpa (Contr #Aqt98) Discounted Bus Pass Program","Other Miscellaneous Revenues","Miscellaneous Revenues","0","10000","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acq Mobile Fare Coll Eqp - Fy2011 Uafg (Fl-90-X763-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","100000","100000","0"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Section 5317- Chassis Type 22' Small Cut (Contr #Aqp25)","City Contributions/Grant Match","Non-Revenues","0","0","625.6"
"2013","Regional Transit System Fund","Regional Transit System","Se/F: Support Vehicles - Sect 5307 (Fl-90-X694)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","100000","100000","0"
"2013","Regional Transit System Fund","Regional Transit System","Gator Aider","Gator Aider","Charges for Services","215635","215635","199358.63"
"2013","Regional Transit System Fund","Regional Transit System","Se/F: Mobile Fare Collection Eqpt - Sect 5307 (Fl-90-X694)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","200000","200000","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","T/F-5 Cents Logt","Non-Revenues","440000","440000","440000"
"2013","Regional Transit System Fund","Regional Transit System","Rte 25-Jpa Fy09/10 Sda Funds (Contr #Apz01)","St Grant-Transportation","Intergovernmental Revenues","30807.07","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","County Transit Agreement","Intergovernmental Revenues","497128","497128","393338"
"2013","Regional Transit System Fund","Regional Transit System","Bus - Rolling Stock - Fy2010 Uafg (Fl-90-X737-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","101962.8","101962.8","101961.76"
"2013","Regional Transit System Fund","Regional Transit System","X447 Shop Equipment","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","24975","24975","0"
"2013","Regional Transit System Fund","Regional Transit System","X478 Shop Equipment","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","18997.31","18997.31","0"
"2013","Regional Transit System Fund","Regional Transit System","X510-Shop Equipment","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","19706","19706","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Shop Equipment - Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","25000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Route 27-Fy2011/Fy2012 Jpa Funds (Contr #Aqo40) - Year 1","St Grant-Transportation","Intergovernmental Revenues","23317.24","23317.24","23317.24"
"2013","Regional Transit System Fund","Regional Transit System","X510-Radio Equipment","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","13400","13400","0"
"2013","Regional Transit System Fund","Regional Transit System","Fdot Section 5310","Local Option Gax Tax","Taxes","2117.85","2117.85","0"
"2013","Regional Transit System Fund","Regional Transit System","Shop Equipment (X412)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","2664","2664","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Misc Support Eqpt - Fy2012 Uafg (Fl-90-X798-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","45000","45000","23400"
"2013","Regional Transit System Fund","Regional Transit System","Van (4) Purchase (X384)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","44475","44475","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Interest On Investments","Miscellaneous Revenues","22000","22000","-114450.28"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Mobile Surv/Security - Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","50000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","X478 Bus Shelters","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","23","23","0"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Section 5316 Jarc (Contr #Apu62)","Local Option Gax Tax","Taxes","10000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Low Income Riders Sect 5316 (Contr #Apd50)","Local Option Gax Tax","Taxes","2.58","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Low Income Riders Sect 5316 (Contr #Apd50)","St Grant-Transportation","Intergovernmental Revenues","2.57","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Rehab/Renovate Adm- Fy2011 Uafg (Fl-90-X763-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","77030","14328.64","14328"
"2013","Regional Transit System Fund","Regional Transit System","Rte. 28-Jpa Fy11/12 Sda Funds (Contr #Aqc92) Year 1","St Grant-Transportation","Intergovernmental Revenues","5734.3","5734.3","5734.3"
"2013","Regional Transit System Fund","Regional Transit System","Misc Support Equipment-(X655)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0.53","0.41","0"
"2013","Regional Transit System Fund","Regional Transit System","Capital Maint Items - Sect 5307 (Fl-90-X678-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0.48","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Se/F: Mobile Srv/Security Equip.- Sect 5307 (Fl-90-X678-00))","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0.45","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Mobile Srv/Security Equip.-(X655)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0.27","170941.27","96540"
"2013","Regional Transit System Fund","Regional Transit System","Fta Earmark-E2007","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","6000","6000","0"
"2013","Regional Transit System Fund","Regional Transit System","Rte. 22-Jpa Fy09/10 Sda Funds (Contr #Apn19)","St Grant-Transportation","Intergovernmental Revenues","32048.15","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Cash Overage/Shortage","Miscellaneous Revenues","0","0","46652.43"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Misc Support Eqpt - Fy2010 Uafg (Fl-90-X737-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0.2","0.2","0"
"2013","Regional Transit System Fund","Regional Transit System","Se/F: Adp Hardware - Sect 5307 (Fl-90-X678-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0.07","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Santa Fe College","Charges for Services","950000","795000","890885"
"2013","Regional Transit System Fund","Regional Transit System","Vans-(Fl-95-X016-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","6492","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Adp Hardware-(X655)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0.02","49350.02","0"
"2013","Regional Transit System Fund","Regional Transit System","Se/F: Maintenance Facility - Sect 5307 (Fl-90-X694)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0.02","0.02","0.02"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Fy09/10 Service Development Funds (Contr #Apw12)","St Grant-Transportation","Intergovernmental Revenues","0.01","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Construct-Maint./Facility - Fy2012 Sgr Funds (Fl-04-0175-00)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","0","14950000","270913.29"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","Trans From Gru","Non-Revenues","6508","6508","6508"
"2013","Regional Transit System Fund","Regional Transit System","Mobile Fare Collection Eq - Fy2012 Sgr Funds (Fl-04-0175-00)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","0","878500","0"
"2013","Regional Transit System Fund","Regional Transit System","Oci:  Preventative Maintenance - Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","400000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Route 23-Jpa Section 5311 (Contr #Aqh21) - Year 3","St Grant-Transportation","Intergovernmental Revenues","79944.43","79944.43","79944.43"
"2013","Regional Transit System Fund","Regional Transit System","Route 23-Jpa Section 5311 (Contr #Aqh21) - Year 3","County Contribution","Intergovernmental Revenues","79944.43","79944.43","79944.43"
"2013","Regional Transit System Fund","Regional Transit System","Oci:  Preventative Maintenance - Fy2012 Uafg (Fl-90-X798-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","400000","400000","400000"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Rehab/Renovate Adm- Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","80000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Jpa Section 5317 For New Freedom Trips  (Contr #Apw75)","St Grant-Transportation","Intergovernmental Revenues","6695.24","6695.24","16545.39"
"2013","Regional Transit System Fund","Regional Transit System","X478 Support Vehicles","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","9950","9950","0"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","Santa Fe College","Charges for Services","6885","6885","7140"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","St Grant-Transportation","Intergovernmental Revenues","292352","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012/Fy2013 Jpa Section 5311 (Contr #Aqs96) - Route 23","St Grant-Transportation","Intergovernmental Revenues","0","224519","224519"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012/Fy2013 Jpa Section 5311 (Contr #Aqs96) - Route 23","County Contribution","Intergovernmental Revenues","0","224519","224519"
"2013","Regional Transit System Fund","Regional Transit System","Oci: Ada Paratransit Service - Fy2012 Uafg (Fl-90-X798-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","280000","280000","280000"
"2013","Regional Transit System Fund","Regional Transit System","Metropolitan Planning - Fy2010 Uafg (Fl-90-X737-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0","151036","0"
"2013","Regional Transit System Fund","Regional Transit System","Route 28-Fy2012/Fy2013 Sjpa Funds (Contr #Aqc92) - Year 2","St Grant-Transportation","Intergovernmental Revenues","0","126500","74752.34"
"2013","Regional Transit System Fund","Regional Transit System","Route 28-Fy2012/Fy2013 Sjpa Funds (Contr #Aqc92) - Year 2","Uf-Transportation Fees","Charges for Services","0","126500","74752.34"
"2013","Regional Transit System Fund","Regional Transit System","Engineer/Design - Fy2011 Sgr Funds (Fl-04-0126)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","743778","1819959","1168705"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","Employee Pass Program","Charges for Services","9789","9789","5872.5"
"2013","Regional Transit System Fund","Regional Transit System","Route 46-Fy2012/Fy2013 Sjpa Funds (Contr #Aqc93) - Year 2","Uf-Transportation Fees","Charges for Services","0","114000","0"
"2013","Regional Transit System Fund","Regional Transit System","Route 46-Fy2012/Fy2013 Sjpa Funds (Contr #Aqc93) - Year 2","St Grant-Transportation","Intergovernmental Revenues","0","114000","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Uf - Sunday Service","Charges for Services","279490","279490","321815.2"
"2013","Regional Transit System Fund","Regional Transit System","0268-Bus Purchase","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","296920","296920","0"
"2013","Regional Transit System Fund","Regional Transit System","Oci: Ada Paratransit Service - Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","300000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Construct-Maintenance/Facility - Sect 5309 (Fl-04-0089-00)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","2156842","2156842","2156841"
"2013","Regional Transit System Fund","Regional Transit System","Route 62-Fy2012/Fy2013 Sjpa Funds (Contr #Aqd46) - Year 2","Santa Fe College","Charges for Services","0","90000","10910.16"
"2013","Regional Transit System Fund","Regional Transit System","Route 62-Fy2012/Fy2013 Sjpa Funds (Contr #Aqd46) - Year 2","St Grant-Transportation","Intergovernmental Revenues","0","90000","10910.16"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012/Fy2013 Jpa (Contr #Aqt70) - Year 1 - Route 76","Santa Fe College","Charges for Services","0","65000","31123.73"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012/Fy2013 Jpa (Contr #Aqt70) - Year 1 - Route 76","St Grant-Transportation","Intergovernmental Revenues","0","65000","31123.73"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Misc Support Eqpt - Fy2011 Uafg (Fl-90-X763)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0","64057","0"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Rehab/Renovate Mai- Fy2010 Uafg (Fl-90-X737-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","88711","0","0.24"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Depreciation","Capital Contributions","Non-Revenues","0","0","1370956.26"
"2013","Regional Transit System Fund","Regional Transit System","Bus - Rolling Stock - Fy2012 Uafg (Fl-90-X798-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","300000","300000","246179.21"
"2013","Regional Transit System Fund","Regional Transit System","Engineer/Design-Adm/Maint - Fy2012 Sgr Funds (Fl-04-0175-00)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","0","50000","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Adult Pass","Charges for Services","210000","210000","235932.75"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Daily Bus Fare","Charges for Services","660446","660446","582903.07"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Fdot - Sdg Sunday Service","Intergovernmental Revenues","200000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Brt Study-(Fy06-Sec 5309)","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","312543","312543","117044"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","Rebate 6.7 Cts Gas Tax","Intergovernmental Revenues","253750","253750","246211.81"
"2013","Regional Transit System Fund","Regional Transit System","Sef: Acquire Adp Hardware - Fy2010 Uafg (Fl-90-X737-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0","35000","0"
"2013","Regional Transit System Fund","Regional Transit System","Bus - Rolling Stock - Fy2011 Uafg (Fl-90-X763-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","150000","150000","150000"
"2013","Regional Transit System Fund","Regional Transit System","Mobile Fare Collection Equip.-(X655)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","150000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Bus - Rolling Stock - Fy2011 Uafg (Fl-90-X837)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","150000","0","0"
"2013","Regional Transit System Fund","Regional Transit System","Adp Software-(X655)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","149998.72","72783.72","66484.6"
"2013","Regional Transit System Fund","Regional Transit System","X478-Vans (5)","Fed Grant-Other Transportation","Intergovernmental Revenues","249185","249185","0"
"2013","Regional Transit System Fund","Regional Transit System","Rts-Administration","County Contribution","Intergovernmental Revenues","546983","322464","225659.57"
"2013","Regional Transit System Fund","Regional Transit System","Fy2010 Jpa Brt Alternatives Study (Contract # Apx06)","St Grant-Transportation","Intergovernmental Revenues","125000","125000","125000"
"2013","Regional Transit System Fund","Regional Transit System","Route 46-Fy2011/Fy2012 Jpa Funds (Contr #Aqc93) - Year 1","St Grant-Transportation","Intergovernmental Revenues","96178.52","96178.52","72168.95"
"2013","Regional Transit System Fund","Regional Transit System","Route 39-Fy2011/Fy2012 Jpa Funds (Contr #Aqo41) - Year 1","Santa Fe College","Charges for Services","31970","31970","0"
"2013","Regional Transit System Fund","Regional Transit System","Fy2012 Sec. 5339 Brt Alternatives Study (Pid# Fl-39-0009-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","425000","425000","7825.91"
"2013","Regional Transit System Fund","Regional Transit System","Fy2011 Comprehensive Operations Analysis (Coa) (Aqa46) Grant","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","145000","145000","35433.84"
"2013","Regional Transit System Fund","Regional Transit System","Employee Pass Program","Uf-Transportation Fees","Charges for Services","99533","99533","112711.5"
"2013","Regional Transit System Fund","Regional Transit System","Bus - Rolling Stock - Fy2013 Uafg (Fl-90-X824-00)","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","0","15549","15549"
"2013","Retiree Health Insurance Exp Trust Fund","Risk Management","Risk Management","Gain/Loss On Investments","Miscellaneous Revenues","4250000","4250000","4803770.17"
"2013","Retiree Health Insurance Exp Trust Fund","Risk Management","Risk Management","Interest On Investments","Miscellaneous Revenues","0","0","901900.27"
"2013","Retiree Health Insurance Exp Trust Fund","Risk Management","Risk Management","Retiree Contributions","Non-Revenues","2650000","2650000","2537258.04"
"2013","Retiree Health Insurance Exp Trust Fund","Risk Management","Risk Management","Gg Employer Contrib - Retirees","Internal Service Charges","0","0","538520.11"
"2013","Retiree Health Insurance Exp Trust Fund","Risk Management","Risk Management","Employer Contrib-Implicit Rate Subsidy-Retirees","Internal Service Charges","0","3042020","2490212.86"
"2013","Retiree Health Insurance Exp Trust Fund","Risk Management","Risk Management","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","3429814.19"
"2013","Retiree Health Savings","Non-Departmental","Trust Funds","Interest On Investments","Miscellaneous Revenues","0","0","882394.1"
"2013","Retiree Health Savings","Non-Departmental","Trust Funds","Employer Contributions","Non-Revenues","0","0","1077422.05"
"2013","Revenue Note 2011A Capital Proj Fund","Non-Departmental","Capital Projects","Unrealized Gain/Loss","Miscellaneous Revenues","0","0","-137236"
"2013","Revenue Note 2011A Capital Proj Fund","Non-Departmental","Capital Projects","Interest On Investments","Miscellaneous Revenues","0","0","49808.1"
