"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","adopted_amount","uniqueid"
"2021","Employer Contributions","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","2500000","20218201389909981608p"
"2021","Employee Contributions","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","900000","20218202389909981608p"
"2021","Retiree Drop Pay-Redeposited To Drop Plan","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","1700000","20218203389909981608p"
"2021","Employer Contrib-Ins Premium Tax","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","600000","20218221389909981608p"
"2021","Employee Contrb-Military Buy-Back","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds","50000","20218223389909981608p"
"2021","Other Contributions&donations","Miscellaneous Revenues","Strategic Initiatives Office","Pop Up Lab Aarp Community Challenge Grant","Misc. Grants Fund","Special Revenue Funds","0","2021700236600x781115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","2008 Supportive Housing Grant - Mbh","Misc. Grants Fund","Special Revenue Funds","0","2021163533620x001115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","2008 Supportive Housing Grt - Vetspace","Misc. Grants Fund","Special Revenue Funds","0","2021163533620x002115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","2009 Supportive Housing Grant - Mbh","Misc. Grants Fund","Special Revenue Funds","0","2021163533620x003115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","2009 Supportive Housing Grt - Vetspace","Misc. Grants Fund","Special Revenue Funds","0","2021163533620x004115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","2010 Supportive Housing Grant - Mbh","Misc. Grants Fund","Special Revenue Funds","0","2021163533620x005115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","2012 Supportive Housing Grt - Vetspace","Misc. Grants Fund","Special Revenue Funds","0","2021163533620x010115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","2013 Supportive Housing Grant - Mbh","Misc. Grants Fund","Special Revenue Funds","0","2021163533620x011115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","2013 Supportive Housing Grt - Vetspace","Misc. Grants Fund","Special Revenue Funds","0","2021163533620x012115r"
"2021","Fed Grant","Intergovernmental Revenues","Office Of Housing & Community Development","Fy08 Disaster Recovery Program","Misc. Grants Fund","Special Revenue Funds","0","2021163833620x271115r"
"2021","Uf-Transportation Fees","Charges For Services","Regional Transit System","Ptga Funds From Fdot For Route 33 (Contr#g1803","Regional Transit System Fund","Enterprise Funds","0","2021403734680uj05450e"
"2021","Uf-Transportation Fees","Charges For Services","Regional Transit System","Ptga Funds From Fdot For Holiday Route Service (Contr#g1785)","Regional Transit System Fund","Enterprise Funds","0","2021403734680uj06450e"
"2021","Uf - Sunday Service","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20214039346806810450e"
"2021","Gator Aider","Charges For Services","Regional Transit System","Rts - Operations","Regional Transit System Fund","Enterprise Funds","0","20214040346806830450e"
"2021","Red Coach, Inc","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20214043346806810450e"
"2021","Employee Pass Program","Charges For Services","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds","0","20214047346806815450e"
"2021","Uf - Later Gator","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20214048336806810450e"
"2021","Flixbus","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20214049346806810450e"
"2021","Shands Contract","Charges For Services","Regional Transit System","Rts - Maintenance","Regional Transit System Fund","Enterprise Funds","0","20214053346806820450e"
"2021","Veteran's Administration Contract","Charges For Services","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds","0","20214055346806815450e"
"2021","Veteran's Administration Contract","Charges For Services","Regional Transit System","Rts - Maintenance","Regional Transit System Fund","Enterprise Funds","0","20214055346806820450e"
"2021","Uf - Employee Faculty, Staff & Spouse","Charges For Services","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds","0","20214056346806815450e"
"2021","Uf - Employee Faculty, Staff & Spouse","Charges For Services","Regional Transit System","Rts - Maintenance","Regional Transit System Fund","Enterprise Funds","0","20214056346806820450e"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20216006366806810450e"
"2021","Rental Of City Property","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20216201346806810450e"
"2021","Rental Income- Rts","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20216212346806810450e"
"2021","Gain/loss:disposition Of F/a","Miscellaneous Revenues","Regional Transit System","Rts-Depreciation","Regional Transit System Fund","Enterprise Funds","0","20216610366806899450e"
"2021","Proceeds-Surplus Equip.","Miscellaneous Revenues","Regional Transit System","Rts - Maintenance","Regional Transit System Fund","Enterprise Funds","0","20216801366806820450e"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","0","20217201366806810450e"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Regional Transit System","Ada Transportation","Regional Transit System Fund","Enterprise Funds","0","20217201366806840450e"
"2021","Transfer From General Fund (001)","Non-Revenues","Regional Transit System","Rts - Maintenance","Regional Transit System Fund","Enterprise Funds","0","20217408386806820450e"
"2021","Transfer From General Fund (001)","Non-Revenues","Regional Transit System","Fy2013/fy2014 Sdg Jpa (Contr #Ara56) - Year 1 - Route 2/24","Regional Transit System Fund","Enterprise Funds","0","2021740838680uf72450e"
"2021","Transfer From General Fund (001)","Non-Revenues","Regional Transit System","Fy2015/fy2016 Sdg Sjpa (Contr #Arn03) - Route 2&24 - Year 3","Regional Transit System Fund","Enterprise Funds","0","2021740838680uh72450e"
"2021","T/f-Tcea Fund (116)","Non-Revenues","Regional Transit System","Ptga Grant With Fdot For Ticket Vending And Wayside Signs","Regional Transit System Fund","Enterprise Funds","0","2021747338680uj08450e"
"2021","Trans From Gru","Non-Revenues","Regional Transit System","Rts - Maintenance","Regional Transit System Fund","Enterprise Funds","0","20217604386806820450e"
"2021","City Contributions/grant Match","Non-Revenues","Regional Transit System","Jpa Section 5317- Chassis Type 22' Small Cut (Contr #Aqp25)","Regional Transit System Fund","Enterprise Funds","0","2021780138680ue75450e"
"2021","Capital Contributions","Non-Revenues","Regional Transit System","Rts-Depreciation","Regional Transit System Fund","Enterprise Funds","0","20218700386806899450e"
"2021","Trans-From Misc. Special Rev (123)","Non-Revenues","City Commission","Commission","The General Fund","The General Fund","0","20217401387107110001g"
"2021","Qualifying Fees","Charges For Services","Clerk Of The City Commission","Clerk Of Commission","The General Fund","The General Fund","0","20214675347207210001g"
"2021","Refund Of Prior Year Expenditures","Miscellaneous Revenues","Clerk Of The City Commission","Clerk Of Commission","The General Fund","The General Fund","0","20217277367207210001g"
"2021","Miscellaneous Revenues","Non-Revenues","Clerk Of The City Commission","Clerk Of Commission","The General Fund","The General Fund","0","20218211387207210001g"
"2021","Document Reprod. Fees","Charges For Services","City Manager","Admin-City Manager","The General Fund","The General Fund","0","20213405347307310001g"
"2021","St Grant-Human Services","Intergovernmental Revenues","Office Of Housing & Community Development","Communities For Lifetime Mini-Grant","Misc. Grants Fund","Special Revenue Funds","0","2021226033620x534115r"
"2021","State Contribution","Intergovernmental Revenues","Sustainable Development","Historic Preservation Comprehensive Survey And Guidelines Up","Misc. Grants Fund","Special Revenue Funds","0","2021241633660x525115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Public Works","Nucfg-Cog Tree Inventory Data Collection Improvement Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163533800x320115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Public Works","Sweetwater Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163533800x415115r"
"2021","Fed Grant-Physical Environment","Intergovernmental Revenues","Public Works","Usda - Sediment Removal And Ditch Repair","Misc. Grants Fund","Special Revenue Funds","0","2021163533800x774115r"
"2021","State Grants - Capital Proj.","Intergovernmental Revenues","Public Works","Mason Manor - Hlmp Grant","Misc. Grants Fund","Special Revenue Funds","0","2021220233800x773115r"
"2021","St Grant-Physical Environment","Intergovernmental Revenues","Public Works","Dep Grant (G0312) Payne Prairie Sheetflow Restoration, Phase","Misc. Grants Fund","Special Revenue Funds","0","2021223533800x299115r"
"2021","St Grant-Physical Environment","Intergovernmental Revenues","Public Works","Revitalizing The Sweetwater-Phase 1 Grant","Misc. Grants Fund","Special Revenue Funds","0","2021223533800x441115r"
"2021","St Grant-Transportation","Intergovernmental Revenues","Public Works","Fdot-Trip Grant","Misc. Grants Fund","Special Revenue Funds","0","2021224033800x270115r"
"2021","Fdot-Lapa Grant","Intergovernmental Revenues","Public Works","Lapa Grant-Ne 19th St And Ne 19th Terr","Misc. Grants Fund","Special Revenue Funds","0","2021224633800x297115r"
"2021","Fdot-Lapa Grant","Intergovernmental Revenues","Public Works","Lapa - Norton Elementary Trail","Misc. Grants Fund","Special Revenue Funds","0","2021224633800x309115r"
"2021","Fdot-Lapa Grant","Intergovernmental Revenues","Public Works","Lapa Grant-West 6th Street Rail Corridor Bike Path","Misc. Grants Fund","Special Revenue Funds","0","2021224633800x650115r"
"2021","Fdot-Lapa Grant","Intergovernmental Revenues","Public Works","Lapa:  Pd&e Study Sw 62nd Blvd/4th Lane Arterial Connector","Misc. Grants Fund","Special Revenue Funds","0","2021224633800x760115r"
"2021","Fdot-Lapa Grant","Intergovernmental Revenues","Public Works","Lapa - Nw 19th Ln. Bike Lane And Sidewalks","Misc. Grants Fund","Special Revenue Funds","0","2021224633800x767115r"
"2021","Fdot-Lapa Grant","Intergovernmental Revenues","Public Works","Lapa - Sw 27th St. Bike Path/trail","Misc. Grants Fund","Special Revenue Funds","0","2021224633800x768115r"
"2021","Fdot-Lapa Grant","Intergovernmental Revenues","Public Works","Lapa - Ne 18th Ave. Sidewalk Design","Misc. Grants Fund","Special Revenue Funds","0","2021224633800x772115r"
"2021","Fdot-Lapa Grant","Intergovernmental Revenues","Public Works","Lapa - Sw 62nd Blvd Connection Bike Path/bridge","Misc. Grants Fund","Special Revenue Funds","0","2021224633800x780115r"
"2021","Fdot-County Incentive Grant Program","Intergovernmental Revenues","Public Works","Cigp - Sw 40th, Sw 34th To Archer","Misc. Grants Fund","Special Revenue Funds","0","2021224833800x761115r"
"2021","Uf Contributions","Intergovernmental Revenues","Transportation & Mobility","Uf Research Grant Awards","Misc. Grants Fund","Special Revenue Funds","0","2021280833805x205115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Gpd Occupant Protection Enforcement Program","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x473115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Safe Gator Program: Fdot Impaired Driving Enforcement Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x474115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Paynes Prairie Sheetflow Restoration","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x542115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2011 Nfhidta - Highway Interdiction Unit","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x564115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Byrne Jag 2015-Dj-Bx-1035","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x581115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy15 Forensic Capacity Hero Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x636115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy18 Icac Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x637115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy18 Dof/ojp Bulletproof Vest Partnership","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x738115r"
"2021","T/f It Operating (510)","Non-Revenues","City Manager","Admin-City Manager","The General Fund","The General Fund","0","20217448387307310001g"
"2021","Document Reprod. Fees","Charges For Services","City Attorney","City Attorney Code Enforcement","The General Fund","The General Fund","0","20213405347507521001g"
"2021","Contributions From Gru","Non-Revenues","City Attorney","City Attorney","The General Fund","The General Fund","0","20214508387507520001g"
"2021","Municipal Ordinance Fines","Fines And Forfeits","City Attorney","Municipal Court Costs","The General Fund","The General Fund","0","20215005357507525001g"
"2021","Other Contributions&donations","Miscellaneous Revenues","City Attorney","City Attorney","The General Fund","The General Fund","0","20217002367507520001g"
"2021","Refund Of Prior Year Expenditures","Miscellaneous Revenues","City Attorney","City Attorney","The General Fund","The General Fund","0","20217277367507520001g"
"2021","Interest On Investments","Miscellaneous Revenues","Technology & Innovation","It - Administration","Technology Administration Fund","Internal Service Funds","0","20216001367607640510i"
"2021","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","It - Business Support","Technology Administration Fund","Internal Service Funds","0","20217408387607630510i"
"2021","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","It - Administration","Technology Administration Fund","Internal Service Funds","0","20217408387607640510i"
"2021","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","It - Smart Cities","Technology Administration Fund","Internal Service Funds","0","20217408387607650510i"
"2021","T/f It Capital (511)","Non-Revenues","Technology & Innovation","It - Administration","Technology Administration Fund","Internal Service Funds","0","20217449387607640510i"
"2021","Interest On Investments","Miscellaneous Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20216001367607640511i"
"2021","T/f Cirb 2010 (348)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217402387607640511i"
"2021","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217408387607640511i"
"2021","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","Citywide Radio Replacement (Trs & Portable)","Technology Capital Improvement Fund","Internal Service Funds","0","2021740838760m176511i"
"2021","Transfer From General Fund (001)","Non-Revenues","Technology & Innovation","Erp/technology Investment","Technology Capital Improvement Fund","Internal Service Funds","0","2021740838760m240511i"
"2021","T/f Revenue Note 2011a (349)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217413387607640511i"
"2021","T/f Cirb Of Fy2017 (357)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217428387607640511i"
"2021","Transfer From Equipment Replacement Fund (352)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217431387607640511i"
"2021","Transfer From 302","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217439387607640511i"
"2021","T/f Fy2019 Proposed Bond (360)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217440387607640511i"
"2021","T/f It Capital (511)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217449387607640511i"
"2021","T/f-Cirb Of 2014 (354)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217461387607640511i"
"2021","T/f-Cirb Of 2005 Cpf (335)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217478387607640511i"
"2021","T/f-Ffgfc Of 2005 Cpf (332)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217482387607640511i"
"2021","T/f- Ffgfc 02 Rec Proj (328)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217503387607640511i"
"2021","T/f-Capital Acq Fund (325)","Non-Revenues","Technology & Innovation","It - Administration","Technology Capital Improvement Fund","Internal Service Funds","0","20217507387607640511i"
"2021","Gain/loss:disposition Of F/a","Miscellaneous Revenues","Technology & Innovation","Fixed Assets","General Fixed Assets Group","Gen Fixed Asset Group","0","20216610367607699901f"
"2021","Utility Svc Tax-Fuel Oil","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20210610317707770001g"
"2021","Occupational Tax-Ez Rev Zone 1","Permits, Fees & Special Assessments","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20211101327707770001g"
"2021","Occupation Tax Ez Crdt Zone 1","Permits, Fees & Special Assessments","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20211151327707770001g"
"2021","Porters Oaks 3rd Mortgage","Miscellaneous Revenues","Office Of Housing & Community Development","Housing Program Delivery Costs","The General Fund","The General Fund","410","20217225366206270001g"
"2021","Community Development Blk Grnt","Intergovernmental Revenues","Office Of Housing & Community Development","Fy20 Cdbg Program","Community Dev Block Grant","Special Revenue Funds","1319592","2021160133620cd08102r"
"2021","Home Investment Grant","Intergovernmental Revenues","Office Of Housing & Community Development","Fy20 Home Program","Home Grant Fund","Special Revenue Funds","530141","2021160533620hm08104r"
"2021","Trans From Gru","Non-Revenues","Office Of Housing & Community Development","Water/waste Water Surcharge Fee Projects","Water/waste Water Surcharge Infrastructure Fund","Special Revenue Funds","250000","2021760438620s100117r"
"2021","St Grant-Physical Environment","Intergovernmental Revenues","Office Of Housing & Community Development","Ship Program Fy19/20","Ship Grant Fund","Special Revenue Funds","231919","2021223533620x488119r"
"2021","Transfer From General Fund (001)","Non-Revenues","Office Of Housing & Community Development","Family Unification Program","Misc. Special Revenues","Special Revenue Funds","10000","2021740838620g111123r"
"2021","Transfer From General Fund (001)","Non-Revenues","Office Of Housing & Community Development","One-Stop Center-Operations","Misc. Special Revenues","Special Revenue Funds","1250000","2021740838620g119123r"
"2021","Transfer From General Fund (001)","Non-Revenues","Office Of Housing & Community Development","Homelessness Coordination","Misc. Special Revenues","Special Revenue Funds","36000","2021740838620g131123r"
"2021","Transfer From General Fund (001)","Non-Revenues","Office Of Housing & Community Development","Dignity Village Management","Misc. Special Revenues","Special Revenue Funds","72216.54","2021740838620g139123r"
"2021","Ldc Fees-Entrpz Zone 1","Permits, Fees & Special Assessments","Sustainable Development","Planning Division","The General Fund","The General Fund","74389","20211124326606680001g"
"2021","Miscellaneous Permits","Permits, Fees & Special Assessments","Sustainable Development","Code Enforcement Admin","The General Fund","The General Fund","12238","20211202326606613001g"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy19 Fdle Ebm Jag Brave Overt Leaders Of Distinction (Bold)","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x749115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2018 Fdot Motorcycle/scooter Safety & Education Prog Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x752115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2019 Fdot Motorcycle/scooter Safety & Education Prog Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x753115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2019 Distracted Driver Prog Grant Fdot","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x754115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2017 Ebm Jag Local Solicitation Dj-Bx-0930","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x757115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2018 Ebm Jag Dj-Bx-0799","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x758115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2019 Fdle Ebm Jag Problem Oriented Policing (Pop)","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x763115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2018 Pal's Mentoring Program","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x764115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2019 Local Jag Dj-Bx-0845","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x782115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2020 Fdot Motorcycle/scooter Safety & Education Prog Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x783115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2020 Fdot Safe Gator Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x784115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2020 Fdot Distracted Driving Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x785115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy19 Gulf States Regional Law Enforcement Tech Asst","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x787115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy19 Local Jag Mu-Bc-0292","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x788115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Cesf Covid-19 Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033810x789115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Police","Heroes Program Grant","Misc. Grants Fund","Special Revenue Funds","0","2021223033810x642115r"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","Rhave Grant","Misc. Grants Fund","Special Revenue Funds","0","2021163033820x433115r"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Fire Rescue","Assistance To Firefighters Grant","Misc. Grants Fund","Special Revenue Funds","0","2021165133820x432115r"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Fire Rescue","04 Fema Assistance To Firefighters Grant","Misc. Grants Fund","Special Revenue Funds","0","2021165133820x460115r"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Fire Rescue","Assistance To Firefighters Grant Program (Emw-2012-Fo-01449)","Misc. Grants Fund","Special Revenue Funds","0","2021165133820x665115r"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Fire Rescue","Fy2013 Fema Safer Grant","Misc. Grants Fund","Special Revenue Funds","0","2021165133820x710115r"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Fire Rescue","Fy2017 Fema Safer Grant","Misc. Grants Fund","Special Revenue Funds","0","2021165133820x775115r"
"2021","Document Reprod. Fees","Charges For Services","Budget & Finance Department","Purchasing","The General Fund","The General Fund","0","20213405347707790001g"
"2021","Football Game Day Services-Uaa","Charges For Services","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20213420347707770001g"
"2021","Cemetery Fees","Charges For Services","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20213801347707770001g"
"2021","Easment Revenue","Charges For Services","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20214204347707770001g"
"2021","Vending Machine Revenue","Charges For Services","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20214623347707770001g"
"2021","Golf Course Ind. Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund","0","20214914347707785001g"
"2021","Utility Tax Late Penalties","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20215602317707770001g"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20216006367707770001g"
"2021","Unrealized Gain/loss","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20216008367707770001g"
"2021","Telecommunications Tower Renta","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20216206367707770001g"
"2021","Rental Lease-Prioria","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20216208367707770001g"
"2021","Rental Lease-Gtec","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20216211367707770001g"
"2021","Proceeds-Sale Of Surplus Land","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20216601367707770001g"
"2021","Gain/loss:disposition Of F/a","Miscellaneous Revenues","Budget & Finance Department","Fixed Assets","The General Fund","The General Fund","0","20216610367707799001g"
"2021","Damaged Property Restitution","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20216802367707770001g"
"2021","Interest - Mic","Miscellaneous Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund","0","20217215367707770001g"
"2021","Refund Of Prior Year Expenditures","Miscellaneous Revenues","Budget & Finance Department","Billings & Collections","The General Fund","The General Fund","0","20217277367707774001g"
"2021","Trans-From Misc. Special Rev (123)","Non-Revenues","Budget & Finance Department","Billings & Collections","The General Fund","The General Fund","0","20217401387707774001g"
"2021","Trans-From Gen Cap Proj Fund (302)","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217405387707780001g"
"2021","T/f-W/ww Infrastructure Fund (117)","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217414387707780001g"
"2021","Trans From Misc Gifts & Grants (115)","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217417387707780001g"
"2021","Trans From Art In Public Place (619)","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217422387707780001g"
"2021","Trans Fr Gen Ins Fund (503)","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217432387707780001g"
"2021","T/f Fy2019 Proposed Bond (360)","Non-Revenues","Budget & Finance Department","Budget","The General Fund","The General Fund","0","20217440387707785001g"
"2021","T/f-Ffgfc Of 05 (230)","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217471387707780001g"
"2021","T/f-Ffgfc Of 07 (235)","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217480387707780001g"
"2021","T/f Gerrb 2004 Fund (228)","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217522387707780001g"
"2021","Trans.-Electric","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217601387707780001g"
"2021","Trans.-Water","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217603387707780001g"
"2021","Trans.-Grucomm.","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217609387707780001g"
"2021","Land Development Code Review Fees","Charges For Services","Sustainable Development","Planning Division","The General Fund","The General Fund","161180","20213401346606680001g"
"2021","Document Reprod. Fees","Charges For Services","Sustainable Development","Planning Division","The General Fund","The General Fund","1588.24","20213405346606680001g"
"2021","Code Enforcement Penalties","Fines And Forfeits","Sustainable Development","Code Enforcement Admin","The General Fund","The General Fund","19974","20215601356606613001g"
"2021","Code Enforcement-Citation","Fines And Forfeits","Sustainable Development","Code Enforcement Admin","The General Fund","The General Fund","99","20215605356606613001g"
"2021","Code Enf Citation-$2 Training","Fines And Forfeits","Sustainable Development","Code Enforcement Admin","The General Fund","The General Fund","2470","20215606356606613001g"
"2021","Code Enforcement - Prosecution Costs","Fines And Forfeits","Sustainable Development","Code Enforcement Admin","The General Fund","The General Fund","4979","20215607356606613001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Sustainable Development","Code Enforcement Admin","The General Fund","The General Fund","35498.64","20217201366606613001g"
