"fund","department","unit","vendor","expenditure_type","expenditure_detail","transaction_amount","transaction_date","month_name","fiscal_month_number","fiscal_year","pmt_method"
"Fleet Management Services Fund","General Services","Fleet Operations","Advanced Tire Recycling Inc","Internal Services","Outside Labor","13.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Barloworld Handling Lp","Internal Services","Parts-Motor Equipment","18.93","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Tph Acquisition Lllp","Internal Services","Materials And Supplies","22.90","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Advanced Tire Recycling Inc","Internal Services","Outside Labor","24.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Unifirst Corporation","Internal Services","Uniform Purchase Price","26.51","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Unifirst Corporation","Internal Services","Uniform Purchase Price","26.51","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","University Towing & Transport Inc","Internal Services","Outside Labor","28.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Comet Industries Llc","Internal Services","Inventory Purchases","28.96","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Hall Mark Fire Apparatus Inc","Internal Services","Parts-Motor Equipment","29.96","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Ghx Industrial Llc","Internal Services","Non-Capital Equipment","43.79","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Palm Chevrolet Of Gainesville, Llc","Internal Services","Parts-Motor Equipment","47.22","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Lewis Oil Company Inc","Internal Services","Parts-Motor Equipment","63.35","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Comet Industries Llc","Internal Services","Inventory Purchases","68.40","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Regional Utilities","Internal Services","Utilities-Elect,Sewer,Water","69.15","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Lewis Oil Company Inc","Internal Services","Inventory Purchases","69.90","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Unifirst Corporation","Internal Services","Uniform Purchase Price","78.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Unifirst Corporation","Internal Services","Uniform Purchase Price","80.32","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Automotive","Internal Services","Parts-Motor Equipment","85.66","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Cummins Power South Llc","Internal Services","Inventory Purchases","88.28","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Motors Inc","Internal Services","Outside Labor","90.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Fastenal Company","Internal Services","Hardware - Fleet","116.57","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","University Towing & Transport Inc","Internal Services","Outside Labor","125.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Lewis Oil Company Inc","Internal Services","Inventory Purchases","126.70","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Carquest Auto Parts Of Gainesville Florida","Internal Services","Parts-Motor Equipment","136.91","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Ricoh Americas Corporation","Internal Services","Maintenance Office/Other Equip","154.76","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Highland Tractor Company","Internal Services","Parts-Motor Equipment","158.09","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Southern Sewer Equipment Sales","Internal Services","Parts-Motor Equipment","184.52","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Ring Power Corporation","Internal Services","Materials And Supplies","212.40","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Palm Chevrolet Of Gainesville, Llc","Internal Services","Parts-Motor Equipment","297.08","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Ring Power Corporation","Internal Services","Inventory Purchases","406.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Temp Force Inc","Internal Services","Professional Services","668.80","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Lewis Oil Company Inc","Internal Services","Inventory Purchases","669.35","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Town Tire Co Inc","Internal Services","Outside Labor","682.62","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Palm Chevrolet Of Gainesville, Llc","Internal Services","Parts-Motor Equipment","686.20","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Tph Acquisition Lllp","Internal Services","Inventory Purchases","1191.93","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Tph Acquisition Lllp","Internal Services","Parts-Motor Equipment","1209.55","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Town Tire Co Inc","Internal Services","Outside Labor","1213.56","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Tph Acquisition Lllp","Internal Services","Inventory Purchases","1450.44","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Gainesville Regional Utilities","Internal Services","Utilities-Elect,Sewer,Water","1559.47","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Tph Acquisition Lllp","Internal Services","Parts-Motor Equipment","1559.65","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Town Tire Co Inc","Internal Services","Inventory Purchases","2051.60","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Ring Power Corporation","Internal Services","Outside Labor","2149.98","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Energy Vision Llc","Internal Services","Gasoline","2916.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Energy Vision Llc","Internal Services","Gasoline","2916.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Ring Power Corporation","Internal Services","Parts-Motor Equipment","3064.18","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Town Tire Co Inc","Internal Services","Inventory Purchases","4045.06","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Town Tire Co Inc","Internal Services","Outside Labor","4265.76","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Town Tire Co Inc","Internal Services","Parts-Motor Equipment","5640.58","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Town Tire Co Inc","Internal Services","Parts-Motor Equipment","6783.34","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Lewis Oil Company Inc","Internal Services","Diesel Fuel","10850.72","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Lewis Oil Company Inc","Internal Services","Gasoline","17926.90","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Management Services Fund","General Services","Fleet Operations","Lewis Oil Company Inc","Internal Services","Gasoline","21788.49","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Fleet Replacement Fund","Police","District 2","Municipal Products And Service Inc","Law Enforcement","Vehicles","7604.69","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Capital Projects Fund","Parks, Recreation & Cultural Affairs","Boardwalk Replacement Project","Robert Ausley","Parks & Recreation","Improvements Other Than Bldg","4600.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Capital Projects Fund","Public Works","General Roadway Resurfacing","V E Whitehurst & Sons Inc","Road & Street Facilities","Improvements Other Than Bldg","11138.70","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","City Attorney","City Attorney","West Publishing","Legal Counsel","Insurance Public Officials","133.40","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","City Attorney","City Attorney","West Publishing","Legal Counsel","Insurance Public Officials","598.56","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Moore Medical Llc","Other General Government","Materials And Supplies","11.82","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Bio-Cycle Llc","Other General Government","Materials And Supplies","39.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Doctors Laboratory Inc","Other General Government","Professional Services","40.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Doctors Laboratory Inc","Other General Government","Professional Services","57.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Risk Management","Gainesville Regional Utilities","Other General Government","T.R.S. Access Charge","187.14","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Doctors Laboratory Inc","Other General Government","Professional Services","272.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Doctors Laboratory Inc","Other General Government","Professional Services","366.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Cristiane Machado","Other General Government","Other Contractual Services","400.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Doctors Laboratory Inc","Other General Government","Professional Services","402.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Workers Compensation & Safety","Target Copy Of Gainesville Inc","Other General Government","Printing And Binding","542.52","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","First Advantage Occupational Health Services Corp","Other General Government","Other Contractual Services","562.25","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Doctors Laboratory Inc","Other General Government","Professional Services","919.24","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Health & Wellness Services","Moore Medical Llc","Other General Government","Materials And Supplies","1762.55","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Risk Management","Marsh Usa Inc","Other General Government","Insurance Premiums","27458.38","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Risk Management","Marsh Usa Inc","Other General Government","Insurance Premiums","78131.68","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Risk Management","Marsh Usa Inc","Other General Government","Insurance Premiums","564729.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"General Insurance Fund","Risk Management","Risk Management","Marsh Usa Inc","Other General Government","Insurance Premiums","639419.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Golf Course Enterprise Fund","Parks, Recreation & Cultural Affairs","Golf Course Operations","Broad Beach Media & Consulting Inc","Parks & Recreation","Advertising","100.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Golf Course Enterprise Fund","Parks, Recreation & Cultural Affairs","Golf Course Concessions","Sams Club Direct","Parks & Recreation","Materials And Supplies","381.04","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Golf Course Enterprise Fund","Parks, Recreation & Cultural Affairs","Golf Course Pro Shop","Professional Golf Supply Inc","Parks & Recreation","Materials And Supplies","1253.39","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Golf Course Enterprise Fund","Parks, Recreation & Cultural Affairs","Golf Course Maintenance","One Source Landscape & Golf Services Inc","Parks & Recreation","Other Contractual Services","43414.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Home Grant Fund","Neighborhood Improvement","New Construction/Infill","Patrick Mitchell Landscaping Inc","Housing & Urban Development","Other Contractual Services","180.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Home Grant Fund","Neighborhood Improvement","City Homeowner Rehab Program","Terrence J Brannan Land Surveyor Inc","Housing & Urban Development","Other Contractual Services","985.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Home Grant Fund","Neighborhood Improvement","City Homeowner Rehab Program","Hoffman Construction Inc","Housing & Urban Development","Other Contractual Services","5000.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Home Grant Fund","Neighborhood Improvement","City Homeowner Rehab Program","Gary Southard","Housing & Urban Development","Other Contractual Services","12344.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Misc. Grants Fund","Public Works","Duval Neighborhood Stormwater Park-Phase 1","Water And Air Research Inc","Conservation/Resource Mgmt","Professional Services","299.98","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Misc. Special Revenues","Neighborhood Improvement","Family Unification Program","St Francis House Inc","Other Human Services","Miscellaneous","1137.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Police Officers Retirement","Non-Departmental","Trust Funds","Lewis Longman & Walker Pa","Law Enforcement","Professional Services","282.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","-15676.38","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Unifirst Corporation","Transit Systems","Rental-Equipment","7.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Unifirst Corporation","Transit Systems","Rental-Equipment","7.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Unifirst Corporation","Transit Systems","Rental-Equipment","7.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Applied Industrial Technologies Inc","Transit Systems","Parts-Motor Equipment","11.28","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Copyfax Of Gainesville Inc","Transit Systems","Other Contractual Services","14.58","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","15.58","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Florida Fasteners & Tool Company Inc","Transit Systems","Materials And Supplies","19.08","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Rogers Welding & Repairs Inc","Transit Systems","Outside Labor","20.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","27.81","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Carquest Auto Parts Of Gainesville Florida","Transit Systems","Parts-Motor Equipment","28.20","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","United Parcel Service","Transit Systems","Postage","28.26","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Applied Industrial Technologies Inc","Transit Systems","Parts-Motor Equipment","28.68","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Applied Industrial Technologies Inc","Transit Systems","Parts-Motor Equipment","29.30","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","34.84","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Ricoh Americas Corporation","Transit Systems","Other Contractual Services","42.77","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Applied Industrial Technologies Inc","Transit Systems","Parts-Motor Equipment","42.95","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Florida Fasteners & Tool Company Inc","Transit Systems","Materials And Supplies","44.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","W W Grainger Inc","Transit Systems","Inventory Purchases","45.15","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","United Parcel Service","Transit Systems","Postage","46.90","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Advanced Tire Recycling Inc","Transit Systems","Outside Labor","50.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gators Car Wash Llc","Transit Systems","Outside Labor","51.86","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Advanced Tire Recycling Inc","Transit Systems","Outside Labor","65.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Target Copy Of Gainesville Inc","Transit Systems","Other Contractual Services","80.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Copyfax Of Gainesville Inc","Transit Systems","Other Contractual Services","85.56","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Applied Industrial Technologies Inc","Transit Systems","Parts-Motor Equipment","88.30","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","SEF: Acquire Rehab/Renovate Mai- FY2010 UAFG (FL-90-X737-00)","Advanced Reprographics, Inc.","Transit Systems","Buildings","91.25","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Michael J Haley","Transit Systems","Materials And Supplies","106.84","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","121.20","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Petroleum Aids Inc","Transit Systems","Parts-Motor Equipment","127.20","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Rogers Welding & Repairs Inc","Transit Systems","Outside Labor","135.77","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","137.38","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Rogers Welding & Repairs Inc","Transit Systems","Outside Labor","140.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","146.89","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","SEF: Acquire Rehab/Renovate Mai- FY2010 UAFG (FL-90-X737-00)","Advanced Reprographics, Inc.","Transit Systems","Buildings","147.10","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Acuity Specialty Products Group Inc","Transit Systems","Materials And Supplies","151.64","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Precision Transmission Inc","Transit Systems","Materials And Supplies","158.82","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","173.02","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Applied Industrial Technologies Inc","Transit Systems","Parts-Motor Equipment","183.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Ricoh Americas Corporation","Transit Systems","Other Contractual Services","205.39","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","208.38","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Cox Communications Inc","Transit Systems","Other Contractual Services","209.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts-Administration","Ricoh Americas Corporation","Transit Systems","Rental-Equipment","247.31","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Michael J Haley","Transit Systems","Materials And Supplies","273.71","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","M Ware Company","Transit Systems","Inventory Purchases","294.48","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Acuity Specialty Products Group Inc","Transit Systems","Materials And Supplies","301.40","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts-Administration","Copyfax Of Gainesville Inc","Transit Systems","Other Contractual Services","386.29","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Applied Industrial Technologies Inc","Transit Systems","Parts-Motor Equipment","425.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Applied Industrial Technologies Inc","Transit Systems","Parts-Motor Equipment","455.70","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Gator Aider","Aramark Educational Services","Transit Systems","Other Contractual Services","462.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Lift U Division Of Hogan Manufacturing Inc","Transit Systems","Inventory Purchases","484.97","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Unifirst Corporation","Transit Systems","Uniform Purchase Price","486.07","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Unifirst Corporation","Transit Systems","Uniform Purchase Price","493.37","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Unifirst Corporation","Transit Systems","Uniform Purchase Price","493.37","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Town Tire Co Inc","Transit Systems","Tires And Tubes","519.80","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Gator Aider","Aramark Educational Services","Transit Systems","Other Contractual Services","522.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Precision Transmission Inc","Transit Systems","Inventory Purchases","562.82","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","683.39","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","683.39","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","692.53","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","697.85","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","697.85","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts-Administration","Kered Solutions Inc","Transit Systems","Other Contractual Services","908.80","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Randall Industries","Transit Systems","Inventory Purchases","1050.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts-Administration","Automatic Data Processing","Transit Systems","Other Contractual Services","1054.30","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Gillig Corporation","Transit Systems","Inventory Purchases","1084.13","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Prevost Car (Us) Inc","Transit Systems","Inventory Purchases","1300.24","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Hydrotex Partners Ltd","Transit Systems","Gasoline, Oil, Grease","1572.92","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","2412.45","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Warjon Inc","Transit Systems","Other Contractual Services","2554.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Kirks Automotive Inc","Transit Systems","Inventory Purchases","2743.80","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","3528.39","2011-10-23T00:00:00.000","October","1","2012","Payables"
