"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","proposed_amount","adopted_amount","amended_amount","actual_amount","unique_id"
"2020","Trans-From Cra 620","Non-Revenues","Office Of Housing & Community Development","Block Grant Administration","Urban Development Action Grant","Special Revenue Funds",,"23225","301393.72","0","20207450386206210103R"
"2020","Tr/from Rehab","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"228.97","228.97","228.97","20207452389909984226D"
"2020","Transfer From Cp/uh","Non-Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","Gainesville Community Reinvestment Area","Expendable Trust",,"0","482042.59","482042.59","20207454387906510620T"
"2020","Trans. From-Economic Dev. Fund (114)","Non-Revenues","Sustainable Development","Gnvcares","Small Business Loan Fund","Special Revenue Funds",,"0","75000","75000","2020745538660D679121R"
"2020","T/f-Eastside Trust Fund (621)","Non-Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","Gainesville Community Reinvestment Area","Expendable Trust",,"0","85696.52","85696.52","20207466387906510620T"
"2020","Trans Fr Fleet Fund (501)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"878.1","878.1","878.1","20207474389909984226D"
"2020","T/f-Fl Bldg Codes Enforcement Fund (416)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"58607.25","58607.25","58607.25","20207477389909984226D"
"2020","T/f-Fl Bldg Codes Enforcement Fund (416)","Non-Revenues","Non-Departmental","Capital Projects","Facilities Maintenance Recurring (Fmrp) Fund","Capital Projects Funds",,"0","10000","10000","20207477389909985351C"
"2020","T/f-Fl Bldg Codes Enforcement Fund (416)","Non-Revenues","Sustainable Development","Building Inspection","Fleet Replacement Fund","Internal Service Funds",,"0","4625.5","4625.5","20207477386606670501I"
"2020","T/f-5 Cents Logt","Non-Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"440000","690000","690000","20207484386806810450E"
"2020","Trans From New Smu Capital Project Fund (414)","Non-Revenues","Non-Departmental","Debt Service","Depot Ave Stormwater Park Debt Svc Fund","Debt Service Funds",,"164238.74","164239","164239","20207494389909984229D"
"2020","Trans From New Smu Capital Project Fund (414)","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"462.87","462.87","462.87","20207494389909984226D"
"2020","T/f-Logt Cpf(341)","Non-Revenues","Non-Departmental","Debt Service","Capital Imp Rev Refunding (Cirn) Note 2016a (5c Gas Tax)","Debt Service Funds",,"382119.31","382119.31","382119.31","20207511389909984243D"
"2020","T/f-Logt Cpf(341)","Non-Revenues","Non-Departmental","Debt Service","Capital Imp Rev (Cirn) Note 2016b (5c Gas Tax)","Debt Service Funds",,"526320","526320","526320","20207511389909984244D"
"2020","T/f Ironwood Surcharge Fund (418)","Non-Revenues","Parks, Recreation & Cultural Affairs","Cirb 2010 Debt Repayment","Golf Course Renovation Fund","Enterprise Funds",,"95520.7","95520.7","95520.7","2020751538850I150417E"
"2020","T/f-Facilities Maintenance Fund (351)","Non-Revenues","Facilities Management","City Hall Roof Replacement","Cirn Of Fy2020","Capital Projects Funds",,"0","207000","0","2020752138910MA41360C"
"2020","General Fund Transfer From Gru","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund",,"38285013","38285013","34439882.13","20207600387707780001G"
"2020","Trans From Gru","Non-Revenues","Non-Departmental","Debt Service","Pension Obligation Bond-S2003a","Debt Service Funds",,"2330078.55","2330078.55","2144748","20207604389909984226D"
"2020","Trans From Gru","Non-Revenues","Office Of Housing & Community Development","Water/waste Water Surcharge Fee Projects","Water/waste Water Surcharge Infrastructure Fund","Special Revenue Funds",,"250000","250000","913228.97","2020760438620S100117R"
"2020","Trans From Gru","Non-Revenues","Regional Transit System","Employee Pass Program","Regional Transit System Fund","Enterprise Funds",,"6563","6563","0","20207604386806815450E"
"2020","City Contributions/grant Match","Non-Revenues","Public Works","Fdep Match To Sweetwater X441","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds",,"694629","694629","0","2020780138800K441414E"
"2020","Debt Issuance","Non-Revenues","Non-Departmental","Debt Service","Cirn Of Fy20","Debt Service Funds",,"0","8535000","8535000","20208004389909984246D"
"2020","Life Insurance Contribution","Non-Revenues","Office Of Risk Management","Risk Management","Employees Health & Accident Fd","Internal Service Funds",,"345000","345000","386929.4","20208200389209210504I"
"2020","Employer Contributions","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds",,"3300000","3300000","3298446.03","20208201389909981607P"
"2020","Employer Contributions","Non-Revenues","Non-Departmental","Trust Funds","401a Qualified Pension Trust","Pension Funds",,"325000","0","387351.74","20208201389909981606P"
"2020","Employer Contributions","Non-Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds",,"18800000","18800000","19011264.25","20208201389909981604P"
"2020","Employer Contributions","Non-Revenues","Non-Departmental","Trust Funds","Retiree Health Savings","Agency Funds",,"0","0","1216144.15","20208201389909981626A"
"2020","Employer Contributions","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds",,"2200000","2200000","2381951.57","20208201389909981608P"
"2020","Employer Contributions","Non-Revenues","Office Of Risk Management","Risk Management","Employees Health & Accident Fd","Internal Service Funds",,"14500000","14500000","14560168.16","20208201389209210504I"
"2020","Employee Contributions","Non-Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds",,"4500000","4500000","5202152.94","20208202389909981604P"
"2020","Employee Contributions","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds",,"850000","850000","948165.65","20208202389909981608P"
"2020","Employee Contributions","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds",,"1250000","1250000","1165684.97","20208202389909981607P"
"2020","Employee Contributions","Non-Revenues","Non-Departmental","Trust Funds","401a Qualified Pension Trust","Pension Funds",,"200000","0","230187.05","20208202389909981606P"
"2020","Employee Contributions","Non-Revenues","Office Of Risk Management","Risk Management","Employees Health & Accident Fd","Internal Service Funds",,"7400000","7400000","7051957.92","20208202389209210504I"
"2020","Employee Contributions","Non-Revenues","Non-Departmental","Trust Funds","Deferred Compensation Trust","Agency Funds",,"3750000","0","3291379.79","20208202389909981609A"
"2020","Retiree Drop Pay-Redeposited To Drop Plan","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds",,"1500000","1500000","815817.98","20208203389909981607P"
"2020","Retiree Drop Pay-Redeposited To Drop Plan","Non-Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds",,"2500000","2500000","1526854.53","20208203389909981604P"
"2020","Retiree Drop Pay-Redeposited To Drop Plan","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds",,"1700000","1700000","1111310.01","20208203389909981608P"
"2020","Miscellaneous Revenues","Non-Revenues","Clerk Of The City Commission","Clerk Of Commission","The General Fund","The General Fund",,"0","0","50","20208211387207210001G"
"2020","Insurance Tax Revenue","Non-Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"1236908","1236908","0","20208212387707770001G"
"2020","Rollover 401k/401a Or 457k","Non-Revenues","Non-Departmental","Trust Funds","Deferred Compensation Trust","Agency Funds",,"8000000","0","0","20208215389909981609A"
"2020","Flex Plan Contributions","Non-Revenues","Office Of Risk Management","Risk Management","Employees Health & Accident Fd","Internal Service Funds",,"6000000","6000000","1091228.9","20208218389209210504I"
"2020","Reimbursement For Incurred Exp","Miscellaneous Revenues","Public Works","Depot Avenue","Additional 5 Cents Logt Capital Projects Fund","Capital Projects Funds",,"3951.05","3951.05","0","2020821936800M750341C"
"2020","Employer Contrib-Ins Premium Tax","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds",,"600000","600000","0","20208221389909981608P"
"2020","Employer Contrib-Ins Premium Tax","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds",,"560000","560000","0","20208221389909981607P"
"2020","Employee Contrb-Military Buy-Back","Non-Revenues","Non-Departmental","Trust Funds","Police Officers Retirement","Pension Funds",,"100000","100000","0","20208223389909981607P"
"2020","Employee Contrb-Military Buy-Back","Non-Revenues","Non-Departmental","Trust Funds","General Pension Fund","Pension Funds",,"200000","200000","46400","20208223389909981604P"
"2020","Employee Contrb-Military Buy-Back","Non-Revenues","Non-Departmental","Trust Funds","Firefighters Retirement","Pension Funds",,"50000","50000","7400","20208223389909981608P"
"2020","Gg Employer Contrib - Retirees","Internal Services","Office Of Risk Management","Risk Management","Retiree Health Insurance Exp Trust Fund","Expendable Trust",,"650000","650000","856568.1","20208248399209210601T"
"2020","Retiree Contributions","Non-Revenues","Office Of Risk Management","Risk Management","Retiree Health Insurance Exp Trust Fund","Expendable Trust",,"3450000","3450000","3120342.51","20208251389209210601T"
"2020","Rehab Premiums","Non-Revenues","Office Of Risk Management","Risk Management","Employees Health & Accident Fd","Internal Service Funds",,"0","0","4650835.85","20208252389209210504I"
"2020","Employer Contrib-Implicit Rate Subsidy-Retirees","Internal Services","Office Of Risk Management","Risk Management","Retiree Health Insurance Exp Trust Fund","Expendable Trust",,"2400000","2400000","0","20208253399209210601T"
"2020","Airport Security","Charges For Services","Police","Airport Security","The General Fund","The General Fund",,"353387","353387","332810.41","20209902348108141001G"
"2020","Airport Fire Station","Charges For Services","Fire Rescue","Aircraft Rescue/fire Fighting","The General Fund","The General Fund",,"534480","534480","553956","20209903348208221001G"
"2020","Cost Recovery-Gru/fleet Svc.","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"672","672","2120.22","20209906398408410502I"
"2020","Cost Recovery-Gru/fuel","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"1109072","1109072","530083.52","20209908398408410502I"
"2020","Cost Recovery-Gen.govt./fuel","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"697896","697896","377342.29","20209909398408410502I"
"2020","Gen.govt./fleet Svc.fixed","Internal Services","Fleet Management","Fleet Administration","Fleet Replacement Fund","Internal Service Funds",,"3687719","3687719","3947096.66","20209910398408410501I"
"2020","Ge.govt./fleet Svcs. Variable","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"7317","7317","5097.61","20209911398408410502I"
"2020","Cost Recovery-Gru/labor","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"965803","965803","967511.2","20209916398408410502I"
"2020","Cost Recovery-Gru/out. Labor","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"100837","100837","368524.83","20209917398408410502I"
"2020","Cost Recovery-Gru/parts","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"587096","587096","678846.38","20209918398408410502I"
"2020","Cost Recovery-G.g./labor","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"1115129","1115129","827361.47","20209919398408410502I"
"2020","Cost Recovery-G.g./out.labor","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"209369","209369","240180.18","20209920398408410502I"
"2020","Cost Recovery-Gen.govt./parts","Internal Services","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"1056104","1056104","709927.07","20209921398408410502I"
"2020","T/f Cirn Of Fy20 (246)","Non-Revenues","Non-Departmental","Debt Service","Cirn Of Fy2020","Capital Projects Funds",,"0","8500000","8500000","20207523389909984360C"
"2020","Current Taxes-Real Property","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"36581736","36581736","36640031.51","20200001317707770001G"
"2020","Property Tax Inc.-County","Taxes","Gainesville Community Redevelopement Agency","Cra-Operating","Gainesville Community Reinvestment Area","Expendable Trust",,"4191460.39","4191460.39","4191460.39","20200005317906510620T"
"2020","Local Option Gax Tax","Taxes","Regional Transit System","Fy20 5311 Grant #G1l18 Senior/disabled Assistance","Regional Transit System Fund","Enterprise Funds",,"0","25000","0","2020020131680UK21450E"
"2020","Local Option Gax Tax","Taxes","Regional Transit System","Fy20 Uafg 5307 Grant-Oa-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","0","-267095.13","2020020131680UK07450E"
"2020","Local Option Gax Tax","Taxes","Regional Transit System","Fdot Section 5310 (Fain #Fl-2018-120-00) Snr/disabled Asst.","Regional Transit System Fund","Enterprise Funds",,"25000","25000","6652.26","2020020131680UJ01450E"
"2020","Local Option Gax Tax","Taxes","Regional Transit System","Fdot Section 5311 Jpa (Contr #G1712) - Rural Paratransit","Regional Transit System Fund","Enterprise Funds",,"25000","25000","3196.6","2020020131680UJ02450E"
"2020","Local Option Gax Tax","Taxes","Regional Transit System","Fy20 5310 Grant #G1l19 Senior/disabled Assistance","Regional Transit System Fund","Enterprise Funds",,"0","25000","0","2020020131680UK20450E"
"2020","Local Option Gax Tax","Taxes","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"2084289","1634289","2190274.68","20200201316806810450E"
"2020","Local Option Gax Tax","Taxes","Regional Transit System","Ptga Funds From Fdot For Route 601(contr#g1786)","Regional Transit System Fund","Enterprise Funds",,"0","0","32225.39","2020020131680UJ07450E"
"2020","Local Option Gax Tax","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"974758","974758","877060.02","20200201317707770001G"
"2020","Local Option Gax Tax-Add 5 Cents","Taxes","Budget & Finance Department","Budget","Additional 5 Cents Logt Capital Projects Fund","Capital Projects Funds",,"1900000","1900000","2011692.39","20200204317707785341C"
"2020","Hazmat Gross Receipts Tax","Taxes","Fire Rescue","Special Operations","The General Fund","The General Fund",,"0","0","123789.42","20200300318208244001G"
"2020","Franchise Fees-Solid Waste","Taxes","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds",,"1128489","1128489","1254473.65","20200404318008080420E"
"2020","Penalties-Franchise Fees","Taxes","Public Works","Refuse Collection","Solid Waste Enterprise Fund","Enterprise Funds",,"0","0","110.5","20200409318008080420E"
"2020","Utility Svc Tax-U Of F Housing","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"14842","14842","8099.52","20200603317707770001G"
"2020","Utility Svc Tax-U.f. Phy Plant","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"82002","82002","59540.74","20200604317707770001G"
"2020","Utility Svc Tax-Water","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"1785550","1785550","1531072.42","20200607317707770001G"
"2020","Public Service Taxes-Electric","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"11161673","11161673","9067542.05","20200601317707770001G"
"2020","Utility Service Tax-Gas","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"879620","879620","720359.27","20200608317707770001G"
"2020","Utility Svc Tax-Fuel Oil","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"0","0","195.89","20200610317707770001G"
"2020","Utility Svc Tax-Propane Gas","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"78794","78794","75832.24","20200611317707770001G"
"2020","Sales Tax-Wild Spaces Public Places","Taxes","Parks, Recreation & Cultural Affairs","Wspp Contingency  2017-2025","Wild Spaces Public Places 1/2 C. Sales Tax 2017-2025","Capital Projects Funds",,"0","0","7128188.57","2020061631850B101358C"
"2020","Communications Svc Tax","Taxes","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"3871920","3871920","3129114.41","20200630317707770001G"
"2020","Occupational Licenses-Dir Levy","Permits, Fees & Special Assessments","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"776096","776096","852712.92","20201001327707770001G"
"2020","Home Occupational Permits","Permits, Fees & Special Assessments","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"24632","24632","21965.25","20201003327707770001G"
"2020","Escort Services Licenses","Permits, Fees & Special Assessments","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"422","422","0","20201110328108110001G"
"2020","Ldc Fees-Entrpz Zone 1","Permits, Fees & Special Assessments","Sustainable Development","Planning Division","The General Fund","The General Fund",,"41054","41054","67616.48","20201124326606680001G"
"2020","Ldc Fees-Ez Credit Zone 1","Permits, Fees & Special Assessments","Sustainable Development","Planning Division","The General Fund","The General Fund",,"0","0","-31096.93","20201125326606680001G"
"2020","Building Permits","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"1960462.75","1960462.75","2286853.73","20201201326606670416E"
"2020","Miscellaneous Permits","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"13363.28","13363.28","10103.25","20201202326606670416E"
"2020","Miscellaneous Permits","Permits, Fees & Special Assessments","Office Of Housing & Community Development","Code Enforcement","The General Fund","The General Fund",,"11590","11590","2076","20201202326206203001G"
"2020","Contractors Exam. Fees","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"532.14","532.14","970","20201203326606670416E"
"2020","Special Inspection Revenues","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"54513","54513","95550","20201204326606670416E"
"2020","Open Burn Permit","Permits, Fees & Special Assessments","Fire Rescue","Emergency Operations","The General Fund","The General Fund",,"0","0","510","20201205328208220001G"
"2020","Electric,plumbing&gas Permits","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"444393.75","444393.75","215750.63","20201401326606670416E"
"2020","Street Graphics Imspection Fee","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"16227.82","16227.82","0","20201402326606670416E"
"2020","Landlord License Fee","Permits, Fees & Special Assessments","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"633944","633944","571288.08","20201403327707770001G"
"2020","Taxi Licenses","Permits, Fees & Special Assessments","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"9253","9253","2549.75","20201404328108110001G"
"2020","Competency Renewals","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds",,"7248.08","7248.08","3050","20201406326606670416E"
"2020","Community Development Blk Grnt","Intergovernmental Revenues","Office Of Housing & Community Development","Fy20 Cdbg Covid-19 Emergency Assistance","Community Dev Block Grant","Special Revenue Funds",,"0","800806","0","2020160133620CV20102R"
"2020","Community Development Blk Grnt","Intergovernmental Revenues","Office Of Housing & Community Development","Fy19 Cdbg Program","Community Dev Block Grant","Special Revenue Funds",,"0","0","494073.43","2020160133620CD01102R"
"2020","Community Development Blk Grnt","Intergovernmental Revenues","Office Of Housing & Community Development","Fy20 Cdbg Program","Community Dev Block Grant","Special Revenue Funds",,"1319592","1319592","78716.1","2020160133620CD08102R"
"2020","Community Development Blk Grnt","Intergovernmental Revenues","Office Of Housing & Community Development","Block Grant Administration","Community Dev Block Grant","Special Revenue Funds",,"0","0","128838.91","20201601336206210102R"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Oa Emergency Relief Fuel","Regional Transit System Fund","Enterprise Funds",,"0","299109","299109","2020160233680UK32450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Charging Equip)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds",,"0","126714","0","2020160233680UK17450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Install Charging Equip)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds",,"0","103500","0","2020160233680UK18450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Sef Misc Support Equip","Regional Transit System Fund","Enterprise Funds",,"0","395165","0","2020160233680UK29450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Cap Prev Maint","Regional Transit System Fund","Enterprise Funds",,"0","260000","260000","2020160233680UK30450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Cap Ada Paratransit","Regional Transit System Fund","Enterprise Funds",,"0","600000","0","2020160233680UK31450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Support Vehicle)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","40000","0","2020160233680UK12450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Sef Adp Hardware","Regional Transit System Fund","Enterprise Funds",,"0","50000","0","2020160233680UK27450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Sef Mobile Surv/sec Equip","Regional Transit System Fund","Enterprise Funds",,"0","131264","22928","2020160233680UK28450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Adp Software)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","970544","0","2020160233680UK09450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Security Equip)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","50000","0","2020160233680UK10450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Support Equip)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","62500","0","2020160233680UK11450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Oci (Maint)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","800000","655538","2020160233680UK06450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Oci (Ada)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","450000","450000","2020160233680UK08450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Fta 5339(c) Lo/no Emission Oci (Fl-2019-089-00)","Regional Transit System Fund","Enterprise Funds",,"0","13500","0","2020160233680UK02450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-S/s/t-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","75000","74630","2020160233680UK04450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Sef (Adp Hardware)-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","419752","0","2020160233680UK05450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Rs Bus Replacement","Regional Transit System Fund","Enterprise Funds",,"0","5150000","5000","2020160233680UK25450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Cares Act 5307 Fl-2020-030-00 Rs Vehicle Maint","Regional Transit System Fund","Enterprise Funds",,"0","400000","0","2020160233680UK26450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Fta 5339(c) Lo/no Emission-Rs Fl-2019-089-00","Regional Transit System Fund","Enterprise Funds",,"0","986500","0","2020160233680UK01450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Adp Hardware)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds",,"0","100406","0","2020160233680UK15450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Fare Coll Equip)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds",,"0","15881","0","2020160233680UK16450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Oci (Buy America Audit)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds",,"0","10000","0","2020160233680UK19450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sce - Radios - Fy2015 Suaca (Fl-2018-073-00)","Regional Transit System Fund","Enterprise Funds",,"10400","10400","9063","2020160233680UI92450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 Uafg 5307 Grant-Rs-Fl-2019-091-00","Regional Transit System Fund","Enterprise Funds",,"0","1000000","0","2020160233680UK03450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Fy20 5339 Grant Sef (Eng/design)-Fl-2020-005-00","Regional Transit System Fund","Enterprise Funds",,"0","7500","0","2020160233680UK14450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Van For Svc Expansion - Fy2015 Suaca (Fl-2018-073-00)","Regional Transit System Fund","Enterprise Funds",,"6647","6647","0","2020160233680UI89450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Adp Hardware - Fy2015 Suaca (Fl-2018-073-00)","Regional Transit System Fund","Enterprise Funds",,"14132","14132","-0.42","2020160233680UI90450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Adp Software - Fy2015 Suaca (Fl-2018-073-00)","Regional Transit System Fund","Enterprise Funds",,"6405","6405","0","2020160233680UI91450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci - Preventative Maint. - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"400000","400000","400000","2020160233680UI29450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Mp  - Metro Planning - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"25376","25376","2500","2020160233680UI30450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Support Vehicles - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"636","636","0","2020160233680UI26450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Misc Support Equipment - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"62500","21597","0","2020160233680UI27450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sce - Radios - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"1","1","0","2020160233680UI28450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Adp Hardware - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"321169","65393","0.12","2020160233680UI23450E"
