"acronym","agency","appeal_subtype","appeal_type","date_closed","date_filed","exam_no","expiration","extension","status","title"
"NYPD","Police Department","Character","Section 50","2019-02-12T00:00:00.000","2018-11-20T14:26:49.000","5325","2021-07-05T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-05-02T00:00:00.000","2019-04-09T18:10:30.000","7001",,,"Closed","Firefighter"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-26T00:00:00.000","2019-07-12T22:22:44.000","8051",,,"Closed","Administrative Public Information Specialist"
"NYPD","Police Department","Character","Section 50","2019-04-11T00:00:00.000","2019-03-08T16:42:20.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-22T00:00:00.000","2019-08-13T00:00:00.000","8050",,,"Closed","Accountant"
"NYPD","Police Department","Psych","Section 50","2019-07-25T00:00:00.000","2019-05-14T00:00:00.000","6312","2020-11-23T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-03-29T00:00:00.000","2019-03-13T13:44:19.000","8339",,,"Closed",
"DOC","Department of Correction","Character","Section 50","2019-05-06T00:00:00.000","2018-11-13T16:43:37.000","6325","2020-09-21T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-28T00:00:00.000","2018-11-09T00:00:00.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-07-30T00:00:00.000","2019-05-17T00:00:00.000","8071","2023-03-20T00:00:00.000",,"Closed","Administrative Quality Assurance Specialist"
"NYPD","Police Department",,"Duplicate Filing","2019-09-03T00:00:00.000","2019-09-02T17:53:54.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-01-11T00:00:00.000","2018-11-02T00:00:00.000","7002","2021-10-25T00:00:00.000",,"Closed","Computer Associate (Software)"
"DOC","Department of Correction","Character","Section 50","2019-07-09T00:00:00.000","2019-03-20T00:00:00.000","7320","2021-01-11T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-04-30T00:00:00.000","2019-04-11T00:00:00.000","9014",,,"Closed","Emergency Medical Specialist - EMT"
"DOC","Department of Correction","Psych","Section 50","2019-12-31T00:00:00.000","2019-10-28T00:00:00.000","8308","2022-01-31T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-04T00:00:00.000","2019-09-16T00:00:00.000","8003","2022-11-28T00:00:00.000",,"Closed","Clerical Associate"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-08-07T00:00:00.000","2018-10-12T00:00:00.000","8517","2022-06-20T00:00:00.000",,"Closed","Promotion to Chief Marine Engineer"
"NYCTA","Transit Authority","Timeliness","Section 50","2019-06-28T00:00:00.000","2019-02-25T00:00:00.000","7605","2022-12-12T00:00:00.000",,"Closed","Railroad Stock Worker"
"NYPD","Police Department","Psych","Section 50","2019-09-13T00:00:00.000","2019-09-12T00:00:00.000","3319","2019-12-21T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-02-27T00:00:00.000","2018-12-18T15:42:59.000","5306","2021-03-03T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-22T00:00:00.000","2019-02-19T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DOC","Department of Correction","Medical","Section 50","2019-12-20T00:00:00.000","2019-10-02T15:02:52.000",,,,"Closed","Probation Officer"
"DSNY","Department of Sanitation","Unauthorized Substance","Section 50","2019-02-13T00:00:00.000","2018-10-25T11:11:55.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"NYPD","Police Department","Character","Section 50","2019-02-21T00:00:00.000","2018-12-31T00:00:00.000","6306","2020-10-20T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-01T00:00:00.000","2018-06-11T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DOC","Department of Correction","Character","Section 50","2019-03-04T00:00:00.000","2018-12-10T00:00:00.000","3300","2019-05-27T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Character","Section 50","2019-04-10T00:00:00.000","2019-02-06T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-07T00:00:00.000","2018-10-19T00:00:00.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"NYCTA","Transit Authority",,"Section 50","2019-05-02T00:00:00.000","2019-03-25T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-30T00:00:00.000","2019-05-02T11:06:09.000","8053",,,"Closed","Computer Specialist Operations"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-06-14T00:00:00.000","2019-04-23T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-13T00:00:00.000","2018-05-31T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"FDNY","Fire Department","Minimum Requirements","Section 50","2019-10-31T00:00:00.000","2019-10-18T00:00:00.000","7023","2022-03-07T00:00:00.000",,"Closed","Fire Protection Inspector"
"NYPD","Police Department","Psych","Section 50","2019-09-16T00:00:00.000","2019-04-19T13:56:04.000","7304","2021-07-20T00:00:00.000",,"Closed","School Safety Agent"
"NYCHA","Housing Authority","Termination","Section 76","2019-11-06T00:00:00.000","2019-08-22T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-09T00:00:00.000","2018-06-10T23:31:39.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-18T00:00:00.000","2018-11-30T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"NYPD","Police Department","Psych","Section 50","2019-10-11T00:00:00.000","2019-08-08T17:04:45.000","8335","2023-03-13T00:00:00.000",,"Closed","School Safety Agent"
"NYPD","Police Department","Character","Section 50","2019-06-19T00:00:00.000","2019-03-19T21:56:14.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-04T00:00:00.000","2019-02-01T00:00:00.000","8026","2023-01-30T00:00:00.000",,"Closed","Business Promotion Coordinator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-23T00:00:00.000","2019-03-01T15:42:09.000","8026",,,"Closed","Business Promotion Coordinator"
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-08-08T00:00:00.000","2018-10-26T00:00:00.000","7011","2021-09-20T00:00:00.000",,"Closed","Administrative Community Relations Specialist"
"NYPD","Police Department","Psych","Section 50","2019-07-18T00:00:00.000","2019-07-10T14:30:29.000","4307","2020-01-07T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-03-20T00:00:00.000","2018-10-09T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"FDNY","Fire Department",,"Other","2019-03-07T00:00:00.000","2019-03-06T17:37:29.000",,,,"Closed",
"FDNY","Fire Department","Medical","Section 50","2019-07-25T00:00:00.000","2019-04-10T15:12:02.000","8009","2022-03-28T00:00:00.000",,"Closed","Emergency Medical Specialist - EMT"
"NYPD","Police Department","Psych","Section 50","2019-10-03T00:00:00.000","2019-07-30T15:14:51.000","7503","2021-08-30T00:00:00.000",,"Closed","Promotional Police Officer"
"DSNY","Department of Sanitation",,"Waiting for DQ","2019-10-07T00:00:00.000","2019-09-28T15:58:11.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-18T00:00:00.000","2018-05-18T10:58:36.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-19T00:00:00.000","2019-05-30T08:59:29.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-11-18T00:00:00.000","2019-09-11T10:33:18.000","8062","2023-06-12T00:00:00.000",,"Closed","Certified IT Developer (Applications)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-30T00:00:00.000","2019-05-27T12:27:58.000","8053",,,"Closed","COMPUTER SPECIALIST OPERATIONS"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-04-15T00:00:00.000","2019-02-11T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-11-12T00:00:00.000","2019-10-16T00:00:00.000","9075","2023-03-27T00:00:00.000",,"Closed","Emergency Medical Specialist - Trainee"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-07-18T00:00:00.000","2019-07-17T11:43:04.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-22T00:00:00.000","2018-06-13T00:00:00.000","8004","2022-08-22T00:00:00.000",,"Closed","Maintenance Worker"
"NYPD","Police Department","Psych","Section 50","2019-10-17T00:00:00.000","2019-03-30T17:53:11.000","5310","2021-03-06T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-06T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-30T00:00:00.000","2019-03-15T00:00:00.000","9008","2023-06-12T00:00:00.000",,"Closed","Staff Analyst"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-02-06T00:00:00.000","2019-02-05T18:09:50.000",,,,"Closed",
"HRA","Human Resources Administration","Eligibility","Section 50","2019-08-05T00:00:00.000","2019-04-29T16:25:44.000",,,,"Closed",
"NYCTA","Transit Authority",,"Waiting for DQ","2019-01-18T00:00:00.000","2019-01-15T08:58:09.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-05T00:00:00.000","2018-06-06T13:42:01.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-02T00:00:00.000","2018-11-30T00:00:00.000","8049",,,"Closed","Associate Park Service Worker"
"NYPD","Police Department","Character","Section 50","2019-05-01T00:00:00.000","2018-10-16T16:40:30.000","5305","2021-03-02T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-01-04T00:00:00.000","2018-03-05T10:44:14.000","4312","2020-06-22T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-06-10T00:00:00.000","2019-06-06T00:00:00.000","3315","2019-12-10T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-02-08T00:00:00.000","2018-12-04T00:00:00.000","8000",,,"Closed","Machinist"
"NYPD","Police Department","Character","Section 50","2019-05-06T00:00:00.000","2019-04-10T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"FDNY","Fire Department","Medical","Section 50","2019-10-03T00:00:00.000","2019-04-18T00:00:00.000","8009","2022-03-28T00:00:00.000",,"Closed","Emergency Medical Specialist - EMT"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-05-13T00:00:00.000","2018-07-31T13:23:35.000","7023","2022-03-07T00:00:00.000",,"Closed","Fire Protection Inspector"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-10T00:00:00.000","2019-03-04T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"DOC","Department of Correction","Unauthorized Substance","Section 50","2019-05-15T00:00:00.000","2019-01-14T00:00:00.000","7322","2021-05-17T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-08T00:00:00.000","2019-05-10T00:00:00.000","8062","2023-06-12T00:00:00.000",,"Closed","Certified IT Developer (Applications)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-08T00:00:00.000","2018-10-12T00:00:00.000","8011",,,"Closed","Inspector (Housing)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-16T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DOC","Department of Correction",,"Waiting for DQ","2019-04-11T00:00:00.000","2019-02-22T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-05-23T00:00:00.000","2018-08-15T00:00:00.000","7002","2021-10-25T00:00:00.000",,"Closed","Computer Associate (Software)"
"FDNY","Fire Department","Age","Section 50","2019-11-15T00:00:00.000","2019-05-01T00:00:00.000","7001","2023-02-27T00:00:00.000",,"Closed","Firefighter"
"DOF","Department of Finance",,"Section 50","2019-07-02T00:00:00.000","2018-08-23T00:00:00.000","7006","2022-01-10T00:00:00.000",,"Closed","Deputy City Sheriff"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-15T00:00:00.000","2018-11-30T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"NYPD","Police Department","Psych","Section 50","2019-05-20T00:00:00.000","2019-01-23T19:55:48.000","5320","2021-06-30T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-05-22T00:00:00.000","2018-09-26T00:00:00.000","8009","2022-03-28T00:00:00.000",,"Closed","Emergency Medical Specialist - EMT (Fire)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-13T00:00:00.000","2019-06-26T15:40:56.000","9000","2023-07-03T00:00:00.000",,"Closed","Crime Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-14T00:00:00.000","2018-06-11T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Psych","Section 50","2019-12-24T00:00:00.000","2019-10-23T16:07:58.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Psych","Section 50","2019-10-28T00:00:00.000","2019-03-27T00:00:00.000","7324","2021-09-20T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-05-24T00:00:00.000","2018-05-02T00:00:00.000","7316","2022-09-12T00:00:00.000",,"Closed","Special Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-09T00:00:00.000","2018-10-29T00:00:00.000","8049",,,"Closed","Associate Park Service Worker"
"NYCTA","Transit Authority","Minimum Requirements","Section 50","2019-10-07T00:00:00.000","2019-09-05T00:00:00.000","7601","2022-11-21T00:00:00.000",,"Closed","Signal Maintainer"
"DOC","Department of Correction","Psych","Section 50","2019-06-25T00:00:00.000","2018-11-30T00:00:00.000","7322","2019-11-15T00:00:00.000",,"Closed","Correction Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-12-16T00:00:00.000","2019-09-17T00:00:00.000","9606",,,"Closed","Ventilation and Drainage Maint"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-12-24T00:00:00.000","2019-10-18T00:00:00.000","8042",,,"Closed","Administrative Project  Manager"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-19T00:00:00.000","2019-03-20T11:22:33.000","8071",,,"Closed","Administrative Quality Assurance Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-11-26T00:00:00.000","2019-05-15T00:00:00.000","8058","2023-05-15T00:00:00.000",,"Closed","Administrative City Planner"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-23T00:00:00.000","2019-05-10T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-06T00:00:00.000","2019-07-26T17:03:35.000","8050",,,"Closed","Accountant"
"DOC","Department of Correction","Psych","Section 50","2019-05-31T00:00:00.000","2018-11-23T10:01:39.000","8309","2022-06-06T00:00:00.000",,"Closed","Correction Officer"
"NYCTA","Transit Authority",,"Section 50","2019-06-07T00:00:00.000","2019-03-18T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-04-18T00:00:00.000","2019-01-22T00:00:00.000","8049",,,"Closed","Associate Park Service Worker"
"NYCHA","Housing Authority","Termination","Section 76","2019-11-06T00:00:00.000","2019-07-02T15:33:12.000",,,,"Closed",
"DSS","Department of Social Services","Education and Experience","Section 50","2019-07-26T00:00:00.000","2018-11-19T08:42:57.000","7011","2021-09-20T00:00:00.000",,"Closed","Administrative Community Relations Specialist"
"NYPD","Police Department","Psych","Section 50","2019-10-31T00:00:00.000","2019-08-06T16:36:49.000","4320","2020-08-25T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department",,"Waiting for DQ","2019-06-27T00:00:00.000","2019-05-23T18:12:29.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-11-15T00:00:00.000","2019-09-25T00:00:00.000","8042",,,"Closed","Administrative Project Manager"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-03-01T00:00:00.000","2019-01-15T00:00:00.000","8604",,,"Closed","Structure Maintainer Group E"
"NYPD","Police Department","Psych","Section 50","2019-01-17T00:00:00.000","2018-03-12T15:54:15.000","5305","2021-03-02T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Character","Section 50","2019-06-18T00:00:00.000","2019-02-19T00:00:00.000","7324","2021-09-20T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-03-06T00:00:00.000","2018-11-20T00:00:00.000","5310","2021-03-06T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-09-06T00:00:00.000","2019-05-22T13:25:07.000","2309","2020-08-17T00:00:00.000",,"Closed","Eligibility Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-23T00:00:00.000","2018-06-18T00:00:00.000","6508","2021-07-26T00:00:00.000",,"Closed","Child Protective Specialist Supervisor"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-19T00:00:00.000","2019-04-12T00:00:00.000","8006","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic"
"NYCTA","Transit Authority",,"Waiting for DQ","2019-05-22T00:00:00.000","2019-03-28T00:00:00.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-23T00:00:00.000","2019-06-04T00:00:00.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-19T00:00:00.000","2019-07-12T12:09:39.000","9000",,,"Closed","Crime Analyst"
"NYPD","Police Department","Psych","Section 50","2019-05-20T00:00:00.000","2018-11-15T00:00:00.000","6525","2020-12-07T00:00:00.000",,"Closed","Promotional Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-18T00:00:00.000","2018-06-10T21:32:50.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DSNY","Department of Sanitation","Medical","Section 50","2019-02-21T00:00:00.000","2018-10-12T14:35:54.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"DOC","Department of Correction","Psych","Section 50","2019-01-08T00:00:00.000","2018-11-28T00:00:00.000","8001","2022-06-06T00:00:00.000",,"Closed","Probation Officer"
"NYPD","Police Department","Psych","Section 50","2019-09-30T00:00:00.000","2019-05-15T15:03:54.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-04-26T00:00:00.000","2019-04-02T13:38:40.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-02-26T00:00:00.000","2019-01-03T08:12:47.000","6502","2020-06-22T00:00:00.000",,"Closed","Promotional Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-13T00:00:00.000","2019-05-10T00:00:00.000","8049",,,"Closed","Associate Park Service Worker"
"NYPD","Police Department","Psych","Section 50","2019-02-28T00:00:00.000","2019-02-07T12:15:02.000","4313","2020-06-23T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-02-05T00:00:00.000","2018-11-23T00:00:00.000","8030",,,"Closed","Forensic Mortuary Technician"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-22T00:00:00.000","2019-03-26T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation  Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-10-10T00:00:00.000","2019-09-19T13:44:58.000",,,,"Closed",
"DoITT","Department of Information Technology and Telecommunications","Education and Experience","Section 50","2019-08-05T00:00:00.000","2019-05-25T10:32:25.000","8053",,,"Closed","Computer Specialist Operations"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-24T00:00:00.000","2019-05-31T00:00:00.000","7042","2023-03-20T00:00:00.000",,"Closed","Customer Information Representative"
"NYPD","Police Department","Psych","Section 50","2019-05-29T00:00:00.000","2019-03-26T01:54:06.000","7314","2022-03-08T00:00:00.000",,"Closed","School Safety Agent"
"NYCTA","Transit Authority",,"Section 50","2019-07-01T00:00:00.000","2019-03-06T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-30T00:00:00.000","2019-03-01T17:26:09.000","8026","2023-01-30T00:00:00.000",,"Closed","Business Promotion Coordinator"
"NYPD","Police Department","Character","Section 50","2019-06-06T00:00:00.000","2019-05-03T10:02:48.000","8331","2022-10-17T00:00:00.000",,"Closed","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-17T00:00:00.000","2018-07-05T00:00:00.000","8004","2022-08-22T00:00:00.000",,"Closed","Maintenance Worker"
"DOC","Department of Correction","Psych","Section 50","2019-11-12T00:00:00.000","2019-08-02T00:00:00.000","7322","2021-05-17T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-20T00:00:00.000","2018-06-11T11:54:20.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Character","Section 50","2019-02-12T00:00:00.000","2018-10-04T00:00:00.000","5330","2020-09-15T00:00:00.000",,"Closed","Police Communications Technician"
"NYPD","Police Department",,"Section 76","2019-06-14T00:00:00.000","2019-05-01T10:31:58.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-10-30T00:00:00.000","2019-05-16T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-25T00:00:00.000","2019-07-18T00:00:00.000","9000","2023-07-03T00:00:00.000",,"Closed","Crime Analyst"
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-07-19T00:00:00.000","2018-05-31T00:00:00.000","5045","2020-08-10T00:00:00.000",,"Closed","Staff Analyst"
"HRA","Human Resources Administration","Character","Section 50","2019-01-02T00:00:00.000","2018-12-12T00:00:00.000","2321","2022-01-31T00:00:00.000",,"Closed","Caseworker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-18T00:00:00.000","2018-06-07T14:58:16.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-05T00:00:00.000","2019-05-08T22:51:27.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"NYCHA","Housing Authority","Termination","Section 76","2019-10-08T00:00:00.000","2019-08-19T11:29:45.000",,,,"Closed",
"NYPD","Police Department","Character","Section 50","2019-05-06T00:00:00.000","2018-12-19T14:36:55.000","5326","2021-07-06T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-05-30T00:00:00.000","2019-05-22T09:39:06.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Other","2019-02-26T00:00:00.000","2019-02-22T22:08:51.000",,,,"Closed",
"DOHMH","Department of Health and Mental Hygiene",,"Section 76","2019-09-05T00:00:00.000","2019-05-06T10:57:43.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-15T00:00:00.000","2019-03-05T15:34:51.000","1328","2019-08-27T00:00:00.000",,"Closed","Eligibility Specialist"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-19T00:00:00.000","2019-07-12T00:00:00.000","9075","2023-03-27T00:00:00.000",,"Closed","Emergency Medical Specialist- Trainee"
"DSNY","Department of Sanitation","Medical","Section 50","2019-05-14T00:00:00.000","2019-01-22T00:00:00.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-23T00:00:00.000","2019-07-15T00:00:00.000","8072","2015-06-22T00:00:00.000",,"Closed","Heating Plant Technician (Housing Authority)"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-11-20T00:00:00.000","2019-09-27T00:00:00.000","8604",,,"Closed","Structure Maintainer Group E"
"FDNY","Fire Department","Age","Section 50","2019-12-09T00:00:00.000","2019-05-23T00:00:00.000","7001","2023-02-27T00:00:00.000",,"Closed","Firefighter"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-19T00:00:00.000","2019-03-28T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Character","Section 50","2019-11-01T00:00:00.000","2019-06-24T16:36:00.000","5326","2021-07-06T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-01-22T00:00:00.000","2018-12-23T21:57:44.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DSS","Department of Social Services","Termination","Section 76","2019-10-02T00:00:00.000","2019-07-09T15:09:27.000",,,,"Closed",
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-09-17T00:00:00.000","2019-07-02T00:00:00.000","8614",,,"Closed","Bus Maintainer-Group B"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-05-28T00:00:00.000","2019-03-08T15:50:34.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-11T00:00:00.000","2019-05-27T10:26:13.000","8007",,,"Closed","Auto Mechanic (Diesel)"
"NYPD","Police Department","Psych","Section 50","2019-04-18T00:00:00.000","2018-11-26T16:41:51.000","4329","2020-11-25T00:00:00.000",,"Closed","Police Officer"
