"intake_date","source","language","request_type","topic","outcome","industry","city","state","zip","borough_name","community_district","council_district"
"2021-02-02T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2016-09-26T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-12-09T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2014-10-16T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-05-16T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2015-02-27T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-09-17T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-12-10T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2017-05-24T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-10-26T00:00:00.000","Direct Call","English","Information Request","Other","Information Provided",,,,,,,
"2019-09-30T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-30T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2017-05-23T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-09-03T00:00:00.000","Email","English","Information Request","Wage & Hour","Multiple Outcomes (2)",,,,,,,
"2020-09-18T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2020-07-17T00:00:00.000","Call from Hotline","French Creole","Information Request","Health & Safety","Information Provided",,,,,,,
"2020-08-05T00:00:00.000","Email","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2016-12-19T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-11-17T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Assigned for Review",,,,,,,
"2020-08-06T00:00:00.000","Call from Hotline","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2014-12-18T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-12-01T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Assigned for Review",,"New York","NY","10001","Manhattan",,
"2019-10-30T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2019-01-29T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,"Mott Haven","NY","10451","Bronx","1","8"
"2021-03-17T00:00:00.000","Call from Hotline","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2021-07-16T00:00:00.000","Referral","English","Information Request","Multiple Topics (2)","Multiple Outcomes (3)",,,,,,,
"2016-08-24T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-04-13T00:00:00.000","Email","English","Information Request","Other","Multiple Outcomes (2)",,,,,,,
"2017-12-21T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-09T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2017-04-21T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-01-29T00:00:00.000","Direct Call","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2016-04-11T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-08-03T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-09-25T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2019-08-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-02-07T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-03-16T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-10-14T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2021-05-03T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2016-11-16T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-22T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-09T00:00:00.000","Direct Call","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2016-06-14T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-09-30T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,"New York","NY","10001","Manhattan",,
"2019-01-03T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2018-04-23T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-06-10T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-07-20T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2019-09-27T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2018-06-28T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-12-17T00:00:00.000","Direct Call","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2015-04-23T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-06-18T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-11-09T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-06-01T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,"Purchase","NY","10577","Outside NYC",,
"2022-02-27T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2015-10-06T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-09T00:00:00.000","Direct Call","English","Information Request","Prevailing Wage","Information Provided",,,,,,,
"2016-02-17T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-10-09T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-09-30T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-03-31T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-09-10T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-03-30T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-07-09T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-02-04T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2018-09-28T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Assigned for Referral Review",,"Boerum Hill","NY","11217","Brooklyn","2","33"
"2019-12-30T00:00:00.000","Call from 311","Spanish","Information Request","Unemployment Insurance","Multiple Outcomes (2)",,,,,,,
"2015-12-08T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-08-16T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-06-29T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-09-21T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2019-12-03T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2022-01-25T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2018-12-11T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-07-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-04-29T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-10-28T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-01-26T00:00:00.000","Call from Hotline","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-02-05T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-07-15T00:00:00.000","E-form from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-10-29T00:00:00.000","Call from 311","English","Information Request","Other","Multiple Outcomes (2)",,,,,,,
"2016-02-23T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-11-15T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2019-06-25T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2022-02-20T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-06-18T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-04-09T00:00:00.000","Email","English","Information Request","Wage & Hour","Multiple Outcomes (2)","Support Activities for Air Transportation","Sumner","WA","98390","Outside NYC",,
"2015-04-21T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-08-03T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-17T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2018-11-08T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-04-20T00:00:00.000","Call from 311","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2015-09-16T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-03-27T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-07-17T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2018-11-07T00:00:00.000","Email","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2019-09-25T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2018-04-24T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-01-03T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-10-30T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Information Provided",,,,,,,
"2018-07-25T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-04-30T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Multiple Outcomes (2)",,"Santa Fe","NM","87506","Outside NYC",,
"2020-06-09T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,"Flatbush","NY","11226","Brooklyn","14","40"
"2020-10-15T00:00:00.000","Call from Hotline","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2021-02-16T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-10-07T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2021-12-18T00:00:00.000","Direct Call","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2021-09-09T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-04-10T00:00:00.000","Direct Call","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2014-08-12T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-05-13T00:00:00.000","Direct Call","English","Information Request","Other","Information Provided",,,,,,,
"2017-03-20T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-03-10T00:00:00.000","Email","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-07-07T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-10-07T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-29T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2020-06-19T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,"Corona","NY","11368","Queens","7","21"
"2020-12-07T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2021-07-29T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-03-02T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-14T00:00:00.000","Call from Hotline","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2021-06-29T00:00:00.000","Email","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2019-08-26T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-02-05T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2016-04-18T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-01-14T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-05-08T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-07T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Multiple Outcomes (2)",,,,,,,
"2021-01-25T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-06-11T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2021-10-12T00:00:00.000","Direct Call","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2017-09-28T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-05-26T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-10-09T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Multiple Outcomes (2)",,,,,,,
"2016-05-26T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-06-04T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2022-01-26T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2015-09-04T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-03-04T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-04-12T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-07-29T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-08-24T00:00:00.000","Call from 311","English","Outreach Request","Paid Safe and Sick Leave","Assigned for Outreach Review",,,,,,,
"2019-09-16T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-08-18T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2014-12-30T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-03-12T00:00:00.000","E-form from Mayor's Office","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2014-10-28T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-01-08T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2020-12-11T00:00:00.000","Call from Hotline","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-02-15T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-03-16T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-03-25T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-09-16T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2015-06-25T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-07-15T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-10-31T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-11-04T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2022-02-17T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-04-16T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2015-01-20T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-11-09T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-08-11T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2021-09-09T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Multiple Outcomes (2)",,,,,,,
"2021-03-17T00:00:00.000","Email","English","Information Request","Fair Workweek","Information Provided",,,,,,,
"2016-09-26T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-10-06T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2015-02-27T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-07-31T00:00:00.000","Call from Hotline","Spanish","Information Request","Other","Information Provided",,,,,,,
"2014-09-25T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-12-29T00:00:00.000","Email","English","Information Request","Other","Multiple Outcomes (2)",,,,,,,
"2020-07-08T00:00:00.000","Call from 311","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2018-06-29T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-10-08T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2017-01-13T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-01-22T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-12-25T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2020-03-29T00:00:00.000","Email","English","Information Request","Multiple Topics (3)","Information Provided",,,,,,,
"2020-06-10T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Multiple Outcomes (2)","Assisted Living Facilities for the Elderly","New York","NY","10128","Manhattan","8","5"
"2021-07-29T00:00:00.000","Email","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2021-04-27T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2014-12-18T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-07-08T00:00:00.000","Direct Call","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-10-25T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2020-06-12T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-05-24T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-07-12T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-10-16T00:00:00.000","Call from Hotline","English","Information Request","Other","Information Provided",,,,,,,
"2020-11-23T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2019-12-02T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-09-02T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2019-03-14T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,,,,,,
"2018-08-16T00:00:00.000","Call from 311","English","Information Request","Other","Assigned for Referral Review",,,,,,,
"2019-04-02T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-11-20T00:00:00.000","Call from Hotline","English","Information Request","Health & Safety","Information Provided",,,,,,,
"2017-10-19T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-09-18T00:00:00.000","Call from Hotline","Spanish","Information Request","Health & Safety","Information Provided",,,,,,,
"2020-07-10T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-06-03T00:00:00.000","Email","English","Information Request","Discrimination/Harassment","Information Provided",,"Far Westside","NY","13204","Outside NYC",,
"2019-02-06T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
"2020-05-27T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-02-29T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-07-20T00:00:00.000","Email","English","Information Request","Other","Information Provided",,,,,,,
"2016-05-27T00:00:00.000","Direct Call","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-02-13T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-03-14T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-17T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2016-06-14T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-06-17T00:00:00.000","Call from Hotline","English","Information Request","Unemployment Insurance","Information Provided",,,,,,,
"2014-08-11T00:00:00.000","E-form from 311","English","Outreach Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-03-23T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2018-05-01T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2020-12-29T00:00:00.000","Call from Hotline","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2021-06-30T00:00:00.000","Call from 311","English","Information Request","Other","Information Provided",,,,,,,
"2017-12-21T00:00:00.000","Call from 311","Spanish","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2018-05-19T00:00:00.000","Email","Spanish","Information Request","Other","Assigned for Referral Review",,,,,,,
"2018-06-08T00:00:00.000","Call from 311","English","Information Request","Commuter Benefits","Information Provided",,,,,,,
"2021-09-16T00:00:00.000","Email","English","Information Request","Wage & Hour","Information Provided",,"Carroll Gardens","NY","11231","Brooklyn","6","39"
"2020-10-23T00:00:00.000","Email","English","Information Request","Multiple Topics (2)","Information Provided",,,,,,,
"2020-01-30T00:00:00.000","Email","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2015-01-06T00:00:00.000","Call from 311","Mandarin","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2017-06-16T00:00:00.000","Call from 311","English","Information Request","Paid Safe and Sick Leave","Information Provided",,,,,,,
"2020-08-03T00:00:00.000","Email","English","Information Request","Freelance Isn't Free","Information Provided",,,,,,,
