"file_number","file_name","location_acres","decision_date","planning_area","location_description","dld_reviewer","ded_reviewer","use_type_1","square_feet_1","use_type_2","square_feet_2","use_type_3","square_feet_3","coordinates"
"SDP-10-031","HIGH RIDGE SUBSTATION","1.96","2010-03-10T00:00:00.000","Southeast","NE of Rt 216 & Leishear Rd","J. Boone","A. Sharma","Substation","0",,,,,"(39.1419, -76.8746)"
"SDP-04-085","MARY LANE - PH. 1","4.07","2005-03-04T00:00:00.000","Southeast","SE SIDE MARY LN 350' NE OF GUILFORD RD","B. Barth","P. Thompson","Community Room/Bldg","1080",,,,,"(39.1495, -76.8147)"
"SDP-01-076","EZSTORAGE COLUMBIA","1.63","2001-06-06T00:00:00.000","Columbia","TERMINUS OF BERGER RD","B. Barth","Not Assigned","Self Storage Building","131275",,,,,"(39.176, -76.8328)"
"SDP-01-092","TROY HILL CORPORATE CENTER","5.256","2001-09-11T00:00:00.000","Elkridge","S SIDE OF TROY HILL DR 1600' W OF RT 1","D. Boellner","P. Thompson","Warehouse","53627",,,,,"(39.1958, -76.755)"
"SDP-01-150","COLUMBIA GATEWAY","1.936","2002-01-08T00:00:00.000","Columbia","S SIDE OF THOMAS EDISON DR","H. Bernadzikowski","M. Kovach","Office","15243",,,,,"(39.1789, -76.8063)"
"SDP-08-123","CLARKSVILLE AUTO CENTER","0.67","2009-04-02T00:00:00.000","Columbia","S SIDE TEN OAKS RD 400' W OF CLARKSVILLE PIKE","D. Boellner","H. Pandullo","Motor Vehicle Maintance/Repair","2552",,,,,"(39.2061, -76.9441)"
"SDP-04-043","VILLAGE OF HICKORY RIDGE","29.35","2004-04-26T00:00:00.000","Columbia","TERMINUS OF WHITE CORD WAY","B. Luber","M. Kovach","Stream Restoration","0",,,,,"(39.2142, -76.9016)"
"SDP-99-125","CLARKS GLEN NORTH","1.954","2000-03-24T00:00:00.000","Columbia","E SIDE RT 108 BETWEEN GUILFORD & WAKE FOREST ROADS","Not Assigned","Not Assigned","Retail Site","17846",,,,,"(39.204, -76.9424)"
"SDP-08-084","JHU-APL SERVICE & SUPPORT FACILITY - PH. 1","1.72","2008-10-08T00:00:00.000","Southeast","NE QUADRANT SANNER RD & JOHNS HOPKINS RD","B. Luber","C. Edmondson","Infrastructure Facility","0",,,,,"(39.1708, -76.8947)"
"SDP-04-125","CARMAX","12.673","2004-09-03T00:00:00.000","Southeast","N SIDE OF FREESTATE RD AT GORMAN RD","H. Bernadzikowski","A. Girma","Motor Vehicle Maintance/Repair","42385",,,,,"(39.1323, -76.8236)"
"SDP-16-013","ELEMENTARY SCHOOL #42","8.019","2016-04-18T00:00:00.000","Elkridge","NE SIDE BANBURY RD","D. Boellner","P. Thompson","School","116633",,,,,"(39.1852, -76.7369)"
"SDP-13-023","WALDEN WOODS","18.612","2014-12-22T00:00:00.000","Southeast","E SIDE GORMAN RD 1400' N OF SKYLARK BLVD","D. Boellner","C. Edmondson","Community Room/Bldg","2300",,,,,"(39.1439, -76.8535)"
"SDP-06-137","GRASSROOTS CRISIS INTERVENTION OF HOWARD COUNTY","1.34","2006-11-29T00:00:00.000","Columbia","W SIDE OF FREETOWN RD 150' N OF SPRINGING STEP","T. Maenhardt","C. Edmondson","Government Facilities","25150",,,,,"(39.1864, -76.879)"
"SDP-01-116","ATHOLTON HIGH SCHOOL","39.738","2001-10-12T00:00:00.000","Columbia","W SIDE OF FREETOWN RD OPPOSITE FAIR OAKS","Not Assigned","P. Thompson","School Addition","20387",,,,,"(39.1891, -76.8808)"
"SDP-00-044","ROUTE 108 COMMERCIAL","13.138","2000-01-31T00:00:00.000","Columbia","SW QUADRANT OF MD RT 108 & SNOWDEN RIVER PKY","Not Assigned","Not Assigned","Retail Site","0","Office","0",,,"(39.2091, -76.7997)"
"SDP-01-025","STORAGE USA FACILITY","6.6","2001-10-12T00:00:00.000","Southeast","SE SIDE OF US RT 1 500' N OF GORMAN RD","Not Assigned","Not Assigned","Self Storage Building","88390","Office","1500",,,"(39.1307, -76.8173)"
"SDP-06-032","CHRIST LUTHERAN CHURCH","4.194","2006-10-24T00:00:00.000","Rural West","W SIDE OF CLARKSVILLE PIKE 800' S OF GUILFORD RD","K. Sheubrooks","P. Thompson","Religious Facility","5026",,,,,"(39.2014, -76.9448)"
"SDP-10-088","McDonald's Restaurant","4.413","2014-03-27T00:00:00.000","Ellicott City","SW QUADRANT BALTIMORE NATIONAL PIKE & NORTH CHATHAM RD","J. Boone","H. Pandullo","Restaurant","3896",,,,,"(39.2769, -76.8326)"
"SDP-10-054","Glennwood Lawn, Farm & Garden / High's","7.169","2011-07-27T00:00:00.000","Rural West","RT 97 2000' SOUTH OF RT 144","Not Assigned","Not Assigned","Farm & Garden Store","12226","Convenience Store","3500",,,"(39.3132, -77.0187)"
"SDP-04-136","GLENELG HIGH SCHOOL","112.52","2006-12-28T00:00:00.000","Rural West","SE CORNER OF SHARP RD & BURNTWOODS RD","J. Boone","P. Thompson","Wastewater Treatment Plant","4102",,,,,"(39.2748, -77.0038)"
"SDP-07-109","EMERSON ONE","10.633","2008-07-21T00:00:00.000","Southeast","TERMINUS OF WHISKEY BOTTOM RD N OF STERLING DR","M. Antol","A. Sharma","Office","156320",,,,,"(39.1253, -76.8509)"
"SDP-01-108","GLENWOOD STATION","5.46","2002-06-10T00:00:00.000","Rural West","NW SIDE OF RT 97 & CARRS MILL RD","K. Sheubrooks","Not Assigned","Shopping Center","40000",,,,,"(39.3036, -77.0211)"
"SDP-05-105","E.G.U. SUBDIVISION","12.18","2007-05-17T00:00:00.000","Columbia","E SIDE OF OAKLAND MILLS RD N OF PROCOPIO CIR","M. Antol","P. Thompson","Warehouse","65770",,,,,"(39.1734, -76.826)"
"SDP-14-061","ANTWERPEN HYUNDAI","3.48","2015-12-30T00:00:00.000","Columbia","TERMINUS OF AUTO DR","J. Boone","P. Thompson","Car Wash","984","Auto Retail Sales/Service","20386",,,"(39.2108, -76.9441)"
"SDP-04-128","WESTERN ELEMENTARY SCHOOL & PARK","22.736","2004-07-02T00:00:00.000","Rural West","E SIDE OF TEN OAKS RD S OF RUTHERFORD WAY","K. Sheubrooks","P. Thompson","Mass Grading","0",,,,,"(39.2419, -76.9834)"
"SDP-00-119","LYNDWOOD SQUARE","13.534","2000-11-29T00:00:00.000","Elkridge","N SIDE MARSHALEE DR 1200' S OF AVALON DR","Not Assigned","Not Assigned","Office","169150",,,,,"(39.2061, -76.7747)"
"SDP-13-039","Central Maryland Transit and Operrations Facilty","6.3","2013-08-01T00:00:00.000","Southeast","W SIDE CORRIDOR RD S OF BULLMAN PL","J. Boone","J. Witmer","Bus Maintenance Facility","21200",,,,,"(39.1285, -76.8044)"
"SDP-04-148","COLUMBIA GATEWAY","3.87","2004-12-03T00:00:00.000","Columbia","S SIDE ROBERT FULTON DR 400' E OF LEE DEFOREST DR","T. Maenhardt","M. Kovach","Office","32850",,,,,"(39.1755, -76.8155)"
"SDP-16-061","COLUMBIA CORPORATE PARK","6.7838","2016-12-17T00:00:00.000","Columbia","E SIDE OF STANFORD BLVD","E. Buschman","P. Thompson","Restaurant","7522",,,,,"(39.1894, -76.8152)"
"SDP-04-038","COLUMBIA 100 OFFICE RESEARCH PARK","2.88","2004-01-07T00:00:00.000","Ellicott City","E SIDE OF COLUMBIA 100 PKY 1000' S OF EXECUTIVE PARK DR","M. Antol","C. Edmondson","Office","53118",,,,,"(39.2326, -76.8142)"
"SDP-04-124","SCOTS GLEN NORTH","9.96","2005-02-01T00:00:00.000","Columbia","SW QUADRANT OF CEDAR LN & HARMEL DR","K. Sheubrooks","P. Thompson","Community Room/Bldg","2500",,,,,"(39.1988, -76.8858)"
"SDP-12-063","BLANDAIR REGIONAL PARK - PHASE 2","16.3","2014-07-28T00:00:00.000","Columbia","SOUTH OAKLAND MILLS RD","D. Boellner","C. Edmondson","Park","0",,,,,"(39.2098, -76.8327)"
"SDP-01-058","HOWARD COMMUNITY COLLEGE","117.84","2001-10-23T00:00:00.000","Columbia","N SIDE OF HICKORY RIDGE RD OPP. HIGH BEAM CT","Not Assigned","Not Assigned","Athletic fields","0",,,,,"(39.2132, -76.876)"
"SDP-05-016","JONES ROAD","5.12","2006-05-16T00:00:00.000","Southeast","E SIDE JONES RD 150' S OF MARY LN","B. Barth","P. Thompson","Community Room/Bldg","3258",,,,,"(39.1515, -76.8104)"
"SDP-01-038","AMERICAN BUILDING PRODUCTS","0.658","2001-04-26T00:00:00.000","Elkridge","E SIDE MD RT 175 300' S OF OCEANO AVE","Not Assigned","Not Assigned","Storage/Shop Area","0","Office","0",,,"(39.1575, -76.7785)"
"SDP-08-119","COLUMBIA PRESBYTERIAN CHURCH","6.8","2010-04-28T00:00:00.000","Columbia","SE QUADRANT CLARKSVILLE PIKE & TEN MILLS RD","D. Boellner","J. Witmer","Church Expansion","17763",,,,,"(39.2369, -76.8581)"
"SDP-00-036","1ST MARINER BANK","1.25","2000-01-25T00:00:00.000","Ellicott City","SE OF CENTENNIAL LANE AT US RT 40","Not Assigned","P. Thompson","Bank","4864",,,,,"(39.2788, -76.8598)"
"SDP-02-076","CLARKSVILLE PROFESSIONAL CENTER","0.938","2003-03-27T00:00:00.000","Columbia","N SIDE TEN OAKS RD 500' E OF GOLDEN HARVEST CT","M. Antol","P. Thompson","Office","11952",,,,,"(39.2065, -76.9458)"
"SDP-14-055","MIDDLE PATUXENT ENV. AREA - SITE IMPROVEMENTS","2.44","2014-10-13T00:00:00.000","Columbia","E SIDE TROTTER RD N OF SOUTH WIND CIRCLE","D. Jones","P. Thompson","Parcel (Govt & Inst)","0",,,,,"(39.2125, -76.9175)"
"SDP-02-089","ROYAL FARM STORE","1.308","2003-10-03T00:00:00.000","Columbia","NE QUADRANT WATERLOO RD & LARK BROWN RD","M. Antol","P. Thompson","Convenience Store","4885",,,,,"(39.1892, -76.796)"
"SDP-05-073","HOWARD BUSINESS PARK","16.32","2005-12-02T00:00:00.000","Elkridge","TERMINUS OF DORSEY RUN RD S OF LOCUST AVE","E. Buschman","P. Thompson","Warehouse","131880","Office","22500",,,"(39.176, -76.7528)"
"SDP-06-124","EGU SUBDIVISION","8.697","2007-12-11T00:00:00.000","Columbia","S SIDE OF SNOWDEN RIVER PKY OPPOSITE MINSTREL WAY","M. Antol","P. Thompson","Bank","3570",,,,,"(39.1765, -76.8456)"
"SDP-08-114","MAPLE LAWN FARMS","6.512","2009-02-05T00:00:00.000","Southeast","N SIDE RT 216 W OF MAPLE LAWN BLVD","K. Sheubrooks","C. Edmondson","Retail Site","53002","Office","43591",,,"(39.1494, -76.9096)"
"SDP-00-024","ELLICOTT MILLS MIDDLE SCHOOL","10.78","2000-02-23T00:00:00.000","Ellicott City","N SIDE OF RT 103 400' E OF LONG GATE PKY","Not Assigned","P. Thompson","School","0",,,,,"(39.2501, -76.8104)"
"SDP-05-083","PATAPSCO VALLEY BUSINESS CENTER","11.918","2005-07-12T00:00:00.000","Elkridge","SOUTHWEST OF THE INTERSECTION OF HANOVER ROAD AND RACE ROAD","M. Antol","J. Smith","Warehouse","106412","Office","23260",,,"(39.189, -76.7259)"
"SDP-02-073","COLUMBIA - E.G.U. SUBDIVISION","4.992","2002-07-16T00:00:00.000","Columbia","N SIDE OF GERWIG LN 700' E OF BERGER RD","H. Bernadzikowski","P. Thompson","Paving","0",,,,,"(39.1719, -76.8394)"
"SDP-13-016","The Mall in Columbia Phase VIII","5.67","2013-04-11T00:00:00.000","Columbia","INTER. OF LITTLE PATUXENT PKY & GOV. WARFIELD PKY","T. Maenhardt","H. Pandullo","Retail Site","52000","Restaurant","23000",,,"(39.2157, -76.8617)"
"SDP-10-002","MAPLE LAWN FARMS","2.41","2009-10-23T00:00:00.000","Southeast","TERMINUS OF WESTSIDE BLVD","K. Sheubrooks","C. Edmondson","Office & Parking","34375",,,,,"(39.1494, -76.9072)"
"SDP-00-043","MEADOWRIDGE MEMORIAL PARK","0.32","2000-07-24T00:00:00.000","Elkridge","NE SIDE OF RT 103 OPPOSITE BUSINESS PKY","Not Assigned","Not Assigned","Mausoleum","4598",,,,,"(39.1888, -76.7656)"
"SDP-01-069","GLENELG COUNTRY SCHOOL","80.67","2001-05-30T00:00:00.000","Rural West","S SIDE OF FOLLY QUARTER RD OPPOSITE MARYVALE CT","J. Schleicher","M. Kovach","School","27775",,,,,"(39.2532, -76.9595)"
"SDP-08-058","MAPLE LAWN FARMS","0.801","2008-11-12T00:00:00.000","Southeast","N SIDE RT 216 W OF MAPLE LAWN BLVD","K. Sheubrooks","C. Edmondson","Bank","4454",,,,,"(39.149, -76.9109)"
"SDP-04-018","BALTIMORE AIRCOIL","62.041","2004-08-10T00:00:00.000","Elkridge","S SIDE OF MONTEVIDEO RD AT THE COUNTY LINE","J. Wellen","A. Girma","Mass Grading","0",,,,,"(39.1619, -76.7717)"
"SDP-08-038","DRENNER REAL ESTATE","0.06","2009-05-22T00:00:00.000","Southeast","W SIDE OF GUILFORD RD 1400' S OF STAYTON DR","M. Antol","P. Thompson","Communications Tower","0",,,,,"(39.1378, -76.8086)"
"SDP-10-016","Route One Hundred Business Park","8.89","2011-09-27T00:00:00.000","Elkridge","NORTH OF SANTA BARBARA CT, OPP. SAN THOMAS ROAD","Not Assigned","J. Pancholi","Warehouse","166789",,,,,"(39.1895, -76.7432)"
"SDP-00-083","HOWARD BUSINESS PARK","5.62","2000-06-14T00:00:00.000","Elkridge","TERMINUS OF DORSEY RUN RD","M. Antol","C. Edmondson","Warehouse/Distribution","63700",,,,,"(39.1744, -76.7557)"
"SDP-08-016","RUNNING BROOK ELEMENTARY SCHOOL","0.93","2008-04-29T00:00:00.000","Columbia","E SIDE WEST RUNNING BROOK RD N OF HERMIT PATH","B. Luber","P. Thompson","Parking Lot Addition","0",,,,,"(39.2289, -76.8573)"
"SDP-06-081","BENSON EAST","8.705","2007-02-05T00:00:00.000","Columbia","SE QUADRANT OF WATERLOO RD & LARK BROWN RD","B. Barth","J. Smith","Restaurant","21500","Bank","5000",,,"(39.1862, -76.7965)"
"SDP-04-020","COLUMBIA 100 OFFICE RESEARCH PARK","2.36","2004-05-28T00:00:00.000","Columbia,Ellicott City","E SIDE OF COLUMBIA 100 PKY 1000' S OF EXECUTIVE PARK DR","M. Antol","C. Edmondson","Office","53118",,,,,"(39.232, -76.8151)"
"SDP-10-005","Midway Business Center","14.031","2013-05-02T00:00:00.000","Columbia","SOUTH SIDE SNOWDEN RIVER PKY EAST OF BERGER RD","J. Manion-Farrar","H. Pandullo","Warehouse/Office","110551",,,,,"(39.1751, -76.8341)"
"SDP-04-039","KIT KAT CENTER","11.747","2005-03-04T00:00:00.000","Elkridge","TERMINUS OF KIT KAT RD","H. Bernadzikowski","P. Thompson","Warehouse","12636",,,,,"(39.175, -76.765)"
"SDP-08-014","WILDE LAKE TENNIS CENTER","0.32","2008-02-06T00:00:00.000","Columbia","S SIDE CROSS FOX LN","K. Sheubrooks","P. Thompson","Office/Assembly/Storage","800",,,,,"(0.0, 0.0)"
"SDP-05-040","DREYER'S GRAND ICE CREAM","48.49","2005-06-02T00:00:00.000","Southeast","E SIDE US RT 1 N OF WHISKEY BOTTOM RD","C. Hamilton","P. Thompson","Warehouse/Distribution","558550",,,,,"(39.1161, -76.8276)"
"SDP-03-125","PINE ORCHARD/SPRINT","0.111","2003-11-24T00:00:00.000","Ellicott City","N SIDE US RT 40 BETWEEN BOONE'S LN & PINE ORCHARD LN","B. Barth","C. Edmondson","Communications Tower","0",,,,,"(39.2822, -76.8658)"
"SDP-13-026","Downtown Columbia Forest Enhancement Plan","20.68","2013-06-07T00:00:00.000","Columbia","SOUTH SIDE OF LITTLE PATUXENT PKWY","D. Boellner","H. Pandullo","Open Space","0",,,,,"(39.2119, -76.8561)"
"SDP-01-134","ST. ANDREW'S  EPISCOPAL CHURCH","14.36","2001-11-20T00:00:00.000","Ellicott City","N SIDE OF FREDERICK RD 600' W OF ST. JOHN'S LN","Not Assigned","Not Assigned","Church Expansion","30000",,,,,"(39.2737, -76.8301)"
"SDP-16-064","DORSEY RUN CENTER","2.76","2017-05-31T00:00:00.000","Elkridge","EAST OF MONTEVIDEO ROAD, APPROX. OPP DORSEY RUN ROAD","B. Luber","J. Pancholi","Warehouse","6444","Office","1611",,,"(39.1649, -76.7702)"
"SDP-05-063","LYNDWOOD SQUARE","6.189","2007-07-06T00:00:00.000","Elkridge","W SIDE OF MARSHALEE DR 1400' S OF AVALON DR","C. Heidler","M. Jascewsky","Hotel","0",,,,,"(39.2081, -76.7792)"
"SDP-05-131","THE OAKS AT WATERS EDGE","1.79","2006-03-23T00:00:00.000","Elkridge","NE SIDE OF PORT CAPITAL DR","M. Antol","J. Smith","Retail Site","15400",,,,,"(39.1763, -76.7791)"
"SDP-02-136","VILLAGE OF OWEN BROWN","0.42","2003-01-22T00:00:00.000","Columbia","N SIDE OF CRADLEROCK WAY OPPOSITE DOCKSIDE LN","M. Antol","Not Assigned","Church Expansion","4672",,,,,"(39.187, -76.8453)"
"SDP-14-042","BETHEL MINISTRIES, INC.","5.39","2015-03-26T00:00:00.000","Southeast","LINCOLN ST AT SAVAGE-GUILFORD RD","J. Boone","J. Pancholi","School","63367",,,,,"(39.1401, -76.8231)"
"SDP-00-025","CHILDTIME CHILDCARE CENTER","1.76","2000-11-02T00:00:00.000","Ellicott City","NE SIDE OF RT 103 400' S OF HALE HAVEN DR","Not Assigned","P. Thompson","Day Care","8373",,,,,"(39.2373, -76.7978)"
"SDP-04-035","JOHNS HOPKINS UNIVERSITY - APL","360.587","2004-03-15T00:00:00.000","Southeast","N SIDE OF JOHNS HOPKINS RD E OF SANNER RD","H. Bernadzikowski","M. Kovach","S.W.M. Facility","0",,,,,"(39.1693, -76.8932)"
"SDP-12-041","North Laurel Wastewater Pumping Station","0.7","2012-11-02T00:00:00.000","Southeast","SOUTHBOUND US RT 1 (SOUTH OF BALTO AVE)","J. Boone","P. Thompson","Wastewater Pumping Station","0",,,,,"(39.1059, -76.8404)"
"SDP-00-141","NEW CUT ROAD","0.601","2001-04-04T00:00:00.000","Ellicott City","EAST SIDE OF NEW CUT RD","Not Assigned","Not Assigned","Pumping Station","0",,,,,"(39.2563, -76.795)"
"SDP-06-057","SPRINT SITE WA54XC671A - WAVERLY","0.15","2006-08-09T00:00:00.000","Rural West","NORTHEAST SIDE OF RT 99, OLD FREDERICK ROAD","C. Heidler","P. Thompson","Communications Tower","0",,,,,"(39.3104, -76.8689)"
"SDP-07-043","MAPLE LAWN FARMS","25.1","2007-03-19T00:00:00.000","Southeast","N SIDE OF RT 216, W SIDE OF MAPLE LAWN BLVD","K. Sheubrooks","C. Edmondson","Mass Grading","0",,,,,"(39.151, -76.9106)"
"SDP-08-004","THE ANIMAL MEDICAL HOSPITAL AT GLENWOOD","5","2008-07-08T00:00:00.000","Rural West","SOUTHEAST CORNER OF MCKENDREE RD AND RT 97","T. Maenhardt","N. Yan","Veterinary Hospital","10800","Storage/Maintenance","1600","Kennel/Pet Grooming","2880","(39.3016, -77.0194)"
"SDP-01-068","COLUMBIA CORPORATE PARK 100","20.489","2001-06-15T00:00:00.000","Elkridge","BETWEEN RT 108 & RT 100 N OF OLD MONTGOMERY RD","Not Assigned","Not Assigned","Office","368712","Day Care","0",,,"(39.2098, -76.7969)"
"SDP-03-084","GLENELG COUNTRY SCHOOL","80.67","2003-08-12T00:00:00.000","Rural West","S SIDE OF FOLLY QUARTER RD OPPOSITE MARYVALE CT","H. Bernadzikowski","M. Kovach","School Addition","71491",,,,,"(39.2532, -76.9595)"
"SDP-05-003","PATAPSCO VALLEY BUSINESS CENTER","30.882","2005-01-06T00:00:00.000","Elkridge","W SIDE COCA COLA DR S OF HI TECH DR","M. Antol","J. Smith","Warehouse","228242","Office","40279",,,"(39.1873, -76.7315)"
"SDP-02-131","VILLAGE OF OAKLAND MILLS","3","2003-04-22T00:00:00.000","Columbia","N SIDE OF CAMELBACK LN 550' W OF STEPHENS FOREST RD","M. Antol","C. Edmondson","Stormwater Man. Pond","0",,,,,"(39.2082, -76.8502)"
"SDP-01-046","ROUTE 108 COMMERCIAL","2.412","2001-01-09T00:00:00.000","Columbia","SW QUADRANT OF RT 108 & SNOWDEN RIVER PKY","Not Assigned","M. Kovach","Restaurant","6745",,,,,"(39.21, -76.8)"
"SDP-04-164","DORSEY RUN INDUSTRIAL CENTER","37.434","2005-08-23T00:00:00.000","Elkridge","S SIDE OF MONTEVIDEO RD AT THE COUNTY LINE","M. Antol","M. Jascewsky","Office","18000","Manufacturing","594900",,,"(39.1617, -76.7701)"
"SDP-05-043","JOHNS HOPKINS UNIVERSITY - APL",,"2005-04-28T00:00:00.000","Southeast","SANNER RD","B. Luber","M. Kovach","Road Improvement Plan","0",,,,,"(39.174, -76.8987)"
"SDP-01-130","ELLICOTT CITY COLORED SCHOOL","0.8","2002-04-01T00:00:00.000","Ellicott City","S SIDE OF FREDERICK RD OPPOSITE ROGERS AVE","H. Bernadzikowski","Not Assigned","Parking Lot","0",,,,,"(39.2687, -76.81)"
"SDP-02-140","JOHNS HOPKINS UNIVERSITY - APL","360.587","2002-08-07T00:00:00.000","Southeast","N SIDE OF JOHNS HOPKINS RD E OF SANNER RD","H. Bernadzikowski","M. Kovach","Office-Laboratory","240000",,,,,"(39.1693, -76.8932)"
"SDP-12-048","Corridor Road, LLC","5.95","2012-06-07T00:00:00.000","Southeast","SW SIDE CORRIDOR RD SE OF BOLLMAN PL","J. Boone","C. Edmondson","Pkg Lot","0",,,,,"(39.128, -76.8028)"
"SDP-01-117","HOWARD BUSINESS PARK","8.16","2001-05-10T00:00:00.000","Elkridge","EAST OF DORSEY RUN RD NEXT TO RAILROAD TRACKS","Not Assigned","C. Edmondson","Concrete Plant","2520",,,,,"(39.1738, -76.7534)"
"SDP-06-040","NORTHEASTERN ELEMENTARY SCHOOL","17.08","2006-03-09T00:00:00.000","Ellicott City","N SIDE OF MONTGOMERY RD OPPOSITE LONG GATE PKY","K. Sheubrooks","P. Thompson","School","73449",,,,,"(39.2534, -76.8125)"
"SDP-01-123","HOWARD COMMUNITY COLLEGE","117.84","2001-07-06T00:00:00.000","Columbia","S OF LITTLE PATUXENT PKY OPPOSITE HARPERS FARM RD","Not Assigned","P. Thompson","School","0",,,,,"(39.2119, -76.8779)"
"SDP-09-021","JESSUP PARK ASPHALT PLANT","19.8095","2010-05-12T00:00:00.000","Elkridge","OLD JESSUP RD 930' SOUTH OF DORSEY RUN ROAD","D. Boellner","H. Pandullo","Asphalt Manu./Storage","1620",,,,,"(39.1562, -76.7737)"
"SDP-08-024","COLUMBIA 100 OFFICE RESEARCH PARK, PARCEL P","1.603","2008-06-02T00:00:00.000","Ellicott City","W SIDE OF RT 100 S OF EXECUTIVE PARK DR.","J. Manion-Farrar","C. Edmondson","Bank Drive-Thru","3560",,,,,"(39.2346, -76.8147)"
"SDP-01-041","CENTENNIAL HIGH SCHOOL","66.16","2001-03-02T00:00:00.000","Ellicott City","W SIDE OF CENTENNIAL LN OPPOSITE CENTURY DR","Not Assigned","P. Thompson","School Addition","28314",,,,,"(39.2538, -76.8696)"
"SDP-12-040","Columbia Memorial Park","35.629","2013-02-25T00:00:00.000","Columbia","CLARKSVILLE PIKE & TROTTER ROAD","P. Britt-Fendlay","J. Witmer","Office","2550",,,,,"(39.2199, -76.9254)"
"SDP-98-075","MEADOWRIDGE BUSINESS PARK","5.712","2003-06-30T00:00:00.000","Elkridge","SE QUADRANT OF MEADOWRIDGE RD & BUSINESS PKY","B. Luber","P. Thompson","Warehouse","74520","Office","8280",,,"(39.1871, -76.7685)"
"SDP-99-047","NORMANDY SHOPPING CENTER","1.36","2000-03-10T00:00:00.000","Ellicott City","W SIDE ROGERS AVE 200' N OF TOWN & COUNTRY BLVD","Not Assigned","Not Assigned","Driveway","0",,,,,"(39.2881, -76.8084)"
"SDP-02-064","WESTERN REGIONAL PARK","189.88","2002-10-23T00:00:00.000","Rural West","NW QUADRANT CARRS MILL RD & MD ROUTE 97","K. Sheubrooks","P. Thompson","Park","9670",,,,,"(39.3066, -77.0291)"
"SDP-13-004","ELLICOTT CROSSING, PART 2","8.902","2013-11-13T00:00:00.000","Ellicott City","W SIDE ROGERS AVE OPPOSITE OAK WEST DR","B. Barth","C. Edmondson","Office","15302",,,,,"(39.2791, -76.8093)"
"SDP-07-012","JESSUP ASPHALT PLANT","13.64","2007-09-20T00:00:00.000","Southeast","E SIDE DORSEY RUN RD 1400' S OF PATUXENT RANGE RD","M. Antol","C. Edmondson","Asphalt Manu./Storage","0",,,,,"(39.1421, -76.7906)"
"SDP-07-028","PATAPSCO VALLEY BUSINESS CENTER","15.888","2007-06-05T00:00:00.000","Elkridge","N SIDE HI TECH DR","M. Antol","J. Smith","Office","130884",,,,,"(39.1919, -76.7266)"
"SDP-00-142","STEVENS FOREST GREEN","10.43","2001-02-12T00:00:00.000","Columbia","STEVENS FOREST RD 400' W OF WOODSIDE CT","Not Assigned","Not Assigned","Office & Parking","88808",,,,,"(39.1981, -76.8541)"
"SDP-00-115","HOWARD BUSINESS PARK","5","2000-08-18T00:00:00.000","Elkridge","W SIDE DORSEY RUN RD E OF THE COUNTY LINE","Not Assigned","C. Edmondson","Warehouse","3835","Office","11000",,,"(39.1739, -76.7541)"
"SDP-09-047","JHU-APL BUILDING 200","35.1","2010-01-11T00:00:00.000","Southeast","SOUTH SIDE JOHNS HOPKINS RD E OF SANNER RD","B. Luber","J. Witmer","Office","200000",,,,,"(39.1586, -76.8992)"
"SDP-07-130","B.W.I.P.","16.56","2008-08-20T00:00:00.000","Southeast","SE SIDE STAYTON DR S OF WELLMOOR CT","J. Manion-Farrar","J. Pancholi","Warehouse","167224","Office","10612",,,"(39.1443, -76.8005)"
"SDP-11-052","ORCHARD MEADOWS","9.6672","2012-02-03T00:00:00.000","Ellicott City","NORTH RIDGE RD N OF CARLS CT","J. Wellen","P. Thompson","Community Room/Bldg","3450",,,,,"(39.2852, -76.8203)"
"SDP-04-130","TEN OAKS COMMERCIAL CENTER","2.41","2006-01-09T00:00:00.000","Rural West","E SIDE OF TEN OAKS RD 200' N OF TRIADELPHIA RD","M. Antol","M. Jascewsky","Retail Site","5292","Restaurant Carry-Out","3000","Office","8346","(39.2656, -76.9862)"
"SDP-03-141","DAYS INN HOTEL","2.509","2003-10-10T00:00:00.000","Southeast","W SIDE OF US RT 1 400' S OF WHISKEY BOTTOM RD","H. Bernadzikowski","C. Edmondson","Hotel","56580",,,,,"(39.1156, -76.8335)"
"SDP-99-159","ACME PAPER & SUPPLY COMPANY","6.843","2000-05-19T00:00:00.000","Southeast","S SIDE OF STAYTON DR E OF SANDY CT","Not Assigned","A. Girma","Warehouse","40000",,,,,"(39.1427, -76.8029)"
"SDP-02-114","PATAPSCO MIDDLE SCHOOL","1.71","2002-10-17T00:00:00.000","Ellicott City","S SIDE OF OLD FREDERICK RD 200' E OF ORCHARD AVE","J. Anders","P. Thompson","School Addition","19966",,,,,"(39.2985, -76.8166)"
"SDP-11-002","Lorien-Elkridge Nursing Home with Assisted Living","11.77","2011-01-10T00:00:00.000","Elkridge","SE OF US 1, ABOUT 400' E OF MONTEVIDEO RD & ABOUT 900' W OF KIT KAT ROAD","Not Assigned","P. Thompson","Nursing Homes & Residential care","44187",,,,,"(39.176, -76.7738)"
"SDP-04-100","BALTIMORE AIR COIL - DORSEY RUN INDUSTRIAL CENTER","20.5","2004-09-22T00:00:00.000","Elkridge","S SIDE MONTEVIDEO RD 1200' W OF THE COUNTY LINE","H. Bernadzikowski","A. Girma","Manufacturing","93238",,,,,"(39.1616, -76.7732)"
