"indicator","panel","panel_num","unit","unit_num","stub_name","stub_name_num","stub_label_num","stub_label","year","year_num","age","age_num","estimate","se","flag"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex","1","1.2","Female","2003-2006","4","12-19 years","0.3","16.8","1.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex","1","1.2","Female","2005-2008","5","12-19 years","0.3","17","1.4",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex","1","1.2","Female","2007-2010","6","12-19 years","0.3","16.9","1.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex","1","1.2","Female","2009-2012","7","12-19 years","0.3","18.9","1.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex","1","1.2","Female","2011-2014","8","12-19 years","0.3","21","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex","1","1.2","Female","2013-2016","9","12-19 years","0.3","21.2","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex","1","1.2","Female","2015-2018","10","12-19 years","0.3","20.4","1.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","1988-1994","1","12-19 years","0.3","10.5","0.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","1999-2002","2","12-19 years","0.3","16","0.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","2001-2004","3","12-19 years","0.3","17","1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","2003-2006","4","12-19 years","0.3","17.6","1.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","2005-2008","5","12-19 years","0.3","17.9","1.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","2007-2010","6","12-19 years","0.3","18.2","1.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","2009-2012","7","12-19 years","0.3","19.4","1.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","2011-2014","8","12-19 years","0.3","20.5","1.4",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","2013-2016","9","12-19 years","0.3","20.6","1.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Age","2","2.3","12-19 years","2015-2018","10","12-19 years","0.3","20.9","1.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","1988-1994","1","12-19 years","0.3","10.3","1.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","1999-2002","2","12-19 years","0.3","13.7","1.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2001-2004","3","12-19 years","0.3","16.3","1.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2003-2006","4","12-19 years","0.3","16","1.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2005-2008","5","12-19 years","0.3","15.1","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2007-2010","6","12-19 years","0.3","15.9","1.6",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2009-2012","7","12-19 years","0.3","17.8","1.6",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2011-2014","8","12-19 years","0.3","19.6","2.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2013-2016","9","12-19 years","0.3","17.2","2.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.11","Not Hispanic or Latino: White only","2015-2018","10","12-19 years","0.3","15.9","1.4",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","1988-1994","1","12-19 years","0.3","13.4","1.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","1999-2002","2","12-19 years","0.3","21.1","1.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2001-2004","3","12-19 years","0.3","20.6","1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2003-2006","4","12-19 years","0.3","22.9","1.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2005-2008","5","12-19 years","0.3","24.2","1.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2007-2010","6","12-19 years","0.3","24.1","1.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2009-2012","7","12-19 years","0.3","22.9","2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2011-2014","8","12-19 years","0.3","22.6","2.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2013-2016","9","12-19 years","0.3","25","2.6",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.12","Not Hispanic or Latino: Black or African American only","2015-2018","10","12-19 years","0.3","28.2","2.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","1988-1994","1","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","1999-2002","2","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2001-2004","3","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2003-2006","4","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2005-2008","5","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2007-2010","6","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2009-2012","7","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2011-2014","8","12-19 years","0.3","9.4","1.6",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2013-2016","9","12-19 years","0.3","8.8","1.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.13","Not Hispanic or Latino: Asian only","2015-2018","10","12-19 years","0.3","11.5","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","1988-1994","1","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","1999-2002","2","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2001-2004","3","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2003-2006","4","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2005-2008","5","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2007-2010","6","12-19 years","0.3","22.5","1.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2009-2012","7","12-19 years","0.3","22.9","1.6",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2011-2014","8","12-19 years","0.3","22.8","1.6",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2013-2016","9","12-19 years","0.3","25.9","1.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.21","Hispanic or Latino: All races","2015-2018","10","12-19 years","0.3","28.2","2.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","1988-1994","1","12-19 years","0.3","13.8","2.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","1999-2002","2","12-19 years","0.3","22.3","1.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2001-2004","3","12-19 years","0.3","18.6","1.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2003-2006","4","12-19 years","0.3","21.1","1.4",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2005-2008","5","12-19 years","0.3","23.8","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2007-2010","6","12-19 years","0.3","23.1","2.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2009-2012","7","12-19 years","0.3","23.8","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2011-2014","8","12-19 years","0.3","23.5","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2013-2016","9","12-19 years","0.3","26.6","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Race and Hispanic origin","3","3.22","Hispanic or Latino: Mexican: All races","2015-2018","10","12-19 years","0.3","30.6","2.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","1988-1994","1","12-19 years","0.3","10.7","1.4",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","1999-2002","2","12-19 years","0.3","18.8","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2001-2004","3","12-19 years","0.3","17.6","1.4",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2003-2006","4","12-19 years","0.3","18.4","1.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2005-2008","5","12-19 years","0.3","19.1","1.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2007-2010","6","12-19 years","0.3","21.2","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2009-2012","7","12-19 years","0.3","22","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2011-2014","8","12-19 years","0.3","20.9","2.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2013-2016","9","12-19 years","0.3","22","2.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4",,"Male: Not Hispanic or Latino: Black or African America","2015-2018","10","12-19 years","0.3","23","2.6",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","1988-1994","1","12-19 years","0.3","11.6","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","1999-2002","2","12-19 years","0.3","14.6","1.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2001-2004","3","12-19 years","0.3","17.9","1.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2003-2006","4","12-19 years","0.3","17.3","2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2005-2008","5","12-19 years","0.3","16.1","2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2007-2010","6","12-19 years","0.3","17.1","2.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2009-2012","7","12-19 years","0.3","17.9","2.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2011-2014","8","12-19 years","0.3","18.7","2.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2013-2016","9","12-19 years","0.3","16.3","2.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.111","Male: Not Hispanic or Latino: White only","2015-2018","10","12-19 years","0.3","15.8","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","1988-1994","1","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","1999-2002","2","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2001-2004","3","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2003-2006","4","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2005-2008","5","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2007-2010","6","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2009-2012","7","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2011-2014","8","12-19 years","0.3","12.9","2.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2013-2016","9","12-19 years","0.3","9.1","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.113","Male: Not Hispanic or Latino: Asian only","2015-2018","10","12-19 years","0.3","13","2.4",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","1988-1994","1","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","1999-2002","2","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2001-2004","3","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2003-2006","4","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2005-2008","5","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2007-2010","6","12-19 years","0.3","26","2.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2009-2012","7","12-19 years","0.3","25.1","2.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2011-2014","8","12-19 years","0.3","22.7","1.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2013-2016","9","12-19 years","0.3","26.7","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.121","Male: Hispanic or Latino: All races","2015-2018","10","12-19 years","0.3","31.1","3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","1988-1994","1","12-19 years","0.3","14.1","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","1999-2002","2","12-19 years","0.3","24.7","1.9",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2001-2004","3","12-19 years","0.3","20","1.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2003-2006","4","12-19 years","0.3","22.1","2.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2005-2008","5","12-19 years","0.3","26.2","2.4",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2007-2010","6","12-19 years","0.3","27.9","3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2009-2012","7","12-19 years","0.3","27","2.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2011-2014","8","12-19 years","0.3","22.8","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2013-2016","9","12-19 years","0.3","26.4","2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.122","Male: Hispanic or Latino: Mexican: All races","2015-2018","10","12-19 years","0.3","33.3","3.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","1988-1994","1","12-19 years","0.3","8.9","1.7",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","1999-2002","2","12-19 years","0.3","12.6","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2001-2004","3","12-19 years","0.3","14.6","2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2003-2006","4","12-19 years","0.3","14.5","2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2005-2008","5","12-19 years","0.3","14","2.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2007-2010","6","12-19 years","0.3","14.6","1.8",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2009-2012","7","12-19 years","0.3","17.8","2.1",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2011-2014","8","12-19 years","0.3","20.4","3.5",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2013-2016","9","12-19 years","0.3","18.1","3.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2015-2018","10","12-19 years","0.3","16","2.2",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","1988-1994","1","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","1999-2002","2","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2001-2004","3","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2003-2006","4","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2005-2008","5","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2007-2010","6","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2009-2012","7","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2011-2014","8","12-19 years","0.3","5.7","1.7","*"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2013-2016","9","12-19 years","0.3","8.4","2.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2015-2018","10","12-19 years","0.3","10","2.3",
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","1988-1994","1","12-19 years","0.3",,,"-"
"Obesity among children and adolescents aged 2-19 years","12-19 years","4","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","1999-2002","2","12-19 years","0.3",,,"-"
