"indicator","unit","unit_num","stub_name","stub_name_num","stub_label","stub_label_num","year","year_num","age","age_num","estimate","se","flag"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 134%-199%","6.422","2003","11","18-64 years","3","9.4","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 200%-399%","6.43","2003","11","18-64 years","3","3.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 400% or more","6.44","2003","11","18-64 years","3","0.7","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","A lot of difficulty or cannot do at all","7.1","2003","11","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","No difficulty","7.2","2003","11","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","Some difficulty","7.3","2003","11","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Northeast","8.1","2003","11","Under 65 years","4","12.9","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Midwest","8.2","2003","11","Under 65 years","4","10.8","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","South","8.3","2003","11","Under 65 years","4","12.6","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","West","8.4","2003","11","Under 65 years","4","12.8","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Within MSA","9.1","2003","11","Under 65 years","4","11.5","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Outside MSA","9.2","2003","11","Under 65 years","4","15.3","0.7",
"Medicaid coverage among persons under age 65 additional information added","Number in millions","1","Total","0","Under 65 years","0.1","2004","12","Under 65 years","4","31.6",,"---"
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Total","0","Under 65 years","0.1","2004","12","Under 65 years","4","12.5","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","Under 19 years","1.1","2004","12","Under 19 years","1","25.8","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","Under 6 years","1.11","2004","12","Under 6 years","1.1","32.4","0.7",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","6-18 years","1.12","2004","12","6-18 years","1.2","22.9","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","Under 18 years","1.2","2004","12","Under 18 years","2","26.4","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","6-17 years","1.21","2004","12","6-17 years","2.1","23.4","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","18-64 years","1.3","2004","12","18-64 years","3","6.8","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","18-44 years","1.31","2004","12","18-44 years","3.1","7.7","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","18-24 years","1.311","2004","12","18-24 years","3.11","10.4","0.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","19-25 years","1.312","2004","12","19-25 years","3.12","9.1","0.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","25-34 years","1.313","2004","12","25-34 years","3.13","7.8","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","35-44 years","1.314","2004","12","35-44 years","3.14","5.8","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","45-64 years","1.4","2004","12","45-64 years","3.2","5.5","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","45-54 years","1.41","2004","12","45-54 years","3.21","5.5","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","55-64 years","1.42","2004","12","55-64 years","3.22","5.5","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex","2","Male","2.1","2004","12","Under 65 years","4","11","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex","2","Female","2.2","2004","12","Under 65 years","4","13.9","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Married","3.1","2004","12","14-64 years","2.2","3","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Divorced, separated, widowed","3.2","2004","12","14-64 years","2.2","6.8","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Never married","3.3","2004","12","14-64 years","2.2","10.4","0.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Married","3.4","2004","12","14-64 years","2.2","4.3","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Divorced, separated, widowed","3.5","2004","12","14-64 years","2.2","15.2","0.6",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Never married","3.6","2004","12","14-64 years","2.2","17.1","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","White only","4.1","2004","12","Under 65 years","4","10.4","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","Black or African American only","4.2","2004","12","Under 65 years","4","24.9","0.8",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","American Indian or Alaska Native only","4.3","2004","12","Under 65 years","4","18.4","2.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","Asian only","4.4","2004","12","Under 65 years","4","9.8","1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","Native Hawaiian or Other Pacific Islander only","4.5","2004","12","Under 65 years","4",,,"*"
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","2 or more races","4.6","2004","12","Under 65 years","4","19.3","1.7",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: All races","5.1","2004","12","Under 65 years","4","22.5","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Mexican: All races","5.11","2004","12","Under 65 years","4","22.4","0.6",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Puerto Rican: All races","5.12","2004","12","Under 65 years","4","29.1","2.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Cuban: All races","5.13","2004","12","Under 65 years","4","17.9","2.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Other: All races","5.14","2004","12","Under 65 years","4","20.8","1.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: All races","5.2","2004","12","Under 65 years","4","10.7","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: Black or African American only","5.21","2004","12","Under 65 years","4","24.6","0.8",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: White only","5.22","2004","12","Under 65 years","4","7.9","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: Below 100%","6.11","2004","12","Under 65 years","4","45","0.9",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-199%","6.12","2004","12","Under 65 years","4","22","0.6",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-133%","6.121","2004","12","Under 65 years","4","29.1","1.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 134%-199%","6.122","2004","12","Under 65 years","4","18.6","0.7",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 200%-399%","6.13","2004","12","Under 65 years","4","6.1","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 400% or more","6.14","2004","12","Under 65 years","4","1.5","0.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: Below 100%","6.21","2004","12","Under 19 years","1","68.9","1.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-199%","6.22","2004","12","Under 19 years","1","39.5","1.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-133%","6.221","2004","12","Under 19 years","1","49.2","2.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 134%-199%","6.222","2004","12","Under 19 years","1","34.6","1.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 200%-399%","6.23","2004","12","Under 19 years","1","12.2","0.6",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 400% or more","6.24","2004","12","Under 19 years","1","3.2","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: Below 100%","6.31","2004","12","Under 18 years","2","70.7","1.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-199%","6.32","2004","12","Under 18 years","2","40.2","1.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-133%","6.321","2004","12","Under 18 years","2","49.8","2.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 134%-199%","6.322","2004","12","Under 18 years","2","35.4","1.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 200%-399%","6.33","2004","12","Under 18 years","2","12.3","0.7",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 400% or more","6.34","2004","12","Under 18 years","2","3.3","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: Below 100%","6.41","2004","12","18-64 years","3","28.9","0.8",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-199%","6.42","2004","12","18-64 years","3","12.2","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-133%","6.421","2004","12","18-64 years","3","17.4","1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 134%-199%","6.422","2004","12","18-64 years","3","9.7","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 200%-399%","6.43","2004","12","18-64 years","3","3.4","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 400% or more","6.44","2004","12","18-64 years","3","1","0.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Level of difficulty (18-64 years)","7","A lot of difficulty or cannot do at all","7.1","2004","12","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Level of difficulty (18-64 years)","7","No difficulty","7.2","2004","12","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Level of difficulty (18-64 years)","7","Some difficulty","7.3","2004","12","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Geographic region","8","Northeast","8.1","2004","12","Under 65 years","4","13","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Geographic region","8","Midwest","8.2","2004","12","Under 65 years","4","10.4","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Geographic region","8","South","8.3","2004","12","Under 65 years","4","12.4","0.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Geographic region","8","West","8.4","2004","12","Under 65 years","4","14.4","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Location of residence","9","Within MSA","9.1","2004","12","Under 65 years","4","11.9","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Location of residence","9","Outside MSA","9.2","2004","12","Under 65 years","4","15","0.8",
"Medicaid coverage among persons under age 65 no additional information","Number in millions","1","Total","0","Under 65 years","0.1","2004","12","Under 65 years","4","31.1",,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Total","0","Under 65 years","0.1","2004","12","Under 65 years","4","12.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 19 years","1.1","2004","12","Under 19 years","1","25.4","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 6 years","1.11","2004","12","Under 6 years","1.1","31.8","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-18 years","1.12","2004","12","6-18 years","1.2","22.5","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 18 years","1.2","2004","12","Under 18 years","2","25.9","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-17 years","1.21","2004","12","6-17 years","2.1","23.1","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-64 years","1.3","2004","12","18-64 years","3","6.7","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-44 years","1.31","2004","12","18-44 years","3.1","7.5","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-24 years","1.311","2004","12","18-24 years","3.11","10.3","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","19-25 years","1.312","2004","12","19-25 years","3.12","9","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","25-34 years","1.313","2004","12","25-34 years","3.13","7.6","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","35-44 years","1.314","2004","12","35-44 years","3.14","5.7","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-64 years","1.4","2004","12","45-64 years","3.2","5.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-54 years","1.41","2004","12","45-54 years","3.21","5.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","55-64 years","1.42","2004","12","55-64 years","3.22","5.4","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Male","2.1","2004","12","Under 65 years","4","10.8","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Female","2.2","2004","12","Under 65 years","4","13.7","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Married","3.1","2004","12","14-64 years","2.2","2.9","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Divorced, separated, widowed","3.2","2004","12","14-64 years","2.2","6.7","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Never married","3.3","2004","12","14-64 years","2.2","10.2","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Married","3.4","2004","12","14-64 years","2.2","4.2","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Divorced, separated, widowed","3.5","2004","12","14-64 years","2.2","14.9","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Never married","3.6","2004","12","14-64 years","2.2","16.9","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","White only","4.1","2004","12","Under 65 years","4","10.2","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Black or African American only","4.2","2004","12","Under 65 years","4","24.5","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","American Indian or Alaska Native only","4.3","2004","12","Under 65 years","4","18","2.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Asian only","4.4","2004","12","Under 65 years","4","9.6","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Native Hawaiian or Other Pacific Islander only","4.5","2004","12","Under 65 years","4",,,"*"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","2 or more races","4.6","2004","12","Under 65 years","4","19","1.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: All races","5.1","2004","12","Under 65 years","4","21.9","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Mexican: All races","5.11","2004","12","Under 65 years","4","21.9","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Puerto Rican: All races","5.12","2004","12","Under 65 years","4","28.5","2.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Cuban: All races","5.13","2004","12","Under 65 years","4","17.9","2.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Other: All races","5.14","2004","12","Under 65 years","4","19.9","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: All races","5.2","2004","12","Under 65 years","4","10.5","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: Black or African American only","5.21","2004","12","Under 65 years","4","24.1","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: White only","5.22","2004","12","Under 65 years","4","7.8","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: Below 100%","6.11","2004","12","Under 65 years","4","44.2","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-199%","6.12","2004","12","Under 65 years","4","21.6","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-133%","6.121","2004","12","Under 65 years","4","28.5","1.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 134%-199%","6.122","2004","12","Under 65 years","4","18.2","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 200%-399%","6.13","2004","12","Under 65 years","4","6.1","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 400% or more","6.14","2004","12","Under 65 years","4","1.5","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: Below 100%","6.21","2004","12","Under 19 years","1","67.5","1.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-199%","6.22","2004","12","Under 19 years","1","38.7","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-133%","6.221","2004","12","Under 19 years","1","48.3","2.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 134%-199%","6.222","2004","12","Under 19 years","1","33.9","1.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 200%-399%","6.23","2004","12","Under 19 years","1","12.1","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 400% or more","6.24","2004","12","Under 19 years","1","3.2","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: Below 100%","6.31","2004","12","Under 18 years","2","69.2","1.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-199%","6.32","2004","12","Under 18 years","2","39.5","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-133%","6.321","2004","12","Under 18 years","2","48.9","2.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 134%-199%","6.322","2004","12","Under 18 years","2","34.7","1.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 200%-399%","6.33","2004","12","Under 18 years","2","12.2","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 400% or more","6.34","2004","12","Under 18 years","2","3.3","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: Below 100%","6.41","2004","12","18-64 years","3","28.6","0.8",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-199%","6.42","2004","12","18-64 years","3","11.9","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 100%-133%","6.421","2004","12","18-64 years","3","17","1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 134%-199%","6.422","2004","12","18-64 years","3","9.5","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 200%-399%","6.43","2004","12","18-64 years","3","3.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: 400% or more","6.44","2004","12","18-64 years","3","1","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","A lot of difficulty or cannot do at all","7.1","2004","12","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","No difficulty","7.2","2004","12","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Level of difficulty (18-64 years)","7","Some difficulty","7.3","2004","12","18-64 years","3",,,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Northeast","8.1","2004","12","Under 65 years","4","12.8","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","Midwest","8.2","2004","12","Under 65 years","4","10.2","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","South","8.3","2004","12","Under 65 years","4","12.2","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","West","8.4","2004","12","Under 65 years","4","14.2","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Within MSA","9.1","2004","12","Under 65 years","4","11.7","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Outside MSA","9.2","2004","12","Under 65 years","4","14.8","0.8",
"Medicaid coverage among persons under age 65 additional information added","Number in millions","1","Total","0","Under 65 years","0.1","2005","13","Under 65 years","4","33.2",,"---"
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Total","0","Under 65 years","0.1","2005","13","Under 65 years","4","12.9","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","Under 19 years","1.1","2005","13","Under 19 years","1","26.6","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","Under 6 years","1.11","2005","13","Under 6 years","1.1","34","0.8",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","6-18 years","1.12","2005","13","6-18 years","1.2","23.3","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","Under 18 years","1.2","2005","13","Under 18 years","2","27.2","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","6-17 years","1.21","2005","13","6-17 years","2.1","23.9","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","18-64 years","1.3","2005","13","18-64 years","3","7.2","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","18-44 years","1.31","2005","13","18-44 years","3.1","8.3","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","18-24 years","1.311","2005","13","18-24 years","3.11","11.3","0.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","19-25 years","1.312","2005","13","19-25 years","3.12","10.3","0.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","25-34 years","1.313","2005","13","25-34 years","3.13","8","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","35-44 years","1.314","2005","13","35-44 years","3.14","6.6","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","45-64 years","1.4","2005","13","45-64 years","3.2","5.5","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","45-54 years","1.41","2005","13","45-54 years","3.21","5.2","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age","1","55-64 years","1.42","2005","13","55-64 years","3.22","5.8","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex","2","Male","2.1","2005","13","Under 65 years","4","11.6","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex","2","Female","2.2","2005","13","Under 65 years","4","14.3","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Married","3.1","2005","13","14-64 years","2.2","3.5","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Divorced, separated, widowed","3.2","2005","13","14-64 years","2.2","7","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Never married","3.3","2005","13","14-64 years","2.2","10.4","0.3",
