"gender","ethnicity","eeo4_description","eeop_job_group_description","department","eeo_function","age","employment_status"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified  Permanent"
"Male","Two or More Races","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Unclassified Extra Help"
"Male","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Unclassified Extra Help"
"Male","Two or More Races","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY","Financial Administration","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY","Financial Administration","20 - 29","Classified  Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY","Financial Administration","20 - 29","Classified  Permanent"
"Male","Two or More Races","Service Maintenance","Service Maintenance","FACILITIES AND FLEET","Financial Administration","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","MEDICAL EXAMINER-CORONER","Police Protection","20 - 29","Unclassified Extra Help"
"Female","White","Paraprofessionals","Technicians","MEDICAL EXAMINER-CORONER","Police Protection","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Two or More Races","Administrative Support","Administrative Support","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Female","Two or More Races","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified  Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION","Corrections","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","PUBLIC DEFENDER","Financial Administration","20 - 29","Classified  Permanent"
"Female","Not Applicable","Administrative Support","Administrative Support","PUBLIC DEFENDER","Financial Administration","20 - 29","Classified  Permanent"
"Female","Not Applicable","Paraprofessionals","Administrative Support","PUBLIC DEFENDER","Financial Administration","20 - 29","Classified Provisional"
"Female","Not Applicable","Professionals","Professionals","PUBLIC DEFENDER","Financial Administration","20 - 29","Classified Provisional"
"Female","Asian","Professionals","Professionals","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","PUBLIC DEFENDER","Financial Administration","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","PUBLIC DEFENDER","Financial Administration","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Paraprofessionals","Administrative Support","PUBLIC HEALTH","Health","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Administrative Support","PUBLIC HEALTH","Health","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Female","Black/African American","Professionals","Professionals","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","PUBLIC HEALTH","Health","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Service Maintenance","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Male","Not Applicable","Service Maintenance","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Paraprofessionals","Administrative Support","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Paraprofessionals","Technicians","REGISTRAR OF VOTERS","Other","20 - 29","Unclassified Extra Help"
"Male","Hispanic/Latino","Technicians","Skilled Craft","REGISTRAR OF VOTERS","Other","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Female","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Classified  Permanent"
"Male","Two or More Races","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Unclassified  Exempt"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES","Police Protection","20 - 29","Unclassified  Exempt"
"Male","Two or More Races","Professionals","Professionals","SHERIFF SERVICES","Police Protection","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Black/African American","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Female","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified  Permanent"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Black/African American","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT","Corrections","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Male","White","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Two or More Races","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","White","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Male","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Not Applicable","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Paraprofessionals","Technicians","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Black/African American","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Two or More Races","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Black/African American","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Not Applicable","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Not Applicable","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Two or More Races","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Professionals","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Temp Provisional"
"Female","Black/African American","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Unclassified  Benefits"
"Female","Asian","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","20 - 29","Unclassified  Benefits"
"Female","Hispanic/Latino","No EEO-4 Reporting","Professionals","BOARD OF SUPERVISORS","Financial Administration","20 - 29","Unclassified  Benefits"
"Female","Two or More Races","Administrative Support","Administrative Support","VALLEY HEALTH PLAN","Health","20 - 29","Unclassified Extra Help"
"Male","Asian","Professionals","Officials and Adminstrators","VALLEY HEALTH PLAN","Health","20 - 29","Classified Provisional"
"Male","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Two or More Races","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Two or More Races","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Black/African American","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","White","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Black/African American","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","White","Professionals","Professionals","PUBLIC HEALTH","Health","20 - 29","Classified Probationary"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Black/African American","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Male","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Black/African American","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","COUNTY LIBRARY","Other","30 - 39","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Not Applicable","Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Not Applicable","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Black/African American","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Female","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Exempt"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified  Benefits"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","PUBLIC HEALTH","Health","30 - 39","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Male","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","30 - 39","Classified  Permanent"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Female","Not Applicable","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
"Female","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified  Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER","Hospitals & Sanatoriums","20 - 29","Unclassified Extra Help"
