"order","date","subject_s","color","negatives","prints","slides","department","remarks"
"4572","21915","Residential development (houses), for General Plan fold-out","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Planning Department","None"
"G0208","21916","Aerial photographs of County Government Center","B&W","11 (Size: 4x5)","11 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4582","21920","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4613","21927","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4627","21933","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4646","21935","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4665","21938","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4672","21941","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4699","21949","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4706","21950","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4711","21950","Board of Supervisors in meeting - Howard R. Weichert, Oran L. Slaght, Sam P. Della Maggiore, Edward R. Levin, Wesley L. Hubbard","B&W","0 (Size: N/A)","4 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"4736","21955","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4742","21956","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4751","21961","Exterior of County Jail","B&W; color","5 (Size: 4x5)","2 (Size: 4x5)","2 (Size: 35mm)","Sheriff's Department","None"
"4754","21961","Construction progress of Administration Building","B&W","5 (Size: 35mm)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4777","21964","Construction progress of Administration Building - interior (pipes, vents, conduits)","B&W","28 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"4780","21965","Construction progress of Administration Building - aerial photographs","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"4782","21965","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4785","21969","Aerial photographs of Palo Alto","B&W","18 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the Assessor","None"
"4804","21970","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4826","21975","Judge William W. Jacka and President of Jury Association & Superior Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Jury Commissioner","None"
"4835","21976","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4840","21976","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4845","21978","Portrait of Judge Edward J. Nelson & Municipal Courts","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","Copy of photograph"
"4869","21983","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4885","21986","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4894","21989","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4902","21991","Construction progress of new wing of County Hospital & Valley Medical Center","B&W","5 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"4923","21996","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4924","21996","Aerial photographs of the intersection of McKee Road and White Road","B&W","18 (Size: 120; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the District Attorney","None"
"4932","21997","Aerial photograph of farm land & Agriculture","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Cooperative Extension","Copy of photograph"
"4940","21997","Construction progress of Administration Building","B&W","6 (Size: 4x5)","6 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4956","22000","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4970","22004","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"4983A","22007","Architectural rendering of San Jose-Alviso Municipal Court building","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies; See order number G0347 for print"
"4983B","22007","Architectural rendering of Welfare Department building","B&W","2 (Size: 4x5)","2 (Size: 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"4989","22010","Construction progress of Administration Building","B&W","3 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5001","22011","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5004","22012","Deer at Uvas Creek Park Preserve","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"5022","22017","Portrait of Olga Pfeifle, Assistant County Clerk","B&W","4 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","County Clerk Office","Includes contact prints"
"5024","22017","Portrait of Ed Shando, Chief Purchasing Agent","B&W","9 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Purchasing Department","Includes contact prints"
"5030","22018","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5043","22019","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5054","22021","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5067","22025","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5073A","22026","Aerial photographs of Stanford","B&W","25 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Photography Department","None"
"5073B","22026","Aerial photographs of Stanford","B&W","0 (Size: N/A)","16 (Size: 2.5x3.5)","0 (Size: N/A)","Photography Department","Prints of #5073A"
"5073C","22026","Aerial photographs County Government Center","B&W","2 (Size: 120)","2 (Size: 2.5x3)","0 (Size: N/A)","Photography Department","None"
"5096","22031","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5116","22033","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5122","22034","Interior of Exposition Hall at County Fairgrounds","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","County Fair","None"
"5144","22039","Construction progress of Administration Building","B&W","5 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5146","22040","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5155","22044","Construction progress of Administration Building","B&W","6 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5158A","22045","1960 Grand Jury & Courts","B&W","4 (Size: 4x5)","2 (Size: 8x10)","0 (Size: N/A)","Jury Commissioner","Prints stored in Box 1"
"5160","22046","Portrait of Pat Sullivan, Registrar of Voters","B&W","12 (Size: 35mm)","2 (Size: 2x3)","0 (Size: N/A)","Registrar of Voters","Includes 12 contact prints"
"5166","22046","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5207","22053","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5210","22054","Portrait of Roy P. Emerson, Tax Collector (retired 1963)","B&W","5 (Size: 4x5)","10 (Size: 4x5)","0 (Size: N/A)","Tax Collector","None"
"5215","22055","New wing of County Hospital & Valley Medical Center","B&W","6 (Size: 4x5)","6 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"5232","22056","Renderings of County Hospital - 1876 and architectural proposal & Valley Medical Center","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies"
"5244","22060","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5251B","22061","Composite negatives for Emma Alleghrini's retirement","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Purchasing Department","None"
"5274A","22067","Old County Hospital and new wing & Valley Medical Center","B&W","7 (Size: 120; 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"5275","22067","Hillside residential development (houses)","B&W","23 (Size: 35mm; 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Planning Department","None"
"5280","22068","Trees in orchard & Agriculture","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"5281","22068","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5330","22077","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5353","22082","County Free Library, Campbell","B&W","1 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","County Library","None"
"5369","22082","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5371","22083","Portrait of Imogene Clark (retired 4/1/1967)","B&W","12 (Size: 35mm)","1 (Size: 4x5)","0 (Size: N/A)","Treasurer","Includes 12 contact prints"
"5378","22083","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5386","22087","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5388","22087","Construction progress of Administration Building","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"5392","22089","Aerial photographs of subdivision in Santa Clara (housing violations)","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"5409","22090","Aerial photographs of Macy's at Valley Fair Mall","B&W","3 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Photography Department","None"
"5429","22095","Construction progress of North County Office Building, Palo Alto & Courts","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5435","22095","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5436","22095","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5484","22103","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5485","22103","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5511","22109","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5512","22109","Construction progress of North County Office Building, Palo Alto & Courts","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5514B","22109","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5524","22110","Nurses standing in front of County Hospital & Valley Medical Center","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Hospital","None"
"G0285","22110","Portrait of Mr. Trustin, Personnel Department","B&W","0 (Size: N/A)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5543","22116","Aerial photographs of sections of Highway 9 & Roads","B&W","28 (Size: 120; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"5550","22116","Aerial photographs of Almaden Expressway & Roads","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
"5567","22119","Construction progress of Administration Building","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5568","22119","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5587","22123","Doctor and nurse looking up at County Hospital & Valley Medical Center","B&W","6 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"5597","22124","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5607","22126","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5631A","22133","Department Head tour of the county","B&W","82 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"5631B","22133","Department Head tour of the county","B&W","0 (Size: N/A)","82 (Size: 2x3)","0 (Size: N/A)","Office of the County Executive","Contact prints of 5631A"
"5636","22137","Before demolition and actual demolition of Meikle Hall at County Hospital & Valley Medical Center","B&W","25 (Size: 120; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"5651","22140","Glenn M. Anderson, Lieutenant Governor of California","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copy of photograph"
"5657","22143","Maps depicting 10 Year Expressway Program","Color","0 (Size: N/A)","0 (Size: N/A)","14 (Size: 35mm)","Department of Public Works","Slides are not mounted"
"5665","22144","Construction progress of North County Office Building, Palo Alto & Courts","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5669","22144","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5670","22144","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5679","22145","Construction progress of North County Office Building, Palo Alto & Courts","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5680","22145","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5681","22145","Construction progress of San Jose-Alviso Municipal Court building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5694","22150","Architectural rendering of Women's Facilities at Elmwood (County Jail Farm)","B&W","2 (Size: 4x5)","2 (Size: 5x7)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"5695","22150","Dedication of new wing of County Hospital & Valley Medical Center","B&W","19 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"5701","22151","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5702","22151","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5704","22151","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5730","22157","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5731","22157","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5738","22157","Aerial photographs of the County Fairgrounds","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","County Fair","None"
"5745","22158","Aerial photographs of Neary Quarry, Los Altos Hills","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the District Attorney","None"
"5759","22160","Ed Shando, Chief Purchasing Agent, at entrance to Purchasing Department","B&W","3 (Size: 4x5)","6 (Size: 5x7)","0 (Size: N/A)","Purchasing Department","Prints stored in Box 1"
"5778","22166","Construction progress of North County Office Building, Palo Alto & Courts","B&W","5 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5809","22173","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5810","22173","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5832","22175","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5833","22175","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5848","22179","Construction progress of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"5852","22179","Aerial photographs of the County Fairgrounds","B&W","17 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","County Fair","None"
"5859","22181","Sculpture for Welfare Department building  (taken at Higgins and Root Architects)","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"5886","22186","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5887","22186","Construction progress of Administration Building","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5913","22189","Construction progress of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"5917","22192","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5918","22192","Construction progress of San Jose-Alviso Municipal Court building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5943","22196","Publicity photographs of Juvenile Center - facilities and activities of school wood shop","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"5961","22199","Construction progress of San Jose-Alviso Municipal Court building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"5968","22200","Construction progress of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"5981","22203","Construction progress of Administration Building","Color","0 (Size: N/A)","0 (Size: N/A)","2 (Size: 4x5)","N/A","Slides are not mounted"
"5995","22207","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6026","22214","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0347 for additional prints"
"6027","22214","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6029","22214","Construction progress of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"6055","22221","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6056","22221","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6059","22221","Portrait of Leon Tichinin, Agricultural Cooperative Extension Department Head (for publication)","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Cooperative Extension","Includes contact prints"
"6096","22234","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6097","22234","Construction progress of Administration Building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6123","22234","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6128","22237","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6139","22241","Construction progress of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"6162","22245","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6163","22245","Construction progress of Administration Building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6202","22256","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6203","22256","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6215","22258","Construction progress of William F. James / Harold Holden Boys Ranch (ranch #2)","B&W","3 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6217","22259","Construction progress of North County Office Building, Palo Alto & Courts","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0366 for additional prints"
"6218","22259","Map of Vasona Lake County Park","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"6230","22262","Architectural rendering of Children's Shelter","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","Copies"
"6240","22263","Drunk tanks at County Jail","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","None"
"6241","22263","Construction progress of San Jose-Alviso Municipal Court building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","See order number G0347 for additional prints"
"6242","22263","Construction progress of Administration Building","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6243","22263","Construction progress of Criminal Legal building[Public Defender?]","B&W","0 (Size: N/A)","4 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"6265","22266","Exterior of Exposition Hall at County Fairgrounds","B&W","5 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","County Fair","None"
"6276","22269","Santa Claus at County Hospital & Valley Medical Center","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6277","22269","Architectural rendering of Santa Clara - Cupertino Municipal Court building","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies"
"6284","22270","Exterior of McKinnon School & Schools - Special education","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6288","22271","Duvenick Property above Los Altos (airport)","B&W","12 (Size: 828)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"6310","22278","Development of Santa Teresa Golf Course","B&W","8 (Size: 828)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"6315","22278","Judge William F. James at desk & Superior Courts","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Juvenile Probation Department","None"
"20898","22280","Portrait of Chief Wiggins, Fire Marshall","B&W","0 (Size: N/A)","1 (Size: 5x7)","0 (Size: N/A)","N/A","Print stored in Box 1"
"G0177","22282","Santa Teresa shooting range","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"G0209","22282","Aerial photographs of County Government Center","B&W","0 (Size: N/A)","0 (Size: N/A)","1 (Size: 2x2 Super Slide)","N/A","None"
"6339","22285","Construction progress of Administration Building","B&W","4 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6340","22286","Harold Rosen, Personnel Director, with Mr. Garder","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","See order number G0352 for additional prints"
"6363","22291","Board of Supervisors in meeting - Howard R. Weichert, Ralph Mehrkens, Sam P. Della Maggiore, Edward R. Levin, Wesley L. Hubbard","B&W","0 (Size: N/A)","4 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"6366","22291","Construction progress of kitchen at County Hospital & Valley Medical Center","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Hospital","None"
"6367","22291","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6379","22293","Floor plans of County Hospital & Valley Medical Center","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","Copies"
"6410","22300","Construction progress of Administration Building","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6447A","22308","Expressways Bond Drive - Max Kludt: Director of Public Works, 10 S. Rosana, Gilroy City Hall & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6447B","22308","Expressways Bond Drive - Robert Johnson: Owner of Spencer Motel, 367 N. Monterey Road, Morgan Hill & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6448","22308","Expressways Bond Drive - Len C. Griffith: State Inheritance Tax Appraiser, 375B S. Murphy Avenue, Sunnyvale & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6449A","22308","Expressways Bond Drive - Chairman Sal M. Cracolice: Pharmacist, Milpitas & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6449B","22308","Expressways Bond Drive - Chairman Garland Oliver: Lockheed, P.O. Box 262, Alviso & Elections","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6462","22313","Expressways Bond Drive - Aerial photographs, signs, maps, and traffic & Elections","Color","0 (Size: N/A)","0 (Size: N/A)","64 (Size: 35mm)","Office of the County Executive","Slides are not mounted"
"6463","22313","Construction progress of San Jose-Alviso Municipal Court building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"6479","22313","Expressways Bond Drive - Howard Campen, Supervisors Mehrkens and Hubbard at Lamp Lighter Restaurant, El Camino Real & Elections","B&W","7 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"6480","22313","Expressways Bond Drive - Mr. Wine, Director of Civil Defense, and others at Live Oaks Inn, Los Gatos & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"6482","22313","Portrait of Supervisor Howard R. Weichert","B&W","0 (Size: N/A)","8 (Size: 4x5; 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"6489","22314","Expressways Bond Drive - Mr. Amyx at Lyndon Hotel, Los Gatos & Elections","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
