Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,2010 House Districts,2010 Senate Districts,Counties
Steward Coordination Meeting,Summer In-Person Session ,08/02/2022 08:30:00 AM,08/02/2022 03:30:00 PM,Graduate Hotel ,Eugene,OR,Room: BC Studio,No,Chelsea Mabie,,chelsea.mabie@ode.oregon.gov,,,,,,,,,,,,,,,,,
Steward Coordination Meeting,Summer In-Person Session ,08/02/2022 08:30:00 AM,08/02/2022 03:30:00 PM,Graduate Hotel ,Eugene,OR,Room: BC Studio,No,Chelsea Mabie,,chelsea.mabie@ode.oregon.gov,,,,,,,,,,,,,,,,,
Region 1 Area Commission on Transportation,"The Region 1 Area Commission on Transportation, also known as R1ACT, is an advisory body established to provide a forum for stakeholders to collaborate on transportation issues affecting Oregon Department of Transportation Region 1.",08/01/2022 05:30:00 PM,08/01/2022 07:30:00 PM,Zoom,Portland,OR,,Yes,Chris Ford,,Chris.Ford@odot.oregon.gov,,,,,,,true,,,,,,,,,,
EOBED Board Meeting,,08/01/2022 03:00:00 PM,08/01/2022 05:00:00 PM,"Treasure Valley Community College, Hanigan Board Room",Ontario,OR,,yes,Lisa Reeser,,eoborderboard@gmail.com,,,,,,,,,,,www.eoborderboard.org (http://www.eoborderboard.org),,,,,,
Oregon Alliance to Prevent Suicide - Executive Committee Meeting,,08/01/2022 02:30:00 PM,08/01/2022 04:00:00 PM,Virtual,Salem,OR,,,Jenn Fraga,,jfraga@aocmhp.org,,,,,,,true,https://us02web.zoom.us/j/89796541408?pwd=OGpPRVArcDhTS1MzWml3YUhaZHV3dz09,,,https://oregonalliancetopreventsuicide.org/executive-committee/,,,,,,
Oregon Conservation and Recreation Fund Committee Meeting ,OCRF Informational Workshop,08/01/2022 01:00:00 PM,08/01/2022 04:00:00 PM,Remote ,Salem,OR,https://www.dfw.state.or.us/conservationstrategy/OCRF/meetings/080122.asp,no,Charlotte Whitefield,,Charlotte.m.regulawhitefield@odfw.oregon.gov,,,,,,,true,,,,,,,,,,
Senior Emergency Medical Services Advisory Council,Senior EMS Advisory Council first meeting ,08/01/2022 10:00:00 AM,08/01/2022 12:00:00 PM,By Zoom,Salem,OR,"Join ZoomGov Meeting
https://www.zoomgov.com/j/1605055660?pwd=UGVuWGdSSHdUTktxMWQvamNsang5dz09

Meeting ID: 160 505 5660
Passcode: 216550
One tap mobile
+16692545252,,1605055660# US (San Jose)
+16468287666,,1605055660# US (New York)

Dial by your location
        +1 669 254 5252 US (San Jose)
        +1 646 828 7666 US (New York)
Meeting ID: 160 505 5660
Find your local number: https://www.zoomgov.com/u/avkxoqJEw

Join by SIP
1605055660@sip.zoomgov.com

Join by H.323
161.199.138.10 (US West)
161.199.136.10 (US East)
Meeting ID: 160 505 5660
Passcode: 216550
",A period of time will be available for public comment. ,Sid Humphries,503-871-8630,sidney.l.humphries@dhsoha.state.or.us,,,,,,,true,https://www.zoomgov.com/j/1605055660?pwd=UGVuWGdSSHdUTktxMWQvamNsang5dz09,669 254 5252 ,Meeting ID: 160 505 5660 Passcode: 216550,,,,,,,
Manufactured Housing Advisory Committee,,08/01/2022 09:00:00 AM,08/01/2022 10:00:00 AM,Virtual,Salem,OR,"877 853 5247 US Toll-free
888 788 0099 US Toll-free",,Kari Hodai,,kari.s.hodai@hcs.oregon.gov,,,,,,,true,,877 853 5247 US Toll-free,,,,,,,,
"TEFRA Hearing - Hope Village, Inc.",TEFRA Hearing,07/29/2022 01:30:00 PM,07/29/2022 02:00:00 PM,"Dial: 888-529-0350, passcode: 503-802-2102","Dial: 888-529-0350, passcode: 503-802-2102",OR,"NOTICE IS HEREBY GIVEN that the Oregon Facilities Authority (the “Authority”) will hold a public hearing on Friday, July 29, 2022, at 1:30 p.m., by telephone, in accordance with IRS Rev. Proc. 2022-20. The call-in number is 888-529-0350, passcode: 503-802-2102.",,Nick,,OFA@tonkon.com,,,,,,,,,Dial: 888-529-0350,Passcode: 503-802-2102,,,,,,,
OCB Board Meeting,,07/29/2022 01:00:00 PM,07/29/2022 03:00:00 PM,Via Teleconference (Zoom.com),Portland,OR,,Yes,Max West,971-673-1580,max.west@ocb.oregon.gov,,,,,,,,,,,https://www.oregon.gov/blind/Documents/OCB%20Regular%20Meeting%20Agenda%2007-29-2022.pdf,,,,,,
YDC Equity & Disparity Committee meeting,,07/29/2022 12:00:00 PM,07/29/2022 01:00:00 PM,virtual,Salem,OR,,Yes,Melissa Gallardo,5036893094,melissa.gallardo@ode.oregon.gov,,,https://www.zoomgov.com/j/1607063498?from=addon,Melissa Gallardo,5036893094,melissa.gallardo@ode.oregon.gov,,,,,,,,,,,
Citizen Involvement Advisory Committee Meeting,,07/29/2022 09:00:00 AM,07/29/2022 12:00:00 PM,https://us02web.zoom.us/j/84293401249?pwd=TkYvNVRyQ3UzNVNReVlZOU16b0ZMQT09,Zoom meeting,OR,"Adding new members, Sofia and Michael. Welcome!
Hi there,
Ingrid Caudel is inviting you to a scheduled Zoom meeting. 
Join Zoom Meeting 
One tap mobile: 
US: +16699006833,,84293401249#,,,,*297264# or +12532158782,,84293401249#,,,,*297264# 
Meeting URL: 
https://us02web.zoom.us/j/84293401249?pwd=TkYvNVRyQ3UzNVNReVlZOU16b0ZMQT09 
Meeting ID: 
842 9340 1249
Passcode:
297264
Join by Telephone 
For higher quality, dial a number based on your current location. 
Dial: 

US: +1 669 900 6833 or +1 253 215 8782 or +1 346 248 7799 or +1 646 876 9923 or +1 301 715 8592 or +1 312 626 6799 or 888 683 5191 (Toll Free) or 855 880 1246 (Toll Free) or 877 853 5257 (Toll Free) 
Meeting ID: 
842 9340 1249
Passcode: 
297264
",,Ingrid Caudel,(971) 701-1133,Ingrid.CAUDEL@dlcd.oregon.gov,,,,,,,,,,,,,,,,,
Behavior Analysis Regulatory Board Meeting,New meeting entry under current office name of Health Licensing Office,07/29/2022 09:00:00 AM,07/15/2022 12:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,Yes,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,503-934-3605,122953,https://www.oregon.gov/oha/PH/HLO/Board%20Meeting%20Documents/BARB/2022/BARB-Board_Meeting_Documents-07-29-2022.pdf,,,,,,
Council Meeting,Appoint new chair due to vacancy,07/29/2022 08:30:00 AM,07/29/2022 09:00:00 AM,Virtual,Salem,OR,"Please join my meeting from your computer, tablet or smartphone.
https://meet.goto.com/oisc

You can also dial in using your phone.
United States: +1 (872) 240-3412

Access Code: 463-999-709",Yes,Patrick Sieng,,coordinator@oregoninvasivespeciescouncil.org,,,,,,,true,https://meet.goto.com/oisc,(872) 240-3412,463-999-709,,,,,,,
Regular Board Meeting Public Session,,07/29/2022 08:30:00 AM,07/29/2022 12:30:00 PM,800 NE Oregon Street  Room 1B, Portland,OR,,,Gayla Goodwin,971-673-0201,physical.therapy@oregon.gov,,,,,,,,,,,https://www.oregon.gov/pt/Pages/meetings.aspx,,,,,,
Oregon Ocean Acidification and Hypoxia Council ,OAH Council ,07/29/2022 08:00:00 AM,07/29/2022 12:00:00 PM,Remote ,Newport,OR,"Microsoft Teams meeting 
Join on your computer or mobile app 
Click here to join the meeting 
Or call in (audio only) 
+1 503-446-4951,,256329132#   United States, Portland 
Phone Conference ID: 256 329 132# 
Find a local number | Reset PIN 
Learn More | Meeting options 
",yes,Charlotte Regula-Whitefield,,Charlotte.m.regulawhitefield@odfw.oregon.gov,,,,,,,true,,,,,,,,,,
Board Meeting Executive Session,Executive sessions are closed to the public,07/28/2022 04:30:00 PM,07/28/2022 08:00:00 PM,PSOB Suite 407 Webconference, Portland,OR,,,Gayla Goodwin,971-673-0201,physical.therapy@oregon.gov,,,,,,,,,,,,,,,,,
Public Lands Advisory Committee,PLAC,07/28/2022 01:30:00 PM,07/28/2022 03:00:00 PM,TEAMS ,Salem,OR,,Yes,Darrin Brightman,503-689-2732,darrin.w.brightman@das.oregon.gov,,,,,,,,,,,https://www.oregon.gov/das/Facilities/Pages/ResPLACProfile.aspx,,,,,,
Public Lands Advisory Committee,PLAC quarterly meeting of proposed real property transactions,07/28/2022 01:30:00 PM,07/28/2022 03:30:00 PM,Virtual,Salem,OR,Website Link: https://www.oregon.gov/das/Facilities/Pages/ResPLACProfile.aspx,Yes,Darrin Brightman,503-689-2732,darrin.w.brightman@das.oregon.gov ,,,,Darrin Brightman,503-689-2732,,,,Request invite at res.info@oregon.gov,,https://www.oregon.gov/das/Facilities/Pages/ResPLACProfile.aspx,,,,,,
Financial Estimate Committee,,07/28/2022 01:00:00 PM,07/28/2022 02:00:00 PM,Virtual,Salem,OR,,No,Elections Division,503-986-1518,elections.sos@sos.oregon.gov,,,,,,,true,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,,,https://sos.oregon.gov/elections/Pages/committee-meetings.aspx,,,,,,
Area Trauma Advisory Board - 9 (ATAB 9),,07/28/2022 10:00:00 AM,07/28/2022 12:00:00 PM,Audio and videoconference,Videoconference,OR,,,Stella Rausch-Scott,,stella.m.rausch-scott@dhsoha.state.or.us,,,https://www.oregon.gov/oha/PH/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Pages/atab.aspx,,,,,,,,https://www.oregon.gov/oha/PH/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Pages/atab.aspx,,,,,,
Public Safety Memorial Fund Board Meeting,,07/28/2022 10:00:00 AM,07/28/2022 11:00:00 AM,4190 Aumsville Hwy SE,Salem,OR,"Notice of Regular Meeting
The Public Safety Memorial Fund Board will hold a regular meeting on July 28, 2022, directly following the Board on Public Safety Standards and Training meeting beginning at 9:00 a.m. in the Boardroom at the Department of Public Safety Standards and Training located at 4190 Aumsville Hwy SE Salem. For further information, please contact Shelby Alexander at (503) 378-2191.

Agenda Items:
1. Introductions

2. *Approve Minutes from April 28, 2022, Meeting

3. Public Safety Memorial Fund Budget Update
    Presented by Suzy Herring

4. *John Christopher Kilcullen; Eugene Police Department – Supplemental Application for Discretionary PSMF Benefits
    Presented by Suzy Herring

5. Public Safety Memorial Fund Application Discussion
    Presented by Shelby Alexander

6. *Chair and Vice Chair Elections
    Presented by Suzy Herring

7. Public Member Position Discussion
    Presented by Suzy Herring

8. Next regularly scheduled meeting – October 27, 2022, directly following the Board on Public Safety Standards and Training meeting at 9:00 a.m.

Administrative Announcement
This is a public meeting, subject to the public meeting law and it will be recorded. Deliberation of issues will only be conducted by Public Safety Memorial Fund Board members unless permitted by the Chair. Individuals who engage in disruptive behavior that impedes official business will be asked to stop being disruptive or leave the meeting. Additional measures may be taken to have disruptive individuals removed if their continued presence poses a safety risk to the other persons in the room or makes it impossible to continue the meeting.",,Shelby Alexander,503-378-2191,shelby.alexander@dpsst.oregon.gov,,,,,,,,,,,,,,,,,
Electrical and Elevator Board,,07/28/2022 09:30:00 AM,07/28/2022 11:00:00 AM,Building Codes Division - Conference Room A and Virtual,Salem,OR,,,Debi Barnes-Woods,,debra.j.woods@dcbs.oregon.gov,,,,,,,,,,,,,,,,,
Racial and Ethnic Impact Statement – Initiative Petition 17,Oregon Criminal Justice Commission,07/28/2022 09:30:00 AM,07/28/2022 10:30:00 AM,Zoom or in person,Salem,OR,"The Secretary of State will hold a public hearing to receive testimony on the racial and ethnic impact statement for IP 17. Register to attend online via Zoom​: https://us02web.zoom.us/meeting/register/tZYsdOmtpjstH9aKgYFp8bF0-6i4Z5mAzLHK
",Yes,Elections Division,,Elections.SOS@sos.oregon.gov,,,,,,,true,https://us02web.zoom.us/meeting/register/tZYsdOmtpjstH9aKgYFp8bF0-6i4Z5mAzLHK,,,https://sos.oregon.gov/elections/Pages/cj-commission.aspx,,,,,,
Canceled: OBAC Meeting,,07/28/2022 09:15:00 AM,07/28/2022 12:15:00 PM,Web Conference,Salem,OR,,,Daniel Holbrook,,Daniel.L.Holbrook@biz.oregon.gov,,,,,,,true,https://www.oregon.gov/biz/aboutus/boards/bac/Pages/schedule.aspx,,,https://www.oregon.gov/biz/aboutus/boards/bac/Pages/schedule.aspx,,,,,,
Small-Scale Renewable Energy Study Workshop #4,,07/28/2022 09:00:00 AM,07/28/2022 02:00:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,,,,,,,,,,,
Board on Public Safety Standards and Training Meeting,,07/28/2022 09:00:00 AM,07/28/2022 11:00:00 AM,4190 Aumsville Hwy SE,Salem,OR,"Notice of Regular Meeting
The Board on Public Safety Standards and Training will hold a regular meeting at 9:00 a.m. on Thursday, July 28, 2022, in the Governor Victor G. Atiyeh Boardroom at the Department of Public Safety Standards and Training located at 4190 Aumsville Hwy SE, Salem, Oregon. For further information, please contact Shelby Alexander at (503) 378-2191 or shelby.alexander@dpsst.oregon.gov. 

The meeting will be live-streamed on the DPSST Facebook page:
https://www.facebook.com/DPSSTOregon/ 

Amended Agenda Items:
1. Introductions

2. *Minutes
Approve minutes from the April 28, 2022, Meeting

3. Fire Policy Committee

a. Fire Policy Committee Update – James Oeder, Chair

b. *Consent Agenda (The following items to be ratified by one vote)

A. *Brett Andry DPSST #25852 (North Douglas County Fire & EMS and Fair Oaks Rural Fire Protection District) – No Action
Unanimous vote to recommend to the Board by the FPC on May 25, 2022.

B. *Tammy Russell DPSST #41566 (Pilot Rock Rural Fire Protection District) – No Action
6 (six) to 1(one) vote, with one member abstaining, to recommend to the Board by the FPC on May 25, 2022.

C. *Lemont Southworth DPSST #34547 (Upper McKenzie Rural Fire Protection District) – No Action
Unanimous vote, with one member abstaining, to recommend to the Board by the FPC on May 25, 2022.

D. *Proposed Rule Changes for Oregon Administrative Rule (OAR) 259-009-0125
Unanimous vote to recommend to the Board by the FPC on May 25, 2022.

E. *Proposed Rule Changes for Oregon Administrative Rule (OAR) 259-009-0005, OAR 259-009-0062 and OAR 259-009-0065
Unanimous vote to recommend to the Board by the FPC on May 25, 2022.

4. Criminal Justice Policy Committees

a. Police Policy Committee Update – John Teague, Chair

b. Telecommunications Policy Committee Update – Michael Fletcher, Chair

c. Corrections Policy Committee Update – Matthew English, Chair

d. *Consent Agenda (The following items to be ratified by one vote)

A. *Anson Alfonso DPSST #60285 (DOC/Eastern Oregon Correctional Institution) – Revoke
Unanimous vote to recommend to the Board by the CPC on May 10, 2022.

B. *Alexandrea Cromwell DPSST #61072 (Yamhill County Sheriff’s Office) – Amend
Unanimous vote to have DPSST staff amend the staff report and resubmit the case to the August PPC as an administrative closure on May 19, 2022.

C. *Ashley Dalton DPSST #59197 (Lake Oswego Police Department) – No Action
Unanimous vote to recommend to the Board by the PPC on May 19, 2022.

D. *Eric Deitz DPSST #44402 (DOC/Coffee Creek Correctional Facility) – Revoke
Unanimous vote to recommend to the Board by the CPC on May 10, 2022.

E. *David Dominy DPSST #43910 (Lebanon Police Department) – No Action
10 (ten) to 1 (one) vote to recommend to the Board by the PPC on May 19, 2022.

F. *Oscar Estrada-Herrera DPSST #55548 (Washington County Community Corrections) – Revoke
Unanimous vote to recommend to the Board by the CPC on May 10, 2022.

G. *Mauro Lopez-Pena DPSST #56695 (Malheur County Sheriff’s Office) – No Action
Unanimous vote to recommend to the Board by the PPC on May 19, 2022.

H. *Juan Mendoza DPSST #60596 (Multnomah County Sheriff’s Office) – No Action
Unanimous vote to recommend to the Board by the CPC on June 14, 2022.

I. *Jeffrey Parnell DPSST #45693 (DOC/Oregon State Penitentiary) – Revoke
Unanimous vote to recommend to the Board by the CPC on May 10, 2022.

J. *Daniel Rossetti DPSST #61472 (Washington County Consolidated Communications Agency) – No Action
Unanimous vote to recommend to the Board by the TPC on May 4, 2022.

K. *Michael Schaff DPSST #59573 (Burns Police Department) – No Action
Unanimous vote to recommend to the Board by the PPC on May 19, 2022.

L. *Committee Appointments
Telecommunications Policy Committee Appointments
Joshua Bowerman – Public Member, Appointment to the TPC; 1st term effective 7/28/2022
Les Thomas – Oregon Fire Chief’s Association Representative, Appointment to the TPC; 1st term effective 7/28/2022
Travis Ash – Oregon State Sheriff’s Association Representative, Appointment to the TPC; 1st term effective 7/28/2022

e. *Proposed Rule Changes for Oregon Administrative Rule (OAR) 259-008-0069 (Tribal Law Enforcement)
Presented by Jennifer Howald

5. Private Security/Investigator Policy Committee

a. Private Security Investigator Policy Committee Update – Thomas Thomas, Chair

b. *Consent Agenda (The following items to be ratified by one vote)

A. *Committee Appointments
Private Security/Investigator Policy Committee Appointments
Samantha Schrantz – Private Investigator Representative, Appointment to the PSIPC, 1st term effective 7/28/2022
Arthur Apodaca – Hospitality Representative, Appointment to the PSIPC, 1st term effective 7/28/2022
Nate Nakasone – Unarmed Security Representative, Appointment to the PSIPC, 1st term effective 10/25/2022

B. *Polygraph Licensing Advisory Committee Appointments
 Appointed by Acting Director Brian Henson
 Ratification required by the Board
Susan Couch – Private Sector Polygraph Examiner, Appointment to the PLAC, 1st term effective 7/28/2022
Scott Sudaisar – Private Sector Polygraph Examiner, Appointment to the PLAC, 1st term effective 7/28/2022
Patrick Hartley – Employed Law Enforcement Polygraph Examiner, Appointment to the PLAC, 1st term effective 7/28/2022

7. Department Update – Acting Director Brian Henson

8. Next Meeting Date: October 27, 2022, at 9:00 a.m.

Administrative Announcement
This is a public meeting, subject to the public meeting law and it will be recorded. Deliberation of issues will only be conducted by Board members unless permitted by the Chair. Individuals who engage in disruptive behavior that impedes official business will be asked to stop being disruptive or leave the meeting. Additional measures may be taken to have disruptive individuals removed if their continued presence poses a safety risk to the other persons in the room or makes it impossible to continue the meeting.",,Shelby Alexander,503-378-2191,shelby.alexander@dpsst.oregon.gov,,,,,,,,,,,,,,,,,
"Transfer Council Systems/Ops CCN Subcommittee Meeting July 28, 2022",,07/28/2022 09:00:00 AM,07/28/2022 11:00:00 AM,https://bluecc.zoom.us/j/95932986244,Salem ,OR,,yes,Jennifer Markey,503-979-5162,jennifer.markey@hecc.oregon.gov,,,https://bluecc.zoom.us/j/95932986244,Jennifer Markey,503-979-5162,jennifer.markey@hecc.oregon.gov,,https://bluecc.zoom.us/j/95932986244,1 253 215 8782,959 3298 6244,https://www.oregon.gov/highered/about/Pages/current-materials.aspx,,,,,,
Quarterly Board Meeting,Quarterly Board Meeting,07/28/2022 08:30:00 AM,07/28/2022 04:30:00 PM,Curry County Public Library Second Floor Conference Room,Gold Beach,OR,"The OSMB quarterly meeting will be held virtually and onsite. Public can view the meeting via Teams Live Event live stream or in person. Please note that mobile devices may require installation of a free Teams app to watch.

Public comment for this meeting will be accepted in writing or by attending the public comment portion of the meeting. If you would like to provide oral testimony during the meeting please contact Jennifer Cooper, jennifer.cooper@boat.oregon.gov, to get registered no later than 5:00 pm on July 20, 2022. Public comment will also be accepted in writing until 5:00 pm on July 20, 2022 and can be sent to jennifer.cooper@boat.oregon.gov or by us mail to Oregon State Marine Board, Attn: Jennifer Cooper, 435 Commercial St NE Ste 400 Salem, OR 97301.

Meeting materials are located on our website: https://www.oregon.gov/osmb/info/Pages/Board-and-Public-Meetings.aspx

",Yes,Jennifer Cooper,503-378-2617,jennifer.cooper@boat.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZDJlMmRmOTgtMGZkYS00NjIxLWJmMTUtYzhiZTA0YjE3ZTJm%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22bb8d3ab6-3469-4501-bcb1-fe52a0fb89a4%22%2c%22IsBroadcastMeeting%22%3atrue%7d&btype=a&role=a,,,https://www.oregon.gov/osmb/info/Documents/Board-Meetings/Agenda.July2022.pdf,,,,,,
Governor's Commission on Senior Services Executive Meeting ,,07/28/2022 01:00:00 AM,07/28/2022 02:00:00 AM,Virtual ,Salem,OR,,Yes ,Adam Hansen ,(503) 855-8438,adam.g.hansen@dhsoha.state.or.us,,,,Joseph Lowe,​(971) 239-6666,Joseph.lowe@dhsoha.state.or.us,,https://www.zoomgov.com/j/1619688356?pwd=dXM5WUVLR2MzZkM5bHdERmFKNFMvdz09  (https://www.zoomgov.com/j/1619688356?pwd=dXM5WUVLR2MzZkM5bHdERmFKNFMvdz09%20),669 254 5252,Passcode: 515146 ,https://www.oregon.gov/dhs/SENIORS-DISABILITIES/ADVISORY/GCSS/Pages/Executive-Committee-Meetings.aspx,,,,,,
Continuous Improvement Committee,,07/27/2022 03:00:00 PM,07/27/2022 04:00:00 PM,Virtual,salem,OR,,,Sydney King,,owigeneral@hecc.oregon.gov,,,,,,,,,,,https://www.oregon.gov/workforceboard/board/Pages/publicmeetings.aspx,,,,,,
Oregon Hemp Commission,Consider adopting permanent administrative rules and continue to review policies and procedures.,07/27/2022 02:30:00 PM,07/27/2022 05:00:00 PM,Virtual,Portland,OR,"https://oda.fyi/7nc
Draft agenda items include:
Receiving a verbal report on the administrative rule hearings for Chapter 648, Divisions 10, assessments; Division 40, per diem stipend; and Division 50, Commission ownership, management, disposal and use of intellectual property. The Commission may consider adopting the rules permanently.

Continue to review and discuss Commission Policies and Procedures.",Yes; as time permits,Kristyn Anderson,503-970-3260,kris.anderson@oda.oregon.gov,,,,,,,,https://teams.microsoft.com/l/meetup-join/19%3ameeting_YzFiMWJmOGEtZTdmZC00ODA3LWJjMzctMjA1MTQzMjg1YmRk%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%220751da7a-b363-4e09-a233-a1a42020412e%22%7d,"+1 503-446-4951,,310302942#   United States, Portland  ",310 302 942# ,,,,,,,
Oregon InC Meeting,Full Council Meeting,07/27/2022 01:00:00 PM,07/27/2022 04:00:00 PM,Web Conference Only,Salem,OR,,,Mark Brady,,Mark.Brady@biz.oregon.gov,,,,,,,true,https://www.oregon.gov/biz/aboutus/boards/oregoninc/Pages/schedule.aspx,,,https://www.oregon.gov/biz/aboutus/boards/oregoninc/Pages/schedule.aspx,,,,,,
Applicant Review Committee Meeting,,07/27/2022 01:00:00 PM,07/27/2022 03:00:00 PM,4190 Aumsville Hwy SE,Salem,OR,"Notice of Regular Meeting

The Applicant Review Committee of the Board on Public Safety Standards and Training will hold a regular meeting at 1:00 p.m. on July 27, 2022, at the Department of Public Safety Standards and Training located at 4190 Aumsville Hwy SE, Salem, Oregon.  For further information, please contact Shelby Alexander at (503) 378-2191.

The Applicant Review Committee meeting will be live streamed on the DPSST Facebook page @ https://www.facebook.com/DPSSTOregon

 
Agenda Items:
1. Introductions
2. *Approve May 25, 2022, Meeting Minutes
3. *Alexander Delgadillo, DPSST No. 62905; Department of Corrections/Snake River Correctional Institution
Presented by Melissa Lang-Bacho
4. *Andrea Forrest, DPSST No. 62966; Harney County Sheriff’s Office
Presented by Melissa Lang-Bacho
5. Inquiry Closure Memos – Information Only
Presented by Melissa Lang-Bacho
6. Next Applicant Review Committee Meeting – August 24, 2022, at 1:00 p.m.

Administrative Announcement

This is a public meeting, subject to the public meeting law and it will be recorded. Deliberation of issues will only be conducted by Applicant Review Committee members unless permitted by the Chair. Individuals who engage in disruptive behavior that impedes official business will be asked to stop being disruptive or leave the meeting. Additional measures may be taken to have disruptive individuals removed if their continued presence poses a safety risk to the other persons in the room or makes it impossible to continue the meeting.",,Shelby Alexander,503-378-2191,shelby.alexander@dpsst.oregon.gov,,,,,,,,,,,,,,,,,
Translation Advisory Council Meeting,,07/27/2022 01:00:00 PM,07/27/2022 02:00:00 PM,"250 Winter St NE, Room 103",Salem,OR,"The Council will meet on Wednesday, July 27, at 1:00 PM in Room 103 of the Oregon State Library. The purpose of this meeting is to orient the new council for the upcoming 2022 General Election. The Council is not required to take public testimony. 

Meeting handouts/minutes can be accessed here: https://www.oregon.gov/languages/Pages/about-meetings.aspx",No,Kelly Mills,503-986-2312,TAC.info@sos.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NTY4YjYzYTgtZWFhYS00MmJhLTgyYTMtMTQyNjkxMWYxYTlm%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22b97246b9-0909-43ad-a6cb-be91c56d8609%22%7d,,,https://www.oregon.gov/languages/Pages/default.aspx,,,,,,
Translation Advisory Council Meeting Schedule,,07/27/2022 01:00:00 PM,07/27/2022 04:30:00 PM,"State Library conference room 103, 250 Winter St NE, Salem, OR 97301",Salem,OR,"Pursuant to ORS 251.173, the Secretary of State’s Translation Advisory Council is convened to make recommendations to the Secretary on matters of translation including the translation of voters’ pamphlets prior to each election. The Council reviews translated voter information to ensure that translations are accurate and retain the original tone and meaning in a culturally appropriate manner. The Council is comprised of five members appointed at large and translator members who have proficiency in one of the most commonly spoken languages in Oregon.

The Council will meet on Wednesday, July 27, at 1:00 PM in Room 103 of the Oregon State Library. The purpose of this meeting is to orient the new council for the upcoming 2022 General Election. The Council is not required to take public testimony. Additional information can be found on the Translation Advisory Council website. The schedule is as follows:

Wednesday, July 27, 2022, at 1:00 pm

•	Link for remote attendance
•	State Library conference room 103, 250 Winter St NE, Salem, OR 97301
•	Agenda: 1) Welcome 2) Council Orientation, 3) Introduction to Voters’ Pamphlets
",,Translation Advisory Council,503-986-2312,TAC.info@sos.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NTY4YjYzYTgtZWFhYS00MmJhLTgyYTMtMTQyNjkxMWYxYTlm%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22b97246b9-0909-43ad-a6cb-be91c56d8609%22%7d,,,,,,,,,
ADRC Statewide Advisory Council meeting,,07/27/2022 01:00:00 PM,07/27/2022 03:00:00 PM,Virtual,Salem,OR,"ZoomGov Meeting
https://www.zoomgov.com/j/1602365388?pwd=Zi9FdHZqRUh2RmxaZ2tIaGc5L3BTdz09

Meeting ID: 160 236 5388
Passcode: 904271
One tap mobile
+16692545252,,1602365388#,,,,*904271# US (San Jose)
+16468287666,,1602365388#,,,,*904271# US (New York)

Dial by your location
        +1 669 254 5252 US (San Jose)
        +1 646 828 7666 US (New York)
Meeting ID: 160 236 5388
Passcode: 904271
Find your local number: https://www.zoomgov.com/u/apwUqPMZB

Join by SIP
1602365388@sip.zoomgov.com

Join by H.323
161.199.138.10 (US West)
161.199.136.10 (US East)
Meeting ID: 160 236 5388
Passcode: 904271
",Yes,Dawn Rustrum,503-779-9242,DAWN.L.RUSTRUM@dhsoha.state.or.us,,,,Melinda Meeds,503-568-5247,Melinda.A.Meeds@dhsoha.state.or.us,true,https://www.zoomgov.com/j/1602365388?pwd=Zi9FdHZqRUh2RmxaZ2tIaGc5L3BTdz09,669-254-5252,Meeting ID: 160 236 5388 Passcode: 904271,,,,,,,
Policy Coordinating Committee meeting on Oregon Transportation Plan Update,Meeting #6,07/27/2022 01:00:00 PM,07/27/2022 04:00:00 PM,Virtual - Zoom,Salem,OR,"Meeting details, agenda and access can be found at https://www.oregon.gov/odot/Planning/Pages/otp-update-pcc.aspx

Leave a comment at https://www.cognitoforms.com/ODOT2/oregontransportationplancommentsubmission",,Adam Argo,,Adam.ARGO@odot.oregon.gov,,,,,,,,,,,,,,,,,
