"agency","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Architect Examiners Board","","2021-02-19T09:00:00.000","2021-02-19T15:00:00.000","Videoconference","Salem","OR","","","Mari Karnowski","503-763-0662","mari@osbae.com",,"","","","","",,"","",""
"Architect Examiners Board","","2021-04-16T09:00:00.000","2021-04-16T15:00:00.000","Videoconference"," Salem","OR","","","Mari Karnowski","","mari@osbae.com",,"","","","","",,"","",""
"Architect Examiners Board","","2021-06-11T09:00:00.000","2021-06-11T15:00:00.000","Videoconference","Salem","OR","","","Mari Karnowski","5037630662","mari@osbae.com",,"","","","","",,"","",""
"Architect Examiners Board","","2021-10-15T09:00:00.000","2021-10-15T15:00:00.000","Videoconference"," Salem","OR","","","Mari Karnowski","","mari.karnowski@osbae.oregon.gov",,"","","","","",,"","",""
"Architect Examiners Board","","2022-02-18T09:00:00.000","2022-02-18T15:00:00.000","Videoconference","Salem","OR","","","Mari Karnowski","","mari.karnowski@osbae.oregon.gov",,"","","","","",,"","",""
"Architect Examiners Board","","2021-12-10T09:00:00.000","2021-12-10T15:00:00.000","Videoconference"," Salem","OR","","","Mari Karnowski","","mari.karnowski@osbae.oregon.gov",,"","","","","",,"","",""
"Architect Examiners Board","","2022-03-10T14:00:00.000","2022-03-10T15:30:00.000","Videoconference","Salem","OR","","","Mari Karnowski","","mari.karnowski@osbae.oregon.gov",,"","","","","",,"","",""
"Architect Examiners Board","","2022-06-24T09:00:00.000","2022-06-24T15:00:00.000","Videoconference","Salem","OR","","","Mari Karnowski","","mari.karnowski@osbae.oregon.gov",,"","","","","",,"","",""
"Architect Examiners Board","","2022-08-12T09:00:00.000","2022-08-12T13:00:00.000","Videoconference","Salem","OR","","","Mari Karnowski","","mari.karnowski@osbae.oregon.gov",,"","","","","",,"","",""
"Arts Commission (OBDD)",,"2015-03-13T09:00:00.000","2015-03-13T09:00:00.000","Salem Multicultural Institute/Reed Opera House"," Salem","OR",,,"Kat Bell","503-986-0082","kat.bell@oregon.gov",,,,,,,,,,
"Arts Commission (OBDD)",,"2018-08-17T10:00:00.000","2018-08-17T15:00:00.000","Teleconference","Salem","OR",,,"Kat Bell",,"kat.bell@oregon.gov",,,,,,,,,,
"Arts Commission (OBDD)",,"2017-12-08T10:00:00.000","2017-12-08T11:30:00.000","Teleconference","Teleconference","OR",,"No","Kat Bell","503-986-0082","kat.bell@oregon.gov",,,,"David Huff","503-986-0086","david.huff@oregon.gov",,,,
"Arts Commission (OBDD)",,"2016-08-10T12:30:00.000","2016-08-10T13:30:00.000","Teleconference"," Salem","OR","If you would like to participate, please call or email me for call in details before August 9.",,"Kat Bell","503-986-0082","kat.bell@oregon.gov",,,,,"5039860082",,,,,
"Arts Commission (OBDD)",,"2019-04-22T09:00:00.000","2019-04-22T15:30:00.000","Dye House, Willamette Heritage Center"," Salem","OR",,"No","Kat Bell","15039860082","kat.bell@oregon.gov",,,,"Kat Bell","15039860082","kat.bell@oregon.gov",,,,"https://www.oregonartscommission.org/about/commission-meetings (https://www.oregonartscommission.org/about/commission-meetings)"
"Arts Commission (OBDD)","","2021-03-12T08:30:00.000","2021-03-12T12:00:00.000","Teleconference"," Salem","OR","","","Kat Bell","971-304-5044","kat.bell@oregon.gov",,"","","","","",,"","",""
"Arts Commission, Oregon","Joint Subcommittee Meeting","2013-12-23T08:30:00.000","2013-12-23T10:00:00.000","Salem","Salem","OR","Teleconference Meeting",,"Kat Bell","503-986-0082","kat.bell@state.or.us",,,,,,,,,,"http://www.oregonartscommission.org/sites/default/files/commission_meetings/agenda/for%20web%20-%20Joint%20Subcommittee%20Agenda%2012.23.13.pdf"
"Asian and Pacific Islander Affairs, Commission on",,"2019-11-15T12:15:00.000","2019-11-15T13:15:00.000","200 SW Market Street, Suite 1900 (Bullard Law office), ZIP 97201"," Portland","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on",,"2020-01-15T09:30:00.000","2020-01-15T12:00:00.000","Oregon State Bar - Sandy Room - 16037 SW Upper Boones Ferry Road"," Tigard","OR",,"Yes","Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","","2020-03-18T09:30:00.000","2020-03-18T12:00:00.000","NEW LOCATION: 421 SW Oak St., Suite 770, ZIP 97204"," Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on",,"2020-05-20T09:30:00.000","2020-05-20T12:00:00.000","Oregon State Bar - Sandy Room - 16037 SW Upper Boones Ferry Road"," Tigard","OR",,"Yes","Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","","2020-11-18T09:30:00.000","2020-11-18T12:00:00.000","Zoom: https://us02web.zoom.us/j/81995865932?pwd=Rys3aFFvK0lhUWpjMnN0a3BZR3Q1Zz09"," Tigard","OR","","Yes","Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","","2020-07-15T09:30:00.000","2020-07-15T12:00:00.000","https://us02web.zoom.us/j/86760671042?pwd=UFR2M2V5aU9Ndkc3YVVTR1BRVHB4QT09","Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2014-09-17T09:30:00.000","2014-09-17T12:00:00.000","OS Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., Tigard OR 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular meeting","2014-03-19T10:00:00.000","2014-03-19T12:00:00.000","Oregon State Bar, Oregon State Bar, 16037 SW Upper Boones Ferry Rd., 97224"," Tigard","OR",,"Yes","Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular meeting","2014-07-16T09:30:00.000","2014-07-16T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2012-01-23T09:00:00.000","2012-01-23T12:00:00.000","800 NE Oregon St., Room 918, Portland OR 97232"," Portland","OR",,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2014-05-21T09:30:00.000","2014-05-21T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503.302.9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503.302.9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular meeting","2012-07-18T10:00:00.000","2012-07-18T12:00:00.000","800 NE Oergon St., Room 615, Portland, OR 97232"," Portland","OR",,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2013-11-20T10:00:00.000","2013-11-20T12:00:00.000","Rm 1A, 800 NE Oregon St. (Zip code 97232)"," Portland","OR",,"Yes","Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2013-09-18T10:00:00.000","2013-09-18T12:00:00.000","Rm 1A, 800 NE Oregon St. (Zip Code 97232) "," Portland","OR",,"Yes","Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2015-01-21T09:30:00.000","2015-01-21T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224","Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2015-09-16T09:30:00.000","2015-09-16T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2014-01-15T10:00:00.000","2014-01-15T12:00:00.000","Willamette University, Mudd Building, 315 Winter St SE, Room 302, ZIP 97301"," Salem","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503-302-9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2014-11-19T09:30:00.000","2014-11-19T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., Tigard OR 97224"," Tigard","OR",,"Yes","nancy.kramer@oregon.gov","503-302-9725","nancy.kramer@oregon.gov",,,,"nancy.kramer@oregon.gov","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Strategic Planning session","2012-11-21T10:00:00.000","2012-11-21T13:00:00.000","800 NE Oregon St., Room 1B, Portland OR 97232"," Portland","OR",,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2013-01-16T10:00:00.000","2013-01-16T12:00:00.000","800 NE Oregon St., Room 1D, Portland, OR 97232"," Portland","OR",,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2015-05-20T09:30:00.000","2015-05-20T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2013-05-15T10:00:00.000","2013-05-15T12:00:00.000","Room 1D, 800 NE Oregon St., (Zip Code 97232)"," Portland","OR",,"Yes","Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2013-03-20T10:00:00.000","2013-03-20T12:00:00.000","State Building, 800 NE Oregon St., Room 1D, 97232 "," Portland","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503-302-9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2015-11-18T09:30:00.000","2015-11-18T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Meeting","2012-12-14T14:30:00.000","2012-12-14T16:30:00.000","Leftbank Building Suite 215, 240 N. Broadway, 97227"," Portland","OR",,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503 302 9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2016-03-16T09:30:00.000","2016-03-16T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2015-03-18T09:30:00.000","2015-03-18T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2012-05-16T10:00:00.000","2012-05-16T12:00:00.000","State Office Building, 800 NE Oregon St., 97232, Room TBD"," Portland","OR","Topics of interest to the OCAPIA will be discussed.",,"Nancy Kramer","5033029725","nancy.kramer@state.or.us",,,,"Nancy Kramer","5033029725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2015-07-15T09:30:00.000","2015-07-15T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224","Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2016-11-16T09:30:00.000","2016-11-16T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular meeting","2012-09-19T10:00:00.000","2012-09-19T12:00:00.000","200 SW Market St., Conference Room 150 (Portland Business Alliance), Portland 97201"," Portland","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503-302-9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2013-07-17T10:00:00.000","2013-07-17T12:00:00.000","Room 1A, 800 NE Oregon St. (Zip Code 97232)"," Portland","OR",,"Yes","Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,"Nancy Kramer","503.302.9725","nancy.kramer@state.or.us",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2016-09-21T09:00:00.000","2016-09-21T11:00:00.000","State Library of Oregon, 250 Winter Street NE, Room 102, ZIP 97301"," Salem","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on",,"2018-09-19T09:30:00.000","2018-09-19T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular OCAPIA Meeting","2017-03-15T09:30:00.000","2017-03-15T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boone's Ferry Road, ZIP 97224","Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular OCAPIA Meeting","2017-01-18T09:30:00.000","2017-01-18T12:00:00.000","Portland Business Alliance, ​Columbia Conference Room, 200 SW Market Street, Suite 150, ZIP 97201 "," Portland","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular OCAPIA Meeting","2017-11-15T09:30:00.000","2017-11-15T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boone's Ferry Road, ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2016-07-20T09:30:00.000","2016-07-20T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2018-07-18T09:30:00.000","2018-07-18T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregn.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregn.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2018-03-21T09:30:00.000","2018-03-21T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boone's Ferry Road, ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2016-01-20T09:30:00.000","2016-01-20T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on",,"2019-01-16T09:30:00.000","2019-01-16T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2018-05-16T09:30:00.000","2018-05-16T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on",,"2018-12-14T12:00:00.000","2018-12-14T12:45:00.000","Willamette University, College of Law, 245 Winter Street SE, ZIP 97301"," Salem","OR",,"No","nancy.kramer@oregon.gov","503-302-9725","nancy.kramer@oregon.gov",,,,"nancy.kramer@oregon.gov","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular OCAPIA Meeting","2017-10-06T12:15:00.000","2017-10-06T13:00:00.000","Capitol Building, Rm 350, 900 Court St. NE, ZIP 97301"," Salem","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular OCAPIA Meeting","2017-07-19T09:30:00.000","2017-07-19T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boone's Ferry Road, ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2018-01-17T09:30:00.000","2018-01-17T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular Meeting","2016-05-18T09:30:00.000","2016-05-18T12:00:00.000","Oregon State Bar, Sandy Meeting Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","Regular OCAPIA Meeting","2017-05-17T09:30:00.000","2017-05-17T12:00:00.000","Capitol building, Room 243, 900 Court St. NE, ZIP 97301","Salem","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on",,"2019-03-20T09:30:00.000","2019-03-20T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on",,"2019-05-15T09:30:00.000","2019-05-15T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., OR 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on",,"2019-09-18T09:30:00.000","2019-09-18T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., OR 97224","Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on",,"2019-07-17T09:30:00.000","2019-07-17T12:00:00.000","Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., OR 97224"," Tigard","OR",,"Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,"Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,,,
"Asian and Pacific Islander Affairs, Commission on","","2020-09-16T09:30:00.000","2020-09-16T12:00:00.000","Zoom: https://us02web.zoom.us/j/83232393829?pwd=UTdDUDU0REw3bFc3TklGcmFIU2hDUT09","Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","(503) 302-9725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","","2021-03-17T09:30:00.000","2021-03-17T12:00:00.000","Zoom:https://us02web.zoom.us/j/85200750602?pwd=bnQvMnBpYUVRR1R3M1JNYzIzSFNuUT09"," Portland","OR","","","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer ","5033029725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","","2021-05-19T09:30:00.000","2021-05-19T12:00:00.000","Zoom: https://us02web.zoom.us/j/88353559320?pwd=UTNwK1hnMkRyTWFYSWVaczJUYkVXdz09"," Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","","2021-09-01T09:30:00.000","2021-09-01T12:00:00.000","Zoom: https://us02web.zoom.us/j/87421887840?pwd=YmVtdFhqTWRYcnRjVHh1Vk1uMUpsdz09"," Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","","2021-11-03T09:30:00.000","2021-11-17T12:00:00.000","Zoom"," Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","","2021-07-07T09:30:00.000","2021-07-07T12:00:00.000","Zoom: https://us02web.zoom.us/j/86706328527?pwd=SUtqNWpBWXNub21vQlV6ek0zZjVIdz09"," Portland","OR","","Yes","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","5033029725","nancy.kramer@oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","","2022-01-05T09:30:00.000","2022-01-05T12:00:00.000","Zoom: https://us06web.zoom.us/webinar/register/WN_AL7dxHVrRFmwOQpWvXncFA","Portland","OR","","Yes","Nancy Kramer","503-302-9725","nancy.kramer@oac.oregon.gov",,"","","Nancy Kramer","503-302-9725","nancy.kramer@oac.oregon.gov",,"","",""
"Asian and Pacific Islander Affairs, Commission on","","2022-03-02T09:30:00.000","2022-03-02T12:00:00.000","Zoom: https://us06web.zoom.us/webinar/register/WN_UBKvm10SQO22NAHflQ0IiA"," Portland","OR","","Yes","Nancy Kramer","503-302-9725","nancy.kramer@oregon.gov",,"","","Nancy Kramer","5033029725","nancy.kramer@oac.oregon.gov",,"","",""
"Aviation Department","January 2020 Oregon Aviation Board Special Meeting","2020-01-10T17:00:00.000","2020-01-10T18:00:00.000","Oregon Department of Aviation, 3040 25th Street SE"," Salem","OR","The Oregon Aviation Board will be holding a special board meeting Friday, January 10, 2020 at 5:00 p.m. at the Oregon Department of Aviation located in Salem, Oregon. The meeting is available via teleconference and web stream (see attached agenda for information). The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.

Persons with disabilities who require special accommodations please call (503)378-2217  before the meeting.
","","Mary Buell","5033782217","mary.buell@aviation.state.or.us",," ()"," ()","","","",,"8882512909","5634428"," ()"
"Aviation Department","January 2020 Oregon Aviation Board Special Meeting","2020-01-10T17:00:00.000","2020-01-10T18:00:00.000","Oregon Department of Aviation, 3040 25th Street SE","Salem","OR","The Oregon Aviation Board will be holding a special board meeting Friday, January 10, 2020 at 5:00 p.m. at the Oregon Department of Aviation located in Salem, Oregon. The meeting is available via teleconference and web stream (see attached agenda for information). The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.

Persons with disabilities who require special accommodations please call (503)378-2217  before the meeting.
","","Mary Buell","5033782217","mary.buell@aviation.state.or.us",," ()"," ()","","","",,"8882512909","5634428"," ()"
