Title,Service Era(s),Description,Reference,Location,Address,Directions,City,County,Photo,Validated?
Memorial at Tillamook,All,Plaque dedicated to the men and women of Tillamook County who served during the Korean and Vietnam Conflicts to help preserve a free nation,,U.S. Post Office,"2200 First Street
Tillamook, OR 97141
(45.457443, -123.842039)",,Tillamook,Tillamook,,No
A memorial pedistal at Spray,All,"The Memorial, a concrete pedestal supporting a flagpole, has a brass inscribed marker “dedicated to all those who have served in the Armed Forces in the effort to preserve liberty and freedom.” Dedicated: 1986",,"East of the town on Hwy 1, south side of highway","Spray, OR 97874
(44.946357, -119.766133)",,Spray,Wheeler,,No
Crystal Lake Cemetary Soldier's Monument,Civil War,Soldier’s Monument--Civil War,,,"360 SW Avery Ave
Corvallis, OR 97333
(44.504053, -123.293827)",,Corvallis,Benton,,No
Wall of Remembrance,All,A Wall of Remembrance to honor all early pioneers and Native Americans which are entered at the St. Paul Pioneer Cemetery.  Many of the graves were bulldozed in a misguided attempt to clean up the cemetery back in the 1930’s. Many of those deceased were veterans and warriors.,,St. Paul Pioneer Cemetery,"G Street
St. Paul, OR 97137",,St. Paul,Marion,,No
"The LCPL Randy Lee Newman, U.S.M.C., Veterans Memorial Walkway",All,"The LCPL Randy Lee Newman, U.S.M.C., Veterans Memorial Walkway is partially on the Veterans  Memorial Bridge, on Newport St., and adjacent to Brooks Park ending at Wall St. Two 3-foot by 3 foot granite monuments are located near the end of the walkway and adjacent to the sidewalk ",,,"35 NW Drake Rd
Bend, OR 97707
(44.061484, -121.315764)",,Bend,Deschutes,,No
"Memorial to WWII Medal of Honor recipient, Lt. David Kingsley, U.S. Army Air Corps.",WWII,"Memorial to WWII Medal of Honor recipient (posthumous), Lt. David Kingsley, U.S. Army Air Corps",,KIngsley Field Air Base,"Arnold Drive
Klamath Falls, OR 97601
(42.268895, -121.907762)",,Klamath Falls,Klamath,,No
Ione Veteran Memorial Plaque,All,Veteran Memorial Plaque,,North end of the football field,"445 Spring Street
Ione, OR 97843
(45.499951, -119.828917)",,Ione,Morrow,,No
A plaque in honor of all veterans of the World Wars,All,A plaque in honor of all veterans of the World Wars.,,Civic Auditorium Building,"E. 4th and Federal Street
The Dalles, OR 97058
(45.599463, -121.181891)",,The Dalles,Wasco,,No
Echo Memorial Football Field ,Multiple,"Echo Memorial Football Field was rededicated on Nov. 11, 2003, exactly 56 years after the original dedication. A rebuilt flagpole and memorial plaque were placed in memory of the Echo men who died in World Wars I and II.",,,"600 Gerome St
Echo, OR 97826
(45.700768, -119.213464)",,Echo,Umatilla,,No
Flagpole with plaque at Little Church ,All,Flagpole with plaque is in memory of those who gave their lives for this country.,,,"SE 7th and Spokane Street
Portland, OR 97202
(45.483127, -122.64001)",,Portland,Multnomah,,No
U.S. Merchant Marine and Liberty Ship Memorial,All,U.S. Merchant Marine and Liberty Ship Memorial including the mast of the USS Oregon.,,,"1270 NW Naito Parkway
Portland, OR 97209
(45.529297, -122.684679)",,Portland,Multnomah,,No
Flag Room and Flagpole,All,"A Flag Room dedicated to the men and women of Clatsop County who served our country in time of war.  Also, a flagpole with plaque is outside of the library.",http://www.americanmemorialsdirectory.com/oregon.html,,"450 10th St
Astoria, OR 97103
(46.188034, -123.832753)",,Astoria,Clatsop,,No
Army Reserve Center Memorial,All,"A Memorial was dedicated November 7, 1959, in memory of PFC Robert C. Smith. He graduated from Corvallis High School and attended what is now Oregon State University. Smith was killed in action on Jan. 23, 1945.",,,"1100 NW Kings Blvd, Corvallis
Corvallis, OR 97330
(44.577803, -123.275296)",,Corvallis,Benton,,No
Veterans Monument,All,Veterans Monument,,,"37295 Cemetery Rd
Lebanon, OR 97355
(44.530772, -122.850133)",,Lebanon,Linn,,No
Memorial Stone at Waldport,All,"Memorial Stone dedicated to those who lost their lives in all wars. The Veterans Park was dedicated on Memorial Day, 1996",,Veterans Park,"Hwy 34
Waldport, OR 97394
(44.415678, -124.028644)",,Waldport,Lincoln,,No
Walter Norton and Houston Vaugh Memorial,WWII,"Granite plaque with a fountain has two names engraved: Walter Norton 1925-45, killed in service; and Houston Vaugh 1916-42.  The plaque’s inscription reads: “They paid the supreme price for our freedom.”  Vaugh was a Marine serving with a USMC detachment on the Navy cruiser USS Houston that was sunk by
the Japanese in the Battle of Java Sea in 1942.  Vaugh also is listed on a large granite honor roll memorial in Manila, Philippines. A bronze marker, in his memory, located at the cemetery on the east side of Mill Creek on west side of the cemetery",,High School grounds,"340 SE High St
Mitchell, OR 97750
(44.56547, -120.153785)",,Mitchell,Wheeler,,No
Veterans’ Memorial Swimming Pool,All,Veterans’ Memorial Swimming Pool,,Veterans' Memorial Swimming Pool,"401 Palmer Ave
La Grande, OR 97850
(45.252461, -118.271443)",,La Grande,Union,,No
The Burrell M. Baucum Memorial Plaque,All,"A memorial plaque in memory of “Burrell M. Baucum, an officer and soldier, brave of heart, sincere of purpose and faithful to trust, who fell here, July 1, 1933, in performance of his duty.” The plaque was inscribed by his fellow Oregon State Police officers and fellow Oregon National Guard soldiers.",,"Merlin Rest area (northbound), milepost 63 on I-5","I-5
Merlin, OR 97532
(42.548428, -123.551094)",,Merlin,Josephine,,No
Blue Star Memorial Marker,All,"Blue Star Memorial marker dedicated to all service men and women who have and or will serve our country, especially those of Umatilla and surrounding areas",,Umatilla Park,"Sixth Street
Umatilla, OR 97882
(45.914158, -119.313446)",,Umatilla,Umatilla,,No
Memorial at Village Green Park,All,Veteran’s memorial stones grace the grounds of Village Green Park’s Veterans Park which is dedicated to all veterans,,,"101 E. Washington Avenue
Sisters, OR 97759
(44.324603, -121.591817)",,Sisters,Deschutes,,No
Honor Roll Plaque,WWII,Honor Roll Plaque listing of Rainier High School graduates who were killed in WWII.,,,"106 W B St
Rainier, OR 97048
(46.04761, -122.975509)",,Rainier,Columbia,,No
Molalla Veterans Memorial,All,Plaque dedicated to all veterans of all services,,,"Molalla, OR 97038
(45.083267, -122.538784)",,Molalla,Clackamas,,No
Korean War Memorial,Korean War,"Korean War Memorial features two plaques inscribed with the names, ranks, and dates of death of all Korean veterans from Jackson and Josephine counties. It also includes the number of soldiers missing in action,wounded and killed. A photo of Korea, the Cross of Malta (VFW symbol), and poems are included.
Dedicated July 27, 1993.",,Rogue River VFW Post,"410 Main Street
Rogue River, OR 97537
(42.610126, -123.115261)",,Rogue River,Jackson,,No
Vale Granite Stone Marker ,All,Granite stone marker with flagpole with the following inscription: “In memory of our honored dead. Let us never forget those comrades who gave their lives that our freedom might live.” Dedicated in 1975.,,,"Valley View Road
Vale, OR 97918
(44.070009, -117.275257)",,Vale,Malheur,,No
USS Sederstrom (WW II) ship's bell,WWII,"USS Sederstrom (WW II) ship's bell. The ship was named after Ens.Delmore Sederstrom of Salem who was killed at Pearl Harbor, Hawaii on Dec. 7, 1941.",,ODVA Veterans’ Building lobby,"700 Summer Street NE
Salem, OR 97301
(44.948512, -123.006732)",,Salem,Marion,,No
Memorial Plaque in Kam Wa City Park,All,"A memorial has a concrete pillar with flagpole on top. A brass plaque on the side of the pillar reads: ""To our departed comrades.""",,"Kam Wa City Park, in center of town","John Day, OR 97845
(44.427681, -119.173493)",,John Day,Grant,,No
Plaque dedicated to “Our Country’s Dead” ,All,Plaque dedicated to “Our Country’s Dead”,,Odd Fellows Cemetery,"4603 E 3rd Street
Tillamook, OR 97141
(45.45722, -123.80816)",,Tillamook,Tillamook,,No
Depoe Bay Monument,All,"A pyramid is dedicated to “honoring those Americans who serve their country” with a granite base and the plaque. Inside the concrete is a ""time capsule"" filled with business cards, newspapers of the time, and personal stories. Dedicated: Nov. 11, 1999.",,Depoe Bay Park,"Depoe Bay, OR 97341
(44.840049, -124.049322)",,Depoe Bay,Lincoln,,No
Veterans Memorial and Rose Garden,Multiple,"Veterans Memorial and Rose Garden is a stonework wall with bronze plaques lists names of veterans killed in WWI, WWII, Korea, Vietnam, and Persian Gulf.  The memorial includes a flagpole in the center wall.",,Across from Millsite Park,"Volunteer Way
Myrtle Creek, OR 97457
(43.060916, -123.208665)",,Myrtle Creek,Douglas,,No
Nyssa Hilltop Cemetery Veterans plot,All,"Triangle shaped cube located on a veterans plot with engraving “In memory of our comrades” and “Lest we forget”. The Veterans plot was donated by the City of Nyssa. Dedicated on May 30, 1939",,,"690 Hilltop Rd
Nyssa, OR 97913
(43.89478, -117.004898)",,Nyssa,Malheur,,No
Memorial Plaques,All,Various memorial plaques.,http://www.americanmemorialsdirectory.com/oregon.html,,"749 Commercial Street
Astoria, OR 97103
(46.189098, -123.835192)",,Astoria,Clatsop,,No
America's Fighting Forces Memorial,All,"America’s Fighting Forces Memorial. The inscription reads, “In honor of those who have served in the Armed Forces in an effort to preserve Liberty and Freedom.” Dedicated in 1993",,Fir Lawn Cemetery,"1070 W Main Street
Hillsboro 97124, OR 97123
(45.522802, -123.001713)",,Hillsboro,Washington,,No
Memorial Plaque at Morrow County Cemetery,All,Memorial Plaque,,Morrow County Cemetery,"Morgan, OR 97843
(45.48223, -119.859362)",,Morgan,Morrow,,No
Engraved Stone Monument,All,Engraved Stone Monument.,,,"500 Court Street
Moro, OR 97039
(45.481107, -120.612905)",,Moro,Sherman,,No
Pvt 1st Class William Stephenson Memorial granite slab, Vietnam War,"A granite slab is mounted vertically in a metal frame pedestal. Inscription: “Pvt 1st Class William Stephenson, Vietnam, 1942-67, who was killed in service. Greater love hath no man than to lay down his life for his brother.” Dedicated in 1968",,Next to the south side of the shop building,"S. Nelson Street
Mitchell, OR 97750
(44.522446, -120.020127)",,Mitchell,Wheeler,,No
Liberty Bell replica,All,Liberty Bell replica located outside of City Hall.,,,"1221 SW 4th Avenue
Portland, OR 97204
(45.518464, -122.67482)",,Portland,Multnomah,,No
J. Winfield Scott Memorial,All,"A raised round concrete pillar with flagpole in the center and two brass emblems were dedicated to the memory of J. Winfield Scott, 1881-1954.",,,"Prairie, OR 97869
(44.577838, -118.617798)",,Prairie,Grant,,No
Greenwood Hills Cemetery Civil War Stone Monument,Civil War,Stone monuments with plaques dedicated to Civil War veterans.,,,"Primrose Street
Portland, OR 97219
(45.456622, -122.705771)",,Portland,Multnomah,,No
Tribute statute for the Philippine Inurrection,Other,"A Bronze statue of a soldier is atop a concrete pillar, a tribute to the fallen heroes of the Philippine Insurrection",,Lownsdale Park,"SE 3rd and 4th Avenues
Portland, OR 97204
(45.518464, -122.67482)",,Portland,Multnomah,,No
Coos Bay Memorial,All,A wooden life-sized three-figure statue memorializing America’s war heroes consists of two soldiers and a nurse near a 20-foot tall flagpole,,,"150 S. 4th Street
Coos Bay, OR 97420
(43.350712, -124.180842)",,Coos Bay,Coos,,No
Sherman County Historical Society Museum Veterans Room,All,Sherman County Historical Society Museum has dedicated one room to the county's veterans,,,"200 Dewey St
Moro, OR 97039
(45.481107, -120.612905)",,Moro,Sherman,,No
The Mountain View High School Memorial ,Iraq/Afghanistan,The Mountain View High School memorial is dedicated to graduates Sgt. Zachary McBride and LCPL Randy Newman who were killed while serving in support of Operation Iraqi Freedom.,,,"2755 NE 27th St.
Bend, OR 97707
(43.847139, -121.471292)",,Bend,Deschutes,,No
Memorial at Hudson Cemetery,All,Memorial dedicated to all veterans who served during peace and war was dedicated in 1988.,,Hudson Cemetery,"Larson Rd
Rainier, OR 97048
(46.04761, -122.975509)",,Rainier,Columbia,,No
Lincoln Square,Civil War,"An area between Madison and Main is named Lincoln Square because of the 10-foot bronze statue of Abraham Lincoln, standing with bowed head, on a granite base. Sculpted by George Fite Waters and donated by Dr. Henry Waldo Coe, it was unveiled on Oct. 5, 1928, as a tribute to soldiers and life during the Civil War.",,South Park Blocks,"Portland, OR 97219
(45.456622, -122.705771)",,Portland,Multnomah,,No
Polk County Courthouse Memorial,All,"Plaques honoring each military branch, the Merchant Marine veterans and those who helped with the war effort on the home front. Each bronze plaque bears the branch’s name and insignia. The plaques join an existing one dedicated on Nov. 11, 2000 “to all veterans who answered the call” on the cement wall. Dedicated on May 29, 2004.",,Polk County Courthouse,"850 Main Street
Dallas, OR 97338
(44.929213, -123.334308)",,Dallas,Polk,,No
Lion’s Park Memorial,WWII,"A granite upright memorial is dedicated to WWII veterans. Dedicated on October 30, 1950.",,,"SW 4th Avenue and SW 9th Street
Ontario, OR 97914
(44.064239, -117.000616)",,Ontario,Malheur,,No
Plaques and photographs of World War II training at Camp Abbot,WWII,Plaques and photographs of World War II training at Camp Abbot.  A Camp Abbot display is located at Sunriver’s Nature Center,,,"17600 Center Dr
Sunriver, OR 97707
(43.847139, -121.471292)",,Sunriver,Deschutes,,No
Memorials Plaque inside the Mitchell Community Building,All,Three brass Honor Roll plaques are placed on the wall inside the Mitchell Community Building. Dedicated in 1989,,Community Building,"S. Nelson Street
Mitchell, OR 97750
(44.522446, -120.020127)",,Mitchell,Wheeler,,No
The Mt. Hebo Memorial Plaque,All,The Mt. Hebo Memorial plaque was dedicated in 1987,,On-site at the former Mt. Hebo U.S. Air Force Station,"Hebo, OR 97122
(45.180409, -123.819804)",,Hebo,Tillamook,,No
Veterans Memorial,All,"A masonry stone mounting and an inscribed brass plaque and flagpole. Dedicated in May 1994, to the memory of those who served in the U.S. Armed Services. Also in the cemetery is a mounted brass plaque inscribed: “American Legion Memorial Cemetery, gift of Emma and Emil Weber. Dedicated: Nov. 11, 1926.""",http://www.americanmemorialsdirectory.com/oregon.html,,"S Bridge St
Baker City, OR 97814",,Baker City,Baker,,No
Oregon Veterans Medal of Honor Memorial ,All,"Oregon Veterans Medal of Honor Memorial has 13 granite pillars surround the U.S. and Oregon flagpoles on either side of the State Capitol. Attached to the pillars are bronze plaques bearing images of the Medal of Honor recipients and full text of their official Citations. Another pillar bears a plaque listing Medal of
Honor recipients with Oregon ties, who did not enter the service from Oregon.
Dedicated: Sept. 18, 2004",,State Capitol Building,"900 Court St NE
Salem, OR 97301
(44.948512, -123.006732)",,Salem,Marion,,No
Memorial Plaque at Wells Springs,All,Memorial Plaque,,Morrow County Cemetery,"Wells Springs, OR 97843
(45.48223, -119.859362)",,Wells Springs,Morrow,,No
Mid-Columbia Veterans’ Memorial ,All,"Mid-Columbia Veterans’ Memorial consists of 58 plaques which lists every major conflict of American history, up to and including the Sept. 11, 2001 terrorist attacks. The Memorial complex includes three separate memorials, including one dedicated to Loren Kaufman, a Medal of Honor recipient. A life- size bronze represents WWII veterans, smaller figures mark other major wars and plaques cover other conflicts. A bronze eagle sits on top of the memorial. Dedicated on July 4, 2002",,Kelly Viewpoint,"The Dalles, OR 97058
(45.567565, -121.207048)",,The Dalles,Wasco,,No
Brookings Memorial Marker,WWII,Only known incident of Japanese bombing on American mainland during World War II.,,Near Constitution Way,"Brookings, OR 97415
(42.173482, -124.185173)",,Brookings,Curry,,No
Unknown Soldier’s Gravestone,WWII,"An “Unknown Soldier’s” grave is marked by a granite gravestone on the left side of the roadway, about 75 feet from the cemetery entrance. The gravestone was placed by the local American Legion in the 1940s. The remains are those of a uniformed soldier that washed up on the beach in World War II.",,,"Longwood Dr & Ranch Rd
Reedsport, OR 97467
(43.741444, -123.869072)",,Reedsport,Douglas,,No
Oregon Air National Guard Memorial,Other,A memorial garden surrounding a static aircraft display and plaque dedicated to all fallen flyers that have died while in service to the Oregon Air National Guard. Flagpole is lighted 24 hours. Dedicated in 1991.,,,"6801 NE Cornfoot Rd
Portland, OR 97218
(45.570089, -122.599735)",,Portland,Multnomah,,No
Memorial Plaque in Lebanon,All,Memorial Plaque,,,"480 S Main St
Lebanon, OR 97355
(44.530772, -122.850133)",,Lebanon,Linn,,No
Stone Pillar with Brass Plaque,Desert Storm,Stone Pillar with Brass Plaque dedicated to the veterans of Desert Shield/Desert Storm.,,,"300 E Scenic Dr
The Dalles, OR 97058
(45.592208, -121.1943)",,The Dalles,Wasco,,No
Memorial Plaque honoring World War I veteran Frank W. Groves,WWI,Flagpole with Memorial Plaque honoring World War I veteran Frank W. Groves,,American Legion Post No. 51,"Park & Maple Streets
Lebanon, OR 97355
(44.530772, -122.850133)",,Lebanon,Linn,,No
Vietnam War Plaque, Vietnam War,A plaque dedicated to Vietnam War veterans was made by Oregon Brass Works to match existing bronze memorial of other wars.,http://www.americanmemorialsdirectory.com/oregon.html,,"1995 3rd Street
Baker City, OR 97814
(44.776675, -117.833232)",,Baker City,Baker,,No
Ken Jernstedt Airfield,WWII,The Ken Jernstedt Airfield is named in honor of the late-former Flying Tiger (AVG) ace and WWII test pilot.,,,"Tucker Road
Hood River, OR 97031
(45.613788, -121.607712)",,Hood River,Hood River,,No
Frank Wilson Memorial,WWII,"A plaque is inscribed “In memory of Frank Wilson, WWII, for his dedication to American Legion baseball.” The ball field has been named in his honor and dedicated 1985.",,Nyssa High School,"824 Adrian Blvd
Nyssa, OR 97913
(43.874404, -117.003957)",,Nyssa,Malheur,,No
Harney County Courthouse Memorial,All,A pedestal with a brick tower mounting displays a brass honor roll and a flag pole. The memorial is dedicated to all Harney County veterans who gave their lives in service to their country,,Harney County Courthouse,"450 N Buena Vista Ave
Burns, OR 97720
(43.628072, -118.837128)",,Burns,Harney,,No
Flagpole and Cross dedicated to Unknown Soldier,All,Flagpole and Cross dedicated to Unknown Soldier; and a granite stone and brass plaque.,,Juniper Haven Cemetery,"N Main St
Prineville, OR 97754",,Prineville,Crook,,No
Sunset Highway Memorial Sign,WWII,Memorial Sign dedicates the highway to members of the U.S. Army’s 41st Division (WWII).,,,"Hwy 26
Sunset Highway, OR
(45.426899, -122.526398)",,,Washington,,No
Vietnam Veterans Commemorative Walk Memorial -- “History telling wall”, Vietnam War,"Vietnam Veterans Commemorative Walk Memorial -- “History telling wall” was installed in Jan. 2005, near the Vietnam Veterans Commemorative Walkway",,,"840 W Olive St
Newport, OR 97365
(44.653328, -124.041656)",,Newport,Lincoln,,No
Memorial Plaque at the Lakeview Courthouse,Multiple,A memorial plaque in memory of local veterans who died in Vietnam and Korea is located on the Courthouse lawn.,,,"513 Center Street
Lakeview, OR 97630
(42.234981, -120.5918)",,Lakeview,Lake,,No
Veterans Memorial,All,"A plaque commemorating VFW Post 2848’s gift to Bay City is mounted atop a native boulder with a new  POW/MIA flag. Dedicated: Dec. 16, 2003.",,,"5525 B St
Bay City, OR 97107
(45.524594, -123.890651)",,Bay City,Tillamook,,No
Nestucca Valley Cemetery/Memorial,All,Plaque at Nestucca Valley Cemetery,,,"Hwy 101
Cloverdale, OR 97112
(45.24031, -123.785401)",,Cloverdale,Tillamook,,No
Creswell City Vetrans Memorial,All,"Veterans Memorial is dedicated to the Creswell men killed in war and those men and women serving their country. Dedicated: June 1, 1968",,Shop-Rite Shopping Center parking lot,"Creswell, OR 97426
(43.908611, -123.026556)",,Creswell,Lane,,No
Monument at Malin,All,A masonry and stone monument with marble plaque and flagpole are in memory of those who lost their lives for freedom.,,North end of Malin,"Cemetery Road
Malin, OR 97632
(42.023797, -121.423044)",,Malin,Klamath,,No
Veterans Memorial Gardens,Multiple,"Veterans Memorial Gardens feature markers placed by VFW Post 922, four stones bear the names of Umatilla County soldiers killed or declared missing in action from WWI, WWII, Korea and Vietnam. A fifth stone is for all those who may pay the ultimate price in all other wars. Dedicated: May 31, 2004.",,,"131 SE Byers Ave
Pendleton, OR 97801
(45.620522, -118.640696)",,Pendleton,Umatilla,,No
Heroes Memorial,All,"A Heroes Memorial to honor military veterans, firefighters and police officers is located in one corner of the Main City Park. Completed in 2005.",,,"219 S. Main Ave
Gresham, OR 97030
(45.507276, -122.431683)",,Gresham,Multnomah,,No
