"reference_no_","status","date_open","date_closed","respondent","address_1","address_2","city","state","zip","contactflagonaddr1","business_type","complaint_description","closing_description","location_by_zip","geo_data_location"
"FF5355-19","Closed","2019-10-21T00:00:00.000","2019-12-18T00:00:00.000","ROSS STORES, INC","5130 HACIENDA DR",,"DUBLIN","CA","94568",,"Department Stores","Failed to deliver goods, services or refund despite demand by complainant","Referred Complainant Elsewhere","
,  94568
(37.712627, -121.904985)",
"FF5372-19","Closed","2019-10-21T00:00:00.000","2019-10-28T00:00:00.000","21ST CENTURY TOWING, INC*","8205 N CONGRESS AVE",,"PORTLAND","OR","97217",,"Towing (motor vehicles)","Acted unconscionably during collection activity","Reviewed and Closed","
,  97217
(45.577751, -122.686065)",
"FF5368-19","Closed","2019-10-21T00:00:00.000","2019-12-05T00:00:00.000","CONSUMER CELLULAR INC*","7204 SW DURHAM RD","SUITE 300","PORTLAND","OR","97224",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Unfounded","
,  97224
(45.407281, -122.793534)",
"FF5365-19","Closed","2019-10-21T00:00:00.000","2019-10-21T00:00:00.000","GOVERNMENT GRANT IMPOSTER",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5327-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","CEDAR SQUARE APARTMENTS","10480 SW EASTRIDGE ST",,"PORTLAND","OR","97225",,"Real Estate: Residential Property Managers","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97225
(45.501758, -122.771455)",
"FF5321-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","HOLT INTERNATIONAL CHILDREN'S SERVICE","PO BOX 2880",,"EUGENE","OR","97401",,"Community Service/Charity: Fundraising for Charitable purposes","General allegation of unlawful conduct","Information Only","
,  97401
(44.0665, -123.080966)",
"FF5306-19","Closed","2019-10-18T00:00:00.000","2019-12-09T00:00:00.000","WILDHORSE HARLEY DAVIDSON","63028 SHERMAN RD",,"BEND","OR","97701",,"Autos: Motorcycle Dealers","Failure to honor warranty or guaranty","Reviewed and Closed","
,  97701
(44.109551, -121.302315)",
"FF5331-19","Closed","2019-10-18T00:00:00.000","2019-10-28T00:00:00.000","LITHIA CHRYSLER JEEP DODGE OF MEDFORD","4540 GRUMMAN DR",,"MEDFORD","OR","97504",,"Repair: Automotive Mechanical & Electrical","Failed to properly install goods","Voluntarily Resolved","
,  97504
(42.334784, -122.829243)",
"FF5335-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","Wells Fargo Bank",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5307-19","Closed","2019-10-18T00:00:00.000","2019-12-13T00:00:00.000","COX AUTO SALES","822 INDIAN CREEK DRIVE",,"OAKLAND","OR","97462",,"Autos: Used Car Dealers","Promised delivery with intent not to deliver","Referred Complainant Elsewhere","
,  97462
(43.492908, -123.387707)",
"FF5312-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","BELL & HOWELL",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5315-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","THE SHERWIN WILLIAMS COMPANY",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5332-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","CITIBANK (SOUTH DAKOTA) N.A.*","OFFICE OF THE PRESIDENT","PO BOX 6000","SIOUX FALLS","SD","57117",,"Credit/Lending: Credit Card Issuing","False or misleading discount or savings claimed","Referred Complainant Elsewhere","
,  57117
(43.54731, -96.731297)",
"FF5344-19","Closed","2019-10-18T00:00:00.000","2019-10-23T00:00:00.000","UNIVERSAL TECHNICAL SERVICES","PO BOX 447",,"LOGAN","UT","84323",,"Household Appliance: Extended Service Contracts","False or misleading offers concerning extended service contracts","Voluntarily Resolved","
,  84323
(41.697103, -111.864019)",
"FF5325-19","Closed","2019-10-18T00:00:00.000","2019-12-30T00:00:00.000","YOOFORICCARES.COM",,,,,,,"Manufacturing: Misc.","Employed a negative option","Complainant Did Not Maintain Contact with DOJ",,
"FF5336-19","Closed","2019-10-18T00:00:00.000","2019-11-08T00:00:00.000","SAVEAROUND","30 CHARLES ST",,"BINGHAMTON","NY","13905",,"Food: Limited-Service Restaurants","False or misleading discount or savings claimed","Voluntarily Resolved","
,  13905
(42.142291, -75.93522)",
"FF5322-19","Closed","2019-10-18T00:00:00.000","2019-11-13T00:00:00.000","ROBERSON CHRYSLER PLYMOUTH","3100 RYAN DR SE",,"SALEM","OR","97301",,"Autos: New car dealer selling NEW cars","Failed to fulfill contract","Voluntarily Resolved","
,  97301
(44.948512, -123.006732)",
"FF5341-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","US AIR DUCTS & BUILDERS*","5123 NE 94TH AVE STE A",,"VANCOUVER","WA","98662",,"Real Estate: Services to Buildings & Dwellings, inc. chimney sweeps","Failed to fulfill contract","Information Only","
,  98662
(45.677838, -122.576308)",
"FF5343-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","US AIR DUCTS & BUILDERS*","5123 NE 94TH AVE STE A",,"VANCOUVER","WA","98662",,"Real Estate: Services to Buildings & Dwellings, inc. chimney sweeps","Acted unconscionably by employing unfair and overly aggressive sales tactics","Consumer Did Not Request Action","
,  98662
(45.677838, -122.576308)",
"FF5320-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","SAFELINK WIRELESS*","LEGAL DEPARTMENT","9700 NW 112TH AVE","MIAMI","FL","33178",,"Telecommunications: Cellular & Other Wireless","Telephone portability issue","Referred Complainant Elsewhere","
,  33178
(25.843659, -80.386363)",
"FF5342-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","US AIR DUCTS & BUILDERS*","5123 NE 94TH AVE STE A",,"VANCOUVER","WA","98662",,"Real Estate: Services to Buildings & Dwellings, inc. chimney sweeps","Failed to fulfill contract","Information Only","
,  98662
(45.677838, -122.576308)",
"FF5340-19","Closed","2019-10-18T00:00:00.000","2019-11-01T00:00:00.000","AUTO NATION","1025 E POWELL BLVD",,"GRESHAM","OR","97030",,"Autos: Used Car Dealers","False or misleading representation of the identity of the respondent","Information Only","
,  97030
(45.507276, -122.431683)",
"FF5309-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","AMERICAN REALTY CAPITAL PROPERTIES, IN.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5333-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","US AIR DUCTS & BUILDERS*","5123 NE 94TH AVE STE A",,"VANCOUVER","WA","98662",,"Real Estate: Services to Buildings & Dwellings, inc. chimney sweeps","Failed to fulfill contract","Information Only","
,  98662
(45.677838, -122.576308)",
"FF5316-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","WALT DISNEY PARKS AND RESORTS, US INC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5337-19","Closed","2019-10-18T00:00:00.000","2019-11-13T00:00:00.000","J5 ENFORCEMENT","8640 SW SCHOLLS FERRY RD, #215",,"BEAVERTON","OR","97008",,"Autos: Parking Lots & Garages","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Reviewed and Closed","
,  97008
(45.460518, -122.806409)",
"FF5311-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","MARVIN VON RENCHLER","7475 SW HERMOSO WAY",,"PORTLAND","OR","97223",,"Real Estate: Offices of real estate agents and brokers","Failed to deliver goods, services or refund despite demand by complainant","Referred Complainant Elsewhere","
,  97223
(45.44045, -122.780269)",
"FF5328-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","WOMAN'S DAY","1271 AVENUE OF THE AMERICAS, 42 FLOOR",,"NEW YORK","NY","10020",,"Publishers: Periodical","Collected or attempted to collect for goods or services the complainant never ordered","Consumer Pursuing Own Resolution","
,  10020
(40.759356, -73.979672)",
"FF5324-19","Closed","2019-10-18T00:00:00.000","2019-11-22T00:00:00.000","PAPA MURPHY'S INTERNATIONAL","8000 NE PARKWAY DR, STE 350",,"VANCOUVER","WA","98662",,"Food: Limited-Service Restaurants","Any other unfair or deceptive conduct in an offer or in advertising","Voluntarily Resolved","
,  98662
(45.677838, -122.576308)",
"FF5323-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","EYE BUY DIRECT, INC DATA BREACH","2801 S 1-35, SUITE 170",,"AUSTIN","TX","78741",,"Health: Optical goods","Lost or mishandled consumer's personal data","Information Only","
,  78741
(30.227985, -97.716971)",
"FF5308-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","DEBT COLLECTOR IMPOSTER*",,,,,,,"Fraudulent Entity","False or misleading representation of source by caller ID spoofing","Information Only",,
"FF5329-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","PAYDAY LOAN VICTIM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5326-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","SUN COUNTRY AIRLINES","2005 CARGO ROAD",,"MINNEAPOLIS","MN","55450",,"Travel: Scheduled Passenger Air Transportation","Failed to deliver goods, services or refund despite demand by complainant","Referred Complainant Elsewhere","
,  55450
(44.876893, -93.226592)",
"FF5319-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","KINGS CREEK PLANTATION","191 COTTAGE GROVE LANE",,"WILLIAMSBURG","VA","23185",,"Recreation: Timeshares","Acted unconscionably by employing unfair and overly aggressive sales tactics","Referred Complainant Elsewhere","
,  23185
(37.253258, -76.699169)",
"FF5314-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","NRJM INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5338-19","Closed","2019-10-18T00:00:00.000","2019-11-21T00:00:00.000","DECIDED EXCELLENCE CATHOLIC MEDIA, LLC","714 SW MCDONALD DRIVE #113",,"WILSONVILLE","OR","97070",,"Advertising Agency","Failed to fulfill contract","Voluntarily Resolved","
,  97070
(45.307626, -122.768382)",
"FF5330-19","Closed","2019-10-18T00:00:00.000","2019-10-18T00:00:00.000","SWEETHEART SCAM VICTIM",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF5310-19","Closed","2019-10-18T00:00:00.000","2019-12-09T00:00:00.000","HALSEY AUTOMOTIVE","7721 NE HALSEY ST",,"PORTLAND","OR","97213",,"Repair: Automotive Mechanical & Electrical","Failed to properly install goods","Reviewed and Closed","
,  97213
(45.537521, -122.600376)",
"FF5318-19","Closed","2019-10-18T00:00:00.000","2019-11-05T00:00:00.000","BLUE MOUNTAIN TRANSLATOR DISTRICT","C/O BRANDON EYRE","PO BOX 967","LA GRANDE","OR","97850",,"Telecommunications: Other","Not Assigned","Voluntarily Resolved","
,  97850
(45.252461, -118.271443)",
"FF5285-19","Closed","2019-10-17T00:00:00.000","2019-11-13T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  32720
(29.02782, -81.344851)",
"FF5291-19","Closed","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","REMOTE ACCESS SCAM VICTIM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5287-19","Closed","2019-10-17T00:00:00.000","2019-12-27T00:00:00.000","SKYLINE SECURITY MANAGEMENT INC","10642 DOWNEY AVENUE, SUITE 205",,"DOWNEY","CA","90241",,"Security Systems Services, except Locksmiths","Acted unconscionably by employing unfair and overly aggressive sales tactics","Voluntarily Resolved","
,  90241
(33.940852, -118.128056)",
"FF5283-19","Closed","2019-10-17T00:00:00.000","2019-10-22T00:00:00.000","SHIPITO.COM","11407 SW AMU ST",,"TUALATIN","OR","97062",,"Mail: Couriers","False or misleading offering price","Reviewed and Closed","
,  97062
(45.370754, -122.764013)",
"FF5294-19","Closed","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","LIBERTY HEALTH SHARE","4845 FULTON DRIVE NW",,"CANTON","OH","44718",,"Insurance: Health and Medical","Medical: misleading, confusing, or deceptive billing","Referred Complainant Elsewhere","
,  44718
(40.850489, -81.444245)",
"FF5292-19","Closed","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","CAMBRIDGE REAL ESTATE SERVICES","1107 NW 4TH AVE #200",,"TIGARD","OR","97209",,"Real Estate: Residential Property Managers","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97209
(45.529297, -122.684679)",
"FF5302-19","Closed","2019-10-17T00:00:00.000","2019-10-24T00:00:00.000","KEIPER SPINE","1410 OAK STREET",,"EUGENE","OR","97401",,"Health: Offices of PT/OT/Speech Therapy & Audiology","Medical: misleading, confusing, or deceptive billing","Unfounded","
,  97401
(44.0665, -123.080966)",
"FF5300-19","Closed","2019-10-17T00:00:00.000","2019-11-19T00:00:00.000","FIRESTONE COMPLETE AUTO CARE","844 LANCASTER DR",,"SALEM","OR","97301",,"Repair: Automotive Mechanical & Electrical","Any other unfair or deceptive conduct in an offer or in advertising","Consumer Pursuing Own Resolution","
,  97301
(44.948512, -123.006732)",
"FF5304-19","Closed","2019-10-17T00:00:00.000","2019-11-05T00:00:00.000","ATLAS FINANCIAL SERVICES*","PO BOX 1180",,"VANCOUVER","WA","98666",,"Credit/Lending: Collection Agencies","Acted unconscionably during collection activity","DOJ has No Jurisdiction","
,  98666
(45.630696, -122.674891)",
"FF5284-19","Closed","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","EIGHTY ACRE WATER CORPORATION","80 ACRE ROAD",,"GOLD BEACH","OR","97444",,"Water Supply & Irrigation Systems","General allegation of unlawful conduct","Consumer Pursuing Own Resolution","
,  97444
(42.473952, -124.378477)",
"FF5297-19","Closed","2019-10-17T00:00:00.000","2019-12-09T00:00:00.000","LAVELIER BEAUTY BAR","11123 SE CAUSEY CIR",,"HAPPY VALLEY","OR","97086",,"Health: Cosmetics, Beauty Supplies & Perfume Stores","Elder Financial Exploitation","Respondent Failed to Answer & no further investigation taken","
,  97086
(45.444641, -122.537127)",
"FF5293-19","Closed","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","RECYCLING MINDS HANDYMAN","20 NE SACRAMENTO STREET",,"PORTLAND","OR","97212",,"Construction Contractors, Roofing, Siding & Sheet Metal","Failed to fulfill contract","Referred Complainant Elsewhere","
,  97212
(45.544114, -122.643657)",
"FF5280-19","Closed","2019-10-17T00:00:00.000","2019-12-24T00:00:00.000","JIM MEYER RACING PRODUCTS INC","2795 SE 23RD DR",,"LINCOLN CITY","OR","97367",,"Autos: Automotive Parts, Accessories & Tire Stores","Failed to deliver any goods or services","Respondent Failed to Answer & no further investigation taken","
,  97367
(44.937498, -123.952517)",
"FF5305-19","Closed","2019-10-17T00:00:00.000","2019-10-22T00:00:00.000","PHISHING SCHEME",,,,,,,"Rental: Video Tape & Disk","Collected or attempted to collect for goods or services the complainant never ordered","Reviewed and Closed",,
"FF5295-19","Closed","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","TRULIA","110 110TH AVE NE #700",,"BELLEVUE","WA","98004",,"Real Estate: Other Activities Related to Real Estate","Any other unfair or deceptive conduct in an offer or in advertising","Information Only","
,  98004
(47.619011, -122.203169)",
"FF5290-19","Closed","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","ELIZABETH ANNE KELLEY",,,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Private Lawsuit (Elder Abuse)",,
"FF5298-19","Closed","2019-10-17T00:00:00.000","2019-10-18T00:00:00.000","KINDA AUTO SALES","2822 FORSYTH RD SUITE 426",,"WINTERPARK","FL","32792",,"Autos: Used Car Dealers","Acted unconscionably","Reviewed and Closed","
,  32792
(28.609681, -81.300742)",
"FF5299-19","Closed","2019-10-17T00:00:00.000","2019-12-09T00:00:00.000","SOUTH COAST ORTHOPEDIC ASSOCIATES","2699 N 17TH ST",,"COOS BAY","OR","97420",,"Health: Offices of Physicians (exc Mental Health)","Medical: misleading, confusing, or deceptive billing","Respondent Failed to Answer & no further investigation taken","
,  97420
(43.350712, -124.180842)",
"FF5303-19","Closed","2019-10-17T00:00:00.000","2019-12-11T00:00:00.000","ROQUEMORE AND ROQUEMORE","310 E I-30  STE 200",,"GARLAND","TX","75043",,"Credit/Lending: Collection Agencies","Collected or attempted to collect debt in violation of Unlawful Debt Collection Act","Referred Complainant Elsewhere","
,  75043
(32.857248, -96.596675)",
"FF5288-19","Closed","2019-10-17T00:00:00.000","2019-11-06T00:00:00.000","WEST COAST METAL BUILDINGS INC*","5073 SALEM DALLAS HWY NW",,"SALEM","OR","97304",,"Manufacturing: Fabricated Metal Product","Failed to properly install goods","Voluntarily Resolved","
,  97304
(44.978356, -123.090391)",
"FF5286-19","Closed","2019-10-17T00:00:00.000","2019-11-13T00:00:00.000","LA FITNESS INTL LLC*","3161 MICHELSON, SUITE 600",,"IRVINE","CA","92612",,"Recreation: Health club facilities, physical fitness","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  92612
(33.662262, -117.826486)",
"FF5289-19","Closed","2019-10-17T00:00:00.000","2019-10-17T00:00:00.000","PKF, LLP DATA BREACH","150 RIVERSIDE PLAZA, SUITE 3000",,"CHICAGO","IL","60606",,"Certified Public Accountants","Lost or mishandled consumer's personal data","Information Only","
,  60606
(41.882634, -87.63676)",
"FF5264-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","COMCAST*","CINDY COOK/GOV'T. RELATIONS LIAISON","14243 SW TERMAN RD","BEAVERTON","OR","97005",,"Broadcasting: TV via cable","Failed to fulfill contract","Referred Complainant Elsewhere","
,  97005
(45.49181, -122.804932)",
"FF5265-19","Closed","2019-10-16T00:00:00.000","2019-12-09T00:00:00.000","MERIT EXCHANGE RESOURCES","2250 OAK RD STE # 137",,"SNELLVILLE","GA","30078",,"Credit/Lending: Collection Agencies","Collected or attempted to collect debt in violation of Unlawful Debt Collection Act","Respondent Failed to Answer & no further investigation taken","
,  30078
(33.862558, -84.019401)",
"FF5250-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","UNKNOWN*",,,,,,,"Private Party Elder Fraud","General allegation of unlawful conduct","Information Only",,
"FF5256-19","Closed","2019-10-16T00:00:00.000","2019-12-06T00:00:00.000","BACK SAVERS MOVING LLC","406 E MAIN ST","SUITE B","MEDFORD","OR","97501",,"Movers: Used Household & Office Goods","Complainant suffered damage/injury beyond the original transaction - ""consequential"" damages","Reviewed and Closed","
,  97501
(42.302682, -122.886931)",
"FF5252-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","US POSTAL INSPECTION SERVICE","CRIMINAL INVESTIGATIONS GROUP","475 L'ENFANT PLAZE SW, RM 3800","WASHINGTON","DC","20260",,"General Government","Not Assigned","Information Only","
,  20260
(38.888989, -77.024465)",
"FF5274-19","Closed","2019-10-16T00:00:00.000","2019-11-01T00:00:00.000","ACE AUTOMOTIVE CONSULTING LLC*","16625 SW ASTOR AVE",,"LAKE OSWEGO","OR","97035",,"Autos: Used Car Dealers","False or misleading representation of the identity of the respondent","Information Only","
,  97035
(45.414576, -122.725679)",
"FF5261-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","PAYACTIVE, INC","4300 STEVENS CREEK BLVD # 185",,"SAN JOSE","CA","95129",,"Financial Transactions Processing","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  95129
(37.305834, -122.001159)",
"FF5269-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","KIM YEONG HUN","5515 NE 148TH AVENUE, STE 302",,"PORTLAND","OR","97251",,"Private Party - No Jurisdiction","Failed to disclose prior damage or other material defect","DOJ has No Jurisdiction","
,  97251",
"FF5253-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","ROCKIN' K GENERAL CONTRACTING INC",,,,,,,"Construction Contractors, Generally","False or misleading representation of source, sponsorship, approval, certification","Private Lawsuit (UTPA)",,
"FF5266-19","Closed","2019-10-16T00:00:00.000","2019-12-30T00:00:00.000","SKYLINE SECURITY MANAGEMENT INC","10642 DOWNEY AVENUE, SUITE 205",,"DOWNEY","CA","90241",,"Security Systems Services, except Locksmiths","Acted unconscionably by employing unfair and overly aggressive sales tactics","Voluntarily Resolved","
,  90241
(33.940852, -118.128056)",
"FF5272-19","Closed","2019-10-16T00:00:00.000","2019-11-01T00:00:00.000","FRANK AUTO WHOLESALE CO","20345 SW PACIFIC HWY #206",,"SHERWOOD","OR","97140",,"Autos: Used Car Dealers","False or misleading representation of the identity of the respondent","Information Only","
,  97140
(45.352375, -122.858391)",
"FF5273-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","NUTRACEUTICAL WELLNESS INC DATA BREACH","28 WEST 27TH STREET",,"NEW YORK","NY","10001",,"Hair, Nail & Skin Care Services","Lost or mishandled consumer's personal data","Information Only","
,  10001
(40.750166, -73.996575)",
"FF5268-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","COMCAST*","CINDY COOK/GOV'T. RELATIONS LIAISON","14243 SW TERMAN RD","BEAVERTON","OR","97005",,"Broadcasting: TV via cable","Failed to fulfill contract","Referred Complainant Elsewhere","
,  97005
(45.49181, -122.804932)",
"FF5262-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","OREGON VETERINARY MEDICAL EXAMINING BOARD","800 NE OREGON, SUITE 407",,"PORTLAND","OR","97232",,"General Government","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  97232
(45.529157, -122.642806)",
"FF5275-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","PHISHING SCHEME",,,,,,,"Telemarketing Company","Telemarketer used an unlawful Automatic Dialing Device","Information Only",,
"FF5270-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","ACE AUTOMOTIVE CONSULTING LLC*","16625 SW ASTOR AVE",,"LAKE OSWEGO","OR","97035",,"Autos: Used Car Dealers","Service quality lower than what the complainant ordered or expected","Information Only","
,  97035
(45.414576, -122.725679)",
"FF5276-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","COPART AUCTION SALES*","6900 NE CORNFOOT DR",,"PORTLAND","OR","97218",,"Internet Auctions","False or misleading description of quality, quantity, or nature of goods or services","DOJ has No Jurisdiction","
,  97218
(45.570089, -122.599735)",
"FF5279-19","Closed","2019-10-16T00:00:00.000","2019-12-02T00:00:00.000","SWICKARD AUTO GROUP","19400 SE MCLOUGHLIN BLVD",,"GLADSTONE","OR","97027",,"Autos: New car dealer selling USED cars","Contract Packing","Reviewed and Closed","
,  97027
(45.387369, -122.592101)",
"FF5257-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","OR CERTIFICATE SERVICES","2755 COMMERCIAL ST SE, SUITE 101-211",,"SALEM","OR","97302",,"All Other Support Services","False or misleading ""invoice""","Information Only","
,  97302
(44.903639, -123.051956)",
"FF5258-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","EMPLOYMENT SCAM*",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Consumer Did Not Request Action",,
"FF5260-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","GENEVAS SHEAR PERFECTION","5601 NE MLK JR BLVD",,"PORTLAND","OR","97211",,"Hair, Nail & Skin Care Services","General allegation of unlawful conduct","Information Only","
,  97211
(45.56877, -122.646398)",
"FF5251-19","Closed","2019-10-16T00:00:00.000","2019-10-16T00:00:00.000","FAX BLASTER",,,,,,,"Advertising: Fax Blasters","Respondent sent an unsolicited FAX","Information Only",,
"FF5255-19","Closed","2019-10-16T00:00:00.000","2019-10-29T00:00:00.000","CHARTER COMMUNICATIONS*","REGULATORY COMPLAINTS","6399 S FIDDLERS GREEN CIRCLE","GREENWOOD VILLAGE","CO","80111",,"Telecommunications: Internet Service Provider (ISP)","Service quality lower than what the complainant ordered or expected","Reviewed and Closed","
,  80111
(39.612472, -104.881366)",
"FF5277-19","Closed","2019-10-16T00:00:00.000","2019-10-29T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5278-19","Closed","2019-10-16T00:00:00.000","2019-12-03T00:00:00.000","RELIABLE COMPUTER SERVICES","PO BOX 21146",,"KEIZER","OR","97303",,"Repair: Computer & Office Machine","Unauthorized use of a credit card","DOJ has No Jurisdiction","
,  97303
(45.010462, -123.021733)",
"FF5263-19","Closed","2019-10-16T00:00:00.000","2019-12-06T00:00:00.000","PRACHE","2551 EAST AVENUE S #G100",,"PALMDALE","CA","93550",,"Hair, Nail & Skin Care Services","Employed a negative option","Consumer Pursuing Own Resolution","
,  93550
(34.539869, -118.091953)",
"FF5220-19","Closed","2019-10-15T00:00:00.000","2019-12-05T00:00:00.000","SUBARU ROB'S IMPORT AUTO","23750 EAST GREENWOOD AVE SUITE B","PO BOX 575","WELCHES","OR","97067",,"Repair: Automotive Mechanical & Electrical","Provided goods or services different than the ones complainant ordered; unauthorized work","Respondent Failed to Answer & no further investigation taken","
,  97067
(45.302061, -121.955625)",
"FF5247-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","KFC","605 W C STREET",,"SILVERTON","OR","97381",,"Food: Limited-Service Restaurants","False or misleading offering price","Consumer Pursuing Own Resolution","
,  97381
(44.967362, -122.73433)",
"FF5244-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","J & K AUTO REPAIR","214 N. 42 ND STREET",,"SPRINGFIELD","OR","97478",,"Repair: Automotive Mechanical & Electrical","Acted unconscionably","Information Only","
,  97478
(44.076567, -122.870083)",
"FF5226-19","Closed","2019-10-15T00:00:00.000","2019-10-17T00:00:00.000","EAGLE CREST RESORTS","P.O. BOX 847",,"REDMOND","OR","97756",,"Recreation: Timeshares","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Unfounded","
,  97756
(44.280675, -121.214118)",
"FF5243-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","COMPUTER SCAM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5228-19","Closed","2019-10-15T00:00:00.000","2019-10-28T00:00:00.000","EXPEDIA INC*","CONSUMER RELATIONS","2106 PACIFIC AVE, SUITE 400","TACOMA","WA","98402",,"Travel: All Other Travel Arrange & Reservation Services","Failed to deliver goods, services or refund despite demand by complainant","Referred Complainant Elsewhere","
,  98402
(47.252172, -122.443211)",
"FF5236-19","Closed","2019-10-15T00:00:00.000","2019-12-11T00:00:00.000","TRUE TEMP HEATING AND A/C LLC","PO BOX 614",,"DAYTON","OR","97114",,"Construction Contractors, Plumbing & Heating Contractors, except air-condit","Failed to deliver goods, services or refund despite demand by complainant","Respondent Failed to Answer & no further investigation taken","
,  97114
(45.18974, -123.077897)",
"FF5224-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","HEALTH NET HEALTH PLAN OF OREGON*","13221 SW 68TH PKWY","SUITE 200","TIGARD","OR","97223",,"Insurance: Health and Medical","Medical: misleading, confusing, or deceptive billing","Referred Complainant Elsewhere","
,  97223
(45.44045, -122.780269)",
