"product_name","company","epa_reg_no","note","active_ingredient","pesticide_type","ag_worker_protection_standard_applies","_"
"IRONWORXX SLUG & SNAIL BAIT","W NEUDORFF GMBH KG","67702-33",,"SODIUM FERRIC EDTA","INVERTEBRATE CONTROL","Yes",
"Prosper D2M","Potentia, LLC","NA",,"Sodium Lauryl Sulfate, Cinnamon Oil","Miticide","No",
"Formula Five","One Vision Enterprises Inc","NA",,"Sodium Lauryl Sulfate, Citric Acid","Fungicide","No",
"GOLDEN PEST SPRAY OIL","STOLLER ENTERPRISES  INC.","57538-11",,"SOYBEAN OIL","INSECTICIDE","Yes",
"WEED AND GRASS CONTROL
(home and garden use only; not for commerical produciton)","WHITNEY FARMS","NA",,"SOYBEAN OIL","HERBICIDE","NO",
"PURECROP 1","PURECROP 1","NA",,"SOYBEAN OIL, CORN OIL","MITICIDE, INSECTICIDE, FUNGICIDE","No",
"PURELY GREEN BIO-PESTICIDE SUPER CONCENTRATE","1ST ENVIROSAFETY, INC.","NA",,"SOYBEAN OIL, PEPPERMINT OIL, CINNAMON OIL, LEMONGRASS OIL, GARLIC OIL","BACTERICIDE, FUNGICIDE, INSECTICIDE","NO",
"AGRO PRO X","AGRO MAGEN, LLC","N/A",,"SOYBEAN OIL, SESAME OIL","INSECTICIDE, MITICIDE, FUNGICIDE","NO",
"AGRO XP","AGRO MAGEN, LLC","N/A",,"SOYBEAN OIL, SESAME OIL","INSECTICIDE, MITICIDE, FUNGICIDE","NO",
"Soyacide","Sym-Agro, Inc.","NA",,"Soybean Oil, Sodium Lauryl Sulfate","Insecticide, Miticide, Fungicide","No",
"Soyote","Sym Agro Inc","N/A",,"Soybean Oil, Sodium Lauryl Sulfate","Fungicide, Insecticide, Miticide","N/A",
"MYCOSTOP BIOFUNGICIDE","LALLEMAND PLANT CARE","64137-5","USE AS SEED TREATMENT ONLY","STREPTOMYCES GRISEOVIRIDIS STRAIN K61","BIOFUNGICIDE","Yes",
"MYCOSTOP BIOFUNGICIDE / VEGETABLE & ORNAMENTAL CROPS","VERDERA OY","64137-5",,"STREPTOMYCES GRISEOVIRIDIS STRAIN K61","FUNGICIDE","Yes",
"MYCOSTOP MIX","VERDERA OY","64137-9",,"STREPTOMYCES GRISEOVIRIDIS STRAIN K61","FUNGICIDE","Yes",
"ACTINO-IRON BIOLOGICAL FUNGICIDE 0-0-0","NOVOZYMES BIOAG INC","73314-2",,"STREPTOMYCES LYDICUS WYEC 108","FUNGICIDE","Yes",
"ACTINO-IRON BIOLOGICAL FUNGICIDELAWN AND GARDEN","NOVOZYMES BIOAG INC","73314-3",,"STREPTOMYCES LYDICUS WYEC 108","FUNGICIDE","Yes",
"ACTINOVATE AG BIOLOGICAL FUNGICIDE","NOVOZYMES BIOAG INC","73314-1",,"STREPTOMYCES LYDICUS WYEC 108","FUNGICIDE","Yes",
"ACTINOVATE LAWN AND GARDEN","NOVOZYMES BIOAG INC","73314-1",,"STREPTOMYCES LYDICUS WYEC 108","FUNGICIDE","NO",
"ACTINOVATE SP BIOLOGICAL FUNGICIDE","NOVOZYMES BIOAG INC","73314-1",,"STREPTOMYCES LYDICUS WYEC 108","FUNGICIDE, NEMATICIDE","Yes",
"Lalstop K61 WP","Danstar Ferment AG","64137-5",,"Streptomyces sp. Strain K61","Fungicide","Yes",
"PREFENCE","BIOWORKS INC","64137-5-68539",,"STREPTOMYCES SP. STRAIN K61","BIOFUNGICIDE","Yes",
"Organishield","PHD Group LLC","94424-1",,"Sucrose Octanoate Esters","Insecticide, Miticide","Yes",
"SUCRASHIELD","NATURAL FORCES","70950-2",,"SUCROSE OCTANOATE ESTERS","INSECTICIDE, MITICIDE","YES",
"SAFER BRAND GARDEN FUNGICIDE /FLOWERS  FRUIT  & VEG. CONC","SAFER INC / WOODSTREAM CORP.","42697-37",,"SULFUR","FUNGICIDE","No",
"REQUIEM EC","BAYER CROPSCIENCE LP","264-1159","CANNABIS GROWN FOR OIL ONLY","TERPENE CONSTITUENTS OF THE EXTRACT OF CHENOPODIUM AMBROSIOIDES AS SYNTHETICALLY MANUFACTURED","INSECTICIDE, ACARICIDE","YES",
"REQUIEM PRIME","BAYER CROPSCIENCE LP","264-1185","CANNABIS GROWN FOR OIL ONLY","TERPENE CONSTITUENTS OF THE EXTRACT OF CHENOPODIUM AMBROSIOIDES AS SYNTHETICALLY MANUFACTURED","INSECTICIDE","YES",
"Thymox Control Fungicide and Bactericide Concentrate","Laboratoire M2, Inc.","NA",,"Thyme Oil","Fungicide, Bactericide","No",
"Thymox Control Fungicide and Bactericide Concentrate","Laboratoire M2, Inc.","NA",,"Thyme Oil","Fungicide, Bactericide","No",
"GUARDA","BIOSAFE SYSTEMS LLC","92144-2-70299",,"THYME OIL","FUNGICIDE, BACTERICIDE","YES",
"JUDGEMENT","GROPRO","NA",,"THYME OIL","FUNGICIDE","NO",
"PROUD 3","BIO HUMA NETICS INC","NA",,"THYME OIL","INSECTICIDE, MITICIDE, FUNGICIDE","NO",
"RECKONING SPORICIDE","GROPRO","N/A","HEMP ONLY","THYME OIL","FUNGICIDE","NO",
"SNS 244","SIERRA NATURAL SCIENCE","NA",,"THYME OIL","FUNGICIDE","No",
"SPORE CONTROL","VEGALAB","NA",,"THYME OIL","FUNGICIDE","No",
"THYME GUARD","AGRO RESEARCH INTERNATIONAL","NA",,"THYME OIL","BACTERICIDE, FUNGICIDE, VIRUCIDE, INSECTICIDE","No",
"TIGER GROW","SURVERDA","NA",,"THYME OIL","BACTERICIDE, FUNGICIDE, INSECTICIDE","No",
"Protex","One Vision Enterprises Inc","NA",,"Thyme Oil, Citric Acid","Fungicide","No",
"BIOTIME","VALLEY AGRONOMICS","NA",,"THYME OIL, CLOVE OIL","SOIL FUNGICIDE/NEMATICIDE","No",
"CROP CONTROL","TRIFECTA LLC","NA",,"THYME OIL, CLOVE OIL, GARLIC
OIL, PEPPERMINT OIL, CORN OIL, GERANIOL, CITRIC ACID, ROSEMARY OIL","FUNGICIDE, INSECTICIDE","No",
"CANN-CARE THYME BOMB","CANN-CARE COMPANY","NA",,"THYME OIL, CORN OIL","MITICIDE, INSECTICIDE, FUNGICIDE","NO",
"MAMMOTH BIOCONTROL","GROWCENTIA, INC.","NA",,"THYME OIL/CORN OIL","INSECTICIDE/MITICIDE","No",
"Flock Free Mosquito Control Concentrate","Flock Free Bird Control","NA",,"Thyme Oil, Garlic Oil, Corn Oil, Geraniol, Clove Oil, Citric Acid, Peppermint Oil, Rosemary Oil, Sodium Chloride","Mosquito Control","No",
"PEST CONTROL","PUREAG","NA",,"THYME OIL, GARLIC OIL, CORN OIL, GERANIOL, CLOVE OIL, PEPPERMINT OIL, CITRIC ACID, ROSEMARY OIL, SODIUM","INSECTICIDE","No",
"BIO-TAM","AGRAQUEST  INC.","80289-9-69592",,"TRICHODERMA ASPERELLUM STRAIN ICC 012, TRICHODERMA GAMSII STRAIN ICC 080","FUNGICIDE","Yes",
"BIO-TAM 2.0","ISAGRO USA - GOWAN","80289-9",,"TRICHODERMA ASPERELLUM STRAIN ICC 012, TRICHODERMA GAMSII STRAIN ICC 080","FUNGICIDE","Yes",
"TENET WP","ISAGRO USA - GOWAN","80289-9",,"TRICHODERMA ASPERELLUM STRAIN ICC 012, TRICHODERMA GAMSII STRAIN ICC 080","FUNGICIDE","Yes",
"INCEPT [123.2","SYNGENTA CROP PROTECTION  INC.","100-9219",,"TRICHODERMA HAMATUM TH382","FUNGICIDE","Yes",
"ROOTSHIELD GRANULES","BIOWORKS INC","68539-3",,"TRICHODERMA HARZIANUM RIFAI STRAIN KRL-AG2","FUNGICIDE","Yes",
"ROOTSHIELD WP BIOLOGICAL FUNGICIDE","BIOWORKS INC","68539-7",,"TRICHODERMA HARZIANUM RIFAI STRAIN KRL-AG2","FUNGICIDE","Yes",
"TRIANUM P","KOPPERT BIOLOGICAL SYSTEMS, INC","89635-3",,"TRICHODERMA HARZIANUM RIFAI STRAIN KRL-AG2","FUNGICIDE","YES",
"ROOTSHIELD PLUS+ GRANULES BIOLOGICAL FUNGICIDE","BIOWORKS INC","68539-10",,"TRICHODERMA HARZIANUM RIFAI STRAIN KRL-AG2, TRICHODERMA VIRENS STRAIN G-41","FUNGICIDE","Yes",
"ROOTSHIELD PLUS+ WP BIOLOGICAL FUNGICIDE","BIOWORKS INC","68539-9",,"TRICHODERMA HARZIANUM RIFAI STRAIN KRL-AG2, TRICHODERMA VIRENS STRAIN G-41","FUNGICIDE","Yes",
"PLANT SHIELD HC","BIOWORKS INC","68539-4","GREENHOUSE FOLIAR APPLICATIONS ARE FOR NON-FOOD CROPS ONLY!","TRICHODERMA HARZIANUM RIFAI STRAIN T-22","BIOLOGICAL FUNGICIDE","Yes",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
