"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,Webinar/Webcast Link,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Aviation Department,Aviation Review Committee (ARC) Meeting,Aviation Review Committee (ARC) Meeting,01/15/2020 10:00:00 AM,01/15/2020 11:00:00 AM,"Oregon Department of Aviation, 3040 25th Street SE",Salem,OR,"The Aviation Review Committee (ARC) will be meeting to review and make recommendations for funding of 2019-20 COAR grants and 2020-21 SOAR projects. These recommendations will later be provided to the State Aviation Board for final approval at the February 11, 2020 board meeting.

Participation for this meeting will be in person at ODA and via teleconference through the GoToMeeting website.

In person:
January 15, 2020 at 10:00 AM
Oregon Department of Aviation
3040 25th Street SE
Salem, OR 97302

Teleconference from your computer, tablet or smartphone.
https://www.gotomeet.me/ODACOARGrants 
United States: +1 (646) 749-3122 
Access Code: 686-343-221",,Nohemi Ramos,,nohemi.ramos@aviation.state.or.us,,,,,,,,+1 (646) 749-3122,686-343-221,,,https://www.gotomeet.me/ODACOARGrants,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,February 2020 Oregon State Aviation Board Meeting,02/11/2020 11:30:00 AM,02/11/2020 03:30:00 PM,"Salem Convention Center 201 Liberty Street SE Salem, OR 97301", Salem,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, February 11, 2020 at 11:30 AM. This meeting will be held at Salem Convention Center located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation. Members of the public are welcome to attend the board meeting.",Yes,Mary Buell,503-378-2217,mary.buell@aviation.state.or.us,,,,,,,,888-251-2909,5634428,,,https://www.gotomeet.me/oraviation/avb,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,January 2020 Oregon Aviation Board Meeting,01/09/2020 10:00:00 AM,01/09/2020 02:00:00 PM,"Oregon Department of Aviation, 3040 25th Street SE",Salem,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, January 9, 2020 from 10:00 AM to 2:00 PM at the Oregon Department of Aviation located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Buell,5033782217,mary.buell@aviation.state.or.us,,https://goo.gl/maps/f26Kc9HxCcawvWXs9,https://www.oregon.gov/aviation/AVB/Pages/AVB.aspx,,,,true,8882512909,5634428,,,https://www.gotomeet.me/oraviation/avb,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,December 2019 Oregon State Aviation Board Meeting,12/05/2019 10:00:00 AM,12/05/2019 02:30:00 PM,"Oregon State University, Memorial Union, Room 104 2501 SW Jefferson Way", Corvallis,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, December 5, 2019 10:00 a.m. This meeting will be held at Oregon State University, Memorial Union Room 104 located in Corvallis, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation. Members of the public are welcome to attend the board meeting.",Yes,Mary Buell,5033782217,mary.buell@aviation.state.or.us,,https://goo.gl/maps/MnXcGYFDGTiWK5H67,,,,,true,8882512909,5634428,,,https://www.gotomeet.me/oraviation/avb,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
Aviation Department,Oregon State Aviation Board,September 2015 Meeting of the Oregon State Aviation Board,09/15/2015 09:30:00 AM,09/15/2015 11:30:00 AM,Aurora State Airport, Aurora,OR,"The Oregon Aviation Board will be holding a board meeting Tuesday, September 15, 2015, from 9:30 a.m. to 11:30 a.m. This meeting will be held at Aurora State Airport (UAO) in the Columbia Aviation Association clubhouse located at 14323 Stenbock Way N.E. Access to the clubhouse is through the purple gate. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-2211,roger.sponseller@state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board,October 2015 Teleconference of the Oregon State Aviation Board,10/09/2015 08:30:00 AM,10/09/2015 09:30:00 AM,Teleconference,Teleconference,OR,"The Oregon Aviation Board will be holding a teleconference board meeting on Friday, October 9, 2015, from 8:30 a.m. to 9:30 a.m. The dial-in phone number is 1-866-244-8528, participant code 576475. 

The Aviation Board is a seven-member body that gives policy guidance and oversight to the Oregon Department of Aviation.

Members of the public are welcome to participate in the board teleconference.
",Yes,Roger Sponseller,503-378-4880,roger.sponseller@state.or.us,,,,,,,,,,,,,roger.sponseller@state.or.us,https://data.oregon.gov/views/a7ie-xy2g/files/zHbkLeGXNemWYgSh-DLKvNR437h3_iy0E3V-kV9qn78?filename=application%2Fpdf%3B+charset%3Dbinary,http://www.oregon.gov/aviation/Pages/AVB_15_10_09.aspx,,,
Aviation Department,Oregon State Aviation Board,May Meeting of the Oregon State Aviation Board,05/12/2015 10:00:00 AM,05/12/2015 01:30:00 PM,"Multnomah Room, PDX Conference Center", Portland,OR,"The Oregon Aviation Board will be holding a board meeting Tuesday, May 12, 2015, from 10:00 a.m. to 1:30 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-2211,roger.sponseller@state.or.us,,,,,,,,,,http://www.oregon.gov/aviation/docs/agendas/AVB_15_05_12_Agenda.pdf,,,roger.sponseller@state.or.us,,,,,
Aviation Department,Oregon State Aviation Board,February Meeting of the Oregon State Aviation Board,02/19/2015 11:00:00 AM,02/19/2015 02:00:00 PM,"St. Helens Room ""B"" - PDX Conference Center", Portland,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, February 19, 2015, from 11:00 a.m. to 2:00 p.m. This meeting will be held at Portland International Airport (PDX) in the St. Helens “B” conference room located within the conference center inside the airport terminal building. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-2211,roger.sponseller@state.or.us,,,,,,,,,,,,,roger.sponseller@state.or.us,,,,,
Aviation Department,October Oregon State Aviation Board,October Meeting of the Oregon State Aviation Board,10/16/2014 10:00:00 AM,10/16/2014 02:00:00 PM,Multnomah Room - PDX Conference Center, Portland,OR,"The Oregon State Aviation Board will be holding a board meeting Thursday, October 16, 2014, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation..",Yes,Roger Sponseller,503-378-2211,roger.sponseller@state.or.us,,,,,,,,,,http://www.oregon.gov/aviation/docs/agendas/Agenda_14_10_16.pdf,,,roger.sponseller@state.or.us,,,,,
Aviation Department,Oregon State Aviation Board,March Meeting of the Oregon State Aviation Board,03/09/2015 04:00:00 PM,03/09/2015 07:00:00 PM,Salem Conference Center,Salem,OR,"The Oregon State Aviation Board will be holding a board meeting Monday, March 9, 2015, from 4:00 p.m. to 7:00 p.m.  This meeting will be held at Salem Conference Center located in downtown Salem, Oregon.  The Aviation Board is a seven-member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-2211,roger.sponseller@state.or.us,,,,,,,,,,,,,roger.sponseller@state.or.us,,,,,
Aviation Department,Oregon State Aviation Board Meeting,December Meeting of the Oregon State Aviation Board,12/08/2015 11:00:00 AM,12/08/2015 02:00:00 PM,Portland International Airport Conference Center,Portland,OR,"The Oregon Aviation Board will be holding a board meeting Tuesday, December 8, 2015, from 11:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-4880,Roger.Sponseller@state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,,10/18/2018 12:00:00 PM,10/18/2018 04:00:00 PM,"Salem Municipal Airport, Airport Terminal, 2990 25th St SE",Salem,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, October 18, 2018, from 12:00 p.m. to 4:00 p.m at the Salem Municipal Airport Terminal located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",,Mary Buell,5033782217,mary.bornstedt@aviation.state.or.us,,,,,,,,,,https://www.oregon.gov/aviation/Aviation%20Board%202018/AVB_2018_10_18_Agenda%20%28FINAL%29.pdf,,,,,https://www.oregon.gov/aviation/Pages/AVB_18_10_18.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,Oregon State Aviation Board February 2019 Meeting,02/12/2019 01:00:00 PM,02/12/2019 03:00:00 PM,"Salem Convention Center, 200 Commercial St SE", Salem,OR,"The Oregon Aviation Board will be holding a board meeting Friday, February 12, 2019, from 1:00 p.m. to 3:00 p.m at the ODA/OAMA Spring Conference in the Salem Convention Center located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Buell,5033782217,mary.buell@aviation.state.or.us,,,,,,,,(888) 251-2909 ,5634428,,,,,,http://www.oregon.gov/aviation/Pages/AVB_19_02_12.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,June 2016 Meeting of the Oregon State Aviation Board,06/29/2016 10:00:00 AM,06/29/2016 02:00:00 PM,"St. Helens ""A"" Conference Room - PDX Conference Center",Portland,OR,"The Oregon Aviation Board will be holding a board meeting Wednesday, June 29, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the St. Helens “A” Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-4880,roger.sponseller@state.or.us,,,,,,,,,,http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf,,,,,,,,
Aviation Department,Pacific City State Airport Meeting,ODA is hosting a community meeting regarding the Pacific City Airport to receive input from the community.,03/09/2018 06:30:00 PM,03/09/2018 08:30:00 PM,34600 Cape Kiwanda Dr,Pacific City,OR,ODA is hosting a community meeting regarding the Pacific City Airport to receive input from the community.,Yes,Mary Bornstedt,(503)378-2217,mary.bornstedt@aviation.state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,,09/20/2018 01:00:00 PM,09/20/2018 04:00:00 PM,"Salem Municipal Airport, Airport Terminal, 2990 25th St SE", Salem,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, September 20, 2018, from 1:00 p.m. to 4:00 p.m in conjunction with OAMA. This meeting will be held at the Salem Municipal Airport Terminal located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Bornstedt,(503)378-2217,mary.bornstedt@aviation.state.or.us,,,,,,,,(888) 251-2909,5634428,,,,,,https://www.oregon.gov/aviation/Pages/AVB_18_09_20.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,February 2018 meeting of the Oregon State Aviation Board,02/13/2018 12:00:00 PM,02/13/2018 04:00:00 PM,Salem Conference Center - Willamette Ballroom, Salem,OR,"The Oregon State Aviation Board will be holding a board meeting Monday, February 13, 2018 from 12:00 p.m. to 4:00 p.m. This meeting will be held at Willamette Ballroom of the Salem Conference Center located in downtown Salem, Oregon. The Aviation Board is a seven-member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Bornstedt,(503)378-2217,mary.bornstedt@aviation.state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,June 2016 Meeting of the Oregon State Aviation Board,06/29/2016 10:00:00 AM,06/29/2016 02:00:00 PM,"St. Helens ""A"" Conference Room - PDX Conference Center",Portland,OR,"The Oregon Aviation Board will be holding a board meeting Wednesday, June 29, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the St. Helens “A” Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-4880,roger.sponseller@state.or.us,,,,,,,,,,http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,March 2018 meeting of the Oregon State Aviation Board,03/15/2018 09:00:00 AM,03/15/2018 12:00:00 PM,Rogue Valley International-Medford Airport, Medford,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, March 15, 2018, from 9:00 a.m. to 12:00 p.m. This meeting will be held at the Rogue Valley International-Medford Airport in the Conference Room located in Medford, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Bornstedt,(503)378-2217,mary.bornstedt@aviation.state.or.us,,,,,,,,(888) 251-2909,5634428,http://www.oregon.gov/aviation/docs/AVB_2018_03_15_Agenda.pdf,,,,,http://www.oregon.gov/aviation/Pages/AVB_18_03_15.aspx,,,
Aviation Department,Oregon State Aviation Board,June 2016 Meeting of the Oregon State Aviation Board,06/29/2016 10:00:00 AM,06/29/2016 02:00:00 PM,"St. Helens Conference Room ""A"" - PDX Conference Center", Portland,OR,"The Oregon Aviation Board will be holding a board meeting Wednesday, June 29, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the St. Helens “A” Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,,roger.sponseller@state.or.us,,,,,,,,,,http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,January 2018 meeting of the Oregon State Aviation Board,01/18/2018 11:00:00 AM,01/18/2018 02:00:00 PM,"Portland International Airport (PDX) Conference Center, Multnomah Conference Room", Portland,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, January 18, 2018, from 11:00 p.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,David Astorga,5033782211,david.astorga@aviation.state.or.us,,,,,,,,,,http://www.oregon.gov/aviation/docs/AVB_18_01_18_Agenda-%20Final.pdf,,,,,http://www.oregon.gov/aviation/Pages/PDX-Jan-Board-Meeting.aspx,,,
Aviation Department,Oregon Aviation Board Meeting,September Meeting of the Oregon State Aviation Board,09/01/2016 10:00:00 AM,09/01/2016 02:00:00 PM,"Multnomah Room, PDX Conference Center, Portland Int. Airport", Portland,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, September 1, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-4880,Roger.Sponseller@state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,This is a meeting of the Oregon State Aviation Board,04/22/2016 10:00:00 AM,04/22/2016 02:00:00 PM,"Umatilla Room, PDX Conference Center",Portland,OR,"The Oregon Aviation Board will be holding a board meeting Friday, April 22, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Umatilla Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-4880,roger.sponseller@state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Retreat,Oregon State Aviation Board Retreat,05/16/2016 09:00:00 AM,05/16/2016 02:00:00 PM,Salishan Spa & Resort ,Lincoln City,OR,"The Oregon Aviation Board will be holding a retreat Monday, May 16, 2016, from 9:00 a.m. to 2:00 p.m.  This retreat will be held in Lincoln City, Oregon at the Salishan Spa & Resort in the Lincoln/Pine Conference Room.  The Aviation Board is a seven-member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-4880,Roger.Sponseller@state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,Oregon State Aviation Board January 2019 Meeting,01/18/2019 10:00:00 AM,01/18/2019 02:00:00 PM,"Oregon Department of Aviation, 3040 25th Street SE",Salem,OR,"The Oregon Aviation Board will be holding a board meeting Friday, January 18, 2019, from 10:00 a.m. to 2:00 p.m at the Oregon Department of Aviation located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",yes,Mary Buell,(503) 385-3934,mary.buell@aviation.state.or.us,,,,,,,,(888) 251-2909,5634428,,,,,,https://www.oregon.gov/aviation/Pages/AVB_19_01_18.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,Meeting of the Oregon State Aviation Board,03/01/2016 10:00:00 AM,03/01/2016 04:00:00 PM,Port of Portland HQ Building at Portland Intl Airport (PDX), Portland,OR,"The Oregon Aviation Board will be holding a board meeting Tuesday, March 1, 2016 from 10:00 a.m. to 4:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Chinook Conference Room located within the Port of Portland’s Headquarters building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,503-378-4880,Roger.Sponseller@state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,,10/27/2016 10:00:00 AM,10/27/2016 02:00:00 PM,"Multnomah Room, PDX Conference Center",Portland,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, October 27, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,504-378-4880,Roger.Sponseller@state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,May 2018 meeting of the Oregon State Aviation Board,05/17/2018 10:00:00 AM,05/17/2018 01:00:00 PM,"Western Antique Aeroplane & Automobile Museum (WAAAM), 1600 Air Museum Road, Hood River, OR 97031", Hood River,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, May 17, 2018, from 10:00 a.m. to 1:00 p.m. This meeting will be held at the Western Antique Aeroplane & Automobile Museum (WAAAM) located in Hood River, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Bornstedt,5033782217,mary.bornstedt@aviation.state.or.us,,,,,,,,(888) 251-2909, 5634428,http://www.oregon.gov/aviation/Pages/AVB_18_05_17.aspx,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,October meeting of the Oregon State Aviation Board,10/27/2016 12:00:00 PM,10/27/2016 03:00:00 PM,"PDX Conference Center, Multnomah Conference Room",Portland,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, October 27, 2016, from 12:00 p.m. to 3:00 p.m. This meeting will be held at Portland International Airport (PDX) in the Multnomah Conference Room located within the conference center inside the airport terminal building. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Roger Sponseller,%03-378-4880,Roger.Sponseller@state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board,This is a meeting of the Oregon State Aviation Board,04/20/2017 12:00:00 PM,04/20/2017 05:00:00 PM,Evergreen Air & Space Museum, McMinnville,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, April 20, 2017 from 12:00 p.m. to 5:00 p.m.  This meeting will be held at the Evergreen Air & Space Museum at 500 NE Captain Michael King Smith Way, McMinnville, OR 97128, Theatre Building, 3rd Floor.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,David Astorga,503-378-2211,David.Astorga@aviation.state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,Oregon State Aviation Board November 2018 Meeting,11/15/2018 12:00:00 PM,11/15/2018 04:00:00 PM,"Salem Municipal Airport, Airport Terminal, 2990 25th St SE", Salem,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, November 15, 2018, from 12:00 p.m. to 4:00 p.m at the Salem Municipal Airport Terminal located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Buell,5033782217,mary.bornstedt@aviation.state.or.us,,,,,,,,(888) 251-2909,5634428,https://www.oregon.gov/aviation/Aviation%20Board%202018/AVB_2018_11_15_Agenda%20%28FINAL%29.pdf,,,,,https://www.oregon.gov/aviation/Pages/AVB_18_11_15.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,July 2018 meeting of the Oregon State Aviation Board,07/19/2018 09:00:00 AM,07/19/2018 12:30:00 PM,"Oregon Manufacturing Innovation Center (OMIC), 33701 Charles T Parker Way,", Scappoose,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, July 19, 2018, from 9:00 a.m. to 12:30 p.m. This meeting will be held at the Oregon Manufacturing Innovation Center (OMIC) located in Scappoose, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Bornstedt,5033853934,mary.bornstedt@aviation.state.or.us,,,,,,,,,,https://www.oregon.gov/aviation/Aviation%20Board%202018/AVB_2018_07_19_Agenda%20%28DRAFT%29.pdf,,,,,https://www.oregon.gov/aviation/docs/AVB_2018_07_19_Agenda%20%28DRAFT%29.pdf,,,
Aviation Department,Oregon State Aviation Board Meeting,Oregon State Aviation Board November 2019 Meeting,10/30/2019 08:00:00 AM,10/31/2019 02:00:00 PM,"Sunriver Resort, The Abbot Room, 17600 Center Drive",Sunriver,OR,"The Oregon Aviation Board will be holding a board meeting Wednesday, October 30th at 8:00 AM until Thursday, October 31st at 2:00 PM at the Sunriver Resort, The Abbot Room,  in Sunriver, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",Yes,Mary Buell,5033782217,mary.buell@aviation.state.or.us,,,,,,,,(888) 251-2909 ,5634428,,,,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,Oregon State Aviation Board August 2019 Meeting,08/01/2019 10:00:00 AM,08/01/2019 02:00:00 PM,"Joseph Community Center, 102 E 1ST ST, Joseph, OR 97846", Joseph,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, June 6th from 10:00 a.m. to 2:00 p.m. at the Joseph Community Center in Joseph, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation. ",Yes,Mary Buell,5033782217,mary.buell@aviation.state.or.us,,,,,,,,(888) 251-2909 ,5634428,,,,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,Oregon State Aviation Board June 2019 Meeting,06/06/2019 10:00:00 AM,06/06/2019 02:00:00 PM,"Kiawanda Community Center, 34600 Cape Kiwanda DR,",Pacific City,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, June 6th from 10:00 a.m. to 2:00 p.m. at the Kiawanda Community Center in Pacific City, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation. ",Yes,Mary Buell,5033782217,mary.buell@aviation.state.or.us,,,,,,,,(888) 251-2909 ,5634428,,,,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,Oregon State Aviation Board April 2019 Meeting,04/04/2019 10:00:00 AM,04/04/2019 02:00:00 AM,"Newport City Hall, City Council Chambers, 169 SW Coast HWY", Newport,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, April 4th from 10:00 a.m. to 2:00 p.m. at the Newport City Hall, City Council Chambers located in Newport, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.
",Yes,Mary Buell,5033782217,mary.buell@aviation.state.or.us,,,,,,,,(888) 251-2909 ,5634428,,,,,,http://www.oregon.gov/aviation/Pages/AVB_19_04_04.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,April 2020 Oregon State Aviation Board Meeting,04/02/2020 10:00:00 AM,04/02/2020 02:00:00 PM,"Oregon Department of Aviation, 3040 25th Street SE, Salem, OR 97302", Salem,OR,"Due to the CDC recommended guidelines and Governor Kate Brown's directive regarding the COVID-19 coronavirus, the Oregon Aviation Board will be holding a virtual board meeting on Thursday, April 02, 2020 at 10:00 AM. This meeting will be held at the Oregon Department of Aviation located in Salem, Oregon, via virtual tele-conferencing. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation. Members of the public are welcome to call in to the board meeting.",Yes,Kristen Forest,5033784880,kristen.r.forest@aviataionstate.or.us,,,,,,,true,15713173122,479848197,,,https://www.gotomeet.me/oraviation/oab,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting,"May 7, 2020 Oregon Aviation Board Meeting",05/07/2020 10:00:00 AM,05/07/2020 12:00:00 PM,"ODA 3040 25th Street SE, Salem, OR  97302",Salem,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, May 07, 2020 at 10:00 AM.  This meeting will be held via virtual tele-conferencing at the Oregon Department of Aviation located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.  Members of the public are welcome to call in to the board meeting.",Yes,Kristen Forest,503-378-2522,kristen.r.forest@aviation.state.or.us,,,,,,,true,15713173122,479848197,,,https://www.gotomeet.me/oraviation/oab,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
Aviation Department,Oregon State Aviation Board Meeting Executive Session,July 29 Oregon State Aviation Board Meeting Executive Session,07/29/2021 09:00:00 AM,07/29/2021 11:00:00 AM,"ODA 3040 25th Street SE, Salem, OR  97302",Salem,OR,"The State Aviation Board will be holding an Executive Session board meeting Thursday, July 29, 2021 at 9:00 AM. This meeting will be held via ZOOM. The Executive Session will include State Aviation Board members, requested ODA and DOJ staff members and members of the Press (as per ORS 192.660(4)). The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",,Cathy Clark,5033784880,Cathy.RB.Clark@aviation.state.or.us,,,,,,,,,,,,,,,,,,
Aviation Department,Oregon State Aviation Board Meeting,"May 7, 2020 Oregon Aviation Board Meeting",05/07/2020 10:00:00 AM,05/07/2020 12:00:00 PM,"ODA 3040 25th Street SE, Salem, OR  97302", Salem,OR,"The Oregon Aviation Board will be holding a board meeting Thursday, May 07, 2020 at 10:00 AM.  This meeting will be held via virtual tele-conferencing at the Oregon Department of Aviation located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.  Members of the public are welcome to call in to the board meeting.",Yes,Kristen Forest,503-378-2522,kristen.r.forest@aviation.state.or.us,,,,,,,true,15713173122,479848197,,,https://www.gotomeet.me/oraviation/oab,,,https://www.oregon.gov/aviation/AVB/Pages/Next.aspx,,,
