"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Webinar/Webcast Link,Map Location,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries
Transportation Department,Mobility Advisory Committee,,10/14/2021 01:00:00 PM,10/14/2021 02:45:00 PM,Virtual - WebEx, Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.state.or.us,,,,Katie Scott,,Katie.SCOTT@odot.state.or.us,true,1-206-207-1700,967-571-232,https://www.oregon.gov/odot/MCT/Mobility%20Document%20Retention/10-14-2021/October_14_2021_MAC_Meeting_Agenda.pdf,https://oregondot.webex.com/join/StatewideMobility,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Speed Zone Review Panel Hearing,Hearing for contested speed zone investigations,11/03/2021 01:00:00 PM,11/03/2021 04:30:00 PM,Virtually Via TEAMS,Salem,"Contested cases for the following:  Burnside Bridge in Multnomah County and the City of Portland; Hawthorne Bridge in Multnomah County and the City of Portland; and Butler Market Road in Deschutes County.  

Draft OAR in response to HB 3055 of the 2021 Legislative Session for Establishment of Speed Zones on Local Agency Public Paved Roads",Yes,Laura Prusakiewicz,,laura.prusakiewicz@odot.state.or.us,,,,,,,true,1-971-277-1965,546 527 204# ,,,,,,
Transportation Department,Winter Recreation Advisory Committee,,11/17/2021 08:30:00 AM,11/17/2021 09:30:00 AM,885 Airport Road Building K,Salem,"The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.  

With state office closures due to COVID-19, the public interested in attending this meeting are asked to contact the meeting contact for instruction.",,Karen Morrison,,karen.j.morrison@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Mobility Advisory Committee,,11/18/2021 01:00:00 PM,11/18/2021 05:00:00 PM,Virtual - WebEx, Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,503-378-6133,Katie.SCOTT@odot.oregon.gov,true,1-206-207-1700,967-571-232,https://www.oregon.gov/odot/MCT/Mobility%20Document%20Retention/11-18-21/November_18_2021_MAC_Meeting_Agenda.pdf,https://oregondot.webex.com/join/StatewideMobility,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly meeting,11/19/2021 09:00:00 AM,11/19/2021 10:30:00 AM,Virtually through TEAMS,Salem,Review/Approval of Stop Sign Guidance for State Sign Policy; 2022 Chair & Vice Chair Election,Yes,Laura Prusakiewicz,503-986-3568,laura.prusakiewicz@odot.state.or.us,,,,Laura Prusakiewicz,503-986-3568,laura.prusakiewicz@odot.state.or.us,,971-277-1965,702 756 505# ,,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/Traffic-Control-Cmte.aspx
Transportation Department,Mobility Advisory Committee,,12/09/2021 01:00:00 PM,12/09/2021 02:30:00 PM,Virtual - WebEx,Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,503-378-6133,Katie.SCOTT@odot.oregon.gov,,1-206-207-1700,967-571-232,https://www.oregon.gov/odot/MCT/Mobility%20Document%20Retention/12-09-2021/December_9_2021_MAC_Meeting_Agenda.pdf,https://oregondot.webex.com/join/StatewideMobility,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Oregon Transportation Plan Update Policy Coordinating Committee,Second Policy Coordinating Committee Meeting,12/15/2021 01:00:00 PM,12/15/2021 04:00:00 PM,Virtual - WebEx,Salem,"Meeting Link: https://tinyurl.com/OTP-PCC2
Meeting number (access code): 2487 586 4926 
Meeting password: OTPPCC2
Join by phone: 408-418-9388",Yes,Adam Argo,,Adam.ARGO@odot.state.or.us,,,,,,,true,,,,https://tinyurl.com/OTP-PCC2,,,,https://www.oregon.gov/odot/Planning/Pages/Oregon-Transportation-Plan-Update.aspx
Transportation Department,Rail Advisory Committee,,12/21/2021 09:00:00 AM,12/21/2021 12:00:00 PM,Virtual,SALEM,,,Sue Hyer,5039865174,sue.s.hyer@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee,,01/10/2022 01:00:00 PM,01/10/2022 04:00:00 PM,Virtual Meeting on Zoom,Salem,"Agenda items include:
Infrastructure Investment and Jobs Act 
Safe Routes to School (SRTS) Solicitation
STIF Rules Committee Update
Rural Veteran Healthcare Transportation
Relief Funding: Needs Based Process 
Public Transportation Division (PTD) Updates",https://www.cognitoforms.com/ODOT2/publiccomment,Jaimie Baldwin,503-383-6733,"Jaimie.Baldwin@odot.oregon.,gov",,,,,,,,,,https://www.oregon.gov/odot/RPTD/RPTD%20Committee%20Meeting%20Documents/PTAC_Agenda-Jan2022.pdf,https://us02web.zoom.us/j/85853752244?pwd=VDI1bnFxNndmV3dRMGdRZmhrVjFjUT09,,,,
Transportation Department,Mobility Advisory Committee,,01/13/2022 01:00:00 PM,01/13/2022 03:30:00 PM,Virtual - WebEx, Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,503-378-6133,Katie.SCOTT@odot.oregon.gov,true,1-206-207-1700,967-571-232,https://www.oregon.gov/odot/MCT/Mobility%20Document%20Retention/01-13-2022/01132022_MAC_Meeting_Agenda.pdf,https://oregondot.webex.com/join/StatewideMobility,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Historic Albina Advisory Board,I-5 Rose Quarter Improvement Project Historic Albina Advisory Board (HAAB),01/18/2022 04:00:00 PM,01/18/2022 06:00:00 PM,YouTube Livestream,Portland,The HAAB makes recommendations on project design elements and provides advice on outreach to the Black community at regular monthly meetings.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,,,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx
Transportation Department,Safe Routes to School Advisory Committee (SRAC),,01/20/2022 01:00:00 PM,01/20/2022 04:00:00 PM,Zoom (virtual meeting),Salem,,Yes,LeeAnne Fergason,503-910-8994,LeeAnne.Fergason@odot.oregon.gov,,,,,,,true,,,,https://us02web.zoom.us/j/88572984756?pwd=ZHBKbzd2MlljUldFanpKWjJjUGFnZz09,,,,https://www.oregon.gov/odot/Programs/Pages/SRTS-SRAC.aspx
Transportation Department,Community Oversight Advisory Committee,I-5 Rose Quarter Improvement Project Community Oversight Advisory Committee (COAC),01/20/2022 04:00:00 PM,01/20/2022 06:00:00 PM,YouTube Livestream,Portland,The COAC provides guidance for creating workforce opportunities and maximizing jobs for diverse contractors and small businesses.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx
Transportation Department,Oregon Freight Advisory Committee Meeting,,01/26/2022 11:00:00 AM,01/26/2022 02:00:00 PM,Zoom,Salem,"Meetings are held via Zoom. Download the meeting agenda to access the Zoom link. Meeting agendas are at https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx
",,Rachael Levasseur,5410000000,rachael.levasseur@odot.ore,,,,,,,true,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,,,,
Transportation Department,ODAC-Oregon Dealer Advisory Committee ,Quarterly meeting discussing topics related to Oregon vehicle dealers and dismantlers.,01/27/2022 09:00:00 AM,01/27/2022 12:00:00 PM,Teams Meeting,Salem,,,Chuck Hoffman,,Charles.B.Hoffman@odot.state.or.us,,,,,,,,,,https://www.oregon.gov/odot/DMV/docs/ODAC_Agenda_01-27-22.pdf,,,,,
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly meeting,01/28/2022 09:00:00 AM,01/28/2022 11:30:00 AM,Virtually through TEAMS,Salem,MUTCD and NCUTCD Updates / VMS Manual Informational Update / Roundabout Signing and Markings Best Practices Update and Discussion,Yes,Laura Prusakiewicz,503-949-1156,laura.prusakiewicz@odot.oregon.gov,,,,,,,,,+1 971-277-1965,,,,,,	https://www.oregon.gov/odot/Get-Involved/Pages/Traffic-Control-Cmte.aspx (https://www.oregon.gov/odot/Get-Involved/Pages/Traffic-Control-Cmte.aspx)
Transportation Department,Winter Recreation Advisory Committee,,02/09/2022 08:30:00 AM,02/09/2022 09:00:00 AM,455 Airport Road SE , Salem,The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@odot.oregon.gov,,,,,,,,,,,,,,,
Transportation Department,Oregon Freight Advisory Committee Meeting,,02/09/2022 11:00:00 AM,02/09/2022 02:00:00 PM,Virtual - Zoom,Salem,Meetings are held via Zoom. Download the meeting agenda to access the Zoom link. Meeting agendas are at https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,Sunshine Mancuso,,Sunshine.MANCUSO@odot.state.or.us,,,,,,,true,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,,,
Transportation Department,Oregon Freight Advisory Committee Meeting,,02/09/2022 11:00:00 AM,02/09/2022 02:00:00 PM,Virtual - Zoom,Salem,Meetings are held via Zoom. Download the meeting agenda to access the Zoom link. Meeting agendas are at https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,Sunshine Mancuso,,Sunshine.MANCUSO@odot.state.or.us,,,,,,,true,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,,,
Transportation Department,Mobility Advisory Committee,,02/10/2022 01:00:00 PM,02/10/2022 03:30:00 PM,Virtual - WebEx,Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,503-378-6133,Katie.SCOTT@odot.oregon.gov,,1-206-207-1700,967-571-232,https://www.oregon.gov/odot/MCT/Mobility%20Document%20Retention/02-10-2022/02102022MACAgenda.pdf,https://oregondot.webex.com/join/StatewideMobility,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Rail Advisory Committee - Connect Oregon Ranking,,02/15/2022 09:00:00 AM,02/15/2022 04:30:00 PM,Virtual,Salem,"Two meetings scheduled. 
February 15, 2022, 9:00 a.m. - 4:30 p.m.
February 16, 2022, 9:00 a.m. - 4:30 p.m.

Call-in: 669-900-6833
Meeting ID: 601 889 0743#
Passcode: 964115
",,Kathy Holmes,503-400-4944,Kathy.C.HOLMES@odot.oregon.gov,,,https://us02web.zoom.us/j/6018890743?pwd=Qkl2NFJhWksyazRZOUlmWlBkeHRjQT09,,,,,,,,,,,,
Transportation Department,Historic Albina Advisory Board,I-5 Rose Quarter Improvement Project Historic Albina Advisory Board (HAAB),02/15/2022 04:00:00 PM,02/15/2022 06:30:00 PM,YouTube Livestream,Portland,The HAAB makes recommendations on I-5 Rose Quarter Improvement Project design elements and provides advice on outreach to the Black community at regular monthly meetings.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx
Transportation Department,Rail Advisory Committee - Connect Oregon Ranking,,02/16/2022 09:00:00 AM,02/16/2022 04:30:00 PM,Virtual,Salem,"Two meetings scheduled. 
February 15, 2022, 9:00 a.m. - 4:30 p.m.
February 16, 2022, 9:00 a.m. - 4:30 p.m.

Call-in: 669-900-6833
Meeting ID: 601 889 0743#
Passcode: 964115
",,Kathy Holmes,503-400-4944,Kathy.C.HOLMES@odot.oregon.gov,,,https://us02web.zoom.us/j/6018890743?pwd=Qkl2NFJhWksyazRZOUlmWlBkeHRjQT09,,,,,,,,,,,,
Transportation Department,Community Oversight Advisory Committee,I-5 Rose Quarter Improvement Project Community Oversight Advisory Committee (COAC),02/17/2022 04:00:00 PM,02/17/2022 04:30:00 PM,YouTube Livestream,Portland,The COAC provides guidance for creating workforce opportunities and maximizing jobs for diverse contractors and small businesses.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx
Transportation Department,Safety and Mobility Policy Advisory Committee,,02/23/2022 10:00:00 AM,02/23/2022 11:30:00 PM,Virtual - WebEx,Salem,"The purpose of the Safety and Mobility Policy Advisory Committee is to advise ODOT through collaboration amongst diverse stakeholders united to enhance work zone safety and mobility policy. Stakeholder involvement in project development and implementation is an important part of ODOT’s commitment to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
Committee priorities:
-Advise ODOT in pursuit of its mission to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
-Provide policy oversight for the Mobility Advisory Committee (MAC).
Ensure stakeholder involvement in high-level policy development to better coordinate and advance project management practices across the agency.
-Ensure development, construction, and maintenance activities enhance work zone safety and mobility in a balanced and comprehensive fashion, advancing ODOT’s safety goal of zero fatalities and injuries, while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,,,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/SMPAC.aspx,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/SMPAC.aspx
Transportation Department,Oregon Freight Advisory Committee Meeting,,03/02/2022 11:00:00 AM,03/02/2022 02:00:00 PM,Virtual - Zoom,Salem,"Meetings are held via Zoom. Download the meeting agenda to access the Zoom link. Meeting agendas are at https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx

",,Sunshine Mancuso,,Sunshine.MANCUSO@odot.state.or.us,,,,,,,true,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,,,
Transportation Department,Public Transportation Advisory Committee,,03/07/2022 01:00:00 PM,03/07/2022 04:30:00 PM,Virtual Meeting on Zoom,Salem,"Agenda items include:
PTAC Refresh Workgroup Report 
Service Planning Needs Statewide
2022 Rural Veteran Healthcare Transportation Projects 
Community Path Solicitation 
IIJA Multimodal and Equitable Engagement 
Public Transportation Division (PTD) Update",https://www.cognitoforms.com/ODOT2/publiccomment,Jaimie Baldwin,5033836733,Jaimie.Baldwin@odot.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx
Transportation Department,Region 2 Regional Review Committee,"Purpose of creating one list of recommended projects from Region 2, based on the rankings from the region's constituent ACTs.",03/10/2022 09:00:00 AM,03/10/2022 11:00:00 AM,Virtual Meeting,Salem,,,Dan Fricke,503-986-2600,daniel.l.fricke@odot.oregon.gov,,,,Region 2 Offices,503-986-2600,daniel.l.fricke@odot.oregon.gov,,"+1 971-277-1965,,543875833#   ",543 875 833# ,https://www.oregon.gov/odot/Projects/Documents/Connect-Oregon-Meeting-Agenda.pdf,https://teams.microsoft.com/l/meetup-join/19%3ameeting_OTAzYTUyODktMTZmZS00MzNjLTg5NTMtMThlNDMxNTE1Y2I2%40thread.v2/0?context=%7b%22Tid%22%3a%2228b0d013-46bc-4a64-8d86-1c8a31cf590d%22%2c%22Oid%22%3a%224dc454af-e1a8-4454-ba02-d94ba7be6a20%22%7d,,,,
Transportation Department,Mobility Advisory Committee,,03/10/2022 01:00:00 PM,03/10/2022 04:30:00 PM,Virtual - WebEx,Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,971-372-0791,Katie.SCOTT@odot.oregon.gov,,1-206-207-1700,967-571-232,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx,https://oregondot.webex.com/join/StatewideMobility,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Oregon Transportation Plan Update Policy Coordinating Committee,3rd Policy Coordinating Committee Meeting,03/15/2022 01:00:00 PM,03/15/2022 04:00:00 PM,Virtual - WebEx,Salem,"Meeting details, agenda and access can be found at https://www.oregon.gov/odot/Planning/Pages/Oregon-Transportation-Plan-Update.aspx",Yes,Adam Argo,,Adam.ARGO@odot.state.or.us,,,,,,,true,,,https://www.oregon.gov/odot/Planning/Pages/Oregon-Transportation-Plan-Update.aspx,,,,,
Transportation Department,Historic Albina Advisory Board,I-5 Rose Quarter Improvement Project Historic Albina Advisory Board (HAAB),03/15/2022 04:00:00 PM,03/15/2022 06:00:00 PM,YouTube Livestream,Portland,The HAAB makes recommendations on I-5 Rose Quarter Improvement Project design elements and provides advice on outreach to the Black community at regular monthly meetings.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx
Transportation Department,Oregon Freight Advisory Committee Meeting,,03/16/2022 11:00:00 AM,03/16/2022 02:00:00 PM,Virtual - Zoom,Salem,"Meetings are held via Zoom. Download the meeting agenda to access the Zoom link. Meeting agendas are at https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx
",,Sunshine Mancuso,,Sunshine.MANCUSO@odot.state.or.us,,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,,,
Transportation Department,Safe Routes to School Advisory Committee (SRAC),,03/17/2022 01:00:00 PM,03/17/2022 04:00:00 PM,Zoom (virtual meeting),Salem,,Yes,LeeAnne Fergason,5039108994,LeeAnne.Fergason@odot.oregon.gov,,,,,,,true,,,,https://us02web.zoom.us/j/88572984756?pwd=ZHBKbzd2MlljUldFanpKWjJjUGFnZz09,,,,https://www.oregon.gov/odot/Programs/Pages/SRTS-SRAC.aspx
Transportation Department,Community Oversight Advisory Committee,I-5 Rose Quarter Improvement Project Community Oversight Advisory Committee (COAC),03/17/2022 04:00:00 PM,03/17/2022 06:00:00 PM,YouTube Livestream,Portland,The COAC provides guidance for creating workforce opportunities and maximizing jobs for diverse contractors and small businesses.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx
Transportation Department,Rail Advisory Committee,,03/22/2022 09:00:00 AM,03/22/2022 11:30:00 AM,Virtual,SALEM,,,Sue Hyer,5039865174,sue.s.hyer@odot.oregon.gov,,,,,,,,,,,,,,,
Transportation Department,Region 1 Area Commission on Transportation,"The Region 1 Area Commission on Transportation, also known as R1ACT, is an advisory body established to provide a forum for stakeholders to collaborate on transportation issues affecting Oregon Department of Transportation Region 1.",04/04/2022 05:30:00 PM,04/04/2022 07:30:00 PM,Zoom,Portland,"The Region 1 Area Commission on Transportation (ACT) will hold a virtual meeting from 5:30 to 7:30 p.m. on Monday, April 4, 2022.
At 5:15 p.m., we will test video and audio connections.
At 5:30 p.m., the meeting will begin.
Agenda topics include:
•	Legislative Short-Session Update.
•	Hood River Bridge Update. 
•	OTC Allocation of Federal Infrastructure Funds. ",Yes,Chris Ford,,Chris.Ford@odot.oregon.gov,,,,,503-731-8423,Roxane.GLYNN@odot.state.or.us,true,253 215 8782  ,862 7030 5445,https://www.oregon.gov/odot/Get-Involved/ACT/04042022-R1ACT-agenda.pdf,https://us02web.zoom.us/j/86270305445,,,,https://www.oregon.gov/odot/Get-Involved/Pages/ACT-R1.aspx
Transportation Department,Connect Oregon Final Review Committee,,04/06/2022 09:00:00 AM,04/06/2022 05:00:00 PM,Virtual - Zoom,Salem,"The Final Review Committee (FRC) will deliberate and come to a recommendation on which projects to fund that the Oregon Transportation Commission should fund for the 2021 Connect Oregon competitive grant cycle. The FRC will review a combined list of recommendations from each modal committee (aviation, marine, rail and freight) and from the Region Review Committees from all 5 ODOT Regions. The FRC is charged with reviewing the 49 eligible projects totaling $126 million in requested funds and determining which projects best meet the statutory considerations for the program which focus on investment in non-highway modes of transportation that result in a more strong, diverse and efficient transportation system.
Detailed meeting information and access links will be posted on the program page at https://www.oregon.gov/odot/programs/pages/connectoregon.aspx
",,John Boren,503-986-3703,john.boren@odot.oregon.gov,,,,,,,true,,,https://www.oregon.gov/odot/programs/pages/connectoregon.aspx,,,,,https://www.oregon.gov/odot/programs/pages/connectoregon.aspx
Transportation Department,Mobility Advisory Committee,,04/14/2022 01:00:00 PM,04/14/2022 02:45:00 PM,Virtual,Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,971-372-0791,Katie.SCOTT@odot.oregon.gov,,971-277-1965,577 112 025,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZTZkY2E5ZGYtNjQyZS00MTc4LTg1NTctMWNlNDdmNjY0NGRk%40thread.v2/0?context=%7b%22Tid%22%3a%2228b0d013-46bc-4a64-8d86-1c8a31cf590d%22%2c%22Oid%22%3a%22e5154d95-51d1-49a6-9c3a-9c1fe1cd1190%22%7d,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Historic Albina Advisory Board,I-5 Rose Quarter Improvement Project Historic Albina Advisory Board (HAAB),04/19/2022 04:00:00 PM,04/19/2022 06:00:00 PM,YouTube Livestream,Portland,The HAAB makes recommendations on I-5 Rose Quarter Improvement Project design elements and provides advice on outreach to the Black community at regular monthly meetings.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx,,,,https://i5rosequarter.oregon.gov/Pages/Events-meetings.aspx
Transportation Department,Winter Recreation Advisory Committee,,04/20/2022 08:30:00 AM,04/20/2022 09:30:00 AM,455 Airport Road Building K,Salem,"The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program. 

While many state offices remain closed to the public due to COVID-19 restrictions, the WRAC will meet by telephone.  To get instruction for listening to the meeting, contact Committee staff.",,Karen Morrison,,oregon.sno-park@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Connect Oregon Online Public Hearing,,04/20/2022 01:00:00 PM,04/20/2022 02:00:00 PM,online,Salem,"Opportunity for interested parties to comment on this cycle of the Connect Oregon competitive grant program. Interested parties must sign-up to speak via the program website at http://www.oregon.gov/odot/Programs/Pages/ConnectOregon.aspx  Alternatively, for those who wish to comment but who are unable or do not wish to speak at the April 20 public meeting may choose to send in written comments to ODOT staff to be included as part of the record that goes to the Oregon Transportation Commission as part of the package of materials for Connect Oregon. Meeting link will be posted at program website.",Yes,John Boren,5410000000,john.boren@odot.oregon.gov,,,,,,,true,,,,http://www.oregon.gov/odot/Programs/Pages/ConnectOregon.aspx,,,,http://www.oregon.gov/odot/Programs/Pages/ConnectOregon.aspx
Transportation Department,Safe Routes to School Advisory Committee (SRAC),,04/21/2022 01:00:00 PM,04/21/2022 04:00:00 PM,Zoom (virtual meeting),Salem,,Yes,LeeAnne Fergason,5039108994,LeeAnne.Fergason@odot.oregon.gov,,,,,,,true,,,,https://us02web.zoom.us/j/88572984756?pwd=ZHBKbzd2MlljUldFanpKWjJjUGFnZz09,,,,https://www.oregon.gov/odot/Programs/Pages/SRTS-SRAC.aspx
