"division","classification","position","title","_07_31_17","_08_31_17","_09_30_17","_10_31_17","_11_30_17","_12_31_17","_01_31_18","_02_28_18","_03_31_18","_4_30_18","_5_31_18","_06_30_18","_07_31_18","_08_31_18","sept18","_10_31_18","_11_30_2018","_12_31_2018","total"
"Administration","Public Affairs Specialist 2","4973011","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.72"
"Administration","Public Affairs Specialist 2","4973011","DENTAL INSURANCE","61.15","61.15","61.15","61.15","61.15","49.81","49.81","49.81","49.81","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","148.41","1817.56"
"Administration","Supported Employment Worker","0003736","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,"0.11","0.00",,,,,"0.11"
"Administration","Public Affairs Specialist 2","4973011","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Public Affairs Specialist 2","4973011","HEALTH INSURANCE","766.16","766.16","766.16","766.16","766.16","648.96","648.96","648.96","648.96","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1846.97","22291.29"
"Administration","Public Affairs Specialist 2","4973011","OVERTIME PAYMENTS",,,,,,,,,"424.06",,,,,,,,,,"424.06"
"Administration","Public Affairs Specialist 2","4973011","PERS PENSION OBLIGATION BOND PAYMENT","451.26","451.26","451.26","451.26","466.31","466.30","466.30","466.30","492.59","466.30","466.30","470.46","470.46","470.46","470.46","470.46","470.46","470.46","8388.66"
"Administration","Public Affairs Specialist 2","4973011","PERS RETIREMENT","1262.02","1262.02","1262.02","1262.02","1262.02","1262.02","1262.02","1262.02","1333.18","1262.02","1262.02","1273.27","1273.27","1273.27","1273.27","1273.27","1273.27","1273.27","22866.27"
"Administration","Public Affairs Specialist 2","4973011","REGULAR EMPLOYEES SALARY","6704.00","6704.00","6704.00","6704.00","6704.00","6704.00","6704.00","6704.00","6704.00","6704.00","6704.00","6771.00","6771.00","6771.00","6771.00","6771.00","6771.00","6771.00","121141.00"
"Administration","Public Affairs Specialist 2","4973011","SOCIAL SECURITY & MEDICARE","571.08","571.09","571.07","571.09","571.08","571.18","571.19","571.18","603.62","570.69","570.70","575.83","575.82","575.82","575.83","575.82","575.82","575.53","10344.44"
"Administration","Public Affairs Specialist 2","4973011","WORK OUT OF CLASS & LEADWORK","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","817.00","14706.00"
"Administration","Public Affairs Specialist 2","4973011","WORKERS' BENEFIT FUND ASSESSMENT","1.80","2.05","2.05","1.78","1.95","2.13","2.07","1.98","2.29","2.24","2.10","2.02","1.90","1.87","1.89","1.85","1.85","2.06","36.35"
"Administration","Public Affairs Specialist 3","0030050","BASIC LIFE INSURANCE - $5.000",,,,"0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","14.15"
"Administration","Public Affairs Specialist 3","0030050","DENTAL INSURANCE",,,,"96.71","96.71","96.48","96.48","96.48","96.48","130.26","130.26","130.26","130.26","130.26","130.26","130.26","130.26","134.68","1756.10"
"Administration","Public Affairs Specialist 3","0030050","HEALTH INSURANCE",,,,"1444.02","1444.02","1454.91","1454.91","1454.91","1454.91","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","2040.34","26461.06"
"Administration","Public Affairs Specialist 3","0030050","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,"617.77","311.98","311.98","311.98","311.98","327.55","327.55","327.55","2846.98"
"Administration","Public Affairs Specialist 3","0030050","PERS RETIREMENT",,,,,,,,,,,"1671.96","844.37","844.37","844.37","844.37","886.49","886.49","886.49","7705.25"
"Administration","Public Affairs Specialist 3","0030050","REGULAR EMPLOYEES SALARY",,,,"4755.55","4982.00","4982.00","4982.00","4982.00","4982.00","4982.00","4982.00","5032.00","5032.00","5032.00","5032.00","5283.00","5283.00","5283.00","75584.73"
"Administration","Public Affairs Specialist 3","0030050","SOCIAL SECURITY & MEDICARE",,,,"372.82","374.23","375.55","375.54","375.56","375.54","374.52","374.51","378.34","378.35","378.34","378.33","397.54","397.54","396.95","5701.99"
"Administration","Public Affairs Specialist 3","0030050","WORKERS' BENEFIT FUND ASSESSMENT",,,,"2.46","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.09","2.09","2.44","2.44","2.44","2.44","35.92"
"Administration","Secretary of State","0000146","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.72"
"Administration","Secretary of State","0000146","DENTAL INSURANCE","100.89","100.89","100.89","100.89","100.89","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","101.58","1801.11"
"Administration","Secretary of State","0000146","ELECTED OFFICIAL ALLOWANCE","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","250.00","4500.00"
"Administration","Secretary of State","0000146","HEALTH INSURANCE","1264.16","1264.16","1264.16","1264.16","1264.16","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1368.12","23264.20"
"Administration","Secretary of State","0000146","PERS PENSION OBLIGATION BOND PAYMENT","385.00","385.00","385.00","385.00","397.83","397.83","397.83","397.83","397.83","397.83","397.83","397.83","397.83","397.83","397.83","397.83","397.83","397.83","7109.62"
"Administration","Secretary of State","0000146","PERS RETIREMENT","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","1529.73","27535.14"
"Administration","Secretary of State","0000146","REGULAR EMPLOYEES SALARY","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","6416.67","115500.06"
"Administration","Secretary of State","0000146","SOCIAL SECURITY & MEDICARE","506.74","506.75","506.74","506.75","506.75","508.07","508.07","508.08","508.08","508.07","508.07","508.07","508.07","508.08","508.07","508.07","508.07","507.92","9138.53"
"Administration","Secretary of State","0000146","WORKERS' BENEFIT FUND ASSESSMENT","2.09","2.09","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.09","2.09","2.44","2.44","2.44","2.44","42.52"
"Administration","Supported Employment Worker","0003736","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,"7.80","0.00",,,,,"7.80"
"Administration","Supported Employment Worker","003559","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,,,"775.25",,,,"775.25"
"Administration","Supported Employment Worker","003559","PERS RETIREMENT",,,,,,,,,,,,,,,"2098.17",,,,"2098.17"
"Administration","Supported Employment Worker","003559","SOCIAL SECURITY & MEDICARE",,,,,,,,"67.94","124.84","132.20","132.18","88.14","154.22","132.18","124.86",,,,"956.56"
"Administration","Supported Employment Worker","003559","TEMPORARY EMPLOYEES SALARY",,,,,,,,"888.00","1632.00","1728.00","1728.00","1152.00","2016.00","1728.00","1632.00",,,,"12504.00"
"Administration","Supported Employment Worker","003559","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,"1.04","1.90","2.01","2.01","1.34","2.02","2.02","1.90",,,,"14.24"
"Administration","Supported Employment Worker","003728","OVERTIME PAYMENTS",,,,,,,,,,,,,"31.32",,,,,,"31.32"
"Administration","Supported Employment Worker","003728","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,"182.93","79.64",,,,,"262.57"
"Administration","Supported Employment Worker","003728","TEMPORARY EMPLOYEES SALARY",,,,,,,,,,,,,"2359.92","1041.00",,,,,"3400.92"
"Administration","Supported Employment Worker","003728","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,"2.39","1.12",,,,,"3.51"
"Administration","Supported Employment Worker","003733","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,"7.34",,,,,,"7.34"
"Administration","Supported Employment Worker","003733","TEMPORARY EMPLOYEES SALARY",,,,,,,,,,,,,"96.00",,,,,,"96.00"
"Administration","Supported Employment Worker","003733","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,"0.11",,,,,,"0.11"
"Administration","Supported Employment Worker","003737","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,"268.37","268.37","282.50","875.75"
"Administration","Supported Employment Worker","003737","TEMPORARY EMPLOYEES SALARY",,,,,,,,,,,,,,,,"3508.16","3508.16","3692.80","11447.68"
"Administration","Supported Employment Worker","003737","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,"2.13","2.13","2.08","6.78"
"Administration","Supported Employment Worker","20725","OVERTIME PAYMENTS",,,"212.61",,,,,,,,,,,,,,,,"212.61"
"Administration","Supported Employment Worker","20725","SOCIAL SECURITY & MEDICARE",,,"254.57",,,,,,,,,,,,,,,,"254.57"
"Administration","Supported Employment Worker","20725","TEMPORARY EMPLOYEES SALARY",,,"3115.20","207.68",,,,,,,,,,,,,,,"3322.88"
"Administration","Supported Employment Worker","20725","WORKERS' BENEFIT FUND ASSESSMENT",,,"1.75",,,,,,,,,,,,,,,,"1.75"
"Administration","Supported Employment Worker","20727","SOCIAL SECURITY & MEDICARE","110.53","618.96",,,,,,,,,,,,,,,,,"729.49"
"Administration","Supported Employment Worker","20727","TEMPORARY EMPLOYEES SALARY","1444.82","8091.00",,,,,,,,,,,,,,,,,"9535.82"
"Administration","Supported Employment Worker","20727","WORKERS' BENEFIT FUND ASSESSMENT","0.36","2.21",,,,,,,,,,,,,,,,,"2.57"
"Administration","Supported Employment Worker","20739","OVERTIME PAYMENTS",,,,,,,,,,,,,,,,,,"25.74","25.74"
"Administration","Supported Employment Worker","20739","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,,,,,,"78.20","78.20"
"Administration","Supported Employment Worker","20739","PERS RETIREMENT",,,,,,,,,,,,,,,,,,"211.64","211.64"
"Administration","Supported Employment Worker","20739","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,"96.49","96.49"
"Administration","Supported Employment Worker","20739","TEMPORARY EMPLOYEES SALARY",,,,,,,,,,,,,,,,,,"1235.52","1235.52"
"Administration","Supported Employment Worker","20739","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,,,"0.88","0.88"
"Administration","Supported Employment Worker","30712","PERS PENSION OBLIGATION BOND PAYMENT","77.76","92.52","35.28",,,,,,,,,,,,,,,,"205.56"
"Administration","Supported Employment Worker","30712","PERS RETIREMENT","217.47","258.75","98.67",,,,,,,,,,,,,,,,"574.89"
"Administration","Supported Employment Worker","30712","SOCIAL SECURITY & MEDICARE","99.15","117.96","44.98",,,,,,,,,,,,,,,,"262.09"
"Administration","Supported Employment Worker","30712","TEMPORARY EMPLOYEES SALARY","1296.00","1542.00","588.00",,,,,,,,,,,,,,,,"3426.00"
"Administration","Supported Employment Worker","30712","WORKERS' BENEFIT FUND ASSESSMENT","1.29","1.62","0.69",,,,,,,,,,,,,,,,"3.60"
"Administration","Training & Development Specialist 2","4103404","BASIC LIFE INSURANCE - $5.000",,,,,,"0.99","0.99","0.99","0.99","0.99",,,,,,,,,"4.95"
"Administration","Training & Development Specialist 2","4103404","DENTAL INSURANCE",,,,,,"50.28","50.28","50.28","50.28","50.28",,,,,,,,,"251.40"
"Administration","Training & Development Specialist 2","4103404","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,"2.14","2.14","2.14","2.14","2.14","2.14",,,,,,,,,"12.84"
"Administration","Training & Development Specialist 2","4103404","HEALTH INSURANCE",,,,,,"674.54","674.54","674.54","674.54","674.54",,,,,,,,,"3372.70"
"Administration","Training & Development Specialist 2","4103404","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,"375.47","375.47","375.47","393.82","393.82",,,,,,,,,"1914.05"
"Administration","Training & Development Specialist 2","4103404","PERS RETIREMENT",,,,,,"1016.20","1016.20","1016.20","1065.87","1065.87",,,,,,,,,"5180.34"
"Administration","Training & Development Specialist 2","4103404","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,"3.25","3.25","3.25","3.25","3.25",,,,,,,,,"16.25"
"Administration","Training & Development Specialist 2","4103404","REGULAR EMPLOYEES SALARY",,,,,"1651.64","6056.00","6056.00","6056.00","6352.00","6352.00",,,,,,,,,"32523.64"
"Administration","Training & Development Specialist 2","4103404","SOCIAL SECURITY & MEDICARE",,,,,"126.35","458.48","458.47","458.48","481.13","481.12",,,,,,,,,"2464.03"
"Administration","Training & Development Specialist 2","4103404","WORKERS' BENEFIT FUND ASSESSMENT",,,,,"0.45","2.44","2.44","2.44","2.44","2.44",,,,,,,,,"12.65"
"Administration","Training & Development Specialist 2","1804019","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,"0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","7.82"
"Administration","Training & Development Specialist 2","1804019","DENTAL INSURANCE",,,,,,,,,,,"50.28","50.28","50.28","50.28","50.28","50.28","50.28","103.96","455.92"
"Administration","Training & Development Specialist 2","1804019","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","17.12"
"Administration","Training & Development Specialist 2","1804019","HEALTH INSURANCE",,,,,,,,,,,"674.54","674.54","674.54","674.54","674.54","674.54","674.54","1388.59","6110.37"
"Administration","Training & Development Specialist 2","1804019","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,"393.82","397.79","397.79","397.79","573.96","417.68","417.68","417.68","3438.08"
"Administration","Training & Development Specialist 2","1804019","PERS RETIREMENT",,,,,,,,,,,"1065.87","1076.60","1076.60","1076.60","1553.44","1130.44","1130.44","1130.44","9305.09"
"Administration","Training & Development Specialist 2","1804019","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,"3.25","3.25","3.25","3.25","3.25","3.25","3.25","2.95","25.70"
"Administration","Training & Development Specialist 2","1804019","REGULAR EMPLOYEES SALARY",,,,,,,,,,,"6352.00","6416.00","6416.00","6416.00","6416.01","6416.00","6416.00","6416.00","51264.01"
"Administration","Training & Development Specialist 2","1804019","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,"481.12","489.46","486.02","486.01","703.40","510.56","510.56","508.94","4205.55"
"Administration","Training & Development Specialist 2","1804019","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,"2841.60","320.80","320.80","320.80","4189.38"
"Administration","Training & Development Specialist 2","1804019","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,"2.44","2.44","2.09","2.09","2.44","2.44","2.44","2.44","18.82"
"Archives","Archivist 1","2000006","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Archives","Archivist 1","2000006","DENTAL INSURANCE","104.78","104.78","104.78","104.78","104.78","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","105.50","1870.68"
"Archives","Archivist 1","2000006","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Archives","Archivist 1","2000006","HEALTH INSURANCE","1444.02","1444.02","1444.02","1444.02","1444.02","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1511.37","26190.39"
"Archives","Archivist 1","2000006","PERS PENSION OBLIGATION BOND PAYMENT","302.04","302.04","302.04","302.04","312.11","312.11","312.11","312.11","312.11","327.48","327.48","330.77","330.77","330.77","330.77","330.77","330.77","330.77","5739.06"
"Archives","Archivist 1","2000006","PERS RETIREMENT","1200.11","1200.11","1200.11","1200.11","1200.11","1200.11","1200.11","1200.11","1200.11","1259.23","1259.23","1271.86","1271.86","1271.86","1271.86","1271.86","1271.86","1271.86","22222.47"
"Archives","Archivist 1","2000006","REGULAR EMPLOYEES SALARY","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5282.00","5282.00","5335.00","5335.00","5335.00","5335.00","5335.00","5335.00","5335.00","93215.00"
"Archives","Archivist 1","2000006","SOCIAL SECURITY & MEDICARE","374.09","374.10","374.09","374.09","374.10","374.05","374.06","374.05","374.06","393.02","393.03","397.07","397.08","397.08","397.08","397.08","397.08","396.79","6932.00"
"Archives","Archivist 1","2000006","WORKERS' BENEFIT FUND ASSESSMENT","1.82","1.14","2.24","2.31","2.13","1.90","2.35","2.11","2.29","2.02","2.46","2.16","0.50","2.03","2.02","2.00","2.00","2.16","36.12"
"Archives","Archivist 1","2000014","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Archives","Archivist 1","2000014","DENTAL INSURANCE","144.26","144.26","144.26","144.26","144.26","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","158.20","163.53","2783.23"
"Archives","Archivist 1","2000014","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Archives","Archivist 1","2000014","HEALTH INSURANCE","1696.94","1696.94","1696.94","1696.94","1696.94","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1913.28","1969.27","33413.33"
"Archives","Archivist 1","2000014","PERS PENSION OBLIGATION BOND PAYMENT","262.38","151.15","69.61","190.82","271.13","283.35","283.96","283.96","283.96","297.79","297.79","300.76","300.76","300.76","300.76","300.76","300.76","300.76","4781.22"
"Archives","Archivist 1","2000014","PERS RETIREMENT","733.79","422.72","194.68","533.66","733.79","766.87","768.52","768.52","768.52","805.94","805.94","814.00","814.00","814.00","814.00","814.00","814.00","814.00","13000.95"
"Archives","Office Specialist 2","2103222","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,"157.68","182.98","182.98","173.93","688.81"
"Archives","Archivist 1","2000014","REGULAR EMPLOYEES SALARY","4373.00","2519.23","1160.15","3180.36","4373.00","4570.14","4580.00","4580.00","4580.00","4803.00","4803.00","4851.00","4851.00","4851.00","4851.00","4851.00","4851.00","4851.00","77478.88"
"Archives","Archivist 1","2000014","SOCIAL SECURITY & MEDICARE","328.79","186.97","83.00","237.56","328.78","343.53","344.29","344.30","344.29","361.35","361.35","365.02","365.02","365.02","365.03","365.02","365.02","364.54","5818.88"
"Archives","Archivist 1","2000014","WORKERS' BENEFIT FUND ASSESSMENT","1.81","0.92","0.05","1.40","1.93","1.50","2.13","1.77","2.10","2.23","1.96","2.05","1.60","1.73","1.68","1.86","1.86","1.72","30.70"
"Archives","Archivist 1","2001003","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.20"
"Archives","Archivist 1","2001003","DENTAL INSURANCE","109.19","109.19","109.19","109.19","109.19","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","103.44","105.50","1892.73"
"Archives","Archivist 1","2001003","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Archives","Archivist 1","2001003","HEALTH INSURANCE","1264.16","1264.16","1264.16","1264.16","1264.16","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1454.91","1511.37","25291.09"
"Archives","Archivist 1","2001003","PERS PENSION OBLIGATION BOND PAYMENT","238.32","238.32","238.32","238.32","246.26","246.26","246.26","258.16","258.79","271.13","271.13","273.85","273.85","273.85","273.85","273.85","273.85","273.85","4668.22"
"Archives","Archivist 1","2001003","PERS RETIREMENT","666.50","666.50","666.50","666.50","666.50","666.50","666.50","698.70","700.40","733.79","733.79","741.17","741.17","741.17","741.17","741.17","741.17","741.17","12720.37"
"Archives","Archivist 1","2001003","REGULAR EMPLOYEES SALARY","3972.00","3972.00","3972.00","3972.00","3972.00","3972.00","3972.00","4163.90","4174.00","4373.00","4373.00","4417.00","4417.00","4417.00","4417.00","4417.00","4417.00","4417.00","75806.90"
"Archives","Archivist 1","2001003","SOCIAL SECURITY & MEDICARE","304.13","304.14","304.13","304.14","304.14","298.92","298.92","313.60","314.36","329.60","329.60","332.96","332.96","332.96","332.96","332.96","332.96","332.73","5736.17"
"Archives","Archivist 1","2001003","WORKERS' BENEFIT FUND ASSESSMENT","1.74","2.02","2.23","2.13","1.96","1.67","2.35","1.97","2.21","2.24","2.49","1.86","1.29","2.03","2.02","1.78","1.78","2.21","36.86"
"Archives","Archivist 1","2002001","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Archives","Archivist 1","2002001","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Archives","Archivist 1","2002001","HEALTH INSURANCE","386.05","386.05","386.05","386.05","386.05","394.28","394.28","394.28","394.28","394.28","394.28","394.28","394.28","394.28","394.28","394.28","394.28","386.15","7047.76"
"Archives","Archivist 1","2002001","PERS PENSION OBLIGATION BOND PAYMENT","276.30","276.30","288.13","288.72","298.35","298.35","298.35","298.35","298.35","312.17","312.17","315.15","315.15","315.15","315.15","315.15","315.15","315.16","5451.60"
"Archives","Archivist 1","2002001","PERS RETIREMENT","772.72","772.72","805.81","807.46","807.46","807.46","807.46","807.46","807.46","844.88","844.88","852.93","852.93","852.93","852.93","852.93","852.93","852.95","14856.30"
"Archives","Archivist 1","2002001","REGULAR EMPLOYEES SALARY","4373.00","4373.00","4570.14","4580.00","4580.00","4580.00","4580.00","4580.00","4580.00","4803.00","4803.00","4851.00","4851.00","4851.00","4851.00","4851.00","4851.00","4851.00","84359.14"
"Archives","Archivist 1","2002001","SOCIAL SECURITY & MEDICARE","352.28","352.28","367.36","368.13","368.11","368.09","368.08","368.08","368.09","385.14","380.71","384.23","384.23","384.22","384.23","384.23","384.23","384.26","6735.98"
"Archives","Archivist 1","2002001","WORKERS' BENEFIT FUND ASSESSMENT","1.85","1.94","1.56","2.55","1.74","1.76","2.25","1.79","1.98","2.13","2.16","2.00","1.83","2.04","1.89","1.67","1.67","1.89","35.46"
"Archives","Archivist 2","2000007","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Archives","Archivist 2","2000007","DENTAL INSURANCE","63.51","63.51","63.51","63.51","63.51","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","51.72","48.74","986.93"
"Archives","Archivist 2","2000007","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Archives","Archivist 2","2000007","HEALTH INSURANCE","1437.39","1437.39","1437.39","1437.39","1437.39","1446.69","1446.69","1446.69","1446.69","1446.69","1446.69","1446.69","1446.69","1446.69","1446.69","1446.69","1446.69","1502.90","26050.13"
"Archives","Archivist 2","2000007","PERS PENSION OBLIGATION BOND PAYMENT","348.54","348.54","348.54","348.54","360.16","360.16","360.16","360.16","360.16","377.95","377.95","381.73","381.73","381.73","381.73","381.73","381.73","381.73","6622.97"
"Archives","Archivist 2","2000007","PERS RETIREMENT","1384.87","1384.87","1384.87","1384.87","1384.87","1384.87","1384.87","1384.87","1384.87","1453.29","1453.29","1467.83","1467.83","1467.83","1467.83","1467.83","1467.83","1467.83","25645.22"
"Archives","Archivist 2","2000007","REGULAR EMPLOYEES SALARY","5809.00","5809.00","5809.00","5809.00","5809.00","5809.00","5809.00","5809.00","5809.00","6096.00","6096.00","6157.00","6157.00","6157.00","6157.00","6157.00","6157.00","6157.00","107572.00"
"Archives","Archivist 2","2000007","SOCIAL SECURITY & MEDICARE","496.39","496.38","496.40","496.39","496.38","498.29","498.27","498.29","498.28","520.24","520.24","524.90","524.90","524.90","524.91","524.91","524.91","526.97","9191.94"
"Archives","Archivist 2","2000007","WORKERS' BENEFIT FUND ASSESSMENT","1.80","2.04","1.54","2.24","2.25","1.61","1.82","1.89","2.11","2.00","1.96","2.24","1.56","0.96","1.41","1.82","1.82","2.08","33.78"
"Archives","Electronic Publishing Design Specialist 1","0030021","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99",,,,,,,,,,,"7.92"
"Archives","Electronic Publishing Design Specialist 1","0030021","DENTAL INSURANCE","132.36","132.36","132.36","132.36","132.36","145.52","145.52","145.52",,,,,,,,,,,"1098.36"
"Archives","Electronic Publishing Design Specialist 1","0030021","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14",,,,,,,,,,,"16.90"
"Archives","Office Specialist 2","2103222","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,"1.51","1.60","1.60","1.60","6.74"
"Archives","Electronic Publishing Design Specialist 1","0030021","HEALTH INSURANCE","1532.32","1532.32","1532.32","1532.32","1532.32","1752.21","1752.21","1752.21",,,,,,,,,,,"12918.23"
"Archives","Electronic Publishing Design Specialist 1","0030021","OVERTIME PAYMENTS",,,,,,,"214.24",,,,,,,,,,,,"214.24"
"Archives","Electronic Publishing Design Specialist 1","0030021","PERS PENSION OBLIGATION BOND PAYMENT","207.48","207.48","207.48","207.48","234.77","234.55","248.32","23.50",,,,,,,,,,,"1571.06"
"Archives","Electronic Publishing Design Specialist 1","0030021","PERS RETIREMENT","824.39","580.25","580.25","580.25","636.30","634.81","672.08","63.62",,,,,,,,,,,"4571.95"
"Archives","Electronic Publishing Design Specialist 1","0030021","REGULAR EMPLOYEES SALARY","3458.00","3458.00","3458.00","3458.00","3792.00","3783.10","3791.00","3590.93",,,,,,,,,,,"28789.03"
"Archives","Electronic Publishing Design Specialist 1","0030021","SOCIAL SECURITY & MEDICARE","265.38","265.37","265.38","265.38","290.94","290.61","307.62","275.96",,,,,,,,,,,"2226.64"
"Archives","Electronic Publishing Design Specialist 1","0030021","WORKERS' BENEFIT FUND ASSESSMENT","1.92","2.21","2.24","2.61","1.85","1.80","2.41","0.22",,,,,,,,,,,"15.26"
"Archives","Electronic Publishing Design Specialist 1","2002003","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.72"
