Agency Sponsor,Title,Short Description,Start Date/Time,End Date/Time,State,Details,Contact Name,Phone,Web Link,Calendar Link,Map Location
SCORE Portland ,Google My Business for Home-Based Business Owners - Get Found Without Using Your Home Address-SCORE Portland ,"STOP! Before you show your home address on your Google My Business page, check out this workshop!  If you are using your home address in your Google My Business listing, or you haven't created an account because you don't want to use your home address on such a public forum, then this workshop is for you.",12/16/2021 10:00:00 AM,12/16/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1514595&tp_key=2aeb271ff4&origination=https%253A//portlandor.score.org/pdx-score-workshops%253Ff%25255B0%25255D%253Dim_field_format_ref%25253A45%2526f%25255B1%25255D%253Dim_field_business_stage%25253A442),,
Blue Mountain Community College SBDC,Profit Mastery-Blue Mountain Community College SBDC,"After an overwhelming response and reaching full capacity in October 2020, Profit Mastery is back! Join us for this 7-week Profit Mastery program at absolutely no charge to you. The typical cost of this course is $895 but we’re offering it to the first 115 participants at absolutely no cost. Thanks to the SBA CARES Act funds, the Blue Mountain SBDC is able to bring you a program that will help you evaluate your businesses current financial outlook, manage your business by the numbers and give you the tools to focus on growth and the increase in revenue and capital you need to be successful.",10/06/2021 09:00:00 AM,10/06/2021 10:00:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=10410019),,
Central Oregon Community College SBDC,Preparing for Launch-Central Oregon Community College SBDC,"Do you have a great idea that you think could be a successful business, but just don't know how to get started? Cover the basics in this two-hour class and decide if running a business is for you. ",11/03/2021 11:00:00 AM,11/03/2021 01:00:00 PM,PDT,Cost: $29,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=20410064),,
Central Oregon Community College SBDC,Preparing for Launch-Central Oregon Community College SBDC,"Do you have a great idea that you think could be a successful business, but just don't know how to get started? Cover the basics in this two-hour class and decide if running a business is for you. ",10/06/2021 11:00:00 AM,10/06/2021 01:00:00 PM,PDT,Cost: $29,,,Register and Pay Online (https://www.enrole.com/cocc/jsp/session.jsp?sessionId=FA21BUSSTARTUP.1&courseId=BUSSTARTUP&categoryId=10205),,
Oregon Association of Minority Entrepreneurs (OAME),Oregon Association of Minority Entrepreneurs (OAME),Contractors & AEPT Meeting,10/08/2021 07:30:00 AM,10/08/2021 09:00:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
Central Oregon Community College SBDC,Preparándose para el lanzamiento-Central Oregon Community College SBDC,"¿Le gustaría empezar su propio negocio? Asista a las clases en la cual aprenderán como tramitar los requisitos necesarios. Para más información, por favor llame a José Balcazar al teléfono 541-318-3701.",11/03/2021 06:00:00 PM,11/03/2021 08:00:00 PM,PDT,Costo: $29,,,Regístrese y pague aquí (https://clients.oregonsbdc.org/workshop.aspx?ekey=20410067),,
Oregon Association of Minority Entrepreneurs (OAME),Oregon Association of Minority Entrepreneurs (OAME),"33rd Annual Conference - Enduring Partnerships - The OAME 33rd Annual Trade Show will be held on October 20,2021 via Zoom",10/20/2021 07:30:00 AM,10/20/2021 05:00:00 PM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
SCORE Portland ,10 Key Steps to Grow Your Solo Business-SCORE Portland ,"Starting a business is not easy, but successfully building a business that brings in profit is even more difficult. So how can you grow your solo business into a profitable brand that will enable you to live the life you want to live?",01/20/2022 10:00:00 AM,01/20/2022 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1515520&tp_key=e89550544e&origination=https%253A//portlandor.score.org/pdx-score-workshops%253Ff%25255B0%25255D%253Dim_field_format_ref%25253A45%2526f%25255B1%25255D%253Dim_field_business_stage%25253A442),,
Oregon Association of Minority Entrepreneurs (OAME),Oregon Association of Minority Entrepreneurs (OAME),Coffee and Issues Meeting,10/29/2021 07:00:00 AM,10/29/2021 08:30:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
Columbia Gorge Community College SBDC,Writing an Effective Business Plan-Columbia Gorge Community College SBDC,"A well thought out Business Plan is the cornerstone of any business. Learn the essential elements needed to plan for or to continue a successful business . In addition, the comprehensive elements of a SWOT analysis will be studied.",11/04/2021 09:00:00 AM,11/04/2021 12:00:00 PM,PDT,Cost: $25,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410152),,
Clackamas Community College SBDC Harmony West,Going Into Business-Clackamas Community College SBDC Harmony West,"Remote class using Zoom-Find out what's involved to start and operate a business in Oregon so you can determine if entrepreneurship is the right fit for you. Set yourself up for success and learn about resources that can assist you with financing, researching, and management. This free course is offered by the Small Business Development Center at Clackamas Community College. Registration for this class ends on November 2, 2021!",11/04/2021 06:30:00 PM,11/04/2021 09:30:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=40410054),,
 Oregon Association of Minority Entrepreneurs (OAME), Oregon Association of Minority Entrepreneurs (OAME),Contractors & AEPT Meeting,11/12/2021 07:30:00 AM,11/12/2021 09:00:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
Eastern Oregon University,Entrepreneur Day,This virtual event is open to all existing business owners in Eastern Oregon. Savvy professionals from the business world will be teaching valuable classes on a variety of topics.,04/19/2022 08:00:00 AM,04/19/2022 02:00:00 PM,PDT,Register with the Eastern Oregon University SBDC,,,,,
Columbia Gorge Community College SBDC,Iniciando un carro de comida-Columbia Gorge Community College SBDC,¿Estás interesado en iniciar tu propio negocio? En esta clase hablaremos de los requisitos y como planear y administrar tu negocio de comida.,10/06/2021 12:00:00 PM,10/06/2021 02:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410167),,
 Columbia Gorge Community College SBDC,Crear un menu que venda por ti -  Columbia Gorge Community College SBDC,"En esta clase hablaremos de las estrategias de posiciones de platillos en el menú, formulas para costos, entender los costos de cada platillo y como utilizar tu menú para que haga las ventas por ti.",10/06/2021 03:00:00 PM,10/06/2021 05:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410160),,
Columbia Gorge Community College SBDC,Entendiendo estados financieros-Columbia Gorge Community College SBDC,"En esta clase hablaremos de los estados financieros de tu negocio, como leerlos, como utilizarlos han la planeaciónde tu negocio y para comparar tu negocio con la industria en la que te encuentras.",10/06/2021 06:00:00 PM,10/06/2021 08:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410162),,
 Columbia Gorge Community College SBDC,Succession Planning -Columbia Gorge Community College SBDC,"Learn the strategy for passing on leadership roles—often the ownership of a company—to an employee or group of employees. Also known as “replacement planning,” it ensures that businesses continue to run smoothly after a company’s most important people move on to new opportunities, retire, or pass away.",10/05/2021 09:00:00 AM,10/05/2021 12:00:00 PM,PDT,Cost: $25,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410149),,
SBA & Resource Partners,Surplus Government Property for Veteran Owned Small Businesses-SBA & Resource Partners,"Public Law No. 115-416, the Veterans Small Business Enhancement Act of 2018, directs the U.S. Small Business Administration (SBA) to give certain veteran-owned small businesses (VOSBs) access to federally-owned surplus personal property. Find out what that means for you in this 1.5 hour session covering local resources, surplus property program overview, and veteran verification.",10/06/2021 01:00:00 PM,10/06/2021 03:00:00 PM,PDT,Cost: No fee,,,Register Online (https://www.eventbrite.com/e/surplus-government-property-for-veteran-owned-small-businesses-tickets-167932720287?utm_medium=email&utm_source=govdelivery),,
SCORE Vancouver ,Starting a Home-Based Business-SCORE Vancouver ,"Have you ever thought about Starting a Home-Based Business? If that’s a possibility now or sometime in the future, this free 90-minute SCORE webinar is for you. ",10/14/2021 11:30:00 AM,10/14/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (http://events.r20.constantcontact.com/register/event?llr=4aqaptcab&oeidk=a07eiifixf104b0eb05),,
SCORE Vancouver ,Growing Your Business - Managing Operations-SCORE Vancouver ,"Simply stated: Improving operational performance and reducing operational costs lead to higher business profits. This free SCORE webinar will discuss the elements of Business Operations and the overall process of Identifying, Managing & Measuring Critical Operations.",10/23/2021 10:00:00 AM,10/23/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://vancouver.score.org/event/growing-your-business-managing-operations-0?utm_medium=email&utm_source=govdelivery),,
BOLI | Oregon Bureau of Labor and Industries,37th Annual Employment Law Conference-BOLI | Oregon Bureau of Labor and Industries, 20+ sessions available – Twice the offerings of last year’s event. Click the link below (under Information) to visit our conference webpage and get the agenda with all the details!  100% virtual event | Participation requires high speed internet connectivity.  Registration includes attendance and links to conference materials. (Links to all sessions and materials will be sent to attendees prior to the event.),11/04/2021 08:00:00 AM,11/05/2021 05:00:00 PM,PDT,COST: $350.00,,,Register Online (https://events.egov.com/eventreg/OR/registrant.htm?action=new&_event=bolis37thannualemploymentlawconference),,
The SBA and Public Private Strategies Institute ,Resources and Relief for Your Small Business - Supporting Women Business Owners & Women’s Programs-The SBA and Public Private Strategies Institute ,"-Learn more about COVID EIDL and how you can take advantage before December 31, 2021 -Discover tools and resources you can use to start and grow your business -Have your questions answered by SBA Leadership & small business experts -Learn how you can become a vaccine leader in your community -Get an update regarding programs and recent policy announcements made by the Biden-Harris Administration",10/13/2021 11:00:00 AM,10/13/2021 12:00:00 PM,PDT,Cost: No fee,,,Register Online (https://publicprivatestrategies.zoom.us/webinar/register/WN_GRcA_s2OScKsYCBIUWauXQ?utm_medium=email&utm_source=govdelivery),,
Chemeketa Community College SBDC,Salem Capitol Connections-Chemeketa Community College SBDC,Salem Capitol Connections provides Oregon entrepreneurs with opportunities to connect with public and private entities that lead to sustainable business relationships and opportunities.,10/26/2021 07:30:00 AM,10/26/2021 09:00:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=30410036),,
"Small Business Administration (SBA), The Federal Bureau of Investigations (FBI), and Small Business Development Center (SBDC","Cybersecurity tips for small businesses-Small Business Administration (SBA), The Federal Bureau of Investigations (FBI), and Small Business Development Center (SBDC","With cyber-attacks and breaches on the rise, it is important that we learn how they happen and how to avoid them.",10/21/2021 10:00:00 AM,10/21/2021 11:30:00 AM,PDT,Cost: No fee,,,Register Online (https://www.eventbrite.com/e/cybersecurity-tips-for-small-businesses-with-special-agent-phil-slinkard-tickets-166722380127?ref=estw&utm_medium=email&utm_source=govdelivery),,
Clatsop Community College SBDC,Starting a Small Food Company - Understanding Government Regulations-Clatsop Community College SBDC,"Have an idea for a food business? Want to pivot your existing farm or restaurant to sell processed foods? Food entrepreneurship is exciting and helps drive our North Coast economy, but it can be tricky to understand licensing, regulations and food safety measures. ",10/20/2021 02:00:00 PM,10/20/2021 03:30:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=50410041&utm_medium=email&utm_source=govdelivery),,
SCORE Portland ,Critical Questions & Information Needed to Do Proper Business Planning-SCORE Portland ,"You have decided to start a business and fulfill your entrepreneurial spirit and dream of working for yourself. Starting a business is a tough decision and needs proper planning.  Believe it or not, there are several ways to methodically ask yourself the proper questions to determine if you are ready and what you need to do.",12/28/2021 10:00:00 AM,12/28/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1512315&tp_key=5a748764d3&sti=scoreeventpage&origination=https%253A//portlandor.score.org/pdx-score-workshops%253Ff%25255B0%25255D%253Dim_field_format_ref%25253A45%2526f%25255B1%25255D%253Dim_field_business_stage%25253A442),,
Lane Community College SBDC,Intro to Entrepreneurship-Lane Community College SBDC,"Learn about...  evaluating your business idea, essential business topics, the importance of market analysis, how to create a business plan, analyzing your idea, and building financial projections.",10/21/2021 05:30:00 PM,10/21/2021 07:30:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=1410056&utm_medium=email&utm_source=govdelivery),,
Oregon Association of Minority Entrepreneurs (OAME) ,Oregon Association of Minority Entrepreneurs (OAME) ,Veterans Committee,11/12/2021 09:00:00 AM,11/12/2021 10:00:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
Oregon Association of Minority Entrepreneurs (OAME),Oregon Association of Minority Entrepreneurs (OAME),Coffee and Issues Meeting - OAME Center 731 N. Hayden Meadows Dr. Main Conference Room Portland OR 97217,11/26/2021 07:00:00 AM,11/26/2021 08:30:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
SCORE Portland ,Navigating Your Small Business through Financial Milestones-SCORE Portland ,"Small Businesses face different financial challenges throughout each life stage of their business. From initial startup investments to deciding when is the right time to hire employees, business owners are constantly evaluating the impact of financial decisions.",11/18/2021 10:00:00 AM,11/18/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://portlandor.score.org/event/navigating-your-small-business-through-financial-milestones),,
SCORE Portland ,"Work Smarter, Not Harder: How to Systematically DO the Highest Value Activities in Your Business-SCORE Portland ","Everyone knows they’re supposed to work “smarter” not harder, but how do you actually get yourself to do this with an overfull to-do list that goes on for pages?  In the face of competing demands for your time and attention we’ll bottom line the way to actually DO “working smarter”, not theoretically, but practically speaking, from an “in the trenches” perspective. ",11/30/2021 10:00:00 AM,11/30/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1505286&tp_key=5009229758&sti=scoreeventpage),,
SCORE Portland ,Win Customers With Your Website-SCORE Portland ,"How do you set your website up to win over customers? Your website has to attract and engage visitors, educate them about your products and services, and convert them into customers. Success begins with a plan!",12/02/2021 10:00:00 AM,12/02/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://portlandor.score.org/event/win-customers-your-website),,
Mercy Corps Northwest (MCNW),Consulting: Legal with Tom Turnbull-Mercy Corps Northwest (MCNW),"Whether you need help deciding whether to form an LLC or corporation or can’t tell the difference between an independent contractor and an employee, a one-on-one consultation with a lawyer can help you navigate the legal issues your business might face",11/10/2021 11:00:00 AM,11/10/2021 11:50:00 AM,PDT,Cost: $25,,,Register and Pay Online (https://nw.mercycorps.org/event/legalconsult-tom-111021),,
Columbia Gorge Community College SBDC,Iniciando un carro de comida-Columbia Gorge Community College SBDC,¿Estás interesado en iniciar tu propio negocio? En esta clase hablaremos de los requisitos y como planear y administrar tu negocio de comida.,11/10/2021 09:00:00 AM,11/10/2021 11:00:00 AM,PDT,Costo: sin cargo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410169),,
Columbia Gorge Community College SBDC,Entendiendo estados financieros-Columbia Gorge Community College SBDC,"En esta clase hablaremos de los estados financieros de tu negocio, como leerlos, como utilizarlos han la planeaciónde tu negocio y para comparar tu negocio con la industria en la que te encuentras.",11/10/2021 03:00:00 PM,11/10/2021 05:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410164),,
Mt. Hood Community College SBDC,Get Found on Google: 5 SEO Secrets used by The Pros-Mt. Hood Community College SBDC,The average web user won't go past the first five listings on Google. 25% click on the first result they see. How do you get closer to the top position on the first page? It starts by learning how people are searching for your product or service. Learn what your potential customers type in Google and how to rank higher for those searches.,11/10/2021 02:00:00 PM,11/10/2021 04:00:00 PM,PDT,Cost: $60,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=70410095),,
Lane Community College SBDC,"E-Commerce, Getting Started Selling Products Online-Lane Community College SBDC","Ebay, Etsy, Amazon, a website; With so many options to sell your products online it’s hard to know what is right for you.",11/16/2021 05:00:00 PM,11/16/2021 07:00:00 PM,PDT,Cost: $47,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=1410049),,
Southern Oregon University SBDC,QuickBooks Series: Banking and QuickBooks Online-Southern Oregon University SBDC,"This virtual class, over Zoom in our QuickBooks Series, will cover banking, credit cards, reconciliation, and deposits. This class will show how to setup a bank feed and utilize the bank feed features in depth. We will learn how to record deposits and the importance of timing of the deposits, the relationship between AR / AP, undeposited funds, and bank feeds. Also learning how to appropriately record income from 3rd party processing agents. We will touch on how Payroll often appears through the bank account, and how to anticipate accessing help recording those correctly. There will be a smaller discussion regarding how to record personal and business when combined in one account. ",11/17/2021 11:30:00 AM,11/17/2021 01:30:00 PM,PDT,Cost: $20,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=91410038),,
SCORE Portland ,"2022's Hottest Businesses, Markets & Trends-SCORE Portland ",Will 2022 be a year of recovery or discovery? Or perhaps a bit of both? The start of a new year is the perfect time for small business owners and startups to learn the newest business trends and startup ideas.,01/06/2022 10:00:00 AM,01/06/2022 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://readytalk.webcasts.com/starthere.jsp?ei=1514606&tp_key=1a7f070bc5&origination=https%253A//portlandor.score.org/pdx-score-workshops%253Ff%25255B0%25255D%253Dim_field_format_ref%25253A45%2526f%25255B1%25255D%253Dim_field_business_stage%25253A442),,
Chemeketa Community College SBDC,"Ready, Set, Start Your Business-Chemeketa Community College SBDC",Are you ready to start your business? Not sure if you have everything in order or you don’t know what you don’t know?  Begin your business the right way. Come and learn about:   business structure  business registration  licensing  taxes  miscellaneous rules and regulations  The information presented can help you eliminate mistakes before they happen. This fast-paced class is the perfect first step!,10/22/2021 12:00:00 PM,10/22/2021 01:30:00 PM,PDT,Cost: $49,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=30410076&utm_medium=email&utm_source=govdelivery),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,01/18/2021 09:00:00 AM,01/18/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
 Columbia Gorge Community College SBDC,Quickbooks Online 101 -Columbia Gorge Community College SBDC,"For QuickBooks beginners. Learn how to use the most popular business accounting software program used by small businesses. If you have never used QuickBooks or are just starting to use the program, this training is for you! Class includes setting up company files, creating a chart of accounts, adding customers, jobs, and vendors. Also covers paying for expenses, invoicing, and receiving payments.",10/22/2021 01:00:00 PM,10/22/2021 04:00:00 PM,PDT,Fee: $75,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410142&utm_medium=email&utm_source=govdelivery),,
SCORE Vancouver ,Organizational Development for Business Growth-SCORE Vancouver ,There is a new approach to organization development where everyone provides input – with the top setting vision and each department offering input so all parties both lead and own shares for their specific part of the mission. A “Continuous Improvement Organization” design will help your company work efficiently and achieve more.,10/27/2021 11:30:00 AM,10/27/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (http://events.r20.constantcontact.com/register/event?llr=4aqaptcab&oeidk=a07eijohkws6597e720&utm_medium=email&utm_source=govdelivery),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,01/20/2021 09:00:00 AM,01/20/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Mercy Corps Northwest (MCNW),How To Become A 2021 Holiday Market Vendor -Mercy Corps Northwest (MCNW),"The 8th annual Northwest Made Holiday Market will take place from November 26 to December 31, 2021 at shopnorthwestmade.org – offering entrepreneurs in Oregon and Southwest Washington a digital vending opportunity for their businesses. Whether this will be your first time vending at the market, or you're simply looking for a place to ask relevant questions, this webinar will help to get you set up for success.",10/25/2021 06:00:00 PM,10/25/2021 07:00:00 PM,PDT,Cost: No fee,,,Register Online (https://nw.mercycorps.org/events/holiday-market-102521?utm_medium=email&utm_source=govdelivery),,
Government Contract Assistance Program (GCAP),Small Business Innovation Research (SBIR) Grants/Contracts Basics-Government Contract Assistance Program (GCAP),Do you have an idea or concept that you believe the federal government and general public would be willing to procure? Have you struggled to get your idea down on paper to clearly articulate what it is you are proposing?,11/03/2021 09:00:00 AM,11/03/2021 10:00:00 AM,PDT,Cost: No fee,,,Register Online (https://center-gateway.com/2/gateway/020000/events/62998?utm_medium=email&utm_source=govdelivery),,
Chemeketa Community College SBDC,Meet Your Small Business Development Center-Chemeketa Community College SBDC,Are you just starting out on your business journey? Not sure if owning a business is right for you? Are you wondering where to find out what you need and where you can get expert help to begin? Join us for this brief introduction to business ownership. Find out about the classes and coaching services available through SBDC and our partner organizations. ,11/05/2021 12:00:00 PM,11/05/2021 01:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=30410083),,
Columbia Gorge Community College SBDC,Quickbooks Online 201-Columbia Gorge Community College SBDC,"For intermediate QuickBook Online Users. If you have completed QB 101 or are slightly more than a “new user” of QuickBooks, this training will help expand your existing base of knowledge. Class includes lessons in fundamentals of accounting, reconciling bank accounts, inventory, and running reports.",11/05/2021 01:00:00 PM,11/05/2021 04:00:00 PM,PDT,Cost: $75,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410144),,
Mt. Hood Community College SBDC,Increase Profits and Build Assets for your Business-Mt. Hood Community College SBDC,Learn Tips and Strategies on HOW to make your business profitable and keep the profits growing. Implement a practical financial plan for your business that guarantees profits and insulates against loss. Minimize day to day stress by planning ahead and building wealth.,11/09/2021 02:00:00 PM,11/09/2021 03:30:00 PM,PDT,Cost: $60,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=70410104),,
Mt. Hood Community College SBDC,How to Hire: Human Resources Fundamentals-Mt. Hood Community College SBDC,"Learn the fundamentals of human resources in order to attract and retain high quality talent for your small business, including writing job descriptions, determining employee qualifications, beginning the recruiting process, and hiring best practices.",11/16/2021 02:00:00 PM,11/16/2021 04:00:00 PM,PDT,Cost: $60,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=70410102),,
Blue Mountain Community College SBDC,HR for your Small Business-Blue Mountain Community College SBDC,"This 2- hour course will cover today’s human resource function and will highlight essential basics when hiring employees. The session will be engaging and full of helpful information for employers to know about attracting, hiring, and retaining employees. The difference between 1099 contractors and employees, federal form 941, worker’s comp, and unemployment insurance will be defined, and a review of the reasons benefits, compensation, and consistent business practices are important.",11/18/2021 09:00:00 AM,11/18/2021 11:00:00 AM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=10410022),,
Columbia Gorge Community College SBDC,-Columbia Gorge Community College SBDC,"Tienes una idea de negocio y no sabes por donde comenzar? Hablaremos de como iniciar un negocio, requisitos, registraciones y puntos de contacto.",12/08/2021 03:00:00 PM,12/08/2021 05:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410159),,
Columbia Gorge Community College SBDC,Iniciando un carro de comida-Columbia Gorge Community College SBDC,¿Estás interesado en iniciar tu propio negocio? En esta clase hablaremos de los requisitos y como planear y administrar tu negocio de comida.,11/24/2021 12:00:00 PM,11/24/2021 02:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410170),,
Oregon Association of Minority Entrepreneurs (OAME),Veterans Committee-Oregon Association of Minority Entrepreneurs (OAME),OAME Veterans Business Committee,12/10/2021 09:00:00 AM,12/10/2021 10:00:00 AM,PDT,Cost: No fee,,,Contact OAME (https://oame.org/contact-oame/),,
Columbia Gorge Community College SBDC,Writing an Effective Business Plan-Columbia Gorge Community College SBDC,"A well thought out Business Plan is the cornerstone of any business. Learn the essential elements needed to plan for or to continue a successful business . In addition, the comprehensive elements of a SWOT analysis will be studied.",12/09/2021 09:00:00 AM,12/09/2021 12:00:00 PM,PDT,Cost: $25,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410154),,
Chemeketa Community College SBDC,"Ready, Set, Start Your Business-Chemeketa Community College SBDC",Are you ready to start your business? Not sure if you have everything in order or you don’t know what you don’t know?   Begin your business the right way. Come and learn about:   business structure  business registration  licensing  taxes  miscellaneous rules and regulations,12/10/2021 12:00:00 PM,12/10/2021 01:30:00 PM,PDT,Cost: $49,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=30410078),,
Klamath Community College SBDC,Smart Start-Up-Klamath Community College SBDC,"A 2-hour class designed specifically for those considering self-employment or new to owning a business. Gain the information needed before you begin business. Topics include feasibility, market research, business plan basics, start-up financing, insurance, legal structures, registration & licensing, and much more! Participants will be provided with resources, handouts, and checklists!",12/11/2021 09:00:00 AM,12/11/2021 11:00:00 AM,PDT,Cost: $30,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=170410072),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,01/25/2021 09:00:00 AM,01/25/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,01/27/2021 09:00:00 AM,01/27/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Secretary of State,Basics Notary Webinar,Free training to become a notary,03/31/2021 09:00:00 AM,03/31/2021 12:00:00 PM,,"Brush up your notary knowledge and get the answers to your questions by attending a webinar for current and future notaries public. This webinar is a comprehensive and thorough examination of notary basics: purpose, responsibilities and liabilities of a notary; how to notarize; notary certificates and the notary journal. ",Monique Bourque,,Notary seminar schedule (https://notsem.sos.state.or.us/),,
Lane Community College SBDC,Intro to Entrepreneurship-Lane Community College SBDC,"Decide if running a business is right for you. Learn about...  evaluating your business idea, essential business topics, the importance of market analysis, how to create a business plan, analyzing your idea, and building financial projections.",11/18/2021 03:00:00 PM,11/18/2021 05:00:00 PM,PDT,Cost: No fee,,,Register Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=1410057),,
Columbia Gorge Community College SBDC,-Columbia Gorge Community College SBDC,¿Estás interesado en iniciar tu propio negocio? En esta clase hablaremos de los requisitos y como planear y administrar tu negocio de comida.,12/08/2021 06:00:00 PM,12/08/2021 08:00:00 PM,PDT,Tarifa: Sin costo,,,Registro en línea (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410171),,
Columbia Gorge Community College SBDC,Writing an Effective Business Plan-Columbia Gorge Community College SBDC,"A well thought out Business Plan is the cornerstone of any business. Learn the essential elements needed to plan for or to continue a successful business . In addition, the comprehensive elements of a SWOT analysis will be studied.",11/18/2021 05:00:00 PM,11/18/2021 08:00:00 PM,PDT,Cost: $25,,,Register and Pay Online (https://clients.oregonsbdc.org/workshop.aspx?ekey=140410153),,
