"registry_number","business_name","entity_type","nonprofit_type","address","address_continued","city","state","zip_code"
"28415198","FLORAS LAKE RESERVE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","640 2ND ST SE STE B",,"BANDON","OR","97411"
"31657794","BANDON COMMUNITY SWIMMING POOL DEVELOPMENT CORPORATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1250 TISH-A-TANG LANE",,"BANDON","OR","97411"
"42838292","SOUTHERN COOS HEALTH FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","900 11TH ST SE",,"BANDON","OR","97411"
"56918890","BANDON COMMUNITY HEALTH CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1010 SE FIRST ST STE 110",,"BANDON","OR","97411"
"64570592","ARTULA INSTITUTE FOR ARTS AND ENVIRONMENTAL EDUCATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","325 2ND ST SE",,"BANDON","OR","97411"
"64604193","ANIMAL SHELTER AIDE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","2605 LINCOLN AVE SW",,"BANDON","OR","97411"
"70695292","GREATER BANDON BY-THE-SEA ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","53485 SAFE ROAD",,"BANDON","OR","97411"
"76436493","THE TREE OF HUMANITY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","53540 SAFE ROAD",,"BANDON","OR","97411"
"94076990","KIDS NEWS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","640 HARRISON AVE",,"BANDON","OR","97411"
"96697793","BANDON COMMUNITY RADIO","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","825 2ND ST SE",,"BANDON","OR","97411"
"127623395","BANDON ROTARY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1075 ALABAMA STREET",,"BANDON","OR","97411"
"151110393","FARM SCHOOLED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","49191 HWY 101",,"BANDON","OR","97411"
"172263999","COOS COUNTY CULTURAL COALITION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","470 JUNE AVE SE",,"BANDON","OR","97411"
"178336195","AMERICAN AQUIFERS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","87996 BILL CREEK LN",,"BANDON","OR","97411"
"186787199","BANDON YOUTH SPORTS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1090 OREGON AVE SE",,"BANDON","OR","97411"
"189772891","GAIA'S BLUEPRINT","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","89656 HALLIBURTON LN",,"BANDON","OR","97411"
"543017","UNION POINT CEMETERY ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","24535 NW GREEN MOUNTAIN RD",,"BANKS","OR","97106"
"27949080","BANKS SUMMER BASEBALL, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","42053 NW BUCKSHIRE ST",,"BANKS","OR","97106"
"57995285","BRADLEY'S EQUINE ASSISTED THERAPEUTIC RIDING CENTER, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","41919 NW WILKESBORO RD",,"BANKS","OR","97106"
"25937798","OREGON COALITION FOR EDUCATING ANGLERS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","17280 NW DAVIDSON RD",,"BANKS","OR","97106"
"143203297","DAN HILGER MEMORIAL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","18470 NW HILLTOP PL",,"BANKS","OR","97106"
"197040893","TUALATIN KENNEL CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","23525 NW HOWELL DR",,"BANKS","OR","97106"
"197085997","PORTLAND KENNEL CLUB INC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","23525 NW HOWELL DR",,"BANKS","OR","97106"
"56198386","WATT BROTHERS SCHOLARS TRUST","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6230 MAIN ST",,"BAY CITY","OR","97107"
"155708291","FIREWEED POETRY OF OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","5550 OCEAN AVE",,"BAY CITY","OR","97107"
"171808299","PACIFIC NW FIRE RELIEF","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6850 BASELINE RD",,"BAY CITY","OR","97107"
"74694481","BEAVERCREEK CHARITABLE TRUST","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15677 S LELAND RD",,"BEAVERCREEK","OR","97004"
"76615989","VILLAGE FOCUS, INTERNATIONAL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","19511 S UPPER HIGHLAND DR",,"BEAVERCREEK","OR","97004"
"123690893","CNB SEEN","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16101 S LELAND RD",,"BEAVERCREEK","OR","97004"
"188775697","TRIPLE R EQUINE SANCTUARY- RESCUE, REHABILITATE, REHOME.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","20771 S UPPER HIGHLAND ROAD",,"BEAVERCREEK","OR","97004"
"193568699","HEART PROJECTS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","22490 S FOREST PARK RD",,"BEAVERCREEK","OR","97004"
"9625112","SPECIAL OLYMPICS OREGON, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8313 SW CIRRUS DR",,"BEAVERTON","OR","97008"
"11213014","DOMESTIC VIOLENCE RESOURCE CENTER, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","735 SW 158TH AVE",,"BEAVERTON","OR","97006"
"13352117","OREGON SPORTS HALL OF FAME & MUSEUM, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4840 SW WESTERN AVE #100",,"BEAVERTON","OR","97005"
"14295513","FOREIGN MISSION FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12220 SW FIRST ST",,"BEAVERTON","OR","97005"
"14723811","ADAPTIVE SPORTS NORTHWEST","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4840 SW WESTERN AVE",,"BEAVERTON","OR","97005"
"15257017","SPECIALIZED HOUSING, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4140 SW 109TH AVENUE",,"BEAVERTON","OR","97005"
"15342413","SEQUOIA MENTAL HEALTH SERVICES, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4585 SW 185TH AVE",,"BEAVERTON","OR","97078"
"16930919","SPECIALIZED HOUSING II, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4140 SW 109TH AVE",,"BEAVERTON","OR","97005"
"17037417","THE MCMINNVILLE MONTESSORI SCHOOL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","5770 SW CRANBERRY CT",,"BEAVERTON","OR","97007"
"17623315","SPECIALIZED HOUSING V, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4140 SW 109TH AVE",,"BEAVERTON","OR","97005"
"20091112","REEDVILLE BASEBALL, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1090 SW TOBIAS WAY",,"BEAVERTON","OR","97003"
"20360210","PACIFIC NORTHWEST PGA JUNIOR GOLF FUND, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4130 SW 117TH AVE #202",,"BEAVERTON","OR","97005"
"20761714","THE OSCPA EDUCATIONAL FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","10206 SW LAUREL ST",,"BEAVERTON","OR","97005"
"20929519","SPECIALIZED HOUSING VI, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4140 SW 109TH AVE",,"BEAVERTON","OR","97005"
"857482","PARKINSON'S RESOURCES OF OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8880 SW NIMBUS AVE STE B",,"BEAVERTON","OR","97008"
"8691487","INSTITUTE FOR SCIENCE, ENGINEERING AND PUBLIC POLICY INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15389 NW WOODED WAY",,"BEAVERTON","OR","97006"
"12543880","BEAVERTON EDUCATION FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3800 SW CEDAR HILLS BLVD #168",,"BEAVERTON","OR","97005"
"15631088","JAPANESE AMERICAN MUSEUM OF OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","40 SW 147TH PL",,"BEAVERTON","OR","97006"
"15669583","THE CEDAR CORPORATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4585 SW 185TH AVE",,"BEAVERTON","OR","97078"
"21158787","THE YOUTH EDUCATION AND SPORTS FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","18295 SW ALTON ST",,"BEAVERTON","OR","97006"
"25328386","PORTLAND KAYAK AND CANOE TEAM, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12055 SW KEAS CT",,"BEAVERTON","OR","97008"
"25767484","GRIFFITH PARK ATHLETIC CLUB JUNIOR RACQUETBALL ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16369 SW CINNABAR CT",,"BEAVERTON","OR","97007"
"28346880","SPECIALIZED HOUSING VII","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4140 SW 109TH AVE",,"BEAVERTON","OR","97005"
"29400280","THE PALAU FOUNDATION FOR WORLD EVANGELISM","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1500 NW 167TH PLACE",,"BEAVERTON","OR","97006"
"29414281","TRANSITIONAL YOUTH","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1500 NW 167TH PL",,"BEAVERTON","OR","97006"
"37498789","WILLAMETTE VALLEY TRACK AND FIELD, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4840 SW WESTERN AVE STE 100",,"BEAVERTON","OR","97005"
"35618180","REBUILDING TOGETHER, WASHINGTON COUNTY INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12550 SW 3RD ST",,"BEAVERTON","OR","97005"
"37738184","SPECIALIZED HOUSING VIII, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4140 SW 109TH AVE",,"BEAVERTON","OR","97005"
"37802287","SPECIALIZED HOUSING, INC. I","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4140 SW 109TH AVE",,"BEAVERTON","OR","97005"
"38307484","BEAVERTON TOGETHER, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","13895 SW HARNESS LN",,"BEAVERTON","OR","97008"
"40581886","COMMUNITY ACCESS SERVICES II, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1815 NW 169TH PL STE 1060",,"BEAVERTON","OR","97006"
"40662181","BEAVERTON LIBRARY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12375 SW 5TH ST",,"BEAVERTON","OR","97005"
"42893685","NIKE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","ONE BOWERMAN DR",,"BEAVERTON","OR","97005"
"50918789","ALOHA YOUTH FOOTBALL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6185 SW 166TH AVE",,"BEAVERTON","OR","97007"
"54497582","METRO LEAGUE INTERSCHOLASTIC SKI RACING ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","10465 SW DAVIES ROAD",,"BEAVERTON","OR","97008"
"54722286","OREGON YOUTH SOCCER FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7920 SW CIRRUS DR",,"BEAVERTON","OR","97008"
"55028980","BIRTHINGWAY COLLEGE OF MIDWIFERY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4997 SW NORMANDY PL",,"BEAVERTON","OR","97005"
"55428180","FALLS CREEK RETREAT CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4800 SW GRIFFITH DR STE 320",,"BEAVERTON","OR","97005"
"57672488","SELF-DETERMINATION RESOURCES, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12770 SW 1ST ST",,"BEAVERTON","OR","97005"
"60296887","LEADERSHIP BEAVERTON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12600 SW CRESCENT ST #160",,"BEAVERTON","OR","97005"
"61038189","FEAR NO MUSIC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","13020 SW TRIGGER DR",,"BEAVERTON","OR","97008"
"62157483","OREGON TECHNOLOGY BUSINESS CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3800 SW CEDAR HILLS BLVD SUITE 260",,"BEAVERTON","OR","97005"
"63636881","ANDISHEH CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9790 SW 151ST AVE",,"BEAVERTON","OR","97007"
"69662683","BEAVERTON ARTS FOUNDATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12725 SW MILLIKAN WAY STE 240",,"BEAVERTON","OR","97005"
"72317689","PACIFIC OFFICE AUTOMATION CHARITABLE FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","14747 NW GREENBRIER PARKWAY",,"BEAVERTON","OR","97006"
"73625882","TAXPAYERS ASSOCIATION OF OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","11080 SW ALLEN BLVD STE 400B",,"BEAVERTON","OR","97005"
"73907785","TOUCHMARK FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","5150 SW GRIFFITH DR",,"BEAVERTON","OR","97005"
"73907785","TOUCHMARK FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","5150 SW GRIFFITH DR",,"BEAVERTON","OR","97005"
"75006685","RE/MAX EQUITY GROUP FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9790 SW NIMBUS AVE",,"BEAVERTON","OR","97008"
"78109882","PORTLAND DOWNTOWN LIONS FOUNDATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8625 SW CASCADE AVE","STE 200","BEAVERTON","OR","97008"
"78962686","RAIL-VOLUTION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4875 SW 149TH AVE",,"BEAVERTON","OR","97007"
"1131291","TIGARD PUBLIC LIBRARY FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4900 SW GRIFFITH DR STE 131",,"BEAVERTON","OR","97005"
"895391","VISION ACTION NETWORK","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3700 SW MURRAY BLVD SUITE 2200",,"BEAVERTON","OR","97005"
"2145290","A PROMISE OF HEALTH","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","13205 SW WHISTLING WAY",,"BEAVERTON","OR","97008"
"2605194","TAXPAYER FOUNDATION OF OREGON","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6425 SW KING BLVD",,"BEAVERTON","OR","97008"
"1591791","DEFUNKT THEATRE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1426 NW 189TH WAY APT #12",,"BEAVERTON","OR","97006"
"4450995","UNITED HOMECARE SERVICES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","13650 SW 21ST ST",,"BEAVERTON","OR","97008"
"5048392","OMEGA GYMNASTICS BOOSTER CLUB","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9700 SW HARVEST COURT","SUITE180","BEAVERTON","OR","97005"
"6440291","SPECIALIZED HOUSING III, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4140 SW 109TH AVE",,"BEAVERTON","OR","97005"
"6498190","SOUTHRIDGE BASEBALL ASSOCIATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9625 SW 125TH AVE",,"BEAVERTON","OR","97008"
"9747098","VILLAGE HOME EDUCATION RESOURCE CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","5150 SW WATSON",,"BEAVERTON","OR","97005"
"10641595","GREATER PORTLAND TENNIS COUNCIL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15707 SW WALKER RD",,"BEAVERTON","OR","97006"
"13125299","COMMUNITY HOUSING FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3700 SW MURRAY BLVD STE 2200",,"BEAVERTON","OR","97005"
"13374095","THE LACELEAF CORPORATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4585 SW 185TH AVE",,"BEAVERTON","OR","97078"
"14272397","FORWARD STRIDE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","23839 SW DANIEL RD",,"BEAVERTON","OR","97078"
"14692693","THE BRIDGE HOUSING CORPORATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","10700 SW BEAVERTON-HILLSDALE HWY #412",,"BEAVERTON","OR","97005"
"14692693","THE BRIDGE HOUSING CORPORATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","10700 SW BEAVERTON-HILLSDALE HWY #412",,"BEAVERTON","OR","97005"
"16721896","LIBERTY COMMUNITY FOOTBALL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8470 NE SWIRE ST",,"BEAVERTON","OR","97006"
"16669491","FUNNY FARM EARLY LEARNING CENTER INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8415 SW MORGAN DR",,"BEAVERTON","OR","97008"
"17789397","CATHOLIC ENGAGED ENCOUNTER OF OREGON, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1329 SW 178TH PL",,"BEAVERTON","OR","97003"
"18105890","PARENT SUPPORT CENTER, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4130 SW 117TH AVE A #226",,"BEAVERTON","OR","97005"
"19249192","TUALATIN VALLEY CREATES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7080 SW TIERRA DEL MAR DR",,"BEAVERTON","OR","97007"
"20386595","CRESCENT ISLAMIC MONTESSORI SCHOOL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9730 SW 168TH PL",,"BEAVERTON","OR","97007"
"21994991","OREGON REFEREE COMMITTEE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4840 SW WESTERN AVE STE 300",,"BEAVERTON","OR","97005"
"22262893","SPARKLE FOSTER FUND, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16100 SW SUMAC",,"BEAVERTON","OR","97007"
"25515594","SPECIAL HOOP CAMP INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16230 NW GIANOLA CT",,"BEAVERTON","OR","97006"
"25830795","BRIDGE MEADOWS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16115 SW BLACKBIRD",,"BEAVERTON","OR","97007"
"25144593","ISING COMMUNITY CHOIR","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","15112 SW SAPPHIRE DRIVE",,"BEAVERTON","OR","97007"
"28514495","HEART FOR THE HOMELESS, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1500 NW BETHANY BLVD",,"BEAVERTON","OR","97006"
"29129996","PURE LIFE ALLIANCE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1500 NW 167TH PL",,"BEAVERTON","OR","97006"
"28318590","ST. STEPHEN'S ACADEMY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7275 SW HALL BLVD",,"BEAVERTON","OR","97008"
"39697198","PACIFIC PUG RESCUE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","11770 SW TIMBERLINE",,"BEAVERTON","OR","97008"
"40987695","KINGS FOR THE KIDS, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","13275 SW 31ST ST",,"BEAVERTON","OR","97008"
"40766297","SOMALI BANTU CITIZENS GROUP","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","13665 SW LARCH PL APT 33",,"BEAVERTON","OR","97005"
"48627293","HOMEPLATE YOUTH SERVICES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12520 SW 3RD ST",,"BEAVERTON","OR","97005"
"49655194","METRO YOUTH LACROSSE LEAGUE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","17433 SW OCTOBER CT",,"BEAVERTON","OR","97003"
"51102490","AMANI.GCP","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6225 SW 148TH AVE",,"BEAVERTON","OR","97007"
"51489897","PACIFIC NORTHWEST PROPERTIES FOUNDATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","C/O PACIFIC NW PROPERTIES","6600 SW 105TH AVE STE 175","BEAVERTON","OR","97008"
"53250594","BEAVERTON HISTORICAL SOCIETY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7050 SW BEL AIRE DR",,"BEAVERTON","OR","97008"
"53309192","SAFE PASSAGE TO MOTHERHOOD","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3095 SW 118TH AVENUE",,"BEAVERTON","OR","97005"
"55553995","SOUTHRIDGE HIGH SCHOOL SKI TEAM, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8711 SW AMICUS TER",,"BEAVERTON","OR","97007"
"58462095","SPRUCE PLACE INC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4585 SW 185TH AVE",,"BEAVERTON","OR","97078"
"60383594","BEAVERTON CIVIC THEATRE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","5645 SW MAIN AVENUE","ATTN MELISSA RILEY","BEAVERTON","OR","97005"
"61585999","OREGON WEIMARANER RESCUE, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12525 SW 3RD ST",,"BEAVERTON","OR","97005"
"62098091","TRANSCENDING HOPE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","990 NW 161ST TER",,"BEAVERTON","OR","97006"
"62788592","HOUSING INDEPENDENCE INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3245 SW 182ND AVENUE RSC",,"BEAVERTON","OR","97006"
"64116099","INDO PROJECT, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16284 SW CORNELIAN WAY",,"BEAVERTON","OR","97007"
"64519797","ARTMAX ACADEMY","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","11125 SW CHICKADEE TERR",,"BEAVERTON","OR","97007"
"66519993","THE PERLAN PROJECT, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7415 SW HART PL",,"BEAVERTON","OR","97008"
"68337394","TUALATIN VALLEY WATER EMPLOYEES, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","1850 SW 170TH AVE",,"BEAVERTON","OR","97003"
"68659698","SUSAN LYNNE MCCORMICK SPELLING AND GEOGRAPHY BEE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4800 SW GRIFFITH DRIVE SUITE 320",,"BEAVERTON","OR","97005"
"69429992","FINE ART STARTS","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4420 SW ST MARY'S DR",,"BEAVERTON","OR","97078"
"69900398","NORTHWEST RUSSIAN AMERICAN COMMUNITY CENTER","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","7955 SW EVERETT CT",,"BEAVERTON","OR","97007"
"72161996","BABY BEES CHILDCARE CENTER, INC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6958 SW 202ND TER",,"BEAVERTON","OR","97078"
"74940090","RECLAIMING LIVES MINISTRIES","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6939 SW 158TH AVE",,"BEAVERTON","OR","97007"
"77386291","BEAVERTON DOWNTOWN ASSOCIATION, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6775 SW BRIARCLIFF CIR",,"BEAVERTON","OR","97008"
"77549799","CRGC EDUCATIONAL FOUNDATION, INCORPORATED","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16100 NW CORNELL RD STE 200",,"BEAVERTON","OR","97006"
"77651595","THE MEDIA FOUNDATION, INC","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16131 SW SUMAC ST",,"BEAVERTON","OR","97007"
"78066199","RP SUNSHINE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","14165 SW YEARLING CT",,"BEAVERTON","OR","97008"
"78958890","HOPE CHINESE CHARTER SCHOOL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3500 SW 104TH AVE",,"BEAVERTON","OR","97005"
"82557993","SUPPORTERS OF THE OREGON CONSORTIUM FOR NURSING EDUCATION","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6287 SW KAMEN PL",,"BEAVERTON","OR","97078"
"85240092","MUSICA MAESTRALE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","355 NW SILVERADO DR",,"BEAVERTON","OR","97006"
"87128394","SHERWOOD 4 KIDS SAKE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","4425 SW 109TH AVE",,"BEAVERTON","OR","97005"
"90508590","LATIF KAPADIA MEMORIAL WELFARE TRUST USA CHAPTER, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16617 SW TIMBERLAND DR",,"BEAVERTON","OR","97007"
"91923897","WESTSIDE PAL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","6740 SW VALE CT",,"BEAVERTON","OR","97008"
"94997096","FRIENDS OF BEAVERTON BASKETBALL, INC.","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","13540 SW HYLAND PARK CT",,"BEAVERTON","OR","97008"
"95675691","WORLD SCHOLARSHIP INITIATIVE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","9120 SW QUINT TERRACE",,"BEAVERTON","OR","97008"
"95878592","OREGON - JALISCO4KIDS.ORG","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","12220 SW PIONEER LN","APT 145","BEAVERTON","OR","97008"
"96952297","WESTVIEW YOUTH BASEBALL","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","16655 NW NORWALK DR",,"BEAVERTON","OR","97006"
"103511994","TEAM COLE","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","3211 NW 165TH PLACE",,"BEAVERTON","OR","97006"
"105148399","BEAVERTON HIGH SCHOOL SUCCESS FUND","DOMESTIC NONPROFIT CORPORATION","PUBLIC BENEFIT","8100 SW BERRYHILL CT",,"BEAVERTON","OR","97008"
