"year","quarter","locationabbr","locationdesc","topicdesc","policytopic","datasource","setting","title","status","citation","statusaltvalue","datatype","comments","enacteddate","effectivedate","geolocation","displayorder","policytypeid","healthtopicid","policytopicid","settingid","provisionid"
"2011","1","NY","New York","Obesity","Disparities/Equity","DNPAO","Work Place","Governors Council on Physical Fitness","Dead","A7323","3","Text","(Abstract - Creates the New York state governor's council on physical fitness, sports and health, establishes the membership of such council, creates the New York state governor's council on physical fitness, sports and health fund. Duties of the council include, but aren't limited to: disseminating pertinent fitness information, sponsoring fitness workshops, advising companies on employee fitness programs, and diminishing physical fitness related disparities.  ), (BillHistory - 04/29/2011 - INTRODUCED.;04/29/2011 - To ASSEMBLY Committee on HEALTH.)",,,"(42.827001032, -75.543970427)","32","LEG","002OB","013DEQ","005WKP","4350"
"2010","1","WV","West Virginia","Nutrition","Fruits and Vegetables","DNPAO","Restaurant/Retail","Tax Credits for the Sale of Locally Grown Produce","Dead","H3096","3","Text","(Abstract - Provides tax credits for the sale of locally grown produce. ), (BillHistory - 01/06/2010 - PREFILED.;01/13/2010 - INTRODUCED.;01/13/2010 - To HOUSE Committee on AGRICULTURE.)",,,"(38.665510202, -80.712640135)","15","LEG","001NUT","025FAV","006RES","3262"
"2001","1","DE","Delaware","Nutrition","Access to Healthy Foods","DNPAO","School/After School","School Breakfast and Lunch Programs","Enacted","HCR37","1","Text","(Abstract - Encourages the participation in school breakfast and summer lunch programs as a means of capitalizing on the link between nutrition and improved academic performance.), (BillHistory - 03/26/2002 INTRODUCED.;03/26/2002 To HOUSE Committee on EDUCATION.;03/28/2002 Rules suspended.;03/28/2002 Passed HOUSE. *****To SENATE.;04/18/2002 Passed SENATE.)","2001-01-01T00:00:00.000",,"(39.008830667, -75.577741168)","1","LEG","001NUT","001AHF","004SAS","101"
"2011","1","FL","Florida","Obesity","Appropriations","DNPAO","Community","Growth Management","Dead","H1427","3","Text","(Abstract - Revises and provides definitions relating to Local Government Comprehensive Planning and Land Development Regulation Act, revises requirements for comprehensive plans relating to capital improvements and future land use plan elements, revises transportation concurrency requirements relating to transportation planning and proportionate share, revises definition of term transportation concurrency backlog. The future land use element shall include criteria that encourage the location of schools proximate to urban residential areas and requires that the local government seek to collocate public facilities, such as parks and libraries. The transportation element promotes compact, mixed-use, and interconnected development served by a multimodal transportation system that includes roads, bicycle and pedestrian facilities, and frequent transit and rail service.   ), (BillHistory - 03/08/2011 - INTRODUCED.;03/14/2011 - To HOUSE Committee on COMMUNITY AND MILITARY AFFAIRS  SUBCOMMITTEE.;03/14/2011 - Referred to HOUSE Committee on ECONOMIC AFFAIRS.;05/07/2011 - In HOUSE.  Indefinitely postponed and withdrawn from consideration.;05/07/2011 - In HOUSE.  Died in committee.)",,,"(28.932040377, -81.928960539)","28","LEG","002OB","002APP","002COM","3677"
"2012","3","MA","Massachusetts","Physical Activity","Zoning/Land Use","DNPAO","Community","Infrastructure Investment","Dead","S2350","3","Text","(Abstract - ""Establishes a state infrastructure program to give grants to publicly owned infrastructure, including walking paths and bicycle lanes. Smart growth projects are given preference.2011 MA S 2366, SB 2346, SB 2350, and HB 4352 all correspond to the same measure""), (BillHistory - 07/17/2012 INTRODUCED. 07/17/2012 Recommended New Text of H 4119. 07/19/2012 In SENATE. A series of amendments were proposed and rejected in SENATE. A series of proposed floor amendments were withdrawn in SENATE. A series of proposed floor amendments were adopted.  Proposed floor amendment adopted as redrafted. Amendment No. 105. 07/19/2012 In SENATE. Proposed floor amendmentwithdrawn. Amendment No. 121. 07/19/2012 In SENATE. Proposed floor amendment adopted.Amendment No. 12. 07/19/2012 Amended on SENATE floor by substitution of New Text. New text bill no. not yet assigned. )",,,"(42.27687047, -72.082690675)","58","LEG","003PA","033ZON","002COM","6833"
"2011","1","OH","Ohio","Obesity","Appropriations","DNPAO","Restaurant/Retail","Underserved Community Grocery Store Tax Credits","Dead","S47","3","Text","(Abstract - Authorizes a commercial activity tax credit for underserved community grocery stores.  ), (BillHistory - 02/01/2011 - INTRODUCED.;02/01/2011 - To SENATE Committee on REFERENCE.;02/02/2011 - From SENATE Committee on REFERENCE:  Recommended referral.;02/02/2011 - To SENATE Committee on WAYS AND MEANS AND ECONOMIC DEVELOPMENT.)",,,"(40.060210141, -82.404260056)","28","LEG","002OB","002APP","006RES","4454"
"2009","1","DE","Delaware","Nutrition","Food Security","DNPAO","Restaurant/Retail","Nutrition Information","Dead","S81","3","Text","(Abstract - Addresses the obesity epidemic seriously affecting the health of residents, requires chain restaurants to properly and completely label food choices with important nutritional information and to display nutrition information for food and beverages offered for sale. ), (BillHistory - 04/30/2009 - INTRODUCED.;04/30/2009 - To SENATE Committee on SMALL BUSINESS.;06/03/2009 - From SENATE Committee on SMALL BUSINESS:  Reported without recommendation.;06/16/2009 - SENATE Amendment placed with bill.  No. 1, 2.;01/19/2010 - Laid on table.;01/19/2010 - SENATE Amendment placed with bill.  No. 3. 4.;01/20/2010 - SENATE Amendment placed with bill.  No.  5.;01/21/2010 - Removed from table.;01/21/2010 - SENATE Amendment adopted on SENATE floor.  No. 5.;01/21/2010 - SENATE Amendment rejected on SENATE floor.  No.  1, 2, 3, 4.;01/21/2010 - Passed SENATE.  *****To HOUSE.;01/27/2010 - To HOUSE Committee on ECONOMIC DEVELOPMENT, BANKING/INSURANCE AND COMMERCE.)",,,"(39.008830667, -75.577741168)","14","LEG","001NUT","023FOS","006RES","108"
"2009","1","ME","Maine","Nutrition","Farmers Markets","DNPAO","Community","Food Stamps and Local Produce","Dead","H251","3","Text","(Abstract - Requires the Department of Health and Human Services and the Department of Agriculture, Food and Rural Resources to develop a plan that will encourage food stamp recipients to purchase fresh produce from local farmers and that will facilitate food stamp recipients' access to local farm products, requires the departments to consult with local farmers and advocates for low-income people in developing this plan, requires the departments to consider the farmers' market projects.), (BillHistory - 02/02/2009 - INTRODUCED.;02/02/2009 - Filed as LR 775.;02/03/2009 - HOUSE refers to JOINT Committee on HEALTH AND HUMAN SERVICES.;02/03/2009 - SENATE refers to JOINT Committee on HEALTH AND HUMAN SERVICES in concurrence.;03/10/2009 - From JOINT Committee on HEALTH AND HUMAN SERVICES:  Ought Not to Pass.;03/12/2009 - HOUSE adopts Majority Committee Report:  Ought not to pass.;03/12/2009 - SENATE adopts Majority Committee Report:  Ought not to pass.)",,,"(45.254228894001, -68.985031336)","9","LEG","001NUT","016FAM","002COM","760"
"2012","1","IL","Illinois","Nutrition","Appropriations","DNPAO","Community","An Act Concerning Appropriations","Dead","H5958","3","Text","(Abstract - Appropriates monies to the United States Department of Agriculture Farmers' Market Nutrition Program.), (BillHistory - 02/24/2012 INTRODUCED; 02/28/2012 To HOUSE Committee on RULES; 02/29/2012 To HOUSE Committee on APPROPRIATIONS-HUMAN SERVICES.)","2012-01-01T00:00:00.000",,"(40.485010283, -88.997710178)","2","LEG","001NUT","002APP","002COM","5597"
"2009","1","FL","Florida","Obesity","Appropriations","DNPAO","School/After School","Physical Education in Public Schools","Dead","H1505","3","Text","(Abstract - Relates to physical education in public schools, revises applicability of physical education requirements for certain students in grade 6, provides that criteria for waiver of physical education requirements apply to students in grades 6 through 8, provides additional criteria for which a waiver shall be given, requires certain documentation.), (BillHistory - 03/03/2009 - INTRODUCED.;03/09/2009 - To HOUSE Committee on PRE-K THROUGH 12 POLICY.;03/09/2009 - Referred to HOUSE Council on EDUCATION POLICY.;03/09/2009 - Referred to HOUSE Committee on PRE-K - 12 APPROPRIATIONS.;03/09/2009 - Referred to HOUSE FULL APPROPRIATIONS COUNCIL ON EDUCATION AND ECONOMIC DEVELOPMENT.;05/02/2009 - In HOUSE.  Indefinitely postponed and withdrawn from consideration.)",,,"(28.932040377, -81.928960539)","28","LEG","002OB","002APP","004SAS","116"
"2010","1","MO","Missouri","Nutrition","Farmers Markets","DNPAO","Restaurant/Retail","State and Local Sales Tax Exemption","Dead","H1864","3","Text","(Abstract - Creates a state and local sales tax exemption for sales of farm products made at farmers' markets. ), (BillHistory - 01/28/2010 - INTRODUCED.;02/24/2010 - To HOUSE Committee on AGRI-BUSINESS.;03/02/2010 - Public Hearing completed.)",,,"(38.635790776, -92.566300053)","9","LEG","001NUT","016FAM","006RES","2837"
"2009","1","MA","Massachusetts","Obesity","Appropriations","DNPAO","Community","Transportation System Modernization","Dead","S2023","3","Text","(Abstract - Modernizes the transportation system of the Commonwealth.), (BillHistory - 03/24/2009 - INTRODUCED.;03/24/2009 - Recommended New Draft for  S 10.;03/25/2009 - In SENATE. Amended on floor by insertion of New Text.  See  S 2024.;03/26/2009 - Amended on SENATE floor by substitution of New Draft.  For further action see  S 2024.)",,,"(42.27687047, -72.082690675)","28","LEG","002OB","002APP","002COM","285"
"2007","1","GA","Georgia","Physical Activity","Disabilities","DNPAO","School/After School","House Resolution  <br>","Enacted","HR322","1","Text","(Abstract - Creates the Joint Study Committee on Continuing Education and Collegiate Sports Programs (""Committee"") for students with disabilities. Instructs the Committee to identify and create opportunities for student athletes with disabilities.), (BillHistory - ""02/20/2007 INTRODUCED; 02/21/2007 To HOUSE Committee on HIGHER EDUCATION; 02/28/2007 From HOUSE Committee on HIGHER EDUCATION: Favorably reported; 03/27/2007 In HOUSE. Read third time. Passed HOUSE.*****To SENATE; 03/27/2007 To SENATE Committee on HIGHER EDUCATION; 04/13/2007 From SENATE Committee on HIGHER EDUCATION: Favorably reported; 04/19/2007 In SENATE. Read third time. Passed SENATE' 05/01/2007 *****To GOVERNOR; 05/30/2007 Signed by GOVERNOR; 05/30/2007 Act No. 374"")","2007-01-01T00:00:00.000",,"(32.839681093, -83.627580346)","52","LEG","003PA","011DIS","004SAS","5580"
"2015","1","NY","New York","Physical Activity","Physical Activity Requirements","DNPAO","Restaurant/Retail","Sweetened Beverage Tax Law","Introduced","AB5945","0","Text","(Abstract - ""Requires distributors to collect a $0.01 per fluid ounce tax on sugar sweetened beverages. """"Sweetened beverage"""" means any sweetened nonalcoholic beverage sold for human consumption that has caloric sweeteners and contains more than twenty-five calories per twelve ounces, including, but not limited to, the following: soda water, ginger ale, root beer, all beverages commonly referred to as cola, lime, lemon, lemon-lime, and other flavored beverages, including any fruit or vegetable beverage containing less than fifty percent natural fruit juice or natural vegetable juice or combined natural fruit juice and natural vegetable juice, and all other drinks and beverages commonly referred to as """"soda,"""" """"soda pop,"""" """"soft drinks,"""" """"sports drinks,"""" """"energy drinks,"""" """"juice drinks,"""" """"ice teas,"""" and """"vitamin fortified waters.""""The tax establishes the Children's Health Promotion Fund to be allocated for the purposes of statewide childhood obesity prevention. The funds are allocated to improve access to and consumption of healthy, safe, and affordable foods and beverages; reduce access to and consumption of calorie-dense, nutrient poor foods; encourage physical activity; decrease sedentary behavior; and raise awareness about the importance of nutrition and physical activity to childhood obesity prevention; evidence-based prevention, early recognition, monitoring, and weight management intervention activities in the medical setting; and can include improving or building school recreational facilities that are used for recess and physical education; providing continuing education training for physical education teachers; hiring qualified physical education teachers; improving the quality and nutrition of school breakfasts, lunches, and snacks; ensuring free, clean drinking water access throughout the school day; and incorporating practical nutrition education into the curriculum. The Commissioner of Education is responsible for the allocation and distribution of these funds.""), (BillHistory - 03/09/2015 INTRODUCED.03/09/2015 To ASSEMBLY Committee on WAYS AND MEANS.)",,,"(42.827001032, -75.543970427)","60","LEG","003PA","035PAR","006RES","6918"
"2011","1","VA","Virginia","Nutrition","Appropriations","DNPAO","Community","Aquaculture Definition","Dead","S1190","3","Text","(Abstract - Expands the definition of agricultural production activities in the Right to Farm Act to include the practice of aquaculture, provides that in areas zoned as agricultural or silvicultural, no special use permit shall be required for such activities, provides that localities are restricted from regulating the aquaculture production activities of riparian landowners on their own land and Piers, provides that those Piers placed for noncommercial purposes and exempt from regulation.   ), (BillHistory - 01/12/2011 - INTRODUCED.;01/12/2011 - To SENATE Committee on AGRICULTURE, CONSERVATION AND NATURAL RESOURCES.;02/07/2011 - From SENATE Committee on AGRICULTURE, CONSERVATION AND NATURAL RESOURCES:  Reported with substitute.;02/07/2011 - Committee substitute printed.;02/08/2011 - Committee substitute adopted on SENATE floor.;02/08/2011 - Engrossed by SENATE as substituted.;02/08/2011 - Passed SENATE.  *****To HOUSE.;02/09/2011 - To HOUSE Committee on AGRICULTURE, CHESAPEAKE AND NATURAL RESOURCES.;02/16/2011 - In HOUSE Committee on AGRICULTURE, CHESAPEAKE AND NATURAL RESOURCES:  Tabled.)",,,"(37.542680674, -78.457890463)","2","LEG","001NUT","002APP","002COM","4728"
"2012","1","NC","North Carolina","Nutrition","Appropriations","DNPAO","School/After School","An Act to Encourage Use of the Farm to School Program<br>","Dead","H1099","3","Text","(Abstract - Requires the state Board of Education and the state Department of Public Instruction to work with local boards of education and local school administrative units increase the use of locally grown fresh fruits and vegetables through increased participation in the Farm to School Program.), (BillHistory - 05/23/2012 FILED; 05/24/2012 INTRODUCED; 05/24/2012 To HOUSE Committee on AGRICULTURE.)","2012-01-01T00:00:00.000",,"(35.466220975, -79.159250463)","2","LEG","001NUT","002APP","004SAS","5796"
"2009","1","TX","Texas","Obesity","Appropriations","DNPAO","Community","Nutrition Outreach Program","Enacted","R16196","1","Text","(Abstract - Provides authorization for the department to administer the Nutrition Outreach Program. Provides for funds to administer and implement a Nutrition Outreach Program to promote better health and nutrition programs and prevent obesity among children in this state. The objective of the program is to increase awareness of the importance of good nutrition and to encourage children's health and well being through education, exercise, and eating right.), (BillHistory - )","2009-01-01T00:00:00.000",,"(31.827240407, -99.426770206)","28","REG","002OB","002APP","002COM","3442"
"2011","1","RI","Rhode Island","Obesity","Food Restrictions","DNPAO","Restaurant/Retail","Seafood Marketing","Enacted","H6259","1","Text","(Abstract - Creates the Rhode Island Seafood Marketing Collaborative, requires the collaborative to support and work collaboratively with the Rhode Island fishing community to promote the marketing and sustainability of Rhode Island seafood, and to identify regulatory restrictions inhibiting local seafood marketing initiatives and facilitate opportunities to increase consumer demand for local seafood, establishes a related advisory council.   ), (BillHistory - 06/15/2011 - INTRODUCED.;06/15/2011 - To HOUSE Committee on ENVIRONMENT AND NATURAL RESOURCES.;06/21/2011 - Scheduled for hearing and/or consideration.;06/21/2011 - From HOUSE Committee on ENVIRONMENT AND NATURAL RESOURCES: Recommended passage.;06/23/2011 - Passed HOUSE.  *****To SENATE.;06/30/2011 - Passed SENATE.;07/07/2011 - *****To GOVERNOR.;07/12/2011 - Signed by GOVERNOR.;07/12/2011 - Public Law No. 2011-316)","2011-01-01T00:00:00.000",,"(41.708280193, -71.522470314)","35","LEG","002OB","020FOR","006RES","4542"
"2011","1","OK","Oklahoma","Obesity","Appropriations","DNPAO","Community","Bicycles","Dead","S951","3","Text","(Abstract - Relates to bicycles, relate to operation of bicycles and play vehicles, modifies certain exceptions to right-hand lane operation, provides method of operation for certain types of roadways, states certain expectations for bicycle operation, modifies requirements for overtaking a vehicle traveling in opposite directions and for one-way roadways, prohibits certain conduct with a motor vehicle, provides penalty, provides an effective date, declares an emergency.  ), (BillHistory - 01/21/2011 - PREFILED.;02/07/2011 - INTRODUCED.;02/14/2011 - To SENATE Committee on PUBLIC SAFETY.)",,,"(35.472031356, -97.521070214)","28","LEG","002OB","002APP","002COM","4474"
"2010","1","MO","Missouri","Obesity","Food Restrictions","DNPAO","Restaurant/Retail","Local Foods Initiative","Dead","S926","3","Text","(Abstract - Creates the Local Foods Initiative to encourage market opportunities for food produced close to its point of consumption. ), (BillHistory - 02/09/2010 - INTRODUCED.;02/11/2010 - To SENATE Committee on AGRICULTURE, FOOD PRODUCTION AND OUTDOOR RESOURCES.)",,,"(38.635790776, -92.566300053)","35","LEG","002OB","020FOR","006RES","2852"
"2012","2","MA","Massachusetts","Nutrition","Appropriations","DNPAO","School/After School","An Act Making Appropriations","Dead","SB4","3","Text","(Abstract - ""Appropriates monies for: (1) school health services and school-based health centers to include obesity prevention programs, including nutrition and wellness programs, in school curricula; (2) the state Nutrition, Physical Activity & Obesity Program; (3) state Childhood Obesity; (4) Nutritional Services Incentive Program; (5) the Farmers' Market Coupon Program; (6) Senior Farmers' Market Nutrition Program; (7) grants to cities for sports, physical activity, health and wellness programs; (8) an annual health insurance wellness subsidy; and (9) a reduction in MassHealth premiums or copayments or other incentives to encourage enrollees to comply with wellness goals.""), (BillHistory - Bill History Unavailable)",,,"(42.27687047, -72.082690675)","2","LEG","001NUT","002APP","004SAS","6817"
"2015","1","NV","Nevada","Nutrition","Breastfeeding","DNPAO","Early Care and Education","Child Care Facility Requirements","Introduced","AB152","0","Text","(Abstract - Requires each licensee that operates a child care facility to provide a private space where a mother may breastfeed. Requires a child care facility to provide daily moderate to rigorous physical activity for children and to limit the amount of sedentary activity for children. Allows for specialized physical activity plans for children with disabilities.), (BillHistory - 02/13/2015 INTRODUCED.02/13/2015 To ASSEMBLY Committee on HEALTH AND HUMAN SERVICES.04/15/2015 From ASSEMBLY Committee on HEALTH AND HUMAN SERVICES: Do pass with amendment.04/16/2015 Amended on ASSEMBLY floor.04/17/2015 Ordered Engrossed.04/21/2015 Passed ASSEMBLY. *****To SENATE.04/23/2015 To SENATE Committee on HEALTH AND HUMAN SERVICES.05/17/2015 From SENATE Committee on HEALTH AND HUMAN SERVICES: Do pass with amendment.05/18/2015 Amended on SENATE floor.05/19/2015 Ordered Engrossed. Second Reprint.05/19/2015 Passed SENATE. *****To ASSEMBLY for concurrence.)",,,"(39.49324039, -117.071840564)","4","LEG","001NUT","007BFD","001ECE","6880"
"2009","1","MA","Massachusetts","Nutrition","Point of Purchase Promotion","DNPAO","Community","Healthy Transportation Planning","Dead","H3258","3","Text","(Abstract - Promotes healthy transportation planning. ), (BillHistory - 01/19/2009 - INTRODUCED.;01/19/2009 - Filed as House Docket 1950.;01/19/2009 - To JOINT Committee on TRANSPORTATION.;10/15/2009 - In JOINT Committee on TRANSPORTATION:  Heard. Eligible for Executive Session.;03/16/2010 - In JOINT Committee on TRANSPORTATION:  Set aside for Study.;10/07/2010 - From JOINT Committee on TRANSPORTATION: Accompanied Study Order H 5039.)",,,"(42.27687047, -72.082690675)","20","LEG","001NUT","037POP","002COM","2677"
"2010","1","MS","Mississippi","Obesity","Food Restrictions","DNPAO","Restaurant/Retail","Bonds","Enacted","S3184","1","Text","(Abstract - Relates to bonds, authorizes the issuance of general obligation bonds for Institutions of Higher Learning, state agencies and community/junior colleges, and the operation of a statewide wireless communications system. ), (BillHistory - 02/23/2010 - INTRODUCED.;02/23/2010 - To SENATE Committee on FINANCE.;02/23/2010 - From SENATE Committee on FINANCE:  Do pass with substitute.;02/24/2010 - Committee substitute adopted on SENATE floor.;02/24/2010 - Passed SENATE.  *****To HOUSE.;03/01/2010 - To HOUSE Committee on WAYS AND MEANS.;03/10/2010 - From HOUSE Committee on WAYS AND MEANS:  Do pass as amended.;03/15/2010 - Committee amendment adopted on HOUSE floor.;03/15/2010 - Passed HOUSE.  *****To SENATE for concurrence.;03/17/2010 - SENATE refused to concur in HOUSE amendments.;03/17/2010 - *****To CONFERENCE Committee.;03/24/2010 - CONFERENCE Committee Report filed in SENATE.;03/24/2010 - CONFERENCE Committee Report filed in HOUSE.;03/25/2010 - *****To Second CONFERENCE Committee.;03/25/2010 - CONFERENCE Committee Report filed in HOUSE.;03/25/2010 - CONFERENCE Committee Report filed in SENATE.;03/26/2010 - CONFERENCE Committee Report adopted by HOUSE.;03/26/2010 - CONFERENCE Committee Report adopted by SENATE.;04/01/2010 - Eligible for GOVERNOR'S desk.;04/08/2010 - *****To GOVERNOR.;04/13/2010 - Signed by GOVERNOR.;06/01/2010 - Chapter No. 511.)","2010-01-01T00:00:00.000",,"(32.745510099, -89.538030825)","35","LEG","002OB","020FOR","006RES","2885"
"2007","1","NV","Nevada","Physical Activity","Physical Activity Requirements","DNPAO","School/After School","Senate Concurrent Resolution","Enacted","SCR9","1","Text","(Abstract - Urges each public school and each school district in the state to: (1) abide by the requirements set forth in the Statewide School Wellness Policy ; (2) ensure that the current amount of time allocated for physical education, physical activity and recess is expanded and not reduced; and (3) engage creative measures to provide additional opportunities for physical activity.), (BillHistory - Bill History Unavailable)","2007-01-01T00:00:00.000",,"(39.49324039, -117.071840564)","60","LEG","003PA","035PAR","004SAS","5726"
"2012","1","WV","West Virginia","Nutrition","Agriculture and Farming","DNPAO","Community","Department of Agriculture<br>","Enacted","H4046","1","Text","(Abstract - Develops marketing, promotional and development programs to advance the states’ agriculture sector and sets regulations for the marketing of agricultural products. ), (BillHistory - ""01/12/2012 INTRODUCED; 01/12/2012 To HOUSE Committee on GOVERNMENT ORGANIZATION; 01/17/2012 From HOUSE Committee on GOVERNMENT ORGANIZATION: Do pass as amended; 01/17/2012 To HOUSE Committee on JUDICIARY; 01/27/2012 From HOUSE Committee on JUDICIARY: Do pass as substituted; 01/31/2012 In HOUSE: Read 2nd time; 02/01/2012 In HOUSE: Read 3rd time; 02/01/2012 Passed HOUSE. *****To SENATE; 02/02/2012 To SENATE Committee on GOVERNMENT ORGANIZATION; 03/01/2012 From SENATE Committee on GOVERNMENT ORGANIZATION: Do pass as amended; 03/01/2012 To SENATE Committee on JUDICIARY; 03/08/2012 From SENATE Committee on JUDICIARY: Do pass.03/09/2012 Committee amendment adopted on SENATE floor; 03/09/2012 Constitutional Rule Suspended; 03/09/2012 In SENATE: Read 3rd time; 03/10/2012 Passed SENATE. *****To HOUSE for concurrence; 03/10/2012 HOUSE refused to concur in SENATE amendments; 03/10/2012 SENATE recedes from amendments; 03/10/2012 Passed SENATE; 03/10/2012 *****Eligible for GOVERNOR'S desk; 03/23/2012 *****To GOVERNOR; 03/30/2012 Signed by GOVERNOR."")","2012-01-01T00:00:00.000",,"(38.665510202, -80.712640135)","10","LEG","001NUT","017AGF","002COM","5831"
"2011","1","WV","West Virginia","Physical Activity","Pedestrians/Walking","DNPAO","Community","Municipal Economic Opportunity Development District Act","Dead","H2760","3","Text","(Abstract - Revises the Municipal Economic Opportunity Development District Act. Any municipality that has established an economic opportunity development district under this article may make development expenditures as will promote the economic vitality of the district including expenditures for beautification, public services such as sanitation and security, construction and maintenance of public facilities including sidewalks, and support for public transportation. The Development Office should consider whether the economic development project is large enough to require that it contain a mixed use development provision consisting of a housing component with at least ten percent of housing units in the district allocated for affordable housing.   ), (BillHistory - 01/24/2011 - INTRODUCED.;01/24/2011 - To HOUSE Committee on POLITICAL SUBDIVISIONS.;02/10/2011 - From HOUSE Committee on POLITICAL SUBDIVISIONS:  Do pass as amended.;02/10/2011 - To HOUSE Committee on FINANCE.)",,,"(38.665510202, -80.712640135)","69","LEG","003PA","052PED","002COM","4779"
"2009","1","CA","California","Obesity","Food Restrictions","DNPAO","School/After School","Budget Act of 2009","Dead","S47","3","Text","(Abstract - Makes appropriations for support of state government for the 2009-10 fiscal year. ), (BillHistory - 01/09/2009 - INTRODUCED.;01/09/2009 - To SENATE Committee on BUDGET AND FISCAL REVIEW.;02/01/2010 - In SENATE.  Returned to Secretary of Senate pursuant to Joint Rule 56.)",,,"(37.638640123, -120.999999538)","35","LEG","002OB","020FOR","004SAS","2450"
"2010","1","NJ","New Jersey","Physical Activity","Pedestrians/Walking","DNPAO","Community","State Budget","Dead","A3000","3","Text","(Abstract - Makes appropriations for the support of State Government and the several public purposes for the fiscal year ending June 30,2011, and regulating the disbursement thereof, relates to additional taxes on taxable insurance premiums and the Senior and Disabled Citizens Property Tax Freeze Program. Includes funding for the Senior Farmers Market Nutrition Program and the WIC Farmers Market Program.), (BillHistory - 06/21/2010 - INTRODUCED.;06/21/2010 - To SENATE Committee on BUDGET AND APPROPRIATIONS.;06/24/2010 - From SENATE Committee on BUDGET AND APPROPRIATIONS.;06/28/2010 - Passed SENATE.  *****To ASSEMBLY.;06/28/2010 - Received in the ASSEMBLY without Reference.;06/28/2010 - Substituted for A-3000.;06/28/2010 - Passed ASSEMBLY.;06/28/2010 - *****To GOVERNOR.;06/30/2010 - Signed by GOVERNOR.;06/30/2010 - Chapter No. 35)",,,"(40.130570048, -74.273691288)","69","LEG","003PA","052PED","002COM","2967"
"2009","1","MO","Missouri","Nutrition","Agriculture and Farming","DNPAO","School/After School","Agriculture and Local Foods","Dead","H1080","3","Text","(Abstract - Establishes the Sustainable Agriculture and Local Foods Initiative to increase access to locally grown fruits and vegetables.), (BillHistory - 03/25/2009 - INTRODUCED.;05/15/2009 - To HOUSE Committee on AGRICULTURE POLICY.)",,,"(38.635790776, -92.566300053)","10","LEG","001NUT","017AGF","004SAS","1986"
"2011","1","MI","Michigan","Nutrition","Food Assistance Programs","DNPAO","Community","Omnibus Budget","Dead","S199","3","Text","(Abstract - Provides for the executive recommendation for an omnibus 2011-12 fiscal year budget.   ), (BillHistory - 02/24/2011 - INTRODUCED.;02/24/2011 - To SENATE Committee on APPROPRIATIONS.)",,,"(44.661319543001, -84.71439027)","3","LEG","001NUT","003FAP","002COM","4102"
"2010","1","NC","North Carolina","Nutrition","Appropriations","DNPAO","Restaurant/Retail","Department of Health and Human Services","Dead","S1288","3","Text","(Abstract - Requires the Department of Health and Human Services to issue a request for proposals to facilitate acceptance of payments by electronic funds transfer at local farmers markets, as recommended by the Legislative Task Force on Childhood Obesity. ), (BillHistory - 05/19/2010 - FILED.;05/20/2010 - INTRODUCED.;05/20/2010 - To SENATE Committee on APPROPRIATIONS/BASE BUDGET.)",,,"(35.466220975, -79.159250463)","2","LEG","001NUT","002APP","006RES","2922"
"2009","1","TX","Texas","Obesity","Appropriations","DNPAO","School/After School","Curriculum Requirements","Enacted","R16690","1","Text","(Abstract - Establishes the description of a required secondary curriculum. Notwithstanding any other graduation requirements in this chapter, a student is required to complete one credit in physical education to satisfy the graduation requirements under the recommended high school program.), (BillHistory - )","2009-01-01T00:00:00.000",,"(31.827240407, -99.426770206)","28","REG","002OB","002APP","004SAS","3445"
"2010","1","NM","New Mexico","Nutrition","Appropriations","DNPAO","Restaurant/Retail","Gross Receipt Tax Deduction","Dead","S236","3","Text","(Abstract - Relates to taxation, phases out the gross receipts tax deduction for the sale of food, amends and repeals sections of the law. ), (BillHistory - 02/01/2010 - INTRODUCED.;02/01/2010 - To SENATE Committee on COMMITTEES.;02/01/2010 - To SENATE Committee on CORPORATIONS AND TRANSPORTATION.;02/01/2010 - To SENATE Committee on FINANCE.;02/02/2010 - From SENATE Committee on COMMITTEES. Do pass germane.)",,,"(34.520880952, -106.240580985)","2","LEG","001NUT","002APP","006RES","3003"
"2007","1","OR","Oregon","Nutrition","Trans Fats","DNPAO","School/After School","Standards for Items Sold in Schools","Enacted","H2650","1","Text","(Abstract - Specifies minimum standards for food and beverages sold in public schools related to sugar and fat content and, caloric value, allows school district boards to adopt more restrictive standards.), (BillHistory - 02/08/2007 - INTRODUCED.;02/15/2007 - To HOUSE Committee on HEALTH CARE.;02/19/2007 - Assigned to HOUSE SUBCOMMITTEE ON HEALTH POLICY.;03/23/2007 - Returned to Full Committee.;03/28/2007 - From HOUSE Committee on HEALTH CARE:  Do pass with amendment.;03/28/2007 - Printed A Engrossed Text.;04/03/2007 - Passed HOUSE.  *****To SENATE.;04/09/2007 - To SENATE Committee on HEALTH AND HUMAN SERVICES.;05/21/2007 - From SENATE Committee on HEALTH AND HUMAN SERVICES:  Do pass with amendment.;05/21/2007 - Printed B Engrossed Text.;05/25/2007 - Passed SENATE.  *****To HOUSE for concurrence.;05/30/2007 - HOUSE concurred in SENATE amendments.;06/08/2007 - Eligible for GOVERNOR'S desk.;06/18/2007 - *****To GOVERNOR.;06/18/2007 - Signed by GOVERNOR.;07/06/2007 - Chaptered.  Chapter No. 455)","2007-01-01T00:00:00.000",,"(44.567449424, -120.155031326)","24","LEG","001NUT","050FAT","004SAS","2126"
