"accession_number","artist_ful","last_name","first_name","title","series","actual_address","location","location_type_main","location_type","additional_location_info","latitude","longitude","the_geom","google_map","art_year","major_conservation","featured","display_term","detailed_m","website_category","object_type","dimensions","interior_exterior","permission_required","permission_type","neighborhood","tags_keywords_main","tag_keywords","tour_card","conservation_status","temporary_permanent","photo_website_url","short_desc"
"CAC.02.01m","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","158 Spring Street","Kennedy-Longfellow Community School","School","School; Public Building; Pathway","Bronze relief in sidewalk outside of building","42.3697126","-71.08669357","POINT (-71.08669356984502 42.36971260003969)","https://www.google.com/maps/search/?api=1&query=42.3697126,-71.08669357","2002","0","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"East Cambridge","water","water; swimming; frog; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201m_KennedyLongfellow.jpg",
"CAC.87.06i","David Phillips","Phillips","David","(Small frog water fountain)","Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Corporal McTernan Street and Magazine street, outside of playground","42.36113714","-71.10764936","POINT (-71.1076493596398 42.361137139561215)","https://www.google.com/maps/search/?api=1&query=42.36113714,-71.10764936","1987","0","no",,"Silicon bronze","Sculpture","Bronze Relief","10.5""""(dia.) (each)","Exterior","no",,"Cambridgeport","animal","frog; animal; fountain; outdoors; land; flora; fauna; nature","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG",
"CAC.87.07","Lisa Houck","Houck","Lisa",,"The Bluefish is Good Tonight","237 Hampshire Street","Cambridge Health Alliance (Inman Square)","Non-city building","Non-city building","2nd story, exterior of building wall","42.37402961","-71.10102151","POINT (-71.10102150951703 42.3740296097375)","https://www.google.com/maps/search/?api=1&query=42.37402961,-71.10102151","1987","2015","no",,"Enamel paint on aluminum","Mural","Painted Mural",,"Exterior","no",,"Wellington-Harrington","nature","water; fish; nature; abstract; ocean; water; sea; sea creature","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_87_07_Houck.JPG",
"CAC.04.01i","Michael Glier","Glier","Michael","Dutchman’s Pipe","Town Green","344 Broadway","City Hall Annex","Public Building","Public Building","3rd floor, east wall, next to receptionist desk","42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural","103""""(h) x 81""""(w)","Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_09_TownGreen_dutchmanspipe.jpg",
"CAC.97.02.20","David Phillips","Phillips","David","(Snail)","Spiral",,"Quincy Square","Public Square","Public Square","Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection","42.3723166","-71.11556773","POINT (-71.11556772981764 42.37231659991596)","https://www.google.com/maps/search/?api=1&query=42.3723166,-71.11556773","1997","0","no",,"Cast bronze","Sculpture","Bronze","5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d)","Exterior","no",,"Mid-Cambridge","insect","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970220_Spiral.jpg",
"CAC.02.01n","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","359 Broadway","King Open School","School","School; Public Building; Pathway","Bronze relief in sidewalk outside of building","42.37086626","-71.10459978","POINT (-71.10459978059576 42.37086626023598)","https://www.google.com/maps/search/?api=1&query=42.37086626,-71.10459978","2002","0","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"Mid-Cambridge","water","water; swimming; fish; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201n_FayetteSt.JPG",
"CAC.80.07b","Juliet Kepes","Kepes","Juliet","(Diving Bird)","Untitled (Birds)","99 Clarendon Avenue","Clarendon Avenue Playground","Park","Park; Playground","Mounted to low stone wall; Intersection at Massachusetts Avenue and Clarendon Avenue","42.39971457","-71.13261113","POINT (-71.13261112994306 42.399714569889454)","https://www.google.com/maps/search/?api=1&query=42.39971457,-71.13261113","1980","2020","yes",,"Bronze","Sculpture","Bronze relief","12.75”(h) x 12.75”(w)","Exterior","no",,"North Cambridge","animal","bird; animal; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_CAC8007b_PerspectivePhoto.JPG",
"CAC.18.01.1","Marc Cooper","Cooper","Marc",,"Untitled (Moses Youth Center Collaborative)","243 Harvard Street","Moses Youth Center","Public Building","Public Building, Park","back of building on deck","42.36832183","-71.10067237","POINT (-71.10067237048347 42.368321830163524)","https://www.google.com/maps/search/?api=1&query=42.36832183,-71.10067237","2018","0","no",,"Mixed media/ Wood, canvas, fiberglass, paint, collage, and polyester surfboard resin","Sculpture","Sculpture","49.24""""(h) x 96""""(w) x 45""""(d)","Exterior","no",,,"Abstract","Abstract; garden; surf; shape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_01.jpg",
"CAC.97.02.17","David Phillips","Phillips","David","(Snail)","Spiral",,"Quincy Square","Public Square","Public Square","Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection","42.37215484","-71.11536112","POINT (-71.11536111949991 42.37215484016663)","https://www.google.com/maps/search/?api=1&query=42.37215484,-71.11536112","1997","0","no",,"Cast bronze","Sculpture","Bronze","5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d)","Exterior","no",,"Mid-Cambridge","insect","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970217_Spiral.jpg",
"CAC.99.08h","William Reimann","Reimann","William","(Column with black capped chickadee)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.36763122","-71.11492281","POINT (-71.11492280964606 42.36763122023113)","https://www.google.com/maps/search/?api=1&query=42.36763122,-71.11492281","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_h_Reimann.jpg",
"CAC.89.01","Dimitri Gerakaris","Gerakaris","Dimitri","(Lily)","Centanni Way Garden Sculpture",,"Centanni Way Park/Bullfinch Sq","Pathway","Pathway","Walkway between Bullfinch Square and the Probate Courthouse","42.37028589","-71.07954502","POINT (-71.07954501964007 42.37028588991839)","https://www.google.com/maps/search/?api=1&query=42.37028589,-71.07954502","1989","0","no",,"Painted galvanized iron","Sculpture","Metal","48”(h) x 36”(w) x 30""""(d)","Exterior","no",,"East Cambridge","nature","metal; flower; plant; nature; garden; grow; nurture","Plant Yourself in a Garden",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Gerakaris_CAC8901_CentanniWayGardenSculpture.JPG",
"CAC.12.01","Vivian Beer","Beer","Vivian","Thunderhead",,,"David Nunes Park","School","School; Public Building; Pathway","Intersection at Brookline Street and Alston Street","42.35792033","-71.10783673","POINT (-71.10783672950662 42.35792032984685)","https://www.google.com/maps/search/?api=1&query=42.35792033,-71.10783673","2012","0","no",,"Stainless steel","Sculpture","Sculpture","70.75”(h) x 77”(w) x 30”(d)","Exterior","no",,"Cambridgeport","bench","steel; bench; cloud; play; spirit; fun; fantasy","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_12_01_Beer.JPG",
"CAC.02.01s","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","197 Vassal Ln.","John M.Tobin Montessori Elementary School","School","School; Public Building; Pathway","Bronze relief in sidewalk outside of building","42.38414329","-71.13978762","POINT (-71.13978762030702 42.38414329010978)","https://www.google.com/maps/search/?api=1&query=42.38414329,-71.13978762","2002","0","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"West Cambridge","water","water; frog; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201s_Tobin.JPG",
"CAC.99.10d","Mierle Ukeles","Ukeles","Mierle","(Glassphalt Path)","Turnaround/Surround",,"Danehy Park","Park","Park; Playground; Pathway","Thoughout hill","42.38891604","-71.13540892","POINT (-71.13540892022779 42.388916040019616)","https://www.google.com/maps/search/?api=1&query=42.38891604,-71.13540892","1993","0","no",,"Recycled glass in asphalt","Landscape","Pathway","(throughout park)","Exterior","no",,"Neighborhood Nine","land design","recycle; land design; biking; bike path","Push Those Pedals",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_10_4_Ukeles.JPG",
"CAC.03.01d","Murray Dewart","Dewart","Murray","The Eye of Buddha","The Late Flower Alphabet","495 Franklin Street","Franklin Street Park","Park","Park","In a pocket park on left side","42.3677378","-71.11054544","POINT (-71.11054544008995 42.36773780024358)","https://www.google.com/maps/search/?api=1&query=42.3677378,-71.11054544","2003","0","no",,"Bronze","Sculpture","Bronze","40” (h) x 10”(w) x 10”(d)","Exterior","no",,"Riverside","abstract","abstract; symbol; garden; plant; grow; nurture","Plant Yourself in a Garden",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Dewart_TheLateFlowerAlphabet_d_TheEyeofBuddha.jpg",
"CAC.07.05d","John Powell","Powell","John","(Binstock)","Dana Park Quotes",,"Dana Park","Park","Park; Playground","Quotes are located throughout the park, mounted to existing city light poles","42.3615904","-71.1078143","POINT (-71.10781429984736 42.361590399987975)","https://www.google.com/maps/search/?api=1&query=42.3615904,-71.1078143","2007","0","no",,"Aluminum","Sculpture","Kinetic Metal Sculpture","24”(dia.)","Exterior","no",,"Cambridgeport","history","political; text; writing; history","Time Out for History",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Powell_CAC07054_Binstock.JPG",
"CAC.96.01e","Nancy O'Neil","O'Neil","Nancy","(Night heron and animal tracks)","Untitled","85 Oxford Street","Maria L. Baldwin Elementary School","School","School; Public Building","Stairwell, levels 2-3 (left)","42.38234493","-71.11637995","POINT (-71.11637995042403 42.382344929802294)","https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995","1996","0","no",,"Hand-painted stained glass","Stained Glass","Stained glass","28”(h) x 22”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Agassiz","light","glass, color, light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01e_ONeil.JPG",
"CAC.92.03.36","Nancy Webb","Webb","Nancy","(Campion and Fly)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36688031","-71.07618249","POINT (-71.07618248987625 42.366880309940655)","https://www.google.com/maps/search/?api=1&query=42.36688031,-71.07618249","1992","0","no",,"Bronze","Sculpture","Bronze","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; fly; plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_36_Webb.jpg",
"CAC.92.02e","Edward Levine","Levine","Edward","(Block)","Floating Stones",,"Roethlisberger Park","Park","Park;Playground","St. Peter’s Ball Field (right of right-field),","42.38719406","-71.1336415","POINT (-71.13364150013196 42.38719405965698)","https://www.google.com/maps/search/?api=1&query=42.38719406,-71.1336415","1992","0","no",,"Granite blocks with steel inlay, polished-granite inlays (in ground)","Sculpture","Stone","24”(h) x 25”(w) x 25” (each block); 849” x 513” overall","Exterior","no",,"Neighborhood Nine","abstract","stone; abstract; landscape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG",
"CAC.92.03.9a","Nancy Webb","Webb","Nancy","(Cricket)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36610112","-71.07662235","POINT (-71.07662235018826 42.36610111994618)","https://www.google.com/maps/search/?api=1&query=42.36610112,-71.07662235","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; cricket; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_9a_Webb.jpg",
"CAC.82.05","Vusumuzi Maduna","Maduna","Vusumuzi","Inner City Totem II",,"71 Cherry Street","Margaret Fuller Neighborhood House","Non-city building","Non-city building","Front entrance of building","42.36454464","-71.09737266","POINT (-71.09737266015394 42.36454464015222)","https://www.google.com/maps/search/?api=1&query=42.36454464,-71.09737266","1983","0","no",,"Steel and wood","Sculpture","Sculpture","360”(h) x 32""""(w) x 10""""(d)","Exterior","no",,"The Port","abstract","abstract; black artist; african art; history","Time Out for History",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Maduna_8205_PerspectivePhoto.JPG",
"CAC.96.01a","Nancy O'Neil","O'Neil","Nancy","(Celestial map and Rose of Sharon)","Untitled","85 Oxford Street","Maria L. Baldwin Elementary School","School","School; Public Building","a) Stairwell, levels  sub-1 (left)","42.38234493","-71.11637995","POINT (-71.11637995042403 42.382344929802294)","https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995","1996","0","no",,"Hand-painted stained glass","Stained Glass","Stained glass","28”(h) x 22”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Agassiz","light","glass, color, light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01a_ONeil.JPG",
"CAC.87.06","David Phillips","Phillips","David",,"Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Lawrence Street and Magazine street","42.36117321","-71.10766133","POINT (-71.10766132983402 42.361173209903605)","https://www.google.com/maps/search/?api=1&query=42.36117321,-71.10766133","1987","0","no",,"Silicon bronze and granite","Sculpture","Sculpture",,"Exterior","no",,"Cambridgeport","nature","nature; dragonfly; insect; frog; animal; fountain; water; tree; branch; stone; outdoors; land; flora; fauna",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_06.JPG",
"CAC.07.04c-d","Ken Speiser","Speiser","Ken","(Chairs)","Hearth","155 Harvard Street","Greene-Rose Heritage Park","Park","Park; Playground","Between Harvard Street and Dickinson Street near playground","42.36612103","-71.09496842","POINT (-71.09496841963696 42.36612103034227)","https://www.google.com/maps/search/?api=1&query=42.36612103,-71.09496842","2007","0","no",,"Steel","Sculpture","Bench","31.75”(h) x 26.25(w) x 28”(d)","Exterior","no",,"The Port","bench","bench; brick; respite; seat; sit","Relish a Respite",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/speiser_cac0707ad_perspectivephoto.JPG",
"CAC.92.03.15","Nancy Webb","Webb","Nancy","(Lady's Mantle)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36676604","-71.07643475","POINT (-71.07643474968937 42.36676604011684)","https://www.google.com/maps/search/?api=1&query=42.36676604,-71.07643475","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_15_Webb.jpg",
"CAC.99.10a","Mierle Ukeles","Ukeles","Mierle","(Art Blocks)","Turnaround/Surround",,"Danehy Park","Park","Park; Playground","Top of hill","42.38898492","-71.13544865","POINT (-71.1354486500681 42.388984920327246)","https://www.google.com/maps/search/?api=1&query=42.38898492,-71.13544865","2001","0","no",,"Cast stone","Landscape","Bench","27”(h) x 18”(w) x 18”(d)","Exterior","no",,"Neighborhood Nine","land design","gathering; land design; bench; biking; bike path","Push Those Pedals",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_10_1_Ukeles.jpg",
"CAC.15.01b","Adam Simha","Simha","Adam",,"A Public Display of Intervention",,"Charles O. Dance Jr. Square","Public Square","Public Square","Intersection at Bishop Allen Drive and Main Street","42.36340287","-71.09814032","POINT (-71.09814031995879 42.363402869559124)","https://www.google.com/maps/search/?api=1&query=42.36340287,-71.09814032","2015","0","no",,"Painted steel, mounted on cement bench","Landscape","Bench","41”(h) x 286”(w) x 151.5”(d)","Exterior","no",,"The Port","bench","bench; abstract; respite; seat; sit",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_15_01b_Simha.jpg",
"CAC.99.01","Tomie Arai","Arai","Tomie","Untitled (Morse School Mural)",,,"Morse School","School","School; Public Building","1st floor, main lobby","42.35613263","-71.11274416","POINT (-71.11274416029848 42.35613262982563)","https://www.google.com/maps/search/?api=1&query=42.35613263,-71.11274416","1999","0","no",,"Acrylic on birch wood","Mural","Painted Mural","96”(h) x 192""""(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Cambridgeport","children","nature; people; city; kids; children",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Arai_CAC9901.jpg",
"CAC.15.02","Christopher Janney","Janney","Christopher","Light Shadow: MLK",,"100 Putnam Avenue","Martin Luther King, Jr. School/Putnam Avenue Upper School","School","School; Public Building","2nd floor, hallway","42.36672043","-71.11312618","POINT (-71.11312618009268 42.366720429982806)","https://www.google.com/maps/search/?api=1&query=42.36672043,-71.11312618","2015","0","no",,"Electronic media: 200 sensors, colored LED lights, and audio speakers","Electronic","Time-Based Media","98”(h) x 392”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Riverside","play","interactive; sound; light; play",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/JanneyMLK2.jpg",
"CAC.06.06d","Robert Schelling","Schelling","Robert","(Medallion - basketball)","Gore Field",,"Gold Star Mothers Park","Park","Park; Playground","Mounted on brick pillars at park entrances, Winter Street and 5th Street","42.37291024","-71.08278482","POINT (-71.08278482009646 42.372910240205094)","https://www.google.com/maps/search/?api=1&query=42.37291024,-71.08278482","2006","0","no",,"Silicon bronze","Sculpture","Bronze Relief","15.25""""(dia.) x 7/8""""(d)","Exterior","no",,"East Cambridge","abstract","abstract; sports; basketball; shape; entryway; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606d_GoreField.JPG",
"CAC.11.01a","Nancy Simonds","Simonds","Nancy",,"Beacon of Color",,"First Street Garage","Pathway","Public Building; Pathway","Corner of First and Spring St.","42.36869862","-71.07775605","POINT (-71.07775605016359 42.36869862040349)","https://www.google.com/maps/search/?api=1&query=42.36869862,-71.07775605","2011","0","no",,"Acrylic on Sintra","Mural","Painted Mural","62”(h) x 63”(w) (each)","Exterior","no",,"East Cambridge","abstract","abstract; shape; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01a_Simonds.jpg",
"CAC.76.01","Ellary Eddy","Eddy","Ellary","Engine Company No. 5",,"1384 Cambridge Street","Inman Square Firehouse","Public Building","Public Building","Exterior brick wall, 2nd level of building (Inman Square)","42.37359134","-71.10089955","POINT (-71.10089955013882 42.373591340121095)","https://www.google.com/maps/search/?api=1&query=42.37359134,-71.10089955","1979","0","no",,"Acrylic on brick","Mural","Painted Mural","180”(h) x 300”(w)","Exterior","no",,"Mid-Cambridge","community","history; neighborhood; community; labor; city; civic; firefighter","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Eddy_CAC7601_EngineCompanyNo5.jpg",
"CAC.99.08f","William Reimann","Reimann","William","(Ground paver with carp)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.3676636","-71.11575089","POINT (-71.11575089055147 42.36766359993557)","https://www.google.com/maps/search/?api=1&query=42.3676636,-71.11575089","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","36”(w) x 36”(d)","Exterior","no",,"Riverside","animal","fish; water; swim; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_f_Reimann.jpg",
"CAC.86.03b","David Phillips","Phillips","David","(Handprint and hieroglyphs)","Beach Fragments",,"Lechmere Canal Park","Park","Park","Inlaid in brick, under the park pavilion","42.3693889","-71.07559846","POINT (-71.07559846055437 42.36938889967181)","https://www.google.com/maps/search/?api=1&query=42.3693889,-71.07559846","1986","0","no",,"Silicon bronze in brick","Sculpture","Bronze Relief","16”(h) x 16”(w)","Exterior","no",,"East Cambridge","nature","beach; water; stone; nature; music; symbol; feet; hands; ocean; sea;","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8603b_BeachFragments.JPG",
"CAC.11.01i","Nancy Simonds","Simonds","Nancy",,"Beacon of Color",,"First Street Garage","Pathway","Pathway; Private Building","Corner of First and Spring St.","42.36871809","-71.07751555","POINT (-71.07751555015511 42.368718090098405)","https://www.google.com/maps/search/?api=1&query=42.36871809,-71.07751555","2011","0","no",,"Acrylic on Sintra","Mural","Painted Mural","62”(h) x 63”(w)","Exterior","no",,"East Cambridge","abstract","abstract; shape; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01i_Simonds.JPG",
"CAC.18.01.5","Marc Cooper","Cooper","Marc",,"Untitled (Moses Youth Center Collaborative)","243 Harvard Street","Moses Youth Center","Public Building","Public Building; Park","back of building on deck","42.36837039","-71.10080916","POINT (-71.10080916006412 42.36837039017245)","https://www.google.com/maps/search/?api=1&query=42.36837039,-71.10080916","2018","0","no",,"Mixed media/ Wood, canvas, fiberglass, paint, collage, and polyester surfboard resin","Sculpture","Sculpture","56""""(h) x 68""""(w) x 50""""(d)","Exterior","no",,,"Abstract","abstract; shape; surf; garden",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_05.jpg",
"CAC.97.02.25","David Phillips","Phillips","David","(Wrought iron fence)","Spiral",,"Quincy Square","Public Square","Public Square","fence surrounds park and the island traffic median across the intersection","42.37218579","-71.11538905","POINT (-71.11538904954331 42.3721857899213)","https://www.google.com/maps/search/?api=1&query=42.37218579,-71.11538905","1997","0","no",,"Painted wrought iron","Sculpture","Metal Fence","15”-41”(h); 1130” x 944’ (overall area)","Exterior","no",,"Mid-Cambridge","nature","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970225_Spiral.jpg",
"CAC.97.02.5","David Phillips","Phillips","David","(Snail)","Spiral",,"Quincy Square","Public Square","Public Square","Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection","42.37214933","-71.11530008","POINT (-71.11530008059411 42.372149329769755)","https://www.google.com/maps/search/?api=1&query=42.37214933,-71.11530008","1997","0","no",,"Cast bronze","Sculpture","Bronze","5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d)","Exterior","no",,"Mid-Cambridge","insect","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970205_Spiral.jpg",
"CAC.87.06b","David Phillips","Phillips","David","(Large frog)","Levitated Stone",,"Dana Park","Park","Park; Playground","Intersection at Lawrence Street and Magazine street","42.36119536","-71.10774686","POINT (-71.10774685945961 42.361195359722366)","https://www.google.com/maps/search/?api=1&query=42.36119536,-71.10774686","1987","0","no",,"Silicon bronze","Sculpture","Fountain","4""""(h) x 7.5""""(w) x 5.5""""(d)","Exterior","no",,"Cambridgeport","animal","frog; animal; outdoors; land; flora; fauna; nature",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_09.JPG",
"CAC.10.01.1","Mike Mandel","Mandel","Mike","Cambridgeport Community Gardens","Sidewalk Histories","152 Brookline Street","Brookline Street (119-222 )","Pathway","Pathway","In sidewalk","42.36007693","-71.10508306","POINT (-71.10508305957188 42.36007692987511)","https://www.google.com/maps/search/?api=1&query=42.36007693,-71.10508306","2010","0","no",,"Ceramic tiles","Mosaic","Tile Mosaic","37""""(h) x 59.5""""(w)","Exterior","no",,"Cambridgeport","community","history; neighborhood; community","Time Out for History",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_10_01_1_Mandel.jpg",
"CAC.13.02h","Mel Zeigler","Zeigler","Mel","Circle in Motion [periwinkle/cerulean blue]","Taking Note","459 Broadway","Cambridge Rindge and Latin School","School","School; Public Building","5th floor, stairwell 2","42.37433328","-71.11155788","POINT (-71.1115578803215 42.37433327968715)","https://www.google.com/maps/search/?api=1&query=42.37433328,-71.11155788","2013","0","no",,"Painted aluminum","Sculpture","Metal Wall Sculpture","95”(h) x 90.75”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Mid-Cambridge","education","drawing; metal; education",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ziegler_CAC1302h_CircleinMotion.JPG",
"CAC.88.03","Mitch Ryerson","Ryerson","Mitch","Front Desk",,"245 Concord Avenue","Cambridge Public Library-Boudreau Branch","Library","Library; Public Building","Serving as the library's card catalog and main circulation desk","42.38331747","-71.13269081","POINT (-71.1326908101074 42.38331746964898)","https://www.google.com/maps/search/?api=1&query=42.38331747,-71.13269081","1988","0","no",,"Birch, cherry and maple wood, acrylic latex paint","Sculpture","Wood","129”(h) x 120”(w)","Interior","no",,"Neighborhood Nine","library","functional; library; desk",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ryerson_CAC8803_Desk.jpg",
