"account_name","nsbi_sector","deal_type","nsbi_financial_contribution","place_name","nsbi_county","postalcode","fiscal_year","longitude","latitude","geocoded_column"
"Andrea Janzen Professional Coaching","Business Services","Export Growth Program","801","Halifax","Halifax Regional Municipality","B3L2S7","2018 - 2019","-63.599408","44.644887","POINT (-63.599408000000004 44.644887)"
"Atlantic Ambassatours Ltd.","Business Services","Export Growth Program","3737","Halifax","Halifax Regional Municipality","B3K2V6","2018 - 2019","-63.619767","44.666131","POINT (-63.61976700000001 44.666131)"
"Baie Run Pet Products Inc","Agri-food","Export Growth Program","14998","Halifax","Halifax Regional Municipality","B3J3N2","2018 - 2019","-63.57606155","44.65201157","POINT (-63.57606155 44.65201157)"
"Benjamin Bridge Vineyards","Agri-food","Export Growth Program","16350","Wolfville","Kings","B4P2R1","2018 - 2019","-64.403589","45.013938","POINT (-64.403589 45.013938)"
"Left Meets Right Creative Co","ICT (includes Digital Media)","Export Growth Program","500","Halifax","Halifax Regional Municipality","B3K5V4","2018 - 2019","-63.614427","44.665139","POINT (-63.614427 44.665139)"
"RPS Composites Inc","Advanced Manufacturing","Export Growth Program","7500","Mahone Bay","Lunenburg","B0J2E0","2018 - 2019","-64.307402","44.308292","POINT (-64.307402 44.308292)"
"Ruby Tree Films Inc.","Film Production","Export Growth Program","4698","Halifax","Halifax Regional Municipality","B3J2A1","2018 - 2019","-63.573748","44.646552","POINT (-63.573748 44.646552)"
"Success Through Trust Inc","Business Services","Export Growth Program","4748","Halifax","Halifax Regional Municipality","B3L2H3","2018 - 2019","-63.626126","44.648102","POINT (-63.626126 44.648102)"
"Muwin Estate Wines Ltd","Agri-food","Export Growth Program","15000","New Ross","Lunenburg","B0J2M0","2018 - 2019","-63.916747","44.706544","POINT (-63.91674700000001 44.706544)"
"Black Dog Films / The Monster Productions Inc","Film Production","Export Growth Program","21119","Halifax","Halifax Regional Municipality","B3L1P4","2018 - 2019","-63.598415","44.652126","POINT (-63.598415 44.652126)"
"GN Plastics Company Ltd.","Advanced Manufacturing","Export Growth Program","14525","Chester","Lunenburg","B0J1J0","2018 - 2019","-64.225079","44.560562","POINT (-64.225079 44.560562)"
"Keeping Roads Safe Technologies Inc","ICT (includes Digital Media)","Export Growth Program","3000","Bedford","Halifax Regional Municipality","B4B1H1","2018 - 2019","-63.710231","44.722456","POINT (-63.710231 44.722456)"
"Nautel Limited","Advanced Manufacturing","Export Growth Program","15000","Hacketts Cove","Halifax Regional Municipality","B3Z3J4","2018 - 2019","-63.852091","44.686573","POINT (-63.85209100000001 44.686573)"
"Efficiency Properties","ICT (includes Digital Media)","Export Growth Program","6600","Halifax","Halifax Regional Municipality","B3K3P2","2018 - 2019","-63.605039","44.668481","POINT (-63.605039000000005 44.668481)"
"Aerovision Canada","Aerospace & Defence","Export Growth Program","3935","Beechville","Halifax Regional Municipality","B3T1A2","2018 - 2019","-63.690551","44.636774","POINT (-63.690551 44.636774)"
"Atlantic Sea Cucumber Ltd","Fish & Seafood Processing","Export Growth Program","14952","Hacketts Cove","Halifax Regional Municipality","B3Z3K7","2018 - 2019","-63.757708","44.662435","POINT (-63.757708 44.662435)"
"Focal Technologies Corporation","Oceans Technology","Export Growth Program","15000","Dartmouth","Halifax Regional Municipality","B3B1Z4","2018 - 2019","-63.587502","44.711855","POINT (-63.58750199999999 44.711855)"
"Glas Ocean Electric Inc","Energy","Export Growth Program","14250","Halifax","Halifax Regional Municipality","B3P2H3","2018 - 2019","-63.577884","44.615051","POINT (-63.57788399999999 44.615051)"
"Picture Plant Ltd.","Film Production","Export Growth Program","4089","Bridgewater","Lunenburg","B0J2C0","2018 - 2019","-64.309889","44.37635","POINT (-64.309889 44.37635)"
"Red Dragon Marketing","Business Services","Export Growth Program","8180","Windsor","Hants","B0N2T0","2018 - 2019","-64.318054","44.819594","POINT (-64.318054 44.819594)"
"Roswall Development Incorporated","Energy","Export Growth Program","1000","Halifax","Halifax Regional Municipality","B3M2L3","2018 - 2019","-63.66099","44.683287","POINT (-63.660990000000005 44.683287)"
"Strongest Families Institute","Business Services","Export Growth Program","8925","Lower Sackville","Halifax Regional Municipality","B4C4E6","2018 - 2019","-63.65843038","44.7606098","POINT (-63.65843038 44.760609800000005)"
"2 Crows Brewing Ltd","Agri-food","Export Growth Program","4675","Halifax","Halifax Regional Municipality","B3J2G7","2018 - 2019","-63.578146","44.649349","POINT (-63.578146 44.64934900000001)"
"902HipHop Inc.","ICT (includes Digital Media)","Export Growth Program","14868","Halifax","Halifax Regional Municipality","B3K4N7","2018 - 2019","-63.594931","44.654736","POINT (-63.59493100000001 44.654736)"
"Canada Rope & Twine Limited","Advanced Manufacturing","Export Growth Program","13675","Bedford","Halifax Regional Municipality","B4B1H1","2018 - 2019","-63.710231","44.722456","POINT (-63.710231 44.722456)"
"GeoNavo Positioning Systems Inc","ICT (includes Digital Media)","Export Growth Program","13750","Hammonds Plains","Halifax Regional Municipality","B4B2B8","2018 - 2019","-63.800164","44.734087","POINT (-63.800164 44.734087)"
"Hoppy's Safety Hook Enterprise","Advanced Manufacturing","Export Growth Program","1640","Saulnierville","Digby","B0W2Z0","2018 - 2019","-65.974666","43.730094","POINT (-65.974666 43.730094)"
"Lorax Systems Inc","Energy","Export Growth Program","4178","Dartmouth","Halifax Regional Municipality","B3B1S8","2018 - 2019","-63.588536","44.700833","POINT (-63.588536 44.700833)"
"Manage Your Spend","ICT (includes Digital Media)","Export Growth Program","3322","Halifax","Halifax Regional Municipality","B3J3Z2","2018 - 2019","-63.569364","44.643446","POINT (-63.56936400000001 44.643446)"
"Outdoor-Fit Exercise Systems","Advanced Manufacturing","Export Growth Program","7000","Dartmouth","Halifax Regional Municipality","B3B1M3","2018 - 2019","-63.611768","44.703405","POINT (-63.61176799999999 44.703405)"
"Pelagis Data Solutions","Oceans Technology","Export Growth Program","5475","Point Edward","Cape Breton","B2A4R2","2018 - 2019","-60.276693","46.162688","POINT (-60.27669300000001 46.162688)"
"Pictou Twist Pictures Inc","Film Production","Export Growth Program","7037","Halifax","Halifax Regional Municipality","B3J1J7","2018 - 2019","-63.573178","44.645217","POINT (-63.573178 44.645217)"
"Sales Beacon","ICT (includes Digital Media)","Export Growth Program","4648","Brooklyn","Lunenburg","B0J1H0","2018 - 2019","-64.710851","44.055473","POINT (-64.710851 44.055473)"
"Side Door Access Inc","ICT (includes Digital Media)","Export Growth Program","1375","Halifax","Halifax Regional Municipality","B3K1H1","2018 - 2019","-63.588243","44.6524635","POINT (-63.588243 44.6524635)"
"Smarter Spaces Inc","Business Services","Export Growth Program","3349","Halifax","Halifax Regional Municipality","B3K5M4","2018 - 2019","-63.590281","44.662737","POINT (-63.59028099999999 44.66273700000001)"
"WarrierTech Inc","ICT (includes Digital Media)","Export Growth Program","14979","Halifax","Halifax Regional Municipality","B3H1Y1","2018 - 2019","-63.5849","44.640901","POINT (-63.5849 44.64090100000001)"
"SimplyCast Interactive Marketing LTD.","ICT (includes Digital Media)","Export Growth Program","2625","Dartmouth","Halifax Regional Municipality","B2W6E2","2018 - 2019","-63.535262","44.681461","POINT (-63.53526200000001 44.681461)"
"Omnitech Electronics Inc","Oceans Technology","Export Growth Program","12500","Dartmouth","Halifax Regional Municipality","B3B1J4","2018 - 2019","-63.611144","44.704132","POINT (-63.61114400000001 44.704132)"
"TerraProForma (FORMERLY - Play the Field)","ICT (includes Digital Media)","Export Growth Program","15000","Halifax","Halifax Regional Municipality","B3H3W5","2018 - 2019","-63.593067","44.632894","POINT (-63.593067000000005 44.632894)"
"Javitech Atlantic Ltd","Business Services","Export Growth Program","3081","Halifax","Halifax Regional Municipality","B3M2L8","2018 - 2019","-63.660842","44.693973","POINT (-63.660842 44.69397300000001)"
"Allswater Marine Consultants Ltd","Oceans Technology","Export Growth Program","5300","Bedford","Halifax Regional Municipality","B4A1B9","2018 - 2019","-63.673227","44.719376","POINT (-63.673227 44.719376)"
"Atlantic Prepaid","ICT (includes Digital Media)","Export Growth Program","24207","Lower Sackville","Halifax Regional Municipality","B4C2R3","2018 - 2019","-63.66590854","44.7542213","POINT (-63.66590853999999 44.7542213)"
"Blue Ocean Contact Centers","Business Services","Export Growth Program","15000","Halifax","Halifax Regional Municipality","B3L4V2","2018 - 2019","-63.623858","44.653361","POINT (-63.623858 44.653361)"
"Classic Fine Foods","Agri-food","Export Growth Program","1700","Edwardsville","Cape Breton","B2A4S6","2018 - 2019","-60.22160264","46.15678026","POINT (-60.22160264 46.15678026)"
"Cut/Off/Tail Pictures","Film Production","Export Growth Program","1500","Halifax","Halifax Regional Municipality","B3V1M4","2018 - 2019","-63.653534","44.471319","POINT (-63.653534 44.471319)"
"First Catch Fisheries Co. Ltd","Fish & Seafood Processing","Export Growth Program","14250","Enfield","Hants","B2T1E4","2018 - 2019","-63.5174","44.886106","POINT (-63.5174 44.886106)"
"Ocean Perfect North America Inc.","Fish & Seafood Processing","Export Growth Program","4325","Enfield","Halifax Regional Municipality","B2T1K3","2018 - 2019","-63.52380855","44.8796973","POINT (-63.52380855 44.8796973)"
"Picture Plant Ltd.","Film Production","Export Growth Program","2275","Bridgewater","Lunenburg","B0J2C0","2018 - 2019","-64.309889","44.37635","POINT (-64.309889 44.37635)"
"Skye Larke Productions Limited","Film Production","Export Growth Program","12020","River John","Pictou","B0K1N0","2018 - 2019","-63.041939","45.747988","POINT (-63.041939000000006 45.747988)"
"SOHMA Naturals","Life Sciences","Export Growth Program","4500","Digby","Digby","B0V1A0","2018 - 2019","-65.84642","44.536344","POINT (-65.84642 44.536344)"
"The Discovery Centre International Inc.","Business Services","Export Growth Program","15000","Halifax","Halifax Regional Municipality","B3J3S8","2018 - 2019","-63.568235","44.64141","POINT (-63.56823500000001 44.64141)"
"The Family Knife Marketing Consultancy Inc.","Business Services","Export Growth Program","5150","Halifax","Halifax Regional Municipality","B3L3G5","2018 - 2019","-63.613647","44.643919","POINT (-63.61364700000001 44.643919)"
"Twirp Communications","Business Services","Export Growth Program","6600","Hammonds Plains","Halifax Regional Municipality","B4B1M2","2018 - 2019","-63.75765119","44.69567657","POINT (-63.757651190000004 44.69567657)"
"Ven-Rez Products Ltd","Advanced Manufacturing","Export Growth Program","2386","Shelburne","Shelburne","B0T1W0","2018 - 2019","-65.41816","43.66134","POINT (-65.41816 43.66134000000001)"
"Vertical Productions Inc.","Film Production","Export Growth Program","5870","Head Of St Margarets Bay","Halifax Regional Municipality","B3Z2G5","2018 - 2019","-63.90069908","44.68497759","POINT (-63.90069908000001 44.68497759)"
"B4Checkin Limited","ICT (includes Digital Media)","Export Growth Program","4546","Halifax","Halifax Regional Municipality","B3J3S9","2018 - 2019","-63.586911","44.640361","POINT (-63.586911 44.640361)"
"Guild Software Inc","Business Services","Export Growth Program","11350","Bedford","Halifax Regional Municipality","B4A1E6","2018 - 2019","-63.657959","44.731599","POINT (-63.657959000000005 44.731599)"
"Atlantex Limited","Advanced Manufacturing","Export Growth Program","2482","Head Of Chezzetcook","Halifax Regional Municipality","B0J1N0","2018 - 2019","-64.326325","44.375846","POINT (-64.326325 44.375846)"
"Bandha Nutrition Products","Agri-food","Export Growth Program","2295","Halifax","Halifax Regional Municipality","B3J1Z2","2018 - 2019","-63.571931","44.643044","POINT (-63.571931000000006 44.643044)"
"Boxing Rock Brewing Co","Advanced Manufacturing","Export Growth Program","13720","Shelburne","Shelburne","B0T1W0","2018 - 2019","-65.41816","43.66134","POINT (-65.41816 43.66134000000001)"
"Breton SmarTek Inc","ICT (includes Digital Media)","Export Growth Program","9108","Sydney","Cape Breton","B1P6H1","2018 - 2019","-60.224927","46.083532","POINT (-60.224927 46.083532)"
"Dormie Golf Workshop Inc.","Advanced Manufacturing","Export Growth Program","8568","Halifax","Halifax Regional Municipality","B3K2Y3","2018 - 2019","-63.590301","44.660963","POINT (-63.590301 44.660963)"
"Dynamic Systems Analysis Ltd.","Oceans Technology","Export Growth Program","6725","Halifax","Halifax Regional Municipality","B3K4X8","2018 - 2019","-63.614939","44.661614","POINT (-63.614939 44.661614)"
"Ednaturals Bar","Agri-food","Export Growth Program","4620","Halifax","Halifax Regional Municipality","B3P1H5","2018 - 2019","-63.610642","44.617409","POINT (-63.61064199999999 44.617409)"
"InterTalk Critical Information Systems Inc","ICT (includes Digital Media)","Export Growth Program","5800","Dartmouth","Halifax Regional Municipality","B3B1J4","2018 - 2019","-63.611144","44.704132","POINT (-63.61114400000001 44.704132)"
"Magic Rock Productions","Film Production","Export Growth Program","5000","Halifax","Halifax Regional Municipality","B3J1K9","2018 - 2019","-63.575676","44.645676","POINT (-63.575676 44.645676)"
"Marcato Digital Solutions Inc","ICT (includes Digital Media)","Export Growth Program","8175","Sydney","Cape Breton","B1P6J1","2018 - 2019","-60.224927","46.083533","POINT (-60.224927 46.083533)"
"Mersey Consulting Ltd","Energy","Export Growth Program","10025","Shad Bay","Halifax Regional Municipality","B3T2B5","2018 - 2019","-63.78345074","44.52367796","POINT (-63.78345073999999 44.52367796)"
"Mil-Aero Electronics Atlantic Inc","Advanced Manufacturing","Export Growth Program","2660","Dartmouth","Halifax Regional Municipality","B2Y4V9","2018 - 2019","-63.540249","44.657211","POINT (-63.54024900000001 44.657211)"
"Partner International Inc","Business Services","Export Growth Program","15000","Dartmouth","Halifax Regional Municipality","B2Y4T6","2018 - 2019","-63.544976","44.661923","POINT (-63.544976 44.661923)"
"Stark International Inc","Energy","Export Growth Program","13703","New Glasgow","Pictou","B2H2T3","2018 - 2019","-62.6438518","45.58895964","POINT (-62.6438518 45.58895964)"
"Capital Seafood International Incorporated","Fish & Seafood Processing","Export Growth Program","15000","Eastern Passage","Halifax Regional Municipality","B3G1M5","2018 - 2019","-63.492851","44.61556","POINT (-63.49285100000001 44.61556)"
"3231974 NOVA SCOTIA LIMITED o/a Do Lobster","Fish & Seafood Processing","Export Growth Program","6151","Eastern Passage","Halifax Regional Municipality","B3G1M4","2018 - 2019","-63.494322","44.612474","POINT (-63.494322 44.612474)"
"Aerotec Engines Limited","Advanced Manufacturing","Export Growth Program","12700","Beaver Bank","Halifax Regional Municipality","B4G1A6","2018 - 2019","-63.696482","44.821286","POINT (-63.696482 44.821286)"
"CBCL Limited","Energy","Export Growth Program","14820","Halifax","Halifax Regional Municipality","B3J2R7","2018 - 2019","-63.572435","44.651581","POINT (-63.572435 44.651581)"
"Clerisy Management Group Limited","Film Production","Export Growth Program","5500","Dartmouth","Halifax Regional Municipality","B3B1W9","2018 - 2019","-63.579685","44.69696","POINT (-63.579685000000005 44.69696)"
"Cribcut","ICT (includes Digital Media)","Export Growth Program","9375","Halifax","Halifax Regional Municipality","B3J3R7","2018 - 2019","-63.57614729","44.65208895","POINT (-63.57614729000001 44.65208895)"
