"producer","contact_name","street_address","city","province","postal_code","phone","fax","email","website","hours","brands"
"River Breeze Farm and Corn Maze",,"660 Onslow Road","Truro","Nova Scotia","B2N 5B3","(902) 895-5138",,,"http://www.riverbreeze.info","U-Pick strawberries and pumpkins in season.  For all U-picks please call ahead for hours and season of operation.",
"River John Farmers Market",,"1389 Louisville Rd.","River John","Nova Scotia","B0K 1N0","1 (902) 351-2594",,,,,
"River View Herbs","Jim Bruce","8907 Hwy 215","Maitland","Nova Scotia","B0N 1T0","1 (902) 261-2109","1 (902) 261-2427","riverview.herbs@ns.sympatico.ca","http://www.riverviewherbs.com/",,"River View Herbs"
"Riverview Produce Farms",,"73A Starrs Rd.","Yarmouth","Nova Scotia","B5A 2T5","(902) 742-0493",,"riverviewproducefarms@gmail.com",,"Monday to Saturday, 8am-5pm",
"Robertson's Candy","Paul Furlong, Leisa Furlong","43 Charles Street","Truro","Nova Scotia","B2N 1X2","(902) 895-1708","(902) 897-0213","sales@rcandy.com","http://www.rcandy.com",,"Robertson's Candy, Signature Series"
"Robertsons Farm & Apothecary","Rachael Robertson","754 Canaan Mountain Road","Canaan","Nova Scotia","B4N 4K1","1 (902) 993-0059",,"rachrobbo1980@gmail.com",,,
"Robichaud's Mincemeat","Delbert Robichaud, Rick Robichaud","113 Main Street","Meteghan",,"B0W 2J0","(902) 645-2424","(902) 645-3093",,,,
"Rocky Knoll Farm",,"2062 Hwy 14 Centre Rawdon",,"Nova Scotia","B0N 2N0","(902) 883-0483","(902) 632-2422",,"http://www.withrowsfarmmarket.ca",,
"Rooyakkers Farm Limited","Martin Rooyakkers","RR #1 West Bay Road","West Bay",,"B0E 3L0","(902) 625-2131","(902) 625-5249",,,,
"Rosemary's Chocolates",,"1535 Dresden Row","Halifax",,"B3K 4P6","1 (902) 454-9588","1 (902) 455-1445","rosemaryschocolates@hotmail.com","http://www.rosemarychocolates.com",,
"Rousseau Chocolatier","Nathalie Morin","1277 Hollis Street","Halifax","Nova Scotia","B3J 1T7","(902) 802-6463",,"info@rousseauchocolatier.ca","http://www.rousseauchocolatier.ca","Monday to Friday 10 - 6 pm Saturday 10 - 5 pm Sunday 11 - 5 pm",
"Rural Roots Market","Carol Millett","4568 Highway 12","New Ross","Nova Scotia","B0J 2M0","1 (902) 599-1207",,"info@ruralrootsmarket.ca","http://www.ruralrootsmarket.ca","Open Sundays 10 AM - 2 PM.",
"Sable River Country Market","Cindy Embree","1552 Hwy 103","Sable River",,"B0T 1V0","(902) 656-2793",,"scembree@auracom.com",,"10 - 1  Thursdays and Saturdays  Saturdays at Foote's Irving 10am - 1pm Collectables, Yard Sales, Seedlings, Baking, BBQ All Vendors Welcome: No Vendor Fee  Start Date:  May 29   Thursdays at Decker's ESSO 10am - 1pm Crafts, Meat, Fish, Produce, Pasta, Plants, BBQ All Vendors Welcome: No Vendor Fee Start Date:  June 3    For info call Cindy at 656-2793 or Alice at 874-1858",
"Sainte-Famille Wines","Ellen Hart","11 Dudley Park Lane","Falmouth","Nova Scotia","B0P 1L0","1 (902) 798-8311","1 (902) 798-9418","ehart@st-famille.com","http://www.st-famille.com","Monday to Saturday 9:00 a.m. to 5:00 p.m. Sunday 11:00 a.m. to 5:00 p.m. Closed on Sundays from January 1st to May 1st",
"Salmontail River Farm","Helen and Neil Jarvis","161, Legge Rd,","Kentville","Nova Scotia","B4N 3V8","1 (902) 670-9980",,"jarvisnelly@hotmail.ca","http://www.salmontailriverfarm.com","by arrangement anytime",
"Sauceworks Limited","Scott MacCulloch","10 Akerley Blvd, Unit 63","Dartmouth",,"B3B 1J4","(902) 835-2050","(902) 835-6815",,,,"Red Fox Sauce"
"Scenic Valley Farm","Peter & Elizabeth LeBlanc","2066 East Margaree Rd.","Margaree","Nova Scotia","B0E 2B0","1 (403) 445-1748",,"lebpeter@hotmail.com",,"Community Shared Agriculture (CSA) program - weekly produce box for shareholders in Margaree, Cheticamp, and Sydney.  Products also available at the Baddeck Farmers' Market on Wed 11am-2pm, and the Cheticamp Farmers' Market Sat 10am-1pm.",
"Schoolhouse Gluten - Free Gourmet","Jennifer Laughlin","7014 Highway #3","Martins Point","Nova Scotia","B0J 2E0","(902) 273-2482",,"info@schoolhouseglutenfreegourmet.com","http://www.schoolhouseglutenfreegourmet.com","We are a small business that provides artisan locally-made gluten-free products in Martins Point.  Specifically, our products include: Potato-Millet bread, focaccia rounds, granola, dark chocolate cranberry cookies, gingersnaps, brownie bites, pumpkin muffins, and butter tarts.  All products are free of: gluten, wheat, sulphites, sesame seeds, preservatives, additives and fillers.    We are proud members of the Lunenburg, Partners for Care, and Halifax Farmers' Markets.    Our products are also available at Pete's Frootique, Planet Organic, Perks, Juliens, Humani-T Cafe, Good Food Emporium, Emma's Eatery, Ma'Belles Cafe, Mariposa Natural Market, Chester Organics, Appleberry Market, and Healthy Bug and Natures Cove","Schoolhouse"
"Scotian Gold Cooperative Limited","David Parrish","2900 Lovett Road","Coldbrook","Nova Scotia","B4R 1A6","1 (902) 679-2191","1 (902) 679-4540","david.parrish@scotiangold.com","http://www.scotiangold.com",,"Scotian Gold"
"Scotia Poultry Farm Ltd.","Jill Thomas","93 Bissett Lake Road","Cole Harbour","Nova Scotia","B2V 2T3","1 (902) 434-2138","1 (902) 434-7395",,,"MON-FRI 1PM-4:30PM, SAT & SUN - Closed","Scotia Poultry Farm, Nova Egg"
"Scotsburn Ice Cream Company",,"332 Willow St","Truro","Nova Scotia","B2N 5A5","(800) 511-6455",,"consumerservices@scotsburn.com",,,
"Sea Fever Rum",,"80 Main Street","Guysborough","Nova Scotia","B0H 1N0","1 (902) 533-2078",,"info@seafeverrum.com","http://www.seafeverrum.com/",,
"Shani's Farm","Cheryl Williams","668 Hwy #236","Scotch Village","Nova Scotia","B0N 2A0","(902) 757-0262",,"clwilliams@eastlink.ca","http://www.shanisfarm.com/","Available at the Wolfville Farmers Market, as well as farm gate by appointment.  Deliveries available on Wednesday to HRM with orders placed by Tuesday morning.  Community Shared Agriculture (CSA) program - where consumers purchase shares and receive a weekly box of seasonal produce. Weekly share runs from mid-June to Thanksgiving available for pick-up at the farm, Windsor, or Halifax.   Meat and preserves shares available as well. See Shani's Farm website for more details.   *All meats and eggs are free range, and grass/natural grain-fed",
"Shelburne Farmers Market",,"20 Maiden Lane","Shelburne","Nova Scotia","B0T 1W0","1 (902) 873-3199",,,"http://www.shelburnensfarmersmarket.ca/","Saturdays 9 am to 1 pm June to October",
"Shepherd Family Christmas Trees","Rob Shepherd","3750 Black Rock Rd. Black Rock N.S","Black Rock","Nova Scotia","B0P1V0","(902) 538-7701",,,,"Open on Saturday and Sundays from 10:00am - 5:00pm Starting Nov 28th going till Dec. 20th",
"Shinimicas Honey & Herb Farm","Matthew Aldred","71 Shinimicas Road","Amherst",,"B4H 3Y2","(902) 661-4020",,"shinimicashoney@gmail.com","http://www.shinimicas.com","Everyday in August, from 10am - 3pm",
"ShipBuilders Cider Limited",,"1559 Brunswick Street","Halifax","Nova Scotia","B3J 2G1",,,"mail@stutzcider.com","http://www.shipbuilderscider.ca/",,
"Shivani's kitchen","Shivani Dhamija","16 tayberry court","Halifax","NS","B3s 1l1","1 (902) 482-7714",,"shivani@shivaniskitchen.ca","http://www.shivaniskitchen.ca",,"shivanis kitchen"
"Shore Things, Fisherman's Cove, Eastern Passage",,"8 Wharf Road","Eastern Passage","Nova Scotia",,,,,,,
"Sister's Alternative Stuff",,"6 Sherwood Drive","Wolfville","Nova Scotia","B4P 2J9","1 (902) 542-1135",,"info@sistersalternativestuff.com",,,
"Snowy River Farms","Amy and David Hill","15439 HWY 224","Cooks Brook","Nova Scotia","B0N 2H0","1 (902) 802-0450",,"info@snowyriverfarms.com","http://www.snowyriverfarms.com","Our products are available in shares as part of our CSA, or at the Truro Farmers' Market.  CSA drop-off locations are Halifax, Dartmouth, Truro and Shubenacadie.  Visit us at the Truro Farmers Market on Wednesdays from 12-6  we are a heritage farm specializing in heirloom variety produce and herbs and heritage livestock. We also practice complete pasture grazing with all animals including poultry and we do not feed commercial feeds, rather we use a whole grain mixture that we have created which excludes the use of corn.",
"Soft Fruit Business Park","Islam Ellaithy","822 hwy 236","Green Oaks","Nova Scotia","B6L1H9","(902) 410-9077",,"ilaithy@softfruitpark.com","http://www.strawberryhills.one","8am - 4pm",
"Spryfield Farmers' Market","Patti Clark","173 Old Sambro Rd","Halifax","Nova Scotia","B3R 2H6","(902) 225-5220",,"spryfieldmarketmgr@gmail.com","http://www.spryfieldmarket.ca","Every other Sunday  noon - 3 pm  2019 Season - Market Dates:  May 26 June 9 June 23 July 7 July 21 August 4 August 18 September 1 September 15 September 29 October 13 October 27",
"Spurr Brothers Farms Ltd.","Gordon Spurr, Bill Spurr","144 Bridge Street","Kingston","Nova Scotia","B0P 1R0","(902) 765-4300","(902) 765-0970",,"http://www.facebook.com/SpurrBrothersFarms",,"Spurr Bros."
"Starr's Point Beef","David Acton","1724 Starr's Point Road P.O. Box 186","Port Williams",,"B0P 1T0","(902) 542-9299",,"nsbeef@hotmail.com","http://naturalbeefns.com/",,
"Steep Hill Solutions Inc.","Brent Larson","#101-647 Bedford Hwy","Halifax","Nova Scotia","B3M 0A5","1 (888) 539-4716","(902) 252-9188","info@omegacrunch.com","http://www.omegacrunch.com",,"omega crunch"
"Still Fired Distilleries","Andrew Cameron","9543 Highway 8","Annapolis Royal","Nova Scotia","B0S 1A0","(902) 880-1338",,"stillfireddistilleries@gmail.com","http://www.stillfireddistilleries.com","Tuesday - Friday: 1200 - 1700 Saturday: 0900-1700 Sunday and Monday: Closed",
"Stirling Fruit Farms (Bible Hill)","Hal Stirling","325 Main Street","Bible Hill",,"B2N 4H4","(902) 895-4956",,"hal@stirlingfruitfarms.ca","http://www.stirlingfruitfarms.ca","Open Year Round - 9-6",
"Stirling Fruit Farms (Blue Acres)","Hal Stirling","339 Bridge Avenue","Blue Acres",,"B2H 5C5","1 (902) 755-2458",,"hal@stirlingfruitfarms.ca","http://www.stirlingfruitfarms.ca","Open Year Round - 9-6",
"Stirling Fruit Farms (Wolfville)","Hal Stirling","10317 Hwy 1","Wolfville",,"B4P 2R2","(902) 542-2789",,"hal@stirlingfruitfarms.ca","http://www.stirlingfruitfarms.ca","Open Year Round - 9am - 6pm  We also have U-pick pumpkins.  For all U-picks please call ahead for hours and season of operation.","Stirling Fruit Farms, Agri-Growers"
"St. Mary's River smokehouses",,"P O Box 70 8000 Highway #7","Sherbrooke",,"B0J 3C0","1 (902) 522-2005","1 (902) 522-2051","info@thebestsmokedsalmon.com","http://www.thebestsmokedsalmon.com",,"St. Mary's RIver Smokehouse"
"Stokdijk Greenhouses Ltd","Kimberly Stokdijk","1924 HWY 236","Beaver Brook","Nova Scotia","B6L1H3","(902) 895-4817","(902) 897-2402","info@stokdijk.com","http://www.stokdijk.com","Office Hours M-F 9-3 Shop is open seasonally from April through November M-F 8-4, Sat 8-12",
"Stone Hearth Bakery","Scott Butler","7071 Bayers Road, Suite LL05","Halifax","Nova Scotia","B3L 2C2","(902) 454-2851","(902) 454-2881","info@stonehearth.ca","http://www.stonehearth.ca/",,"Stone Hearth"
"Strattons Farm","Sally & Michael Knight",,,"Nova Scotia",,"(902) 526-4440",,"strattonscsa@gmail.com","http://www.strattonsfarm.ca","Please call ahead.",
"Sugar Moon Farm","Quita Gray","221 Alex MacDonald Road, RR#5","Earltown","Nova Scotia","B0K 1V0","1 (902) 657-3348",,"info@sugarmoon.ca","http://www.sugarmoon.ca","SUMMER [June] Open Friday+Saturday+Sunday  9 am to 4 pm [July, August] Open 7 days/week 9 am - 4 pm Holiday hours? Check our website before coming.   FALL [September, October, November] Open Friday+Saturday+Sunday  9 am - 4 pm  Also open Thanksgiving Monday 9 am - 4 pm   WINTER [December, January, February]  Open Friday+Saturday+Sunday 10 am - 4 pm Holiday hours? Check our website before coming.   SPRING [March, April, May]      Open Friday+Saturday+Sunday 9 am - 4 pm Holiday hours? March Break? Check our website before coming.","Sugar Moon Farm"
"Suprima Farms Ltd.","Richard Hennigar","1388 Middle Dyke Rd, RR #5","Canning",,"B0P 1H0","(902) 582-3044","(902) 582-7173","hennigar@xcountry.tv",,"Available at Wolfville and Halifax Farmers Markets, Upper Stewiacke, home delivery through Home Grown Organic Foods in Metro Halifax, farm sales and U-pick by appointment.   Cider also available at Alderney Landing, Petes Frootique downtown lunch area, and Gaspereau Winery.","Apple Shivers"
"Sweet Bres Boulangerie","Shelley Raniowski","4 Angies Walk","Milford Station","Nova Scotia","B0N 1Y0","(902) 448-6127",,"shelley@sweetbres.ca","http://www.sweetbres.ca","The Night Market Carroll's Corner Community Centre 5pm - 8:30pm  East Hants & environs Monday to Friday By appointment, pick up at bakery location Delivery - Mon  Wed, Fri after 6pm  HRM Delivery Please contact us for more information or to schedule a delivery.","Bakery"
"Sweet Spot Chocolate Shop","Nancy and Greg McTiernan","601 Hwy #2","Elmsdale","Nova Scotia","B2S 1A8","1 (902) 883-7417",,"nancy@sweetspotchocolateshop.com","https://sweetspotchocolateshop.com/","Open Daily.  Shop Online.",
"Tangled Garden","Beverly McClare","11827 Hwy 1","Grand Pre",,"B0P 1M0","(902) 542-9811","(902) 542-9811","tangledgarden@ns.sympatico.ca","http://www.tangledgarden.ns.ca",,"Tangled Garden"
"Tantallon Village Farmers' Market","Market Manager: Ashley Marlin","Redmond's Shopping Plaza, 5209 St Margaret's Bay Road","Upper Tantallon","Nova Scotia","B3Z1E3","(902) 277-1697",,"manager@tantallonvillagefarmersmarket.ca","http://www.tantallonvillagefarmersmarket.ca","Tuesdays May-October 2pm-6pm Redmonds Plaza at the cross roads of Hwy 3 and Hwy 333",
"Taproot Farms","Patricia Bishop","1736 Church Street","Port Williams","Nova Scotia","B0P 1T0","1 (902) 542-3277",,"patricia@taprootfarms.ca","http://www.taprootfarms.ca","Community Shared Agriculture (CSA) program - where consumers have the opportunity to purchase shares (either 20 and 52 weeks) and receive a weekly box of seasonal produce. Delivery to drop-offs in Bedford, Dartmouth and Halifax. See Taproot Farms website for details.   Meat and Fruit shares also available.",
"Tatamagouche Farmers' Market",,"Tatamagouche Creamery Building, 41 Creamery Road","Tatamagouche",,"BOK IVO","1 (902) 897-4166",,"tojlarkc@hotmail.com","http://farmersmarketsnovascotia.ca/find-a-market/tatamagouche/","Saturdays Feb to May, 8 am -12 noon June to Dec, 8 am - 1 pm",
"Terra Beata Farms","Evelyn Ernst","161 Monk Point Road","Lunenburg","Nova Scotia","B0J 2C0","(902) 634-4435","(902) 634-4435","evelyn@cranberryfarm.ca","http://www.cranberryfarm.ca","Located 10 minutes from Lunenburg the Bog store is now open year-round, Monday to Friday, 8AM to 4PM, with pre-bagged frozen cranberries, pure cranberry juice, lightly sweetened dried cranberries and our full line of farm-made Cranberry Kitchen cranberry preserves.   Frozen berries are available year round. U-Pick cranberries opens on Thanksgiving weekend through October.   For all U-picks please call ahead for hours and season of operation.","Terra Beata, Cranberry Kitchen"
"Terries Berries/Terridi Farms",,"5037 Highway #2","Colchester County",,"B0M 1B0","1 (902) 647-2085",,,,"For all U-picks please call ahead for hours and season of operation.",
"Terry Corkum Farms",,"1176 White Rock Road","Wolfville",,"B4P 2R2","1 (902) 542-9708",,"tgcorkum@eastlink.ca",,,
"That Dutchman's Farm","Willem & Maja van den Hoek","112 Brown Road","Upper Economy",,"B0M 1J0",,,"cheese@thatdutchmansfarm.com","http://www.thatdutchmansfarm.com",,"That Dutchman\\'s Cheese Farm"
"The Bayside Garden Centre",,"9657 Trans Canada Hwy","Whycocomagh","Nova Scotia","B0E 3M0","(902) 756-4444",,,"http://www.thebaysidegardencentre.com",,
"The Bridgewater Farmers' Market",,"685 King Street","Bridgewater","Nova Scotia",,,,,,"Saturday, 9 am - 1 pm June early June to early October",
"The Cake Lady","Ingrid Dunsworth","188 Southwest Cove","Hubbards",,"B0J 1T0","1 (902) 277-2736",,"ingrid@cakeladyingrid.com","http://www.cakeladyingrid.com","Seaport Farmers Market",
"The Cider House Co. Ltd.","Hanspeter Stutz","11611 Hwy. 1","Grand Pre",,"B0P 1M0","(902) 542-1753","(902) 542-0060","mail@grandprewines.ns.ca","http://www.stutzcider.com",,"Stutz"
"The Farmer's Daughter Country Market",,"9393 Highway 105","Whycocomgh","Nova Scotia","B0E 3M0","(902) 756-9042",,,"https://www.thefarmersdaughtercountrymarket.ca/",,
"The Farm Gate",,"7693 Hwy #2","Great Village","Nova Scotia","B0M 1L0","1 (902) 668-2494",,,,"8:00 AM - 8:30 PM  7 days a week, open all year",
"The Garrison House",,"350 St George St","Annapolis Royal","Nova Scotia","B0S 1A0","1 (902) 532-5750",,,,,
"The Grainery Food Co-op",,"2385 Agricola Street","Haifax","Nova Scotia","B3K 4B8","(902) 446-3301",,"grainerystore@gmail.com","https://thegrainery.ca/about","Tuesday - Friday  2:30 PM - 6:30 PM Saturday 10:00 AM - 2:00 PM",
"The Hive Market","Giselle Bryan","506 Tower Road","Halifax","Nova Scotia","B3H 2X3","1 (506) 478-2359",,"contact@thehive.market","https://thehive.market",,
"The Little Bee Farm","Ben Little or Amanda Cole","17 Clipper Drive","Bridgewater","Nova Scotia","B4V 3S7","1 (902) 543-6756",,"cosmo123@eastlink.ca",,,
"The Pork Shop",,"2578 Westville Road","New Glasgow","Nova Scotia","B2H 5C6","1 (902) 755-3260",,"http://www.theporkshop.ca/index.php/contact-us","http://theporkshop.ca/","New Glasgow  Monday to Friday: 9am- 6pm  Saturday: 9am- 5pm  Sunday: 12pm- 5pm  Denmark Victoria Day to Thanksgiving Monday to Saturday: 9am- 5pm Sunday: 12pm- 5pm  Spring and Fall Friday to Saturday: 9am-5pm Sunday: 12pm-5pm  Closed January, February and March",
"The Trainyard General Store","Jason MacDonald","53 Portland Street","Dartmouth","Nova Scotia","B2Y1H1","1 (902) 407-5242",,"trainyardstore@gmail.com","http://trainyardstore.com","Tues-Sat: 10-4 Sun-Mon: Closed",
"The Vegetorium Country Farm Market","Jason or Maria Simpson","2900 Hwy #2","Fall River","Nova Scotia","B2T 1W4","1 (902) 860-2131",,"vegetorium@eastlink.ca",,"Open Year Round, 7 days a week May 1 - October 31: 9am - 8pm Nov 1 - April 30: 9am - 7pm",
"The Wool Room at Aspen Grove Farm","Jacqueline MacDonald","756 Tompkin Rd","New Germany RR2","Nova Scotia","B0R 1E0","(902) 523-3822",,"aspengrovesheep@gmail.com","http://aspengrovesheep.com","July-October Hours:  Monday-Saturday, 10 am - 4 pm. Sunday, 1 pm - 4 pm  November-December & May-June Hours: Thursday-Sunday, 1 pm - 4 pm. And by chance or appointment.   January-February Hours Saturday-Sunday, 1 pm - 4 pm And by chance or appointment.",
"Thompson's Berries","Lawson Thompson, Bessie Thompson","5371 Wentorth Collingwood Road, RR #2 Westchester","Cumberland",,"B0M 2A0","(902) 548-2280","(902) 548-2218",,,,"Thompson's Berries"
"Thousand Hills Farm","Kevin Hamilton","375 Highway 340","Hebron","Nova Scotia","B5A 5N1","1 (902) 746-0835",,"kevham55@gmail.com",,,
"Thyme for Ewe Farm","Tim or Estelle","784 King Grove Road","Millville","Nova Scotia","B1Y 2E9","(902) 674-2885",,"thymeforewefarm@gmail.com","http://Thymeforewefarm.com","year round at the farmers market",
"Tideview Cider",,"10009 Hwy 1","Greenwich",,"B4P 2R2",,,,"http://tideviewcider.ca/","Available at NSLC, private liquor stores, and select restaurants and pubs.   Visit Tideview Cider website for details.",
"Tipsy Toad Grove Farm / Tipsy Toad Soaps","Sue Earle","579 Messenger Rd.","Tremont","Nova Scotia","b0p 1r0","(902) 825-9057",,"sue@tipsytoadgrove.com",,"by appointment",
"Tony Overmars Farms Ltd.","Paul Overmars, Andrea Overmars","RR # 3 St. Andrews","St. Andrews","Nova Scotia","B0H 1X0","1 (902) 863-4480","1 (902) 863-6065",,,"Local producer of eggs. We sell from the farm gate. Monday to Friday 8-6 and Saturday 8-4:30",
"Tony's Meats","Aaron Tingley, Dan MacGillivary","475 Landing Rd.","Antigonish","Nova Scotia","B2G 2L2","(902) 863-1545","(902) 863-9313","info@tonys-meats.com","http://www.tonys-meats.com",,"Tony's Meats"
"Trider's Craft Beer","contact@triderscraftbeer.com","46 Anson Avenue Unit 3","Amherst","Nova Scotia","B4H 4R2","(902) 614-8983",,"contact@triderscraftbeer.com","http://www.triderscraftbeer.ca",,
"Truro Farmers Market Cooperative","Margaret Congdon, Manager","15 Young Street","Truro","Nova Scotia","B2N 3W3","1 (902) 843-4004",,"trurofarmersmarket@gmail.com","http://www.trurofarmersmarket.org","8:00 am to 1:00 pm Saturdays",
"T&W Saskatoon Berry Farm",,"1994 Lily Lake Road, RR 2","Middleton",,"B0S 1P0","1 (902) 825-2286",,,,"Please phone ahead for availability. Berries also available at Middleton Farmers Market in season.",
"Vacheresse Meats","Bobby and Jean Vacheresse","24 St Andrews Street","Antigonish","Nova Scotia","B2G 2H1","1 (902) 863-3620",,"vacheressemeats@gmail.com","http://www.facebook.com/VacheresseMeats","Mondays to Thursdays : 9:00 am - 5:00 pm Fridays : 9:00 am - 7:00 pm Saturdays : 9:00 am - 12:00 pm",
"Valley Flaxflour Ltd","Howard Selig, General Manager / Owner","188 Marshall Street","Middleton","Nova Scotia","B0S1P0","1 (902) 825-1528","1 (902) 825-6114","info@flaxflour.com","http://www.flaxflour.com","Monday to Friday 8:30 to 4:30","Valley Kitchen"
"Van Dyk's Health Juice Products Ltd.","Randy MacDonald","696 West Caledonia Road","Caledonia","Nova Scotia","B0T 1B0","1 (902) 542-4405","1 (902) 542-2346","info@vandykblueberries.ca","http://www.vandykblueberries.ca",,"Van Dyk's"
"Van Meekeren Farms Ltd.","Michael Van Meekeren","237 Thorpe Rd.","Lakeville","Nova Scotia","B4N 3V7","1 (902) 678-2366","1 (902) 678-8060","info@givethemawink.com","http://www.givethemawink.com","8:00 am - 4:00 pm week days.","Wink, Pazazz, Red Prince, Wink Snacks"
"VanOostrum Farms",,"RR#2 Berwick","Berwick",,"B0P 1E0","(902) 538-7716",,"buylocal@valleyselect.ca","http://valleyselect.ca/",,
"Venedam Berry Farm","Calvin Venedam","601 Monks Head Road","Antigonish",,"B2G 2L4",,,"venedamberryfarm@eastlink.ca","http://www.venedamberryfarm.ca","Berries available from July until frost",
"Virga Vodka","John Stapleton","75 Ferry Lane","Guysborough","Nova Scotia","B0H 1N0","1 (902) 533-3904",,"info@virgavodka.com","http://virgavodka.com",,
"Vissers U-Pick",,"Highway 103","Newcombville",,"B4V 2W4",,,"info@vissersfarm.ca","http://www.vissersfarm.ca/index.htm","Check their website for hours and season of operation.",
"Vista Bella Farm","Brenna Koneczny","2859 Malagash Road","Malagash","Nova Scotia","B0K 1E0","1 (902) 257-2288","(902) 257-2480","vbfarm@gmail.com","https://www.vistabellafarm.com/","U-PICK DATES run from first of September to the end of October on Saturday And Sunday from 10:00 to 5:00.  Sometimes into November-  we make arrangements for groups of 10 or more.",
"Vital Berry Farm","Margie Brown","366 Gibson Woods Road","Centreville","Nova Scotia","B0P 1J0",,,"mbrown@mycountrymagic.com","http://www.mycountrymagic.com","9 to 5, 6 days a week, Thursday through Tuesday; closed Wednesday",
"Waldegrave Farm","Cammie Harbottle","11 Alex Cox Rd.","Tatamagouche","Nova Scotia","B0K 1V0","1 (902) 956-4764",,"cammie@waldegrave.org","http://www.waldegravefarm.com/",,
"Watershed Farm","Camelia Frieberg","768 Allen Frausel Road","Baker Settlement","Nova Scotia","B4V 7H8",,,"info@watershedfarm.org","http://www.watershedfarm.org","We're open from June to October.  Please contact to be part of the CSA, pick-ups are on the South Shore and in Halifax.  Products also available at the Lunenburg and Bridgewater Farmers' Markets, and restaurants along the South Shore.    We also have many workshops throughout the year on the farm.  Please contact to arrange a farm visit.",
"Webster Farms Ltd",,"5859 Hwy 1","Cambridge Station","Nova Scotia","B0P 1G0","(902) 538-9492",,"webfarm@eastlink.ca","http://www.websterfarms.ca/","November 1 - March 31: 8:00 am - 4:30 pm, Monday - Friday April 1 - October 31: 8:00 am - 5:30 pm, Monday - Friday",
"Wendell Smith","Wendell Smith","RR #3","Amherst",,"B4H 3Y1","1 (902) 447-3466",,,,,"Maple Gold"
"W.G. Oulton & Sons Ltd.","Mike Oulton, Wayne Oulton","5246 Hwy 14, RR # 1","Windsor",,"B0N 2T0","1 (902) 798-4734","1 (902) 798-4734","ndoulton@ns.sympatico.ca","http://www.oultonsfarm.ca/index.html","Our Meatshop is open from 8 am to 5 pm Mondays to Saturdays  Meatshop inquires: call- 902 798 4734 during open hours","Martock Glen Farms (all government inspected)"
"Whippletree Farm & Forest",,"1515 Highway 201","Round Hill","Nova Scotia","B0S 1A0","1 (902) 532-0484",,"info@whippletreefarm.ca","http://www.whippletreefarm.ca",,
"White Crow Cattle Company","Robert Crow",,"Brooklyn","Nova Scotia","b0n2a0","(902) 799-9470",,"brooklynhill@msn.com",,"8am-8pm daily",
"Wild Cranberry Hooked Rugs","Cynthia and Rod Beed","3816","Oxford","Nova Scotia","B0M 1P0",,,"chewyjube27@gmail.com","https://www.etsy.com/ca/shop/WildCranberryHkdRugs",,
"Wild Mountain Farm","Lance Bishop","8 Old Baxter's Mill Road","Canning",,"B0P 1H0","(902) 582-1208",,"lance@wildmountain.ca","http://www.wildmountain.ca","Our 100 % grass-fed beef and lamb cuts are available at the Wolfville Farmers' Market every Saturday morning.  You can also order custom boxes for pick up at the Market or at the farm.  We provide delivery through our monthly CSA/buying club drop-offs in HRM and other locations across the province.  Visit our website for more details about the farm and our healthy grass-fed products!",
"Wild Rose Farm","Gilberte & Siegmar Doelle","6804 Gilberts Cove RR 1","Plympton","Nova Scotia","B0W 2R0","1 (902) 837-4181",,"sissiboovet@eastlink.ca","http://wildrosefarmns.ca","Tuesday to Saturday 8 am - 5 pm.",
"Wile's Lake Farm Market & Bakery","Elspeth McLean-Wile","3254 HIGHWAY #325","Wileville","Nova Scotia","B4V 5G8","1 (902) 543-6082",,"info@wilesfarmmarket.com","http://www.wilesfarmmarket.com","Seasonal operation, April 1-November 10, open 7 days a week.",
"Willowbank U-Pick Farm & Equestrian Stable","Jay Johnson","110 Starr's Point Road","Port Williams","Nova Scotia","B0P 1T0","(902) 542-9153",,"u-pickfarm@hotmail.com","http://www.willowbankupick.com","Come by to see our great Corn Maze, petting zoo and to enjoy some wagon and rides on weekends!  U-Pick apples (Gravensteins, Cortlands, MacIntosh), raspberries, plums, pears and pumpkin patch. Farm market September to October.  For all U-picks please call ahead for hours and season of operation.",
"Willow Pond Farm","Larry & Pat Ward","9276 Moose River Road","Middle Musquodoboit",,"B0N 1X0","(902) 384-2878","(902) 384-2373","larryward@xplornet.com","http://www.willowpondfarm.ca","Can contact us anytime",
"Windy Mountain Road Farm","Wilma","530 Mountain Road","River John","Nova Scotia","B0K1N0","1 (902) 351-3183",,"wilma@professorasparagus.ca","http://professorasparagus.ca","Call to visit",
"Windy View Farm",,"229 Harmony Rd.","Kingston",,"B0S 1A0","1 (902) 765-3572","1 (902) 765-3571","sales@windyviewfarm.com","http://www.windyviewfarm.com","Products sold at the Annapolis Royal Farmers' Market, and the Halifax Seaport Farmers' Market.",
"Wings of Dawn Organic Farm",,"10995 Highway 2","Masstown","Nova Scotia","B0M 1G0","1 (902) 814-3330",,"wingsofdawnfarmns@gmail.com",,,
"Withrow's Farm Market (Elmsdale)","Sarah Withrow","1040 Hwy 214","Elmsdale","Nova Scotia",,"(902) 883-2698","(902) 632-2422","sarah.withrow@eastlink.ca","http://www.withrowsfarmmarket.ca","Monday-Sunday - 9AM-9PM Close December 22 - Mid April  The Elmsdale location also a features a on-site Meat Shop.  You can contact the Meat shop at 883-0483",
