"year","grade_level","assessment","program","board","sex","adaptation","exemption","eligible","reading_score","reading_level","writing_ideas","writing_organization","writing_language_use","writing_conventions"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","475.53","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","448.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","434.94","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","425.77","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","465.18","Level 3","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","624.36","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","567.72","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","421","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","507.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","594.06","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","200","Level 1","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","403.75","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","573.77","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","583.81","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","426.17","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","454","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","487.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","484.74","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","406.96","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","553.89","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","592.49","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","424.46","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","594.72","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","591.04","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","537.54","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M","Yes",,"Yes","333.9","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","335.43","Level 1","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","609.08","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","559.74","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","649.45","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","605.9","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","556.29","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","547.45","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","415.28","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","445.12","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","382.49","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","413.89","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","510.75","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M","Yes",,"Yes","594.86","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","494.56","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","507.94","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","525.22","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","497.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","546.44","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","541.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","514.44","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","367.34","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F","Yes",,"Yes","486.65","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","500.06","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","515.68","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","488.27","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","447.95","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","550.73","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","657.75","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","547.34","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","604.87","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","545.95","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","318.76","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","621","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","560.17","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","524.34","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","337.85","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","340.81","Level 1","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","535.96","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","396.7","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","427.78","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","388.52","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","392.23","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","524.64","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","381.87","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","463.14","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","441.72","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","522.49","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","419.09","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","566.05","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","499.62","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","614.63","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","450.67","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","F",,,"Yes","558.87","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","491.1","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","609.53","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","524.63","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","310.44","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","550.22","Level 3","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","680.58","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","469.35","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","M",,,"Yes","432.83","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","513.55","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","375.06","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","543.23","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","469.81","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","401.57","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","591.06","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M","Yes",,"Yes","401.06","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","TCRCE","M","Yes",,"Yes","502.23","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","664.56","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","331.22","Level 1","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","622.02","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","317.41","Level 1","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","433.81","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","494.27","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","433.99","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","492.89","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","474.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","382.1","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","539.67","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M","Yes",,"Yes","289.26","Level 1","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","490.1","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","520.47","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","417.3","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","461.31","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","604.19","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","401.24","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","393.77","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","616.17","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","605.9","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","377.58","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","CBVRCE","M",,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","343.04","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","473.01","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","512.7","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","525.57","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","319.47","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","433.36","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","481.91","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","538.73","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","453.62","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","435","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F","Yes",,"Yes","400.89","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","469.2","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F","Yes",,"Yes","291.35","Level 1","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","471.25","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","496.95","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","562.11","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","F",,,"Yes","480.27","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M","Yes",,"Yes","488.24","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","542.72","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","539.87","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","414.17","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","467.82","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","526.74","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","646.56","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CBVRCE","M","Yes",,"Yes","503.3","Level 3","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","547.38","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","583.2","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","497.69","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","447.16","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","399.91","Level 2","Level 1","Level 1","Level 1","Level 1"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","354.74","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","427.15","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","475.53","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","TCRCE","M",,,"Yes","478.23","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","465.57","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","564.89","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","594.16","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","609","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","521.83","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F","Yes",,"Yes","558.91","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","578.1","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","648.62","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","497","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","AVRCE","M",,,"Yes","472.23","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","565.76","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","567.81","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","579.61","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","572.79","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","586.68","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","571.47","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","464.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","605.29","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","537.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","435.98","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","340.21","Level 1","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","372.85","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,,"Yes","399.16","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","250.76","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","410.93","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","M",,,"Yes","624.79","Level 4","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","HRCE","F",,,"Yes","604.26","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","634.92","Level 4","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CCRCE","F",,,"Yes","422.76","Level 2","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2018-19","10","Eng10","English","HRCE","M",,"Yes","No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2018-19","10","Eng10","English","CCRCE","M","Yes",,"Yes","350.04","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","511.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","539.96","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F","Yes",,"Yes","391.19","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","596.29","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","574.25","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","600.92","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SSRCE","F",,,"Yes","519.71","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","660.1","Level 4","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M",,,"Yes","613.58","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CBVRCE","M","Yes",,"Yes","395.2","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","462.18","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F","Yes",,"Yes","496.95","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","M","Yes",,"Yes","447.26","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","467.31","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","399.26","Level 2","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CBVRCE","F",,,"Yes","595.49","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","447.73","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","488","Level 3","Level 2","Level 2","Level 2","Level 2"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","448.94","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","423.04","Level 2","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","455.69","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F",,,"Yes","480.53","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","M",,,"Yes","471.75","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","598.69","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","SRCE","F","Yes",,"Yes","534.86","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","460.22","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","M",,,"Yes","537.14","Level 3","Level 3","Level 3","Level 3","Level 3"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","579.74","Level 3","Level 4","Level 4","Level 4","Level 4"
"2018-19","10","Eng10","English","CSAP","F",,,"Yes","457.54","Level 3","Level 3","Level 3","Level 3","Level 3"
