"facility_identifier","facility_name","facility_type","county","phone","email","annual_inspection","annual_unannounced_inspection","probationary_expiry_date","age_range","prog_full_day","prog_part_day","prog_school_age","family_home","age_infant","age_toddler","age_preschool","age_school_age","address","city","postal","total_licence_capacity","location1"
"4289742","Apple Tree Landing Family Education Centre","Day Care Facility","Kings County","902-582-3086","atl@bellaliant.com","July 9, 2021","February 3, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","1063 J JORDAN RD.","CANNING","B0P 1H0","90","POINT (-64.436661 45.161773)"
"4290305","Middleton & District Day Care Centre","Day Care Facility","Annapolis County","902-825-6513","mddc1974@gmail.com","July 27, 2021","February 9, 2022",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","167 COMMERCIAL ST. UNIT 1","MIDDLETON","B0S 1P0","35","POINT (-65.071184 44.947319)"
"4290610","Tot's Academy Child Care Society","Day Care Facility","Hants County","902-883-7791","office@totsacademy.ca","August 10, 2021","January 25, 2022",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","480 HIGHWAY 2 HWY.","ENFIELD","B2T 1M5","96","POINT (-63.523007 44.953808)"
"4291067","Bedford Academy Day Care","Day Care Facility","Halifax County","902-835-0079","nwallace@bedfordacademy.ca","October 5, 2021","August 7, 2020",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","27 CHAMPLAIN CRT.","BEDFORD","B4A 3K4","14","POINT (-63.681934 44.719844)"
"4291188","St. Joseph's Children's Centre (Duke Tower)","Day Care Facility","Halifax County","902-422-8441 ext:160","scotiasq@stjcc.ca","June 10, 2021","November 2, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","5251 DUKE ST.","HALIFAX","B3J 1P3","63","POINT (-63.576001 44.648985)"
"4293582","Dartmouth Day Care Centre (Caledonia)","Day Care Facility","Halifax County","902-434-2865","dartmouthdaycare@ns.sympatico.ca","April 28, 2021","November 25, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","28 CALEDONIA RD.","DARTMOUTH","B2X 1K8","60","POINT (-63.52997 44.685761)"
"4293611","Little People's Place of Shelburne Association (St. Andrew's Lane)","Day Care Facility","Shelburne County","902-875-3774","littlepeople1@eastlink.ca","June 30, 2021","November 24, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","14 ST ANDREWS LANE","SHELBURNE","B0T 1W0","30","POINT (-65.3237 43.762148)"
"4293733","Little People's Place of Shelburne Association (King Street)","Day Care Facility","Shelburne County","902-875-3774","littlepeople1@eastlink.ca","June 30, 2021","December 20, 2021",,"3 years - 10 years","Yes","No","Yes","No","No","No","Yes","Yes","35 KING ST.","SHELBURNE","B0T 1W0","60","POINT (-65.321099 43.764003)"
"4294619","Aliesja's Preschool","Day Care Facility","Halifax County","902-443-4733","aliesja89@gmail.com","July 19, 2021","December 8, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","5 SILVERWOOD TERR.","HALIFAX","B3M 2Y9","16","POINT (-63.66397 44.682239)"
"4295377","YWCA DCDC","Day Care Facility","Halifax County","902-461-0551","m.suokonautio@ywcahalifax.com","June 14, 2021","November 3, 2021",,"3 months - 12 years","Yes","No","No","No","Yes","Yes","Yes","Yes","61 BOLAND RD.","DARTMOUTH","B3A 3G7","80","POINT (-63.580605 44.672832)"
"4300239","Brooklyn Early Learning and Childcare Centre","Day Care Facility","Hants County","902-757-2234","sarahheineken1@gmail.com; kindergarden2234@gmail.com","July 13, 2021","February 1, 2021",,"4 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","86 DUNLOP  RD.","BROOKLYN","B0N 2A0","65","POINT (-64.011742 45.004795)"
"4300388","Fun to Learn Day Care Centre","Day Care Facility","Halifax County","902-864-1256","traceybowness@hotmail.com","July 19, 2021","February 4, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","44 BALSAM CIR.","LOWER SACKVILLE","B4C 1A9","12","POINT (-63.687766 44.774996)"
"4300940","Swings Daycare","Day Care Facility","Hants County","902883-1976","swingsdaycare@hotmail.com","June 28, 2021","February 15, 2022",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","658 HIGHWAY 2 HWY.","ELMSDALE","B2S 1C9","29","POINT (-63.512003 44.962483)"
"4300955","ForestKids Early Learning","Day Care Facility","Halifax County","902-835-1804","theresakids@gmail.com","June 17, 2021","April 27, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","1 YANKEETOWN RD.","HAMMONDS PLAINS","B3Z 1K7","82","POINT (-63.80498 44.733346)"
"4302061","Children's Place Day Care Centre","Day Care Facility","Antigonish County","902-863-4570","childrensplace@ns.aliantzinc.ca","June 24, 2021","March 4, 2022",,"18 months - 6 years","Yes","No","No","No","No","Yes","Yes","No","81 CHURCH ST.","ANTIGONISH","B2G 2C9","35","POINT (-61.98779 45.61974)"
"4303109","YMCA of Southwest Nova Scotia Association (High St)","Day Care Facility","Lunenburg County","902-543-6399","Katharine.wile@ns.ymca.ca.","July 29, 2021","February 24, 2022",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","75 HIGH ST.","BRIDGEWATER","B4V 1V8","80","POINT (-64.52795 44.371174)"
"4303335","Queens Day Care Association","Day Care Facility","Queens County","902-354-5088","queensdaycareassociation@gmail.com","July 30, 2021","February 23, 2022",,"4 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","108 COLLEGE ST. 1","MOUNT PLEASANT","B0T 1K0","50","POINT (-64.704889 44.033312)"
"4303370","Halifax Developmental Centre for Early Learning","Day Care Facility","Halifax County","902-423-4702","m.suokonautio@ywcahalifax.com","August 26, 2021","February 11, 2022",,"18 months - 9 years","Yes","No","Yes","No","No","Yes","Yes","Yes","3115 RALSTON AVE.","HALIFAX","B3L 4A5","40","POINT (-63.624729 44.649681)"
"4304412","Alexandra Children's Centre","Day Care Facility","Halifax County","902-422-5435","alexandracc@ns.sympatico.ca","June 25, 2021","November 8, 2021",,"10 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","3405 DEVONSHIRE AVE.","HALIFAX","B3K 3M3","90","POINT (-63.603241 44.66735)"
"4306144","Akerley Child Care Centre","Day Care Facility","Halifax County","902-491-1631","Sherievans@nscece.ca","June 10, 2021","December 3, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","21 WOODLAWN RD.","DARTMOUTH","B2W 2R7","56","POINT (-63.528798 44.683371)"
"4306543","Fox and the Hare Daycare (The)","Day Care Facility","Shelburne County","902-656-2847","janemackenzie@eastlink.ca","July 23, 2021","December 3, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","91 OSBORNE RD.","OSBORNE HARBOUR","B0T 1L0","20","POINT (-65.109757 43.720671)"
"4306554","Cowie Hill Child Care Centre","Day Care Facility","Halifax County","902-479-1001","cowiehill@ns.sympatico.ca","June 23, 2021","January 8, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","30 RIDGE VALLEY RD.","HALIFAX","B3P 2J8","57","POINT (-63.621668 44.630194)"
"4306940","St. Joseph's Children's Centre (Lacewood)","Day Care Facility","Halifax County","902-422-8441 ext: 140","leah.rigby@corp.eastlink.ca","July 8, 2021","December 17, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","59 GLENFOREST DR.","HALIFAX","B3M 3M5","74","POINT (-63.639654 44.659737)"
"4308399","YMCA of Pictou County High Street Child Care Centre","Day Care Facility","Pictou County","902-928-8669","tara.gallant@pcymca.ca","June 29, 2021","January 7, 2022",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","53 HIGH ST.","NEW GLASGOW",,"50","POINT (-62.637887 45.610378)"
"4339768","Holly's Centre for Early Learning","Day Care Facility","Halifax County","902-835-7929","holly@hollyspreschool.com","September 21, 2021","April 9, 2021",,"2 years - 5 years","Yes","Yes","No","No","No","Yes","Yes","No","29 MEADOWVIEW DR.","BEDFORD","B4A 2C3","14","POINT (-63.659507 44.739802)"
"4340894","Cape Breton University Early Childhood Centre","Day Care Facility","Cape Breton County","902-562-5437","raylene_theriault@bellaliant.net","October 18, 2021","February 3, 2022",,"2 years - 5 years","Yes","No","No","No","No","Yes","Yes","No","1250 GRAND LAKE RD.","GRAND LAKE ROAD","B1M 1A2","47","POINT (-60.09417 46.171263)"
"4341286","Beaver Bank Children's Learning Centre (Kinsac Location)","Day Care Facility","Halifax County","902-864-5118","bbclc@eastlink.ca","February 18, 2021","December 9, 2020",,"4 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","95 KINSAC RD.","BEAVER BANK","B4G 1C5","96","POINT (-63.680349 44.847048)"
"4341330","Cape Breton Family Resource Coalition Society","Family Home Day Care Agency","Cape Breton County","902-562-5616 ext: 222, 902-574-7869","jlatulippe-rochon@familyplace.ca","November 30, 2021","March 1, 2021",,,"No","No","No","Yes","No","No","No","No","755 MAIN ST.","SYDNEY MINES","B1V 2L4",,"POINT (-60.228903 46.242176)"
"4345493","Peter Green Hall Children's Centre","Day Care Facility","Halifax County","902-494-1747","bobbikeating@eastlink.ca","August 26, 2021","January 26, 2022",,"4 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","1094 WELLINGTON ST.","HALIFAX","B3H 2Z9","120","POINT (-63.57987 44.635547)"
"4345684","Learning Grove Child Care Centre","Day Care Facility","Digby County","902-245-4875","learninggrove@eastlink.ca","July 19, 2021","February 28, 2022",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","121 VICTORIA  ST.","DIGBY","B0S1M0","58","POINT (-65.07832 44.945258)"
"4348148","Dwight Ross Kids Care","Day Care Facility","Kings County","902-321-1495","mrsmandycoyle@hotmail.com","September 29, 2021","June 15, 2021",,"36 months - 12 years","No","Yes","Yes","No","No","No","Yes","Yes","949 TREMONT MOUNTAIN RD.","GREENWOOD","B0P 1N0","23","POINT (-64.941056 44.964455)"
"4348790","The YMCA Association West Highlands Afterschool","Day Care Facility","Cumberland County","902-667-4724","renee.lusby@cumberland.ymca.ca","November 8, 2021","June 21, 2021",,"4 years - 12 years","No","No","Yes","No","No","No","No","Yes","18 MALTBY CRT.","AMHERST","B4H 2L6","30","POINT (-64.212492 45.819242)"
"4366020","Smiles and Chuckles School-Age Club","Day Care Facility","Colchester County","902-324-8558","Kathy.craig@ns.sympatico.ca",,"March 14, 2022",,"Preprimary - 12 years","No","No","Yes","No","No","No","No","Yes","175 GEORGE ST.","STEWIACKE","B0N 2J0","20","POINT (-63.352863 45.13491)"
"4371207","Magic Beings Child Care Centre location #2","Day Care Facility","Halifax County","902-445-2270","jodismagicbeings@hotmail.com","November 30, 2021","June 7, 2021",,"3 years - 12 years","Yes","Yes","Yes","No","No","No","Yes","Yes","70 CENTRAL AVE.","HALIFAX","B3N 2H6","8","POINT (-63.638812 44.651732)"
"4371642","Sherwood Park Preschool (2015) Limited","Day Care Facility","Halifax County","902-445-3983","ezurike.hu@eastlink.ca","August 30, 2021","April 27, 2021",,"18 months - 5 years","Yes","Yes","No","No","No","Yes","Yes","No","22 CARROLL LANE","HALIFAX","B3M 0C2","32","POINT (-63.652301 44.678577)"
"4371663","14 Wing Greenwood Military Family Resource Centre","Day Care Facility","Kings County","902-765-1494 ext: 5053","brenda.virtue-ellis@forces.gc.ca","September 2, 2021","March 29, 2021",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","64 SCHOOL RD.","CFB GREENWOOD","B0P 1N0","25","POINT (-64.927353 44.972551)"
"4372664","Salmon River Play to Learn Child Care Centre","Day Care Facility","Colchester County","902-890-6903","salmonriverplaytolearn@outlook.com","September 29, 2021","April 26, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","1094 SALMON RIVER RD.","SALMON RIVER","B6L 4E1","28","POINT (-63.235149 45.368129)"
"4375405","Taigh Curaim Day Care Society","Day Care Facility","Victoria County","(902) 295-1544","matt@mhartlaw.ca","December 16, 2021","April 7, 2021",,"Infant - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","526 CHEBUCTO ST. 1","BADDECK","B0E 1B0","22","POINT (-60.74866 46.100905)"
"4378863","Kentville After School Program","Day Care Facility","Kings County","902-690-7466","jjulimachattie@gmail.com","October 13, 2021","April 15, 2021",,"preprimary -12 years","No","No","Yes","No","No","No","No","Yes","10 WEBSTER ST.","KENTVILLE",,"47","POINT (-64.494777 45.078099)"
"4447333","Bayview Child Development Centre","Day Care Facility","Inverness County","902-631-6551
902 403-2695 Director",,"February 22, 2022",,,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","133 COMPANY RD.","PORT HOOD","B0E 2W0","36","POINT (-61.523589 46.00787)"
"4448347","Tiny Treasures Nursery School","Day Care Facility","Halifax County","902-864-8469","jbenwell@rockchurch.ca","October 8, 2021","April 27, 2021",,"30 months - 5 years","No","Yes","No","No","No","Yes","Yes","No","222 SACKVILLE DR.","LOWER SACKVILLE","B4C 2R4","75","POINT (-63.668963 44.758705)"
"4448353","Fox Hollow Child Care Centre and Family Home Agency","Family Home Day Care Agency","Halifax County","902-826-2709","leannethomey@outlook.com","July 6, 2021","November 30, 2020",,,"No","No","No","Yes","No","No","No","No","1 FOX HOLLOW DR.","UPPER TANTALLON","B3Z 1E5",,"POINT (-63.8747 44.689369)"
"4448719","Lower Sackville Nursery School","Day Care Facility","Halifax County","902-865-9765, 902-449-1186","lsnurseryschool@gmail.com","December 6, 2021","October 6, 2021",,"18 months - 5 years","Yes","Yes","No","No","No","Yes","Yes","No","567 SACKVILLE DR.","LOWER SACKVILLE","B4C 2S4","36","POINT (-63.684156 44.767495)"
"4453255","Fall River Childcare Centre Limited","Day Care Facility","Halifax County","902-860-1748","Mrsrobinsons2020@gmail.com","December 14, 2021","August 24, 2021",,"3 years - 12 years","Yes","No","Yes","No","No","No","Yes","Yes","1480 FALL RIVER RD. UNIT","FALL RIVER","B2T 1J1","30","POINT (-63.613377 44.817853)"
"4453789","Friends for Life Truro Inc.","Day Care Facility","Colchester County","902-843-3992","lisacbeddow@gmail.com","November 24, 2021","July 19, 2021",,"18 months-5 years","Yes","No","No","No","No","Yes","Yes","No","24 KAULBACK ST.","TRURO","B2N 3M6","27","POINT (-63.289147 45.359235)"
"4469711","Lil Jems Family Home Childcare Agency","Family Home Day Care Agency","Yarmouth County","902-749-0789/902-740-4368","liljemsfhca@gmail.com","December 14, 2021","July 8, 2021",,,"No","No","No","Yes","No","No","No","No","1040 LAKESIDE RD.","MILTON HIGHLANDS","B5A 5K1",,"POINT (-66.123954 43.856678)"
"4476673","Making Friends Preschool","Day Care Facility","Colchester County","902-895-5105","mfps@ns.sympatico.ca","December 16, 2021","July 19, 2021",,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","55 KING ST.","TRURO","B2N 3K8","20","POINT (-63.285661 45.363422)"
"4488274","Chester and Area Family Resource Centre","Day Care Facility","Lunenburg County","902-275-4347","info@chesterfamilycentre.ca","October 19, 2021","August 10, 2021",,"6 months - 12 years","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","188 PIG LOOP RD.","CHESTER","B0J 1J0","92","POINT (-64.233825 44.541768)"
"4492049","Garderie le Petit Voilier (Sommet) (La)","Day Care Facility","Halifax County","902-832-9674","info@petitvoilier.ca","August 19, 2021","February 7, 2022",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","500 LARRY UTECK BLVD.","HALIFAX","B3M 0E6","52","POINT (-63.678764 44.700992)"
"4494598","Sydney River After School Program","Day Care Facility","Cape Breton County","902-561-1717","dalecorbettmacphail@hotmail.com","April 14, 2021","October 15, 2015",,"Preprimary - 12 years","No","No","Yes","No","No","No","No","Yes","35 PHILIP ST.","SYDNEY RIVER","B1S 1M8","74","POINT (-60.219926 46.103285)"
"4501938","Winding River Early Learning Centre","Day Care Facility","Colchester County","902-639-2181","judith.stoddart1@ns.sympatico.ca","February 9, 2012","December 9, 2021",,"3 years - 12 years","No","Yes","Yes","No","No","No","Yes","Yes","111 HIGHWAY 2 HWY.","STEWIACKE","B0N 2J0","20","POINT (-63.354245 45.13983)"
"4502779","Coxheath Elementary After School Program","Day Care Facility","Cape Breton County","902 537-2333","coxheathafterschool@gmail.com","September 15, 2021","February 24, 2021",,"Pre-primary - 12 years","No","No","Yes","No","No","No","Yes","Yes","30 MT FLORENCE ST.","COXHEATH","B1R 1T8","89","POINT (-60.236048 46.112912)"
"4503083","Newport Kiddie Corner","Day Care Facility","Hants County","902-757-3540","ttclark@eastlink.ca","June 25, 2021","November 9, 2015",,"3 years - 5 years","No","Yes","No","No","No","No","Yes","No","22 CHALET DR.","NEWPORT CORNER",,"12","POINT (-63.995596 44.982998)"
"4512147","FHCC After School and Preschool Program","Day Care Facility","Pictou County","902-928-2211","Melissa.j.m@eastlink.ca","September 27, 2021","June 16, 2021",,"30 months - 12 years","No","Yes","Yes","No","No","Yes","Yes","Yes","281 FOORD ST. UNIT A","STELLARTON","B0K 1S0","20","POINT (-62.660224 45.557407)"
"4513248","Clayton Park Learning Centre","Day Care Facility","Halifax County","902-818-9618","lindaliaoca@gmail.com",,"September 24, 2021",,"18 months to 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","165 ROXBURY CRES.","HALIFAX","B3M 4S9","8","POINT (-63.667689 44.669193)"
"4516748","Birch Cove After-School Program","Day Care Facility","Halifax County","902-497-4802","lynnorman@msn.com","October 18, 2021","April 27, 2021",,"5 years - 12 years","No","No","Yes","No","No","No","No","Yes","3 DAKIN DR. UNIT","HALIFAX","B3M 2C9","40","POINT (-63.662102 44.682463)"
"4516866","Willow Creek Children's Centre Inc","Day Care Facility","Halifax County","902-252-5553","info@willowcreekcc.ca","November 9, 2021","August 19, 2021",,"8 months - 11 years","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","1710 SACKVILLE DR.","MIDDLE SACKVILLE","B4E 3A9","96","POINT (-63.729457 44.795855)"
"4517143","BCBC Preschool","Day Care Facility","Halifax County","902-446-3602","tiaforsythe@yahoo.com","October 25, 2021","October 8, 2021",,"30 months - 5 years","No","Yes","No","No","No","Yes","Yes","No","50 DONALDSON AVE.","HALIFAX","B3M 3B5","15","POINT (-63.667397 44.680052)"
"4535717","Grace Note Child Care Centre (2010) Limited","Day Care Facility","Halifax County","902-444-3480","gracenoteccc@gmail.com","November 23, 2021","July 8, 2015",,"4 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","7071 BAYERS RD. SUITE 5009","HALIFAX","B3L 2C2","68","POINT (-63.627016 44.653682)"
"4535832","Just Like Home Daycare & After School Program","Day Care Facility","Hants County","902-236-3330","just.like.home@hotmail.com","November 18, 2021","August 12, 2021",,"18 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","2804 HIGHWAY 2 HWY.","SHUBENACADIE","B0N 2H0","33","POINT (-63.408849 45.085639)"
"4548543","YMCA of Cape Breton Early Learning Centre","Day Care Facility","Cape Breton County","902-562-9622 ext: 2223","m","December 15, 2021","April 20, 2012",,"6 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","399 CHARLOTTE ST.","SYDNEY","B1P 1E3","58","POINT (-60.194228 46.136645)"
"4561109","Count Your Blessings Child Care","Day Care Facility","Kings County","902-365-2794","sanata_dakota@hotmail.com","February 10, 2022","October 29, 2021",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","1406 SOUTH BISHOP RD.","COLDBROOK","B4R 1B6","40","POINT (-64.599269 45.062719)"
"4564585","Giant Steps Children's Centre Inc - Family Home","Family Home Day Care Agency","Halifax County","902-820-4040","gsfamilyhome@gmail.com","December 16, 2021","July 14, 2011",,,"No","No","No","Yes","No","No","No","No","15 FRENCH VILLAGE STATION RD.","UPPER TANTALLON","B3Z 1E4",,"POINT (-63.877534 44.690746)"
"4590962","Home Away From Home Child Care Program-Barrington Location","Day Care Facility","Shelburne County","902-630-0877",,,"September 16, 2021",,"18 Months - 5 Years","Yes","No","No","No","No","Yes","Yes","No","42 HIGHWAY 330 HWY.","BARRINGTON PASSAGE","B0W 1G0","30","POINT (-65.615702 43.519169)"
"4593349","Cole Harbour Daycare of Early Learners","Day Care Facility","Halifax County","902-431-7239","chdaycare@live.ca","April 14, 2021","November 24, 2021",,"18 months - 10 years","Yes","No","Yes","No","No","Yes","Yes","Yes","1237 COLE HARBOUR RD.","COLE HARBOUR","B2V 1N1","50","POINT (-63.478183 44.67255)"
"4596348","Chestnut Street Preschool Centre","Day Care Facility","Halifax County","902-429-2359",,"November 2, 2021","August 31, 2021",,"30 months - 8 years","Yes","No","Yes","No","No","Yes","Yes","No","1555 CHESTNUT ST.","HALIFAX","B3H 3S9","14","POINT (-63.593635 44.639217)"
"4598388","Future Stars Learning Centre - Site 2","Day Care Facility","Halifax County","902-818-9618","lindaliaoca@gmail.com","January 24, 2022","August 4, 2021",,"6 months to17months","Yes","No","No","No","Yes","No","No","No","60 SCOTCH PINE TERR.","HALIFAX","B3S 1E2","10","POINT (-63.671695 44.671997)"
"4607018","It Takes A Village","Day Care Facility","Halifax County","902-405-8336","ittakesavillage@live.ca","February 11, 2022","November 18, 2021",,"3 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","480 PARKLAND DR. UNIT 14","HALIFAX","B3S 1P9","26","POINT (-63.675992 44.671066)"
"4614727","Spring Garden Road Child Care Centre","Day Care Facility","Pictou County","902-695-3110","springgardenccc@eastlink.ca","January 6, 2022",,,"2.5 years - 12 years","No","Yes","Yes","No","No","Yes","Yes","Yes","2380 SPRING GARDEN RD.","WESTVILLE","B0K 2A0","60","POINT (-62.719023 45.569064)"
"4616749","Little Lambs Child Care Centre","Day Care Facility","Cumberland County","902-660-3019","littlelambsrc@gmail.com","February 3, 2022","October 27, 2021",,"3 years - 12 years","Yes","No","Yes","No","No","No","Yes","Yes","9 ALBION ST.","AMHERST","B4H 2V3","24","POINT (-64.209082 45.830867)"
"4616776","Creative Beginnings Early Learning Centre","Day Care Facility","Pictou County","902-695-1234","anderson_carrie@hotmail.com","October 7, 2021",,,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","176 FOORD ST.","STELLARTON","B0K 1S0","26","POINT (-62.659539 45.565744)"
"4706936","Sackville Early Learning Centre","Day Care Facility","Halifax County","902 251 2809","sackvilleelc@eastlink.ca","August 12, 2020","October 23, 2015",,"18 months to 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","400 SACKVILLE DR.","LOWER SACKVILLE","B4C 2R8","56","POINT (-63.67626 44.76403)"
"4706953","Willowbrae Childcare Academy","Day Care Facility","Halifax County","902 830-3658","parchibald@willowbraechildcare.com;wayne@willowbraechildcare.com","June 7, 2012","December 2, 2014",,"4 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","110 GARLAND AVE.","DARTMOUTH",,"132","POINT (-63.581427 44.705909)"
"4748427","Executive Child Care","Day Care Facility","Cape Breton County","902-794-3303","corinne25@live.ca","January 26, 2022",,,"18 Months - 5 Years","Yes","No","No","No","No","Yes","Yes","No","139 STANLEY ST.","NORTH SYDNEY","B2A 3V7","42","POINT (-60.251379 46.214215)"
"4755888","Wentworth Learning Centre Childcare","Day Care Facility","Cumberland County","902-548-2076","wentworthlearningcentre@outlook.com",,,,"18 months - 5 years","Yes","No","No","No","No","Yes","Yes","No","13371 HIGHWAY 4 HWY.","WENTWORTH CENTRE","B0M 1Z0","28","POINT (-63.55044 45.664189)"
"4759191","Edward Jost Annex","Day Care Facility","Halifax County","902-479-2835","geniveves@edwardjostchildrenscentre.ca","August 8, 2011","February 24, 2022",,"5 months - 5 years","Yes","No","No","No","Yes","Yes","Yes","No","11 MONT ST.","HALIFAX","B3P 1N3","54","POINT (-63.619438 44.623245)"
"4765703","YWCA Family Home Day Care","Family Home Day Care Agency","Halifax County","902-423-6163 ext: 230","m.suokonautio@ywcahalifax.com","July 27, 2015","March 10, 2022",,,"No","No","No","Yes","No","No","No","No","1600 BEDFORD HWY. SUITE 307","BEDFORD","B4A 1E8",,"POINT (-63.655904 44.733303)"
"4765713","Daydreams Before and After School Program","Day Care Facility","Halifax County","902-835-5437","daydreams@ns.sympatico.ca","August 24, 2011","January 5, 2012",,"30 months - 12 years","Yes","Yes","Yes","No","No","Yes","Yes","Yes","28 BLUEWATER RD.","BEDFORD","B4B 1G7","60","POINT (-63.707654 44.725695)"
"4766249","Giant Steps Children's Centre Inc - French Village","Day Care Facility","Halifax County","902-820-4040","giantstepsns@gmail.com","August 25, 2011","March 20, 2018",,"36 months - 12 years","Yes","Yes","Yes","No","No","No","Yes","Yes","15 FRENCH VILLAGE STATION RD.","UPPER TANTALLON","B3Z 1E4","120","POINT (-63.877534 44.690746)"
"4775005","Friends for Life Early Learning Inc","Day Care Facility","Halifax County","902-820-2527","fflel@bellaliant.com; lisabeddow@gmail.com","February 15, 2012","July 14, 2011",,"3 months - 12 years","Yes","No","Yes","No","Yes","Yes","Yes","Yes","5447 ST MARGARETS BAY RD.","UPPER TANTALLON","B3Z 2H9","102","POINT (-63.889003 44.694577)"
"4777922","Aldershot Afterschool Association","Day Care Facility","Kings County","902-690-3820, 902-690-5676 - cell","executive.director@thekclc.ca","September 26, 2011","February 3, 2012",,"Pre-primary - 12 years","No","No","Yes","No","No","No","No","Yes","446 ALDERSHOT RD.","KENTVILLE","B4N 3A1","30","POINT (-64.499822 45.090757)"
"4777953","Family Matters Family Home Day Care Agency","Family Home Day Care Agency","Annapolis County","902-584-2210","fhdcfamilymatters@gmail.com","September 26, 2011","May 11, 2012",,,"No","No","No","Yes","No","No","No","No","10 MIDDLE RD. 2","LAWRENCETOWN","B0S 1M0",,"POINT (-65.155451 44.878886)"
"4781180","YMCA of Pictou County After School Program (A.G. Baillie)","Day Care Facility","Pictou County","902-752-0202","tarag@pcymca.ca","June 29, 2011","April 17, 2012",,"Pre-primary - 12 years","No","No","Yes","No","No","No","No","Yes","477 VICTORIA AVE.","NEW GLASGOW","B2H 1X1","30","POINT (-62.655538 45.595073)"
"4785795","Next Step K.C.A. Afterschool Program (The)","Day Care Facility","Kings County","902-678-3843","thenextstepkca@gmail.com","October 26, 2011","May 2, 2017",,"Preprimary - 12 years","No","No","Yes","No","No","No","No","Yes","35 GARY PEARL DR.","KENTVILLE","B4N 0H4","30","POINT (-64.519657 45.077246)"
"4785976","Room to Grow Child Care Limited","Day Care Facility","Halifax County","902-869-0285","r2gcc@outlook.com","September 9, 2011","March 5, 2012",,"3 months - 11 years","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","103 COBEQUID RD.","LOWER SACKVILLE","B4C 2N1","100","POINT (-63.661796 44.755837)"
"4786709","Whycocomagh Child Development Centre","Day Care Facility","Inverness County","902-756-2244","wcdc105@gmail.com","September 6, 2011","February 24, 2012",,"18 months - 12 years","Yes","No","Yes","No","No","Yes","Yes","Yes","50 NORMAN MCLEOD RD.","WHYCOCOMAGH","B0E 3M0","45","POINT (-61.124852 45.971959)"
