"year","grade_level","assessment","program","board","sex","adaptation","ipp","exemption","eligible","reading_score","reading_level","writing_ideas","writing_organization","writing_language_use","writing_conventions"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","527.95","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","501.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","447.11","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","518.96","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","435.13","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","278.26","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","311.41","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","387.31","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","679.03","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","321.05","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","595.64","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","573.39","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","328.61","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","421.08","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","492.76","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","CSAP","CSAP","M",,,,"Yes","451.2","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","420.08","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","295.21","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","374.04","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","474.82","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","579.57","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","461.02","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","479.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","329.36","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","426.29","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","506.49","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","312.82","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","423.77","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","582.61","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","510.82","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","348.61","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","475.98","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","472.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","363.85","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","455.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","524.53","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","488.68","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","415.25","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","522.19","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","480.65","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","546.12","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","314.01","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F","Yes",,,"Yes","460.7","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","567.07","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","625.89","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","457.13","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","515.84","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F","Yes",,,"Yes","570.01","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","452.38","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","517.7","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","485.31","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M","Yes",,,"Yes","513.35","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CCRCE","M",,,,"Yes","461.94","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F",,,,"Yes","645.69","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","453.53","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","430","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","256.78","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","567.74","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","399.29","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","621.34","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","569.23","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","497.63","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","557.94","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","415.41","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","393.49","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","482.85","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","424.11","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","361.15","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","502.58","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","404.17","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","495.61","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","554.52","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes","430.63","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","552","Level 3","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","389.03","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes","350.47","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","436.19","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","377.77","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","373.81","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","587.11","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","330.09","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","550.22","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","529.41","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","577.79","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","TCRCE","F",,,,"Yes","337.22","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","TCRCE","M",,,,"Yes","566.39","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","TCRCE","M",,,,"Yes","520.77","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","TCRCE","F",,,,"Yes","649.32","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","662.86","Level 4","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","385.61","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","588.17","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","455.19","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","528.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","322.91","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","TCRCE","F",,,,"Yes","501.44","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","TCRCE","M",,,,"Yes","538.38","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","TCRCE","M",,,,"Yes","582.34","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","TCRCE","M",,,,"Yes","598.67","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","TCRCE","M",,,,"Yes","574.7","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","TCRCE","M",,,,"Yes","589.64","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","TCRCE","F",,,,"Yes","559.46","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","TCRCE","F",,,,"Yes","565.76","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","594.38","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F","Yes",,,"Yes","399.15","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes","419.35","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F","Yes",,,"Yes","346.68","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","534.42","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","495.28","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","586.08","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","460.75","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","334.03","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","472.52","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","317.38","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M","Yes",,,"Yes","323.17","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","474.13","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","434.3","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","431.92","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","582.67","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","433.08","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","376.42","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","432.22","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","534.97","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","559.97","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","445.26","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","620.25","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","350.31","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","543.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","556.25","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","434.91","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","337.74","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","509.88","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","436.15","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","622.61","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","628.9","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","554.29","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","590.81","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","493.32","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","608.39","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F","Yes",,,"Yes","427.67","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","364.29","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","619.85","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","580.99","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","646.69","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","484.52","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","512.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","463.6","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","592.42","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","472.2","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","560.05","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","591.27","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","610.21","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","516.59","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","F","Yes",,,"Yes","348.99","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","569.84","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","511.4","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","461.76","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","722.41","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","501.11","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","578.97","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","401.96","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","373.63","Level 2","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","AVRCE","F","Yes",,,"Yes","326.26","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","533.15","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","586.97","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","F",,,,"Yes","560.69","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","502.56","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","600.99","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","464.66","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SRCE","F",,,,"Yes","629.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","598.17","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","M",,,,"Yes","528.56","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","575.74","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SRCE","F",,,,"Yes","523.1","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","F",,,,"Yes","475.71","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SRCE","F","Yes",,,"Yes","358.54","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","552.02","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes",,"Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","434.45","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CCRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","574.94","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","470.05","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","525.01","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","578.37","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","SSRCE","M",,,,"Yes","450.04","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","534.86","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","531.39","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","483.44","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","475.8","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","383.49","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","SSRCE","F",,,,"Yes","520.32","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","278.51","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","421.66","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","686.17","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","406.05","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M","Yes",,,"Yes","384.3","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","485.57","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","F","Yes",,,"Yes","369.43","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","AVRCE","M",,,,"Yes","639.98","Level 4","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","421.4","Level 2","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","331.45","Level 1","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","574.05","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","544.68","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","532.34","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","477.33","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","541.62","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","CBVRCE","F",,,,"Yes","572.18","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes","529.33","Level 3","Level 1","Level 1","Level 1","Level 1"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","394.81","Level 2","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","722.04","Level 4","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","SSRCE","M",,,,"Yes","346.81","Level 1","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","482.5","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","M",,,,"Yes","498.5","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","680.71","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","F",,,,"Yes","269.78","Level 1","Not enough evidence","Not enough evidence","Not enough evidence","Not enough evidence"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","452.17","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","SSRCE","M","Yes",,,"Yes","567.89","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","654.61","Level 4","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","F",,,,"Yes","490.08","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","445.35","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","506.56","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","474.55","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","French Imm","HRCE","M",,,,"Yes","512.75","Level 3","Level 4","Level 4","Level 4","Level 4"
"2019-20","6","RW","English","CBVRCE","F",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
"2019-20","6","RW","French Imm","HRCE","F",,,,"Yes","499.09","Level 3","Level 3","Level 3","Level 3","Level 3"
"2019-20","6","RW","English","HRCE","M",,,,"Yes","506.06","Level 3","Level 2","Level 2","Level 2","Level 2"
"2019-20","6","RW","English","CBVRCE","M",,"Yes",,"No",,"Did not participate","Did not participate","Did not participate","Did not participate","Did not participate"
