"fund_name","revenue_category","org_description","object_description","original_budget","revised_budget","fiscal_year","id"
"Memorial Cemetery Fund","Investment Earnings","Mem Cem Fd Non Dept Rev","Investment Income","5000.00","5000.00","2017","2017-3350-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 10 Fund","Contribution Revenue","Neigh Pk Zone 10 Non Dept Rev","Contributions/Donations Misc","5000.00","5000.00","2017","2017-4180-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 10 Fund","Investment Earnings","Neigh Pk Zone 10 Non Dept Rev","Investment Income","109.00","109.00","2017","2017-4180-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 12 Fund","Investment Earnings","Neigh Pk Zone 12 Non Dept Rev","Investment Income","47.00","47.00","2017","2017-4182-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 13 Fund","Investment Earnings","Neigh Pk Zone 13 Non Dept Rev","Investment Income","79.00","79.00","2017","2017-4183-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 14 Fund","Investment Earnings","Neigh Pk Zone 14 Non Dept Rev","Investment Income","178.00","178.00","2017","2017-4184-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 15 Fund","Contribution Revenue","Neigh Pk Zone 15 Non Dept Rev","Contributions/Donations Misc","50000.00","50000.00","2017","2017-4185-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 15 Fund","Investment Earnings","Neigh Pk Zone 15 Non Dept Rev","Investment Income","1534.00","1534.00","2017","2017-4185-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 1 Fund","Contribution Revenue","Neigh Pk Zone 1 Non Dept Rev","Contributions/Donations Misc","20000.00","20000.00","2017","2017-4171-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 1 Fund","Investment Earnings","Neigh Pk Zone 1 Non Dept Rev","Investment Income","542.00","542.00","2017","2017-4171-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 24 Fund","Investment Earnings","Neigh Pk Zone 24 Non Dept Rev","Investment Income","30.00","30.00","2017","2017-4194-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 2 Fund","Contribution Revenue","Neigh Pk Zone 2 Non Dept Rev","Contributions/Donations Misc","2000.00","2000.00","2017","2017-4172-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 2 Fund","Investment Earnings","Neigh Pk Zone 2 Non Dept Rev","Investment Income","20.00","20.00","2017","2017-4172-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 3 Fund","Contribution Revenue","Neigh Pk Zone 3 Non Dept Rev","Contributions/Donations Misc","5000.00","5000.00","2017","2017-4173-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 3 Fund","Investment Earnings","Neigh Pk Zone 3 Non Dept Rev","Investment Income","106.00","106.00","2017","2017-4173-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 4 Fund","Contribution Revenue","Neigh Pk Zone 4 Non Dept Rev","Contributions/Donations Misc","5000.00","5000.00","2017","2017-4174-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 4 Fund","Investment Earnings","Neigh Pk Zone 4 Non Dept Rev","Investment Income","210.00","210.00","2017","2017-4174-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 5 Fund","Investment Earnings","Neigh Pk Zone 5 Non Dept Rev","Investment Income","10.00","10.00","2017","2017-4175-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 7 Fund","Contribution Revenue","Neigh Pk Zone 7 Non Dept Rev","Contributions/Donations Misc","30000.00","30000.00","2017","2017-4177-910-89000-00000000-00000000-4572"
"Neighborhood Park Zone 7 Fund","Investment Earnings","Neigh Pk Zone 7 Non Dept Rev","Investment Income","838.00","838.00","2017","2017-4177-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 8 Fund","Investment Earnings","Neigh Pk Zone 8 Non Dept Rev","Investment Income","10.00","10.00","2017","2017-4178-910-89000-00000000-00000000-4030"
"Neighborhood Park Zone 9 Fund","Investment Earnings","Neigh Pk Zone 9 Non Dept Rev","Investment Income","45.00","45.00","2017","2017-4179-910-89000-00000000-00000000-4030"
"Northgate Parking Fund","Fines & Penalties","NG Pkg Fd Revenue","Fines/Penalties Parking","250000.00","250000.00","2017","2017-5202-450-80035-00000000-00000000-4436"
"Northgate Parking Fund","Investment Earnings","NG Pkg Fd Revenue","Investment Income","4000.00","4000.00","2017","2017-5202-450-80035-00000000-00000000-4030"
"Northgate Parking Fund","Misc Non-Operating","NG Pkg Fd Revenue","Misc Nonoperating Revenue","7650.00","7650.00","2017","2017-5202-450-80035-00000000-00000000-4790"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Access Card Fee","3550.00","3550.00","2017","2017-5202-450-80035-00000000-00000000-4240"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Garage Daily","452250.00","452250.00","2017","2017-5202-450-80035-00000000-00000000-4242"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Garage Leases Taxable","166465.00","166465.00","2017","2017-5202-450-80035-00000000-00000000-4241"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Parking Lot Meters","384228.00","384228.00","2017","2017-5202-450-80035-00000000-00000000-4243"
"Northgate Parking Fund","Parking Revenue","NG Pkg Fd Revenue","Sales Street Meters","132221.00","132221.00","2017","2017-5202-450-80035-00000000-00000000-4231"
"Parks Projects Fund","Bond Proceeds","Parks CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","1025000.00","1025000.00","2017","2017-4138-910-89000-00000000-00000000-4050-"
"Parks Projects Fund","Charges for Services","Parks CIP Fd Non Dept Rev","PARD Recreation Programs","86700.00","86700.00","2017","2017-4138-910-89000-00000000-00000000-4480"
"Parks Projects Fund","Investment Earnings","Parks CIP Fd Non Dept Rev","Investment Income","10000.00","10000.00","2017","2017-4138-910-89000-00000000-00000000-4030"
"Police Seizure Fund","Intergovernmental","Police Seizure Fd Revenue","Other Intergovtal Entitlements","20000.00","20000.00","2017","2017-3115-410-80020-00000000-00000000-4635"
"Police Seizure Fund","Investment Earnings","Police Seizure Fd Revenue","Investment Income","401.00","401.00","2017","2017-3115-410-80020-00000000-00000000-4030"
"Property & Casualty Ins Fund","Investment Earnings","P&C Ins Fd Revenue","Investment Income","9000.00","9000.00","2017","2017-2221-100-80010-00000000-00000000-4030"
"Property & Casualty Ins Fund","Other Revenue","P&C Ins Fd Revenue","Subrogation Recovered","5000.00","5000.00","2017","2017-2221-100-80010-00000000-00000000-4686"
"Property & Casualty Ins Fund","Premiums - City","P&C Ins Fd Revenue","Ins Premiums Property/Casualty","799548.00","799548.00","2017","2017-2221-100-80010-00000000-00000000-4680"
"Public, Ed & Gov't Fee Fund","Investment Earnings","PEG Fd Non Dept Rev","Investment Income","1000.00","1000.00","2017","2017-3353-910-89000-00000000-00000000-4030"
"Public, Ed & Gov't Fee Fund","Other Taxes","PEG Fd Non Dept Rev","Tax Telecable Franchise","200000.00","200000.00","2017","2017-3353-910-89000-00000000-00000000-4152"
"R E Meyer Fd","Investment Earnings","R E Meyer Fd Non Dept Rev","Investment Income","2200.00","2200.00","2017","2017-3354-910-89000-00000000-00000000-4030"
"Roadway Maintenance Fund","Sales - Commercial","Roadway Maint Fd Revenue","Sales Commercial Nontaxable","785366.00","785366.00","2017","2017-3913-440-80040-00000000-00000000-4221-"
"Roadway Maintenance Fund","Sales - Residential","Roadway Maint Fd Revenue","Sales Residential Nontaxable","3214634.00","3214634.00","2017","2017-3913-440-80040-00000000-00000000-4211-"
"Sidewalk Zone 5 Fund","Investment Earnings","SW Zone 5 Fd Non Dept Rev","Investment Income","250.00","250.00","2017","2017-3025-910-89000-00000000-00000000-4030"
"Solid Waste Fund","Investment Earnings","Solid Waste Fd Revenue","Investment Income","2328.00","2328.00","2017","2017-5214-440-80040-00000000-00000000-4030"
"Solid Waste Fund","Misc Non-Operating","Solid Waste Fd Revenue","Collection Service Fees","1400.00","1400.00","2017","2017-5214-440-80040-00000000-00000000-4020"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","BVSWMA Income","359135","359135","2017","2017-5214-440-80040-00000000-00000000-4031-"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","Other Fees Nontaxable","3840","3840","2017","2017-5214-440-80040-00000000-00000000-4285"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","Other Fees Taxable","26363","26363","2017","2017-5214-440-80040-00000000-00000000-4284"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","Sales Other Recycling","14074.00","14074.00","2017","2017-5214-440-80040-00000000-00000000-4250"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","Sales State Surcharge","1305.00","1305.00","2017","2017-5214-440-80040-00000000-00000000-4234"
"Solid Waste Fund","Rents and Royalties","Solid Waste Fd Revenue","Rentals Rolloff Container Ntax","18173.00","18173.00","2017","2017-5214-440-80040-00000000-00000000-4521"
"Solid Waste Fund","Rents and Royalties","Solid Waste Fd Revenue","Rentals Rolloff Containers Tax","1215.00","1215.00","2017","2017-5214-440-80040-00000000-00000000-4520"
"Solid Waste Fund","Sales - Commercial","Solid Waste Fd Revenue","Sales Commercial Nontaxable","627095.00","627095.00","2017","2017-5214-440-80040-00000000-00000000-4221"
"Solid Waste Fund","Sales - Commercial","Solid Waste Fd Revenue","Sales Commercial Taxable","2814650.00","2814650.00","2017","2017-5214-440-80040-00000000-00000000-4220"
"Solid Waste Fund","Sales - Residential","Solid Waste Fd Revenue","Sales Residential Nontaxable","36565.00","36565.00","2017","2017-5214-440-80040-00000000-00000000-4211"
"Solid Waste Fund","Sales - Residential","Solid Waste Fd Revenue","Sales Residential Taxable","5670005.00","5670005.00","2017","2017-5214-440-80040-00000000-00000000-4210"
"Streets Projects Fund","Bond Proceeds","Streets CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","12305000.00","12305000.00","2017","2017-4139-910-89000-00000000-00000000-4050"
"Streets Projects Fund","Bond Proceeds","Streets CIP Fd Non Dept Rev","Proceeds General Oblig Bonds","13690000.00","13690000.00","2017","2017-4139-910-89000-00000000-00000000-4040"
"Streets Projects Fund","Charges for Services","Streets CIP Fd Non Dept Rev","Spec Assmnts/Impact Fees","103303","103303","2017","2017-4139-910-89000-00000000-00000000-4560"
"Streets Projects Fund","Intergovernmental","Streets CIP Fd Non Dept Rev","Other Intergovtal Reimb Costs","1207532.00","1207532.00","2017","2017-4139-910-89000-00000000-00000000-4636"
"Streets Projects Fund","Investment Earnings","Streets CIP Fd Non Dept Rev","Investment Income","90000.00","90000.00","2017","2017-4139-910-89000-00000000-00000000-4030"
"Truancy Prevention Fee Fund","Fines & Penalties","Truancy Fd Revenue","Court Truancy Prevention","16006.00","16006.00","2017","2017-3010-300-80015-00000000-00000000-4420"
"Truancy Prevention Fee Fund","Investment Earnings","Truancy Fd Revenue","Investment Income","139.00","139.00","2017","2017-3010-300-80015-00000000-00000000-4030"
"TX Ave Cemetery Endowment Fund","Charges for Services","Tx Ave Cem Fd Non Dept Rev","Sales Cemetery Plots","10000","10000","2017","2017-3351-910-89000-00000000-00000000-4260"
"TX Ave Cemetery Endowment Fund","Investment Earnings","Tx Ave Cem Fd Non Dept Rev","Investment Income","5460.00","5460.00","2017","2017-3351-910-89000-00000000-00000000-4030"
"Unemployment Insurance Fund","Investment Earnings","Unempl Ins Fd Revenue","Investment Income","1904.00","1904.00","2017","2017-2224-100-80010-00000000-00000000-4030"
"Utility Customer Service Fund","Interdept Charges","UCS Fd Revenue","Charges Interdept Utility Fund","2534530.00","2534530.00","2017","2017-2226-300-80015-00000000-00000000-4663"
"Utility Customer Service Fund","Investment Earnings","UCS Fd Revenue","Investment Income","1660.00","1660.00","2017","2017-2226-300-80015-00000000-00000000-4030"
"Utility Customer Service Fund","Other Revenue","UCS Fd Revenue","Misc Operating Revenues","107901.00","107901.00","2017","2017-2226-300-80015-00000000-00000000-4590"
"Utility Customer Service Fund","Other Revenue","UCS Fd Revenue","Sales Other WSUD","3048.00","3048.00","2017","2017-2226-300-80015-00000000-00000000-4251"
"Wastewater Fund","Charges for Services","WW Fd Revenue","Sales Sewer Taps","273715","273715","2017","2017-5213-520-80055-00000000-00000000-4233"
"Wastewater Fund","Charges for Services","WW Fd Revenue","Spec Assmnts/Impact Fees","67000","67000","2017","2017-5213-520-80055-00000000-00000000-4560"
"Wastewater Fund","Investment Earnings","WW Fd Revenue","Investment Income","40149.00","40149.00","2017","2017-5213-520-80055-00000000-00000000-4030"
"Wastewater Fund","Sales - Commercial","WW Fd Revenue","Sales Commercial Nontaxable","2749817.00","2749817.00","2017","2017-5213-520-80055-00000000-00000000-4221"
"Wastewater Fund","Sales - Residential","WW Fd Revenue","Sales Residential Nontaxable","13518006.00","13518006.00","2017","2017-5213-520-80055-00000000-00000000-4211"
"Wastewater Fund","Transfers In-CIP","WW Fd Revenue","Transfer In Wastewater CIP Fd","14309570","14309570","2017","2017-5213-520-80055-00000000-00000000-4892"
"Wastewater Projects Fund","Bond Proceeds","WW CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","3275000.00","3275000.00","2017","2017-4239-910-89000-00000000-00000000-4050"
"Wastewater Projects Fund","Investment Earnings","WW CIP Fd Non Dept Rev","Investment Income","25000.00","25000.00","2017","2017-4239-910-89000-00000000-00000000-4030"
"Water Fund","Charges for Services","Water Fd Revenue","Sales Water Taps","361000","361000","2017","2017-5212-510-80050-00000000-00000000-4232"
"Water Fund","Investment Earnings","Water Fd Revenue","Investment Income","26000.00","26000.00","2017","2017-5212-510-80050-00000000-00000000-4030"
"Water Fund","Misc Non-Operating","Water Fd Revenue","Sale of Scrap Metal","5000.00","5000.00","2017","2017-5212-510-80050-00000000-00000000-4781"
"Water Fund","Other Revenue","Water Fd Revenue","Other Fees Connect Fees","110000","110000","2017","2017-5212-510-80050-00000000-00000000-4283"
"Water Fund","Rents and Royalties","Water Fd Revenue","Lease Income","5000","5000","2017","2017-5212-510-80050-00000000-00000000-4775"
"Water Fund","Sales - Commercial","Water Fd Revenue","Sales Commercial Nontaxable","6521291.00","6521291.00","2017","2017-5212-510-80050-00000000-00000000-4221"
"Water Fund","Sales - Residential","Water Fd Revenue","Sales Residential Nontaxable","8783466.00","8783466.00","2017","2017-5212-510-80050-00000000-00000000-4211"
"Water Fund","Transfers In-CIP","Water Fd Revenue","Transfer In Water CIP Fd","8583400","8583400","2017","2017-5212-510-80050-00000000-00000000-4891"
"Water Projects Fund","Bond Proceeds","Water CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","11400000.00","11400000.00","2017","2017-4238-910-89000-00000000-00000000-4050"
"Water Projects Fund","Investment Earnings","Water CIP Fd Non Dept Rev","Investment Income","5000.00","5000.00","2017","2017-4238-910-89000-00000000-00000000-4030"
"West Med Dist TIRZ #18","Ad Valorem Taxes","W Med TIRZ #18 ND Revenue","Tax Current Ad Valorem","227635.00","227635.00","2017","2017-3141-910-89000-00000000-00000000-4110"
"West Med Dist TIRZ #18","Investment Earnings","W Med TIRZ #18 ND Revenue","Investment Income","2500.00","2500.00","2017","2017-3141-910-89000-00000000-00000000-4030"
"Wolf Pen Creek TIF Fund","Investment Earnings","WPC TIF Fd Non Dept Revenue","Investment Income","5000.00","5000.00","2017","2017-3127-910-89000-00000000-00000000-4030"
"Workers' Compensation Ins Fund","Investment Earnings","WC Ins Fd Revenue","Investment Income","11500.00","11500.00","2017","2017-2223-100-80010-00000000-00000000-4030"
"Workers' Compensation Ins Fund","Premiums - City","WC Ins Fd Revenue","Ins Premiums Workers Comp","582046.00","582046.00","2017","2017-2223-100-80010-00000000-00000000-4684"
"City-wide - Water Imp Fee Fund","Charges for Services","CW W Impact Fd Non Dept Rev","Spec Assmnts/Impact Fees","377417","377417","2018","2018-9254-910-89000-00000000-00000000-4560-"
"City-wide - Water Imp Fee Fund","Investment Earnings","CW W Impact Fd Non Dept Rev","Investment Income","1000.00","1000.00","2018","2018-9254-910-89000-00000000-00000000-4030-"
"City-wide - WW Imp Fee Fund","Charges for Services","CW WW Impact Fd Non Dept Rev","Spec Assmnts/Impact Fees","2264500","2264500","2018","2018-9255-910-89000-00000000-00000000-4560-"
"City-wide - WW Imp Fee Fund","Investment Earnings","CW WW Impact Fd Non Dept Rev","Investment Income","10000.00","10000.00","2018","2018-9255-910-89000-00000000-00000000-4030-"
"Community Development Fund","CD Grants","Com Dev Fd Revenue","Grants Federal CDBG","1866269.00","1866269.00","2018","2018-3122-450-80035-00000000-00000000-4611"
"Community Development Fund","CD Grants","Com Dev Fd Revenue","Grants Federal HOME Grants","732619.00","732619.00","2018","2018-3122-450-80035-00000000-00000000-4612"
"Community Development Fund","CD Grants","Com Dev Fd Revenue","Recaptured Funds HOME Grant","33732.00","33732.00","2018","2018-3122-450-80035-00000000-00000000-4641"
"Community Park Zone A Fund","Contribution Revenue","Com Pk Zone A Non Dept Rev","Contributions/Donations Misc","36000.00","36000.00","2018","2018-4160-910-89000-00000000-00000000-4572"
"Community Park Zone A Fund","Investment Earnings","Com Pk Zone A Non Dept Rev","Investment Income","1260.00","1260.00","2018","2018-4160-910-89000-00000000-00000000-4030"
"Community Park Zone B Fund","Contribution Revenue","Com Pk Zone B Non Dept Rev","Contributions/Donations Misc","186000.00","186000.00","2018","2018-4161-910-89000-00000000-00000000-4572"
"Community Park Zone B Fund","Investment Earnings","Com Pk Zone B Non Dept Rev","Investment Income","5870.00","5870.00","2018","2018-4161-910-89000-00000000-00000000-4030"
"Community Park Zone C Fund","Contribution Revenue","Com Pk Zone C Non Dept Rev","Contributions/Donations Misc","21000.00","21000.00","2018","2018-4162-910-89000-00000000-00000000-4572"
"Community Park Zone C Fund","Investment Earnings","Com Pk Zone C Non Dept Rev","Investment Income","280.00","280.00","2018","2018-4162-910-89000-00000000-00000000-4030"
"Community Park Zone D Fund","Contribution Revenue","Com Pk Zone D Non Dept Rev","Contributions/Donations Misc","4000.00","4000.00","2018","2018-4163-910-89000-00000000-00000000-4572"
"Court Security Fee Fund","Fines & Penalties","Court Secur Fd Revenue","Court Municipal Court Fees","64366.00","64366.00","2018","2018-3006-300-80015-00000000-00000000-4415"
"Court Security Fee Fund","Investment Earnings","Court Secur Fd Revenue","Investment Income","181.00","181.00","2018","2018-3006-300-80015-00000000-00000000-4030"
"Court Technology Fee Fund","Fines & Penalties","Court Tech Fd Revenue","Court Municipal Court Fees","73318.00","73318.00","2018","2018-3005-300-80015-00000000-00000000-4415"
"Court Technology Fee Fund","Investment Earnings","Court Tech Fd Revenue","Investment Income","3622.00","3622.00","2018","2018-3005-300-80015-00000000-00000000-4030"
"Debt Service Fund","Ad Valorem Taxes","Debt Svc Fd Non Dept Rev","Tax Current Ad Valorem","18885125.00","18885125.00","2018","2018-1151-910-89000-00000000-00000000-4110"
"Debt Service Fund","Ad Valorem Taxes","Debt Svc Fd Non Dept Rev","Tax Delinquent Ad Valorem","60000.00","60000.00","2018","2018-1151-910-89000-00000000-00000000-4111"
"Debt Service Fund","Ad Valorem Taxes","Debt Svc Fd Non Dept Rev","Tax Penal/Interest Ad Valorem","40000.00","40000.00","2018","2018-1151-910-89000-00000000-00000000-4112"
"Debt Service Fund","Investment Earnings","Debt Svc Fd Non Dept Rev","Investment Income","50000.00","50000.00","2018","2018-1151-910-89000-00000000-00000000-4030"
"Drainage Utility Fund","Investment Earnings","Drainage Fd Revenue","Investment Income","15000.00","15000.00","2018","2018-3912-440-80040-00000000-00000000-4030"
"Drainage Utility Fund","Sales - Commercial","Drainage Fd Revenue","Sales Commercial Nontaxable","0.00","459140.00","2018","2018-3912-440-80040-00000000-00000000-4221-"
"Drainage Utility Fund","Sales - Residential","Drainage Fd Revenue","Sales Residential Multifamily","459140.00","0.00","2018","2018-3912-440-80040-00000000-00000000-4215-"
"Drainage Utility Fund","Sales - Residential","Drainage Fd Revenue","Sales Residential Nontaxable","1836560.00","1836560.00","2018","2018-3912-440-80040-00000000-00000000-4211-"
"East Med Dist TIRZ #19","Ad Valorem Taxes","E Med TIRZ #19 ND Revenue","Tax Current Ad Valorem","12448.00","12448.00","2018","2018-3140-910-89000-00000000-00000000-4110"
"East Med Dist TIRZ #19","Investment Earnings","E Med TIRZ #19 ND Revenue","Investment Income","21.00","21.00","2018","2018-3140-910-89000-00000000-00000000-4030-"
"Economic Development Fund","Investment Earnings","ED Fd Revenue","Investment Income","7940.00","7940.00","2018","2018-1002-100-80010-00000000-00000000-4030"
"Efficiency Time Payment Fund","Fines & Penalties","Eff Time Pmt Fd Revenue","Court Time Pmt Fee/Efficiency","5805.00","5805.00","2018","2018-1008-300-80015-00000000-00000000-4418"
"Efficiency Time Payment Fund","Investment Earnings","Eff Time Pmt Fd Revenue","Investment Income","485.00","485.00","2018","2018-1008-300-80015-00000000-00000000-4030"
"Electric Fund","Charges for Services","Elec Rev Street/Hiway Lighting","Sales Security Lights","92706","92706","2018","2018-5211-500-80045-00000000-444     -4230"
"Electric Fund","Fines & Penalties","Elec Rev Forfeited Discounts","Forfeitures Discounts Penalty","1300314.00","1300314.00","2018","2018-5211-500-80045-00000000-450     -4541"
"Electric Fund","Gain (loss) on asset","Electric Fd Revenue","Proceeds from Sale of Property","19627","19627","2018","2018-5211-500-80045-00000000-00000000-4770"
"Electric Fund","Investment Earnings","Electric Fd Revenue","Investment Income","303503.00","303503.00","2018","2018-5211-500-80045-00000000-00000000-4030"
"Electric Fund","Misc Non-Operating","Elec Rev Rent Electric Prop","Misc Nonoperating Revenue","420.00","420.00","2018","2018-5211-500-80045-00000000-454     -4790"
"Electric Fund","Misc Non-Operating","Electric Fd Revenue","Collection Service Fees","9541.00","9541.00","2018","2018-5211-500-80045-00000000-00000000-4020"
"Electric Fund","Misc Non-Operating","Electric Fd Revenue","Insurance Reimbursement","12267.00","12267.00","2018","2018-5211-500-80045-00000000-00000000-4685"
"Electric Fund","Misc Non-Operating","Electric Fd Revenue","Reimbursed Expenses","155300.00","155300.00","2018","2018-5211-500-80045-00000000-00000000-4545"
"Electric Fund","Misc Non-Operating","Electric Fd Revenue","Sale of Scrap Metal","53607.00","53607.00","2018","2018-5211-500-80045-00000000-00000000-4781"
"Electric Fund","Other Revenue","Elec Rev Misc Service Rev","Misc Operating Revenues","198342.00","198342.00","2018","2018-5211-500-80045-00000000-451     -4590"
"Electric Fund","Other Revenue","Elec Rev Other Sales to Public","Other Fees","13775.00","13775.00","2018","2018-5211-500-80045-00000000-445     -4280"
"Electric Fund","Other Revenue","Electric Fd Revenue","Other Fees Connect Fees","262649","262649","2018","2018-5211-500-80045-00000000-00000000-4283"
"Electric Fund","Rents and Royalties","Electric Fd Revenue","Other Fees Pole Contact & Use","257432","257432","2018","2018-5211-500-80045-00000000-00000000-4282"
"Electric Fund","Sales - Commercial","Elec Rev Comm/Industrial Sales","Sales Commercial Taxable","30109300.00","30109300.00","2018","2018-5211-500-80045-00000000-442     -4220"
"Electric Fund","Sales - Commercial","Electric Fd Revenue","Sales Commercial Nontaxable","12103042.00","12103042.00","2018","2018-5211-500-80045-00000000-00000000-4221"
"Electric Fund","Sales - Residential","Elec Rev Residential Sales","Sales Residential Taxable","58105005.00","58105005.00","2018","2018-5211-500-80045-00000000-440     -4210"
"Electric Fund","Transfers In-CIP","Electric Fd Revenue","Transfer In Electric CIP Fd","19431000","19431000","2018","2018-5211-500-80045-00000000-00000000-4890"
"Electric Projects Fund","Investment Earnings","Electric CIP Fd Non Dept Rev","Investment Income","10000.00","10000.00","2018","2018-4237-910-89000-00000000-00000000-4030"
"Employee Benefits Fund","Investment Earnings","Empl Ben Ins Fd Revenue","Investment Income","69000.00","69000.00","2018","2018-2222-100-80010-00000000-00000000-4030"
"Employee Benefits Fund","Misc Non-Operating","Empl Ben Ins Fd Revenue","Flex Benefits Unused","20000.00","20000.00","2018","2018-2222-100-80010-00000000-00000000-4785"
"Employee Benefits Fund","Post Employment","Empl Ben Ins Fd Revenue","Retirement Obligations","1073572","1073572","2018","2018-2222-100-80010-00000000-00000000-4690-"
"Employee Benefits Fund","Premiums - City","Empl Ben Ins Fd Revenue","Ins Premiums Health City Paid","9637000.00","9637000.00","2018","2018-2222-100-80010-00000000-00000000-4674"
"Employee Benefits Fund","Premiums - City","Empl Ben Ins Fd Revenue","Ins Premiums Life Insurance","310000.00","310000.00","2018","2018-2222-100-80010-00000000-00000000-4677"
"Employee Benefits Fund","Premiums - Employee","Empl Ben Ins Fd Revenue","Ins Premiums Cobra","7500.00","7500.00","2018","2018-2222-100-80010-00000000-00000000-4672"
"Employee Benefits Fund","Premiums - Employee","Empl Ben Ins Fd Revenue","Ins Premiums Health Dependents","2033000.00","2033000.00","2018","2018-2222-100-80010-00000000-00000000-4675"
"Employee Benefits Fund","Premiums - Employee","Empl Ben Ins Fd Revenue","Ins Premiums Life Ins Depends","31000.00","31000.00","2018","2018-2222-100-80010-00000000-00000000-4678"
"Equipment Replacement Fund","Gain (loss) on asset","Equip Repl Fd Non Dept Rev","Proceeds from Sale of Property","100000","100000","2018","2018-2225-910-89000-00000000-00000000-4770"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Copier Repl","46150.00","46150.00","2018","2018-2225-910-89000-00000000-00000000-4650"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Drainage","189967.00","189967.00","2018","2018-2225-910-89000-00000000-00000000-4651"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Electric","541438.00","541438.00","2018","2018-2225-910-89000-00000000-00000000-4652"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Fire Equip","324666.00","324666.00","2018","2018-2225-910-89000-00000000-00000000-4666-"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Fleet Maint","25650.00","25650.00","2018","2018-2225-910-89000-00000000-00000000-4653"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept General Fund","3138421.00","3138421.00","2018","2018-2225-910-89000-00000000-00000000-4654"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Hotel Tax Fd","36850.00","36850.00","2018","2018-2225-910-89000-00000000-00000000-4665-"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept MDT Replace","125674.00","125674.00","2018","2018-2225-910-89000-00000000-00000000-4655"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Mob Vid Cam","141082.00","141082.00","2018","2018-2225-910-89000-00000000-00000000-4656"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept NG Parking","6250.00","6250.00","2018","2018-2225-910-89000-00000000-00000000-4657"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Sanitation","1372371.00","1372371.00","2018","2018-2225-910-89000-00000000-00000000-4658"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept UCS","12625.00","12625.00","2018","2018-2225-910-89000-00000000-00000000-4659"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept UPS Replace","49218.00","49218.00","2018","2018-2225-910-89000-00000000-00000000-4660"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Virtual Serv","90996.00","90996.00","2018","2018-2225-910-89000-00000000-00000000-4664"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Wastewater","343561.00","343561.00","2018","2018-2225-910-89000-00000000-00000000-4661"
