"id","q27","q22","q28","q25","q25_other","q30","q26","q21","survey_source","q29","q23","city_employee_1_yes_2_no","q1a","q1b","q1c","q1d","q1e","q1f","q1g","q1h","q1i","q1j","q1k","q1l","q1m","q1n","q1o","q1p","q1q","q1r","q1s","q1t","q1a2","q1b2","q1c2","q1d2","q1e2","q1f2","q1g2","q1h2","q1i2","q1j2","q1k2","q1l2","q1m2","q1n2","q1o2","q1p2","q1q2","q1r2","q1s2","q1t2","no_first_choice","no_second_choice","no_third_choice","q2a","q2b","q2c","q2d","q2e","q2f","q2g","q2h","q2i","q2j","q2k","q2l","q2m","q2n","q2o","q2p","q2q","q2r","q2s","q2t","q2u","q2v","q2w","q3","q4a","q4b","q4c","q4d","q4e","q4f","q4g","q4h","q4i","q5","q6","q7","q8","q9","q10","q11q","q12b","q11a","q11b","q11c","q11d","q11e","q11f","q11g","q11h","q11i","q11j","q11k","q11l","q11m","q11n","q11o","q11p","q11r","q11s","q11t","q11a2","q11b2","q11c2","q11d2","q11e2","q11f2","q11g2","q11h2","q11i2","q11j2","q11k2","q11l2","q11m2","q11n2","q11o2","q11p2","q11q2","q11r2","q11s2","q11t2","q11_no_first_choice","q11_no_second_choice","q11_no_third_choice","q12","q12a","q13","q14","q15_first_answer","q15_second_answer","q15_third_answer","q15_fourth_answer","q15_fifth_answer","q15_sixth_answer","q15_seventh_answer","q15_eighth_answer","q15_other_answers","q15a","q15b","q15c","q15d","q15e","q15f","q15g","q15_no_first_choice","q15_no_second_choice","q15_no_third_choice","q16","q17","q18a","q18b","q18c","q18d","q19a","q19b","q19c","q19d","q20","q24_first_answer","q24_second_answer","q24_third_answer","q24_fourth_answer","location"
"1007","Male","24 or under","Own",,,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Graduated high school","Less than 3 years","Online","Blinn","One","No","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,"3",,,,,,,,,"2","1",,,,"Good","Fair","No Opinion","Excellent","Good","Good","Good","Good","Good","Fair","Good","Good","Good","Good","Good","Good","Good","Good","Excellent","Good","Excellent","Excellent","Excellent","It does frustrate me that CSFD runs the EMS for the county. We have two private services, without an EMS ESD for Brazos county the closest medic unit to me constantly runs all the way to Navasota. St. Joseph EMS runs all the Grimes and surrounding counties fairly efficiently why couldn't they handle Brazos County EMS and then the closest medic to me is there. That's manpower on a fire incident too","Excellent","Excellent","Excellent","Excellent","Good","Excellent","Excellent","Excellent","Excellent","The quality of public safety services I think FD and PD do an awesome job providing a safe atmosphere. I know when I'm at work at my fire station in Spring the brothers and sisters here will do their best to protect my home and property","I'd like to see CSFD run EMS only in the city and have SJEMS run the county, there's no real revenue in 911 EMS anyways why not have the hospital handle it.","The taxpayer and that's true for any area really government at any level and any government agency needs to remember they are there to serve the citizens no matter what.","Buccees","1","1","1","Really just maintain the same standards although I do really think we need a new police station it's too small for how big College Station is getting","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,"1",,"2",,,,,,,,,,"3",,,,,,,,"Yes","Excellent","Very Safe","Don't Know","City website (cstx.gov)","Utility bill newsletter","Social media (Facebook, Twitter, etc.)","Other",,,,,"Email or the Nextdoor App","2",,,"3",,,"1",,,,"Yes","Not really sure you could do better already doing great","No Opinion","No Opinion","No Opinion","No Opinion","Very Important","Very Important","Somewhat Important","Very Important","We need a new police station and a 7th firehouse","None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1008","Male","55-64","Rent","Duplex",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.",,"3 to  years","Online","Texas A&M","One","No","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Not Important At All","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,"3",,,,,,,,,"2","1",,,,"Fair","Good","Fair","No Opinion","No Opinion","No Opinion","No Opinion","Fair","Good","Poor","Good","Fair","No Opinion","No Opinion","No Opinion","Good","Fair","Good","Good","Excellent","Good","Good","Good","Traffic issues aren't going away yet city doesn't have a good plan to address. Sad to see commercial space sitting idle on University. Why is work at George Bush and Wellborn so delayed? Huge obstacle to traffic improvement. Get rid of the motorcycle cops. They break more rules than the scofflaws. I have not ever gotten a ticket but see laws violated by the police pursuing very minor traffic issue","Excellent","Good","Excellent","Excellent","Excellent","Excellent","Excellent","Fair","Good","Wholesome city to raise children. ,","Motorcycle cops GONE.","Traffic congestion solutions.","IKEA","1","2","1","Follow up on issues until resolved. Own or delegate an issue and stay in contact with citizen as appropriate to report on progress.","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,,,,"2",,"1",,"3",,,,,,,"Yes","Good","Somewhat Safe","Increasing","Social media (Facebook, Twitter, etc.)",,,,,,,,,"3",,"2",,,,"1",,,,"No","Social mwdia","No Opinion","No Opinion","Fair","No Opinion","Somewhat Important","Very Important","Somewhat Important","Very Important",,"None under 19 in household",,,,"(30.595071, -96.329426)"
"1009","Female","65 or older","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6","Graduated high school","11 to 20 years","Online","Neither","Two","Yes","Not Important At All","Somewhat Important","Not Important At All","Very Important","Very Important","Very Important","Very Important","Very Important","Not Important At All","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,,,,,,,,"3",,"1","2",,,,"No Opinion","No Opinion","No Opinion","Fair","No Opinion","No Opinion","Good","Poor","No Opinion","No Opinion","Good","No Opinion","Fair","Good","No Opinion","No Opinion","Good","No Opinion","Good","Good","Good","No Opinion","No Opinion","NO","Good","Good","Good","Good","Good","Good","Good","Good","Good","Quiet neighborhood.","Stop growing.  Too much traffic.","?","family restaurants.","1","2","1",,"Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Unimportant","Not Important At All","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important",,"3",,"1",,,,,,,,,,,"2",,,,,,,,,"No",,"Very Safe","Increasing","Local newspapers","Utility bill newsletter",,,,,,,,,"1",,,"2",,,,,"3","Yes","?","Fair","No Opinion","No Opinion","No Opinion","Somewhat Important","Somewhat Important","Not Important At All","Not Important At All","NO",,,,,"(30.6256267, -96.253038)"
"101","Female","65 or older","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Graduated high school","7 to 10 years","Online","Neither","Two","No","Somewhat Important","Somewhat Unimportant","Somewhat Unimportant","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","2",,,,,,,"1",,,,,,,,,,"3",,,,,,"Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Fair","Good","Good","Fair","Good","Good","Excellent","Good","Good","Excellent","Good","Good","Excellent",,"Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent"," The 'Aggie Spirit' (neighborly, friendly, service oriented people), and ease of access to shopping, medical, and banking locations.","More moderately priced residential areas should be developed.","Maintaining the excellent city services and infrastructure as growth occurs.","More retail to the south, more research and manufacturing to the west.","1","1","1",,"Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important",,,,,,,,,,,"1",,"2",,,,,,,"3",,,,"Yes","Excellent","Very Safe","Don't Know","City website (cstx.gov)","Local newspapers","Local radio stations","Utility bill newsletter","Local TV stations",,,,,"1",,,,"2","3",,,,,"Yes",,"No Opinion","No Opinion","Fair","Good","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important",,"None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1010","Male","55-64","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6","Graduated high school","More than 20 years","Online","Neither","Two","No","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,"3",,,,,"2",,,,,,,,,,,"1",,,,,"Fair","Fair","Fair","Good","Good","Good","Good","Fair","Good","Good","Good","Good","Good","Good","Fair","Good","Excellent","Good","Excellent","Fair","Good","Excellent","Fair","I would like to be able to choose my electric provider to save money. After an incident at Central Park involving the fire dept. and a classic car on fire, I would like to see better training.","Excellent","Excellent","Excellent","Good","Excellent","Excellent","Excellent","Excellent","Excellent","The safety and security.",,"Attracting new viable business","More eating places and businesses in South College Station.","1","1","1",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important",,,,,,,,,,"3",,"1",,,,,"2",,,,,,,"No",,"Very Safe","Increasing","Utility bill newsletter",,,,,,,,,,,,,"1","2","3",,,,"No","Email list","No Opinion","No Opinion","No Opinion","Good","Very Important","Very Important","Very Important","Very Important","No","None under 19 in household",,,,"(30.6256267, -96.253038)"
"1011","Male","65 or older","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6",,"More than 20 years","Online","Neither","Two","Yes","Somewhat Important","Somewhat Unimportant","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Unimportant","Very Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Important","Very Important","Very Important",,,,,,,,"3",,"2",,,,,,,,,"1",,,,,"No Opinion","No Opinion","Good","Good","No Opinion","No Opinion","Good","Fair","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","No Opinion","No Opinion","No Opinion",,"Good","Good","Good","Good","Good","Good","Good","Fair","Good",,,,,"2","2","4",,"Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Not Important At All","Somewhat Unimportant","Somewhat Important","Somewhat Important","Not Important At All","Not Important At All","Somewhat Unimportant",,,,"1",,,,,,"2",,,,,"3",,,,,,,,,"No",,"Somewhat Safe","Staying the Same","Local newspapers","Local TV stations",,,,,,,,,"1",,"3",,"2",,,,,"Yes",,"Good","Good","Good","Good","Somewhat Unimportant","Somewhat Important","Somewhat Unimportant","Somewhat Important",,"None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1012","Female","45-54","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6","Some college or technical school","11 to 20 years","Online","Texas A&M","Two","Yes","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Unimportant","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,"3",,,,,,,,,"1","2",,,,"No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Poor","Fair","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion",,"Good","Good","Good","Good","Good","Good","Good","Fair","Fair","safety","deterioration of housing and neighborhoods due to college students moving in to neighborhoods","safety of citizens","stop with all the chainsbring in new, creative development","1","2","2",,"Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Not Important At All","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant",,"3","1",,,,,,,"2",,,,,,,,,,,,,,"Yes","Good","Very Safe","Increasing","Social media (Facebook, Twitter, etc.)",,,,,,,,,,"3",,,,"2","1",,,,"Yes",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Very Important","Very Important","Somewhat Important",,"13 to 15 years old",,,,"(30.6256267, -96.253038)"
"1013","Male","25-34","Own","Single-family unit",,"Area A - North or Rock Prairie Rd. and West of Texas Ave.","Graduated high school","7 to 10 years","Online","Neither","Two","No","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,"2","1",,,,,,,,,,,,,,,,"3",,,,,"Good","Good","Good","Fair","Good","Good","Fair","Good","Good","Fair","Good","Good","Good","Good","No Opinion","Good","Fair","Poor","Good","Good","Poor","Fair","Fair","Y","Good","Good","Excellent","Excellent","Excellent","Fair","Good","Good","Good",,,,,"1","1","2","Bad experience with water works employee. Acted as if I was bothering them.","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,,"2",,,,,,,,,"1",,,,,,,"3",,,,,"Yes","Poor","Somewhat Safe","Staying the Same","Social media (Facebook, Twitter, etc.)",,,,,,,,,"1",,,,"3",,"2",,,,"No",,"Good","Fair","No Opinion","No Opinion","Somewhat Important","Very Important","Somewhat Important","Somewhat Important",,"Under  years old",,,,"(30.595071, -96.329426)"
"1014","Female","55-64","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6","Some college or technical school","More than 20 years","Online","Neither","Two","No","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","1",,,,,,,,,,,,,,,,,,"2","3",,,,"Good","Good","No Opinion","No Opinion","No Opinion","No Opinion","Fair","Poor","Poor","No Opinion","Good","Excellent","Excellent","No Opinion","No Opinion","No Opinion","Excellent","No Opinion","Good","Good","Good","Good","Good",,"Good","Good","Good","Good","Good","Poor","Good","Good","Good",,"We need a defined downtown area",,,"3","2","1",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important",,"1",,"3",,,,"2",,,,,,,,,,,,,,,,"No",,"Very Safe","Decreasing","Local newspapers","Local TV stations","Social media (Facebook, Twitter, etc.)",,,,,,,,"2",,,,"1","3",,,,"Yes",,"Good","Good","No Opinion","No Opinion","Very Important","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.5319423, -96.2972832)"
"1015","Male","45-54","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6",,"Less than 3 years","Online","Neither","One","No","Very Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Very Important",,,,,,,,,,"3",,,,,,,,,"1","2",,,,"Fair","No Opinion","No Opinion","Good","Good","No Opinion","Good","Good","Fair","Good","Good","No Opinion","No Opinion","Good","No Opinion","No Opinion","Good","Good","Good","Good","Good","Good","Good",,"Excellent","Excellent","Excellent","Good","Good","Excellent","Good","Good","Good",,,,,"2","2","2",,"Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Not Important At All","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Important",,,,"2",,,,"1",,,"3",,,,,,,,,,,,,"Yes","Excellent","Very Safe","Staying the Same","Social media (Facebook, Twitter, etc.)","Other",,,,,,,"Email","3",,,,"2",,"1",,,,"No",,"No Opinion","No Opinion","Fair","No Opinion","Not Important At All","Somewhat Important","Somewhat Important","Somewhat Important",,"1 to 18 years old",,,,"(30.5319423, -96.2972832)"
"1016","Female","45-54","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6","Graduated high school","11 to 20 years","Online","Neither","Two","No","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","1","3","2",,,,,,,,,,,,,,,,,,,,,"Excellent","Fair","Fair","Good","Poor","Excellent","Excellent","Fair","Good","Good","Excellent","Good","Fair","Poor","No Opinion","Fair","Good","Good","Excellent","Excellent","Excellent","Excellent","Fair","I thank whoever finally got the main road through Pebble Creek under way. But the rest of the streets look worse than Europ and even some 3rd world countries. Also would love more traffic enforcement on HWY 6... We have plenty of our finest in the neighborhoods and side roads but it is getting down right dangerous to drive our HWY.","Good","Good","Excellent","Excellent","Excellent","Fair","Good","Fair","Good","Moved here 14 years ago for wholesome, small town family life. Now 15 years later my oldest son, I think is a testamony to the quality family life that can be found her. We have 2 successful bus. Our kids are thriving. The oldest is a known leader in his class, does not drink and speaks out about it. He can choose any Ivy league but may choose A&M!","More arts & recrestion for adults...Shopping&#128521;","Continuing it's path to growth!","Neiman's, Sacks or more high end retail an outlet mall bring bring more touism. More variety of restaurants.","1","1","1","Hire MORE EMPLOYEES....HAVE BACKUPS AVAILABLE WHEN OTHERS WUIT OR PAY THE CURRENT ONES YOU HAVE BETTER SO WE DON'T HAVE TO WAIT 6 WEEKS FOR A PERMIT TO BUILD...STOP MAKING IT DIFFICULT FOR OTHER BUSINESS OPPORTUNITIES WITH NEW LAWS, RULES AND REGULATIONS...ESPECIALLY ONES THAT DON'T MAKE SENSE LIKE HAVING AN UPSTAIRS BTHRM WHEEL CHAIR ACCESSIBLE.","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important",,,,"1",,"2",,,,,,"3",,,,,,,,,,,,"Yes","Poor","Very Safe","Staying the Same","Social media (Facebook, Twitter, etc.)",,,,,,,,,,,,"2",,"1","3",,,,"No","easier to find on the internet with a simple word search such as 'summer camps for teens in College Station.'","No Opinion","Poor","Fair","Fair","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important","none...i try to stay away. lol"," to 12 years old","13 to 15 years old",,,"(30.6256267, -96.253038)"
"1017","Male","65 or older","Own","Single-family unit",,"Area D - South of Bird Pond Rd. and East of Hwy. 6",,"3 to  years","Online","Neither","Two","No","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","1",,"3","2",,,,,,,,,,,,,,,,,,,,"Good","Good","Good","Excellent","Excellent","Good","Good","Fair","Good","Excellent","No Opinion","No Opinion","Good","No Opinion","No Opinion","Good","Excellent","Fair","Excellent","Excellent","Excellent","Excellent","Excellent","none","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Texas A&M University and the variety of services and programs provided by the university.","Lower property taxes.","Lower property taxes.","Eating establishments such as Pappadeaux, need COSTCO.","1","1","2",,"Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Unimportant","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Somewhat Important","Very Important","2",,,"1",,,"3",,,,,,,,,,,,,,,,,"Yes","Excellent","Very Safe","Don't Know","City cable channel (Ch. 1)",,,,,,,,,"3",,"2",,,"1",,,,,"Yes",,"No Opinion","No Opinion","No Opinion","No Opinion","Somewhat Important","Somewhat Important","Somewhat Important","Somewhat Important",,"None under 19 in household",,,,"(30.6256267, -96.253038)"
"1018","Female","35-44","Own","Single-family unit",,"Area C - South of Rock Prairie Rd. and West of Hwy. 6",,"3 to  years","Online","Neither","Two","No","Somewhat Important","Somewhat Unimportant","Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Unimportant","Very Important","Very Important","Very Important","Very Important",,,,,,,,"1",,,,"3",,"2",,,,,,,,,,"Good","Good","No Opinion","Good","Fair","Good","No Opinion","Fair","Good","Fair","Good","Good","No Opinion","Good","No Opinion","No Opinion","Good","Good","Good","Good","Good","Good","Good","Hard to rank top 3, because I think Police and Fire should be a high priority, but there are three others I think are very important.  Overall I think College Station does well in many areas and we are happy to live here.","Excellent","Excellent","Excellent","Good","Excellent","Good","Good","Good","Good","It feels very safe and is a good place to raise a family.","It would be nice if road construction could be proactive rather than reactive.  There's constant construction to keep up with a burgeoning city, but by the time it's done, it needs to be redone.","Police and fire, but I think libraries, road maintenance and youth rec programs are very important.","There are lots of restaurant choices on University, but I hate going over there.  I like the development that's happening in south CS and would like to see more.  A Target there would be great, and more restaurants (as opposed to fast food).","1","1","2","No complaints","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Very Important","Somewhat Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important",,,,,,"1",,"2",,"3",,,,,,,,,,,,,,"Yes","Excellent","Very Safe","Staying the Same","City website (cstx.gov)",,,,,,,,,"1",,,,"2","3",,,,,"Yes",,"Good","No Opinion","No Opinion","No Opinion","Somewhat Important","Very Important","Somewhat Important","Very Important",,"Under  years old",,,,"(30.5319423, -96.2972832)"
