"the_geom","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt"
"MULTILINESTRING ((-122.2656189950927 37.79536781901431, -122.26591826740925 37.79551444736729, -122.26616097513103 37.79564592735117))","731642","{D5115384-B30E-41F2-9F95-DA82E609B2CB}","{5C4533FE-E734-4447-9122-DB5282D30B82}","{5C4533FE-E734-4447-9122-DB5282D30B82}_1","E-W","6th","OAK","FALLON","North","6th from OAK to FALLON , North","6.0","0.0","No Parking","1.0",,,,,,,,,,,"186.538482083","","",
"MULTILINESTRING ((-122.26346378394733 37.79763238300705, -122.26366650764568 37.79729630460825))","731643","{6F5792E8-0755-4A22-A393-4171332835D2}","{F022FCEC-3AFC-488B-9871-7D5C972D914D}","{F022FCEC-3AFC-488B-9871-7D5C972D914D}_2","N-S","FALLON","9th","10th","East","FALLON from 9th to 10th , East","6.0","6.0","Meter","2.0","Y","5-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"135.66955421","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26868736700739 37.807725764607554, -122.26831697723976 37.80757998710436))","731644","{58C8B95A-B835-4631-8AB5-281978EA9735}","{746E4BF6-86B4-4057-8212-04051C6D0582}","{746E4BF6-86B4-4057-8212-04051C6D0582}_5","E-W","19th","FRANKLIN","BROADWAY","North","19th from FRANKLIN to BROADWAY , North","9.0","6.0","Meter","5.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"119.44599525","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26208797590357 37.80519939726136, -122.2625731107344 37.805915852591745))","731645","{943A9C05-44A8-42EC-B2C4-781446C4CE92}","{62347278-FD0E-4CB3-8A31-2C93BB3C1CEB}","{62347278-FD0E-4CB3-8A31-2C93BB3C1CEB}_1","N-S","LAKESIDE","MADISON","JACKSON","East","LAKESIDE from MADISON to JACKSON , East","12.0","12.0","Unmarked","1.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,"AKA LAKESIDE from 19TH to JACKSON , East","296.143967247","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26331164259402 37.806684141849175, -122.26308441596282 37.80642111267096, -122.26300678491688 37.80629600247299))","731646","{65250526-66F7-432E-B920-D207F8605849}","{073AE61F-4B08-4DDC-9FE5-F2CDEFACB9D3}","{073AE61F-4B08-4DDC-9FE5-F2CDEFACB9D3}_2","N-S","LAKESIDE","20th","JACKSON","West","LAKESIDE from 20th to JACKSON , West","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,"AKA LAKESIDE from JACKSON to 20TH , West","166.889819993","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26368037359367 37.79959002711775, -122.26408890313037 37.79896865200903))","731647","{C7295F5B-B1C8-4103-89F1-ABDE87B0DBAA}","{257A1A7A-1537-4648-B13F-E52750A53099}","{257A1A7A-1537-4648-B13F-E52750A53099}_","N-S","OAK","11th","12th","East","OAK from 11th to 12th , East","0.0","0.0","No Parking","1.0",,,,,,,,,,,"255.194974449","","",
"MULTILINESTRING ((-122.26404410260608 37.80767249771291, -122.26395881629746 37.80762055696798, -122.26381397733094 37.80745950157688, -122.2637227821599 37.807315399348575))","731648","{8A9B1B4D-68DB-410C-BB56-A9C3327A3BB4}","{A8A31C9E-0B5B-41BD-BBB5-A9CE55EF4F4F}","{A8A31C9E-0B5B-41BD-BBB5-A9CE55EF4F4F}_2","E-W","20th","HARRISON","LAKESIDE","South","20th from HARRISON to LAKESIDE , South","7.0","7.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"161.815929834","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26325307196248 37.807474550121235, -122.26302674861317 37.806644685355714, -122.26297955804867 37.806567375152575))","731649","{543897DF-540D-4909-8A78-B1AE37CE29E6}","{134197DE-2C63-486C-9818-C89EF8530306}","{134197DE-2C63-486C-9818-C89EF8530306}_3","N-S","LAKESIDE","JACKSON","20th","East","LAKESIDE from JACKSON to 20th , East","8.0","0.0","Unmarked","3.0",,,,,,,,,,,"340.444124371","","",
"MULTILINESTRING ((-122.27479380657098 37.79809879445274, -122.27384430438367 37.79767067123969))","731653","{1594A293-54B7-4806-A317-12B600211870}","{1594A293-54B7-4806-A317-12B600211870}","{1594A293-54B7-4806-A317-12B600211870}_","E-W","5th","BROADWAY","FRANKLIN","North","5th from BROADWAY to FRANKLIN , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"315.539214991","","",
"MULTILINESTRING ((-122.26674217312227 37.795046676513074, -122.26649823602995 37.795429645085136))","731654","{2CDED797-EDF4-4530-AD75-B415396E7007}","{87A4CDB8-4235-4979-8BC2-55A042EABDDA}","{87A4CDB8-4235-4979-8BC2-55A042EABDDA}_2","N-S","OAK","6th","5th","West","OAK from 6th to 5th , West","8.0","8.0","Unmarked","2.0",,,,,,,,,,,"156.248441216","","",
"MULTILINESTRING ((-122.27820974997731 37.80004038055358, -122.27845803093294 37.79963909957733))","731656","{0DC70683-EA6D-48FE-AE3A-37D5B38B0177}","{C498BF1D-99A7-40D8-8A04-92F68541B910}","{C498BF1D-99A7-40D8-8A04-92F68541B910}_2","N-S","JEFFERSON","5th","6th","East","JEFFERSON from 5th to 6th , East","9.0","9.0","Unmarked","2.0",,,,,,,,,,,"162.774702451","","",
"MULTILINESTRING ((-122.26889194899837 37.796011499632506, -122.26873940297097 37.79625747900769))","731657","{4A7956D3-6E7C-48F8-89B3-4C098CCEEE8B}","{A3C7D2EC-6144-4891-8114-14C26403A7DA}","{A3C7D2EC-6144-4891-8114-14C26403A7DA}_2","N-S","JACKSON","5th","6th","East","JACKSON from 5th to 6th , East","4.0","4.0","Unmarked","2.0",,,,,,,,,,,"99.8244740902","","",
"MULTILINESTRING ((-122.27899905936782 37.80398453079537, -122.27924456803662 37.80362312139801))","731659","{83B94EDB-F8FC-45ED-A199-7D7A98213C7A}","{0C84D563-BADD-4903-8519-18B602D81672}","{0C84D563-BADD-4903-8519-18B602D81672}_","N-S","CASTRO","10th","9th","West","CASTRO from 10th to 9th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"149.495609934","","",
"MULTILINESTRING ((-122.27136754763568 37.79669657336525, -122.27031612169795 37.79628115888309))","731660","{64F9AFA6-0FDA-4B2C-BEF8-9EB876DF9AA0}","{64F9AFA6-0FDA-4B2C-BEF8-9EB876DF9AA0}","{64F9AFA6-0FDA-4B2C-BEF8-9EB876DF9AA0}_","E-W","5th","HARRISON","ALICE","North","5th  from HARRISON to ALICE , North","18.0","18.0","Unmarked","0.0",,,,,,,,,,,"339.370856009","","",
"MULTILINESTRING ((-122.27344186362794 37.79832059860425, -122.27388844849503 37.798500717051816))","731661","{9D82FACB-64C1-4C77-88CB-F24AD22702D2}","{0937542A-AA8D-4AF0-B98B-A47FC06A6B43}","{0937542A-AA8D-4AF0-B98B-A47FC06A6B43}_","E-W","6th","FRANKLIN","BROADWAY","South","6th from FRANKLIN to BROADWAY , South","0.0","0.0","No Parking","0.0",,,,,,,,,,"AKA 6TH from OFFRAMP to FRANKLIN , South","144.743418218","","",
"MULTILINESTRING ((-122.27256649490941 37.79715861320883, -122.27208101478718 37.79696574351864))","731662","{AC6EB2A8-E242-454C-B656-0CF06A5B14C2}","{AC6EB2A8-E242-454C-B656-0CF06A5B14C2}","{AC6EB2A8-E242-454C-B656-0CF06A5B14C2}_","E-W","5th","WEBSTER","WEBSTER PL","North","5th from WEBSTER ST to WEBSTER PL , North","5.0","5.0","Unmarked","0.0",,,,,,,,,,,"156.870561058","","",
"MULTILINESTRING ((-122.26753522772968 37.7958126018755, -122.26773736580869 37.79549630583559))","731665","{07FB131C-94B7-4A07-83B4-62D9336AE810}","{9E15DD62-C661-4C25-A5EA-3FA989F9F828}","{9E15DD62-C661-4C25-A5EA-3FA989F9F828}_2","N-S","MADISON","5th","6th","East","MADISON from 5th to 6th , East","7.0","7.0","Unmarked","2.0",,,,,,,,,,,"129.133694809","","",
"MULTILINESTRING ((-122.27581758685591 37.79919548046614, -122.27606653181448 37.79880331303873))","731666","{89334C3D-EB9C-429D-8100-C49F368BCF2B}","{0C8F6F00-6C00-453E-B496-9365142A3F5A}","{0C8F6F00-6C00-453E-B496-9365142A3F5A}_3","N-S","WASHINGTON","5th","6th","East","WASHINGTON from 5th to 6th , East","1.0","0.0","No Parking","3.0",,,,,,,,,,,"159.889125928","","",
"MULTILINESTRING ((-122.27859620772507 37.79968190590767, -122.27832145782617 37.80011661501416))","731667","{1536EDA6-4DBA-4B01-9BE6-997E589FE5C0}","{20C1D471-A2EF-42F0-ADA0-19D53C1E6C35}","{20C1D471-A2EF-42F0-ADA0-19D53C1E6C35}_2","N-S","JEFFERSON","6th","5th","West","JEFFERSON from 6th to 5th , West","10.0","10.0","Unmarked","2.0",,,,,,,,,,,"177.077501646","","",
"MULTILINESTRING ((-122.27270456334942 37.79718945984353, -122.27227363716902 37.79778580156961))","731668","{950F6C94-7B10-4793-93B6-776219C1FD32}","{E761FD09-66B6-4540-BA1A-B361DAB90D2F}","{E761FD09-66B6-4540-BA1A-B361DAB90D2F}_2","N-S","WEBSTER","6th","5th","West","WEBSTER from 6th to 5th , West","10.0","10.0","Unmarked","2.0",,,,,,,,,,,"250.305809229","","",
"MULTILINESTRING ((-122.27623319708798 37.79884170680652, -122.27601773469974 37.79918481111601))","731669","{8B10D43A-1F1D-4F69-A8BD-59BDB640EB6A}","{E6B900CD-141B-450F-946A-EF1E36DE956F}","{E6B900CD-141B-450F-946A-EF1E36DE956F}_2","N-S","WASHINGTON","6th","5th","West","WASHINGTON from 6th to 5th , West","5.0","5.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"139.583241492","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27535557804623 37.80941225143628, -122.2750909677682 37.80981383691901))","731672","{B39753A7-9CAA-4F29-ACE7-7FFB43D90EDA}","{0B4A86EC-D7EA-4147-B431-E4176765B034}","{0B4A86EC-D7EA-4147-B431-E4176765B034}_2","N-S","CASTRO","18th","19th","East","CASTRO from 18th to 19th , East","6.0","6.0","Unmarked","2.0",,,,,,,,,,,"165.002107952","","",
"MULTILINESTRING ((-122.27849549166733 37.79957855371139, -122.27742260767234 37.79913348439603))","731674","{F8989760-92AB-4A36-AAC5-59F9CF959EB2}","{F8989760-92AB-4A36-AAC5-59F9CF959EB2}","{F8989760-92AB-4A36-AAC5-59F9CF959EB2}_","E-W","5th","JEFFERSON","CLAY","North","5th from JEFFERSON to CLAY , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"349.791334466","","",
"MULTILINESTRING ((-122.27998160992225 37.80160923047137, -122.28033799062348 37.80125387528717))","731675","{DCF5E8E3-32D7-4DFA-B630-9F0C1F346787}","{4BA01D0D-E904-4424-BCB7-5F319F8A955A}","{4BA01D0D-E904-4424-BCB7-5F319F8A955A}_2","N-S","CASTRO","6th","7th","East","CASTRO from 6th to 7th , East","5.0","5.0","Unmarked","2.0",,,,,,,,,,,"165.361233167","","",
"MULTILINESTRING ((-122.26892808596298 37.7963056858688, -122.26911218276435 37.79601223240287))","731678","{532B37D1-7915-4A40-9510-81AD00636E37}","{3DFF4E4B-8B34-4B8C-BF1D-34E5FA13600D}","{3DFF4E4B-8B34-4B8C-BF1D-34E5FA13600D}_2","N-S","JACKSON","6th","5th","West","JACKSON from 6th to 5th , West","5.0","5.0","Unmarked","2.0",,,,,,,,,,,"119.360978636","","",
"MULTILINESTRING ((-122.27742260767234 37.79913348439603, -122.27631394377961 37.798713124100566))","731679","{DC5DED33-9220-4A5A-B939-DFA30EECC161}","{DC5DED33-9220-4A5A-B939-DFA30EECC161}","{DC5DED33-9220-4A5A-B939-DFA30EECC161}_","E-W","5th","CLAY","WASHINGTON","North","WASHINGTON","0.0","0.0","No Parking","0.0",,,,,,,,,,,"355.015413032","","",
"MULTILINESTRING ((-122.28059666552042 37.80097328519214, -122.28085079612356 37.800594314723746))","731681","{9BB10020-D41A-4EE2-BC96-84EAE42D151F}","{BE2A19A6-1D3E-4F42-830F-A8262F4D2C0A}","{BE2A19A6-1D3E-4F42-830F-A8262F4D2C0A}_2","N-S","CASTRO","5th","6th","East","CASTRO from 5th to 6th , East","7.0","7.0","Unmarked","2.0",,,,,,,,,,,"156.309903645","","",
"MULTILINESTRING ((-122.26868265662634 37.79634898161244, -122.26844125774993 37.79630447299767, -122.26762318358026 37.79598019432677))","731683","{544A3B72-43E3-4A06-80F8-CB0D61767169}","{2EFDEF7D-3C8D-478C-AE90-54200167DA09}","{2EFDEF7D-3C8D-478C-AE90-54200167DA09}_","E-W","6th","MADISON","JACKSON","South","6th from MADISON to JACKSON , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"335.832281621","","",
"MULTILINESTRING ((-122.28060166551279 37.80124333173274, -122.2800830177936 37.80172029135404))","731684","{8D1B842A-83AE-42CF-803B-451F01E079CF}","{BE2204A5-1371-4C8B-8404-CD55B255D42B}","{BE2204A5-1371-4C8B-8404-CD55B255D42B}_","N-S","CASTRO","7th","6th","West","CASTRO from 7th to 6th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"229.381844427","","",
"MULTILINESTRING ((-122.27942142516811 37.800505950688986, -122.27964614904904 37.800165281306754))","731685","{213FD17A-D822-4E45-8410-370C2C7B06A0}","{48F99476-690D-4069-B78A-1BC909F3B3DB}","{48F99476-690D-4069-B78A-1BC909F3B3DB}_2","N-S","MLK JR WAY","5th","6th","East","MLK JR WAY from 5th to 6th , East","8.0","8.0","Unmarked","2.0",,,,,,,,,,,"140.01042554","","",
"MULTILINESTRING ((-122.2663418347288 37.795370935194775, -122.26658957820199 37.79498281771722))","731687","{243A2FA3-8A0A-49A0-934F-10F3A94563A5}","{05826C7B-A620-4708-96FD-A1FD835D9C09}","{05826C7B-A620-4708-96FD-A1FD835D9C09}_2","N-S","OAK","5th","6th","East","OAK from 5th to 6th , East","8.0","8.0","Unmarked","2.0",,,,,,,,,,,"158.417894619","","",
"MULTILINESTRING ((-122.26791433838127 37.79552322796054, -122.26767880965264 37.795892889908245))","731689","{4B12C7AB-88D1-4897-91DB-40D3FF8BB604}","{316D03CF-ACD3-47C2-B8A7-CF478181AC6F}","{316D03CF-ACD3-47C2-B8A7-CF478181AC6F}_2","N-S","MADISON","6th","5th","West","MADISON from 6th to 5th , West","7.0","7.0","Unmarked","3.0",,,,,,,,,,,"150.828045289","","",
"MULTILINESTRING ((-122.27954948160551 37.80058652278248, -122.27981608048673 37.80019949847356))","731690","{0A840E80-81E8-4F7C-BD8C-F5A42A530011}","{FE748B25-11E2-40AA-ADCC-C016BE28BFB2}","{FE748B25-11E2-40AA-ADCC-C016BE28BFB2}_3","N-S","MLK JR WAY","6th","5th","West","MLK JR WAY from 6th to 5th , West","8.0","0.0","No Parking","3.0",,,,,,,,,,,"160.601259128","","",
"MULTILINESTRING ((-122.27031612169795 37.79628115888309, -122.26940148851669 37.79594840169467))","731691","{A5873599-4BD7-4764-BB57-D6E2629B7D96}","{A5873599-4BD7-4764-BB57-D6E2629B7D96}","{A5873599-4BD7-4764-BB57-D6E2629B7D96}_","E-W","5th","HARRISON","ALICE","North","5th  from HARRISON to ALICE , North","11.0","11.0","Unmarked","0.0",,,,,,,,,,,"290.72541587","","",
"MULTILINESTRING ((-122.27195763387786 37.796923354851444, -122.27156603039772 37.79677499290509))","731692","{5931E31A-2E40-4325-9CB4-EB2F15A28D08}","{5931E31A-2E40-4325-9CB4-EB2F15A28D08}","{5931E31A-2E40-4325-9CB4-EB2F15A28D08}_","E-W","5th","WEBSTER PL","HARRISON","North","5th  from WEBSTER PL to HARRISON , North","5.0","5.0","Unmarked","0.0",,,,,,,,,,,"125.383230867","","",
"MULTILINESTRING ((-122.28068914525178 37.801124400285495, -122.28106619692258 37.800565430494565))","731693","{A07F1F97-F677-41EF-B0A3-FF83A5193592}","{952F9E8F-B716-41E4-B0D7-5D0D05279F44}","{952F9E8F-B716-41E4-B0D7-5D0D05279F44}_","N-S","CASTRO","6th","5th","West","CASTRO from 6th to 5th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"230.853814625","","",
"MULTILINESTRING ((-122.2799449207188 37.80096536422617, -122.279422280851 37.800755149916604))","731696","{A8F53EE2-545D-4904-933C-F7B0C29C3192}","{25D08416-2E1B-48BF-8138-5E886F82D014}","{25D08416-2E1B-48BF-8138-5E886F82D014}_2","E-W","6th","CASTRO","MLK JR WAY","North","6th from CASTRO to MLK JR WAY , North","5.0","5.0","Unmarked","2.0",,,,,,,,,,,"169.293896097","","",
"MULTILINESTRING ((-122.27384456759002 37.79767045687085, -122.27309891380192 37.79737373639086))","731697","{8B4C47FA-25E6-444B-A570-8ECD9E982A77}","{8B4C47FA-25E6-444B-A570-8ECD9E982A77}","{8B4C47FA-25E6-444B-A570-8ECD9E982A77}_","E-W","5th","FRANKLIN","WEBSTER","North","5th from FRANKLIN to WEBSTER ST , North","5.0","5.0","Unmarked","0.0",,,,,,,,,,,"241.017805721","","",
"MULTILINESTRING ((-122.27934931878526 37.80061525935048, -122.27827643479033 37.800187849881674))","731699","{3CA5B9E4-AA53-4795-9582-F481FCC08491}","{433C49B7-EB0A-4A0A-96B7-4C30C4A8762F}","{433C49B7-EB0A-4A0A-96B7-4C30C4A8762F}_","E-W","6th","JEFFERSON","MLK JR WAY","South","6th from JEFFERSON to MLK JR WAY , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"346.855050111","","",
"MULTILINESTRING ((-122.2747584012707 37.79877094465177, -122.27509576537228 37.798229158250585))","731700","{C9F90AD5-92D0-4E73-BFB3-7E5FE20B6AF9}","{2863115E-F30A-4234-94FE-6FE0EE48510D}","{2863115E-F30A-4234-94FE-6FE0EE48510D}_","N-S","BROADWAY","6th","5th","West","BROADWAY from 6th to 5th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"220.044136786","","",
"MULTILINESTRING ((-122.27861189356518 37.80458267145389, -122.27899843234376 37.80398502195626))","731701","{A1F84284-763B-461A-868F-CD556722AB1A}","{6FDBAE1E-C7FA-4E8F-8557-7E9CC8406B1F}","{6FDBAE1E-C7FA-4E8F-8557-7E9CC8406B1F}_","N-S","CASTRO","11th","10th","West","CASTRO from 11th to 10th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"244.599010936","","",
"MULTILINESTRING ((-122.27616417036722 37.798649500005425, -122.27509576537228 37.798229158250585))","731703","{599A8329-3E02-40B1-990E-47B5BF41D08C}","{599A8329-3E02-40B1-990E-47B5BF41D08C}","{599A8329-3E02-40B1-990E-47B5BF41D08C}_","E-W","5th","WASHINGTON","BROADWAY","North","5th from WASHINGTON to BROADWAY , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"344.555409484","","",
"MULTILINESTRING ((-122.28054070314263 37.8010567380962, -122.27949686796904 37.80066290198287))","731705","{0CEF97F5-A326-420A-AA00-982C4E5D3B61}","{A57EE351-C807-4B6F-A2EE-43BC9C6C7A22}
{A57EE351-C807-4B6F-A2EE-43BC9C6C7A22}_","{A57EE351-C807-4B6F-A2EE-43BC9C6C7A22}_","E-W","6th","JEFFERSON","MLK JR WAY","South","6th from JEFFERSON to MLK JR WAY , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"333.944394673","","",
"MULTILINESTRING ((-122.27924393382608 37.80318735963653, -122.27918484534159 37.80344143335232, -122.27912047296665 37.803583423755114))","731707","{DD9FFC1C-9808-4C03-8F24-474DAD31AEC5}","{0C84D563-BADD-4903-8519-18B602D81672}","{0C84D563-BADD-4903-8519-18B602D81672}_","N-S","CASTRO","10th","9th","West","CASTRO from 10th to 9th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"149.021190045","","",
"MULTILINESTRING ((-122.27215586826387 37.797722064335346, -122.27254022067963 37.797194666319314))","731711","{1A2A1F28-3272-4AA3-B98A-657CD09E9C2B}","{90D184EB-CEB4-4A7E-9DF3-90B0383D6E9C}","{90D184EB-CEB4-4A7E-9DF3-90B0383D6E9C}_2","N-S","WEBSTER","5th","6th","East","WEBSTER from 5th to 6th , East","9.0","9.0","Unmarked","2.0",,,,,,,,,,,"221.835736519","","",
"MULTILINESTRING ((-122.27554957538915 37.809414134407376, -122.27532514658682 37.80996847235721))","731712","{AE053B4C-1F21-4D48-9066-D184F760031B}","{A5AF60A0-0E49-4B47-8B6F-BA469319D86C}","{A5AF60A0-0E49-4B47-8B6F-BA469319D86C}_","N-S","CASTRO","19th","18th","West","CASTRO from 19th to 18th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"212.004517321","","",
"MULTILINESTRING ((-122.27153116228999 37.79754858948496, -122.27114760591819 37.79740658748073))","731670","{11600269-9D6D-4BAB-B8B9-7DFE6737B439}","{11600269-9D6D-4BAB-B8B9-7DFE6737B439}","{11600269-9D6D-4BAB-B8B9-7DFE6737B439}_","E-W","6th","HARRISON","WEBSTER PL","South","6th from HARRISON to WEBSTER PL , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"122.291228877","","",
"MULTILINESTRING ((-122.27199490529215 37.797861617855375, -122.27153324903668 37.79767739383766))","100","{8B9BCD68-9A6D-4143-9F50-6C05151D77CA}","{8B9BCD68-9A6D-4143-9F50-6C05151D77CA}","{8B9BCD68-9A6D-4143-9F50-6C05151D77CA}_2","E-W","6th","WEBSTER ST","HARRISON","North","6th from WEBSTER ST to HARRISON , North","7.0","5.0","Unmarked","2.0",,,,,,,,,,,"149.305094534","","",
"MULTILINESTRING ((-122.26197591473603 37.8109076787208, -122.26063234132563 37.810690458665974))","731518","{CDAA4837-FCCD-4671-8083-359CC9DE683A}","{CDAA4837-FCCD-4671-8083-359CC9DE683A}","{CDAA4837-FCCD-4671-8083-359CC9DE683A}_2","E-W","GRAND","HARRISON","BAY","North","GRAND from HARRISON to BAY , North","0.0","0.0","No Parking","2.0",,,,,,,,,,,"396.111456645","","",
"MULTILINESTRING ((-122.27421881022579 37.809173327754905, -122.27431333773706 37.80902423539947))","101","{5D307712-E0E4-4D33-BC3B-01E785C558E6}","{5D307712-E0E4-4D33-BC3B-01E785C558E6}","{5D307712-E0E4-4D33-BC3B-01E785C558E6}_4","N-S","MLK JR WAY","19th","18th","West","MLK JR WAY from 19th to 18th , West","5.0","3.0","Unmarked","4.0",,,,,,,,,,,"60.7693461751","","",
"MULTILINESTRING ((-122.27040307481374 37.79810131023305, -122.26960476818986 37.797790267000245))","102","{6F95B6EF-571D-4019-8AA5-0B6C37F22065}","{6F95B6EF-571D-4019-8AA5-0B6C37F22065}","{6F95B6EF-571D-4019-8AA5-0B6C37F22065}_2","E-W","7th","ALICE","HARRISON","North","7th from ALICE to HARRISON , North","13.0","13.0","Unmarked","2.0",,,,,,,,,,,"256.962545356","","",
"MULTILINESTRING ((-122.27452689449623 37.80867598003023, -122.27470225376592 37.80838560112892))","103","{5FD67EB6-59EF-4154-BC04-504D8086C552}","{5FD67EB6-59EF-4154-BC04-504D8086C552}","{5FD67EB6-59EF-4154-BC04-504D8086C552}_3","N-S","MLK JR WAY","18th","17th","West","MLK JR WAY from 18th to 17th , West","6.0","5.0","Unmarked","3.0",,,,,,,,,,,"117.243489827","","",
"MULTILINESTRING ((-122.2693057586501 37.79767230597982, -122.2684042933094 37.79731800665732))","104","{26FC2017-119C-4BEE-B3D4-A183332DDBED}","{26FC2017-119C-4BEE-B3D4-A183332DDBED}","{26FC2017-119C-4BEE-B3D4-A183332DDBED}_2","E-W","7th","JACKSON","ALICE","North","7th from JACKSON to ALICE , North","10.0","10.0","Unmarked","2.0",,,,,,,,,,,"290.662371254","","",
"MULTILINESTRING ((-122.26271264279261 37.81284825431132, -122.26216043832422 37.812758349252604))","136071","{066B3C3F-9047-4318-A985-8AA3674AC195}","{066B3C3F-9047-4318-A985-8AA3674AC195}","{066B3C3F-9047-4318-A985-8AA3674AC195}_1","E-W","24th","WAVERLY","HARRISON","South","24th from WAVERLY to HARRISON , South","9.0","6.0","Unmarked","1.0",,,,,,,,,,,"162.842189913","","",
"MULTILINESTRING ((-122.27418059171102 37.80872828687165, -122.2741135465423 37.808705219394135, -122.27394188567803 37.808677670716456, -122.27367634637498 37.80868402772236, -122.27345104081688 37.80875183977308, -122.27328742616263 37.80879422165217, -122.27313185771837 37.8087942216522, -122.27294962368319 37.80877378373286))","105","{01FE73FD-11BA-4B82-B4AA-B148DCC71389}","{01FE73FD-11BA-4B82-B4AA-B148DCC71389}","{01FE73FD-11BA-4B82-B4AA-B148DCC71389}_2","E-W","18th (North)","MLK JR WAY","JEFFERSON","South","18th (NORTH) from MLK JR WAY to JEFFERSON , South","17.0","17.0","Unmarked","2.0",,,,,,,,,,"AKA 18TH from SAN PABLO to MARTIN LUTHER KING JR , South","365.901725927","","",
"MULTILINESTRING ((-122.26130853018944 37.81283172362044, -122.26114352404477 37.81269315394569, -122.26099236632854 37.81259588072449, -122.26083618343664 37.812519205362634, -122.2607056609208 37.81247779434633, -122.26069785276435 37.81247588244573))","136044","{515A8024-2B6C-469A-80FF-A993B6932B72}","{515A8024-2B6C-469A-80FF-A993B6932B72}","{515A8024-2B6C-469A-80FF-A993B6932B72}_","E-W","BAY","VERNON","HARRISON","North","BAY from VERNON to HARRISON , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"221.661885205","","",
"MULTILINESTRING ((-122.27211856616269 37.79777324880405, -122.27166527267707 37.797595216906785))","731695","{3DC31B3A-A6FA-44F5-8BA6-21BFD27EB537}","{3DC31B3A-A6FA-44F5-8BA6-21BFD27EB537}","{3DC31B3A-A6FA-44F5-8BA6-21BFD27EB537}_","E-W","6th","WEBSTER PL","WEBSTER","South","6th from WEBSTER PL to WEBSTER , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"146.136507926","","",
"MULTILINESTRING ((-122.27187059162517 37.80279704945664, -122.27201577104643 37.80285268024111))","132001","{B25F5831-C38E-4BA1-8126-01253C651FBC}","{A375E240-A677-4724-94D9-A2FA2800E254}","{A375E240-A677-4724-94D9-A2FA2800E254}_1","E-W","12th","BROADWAY","FRANKLIN","South","12th from BROADWAY to FRANKLIN , South","6.0","0.0","No Parking","1.0",,,,,,,,,,,"46.5794326392","","",
"MULTILINESTRING ((-122.27127866042075 37.80257022673193, -122.27187059162515 37.80279704945666))","132001","{B25F5831-C38E-4BA1-8126-01253C651FBC}","{A375E240-A677-4724-94D9-A2FA2800E254}","{A375E240-A677-4724-94D9-A2FA2800E254}_2","E-W","12th","BROADWAY","FRANKLIN","South","12th from BROADWAY to FRANKLIN , South","6.0","3.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"189.916203701","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27141921220876 37.80192726209391, -122.27130307195452 37.8018821350622))","131748","{5EE8C34D-D6EA-4F37-B9E9-CCF5AF0AF640}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}_1","E-W","11th","FRANKLIN","BROADWAY","North","11th from FRANKLIN to BROADWAY , North","6.0","0.0","No Parking","1.0",,,,,,,,,,,"37.3621814232","","",
