"company","doing_business_as","address_line_1","address_line_2","city","state","zip_code","registration_account","tax_type","location"
"FRANKLIN PARK MANAGEMENT INC","FRANKLIN PARK MANAGEMENT ","9500 GRAND AVE",,"FRANKLIN PARK","IL","60131","1124305","Sweetened Beverage Home Rule","9500 GRAND AVE
FRANKLIN PARK, IL 60131
(41.929562, -87.8631)"
"FRANKLIN SUPER FOOD AND LIQUOR",,"501 N KEDZIE AVE",,"CHICAGO","IL","60612","1122995","Sweetened Beverage Home Rule","501 N KEDZIE AVE
CHICAGO, IL 60612
(41.890376, -87.70642)"
"FRANKS DELI AND GROCERY INC",,"1841 W 87TH ST",,"CHICAGO","IL","60620","1124081","Sweetened Beverage Home Rule","1841 W 87TH ST
CHICAGO, IL 60620
(41.735651, -87.669409)"
"FREEDOM FUEL AND FOOD INC",,"8950-58 S ASHLAND",,"CHICAGO","IL","60620","1121887","Sweetened Beverage Home Rule","8950-58 S ASHLAND
CHICAGO, IL 60620
(41.730626, -87.662992)"
"FRESCA MANAGEMENT CORP",,"939 E IRVING PARK ROAD",,"STREAMWOOD","IL","60107","1121629","Sweetened Beverage Home Rule","939 E IRVING PARK ROAD
STREAMWOOD, IL 60107
(42.009233, -88.16079)"
"FRESH BUY FOOD INC",,"6319 S VERNON",,"CHICAGO","IL","60637","1121898","Sweetened Beverage Home Rule","6319 S VERNON
CHICAGO, IL 60637
(41.779709, -87.614421)"
"FRESH CATCH FISH AND SEAFOOD I",,"1347 W 87TH STREET",,"CHICAGO","IL","60620","1122083","Sweetened Beverage Home Rule","1347 W 87TH STREET
CHICAGO, IL 60620
(41.735819, -87.65731)"
"FRESHCO MARKET LLC","CERMAK PRODUCE #3","4800 W DIVERSEY AVE",,"CHICAGO","IL","60639","1122942","Sweetened Beverage Home Rule","4800 W DIVERSEY AVE
CHICAGO, IL 60639
(41.931566, -87.746668)"
"FRESH FOOD 200 WEST LLC",,"1332 N HALSTED ST",,"CHICAGO","IL","60642","1122532","Sweetened Beverage Home Rule","1332 N HALSTED ST
CHICAGO, IL 60642
(41.90579, -87.648129)"
"FRESH FOOD 350 NORTH LLC",,"350 N LASALLE DRIVE",,"CHICAGO","IL","60654","1122533","Sweetened Beverage Home Rule","350 N LASALLE DRIVE
CHICAGO, IL 60654
(41.888747, -87.632614)"
"FRESH K MART INC",,"4115 W. ROOSEVELT RD",,"CHICAGO","IL","60624","1124481","Sweetened Beverage Home Rule","4115 W. ROOSEVELT RD
CHICAGO, IL 60624
(41.866137, -87.728313)"
"FRESHLINE DAIRY DIST. INC","FRESHLINE DAIRY DIST. INC","401 SAN CARLOS RD",,"MINOOKA","IL","60447","1120856","Sweetened Beverage Home Rule","401 SAN CARLOS RD
MINOOKA, IL 60447
(41.44046, -88.239622)"
"FRESHLINE FOODS INC","FRESHLINE FOODS","5355 W 95TH ST",,"OAK LAWN","IL","60453","1123982","Sweetened Beverage Home Rule","5355 W 95TH ST
OAK LAWN, IL 60453
(41.719776, -87.755171)"
"FRESH MARKET IDEAS INC","MORSE FRESH MARKET ","1430 W MORSE AVE",,"CHICAGO","IL","60626","1122166","Sweetened Beverage Home Rule","1430 W MORSE AVE
CHICAGO, IL 60626
(42.007928, -87.667272)"
"FRESH MARKET PLACE 3 INC","FRESH MARKET PLACE ","5020 W FULLERTON AVE",,"CHICAGO","IL","60639","1122077","Sweetened Beverage Home Rule","5020 W FULLERTON AVE
CHICAGO, IL 60639
(41.924229, -87.75198)"
"FRESH MART FOOD INC",,"400 E 83RD STREET",,"CHICAGO","IL","60619","1122365","Sweetened Beverage Home Rule","400 E 83RD STREET
CHICAGO, IL 60619
(41.743814, -87.614681)"
"FRESH & PURE DISTRIBUTORR INC",,"435 E. NORTH AVE",,"STREAMWOOD","IL","60107","1124933","Sweetened Beverage Home Rule","435 E. NORTH AVE
STREAMWOOD, IL 60107
(41.995072, -88.168627)"
"FRESHWAY FOODS","FRESHWAY FOODS ","2600 EAST 87TH ST",,"CHICAGO","IL","60617","1121837","Sweetened Beverage Home Rule","2600 EAST 87TH ST
CHICAGO, IL 60617
(41.737246, -87.561068)"
"FRIENDLY FOOD MARKET INC",,"7122 S VINCENNES UNIT G",,"CHICAGO","IL","60621","1123750","Sweetened Beverage Home Rule","7122 S VINCENNES UNIT G
CHICAGO, IL 60621
(41.76452, -87.628427)"
"FRIENDS FUEL INC","CITGO FUEL AND MINI MART ","8200 S KEDZIE AVE",,"CHICAGO","IL","60652","1121800","Sweetened Beverage Home Rule","8200 S KEDZIE AVE
CHICAGO, IL 60652
(41.744094, -87.702248)"
"FRIENDS MINI MART INC","FRIENDS MINI MART ","6343 W 26TH ST",,"BERWYN","IL","60402","1122413","Sweetened Beverage Home Rule","6343 W 26TH ST
BERWYN, IL 60402
(41.843403, -87.783029)"
"FRIENDS PETROLEUM INC","HALSTED BP","3047 S HALSTED",,"CHICAGO","IL","60608","1121813","Sweetened Beverage Home Rule","3047 S HALSTED
CHICAGO, IL 60608
(41.838574, -87.646289)"
"FRONTLINE BUSINESS ENTERPRISES",,"401 E 87TH ST",,"CHICAGO","IL","60619","1123985","Sweetened Beverage Home Rule","401 E 87TH ST
CHICAGO, IL 60619
(41.736506, -87.614341)"
"FRUTERIA EL EDEN INC",,"2000 VERMONT ST",,"BLUE ISLAND","IL","60406","1123576","Sweetened Beverage Home Rule","2000 VERMONT ST
BLUE ISLAND, IL 60406
(41.655612, -87.670444)"
"FRUTERIA EL MERCADO OF CHICAGO",,"2759 S SPAULDING AVE",,"CHICAGO","IL","60623","1123282","Sweetened Beverage Home Rule","2759 S SPAULDING AVE
CHICAGO, IL 60623
(41.84097, -87.707351)"
"FRUTERIA SAN JOSE INC","FRUTERIA SAN JOSE","1748 W CHICAGO",,"CHICAGO","IL","60622","1123617","Sweetened Beverage Home Rule","1748 W CHICAGO
CHICAGO, IL 60622"
"FRUTERIA Y CARNICERIA VIGILS I",,"1905 S CENTRAL AVE",,"CICERO","IL","60804","1123221","Sweetened Beverage Home Rule","1905 S CENTRAL AVE
CICERO, IL 60804
(41.85387, -87.763963)"
"FULLERTON KILDOURN REAL ESTATE","KP OIL MART INC","4444 W FULLERTON AVE",,"CHICAGO","IL","60639","1122880","Sweetened Beverage Home Rule","4444 W FULLERTON AVE
CHICAGO, IL 60639
(41.924396, -87.738679)"
"FULLER TRIANGLE INC","FULLER CITGO ","13501 S KEDZIE AVE",,"ROBBINS","IL","60472","1121638","Sweetened Beverage Home Rule","13501 S KEDZIE AVE
ROBBINS, IL 60472
(41.647336, -87.699062)"
"GABA INC","GAS STATION","1000 W LAKE ST",,"MELROSE PARK","IL","60160","1123820","Sweetened Beverage Home Rule","1000 W LAKE ST
MELROSE PARK, IL 60160
(41.891141, -87.845867)"
"GALAXY FOOD AND CELLULAR INC",,"2706 E 75TH ST",,"CHICAGO","IL","60649","1122394","Sweetened Beverage Home Rule","2706 E 75TH ST
CHICAGO, IL 60649
(41.759925, -87.558503)"
"GALLERY FOOD EXPRESS INC",,"10701 S WENTWORTH AVE",,"CHICAGO","IL","60628","1122846","Sweetened Beverage Home Rule","10701 S WENTWORTH AVE
CHICAGO, IL 60628
(41.699672, -87.628093)"
"GAMBINOS FRESH MARKET I INC","GAMBINOS FRESH MARKET","7411 W GRANBD AVE",,"ELMWOOD PARK","IL","60707","1121672","Sweetened Beverage Home Rule","7411 W GRANBD AVE
ELMWOOD PARK, IL 60707
(41.924826, -87.811259)"
"GAMBINOS FRESH MARKET LLC","GAMBINOS FRESH MARKET II","3720 ROSE ST",,"SCHILLER PARK","IL","60176","1121673","Sweetened Beverage Home Rule","3720 ROSE ST
SCHILLER PARK, IL 60176
(41.947343, -87.866107)"
"G AND N FOOD AND LIQUOR",,"5575 W VAN BUREN",,"CHICAGO","IL","60644","1122111","Sweetened Beverage Home Rule","5575 W VAN BUREN
CHICAGO, IL 60644
(41.874728, -87.763903)"
"G AND S FOOD MART INC",,"6600 S HALSTED",,"CHICAGO","IL","60621","1124229","Sweetened Beverage Home Rule","6600 S HALSTED
CHICAGO, IL 60621
(41.774299, -87.644656)"
"GARDEN FRESH FRUIT MARKET INC","GARDEN FRESH MARKET ","770 S BUFFALO GROVE RD",,"BUFFALO GROVE","IL","60089","1121312","Sweetened Beverage Home Rule","770 S BUFFALO GROVE RD
BUFFALO GROVE, IL 60089
(42.14053, -87.958629)"
"GARFIELD GAS INC","FALCON FUEL ","43 N HOMAN AVE",,"CHICAGO","IL","60624","1122048","Sweetened Beverage Home Rule","43 N HOMAN AVE
CHICAGO, IL 60624
(41.8822, -87.71107)"
"GARFIELD MOBIL INC","SUPER SAVE","48 E GARFIELD BLVD",,"CHICAGO","IL","60615","1121878","Sweetened Beverage Home Rule","48 E GARFIELD BLVD
CHICAGO, IL 60615
(41.794693, -87.624345)"
"GARVEYS OFFICE PRODUCTS",,"7500 N CALDWELL AVE",,"NILES","IL","60714","1120944","Sweetened Beverage Home Rule","7500 N CALDWELL AVE
NILES, IL 60714
(42.016789, -87.791123)"
"GAS BARREL INC./FUEL STOP",,"6347 ROOSEVELT RD",,"BERWYN","IL","60402","1124441","Sweetened Beverage Home Rule","6347 ROOSEVELT RD
BERWYN, IL 60402
(41.865337, -87.7837)"
"GATES PA INC","GIBSON CITGO ","15221 SOUTH HALSTED ST",,"CHICAGO","IL","60426","1123008","Sweetened Beverage Home Rule","15221 SOUTH HALSTED ST
CHICAGO, IL 60426"
"GENERAL NUTRITION CORPORATION","GNC ","300 SIXTH AVENUE",,"PITTSBURGH","PA","15222","1121703","Sweetened Beverage Home Rule","300 SIXTH AVENUE
PITTSBURGH, PA 15222
(40.441973, -79.999399)"
"GEO GASMART INC","MOBILE MART ","1950 S MANNHEIM RD",,"WESTCHESTER","IL","60154","1121649","Sweetened Beverage Home Rule","1950 S MANNHEIM RD
WESTCHESTER, IL 60154
(41.850793, -87.881858)"
"GET FRESH PRODUCE",,"1441 BREWSTER CREEK BLVD",,"BARTLETT","IL","60103","1122320","Sweetened Beverage Home Rule","1441 BREWSTER CREEK BLVD
BARTLETT, IL 60103"
"GFUNK KEDZIE CORPORATION","McDONALDS 56","3241 W PETERSON",,"CHICAGO","IL","60659","1121323","Sweetened Beverage Home Rule","3241 W PETERSON
CHICAGO, IL 60659
(41.990308, -87.710741)"
"GHAGVINI ENTERPRISE INC","DISCOUNT LIQUORS","3 E CAMP MCDONALD RD",,"PROSPECT HEIGHTS","IL","60070","1122458","Sweetened Beverage Home Rule","3 E CAMP MCDONALD RD
PROSPECT HEIGHTS, IL 60070
(42.095283, -87.936113)"
"GHOTRA GAGAN INC","GOLO ","10655 S HALSTED STREET",,"CHICAGO","IL","60628","1122134","Sweetened Beverage Home Rule","10655 S HALSTED STREET
CHICAGO, IL 60628
(41.700013, -87.642569)"
"GHOTRA GAGAN INC",,"10655 S HALSTED",,"CHICAGO","IL","60628","1123256","Sweetened Beverage Home Rule","10655 S HALSTED
CHICAGO, IL 60628
(41.700013, -87.642569)"
"GIANNY CORPORATION","McDONALDS 14173","1563 N WELLS STREET",,"CHICAGO","IL","60610","1121327","Sweetened Beverage Home Rule","1563 N WELLS STREET
CHICAGO, IL 60610
(41.910319, -87.634683)"
"GIANT EAGLE CORPORATION","FOOD STOP","3734 W LAWRENCE AVE",,"CHICAGO","IL","60625","1123264","Sweetened Beverage Home Rule","3734 W LAWRENCE AVE
CHICAGO, IL 60625
(41.968325, -87.722123)"
"GIGGS BAJWA CORPORATION",,"15945 HAVEN AVENUE",,"ORLAND HILLS","IL","60487","1124226","Sweetened Beverage Home Rule","15945 HAVEN AVENUE
ORLAND HILLS, IL 60487
(41.600358, -87.837583)"
"GINOOB INC","AMSTAR","5035-51 W DIVISION",,"CHICAGO","IL","60651","1123344","Sweetened Beverage Home Rule","5035-51 W DIVISION
CHICAGO, IL 60651
(41.902306, -87.752522)"
"GITA GAS AND FOOD MART INC","MINUTE MAN ","1546 S LOMBARD AVE",,"BERWYN","IL","60402","1122927","Sweetened Beverage Home Rule","1546 S LOMBARD AVE
BERWYN, IL 60402
(41.858162, -87.778807)"
"GJFUNK WABASH CORPORATION","McDONALDS ","119 N WABASH AVENUE",,"CHICAGO","IL","60602","1121322","Sweetened Beverage Home Rule","119 N WABASH AVENUE
CHICAGO, IL 60602
(41.883687, -87.626262)"
"GLENMILL PETROLEUM INC","GLENVIEW BP","825 MILWAUKEE RD",,"GLENVIEW","IL","60025","1122195","Sweetened Beverage Home Rule","825 MILWAUKEE RD
GLENVIEW, IL 60025
(42.070871, -87.853781)"
"GLOBAL IMPORTS AND INVESTMENTS","HAPPY DOLLAR","3625 W 26TH ST",,"CHICAGO","IL","60623","1123427","Sweetened Beverage Home Rule","3625 W 26TH ST
CHICAGO, IL 60623
(41.844382, -87.715698)"
"GMB PARTNERS LLC","HALF ACRE BEER COMPANY","4257 N. LINCOLN AVE",,"CHICAGO","IL","60618","1121427","Sweetened Beverage Home Rule","4257 N. LINCOLN AVE
CHICAGO, IL 60618
(41.959013, -87.682129)"
"GM WAREHOUSE INC",,"3925 W 43RD ST",,"CHICAGO","IL","60632","1123044","Sweetened Beverage Home Rule","3925 W 43RD ST
CHICAGO, IL 60632
(41.815243, -87.720997)"
"GNS FOODD INC","GNS  FOOD & LIQUORS ","4092 N BROADWAY",,"CHICAGO","IL","60613","1124327","Sweetened Beverage Home Rule","4092 N BROADWAY
CHICAGO, IL 60613
(41.956673, -87.651853)"
"GOGO FOOD MARKET INC","GOGO FOOD MARKET","1800 S PULASKI ROAD",,"CHICAGO","IL","60623","1123110","Sweetened Beverage Home Rule","1800 S PULASKI ROAD
CHICAGO, IL 60623
(41.856873, -87.724879)"
"GOLDEN COUNTRY ORIENTAL FOOD L",,"2355 S BLUE ISLAND AVENUE",,"CHICAGO","IL","60609","1121614","Sweetened Beverage Home Rule","2355 S BLUE ISLAND AVENUE
CHICAGO, IL 60609
(41.849452, -87.673391)"
"GOLDEN EAGLE DISTRIBUTORS LLC","GOLDEN EAGLE DISTRIBUTORS ","2101 WEST 21ST STREET",,"BROADVIEW","IL","60155","1120935","Sweetened Beverage Home Rule","2101 WEST 21ST STREET
BROADVIEW, IL 60155
(41.851123, -87.858232)"
"GOLDEN FORTUNE IMPORT AND EXPO",,"55 HOOK RD FRNT BLDG",,"BAYONNE","NJ","07002","1124097","Sweetened Beverage Home Rule","55 HOOK RD FRNT BLDG
BAYONNE, NJ 07002
(40.652134, -74.096311)"
"GOLDEN STATE FOODS CORP.",,"18301 VON KARMAN AVE. STE.1100",,"IRVINE","CA","92612","1120960","Sweetened Beverage Home Rule","18301 VON KARMAN AVE. STE.1100
IRVINE, CA 92612
(33.676576, -117.853223)"
"GOLD STANDARD ENTERPRISES INC","BINNYS BEVERAGE DEPOT ","8935 N MILWAUKEE AVE",,"NILES","IL","60714","1121364","Sweetened Beverage Home Rule","8935 N MILWAUKEE AVE
NILES, IL 60714
(42.043607, -87.82929)"
"GOLDY FAST FOOD INC",,"3701 W 16TH ST",,"CHICAGO","IL","60623","1123033","Sweetened Beverage Home Rule","3701 W 16TH ST
CHICAGO, IL 60623
(41.858967, -87.71766)"
"GOOD GAS MART INC",,"14144 S PULASKI RD",,"CRESTWOOD","IL","60445","1123784","Sweetened Beverage Home Rule","14144 S PULASKI RD
CRESTWOOD, IL 60445
(41.634887, -87.718174)"
"GORDON FOOD SERVICE INC","GORDON FOOD SERVICE ","10901 38TH STREET",,"KENOSHA","WI","53144","1120950","Sweetened Beverage Home Rule","10901 38TH STREET
KENOSHA, WI 53144
(42.604197, -87.942924)"
"GORMAN AND GORMAN ENT INC","7-ELEVEN ","398 S SCHMIDT RD",,"BOLINGBROOK","IL","60440","1124074","Sweetened Beverage Home Rule","398 S SCHMIDT RD
BOLINGBROOK, IL 60440
(41.691184, -88.087329)"
"GOURMET INTERNATIONAL INC",,"5253 PATTERSON AVE SE",,"GRAND RAPIDS","MI","49512","1121841","Sweetened Beverage Home Rule","5253 PATTERSON AVE SE
GRAND RAPIDS, MI 49512
(42.866987, -85.546348)"
"GOYA FOODS INC",,"530 COUNTY RD",,"JERSEY CITY","NJ","07307","1120931","Sweetened Beverage Home Rule","530 COUNTY RD
JERSEY CITY, NJ 07307"
"GRACE FUEL INC","LIL CORNER STROE","301 N DIVISION ST",,"HARVARD","IL","60033","1123174","Sweetened Beverage Home Rule","301 N DIVISION ST
HARVARD, IL 60033
(42.419809, -88.613438)"
"GRANADA DISTRIBUTOR",,"3117 S 49TH AVE",,"CICERO","IL","60804","1124100","Sweetened Beverage Home Rule","3117 S 49TH AVE
CICERO, IL 60804
(41.835866, -87.74703)"
"GRAND 73 CORPORATION","McDONALDS ","7217 WEST GRAND AVENUE",,"ELMWOOD PARK","IL","60707","1121279","Sweetened Beverage Home Rule","7217 WEST GRAND AVENUE
ELMWOOD PARK, IL 60707
(41.924181, -87.807147)"
"GRAND AVENUE STATION LLC","MOBIL MART ","3601 W GRAND AVE",,"CHICAGO","IL","60651","1121817","Sweetened Beverage Home Rule","3601 W GRAND AVE
CHICAGO, IL 60651
(41.902441, -87.716977)"
"GRAND FOOD AND LIQUOR INC",,"5128 W GRAND AVE",,"CHICAGO","IL","60639","1122061","Sweetened Beverage Home Rule","5128 W GRAND AVE
CHICAGO, IL 60639
(41.916868, -87.754419)"
"GRAND FOOD MARKET INC","GRAND FOOD MARKET","5202 W GRAND AVENUE",,"CHICAGO","IL","60639","1123594","Sweetened Beverage Home Rule","5202 W GRAND AVENUE
CHICAGO, IL 60639
(41.917063, -87.756577)"
"GRAND GOLF LLC","FRESH FARMS INTERANTIONAL MARKET ","8203 W GOLF ROAD",,"NILES","IL","60714","1122158","Sweetened Beverage Home Rule","8203 W GOLF ROAD
NILES, IL 60714
(42.054668, -87.83128)"
"GRAND LIQUOR MART INC","PK PANTRY","22 W CONTI PARKWAY",,"ELMWOOD PARK","IL","60707","1123785","Sweetened Beverage Home Rule","22 W CONTI PARKWAY
ELMWOOD PARK, IL 60707
(41.927502, -87.818336)"
"GRAND PALACE SUPERMARKET INC",,"7131 S STATE STREET",,"CHICAGO","IL","60619","1122146","Sweetened Beverage Home Rule","7131 S STATE STREET
CHICAGO, IL 60619
(41.764547, -87.624953)"
"GRAND PRIX TRADING CORP.",,"6153 W. MULFORD ST, UNIT B",,"NILES ","IL","60714","1124512","Sweetened Beverage Home Rule","6153 W. MULFORD ST, UNIT B
NILES, IL 60714
(42.022838, -87.78124)"
"GRANTE FOODS INTERNATIONAL LLC",,"780 ARTHUR AVE",,"ELK GROVE VILLAGE","IL","60007","1124811","Sweetened Beverage Home Rule","780 ARTHUR AVE
ELK GROVE VILLAGE, IL 60007
(41.994916, -87.975462)"
"GRANT IMPORTING AND DISTRIBUTI","GRANT IMPORTING AND DISTRIBUTING ","2701 W 23RD STREET",,"BROADVIEW","IL","60155","1121363","Sweetened Beverage Home Rule","2701 W 23RD STREET
BROADVIEW, IL 60155"
"GRANVILLE FOOD MART","GRANVILLE FOOD MART ","1108 W GRANVILLE AVE",,"CHICAGO","IL","60660","1124242","Sweetened Beverage Home Rule","1108 W GRANVILLE AVE
CHICAGO, IL 60660
(41.99459, -87.657787)"
"GREAT LAKE COCA-COLA DISTRIBUTIONS LLC",,"6520 N RIVER RD",,"ROSEMONT","IL","60018","1120832","Sweetened Beverage Home Rule","6520 N RIVER RD
ROSEMONT, IL 60018"
"GREEN APPLE MINI MART INC",,"1435 N SEDGWICK ST",,"CHICAGO","IL","60610","1123407","Sweetened Beverage Home Rule","1435 N SEDGWICK ST
CHICAGO, IL 60610
(41.908581, -87.638516)"
"GREEN FOOD AND LIQUOR INC",,"1026 E 67TH ST",,"CHICAGO","IL","60637","1122996","Sweetened Beverage Home Rule","1026 E 67TH ST
CHICAGO, IL 60637
(41.773185, -87.600041)"
"GREEN LINE FOOD MART INC",,"7701 S RACINE AVE",,"CHICAGO","IL","60620","1123776","Sweetened Beverage Home Rule","7701 S RACINE AVE
CHICAGO, IL 60620
(41.753906, -87.653836)"
"GREG RAN CORPORATION","McDONALDS ","14445 S LAGRANGE RD",,"ORLAND PARK","IL","60462","1121417","Sweetened Beverage Home Rule","14445 S LAGRANGE RD
ORLAND PARK, IL 60462
(41.626821, -87.853728)"
"GREG SMITH DISTRIBUTORS INC",,"237 N. WARWICK AVE",,"WESTMONT","IL","60559","1124487","Sweetened Beverage Home Rule","237 N. WARWICK AVE
WESTMONT, IL 60559
(41.801336, -87.972741)"
"GROCERIES FLORES","GROCERIES FLORES ","5200 S CALIFORNIA AVE",,"CHICAGO","IL","60632","1123661","Sweetened Beverage Home Rule","5200 S CALIFORNIA AVE
CHICAGO, IL 60632
(41.798926, -87.69394)"
"GROVE FOOD MART INC",,"9101 S COTTAGE GROVE",,"CHICAGO","IL","60619","1123205","Sweetened Beverage Home Rule","9101 S COTTAGE GROVE
CHICAGO, IL 60619
(41.72935, -87.604571)"
"GROVE LIQUOR INC",,"6656 S. COTTAGE GROVE",,"CHICAGO","IL","60637","1124730","Sweetened Beverage Home Rule","6656 S. COTTAGE GROVE
CHICAGO, IL 60637
(41.773306, -87.605788)"
"GSI HOLDCO LLC","GRECO and SONS","1550 HECHT DR",,"BARTLETT","IL","60103","1120969","Sweetened Beverage Home Rule","1550 HECHT DR
BARTLETT, IL 60103
(41.984472, -88.23266)"
"GTS GAS INC",,"1620 E LINCOLN HWY",,"FORD HEIGHTS","IL","60411","1123269","Sweetened Beverage Home Rule","1620 E LINCOLN HWY
FORD HEIGHTS, IL 60411
(41.506181, -87.583696)"
"GULF OIL OF 63RD INC",,"2800 W 63RD ST",,"CHICAGO","IL","60629","1122147","Sweetened Beverage Home Rule","2800 W 63RD ST
CHICAGO, IL 60629
(41.779123, -87.693672)"
"GUPTA FOOD INC","MARKET IN THE PARK ","5050 S LAKE SHORE DRIVE",,"CHICAGO","IL","60615","1122023","Sweetened Beverage Home Rule","5050 S LAKE SHORE DRIVE
CHICAGO, IL 60615
(41.803302, -87.58369)"
"GURNAM MARATHON INC","MOBIL  ","2500 W PETERSON AVE",,"CHICAGO","IL","60659","1122085","Sweetened Beverage Home Rule","2500 W PETERSON AVE
CHICAGO, IL 60659
(41.99052, -87.6924)"
"GURPEET CORP/BJ FOOD & LIQUORS",,"1311 E. LINCOLN HWY",,"FORD HEIGHTS","IL","60411","1124802","Sweetened Beverage Home Rule","1311 E. LINCOLN HWY
FORD HEIGHTS, IL 60411
(41.506267, -87.588297)"
"GURPEET LLC/CHICAGO HEIGHTS FOOD & LIQUOR",,"1300 EMERALD AVE",,"CHICAGO HEIGHTS","IL","60411","1124801","Sweetened Beverage Home Rule","1300 EMERALD AVE
CHICAGO HEIGHTS, IL 60411
(41.506685, -87.634308)"
"GURU ANGAD MART",,"8506-8514 S ASHLAND AVE",,"CHICAGO","IL","60620","1122353","Sweetened Beverage Home Rule","8506-8514 S ASHLAND AVE
CHICAGO, IL 60620
(41.739068, -87.663245)"
"GUZMAN BROTHERS CORPORATION",,"1745 N ALGONQUIN RD",,"MT PROSPECT","IL","60056","1122894","Sweetened Beverage Home Rule","1745 N ALGONQUIN RD
MT PROSPECT, IL 60056
(42.036464, -87.962704)"
"GUZMAN GROCERY INC",,"1900 S LEAVITT",,"CHICAGO","IL","60608","1123646","Sweetened Beverage Home Rule","1900 S LEAVITT
CHICAGO, IL 60608
(41.85571, -87.680817)"
"GWP MICHIGAN LLC",,"410 N MICHIGAN",,"CHICAGO","IL","60611","1122536","Sweetened Beverage Home Rule","410 N MICHIGAN
CHICAGO, IL 60611
(41.889435, -87.624283)"
"GWP PALMER LLC",,"17 E MONROE",,"CHICAGO","IL","60603","1122537","Sweetened Beverage Home Rule","17 E MONROE
CHICAGO, IL 60603
(41.880766, -87.627105)"
"GWP RANDOLPH LLC",,"200 W RANDOPLH LLC",,"CHICAGO","IL","60606","1122534","Sweetened Beverage Home Rule","200 W RANDOPLH LLC
CHICAGO, IL 60606"
"GWP STATE LLC",,"151 N STATE STREET",,"CHICAGO","IL","60601","1122535","Sweetened Beverage Home Rule","151 N STATE STREET
CHICAGO, IL 60601
(41.884793, -87.627831)"
"HAITAI INC.",,"6131 MONROE CT",,"MORTON GROVE","IL","60053","1124609","Sweetened Beverage Home Rule","6131 MONROE CT
MORTON GROVE, IL 60053
(42.030843, -87.778403)"
"HAJER MINI MART INC",,"5133 W NORTH AVE",,"CHICAGO","IL","60639","1121701","Sweetened Beverage Home Rule","5133 W NORTH AVE
CHICAGO, IL 60639
(41.909474, -87.755467)"
"HALA GAS AND MINI MART INC",,"11600 S MICHIGAN AVE",,"CHICAGO","IL","60628","1123655","Sweetened Beverage Home Rule","11600 S MICHIGAN AVE
CHICAGO, IL 60628
(41.68188, -87.62065)"
"HALA INC","M & R FOODS","11334 S MICHIGAN AVE",,"CHICAGO","IL","60628","1123758","Sweetened Beverage Home Rule","11334 S MICHIGAN AVE
CHICAGO, IL 60628
(41.687884, -87.621006)"
"HALEEM BROTHERS INC","CITGO FUEL AND MINI MART INC","8256 S PULASKI ROAD",,"CHICAGO","IL","60652","1122109","Sweetened Beverage Home Rule","8256 S PULASKI ROAD
CHICAGO, IL 60652
(41.742516, -87.721773)"
"HALSTED C STORE INC",,"8255 S HALSTED ST",,"CHICAGO","IL","60620","1122720","Sweetened Beverage Home Rule","8255 S HALSTED ST
CHICAGO, IL 60620
(41.743686, -87.643858)"
"HALSTED FUEL MART INC","SUPER SAVE","9811 S HALSTED STREET",,"CHICAGO","IL","60628","1122108","Sweetened Beverage Home Rule","9811 S HALSTED STREET
CHICAGO, IL 60628
(41.715326, -87.642969)"
"HALSTED GROCERIES INC",,"7059 S HALSTED",,"CHICAGO","IL","60621","1121904","Sweetened Beverage Home Rule","7059 S HALSTED
CHICAGO, IL 60621
(41.765355, -87.644425)"
"HALSTED SULU CITGO INC","CITGO","810 W 59TH ST",,"CHICAGO","IL","60621","1123930","Sweetened Beverage Home Rule","810 W 59TH ST
CHICAGO, IL 60621
(41.787057, -87.645287)"
"HAMDAS FOOD & MEAT MARKET INC","HARLEM FOODS","9250 S HARLEM AVE",,"BRIDGEVIEW","IL","60455","1123184","Sweetened Beverage Home Rule","9250 S HARLEM AVE
BRIDGEVIEW, IL 60455
(41.722683, -87.799014)"
"HAMED S MATARIEH","OAKLEY FOOD ","3300 S OAKLEY AVE",,"CHICAGO","IL","60608","1124207","Sweetened Beverage Home Rule","3300 S OAKLEY AVE
CHICAGO, IL 60608
(41.83384, -87.682674)"
"HAMENA INC",,"1534 W HOWARD AVE",,"CHICAGO","IL","60626","1122067","Sweetened Beverage Home Rule","1534 W HOWARD AVE
CHICAGO, IL 60626
(42.019388, -87.669646)"
"HAMLIN CITGO INC",,"3759 W CHICAGO AVENUE",,"CHICAGO","IL","60651","1121872","Sweetened Beverage Home Rule","3759 W CHICAGO AVENUE
CHICAGO, IL 60651
(41.895454, -87.720692)"
"H AND B MARKET INC",,"4005 W 135TH STREET",,"ROBBINS","IL","60472","1122822","Sweetened Beverage Home Rule","4005 W 135TH STREET
ROBBINS, IL 60472
(41.647422, -87.719992)"
"H AND H GAS INC",,"1209 S 1ST AVE",,"MAYWOOD","IL","60153","1122318","Sweetened Beverage Home Rule","1209 S 1ST AVE
MAYWOOD, IL 60153
(41.87696, -87.8339)"
"HANMI INCORPORATION",,"5447 N WOLCOTT AVE",,"CHICAGO","IL","60640","1124244","Sweetened Beverage Home Rule","5447 N WOLCOTT AVE
CHICAGO, IL 60640
(41.981157, -87.676559)"
"HANOVER GAS MART INC",,"2370 W LAKE ST",,"HANOVER PARK","IL","60133","1124319","Sweetened Beverage Home Rule","2370 W LAKE ST
HANOVER PARK, IL 60133
(41.993217, -88.16225)"
