"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"01-008257","2001-09-01T14:02:54.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2600",,"INTERSTATE 24",,"Chattanooga",,,,,"ENGINE 9","IN","901","Station 9","10.77","0.78","11.55","Y",,,,"Y","2001-09-01T14:14:44.000","2001-09-01T14:03:11.000",
"01-008266","2001-09-01T17:18:34.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","3600",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE13","OUT","901","Station 9","2.25","5.68","7.93","Y",,,,"Y","2001-09-01T17:27:35.000","2001-09-01T17:19:39.000",
"01-008281","2001-09-02T10:01:38.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3331",,"GUNDY","LN","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","2.73","5.17","7.9","Y","35.052941508203425","-85.35379014777156","POINT (-85.353790147772 35.052941508203)","Y","2001-09-02T10:10:41.000","2001-09-02T10:02:47.000","1"
"01-008283","2001-09-02T10:59:50.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5700",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","1.9","6.12","8.02","Y",,,,"Y","2001-09-02T11:11:07.000","2001-09-02T11:03:06.000",
"01-008289","2001-09-02T15:30:18.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3004",,"NORTHWAY","LN","Chattanooga","0","0","0","0","ENGINE 15","IN","1503","Station 15","1.68","6.18","7.87","Y","35.06581192891611","-85.234462710723","POINT (-85.234462710723 35.065811928916)","Y","2001-09-02T15:39:42.000","2001-09-02T15:31:50.000","5"
"01-008297","2001-09-02T19:35:47.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4119",,"ALBEMARLE","AVE","Chattanooga","0","0","0","0","ENGINE 15","OUT","1302","Station 13","1.28","14.68","15.97","Y","35.012873994071214","-85.23925666110254","POINT (-85.239256661103 35.012873994071)","Y","2001-09-02T19:55:02.000","2001-09-02T19:39:04.000","6"
"01-008308","2001-09-03T02:32:23.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","220","S","SEMINOLE","DR","Chattanooga","0","0","0","0","ENGINE13","OUT","1507","Station 15","2.37","5.37","7.73","Y","35.024245686214684","-85.25832272999149","POINT (-85.258322729991 35.024245686215)","N","2001-09-03T02:41:02.000","2001-09-03T02:33:18.000","9"
"01-008308","2001-09-03T02:32:23.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","220","S","SEMINOLE","DR","Chattanooga",,,,,"LADDER 5","OUT","1507","Station 15","2.05","5.68","7.73","Y","35.024245686214684","-85.25832272999149","POINT (-85.258322729991 35.024245686215)","N","2001-09-03T02:41:02.000","2001-09-03T02:33:18.000","9"
"01-008337","2001-09-04T08:55:25.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","3707",,"KINGS","RD","Chattanooga","0","0","0","0","ENGINE10","OUT","603","Station 6","1.73","8.02","9.75","Y","35.097495915598486","-85.20333698126547","POINT (-85.203336981265 35.097495915598)","Y","2001-09-04T09:05:30.000","2001-09-04T08:55:45.000","3"
"01-008385","2001-09-05T22:39:06.000",,"130 Mobile property (vehicle) fire  other","100","Fire","Fire Call","1500",,"INTERSTATE 24",,"Chattanooga",,,,,"ENGINE 20","OUT","902","Station 9","3.92","12.62","16.53","Y",,,,"Y","2001-09-05T22:55:47.000","2001-09-05T22:39:15.000",
"01-008387","2001-09-05T23:14:14.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","4116",,"DORRIS","ST","Chattanooga","0","1","0","0","ENGINE 9","OUT","1401","Station 14","1.73","7.63","9.37","Y","35.00257399162814","-85.3105521610769","POINT (-85.310552161077 35.002573991628)","Y","2001-09-05T23:24:18.000","2001-09-05T23:14:56.000","7"
"01-008395","2001-09-06T07:11:24.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7400",,"BONNY OAKS","DR","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","2.83","4.37","7.2","Y","35.06220474699378","-85.1377414315091","POINT (-85.137741431509 35.062204746994)","Y","2001-09-06T07:19:35.000","2001-09-06T07:12:23.000","6"
"01-008399","2001-09-06T08:51:06.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","8512",,"EAST BRAINERD","RD","Chattanooga","0","0","0","0","ENGINE8","OUT","2101","Station 21","3.2","6.17","9.37","Y","35.00146138347221","-85.13676295015553","POINT (-85.136762950156 35.001461383472)","Y","2001-09-06T09:03:50.000","2001-09-06T08:54:28.000","4"
"01-008407","2001-09-06T13:55:35.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","950",,"DODSON","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","401","Station 4","0.6","9.65","10.25","Y","35.046709032825476","-85.26316161242228","POINT (-85.263161612422 35.046709032825)","Y","2001-09-06T14:10:21.000","2001-09-06T14:00:06.000","8"
"01-008412","2001-09-06T16:30:07.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","3752",,"KINGS","RD","Chattanooga",,,,,"ENGINE 4","OUT","603","Station 6","0.32","9.27","9.58","Y","35.0978399856682","-85.1997318774437","POINT (-85.199731877444 35.097839985668)","N","2001-09-06T16:41:21.000","2001-09-06T16:31:46.000","3"
"01-008420","2001-09-06T20:55:47.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1500","W","55TH","ST","Chattanooga","0","0","0","0","ENGINE 9","OUT","1402","Station 14","1.57","6.63","8.2","Y","34.988236013575616","-85.32993353172417","POINT (-85.329933531724 34.988236013576)","Y","2001-09-06T21:08:27.000","2001-09-06T21:00:15.000","7"
"01-008422","2001-09-06T22:49:24.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","7740",,"LEE","HWY","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","2.3","5.93","8.23","Y","35.06203138415643","-85.13203059750951","POINT (-85.13203059751001 35.062031384156)","Y","2001-09-06T22:58:41.000","2001-09-06T22:50:27.000","6"
"01-008423","2001-09-07T00:30:34.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","646","W","13TH STREET","CT","Chattanooga","0","0","0","0","ENGINE 1","IN","102","Station 1","2.22","4.95","7.17","Y","35.04231578199732","-85.31754029144463","POINT (-85.317540291445 35.042315781997)","Y","2001-09-07T00:38:33.000","2001-09-07T00:31:23.000","7"
"01-008426","2001-09-07T03:09:36.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","7705",,"LEE","HWY","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","3.4","4.48","7.88","Y","35.06089927741247","-85.13396478287513","POINT (-85.133964782875 35.060899277412)","Y","2001-09-07T03:17:37.000","2001-09-07T03:09:44.000","6"
"01-008437","2001-09-07T11:54:26.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4800",,"AMNICOLA","HWY","Chattanooga","0","0","0","0","ENGINE10","IN","1004","Station 10","2.95","4.82","7.77","Y","35.091506198323614","-85.21777222452086","POINT (-85.217772224521 35.091506198324)","Y","2001-09-07T12:18:30.000","2001-09-07T12:10:44.000","3"
"01-008454","2001-09-07T22:44:30.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2000",,"HAMILTON PLACE","BLVD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.85","5.77","7.62","Y","35.032109117190195","-85.16616750276806","POINT (-85.166167502768 35.03210911719)","Y","2001-09-07T22:52:48.000","2001-09-07T22:45:11.000","4"
"01-008457","2001-09-07T23:42:47.000",,"500 Service Call  other","500","Service Call","Non-Fire Call","4004",,"ROSSVILLE","BLVD","Chattanooga","0","0","0","0","ENGINE 5","OUT","902","Station 9","2.27","5.38","7.65","Y","34.997536551267366","-85.29137575829228","POINT (-85.291375758292 34.997536551267)","N","2001-09-07T23:51:45.000","2001-09-07T23:44:06.000","7"
"01-008462","2001-09-08T01:16:29.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","296","S","CREST","RD","Chattanooga","0","0","0","0","ENGINE 5","IN","502","Station 5","2.38","6.12","8.5","Y","35.01233868550572","-85.26873517445138","POINT (-85.268735174451 35.012338685506)","Y","2001-09-08T01:25:49.000","2001-09-08T01:17:19.000","9"
"01-008463","2001-09-08T01:43:21.000",,"631 Authorized controlled burning","600","Good Intent Call",,"3709",,"CUMMINGS","HWY","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","2.43","5.02","7.45","Y","35.018097637361414","-85.38041829679354","POINT (-85.380418296794 35.018097637361)","Y","2001-09-08T01:51:44.000","2001-09-08T01:44:17.000","1"
"01-008479","2001-09-08T15:17:09.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","217",,"TIMBER KNOLL","DR","Chattanooga","0","0","0","0","ENGINE8","IN","803","Station 8","1.67","8.45","10.12","Y","35.01665928443687","-85.18758733979993","POINT (-85.18758733980002 35.016659284437)","Y","2001-09-08T15:30:26.000","2001-09-08T15:20:19.000","6"
"01-008486","2001-09-08T17:54:29.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","5700",,"HIGHWAY 153",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","0.53","6.97","7.5","Y","35.15186744065033","-85.24894142228938","POINT (-85.248941422289 35.15186744065)","Y","2001-09-08T18:02:48.000","2001-09-08T17:55:18.000","3"
"01-008499","2001-09-09T03:35:26.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2626",,"WALKER","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","4.72","7.1","11.82","Y","35.05502979486216","-85.13803963980594","POINT (-85.138039639806 35.055029794862)","Y","2001-09-09T04:04:10.000","2001-09-09T03:52:21.000","6"
"01-008500","2001-09-09T04:34:01.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7630",,"STANDIFER GAP","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","0.12","7.72","7.83","Y","35.04997107737259","-85.1329339228643","POINT (-85.132933922864 35.049971077373)","Y","2001-09-09T04:43:21.000","2001-09-09T04:35:31.000","4"
"01-008509","2001-09-09T13:57:21.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4600",,"HIGHWAY 27",,"Chattanooga",,,,,"ENGINE 22","IN","2202","Station 22","4.87","3.33","8.2","Y",,,,"Y","2001-09-09T14:06:17.000","2001-09-09T13:58:05.000",
"01-008517","2001-09-09T18:27:25.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","4643",,"CARY","LN","Chattanooga",,,,,"LADDER3","OUT","1901","Station 19","1.52","6.02","7.53","Y","35.12779914922588","-85.26712270481293","POINT (-85.267122704813 35.127799149226)","Y","2001-09-09T18:36:35.000","2001-09-09T18:29:03.000","2"
"01-008559","2001-09-10T16:40:43.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","6101",,"FISK","AVE","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","2.23","5.75","7.98","Y","35.03882376479306","-85.18799900330337","POINT (-85.187999003303 35.038823764793)","Y","2001-09-10T16:49:02.000","2001-09-10T16:41:03.000","6"
"01-008560","2001-09-10T18:08:03.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","1700",,"BIG LAKE","LN","Chattanooga","0","0","0","0","LADDER3","OUT","1901","Station 19","2.55","13.83","16.38","Y","35.14198325949276","-85.18852537106237","POINT (-85.188525371062 35.141983259493)","Y","2001-09-10T18:25:05.000","2001-09-10T18:08:42.000","3"
"01-008564","2001-09-10T21:20:10.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","110",,"SOMERVILLE","AVE","Chattanooga",,,,,"ENGINE17","OUT","1201","Station 12","1.55","5.5","7.05","Y","35.06547245444271","-85.31341979462505","POINT (-85.313419794625 35.065472454443)","N","2001-09-10T21:28:10.000","2001-09-10T21:21:07.000","1"
"01-008568","2001-09-11T02:25:26.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","2206",,"HAMILTON PLACE","BLVD","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","3.63","3.95","7.58","Y","35.03867554832243","-85.15617133633818","POINT (-85.156171336338 35.038675548322)","Y","2001-09-11T02:33:40.000","2001-09-11T02:26:05.000","4"
"01-008577","2001-09-11T10:04:23.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2626",,"WALKER","RD","Chattanooga","0","0","0","0","ENGINE13","OUT","802","Station 8","0.9","8.47","9.37","Y","35.05502979486216","-85.13803963980594","POINT (-85.138039639806 35.055029794862)","Y","2001-09-11T10:15:51.000","2001-09-11T10:06:29.000","6"
"01-008615","2001-09-12T17:19:13.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6138",,"PRESERVATION","DR","Chattanooga","0","0","0","0","ENGINE8","OUT","601","Station 6","1.15","6.73","7.88","Y","35.075009636212656","-85.18407150455286","POINT (-85.184071504553 35.075009636213)","Y","2001-09-12T17:27:34.000","2001-09-12T17:19:41.000","5"
"01-008664","2001-09-14T07:24:56.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","300",,"HIGHWAY 27",,"Chattanooga",,,,,"ENGINE17","IN","1701","Station 17","1.73","5.77","7.5","Y","35.07267125728665","-85.32148581344819","POINT (-85.321485813448 35.072671257287)","Y","2001-09-14T07:33:19.000","2001-09-14T07:25:49.000","1"
"01-008673","2001-09-14T10:48:24.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1523","N","CONCORD","RD","Chattanooga","0","0","0","0","ENGINE13","OUT","2101","Station 21","0.22","7.43","7.65","Y","35.02165194258279","-85.17285525022994","POINT (-85.17285525023 35.021651942583)","Y","2001-09-14T10:56:13.000","2001-09-14T10:48:34.000","4"
"01-008688","2001-09-14T17:41:54.000",,,,,,"7599",,"OLD LEE","HWY","Chattanooga","0","0","0","0","ENGINE8","OUT",,"Station","1.97","6.07","8.03","Y","35.06363628308756","-85.12641557708172","POINT (-85.126415577082 35.063636283088)","N","2001-09-14T17:51:12.000","2001-09-14T17:43:10.000","4"
"01-008695","2001-09-14T21:05:01.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","2200",,"BAMS","DR","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","0.63","8.03","8.67","Y","35.038696626701984","-85.15815977859634","POINT (-85.158159778596 35.038696626702)","Y","2001-09-14T21:17:21.000","2001-09-14T21:08:41.000","4"
"01-008698","2001-09-15T01:49:57.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","910","E","ELMWOOD","DR","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","2.17","5.82","7.98","Y","35.067280922898355","-85.32750549300326","POINT (-85.327505493003 35.067280922898)","Y","2001-09-15T01:58:20.000","2001-09-15T01:50:21.000","1"
"01-008701","2001-09-15T03:10:37.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4300",,"6TH","AVE","Chattanooga","0","0","0","0","ENGINE 9","IN","902","Station 9","1.87","9.42","11.28","Y","34.994184446160084","-85.28960496429158","POINT (-85.289604964292 34.994184446160006)","Y","2001-09-15T03:22:30.000","2001-09-15T03:11:13.000","7"
"01-008708","2001-09-15T07:09:05.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5700",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","2.1","6.08","8.18","Y",,,,"Y","2001-09-15T07:19:25.000","2001-09-15T07:11:14.000",
"01-008717","2001-09-15T12:54:07.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6240",,"AIRPARK","DR","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","0.6","8.2","8.8","Y","35.03440788996894","-85.1854623019399","POINT (-85.18546230194 35.034407889969)","Y","2001-09-15T13:03:45.000","2001-09-15T12:54:57.000","6"
"01-008736","2001-09-16T00:27:34.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1247",,"BIRMINGHAM","HWY","Chattanooga","0","0","0","0","ENGINE 20","IN","2002","Station 20","2.35","10.8","13.15","Y",,,,"Y","2001-09-16T00:41:36.000","2001-09-16T00:28:27.000",
"01-008742","2001-09-16T14:18:08.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0","E","8TH","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","101","Station 1","2.38","7.9","10.28","Y","35.047131134180646","-85.30940027935135","POINT (-85.309400279351 35.047131134181)","Y","2001-09-16T14:29:31.000","2001-09-16T14:19:14.000","7"
"01-008755","2001-09-17T00:36:51.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","412","E","2ND","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","101","Station 1","2.33","7.07","9.4","Y","35.05485516538378","-85.30519200588984","POINT (-85.30519200589 35.054855165384)","Y","2001-09-17T00:46:29.000","2001-09-17T00:37:05.000","7"
"01-008760","2001-09-17T07:48:43.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4310",,"14TH","AVE","Chattanooga","0","0","0","0","ENGINE 5","OUT","901","Station 9","1.97","9.98","11.95","Y","34.99142330484986","-85.28253845778983","POINT (-85.28253845779 34.99142330485)","Y","2001-09-17T08:02:36.000","2001-09-17T07:50:39.000","7"
"01-008774","2001-09-17T14:01:43.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1101",,"MARKET","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","103","Station 1","7.48","3.1","10.58","Y","35.04383224303588","-85.3093786979999","POINT (-85.309378698 35.043832243036)","Y","2001-09-17T14:15:53.000","2001-09-17T14:05:18.000","7"
"01-008775","2001-09-17T14:10:35.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","637",,"BATTERY","PL","Chattanooga","0","0","0","0","ENGINE10","IN","1001","Station 10","1.07","11.57","12.63","Y","35.052729843161146","-85.30145115647552","POINT (-85.301451156476 35.052729843161)","Y","2001-09-17T14:26:30.000","2001-09-17T14:13:52.000","7"
"01-008789","2001-09-18T04:49:59.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3374",,"ADKINS","RD","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","2.4","5.07","7.47","Y","35.037910873576074","-85.36959092228255","POINT (-85.369590922283 35.037910873576)","Y","2001-09-18T04:57:31.000","2001-09-18T04:50:03.000","1"
"01-008791","2001-09-18T08:48:36.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","7000",,"INTERSTATE 75",,"Chattanooga",,,,,"ENGINE8","IN","802","Station 8","1.63","6.5","8.13","Y",,,,"Y","2001-09-18T08:59:17.000","2001-09-18T08:51:09.000",
"01-008793","2001-09-18T10:00:54.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","4501",,"AMNICOLA","HWY","Chattanooga","0","0","0","0","ENGINE 4","OUT","1005","Station 10","0.92","6.3","7.22","Y","35.09478026073816","-85.23263234307366","POINT (-85.232632343074 35.094780260738)","Y","2001-09-18T10:10:34.000","2001-09-18T10:03:21.000","8"
"01-008798","2001-09-18T12:35:17.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","720","N","KELLEY","ST","Chattanooga","0","0","0","0","ENGINE 5","IN","503","Station 5","1.57","7.7","9.27","Y","35.04389887341403","-85.26551532800565","POINT (-85.265515328006 35.043898873414)","Y","2001-09-18T12:45:05.000","2001-09-18T12:35:49.000","8"
"01-008816","2001-09-19T00:54:24.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1500",,"WILCOX","BLVD","Chattanooga","0","0","0","0","ENGINE10","OUT","402","Station 4","3.4","5.07","8.47","Y","35.05846769440064","-85.27567385724477","POINT (-85.275673857245 35.058467694401)","Y","2001-09-19T01:04:14.000","2001-09-19T00:55:46.000","8"
"01-008825","2001-09-19T10:51:12.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4922",,"ST ELMO","AVE","Chattanooga","0","0","0","0","ENGINE 9","OUT","1402","Station 14","2.38","9.68","12.07","Y","34.99431053595795","-85.33056387028599","POINT (-85.330563870286 34.994310535958)","Y","2001-09-19T11:06:32.000","2001-09-19T10:54:28.000","7"
"01-008827","2001-09-19T11:47:14.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8329",,"OAK","DR","Chattanooga","0","0","0","0","ENGINE8","OUT","2101","Station 21","0.05","8.77","8.82","Y","34.99234140273279","-85.14457021383197","POINT (-85.144570213832 34.992341402733)","Y","2001-09-19T11:57:39.000","2001-09-19T11:48:50.000","4"
"01-008847","2001-09-19T17:58:50.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","100",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE 1","OUT","1701","Station 17","2.32","4.93","7.25","Y","35.044242487011466","-85.31416812892972","POINT (-85.31416812893 35.044242487011)","Y","2001-09-19T18:06:31.000","2001-09-19T17:59:16.000","7"
"01-008848","2001-09-19T18:08:49.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1311",,"WHEELER","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","407","Station 4","0.5","8.57","9.07","Y","35.05003642476176","-85.25864023790629","POINT (-85.258640237906 35.050036424762)","Y","2001-09-19T18:18:31.000","2001-09-19T18:09:27.000","9"
"01-008862","2001-09-20T05:49:38.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3323",,"WINDSOR","CT","Chattanooga","0","0","0","0","ENGINE 15","IN","1507","Station 15","2.57","4.47","7.03","Y","35.025836036653715","-85.25347892923946","POINT (-85.253478929239 35.025836036654)","Y","2001-09-20T05:57:08.000","2001-09-20T05:50:06.000","9"
"01-008870","2001-09-20T09:59:36.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","3300",,"CUMMINGS","RD","Chattanooga",,,,,"ENGINE 20","IN","2002","Station 20","1.95","8.92","10.87","Y","35.006570951926705","-85.37733320638998","POINT (-85.37733320639 35.006570951927)","Y","2001-09-20T10:11:32.000","2001-09-20T10:00:40.000","1"
"01-008878","2001-09-20T15:31:57.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","900",,"LOWER MILL","RD","Chattanooga","0","0","0","0","ENGINE 22","OUT","1902","Station 19","1.55","6.05","7.6","Y","35.15631291750243","-85.23888530628386","POINT (-85.238885306284 35.156312917502)","Y","2001-09-20T15:40:07.000","2001-09-20T15:32:31.000","3"
"01-008887","2001-09-20T21:41:46.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","5407",,"ANSLEY","DR","Chattanooga","0","0","0","0","ENGINE 9","OUT","1402","Station 14","1.73","7","8.73","Y","34.98928833162512","-85.32681719812716","POINT (-85.326817198127 34.989288331625)","Y","2001-09-20T21:50:33.000","2001-09-20T21:41:49.000","7"
"01-010646","2001-09-21T05:11:16.000",,"150 Outside rubbish fire  other","100","Fire","Fire Call","1932",,"GUNBARREL","RD","Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","1.57","10.88","12.45","Y","35.02881799329623","-85.156276570565","POINT (-85.156276570565 35.028817993296)","Y","2001-11-09T05:23:44.000","2001-11-09T05:11:17.000","4"
"01-008897","2001-09-21T05:37:06.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","300","W","BELL","AVE","Chattanooga","0","0","0","0","ENGINE 1","OUT","1202","Station 12","2.03","5.7","7.73","Y","35.0684327996139","-85.31194889697666","POINT (-85.31194889697701 35.068432799614)","N","2001-09-21T05:45:28.000","2001-09-21T05:37:44.000","1"
"01-008903","2001-09-21T11:43:36.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","300","W","BELL","AVE","Chattanooga","0","0","0","0","ENGINE10","OUT","1202","Station 12","2.32","8.75","11.07","Y","35.0684327996139","-85.31194889697666","POINT (-85.31194889697701 35.068432799614)","Y","2001-09-21T11:55:47.000","2001-09-21T11:44:43.000","1"
"01-008923","2001-09-21T21:01:22.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","4800","S","TERRACE",,"Chattanooga","0","0","0","0","ENGINE 15","OUT","1302","Station 13","1.43","8.45","9.88","Y","35.00619359716301","-85.23179418564278","POINT (-85.231794185643 35.006193597163)","Y","2001-09-21T21:20:48.000","2001-09-21T21:10:55.000","6"
"01-008929","2001-09-22T01:24:23.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","733",,"MANSION","CIR","Chattanooga","0","0","0","0","LADDER3","OUT","1201","Station 12","2.52","6.55","9.07","Y","35.080783177271094","-85.29770008953538","POINT (-85.297700089535 35.080783177271)","Y","2001-09-22T01:34:01.000","2001-09-22T01:24:57.000","2"
"01-008932","2001-09-22T04:55:17.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5905",,"CRESTVIEW","DR","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","3.68","4.63","8.32","Y","35.159589212960306","-85.25892722958015","POINT (-85.25892722958 35.15958921296)","Y","2001-09-22T05:05:43.000","2001-09-22T04:57:24.000","1"
"01-008938","2001-09-22T14:22:45.000",,"340 Search for lost person  other","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","100",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE17","OUT","101","Station 1","1.63","6.33","7.97","Y","35.044242487011466","-85.31416812892972","POINT (-85.31416812893 35.044242487011)","Y","2001-09-22T14:35:25.000","2001-09-22T14:27:27.000","7"
