"supplier_name","supplier_number","payment_number","payment_date","invoice_number","invoice_date","payment_total","po_number","receipt_number","department","account_description","fund_description","cost_center_description","minority_owned","small_business","women_owned","city","state","zip","country","vendor_id","days_to_pay","compliant_indicator"
"Tenn American Water Co","068508","2158695","2017-04-28T00:00:00.000","10538047 0417","2017-04-21T00:00:00.000","136.56",,,"Public Works","Water","General Fund","Shared Maint - TN Riverpark Downtown","No","No","No","St. Louis,","MO,","63179-0247","US","217","7","Yes"
"Ooltewah Nursery & Landscaping","594404","2067697","2012-09-18T00:00:00.000","297973","2012-08-29T00:00:00.000","52.28","510229","51114","Parks Management","Seeds, Trees, Plants, Hort Supplies","General Fund","Rec Facility - Summit of Softball","No","No","No","Ooltewah,","TN,","37363","US","1448","20","Yes"
"Amer Paper & Twine Co","548828","2100417","2014-03-27T00:00:00.000","1812749","2014-03-21T00:00:00.000","485.32","512400","83410","Fire","Cleaning Supplies","General Fund","Fire Inventory Purchases","No","No","No","Chattanooga,","TN,","37406","US","1292","6","Yes"
"Tenn American Water Co","068508","2074896","2013-01-09T00:00:00.000","2602457042 1212","2013-01-04T00:00:00.000","458.42",,,"Parks Management","Water","General Fund","Parks Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","5","Yes"
"Conseco Health Insurance Co","603837","2122597","2015-05-28T00:00:00.000","3rdM-28-MAY-15-211604-313602","2015-05-28T00:00:00.000","38.16",,,"Undefined","AP Capital America","General Fund","Not Required","No","No","No","Pittsburgh,","PA,","15251-2355","US","1509","0","Yes"
"Claimant or Attorney","529360","2095446","2013-12-16T00:00:00.000","13-CL328F","2013-12-06T00:00:00.000","85","521366","77496","General Gov't & Agencies","Property Appraisals","Liability Insurance","Claims & Tort","No","No","No","Hixson,","TN,","37343","US","1208","10","Yes"
"State Of Tennessee","095499","2110958","2014-10-16T00:00:00.000","93014REG","2014-09-30T00:00:00.000","23.75",,,"Finance & Admin","Court Commissions","General Fund","City Court Clerk's Office","No","No","No","Nashville,","TN,","37210","US","282","16","Yes"
"Canon Solutions America","866161","2198827","2019-10-16T00:00:00.000","20657557","2019-10-13T00:00:00.000","144.22","552282","262818","Youth & Family Development","Office Machine Rental","General Fund","North River Center Programs","No","No","No","Chicago,","IL,","60693-0149","US","190422","3","Yes"
"Walker Process Equipment","874389","2196115","2019-08-07T00:00:00.000","INV018011","2019-07-18T00:00:00.000","2875.15",,,"Undefined","AP Unpaid ISS Inventory","Interceptor Sewer Operations","Not Required","No","No","No","Aurora,","IL,","60506","US","1233790","20","Yes"
"Total Administrative Services Corporation","754637","5003476","2016-09-01T00:00:00.000","3rdW-01-SEP-16-211639-401560","2016-09-01T00:00:00.000","540.41",,,"Undefined","AP FSA Dependent Care","General Fund","Not Required","No","No","No","Milwaukee,","WI,","53288-0001","US","8579","0","Yes"
"Amer Paper & Twine Co","548828","5010419","2021-02-04T00:00:00.000","3867619","2021-01-14T00:00:00.000","97.54","559158","310691","Youth & Family Development","Cleaning Supplies","2020 Head Start","Early Head Start - COVID19","No","No","No","Nashville,","TN,","37209","US","1292","21","Yes"
"Guthrie Sales & Service Co","333523","2161293","2017-06-21T00:00:00.000","37842","2017-06-14T00:00:00.000","6023","542982","170830","Undefined","AP Unpaid ISS Inventory","Interceptor Sewer Operations","Not Required","No","No","No","Brentwood,","TN,","37027","US","633","7","Yes"
"Lee-Smith Inc","039980","2091365","2013-10-10T00:00:00.000","AI05132","2013-09-18T00:00:00.000","283.76","505134","73214","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37407","US","156","22","Yes"
"American Rooter and Portables LLC","872812","2194819","2019-07-10T00:00:00.000","15959G","2019-07-01T00:00:00.000","65","544721","251089","Public Works","Equipment Rental","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Cleveland,","TN,","37364","US","897743","9","Yes"
"CIGNA Health and Life Insurance  Co","745024","2178496","2018-06-21T00:00:00.000","3rdM-21-JUN-18-211613-530571","2018-06-21T00:00:00.000","8473.16",,,"Undefined","AP Voluntary Dental","General Fund","Not Required","No","No","No","Pittsburgh,","PA,","15264","US","4221","0","Yes"
"Parker, Beulah Mae","862624","2086507","2013-07-13T00:00:00.000","JUN-13","2013-07-10T00:00:00.000","2.83",,,"Human Services","Local Mileage","2013 Foster Grandparents","Foster Grandparent - Vol Expense","No","No","No",".,","TN,","00000","US","45289","3","Yes"
"Asa Engineering & Consulting Inc","871372","1715","2018-07-11T00:00:00.000","18-04-0022COR","2018-05-30T00:00:00.000","0",,,"Transportation","CIP Engineering Design & Supervision","Department of Transportation Capital Projects","Trans St Const - Pavement Management #1","No","No","Yes","Chattanooga,","TN,","37401","US","712706","42","No"
"Adorama Camera Inc.","860142","1135","2015-01-09T00:00:00.000","16017276COR","2014-12-04T00:00:00.000","0",,,"Fire","Audio Visual Equipment","General Fund","Fire Administration","No","No","No","New York,","NY,","10011","US","10793","36","No"
"Acme Brick & Tile","874275","2199890","2019-11-13T00:00:00.000","11080662RI","2019-09-16T00:00:00.000","64","553919","265593","Public Works","Brick & Concrete Blocks","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Dallas,","TX,","75373-1842","US","1203797","58","No"
"Core Logic","862424","2115416","2015-01-13T00:00:00.000","68042-14","2015-01-02T00:00:00.000","865.05",,,"Undefined","AP Overpayments Cur Year Prop Tax","General Fund","Not Required","No","No","No","Ft Worth,","TX,","76161-0250","US","42139","11","Yes"
"T T Wilson Co","076984","2123247","2015-06-08T00:00:00.000","187099","2015-05-26T00:00:00.000","72.3","519083","112900","Public Works","Cement, Lime, & Plaster","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","Yes","No","Chattanooga,","TN,","37401-0967","US","250","13","Yes"
"SSOE Inc","755698","590","2012-02-06T00:00:00.000","1120096 RECLASS","2011-07-13T00:00:00.000","0",,,"Non-Reporting Funds","CIP Expense","IDB - VW Grants","State 6.1 - VW Design, Testing, Project Support","No","No","No","Toledo,","OH,","43604","US","9568","208","No"
"The Peterbilt Store","517592","2189146","2019-03-06T00:00:00.000","10-441632","2019-02-28T00:00:00.000","458.76","537483","237477","Public Works","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Ringgold,","GA,","30736","US","1156","6","Yes"
"Olin Corporation","860551","2159755","2017-05-17T00:00:00.000","2334249","2017-05-10T00:00:00.000","3103.88","541661","167755","Public Works","Chlorine","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Atlanta,","GA,","30384-2766","US","13183","7","Yes"
"OverDrive Inc","755418","2062994","2012-07-05T00:00:00.000","1629-154600610-062712","2012-06-27T00:00:00.000","5507.77","516143","47111","General Gov't & Agencies","Books Library","Public Library","Library - Downtown Branch-Central Office","No","No","No","Cleveland,","OH,","44125","US","9303","8","Yes"
"Tune Entrekin & White PC","874134","2201200","2019-12-18T00:00:00.000","79075","2019-11-30T00:00:00.000","4040","553400","269125","General Gov't & Agencies","Legal Services","Liability Insurance","Special Counsel","No","No","No","Nashville,","TN,","37238","US","1172775","18","Yes"
"Unum - Voluntary Benefits","754640","2113855","2014-12-11T00:00:00.000","3rdM-11-DEC-14-211645-286623","2014-12-11T00:00:00.000","756.35",,,"Undefined","AP Whole Life Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","8582","0","Yes"
"Tenn American Water Co","068508","2166294","2017-10-02T00:00:00.000","15858619 0917","2017-09-25T00:00:00.000","18.61",,,"Public Works","Water","Interceptor Sewer Operations","Pump Stat - Tiftonia","No","No","No","St. Louis,","MO,","63179-0247","US","217","7","Yes"
"Tenn American Water Co","068508","2074826","2013-01-08T00:00:00.000","2601066802 0113","2013-01-02T00:00:00.000","319.95",,,"Public Works","Fire Prevention Measures","General Fund","Public Works Utilities","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","6","Yes"
"Tenn American Water Co","068508","2139256","2016-04-06T00:00:00.000","08622062 0316","2016-03-31T00:00:00.000","48.91",,,"Youth & Family Development","Water","General Fund","Rec Ctr - East Lake","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","6","Yes"
"UniFirst Corp","740751","2202066","2020-01-13T00:00:00.000","266 0264126","2020-01-09T00:00:00.000","12.39","545322","271043","Fire","Clothing & Linen Service","General Fund","Fire Station # 3 Tiftonia","No","No","No","Rossville,","GA,","30741","US","3591","4","Yes"
"Canon Solutions America","866161","2184543","2018-11-12T00:00:00.000","19323623","2018-10-13T00:00:00.000","144.22","526878","225151","Youth & Family Development","Office Machine Rental","General Fund","Eastgate Center Programs","No","No","No","Chicago,","IL,","60693-0149","US","190422","30","Yes"
"Lyleco Properties LLC","865708","2128400","2015-09-01T00:00:00.000","WARNER 9/15","2015-08-31T00:00:00.000","343","533304","120156","Economic & Community Development","Other Contracted Service","Shelter Plus Care Grant FY16","Shelter Plus Care","No","No","No","Chickamauga,","GA,","30707","US","169251","1","Yes"
"Collins and Company Inc","867498","5005316","2018-11-29T00:00:00.000","CF11262018","2018-11-26T00:00:00.000","36654.63","524352","226693","Human Resources","On-the-Job Injury Claims","OJI Undistributed Cost","OJI Undistributed Costs","No","No","No","Chattanooga,","TN,","37405","US","310625","3","Yes"
"Unum","435844","2051740","2012-01-19T00:00:00.000","3rdM-19-JAN-12-211612-103030","2012-01-19T00:00:00.000","8.44",,,"Undefined","AP Prov Future Life Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","911","0","Yes"
"Cintas Corporation No. 2","868273","2128005","2015-08-26T00:00:00.000","475705946","2015-07-24T00:00:00.000","31.42","527768","119354","General Services","Floor Mat / Scrapper Rental","General Fund","Building Maintenance","No","No","No","Cincinatti,","OH,","45263-0910","US","384675","33","No"
"ibuyofficesupply.com","868566","2113270","2014-12-01T00:00:00.000","66223","2014-11-19T00:00:00.000","343.94","529407","100076","Fire","Office Furniture","General Fund","Fire Logistics & Technology","No","No","No","Plymouth,","MN,","55447","US","419673","12","Yes"
"Best One","744123","2124539","2015-06-30T00:00:00.000","6052488","2015-06-16T00:00:00.000","107.95","520019","114238","General Services","Tires & Tubes","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37408","US","4074","14","Yes"
"Allen, Diane","864484","2064168","2012-07-24T00:00:00.000","#072012","2012-07-19T00:00:00.000","145.75",,,"Human Services","Stipends","2013 Foster Grandparents","Foster Grandparent - Vol Expense","No","No","No",".,","TN,","00000","US","110921","5","Yes"
"Eastgate Town Center LLC","733293","2077601","2013-02-25T00:00:00.000","FEB 2013","2013-02-20T00:00:00.000","790","516387","59889","Executive Branch","Property Rental","General Fund","Multicultural Affairs","No","No","No","Chattanooga,","TN,","37401","US","2670","5","Yes"
"General Pension Fund","671770","5003334","2016-06-09T00:00:00.000","3rdM-09-JUN-16-211302-383614","2016-06-09T00:00:00.000","2048.03",,,"Undefined","AP General Pension Employee","General Fund","Not Required","No","No","No",".,","TN,","00000","US","1882","0","Yes"
"Best One","744123","2061474","2012-06-15T00:00:00.000","6007180","2012-06-06T00:00:00.000","1971","513661","45701","General Services","Tires & Tubes","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37408","US","4074","9","Yes"
"Electric Power Board","021685","2143125","2016-06-15T00:00:00.000","1630253014 0516","2016-06-03T00:00:00.000","214.22",,,"Youth & Family Development","Supportive Services Electricity","2016 Community Services Block Grant","CSBG - Employment","No","No","No","Chattanooga,","TN,","37422","US","92","12","Yes"
"UniFirst Corp","740751","2215464","2021-02-23T00:00:00.000","266 0369331","2021-02-09T00:00:00.000","173.35","548408","312432","Public Works","Floor Mat / Scrapper Rental","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Rossville,","GA,","30741","US","3591","14","Yes"
"Mad Priest Coffee Roasters","872356","2172430","2018-02-20T00:00:00.000","1360","2018-02-13T00:00:00.000","43","542872","195079","General Gov't & Agencies","Food & Ice","Public Library Store (was 9200)","Library - Store","No","No","No","Chattanooga,","TN,","37408","US","840726","7","Yes"
"Kirklands Pest Control LLC","866397","2144684","2016-07-08T00:00:00.000","13436398","2016-06-24T00:00:00.000","19","520051","143672","General Services","Exterminating Service","Municipal Garage","Rep & Maint - 12th & Pk Gar Overhead","No","No","No","Fayetteville,","TN,","37334","US","198528","14","Yes"
"Yerbey Concrete Construction Inc","723004","2130987","2015-10-20T00:00:00.000","20657RET","2015-08-31T00:00:00.000","-357.5",,,"Undefined","Retainage Payable","Public Works Capital Projects","Not Required","No","No","No","Chattanooga,","TN,","37404","US","2241","50","No"
"Mayfield Dairy Farms Inc","735642","2215896","2021-03-04T00:00:00.000","212163580","2021-02-23T00:00:00.000","70.91",,,"Youth & Family Development","Food & Ice","2021 Head Start","Early Head Start - CACFP","No","No","No","Atlanta,","GA,","31193-3321","US","2962","9","Yes"
"AMEC Foster Wheeler Environment/Infrastructure","867412","1853","2019-05-15T00:00:00.000","550041 3COR","2019-02-11T00:00:00.000","0",,,"Public Works","CIP Expense","Water Quality Mgmt Capital","Water Qual Cap - 2013 WPA System","No","No","No","Chicago,","IL,","60674-8618","US","299626","93","No"
"Patterson, Era S","861229","2094136","2013-11-22T00:00:00.000","Oct-13","2013-11-12T00:00:00.000","2.52",,,"Youth & Family Development","Local Mileage","2014 Foster Grandparents","Foster Grandparent - Vol Expense","No","No","No",".,","TN,","00000","US","30461","10","Yes"
"Actsoft Inc","866586","2157111","2017-03-30T00:00:00.000","754432","2016-10-31T00:00:00.000","85","525150","162956","Public Works","Wireless Data Communication","Solid Waste Operations","Compost Waste Center","No","No","No","Tampa,","FL,","33618","US","200657","150","No"
"Lee-Smith Inc","039980","2182080","2018-09-14T00:00:00.000","0106156287","2018-08-21T00:00:00.000","200.5","534257","218618","Public Works","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37407","US","156","24","Yes"
"AT&T","067654","2073373","2012-12-14T00:00:00.000","M089279-1211","2012-11-22T00:00:00.000","106",,,"Parks Management","Advertising","Municipal Golf Courses","Brainerd Golf Course","No","No","No","Atlanta,","GA,","30348-5262","US","216","22","Yes"
"Best One","744123","2182035","2018-09-14T00:00:00.000","6128752","2018-08-21T00:00:00.000","69.95","551068","218614","Public Works","Vehicle Labor","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37408","US","4074","24","Yes"
"Lee-Smith Inc","039980","2126457","2015-08-04T00:00:00.000","AI22627","2015-07-15T00:00:00.000","3041.81","505161","117368","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","20","Yes"
"Universal Service Inc","864011","2121309","2015-05-04T00:00:00.000","22876","2015-03-30T00:00:00.000","629.4","527586","110296","Public Works","Pipeline Inspection Services","Interceptor Sewer Operations","ISS Liquid Handling","Yes","No","No","Chattanooga,","TN,","37421","US","94772","35","No"
"Lee-Smith Inc","039980","2127014","2015-08-10T00:00:00.000","AI19801","2015-06-29T00:00:00.000","-258.76",,,"General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","42","No"
"Ace Lock & Key Service","000362","2080049","2013-04-03T00:00:00.000","13802","2013-03-27T00:00:00.000","10.5","501218","62282","General Gov't & Agencies","Office Supplies & Stationery","Public Library","Library - Downtown Branch-Central Office","No","No","No","Chattanooga,","TN,","37407-0812","US","2","7","Yes"
"Asa Engineering & Consulting Inc","871372","1715","2018-07-11T00:00:00.000","18-05-0026COR","2018-05-30T00:00:00.000","0",,,"Transportation","CIP Engineering Design & Supervision","Department of Transportation Capital Projects","Trans St Const - Pavement Management #1","No","No","Yes","Chattanooga,","TN,","37401","US","712706","42","No"
"Lark, Tamra N","870280","2130606","2015-10-13T00:00:00.000","CR5066413","2015-10-03T00:00:00.000","100",,,"Undefined","AP Coolidge Park Deposits","General Fund","Not Required","No","No","No","Fairburn,","GA,","30213","US","593708","10","Yes"
"Nationwide Recovery Service","863997","2152873","2016-12-21T00:00:00.000","13538","2016-11-14T00:00:00.000","63.32","539171","155567","Finance & Admin","Collection Expense","General Fund","City Court Clerk's Office","No","No","No","Norcross,","GA,","30092","US","91770","37","No"
"Fimco Services LLC","753207","2114693","2014-12-29T00:00:00.000","9063622","2014-12-15T00:00:00.000","1819.91","527432","101901","Youth & Family Development","Painting","Youth & Family Development Capital","YFD Cap - YFD Building Renovations","No","No","No","Oklahoma City,","OK,","73126-8957","US","7280","14","Yes"
"Unum","435844","2119515","2015-04-01T00:00:00.000","3rdM-02-APR-15-211612-303593","2015-04-02T00:00:00.000","10.44",,,"Undefined","AP Prov Future Life Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","911","-1","Yes"
"Kirklands Pest Control LLC","866397","2159667","2017-05-16T00:00:00.000","38619","2017-04-10T00:00:00.000","19","520051","167100","Public Works","Exterminating Service","Solid Waste Operations","Recycling Center","No","No","No","Chattanooga,","TN,","37412","US","198528","36","No"
"Olin Corporation","860551","2169809","2017-12-19T00:00:00.000","2437755","2017-12-12T00:00:00.000","3107.16","541661","188819","Public Works","Chlorine","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Atlanta,","GA,","30384-2766","US","13183","7","Yes"
"Kirklands Pest Control LLC","866397","2188134","2019-02-11T00:00:00.000","270513","2019-02-01T00:00:00.000","18","548415","234416","Public Works","Exterminating Service","Solid Waste Operations","Recycling Center","No","No","No","Chattanooga,","TN,","37412","US","198528","10","Yes"
"Electric Power Board of Chattanooga","021684","2135421","2016-01-26T00:00:00.000","BRADLEY 1-16","2016-01-19T00:00:00.000","120","533647","130537","Economic & Community Development","Other Contracted Service","Shelter Plus Care Grant FY16","Shelter Plus Care","No","No","No","Chattanooga,","TN,","37422-7254","US","91","7","Yes"
"Claimant or Attorney","529360","2059847","2012-05-22T00:00:00.000","12-CL-131A","2012-05-14T00:00:00.000","75","502706","44295","General Gov't & Agencies","Property Appraisals","Liability Insurance","Claims & Tort","No","No","No","Hixson,","TN,","37343","US","1208","8","Yes"
"Chatt Industrial Motors Inc","602552","2142190","2016-05-27T00:00:00.000","43708","2016-05-10T00:00:00.000","4866.45","534483","139990","Public Works","Pump Repairs","Interceptor Sewer Operations","ISS Liquid Handling","No","Yes","No","Wildwood,","GA,","30757","US","1496","17","Yes"
"Chattanooga Transfer LLC","748642","2099267","2014-03-06T00:00:00.000","743","2013-10-31T00:00:00.000","38.58","0022820","77617","Police","Waste Disposal","General Fund","Police Facilities & Security","No","No","No","Chattanooga,","TN,","37406","US","4886","126","No"
"Sears Shoe Store","466975","2062728","2012-06-29T00:00:00.000","6922","2012-05-31T00:00:00.000","116.99","0034498","46408","Public Works","Safety Shoes","General Fund","CWS Emergency","No","No","No","Ft Oglthorpe,","GA,","30742","US","984","29","Yes"
"Piping Supply Co","100760","2152332","2016-12-12T00:00:00.000","S1278013.002","2016-11-18T00:00:00.000","22.07","525426","154089","Public Works","Plumbing Supplies","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Chattanooga,","TN,","37406","US","295","24","Yes"
"Institutional Wholesale Company Inc","866661","2109081","2014-09-10T00:00:00.000","3603919","2014-07-25T00:00:00.000","1437.63","526952","93679","Youth & Family Development","Food & Ice","2015 Head Start","Head Start Centers","No","Yes","No","Cookeville,","TN,","38503","US","203609","47","No"
"Crystal Springs Water Co","479607","2149612","2016-10-12T00:00:00.000","15697080 090116","2016-09-01T00:00:00.000","20.75","536564","149195","General Gov't & Agencies","Food & Ice","Public Library","Library - Downtown Branch-Central Office","No","No","No","Dallas,","TX,","75266-0579","US","1027","41","No"
"CBS Building Management Inc","864126","2093589","2013-11-14T00:00:00.000","3001","2013-08-05T00:00:00.000","3513","513417","75419","Public Works","Custodial Services","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Chattanooga,","TN,","37412","US","96852","101","No"
"Tenn American Water Co","068508","2160183","2017-05-26T00:00:00.000","10538184 0517","2017-05-23T00:00:00.000","225.99",,,"Public Works","Water","General Fund","Shared Maint - TN Riverpark Downtown","No","No","No","St. Louis,","MO,","63179-0247","US","217","3","Yes"
"Holder, Brenda G","731777","2150379","2016-10-31T00:00:00.000","SEPT2016 303","2016-10-06T00:00:00.000","127.44",,,"Youth & Family Development","Local Mileage","2017 Head Start","Head Start Centers","No","No","No","Chattanooga,","TN,","37406","US","2501","25","Yes"
"International Assn Theatrical Stage Employees","414259","5002571","2015-03-19T00:00:00.000","MISSJABBERWOK2015","2015-03-08T00:00:00.000","951.6","521846","106649","Non-Reporting Funds","Stage Hands","Civic Facilities Promoter Fund","Tivoli Theatre Shows","No","No","No","Chattanooga,","TN,","37401","US","848","11","Yes"
"Eastside Utility Dist","022765","2189789","2019-03-20T00:00:00.000","4341099302 0319","2019-03-14T00:00:00.000","150.17",,,"Youth & Family Development","Water","General Fund","Rec Facility - Summit of Softball","No","No","No","Chattanooga,","TN,","37422-2037","US","99","6","Yes"
"Amer Paper & Twine Co","548828","2139285","2016-04-07T00:00:00.000","2345228","2016-03-15T00:00:00.000","48.8","537568","136120","Youth & Family Development","Building Maintenance Supplies","General Fund","Recreation Admin","No","No","No","Nashville,","TN,","37209","US","1292","23","Yes"
"Vulcan Materials Company","074642","2119493","2015-03-31T00:00:00.000","30875318","2015-03-17T00:00:00.000","26.04","531098","107833","Public Works","Gravel, Sand, Stone, Chert, Salt","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Knoxville,","TN,","37901","US","240","14","Yes"
"Unum - Voluntary Benefits","754640","2178511","2018-06-21T00:00:00.000","3rdM-21-JUN-18-211614-530520","2018-06-21T00:00:00.000","318.09",,,"Undefined","AP USAble Cafeteria Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","8582","0","Yes"
"Internatl Union Of Operating","603893","2185523","2018-12-06T00:00:00.000","3rdM-06-DEC-18-211507-561608","2018-12-06T00:00:00.000","24.8",,,"Undefined","AP Op Engineers Local 917 - 1.5%","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37422","US","1512","0","Yes"
"Tenn Electric Motor Co","070615","2058127","2012-04-26T00:00:00.000","100191","2012-04-20T00:00:00.000","6059","0030017","42786","Parks Management","Equipment Rental","Municipal Golf Courses","Brown Acres Golf Course","No","No","No","Hixson,","TN,","37343","US","228","6","Yes"
"Tenn American Water Co","068508","2112021","2014-11-05T00:00:00.000","15017531 1014","2014-10-27T00:00:00.000","16.32",,,"Public Works","Water","General Fund","Park Mgmt - Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","9","Yes"
"Tenn American Water Co","068508","2096405","2014-01-07T00:00:00.000","15145160 1213","2014-01-03T00:00:00.000","16.33",,,"Public Works","Water","General Fund","Park Mgmt - Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","4","Yes"
"Burney II, Joshua W","864969","2054585","2012-03-06T00:00:00.000","3/1/2012","2012-03-02T00:00:00.000","72.88",,,"Human Services","Stipends","2012 Foster Grandparents","Foster Grandparent - Vol Expense","No","No","No","Chattanooga,","TN,","37411","US","127087","4","Yes"
"Moore Ph D, Larry W","747424","2070356","2012-10-26T00:00:00.000","LWM2012-07","2012-10-10T00:00:00.000","800","511632","53521","Public Works","Engineering Non-construction Consulting","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Germantown,","TN,","38139","US","4649","16","Yes"
"Mountain City Service Inc","746208","4001496","2015-11-04T00:00:00.000","107578-H-37049","2015-09-10T00:00:00.000","917","532968","124444","Youth & Family Development","HVAC","2015 EHS CC Partnership 3/2015-8/2016","EHS-CC Partnerships â€“ Operating","No","No","No","Signal Mtn,","TN,","37377","US","4434","55","No"
"Electric Power Board of Chattanooga","021684","2089180","2013-09-04T00:00:00.000","3170861000-1308","2013-08-27T00:00:00.000","563.71",,,"General Gov't & Agencies","Electricity","Public Library","Library - South Chattanooga Branch","No","No","No","Chattanooga,","TN,","37422-7253","US","91","8","Yes"
"Taj, Amos","745849","2093931","2013-11-19T00:00:00.000","T BODDIE 1013","2013-11-08T00:00:00.000","500",,,"Youth & Family Development","Supportive Services Rents","2014 Community Services Block Grant","CSBG - Emergency Programs","No","No","No","Ooltewah,","TN,","37363","US","4380","11","Yes"
"Jacobs Wholesale Paper Co.","037116","4000601","2013-10-02T00:00:00.000","029396","2013-09-30T00:00:00.000","620.92","513761","72652","Youth & Family Development","Building Maintenance Supplies","Human Services Program","HSD - Occupancy","No","No","No","Chattanooga,","TN,","37402","US","152","2","Yes"
"Asa Engineering & Consulting Inc","871372","1715","2018-07-11T00:00:00.000","18-02-0031COR","2018-05-30T00:00:00.000","0",,,"Transportation","CIP Engineering Design & Supervision","Department of Transportation Capital Projects","Trans St Const - Pavement Management #1","No","No","Yes","Chattanooga,","TN,","37401","US","712706","42","No"
"Chase Services LLC","864809","5012227","2021-07-09T00:00:00.000","221-28231","2021-06-18T00:00:00.000","2121.61","558202","327825","Public Works","Plumbing","Municipal Garage","Rep & Maint - 12th & Park Garage","No","Yes","No","Chattanooga,","TN,","37421","US","120098","21","Yes"
"Crystal Springs Water Co","479607","2127922","2015-08-25T00:00:00.000","13023118 080115","2015-08-01T00:00:00.000","28.7","506890","118052","Human Resources","Food & Ice","General Fund","Human Resources Admin","No","No","No","Dallas,","TX,","75266-0579","US","1027","24","Yes"
"American Planning Association","867934","2151752","2016-12-01T00:00:00.000","064919-16102","2016-11-02T00:00:00.000","545","539846","154119","General Gov't & Agencies","Dues","Regional Planning Agency","RPA - Agency Operations","No","No","No","Carol Stream,","IL,","60197-4291","US","346648","29","Yes"
"Tenn American Water Co","068508","2073790","2012-12-19T00:00:00.000","2600554451 1212","2012-12-12T00:00:00.000","16.33",,,"Parks Management","Water","General Fund","Recreation Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","7","Yes"
"Property Tax Refund to:","873135","2193212","2019-06-03T00:00:00.000","80298423","2019-05-31T00:00:00.000","5038.71",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37421","US","961737","3","Yes"
"Coca Cola Bottling Co","353640","2198127","2019-09-30T00:00:00.000","1745226629","2019-09-13T00:00:00.000","214.05","546021","259335","Public Works","Cafeteria Inventory","Municipal Golf Courses","Brainerd Golf Concessions","No","No","No","Atlanta,","GA,","30348-5637","US","678","17","Yes"
"Allied Universal Corporation","870541","2145034","2016-07-18T00:00:00.000","I1341912","2016-07-11T00:00:00.000","3144.29","536402","144110","Public Works","Chlorine","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Miami,","FL,","33178","US","627707","7","Yes"
"Pinnacle Data Systems LLC","872935","2174691","2018-04-03T00:00:00.000","18-2000-333625","2018-02-28T00:00:00.000","3079.73","545597","199420","Finance & Admin","Forms & Printed Material","Municipal Billing and Collection","Municipal Billing and Collection","No","No","No","Birmingham,","AL,","35210-7017","US","919735","34","No"
"Kleen-A-Matic Rental Uniforms","040348","2074969","2013-01-10T00:00:00.000","0208590","2012-12-24T00:00:00.000","11.9","511138","57808","Fire","Clothing & Linen Service","General Fund","Fire Station # 22","No","No","No","Rossville,","GA,","30741","US","157","17","Yes"
"Amer Fam Life","603860","2096842","2014-01-16T00:00:00.000","3rdM-16-JAN-14-211602-228525","2014-01-16T00:00:00.000","12.6",,,"Undefined","AP American Family Life","General Fund","Not Required","No","No","No","Columbus,","GA,","31999","US","1510","0","Yes"
"CDW Government Inc","735492","2108691","2014-09-03T00:00:00.000","NQ69985","2014-08-11T00:00:00.000","108.36","527864","93165","Police","Computer equipment under 5000","General Fund","Major Crimes","No","No","No","Chicago,","IL,","60675-1515","US","2945","23","Yes"
