"objectid","oirid","oddside","leftfrom","leftto","rightfrom","rightto","minaddress","maxaddress","typeprefix","dirprefix","name","typesuffix","dirsuffix","fullname","streetstatus","ownership","functclass","featuretype","city_l","city_r","blockid","streetid","facility_id","lastaccess","geometry"
"83","HAMILTON_29887","L","547","599","546","598","546","599",,,"Isbill","Rd",,"Isbill Rd","Open Public","Chattanooga","Local Street","Major Road","Chattanooga","Chattanooga","22473","2922","FID22473","20160524084448","MULTILINESTRING ((-85.368355 35.042572, -85.36835 35.042583, -85.368286 35.042774, -85.36827 35.042828, -85.36821 35.04303, -85.3682 35.04306, -85.368195 35.04309, -85.36819 35.04312, -85.36818 35.043156, -85.36817 35.043186, -85.36817 35.04322, -85.368164 35.043255, -85.36816 35.043285, -85.36815 35.04332, -85.36814 35.043354, -85.36814 35.04339, -85.36813 35.043423, -85.36813 35.04346, -85.36813 35.043495, -85.36813 35.043533, -85.36813 35.04357, -85.36813 35.043606, -85.36813 35.043644, -85.36814 35.043682, -85.36814 35.043716, -85.36816 35.04392, -85.36816 35.043938, -85.36816 35.043957, -85.36816 35.04398, -85.36816 35.044003, -85.36815 35.04403, -85.36814 35.044052, -85.36813 35.044075, -85.368126 35.044098, -85.36812 35.04412, -85.3681 35.044144, -85.36809 35.044167, -85.36806 35.044205, -85.367966 35.044327, -85.3678 35.044502, -85.36764 35.044685))"
"84","HAMILTON_19558","L","3001","3129","3000","3128","3000","3129",,"S","Crest","Pl",,"S Crest Pl","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","20682","9424","FID20682","20161024170234","MULTILINESTRING ((-85.2638 35.018917, -85.263695 35.01883, -85.26362 35.01877, -85.26355 35.01871, -85.26351 35.01868, -85.263435 35.018616))"
"85","HAMILTON_12321","L","8901","8909","8900","8910","8900","8910",,"E","Brainerd","Rd",,"E Brainerd Rd","Open Public","State","Urban Minor Arterial","Major Road","Chattanooga","Hamilton County","21105","5954","FID21105","20151110083535","MULTILINESTRING ((-85.12805 35.001877, -85.12775 35.002014, -85.12741 35.00218, -85.127205 35.002274, -85.12699 35.00238))"
"86","HAMILTON_12593","L","1901","1949","1900","1948","1900","1949",,,"Shepherd","Rd",,"Shepherd Rd","Open Public","Chattanooga","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","4571","3122","FID4571","20151110083535","MULTILINESTRING ((-85.18897 35.040142, -85.18897 35.040146, -85.18892 35.040237, -85.188835 35.04039, -85.18869 35.04067, -85.18859 35.040848, -85.18854 35.040947, -85.18854 35.04095))"
"87","HAMILTON_11072","L","901","999","900","998","900","999",,,"Signal Mountain","Rd",,"Signal Mountain Rd","Open Public","State","Urban Principal Arterial","Major Road","Chattanooga","Chattanooga","12491","4085","FID12491","20151110083535","MULTILINESTRING ((-85.33047 35.101864, -85.3305 35.101902, -85.33055 35.101967, -85.33057 35.101986, -85.33065 35.10209, -85.33078 35.10224, -85.331 35.10249, -85.33113 35.102634, -85.33114 35.102642, -85.331314 35.102818, -85.33152 35.103016, -85.33177 35.10327, -85.33202 35.10352, -85.33204 35.10353, -85.33214 35.10363, -85.3322 35.103683, -85.33226 35.10375, -85.33229 35.103783, -85.33237 35.103863))"
"88","HAMILTON_11323","R","2900","2998","2901","2999","2900","2999",,,"4th","Ave",,"4th Ave","Open Public","Chattanooga","Urban Major Collector","Road","Chattanooga","Chattanooga","6253","3303","FID6253","20151110083535","MULTILINESTRING ((-85.28408 35.00972, -85.284096 35.00969, -85.28412 35.009644, -85.28414 35.0096, -85.284164 35.00956, -85.28419 35.009514, -85.28421 35.00947, -85.28423 35.00943, -85.284256 35.009384, -85.28428 35.009342, -85.2843 35.009296, -85.284325 35.009254, -85.28435 35.009212, -85.28437 35.009167, -85.28439 35.009125, -85.28442 35.00908, -85.28444 35.009037, -85.28446 35.008995, -85.284485 35.00895, -85.28453 35.008865))"
"89","HAMILTON_12825","L","2251","2299","2250","2298","2250","2299",,"E","27th Street","Ct",,"E 27th Street Ct","Courtyard","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","21887","10183","FID21887","20151110083535","MULTILINESTRING ((-85.281136 35.012066, -85.28097 35.012005))"
"90","HAMILTON_27508","L","6215","6299","6214","6298","6214","6299",,,"Marmons","Dr",,"Marmons Dr","Open Public","Hamilton County","Local Street","Road","Hamilton County","Hamilton County","12010","4036","FID12010","20151110083535","MULTILINESTRING ((-85.12302 35.12005, -85.123 35.120117, -85.123 35.12012, -85.122986 35.120182, -85.12298 35.120228, -85.12298 35.120274, -85.12298 35.12032, -85.12298 35.120365, -85.12299 35.12041, -85.12301 35.120453, -85.123024 35.120495, -85.123055 35.120537, -85.123085 35.120625, -85.12312 35.120716))"
"91","HAMILTON_15170","L","101","199","100","198","100","199",,,"Crescent","St",,"Crescent St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","14175","2197","FID14175","20151110083535","MULTILINESTRING ((-85.30733 35.07064, -85.307106 35.070663, -85.306915 35.070675, -85.306854 35.07067, -85.3068 35.070644, -85.30667 35.07065, -85.30652 35.070667))"
"92","HAMILTON_24494","R","500","598","501","599","500","599",,"W","35th","St",,"W 35th St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","5807","5478","FID5807","20151110083535","MULTILINESTRING ((-85.314606 35.01053, -85.31478 35.010597, -85.31501 35.010674, -85.315125 35.010723, -85.315186 35.010746, -85.315254 35.01077, -85.315254 35.01077, -85.31538 35.010815, -85.31548 35.010853, -85.31554 35.01087, -85.315735 35.01095, -85.31582 35.01098, -85.31619 35.011116, -85.31629 35.011154, -85.31636 35.011177))"
"93","HAMILTON_24746","R","1500","1598","1501","1599","1500","1599",,,"Wilhoit","Rd",,"Wilhoit Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","2807","5001","FID2807","20151110083535","MULTILINESTRING ((-85.30384 35.034813, -85.303986 35.034565, -85.30403 35.034477, -85.30408 35.03439, -85.30412 35.0343, -85.30417 35.034214, -85.30422 35.03413, -85.30427 35.034042, -85.30432 35.03396, -85.304375 35.033875, -85.30443 35.03379, -85.30448 35.033707))"
"94","HAMILTON_27078","L","2601","2799","2600","2798","2600","2799",,,"Kirby","Ave",,"Kirby Ave","Open Private","Private","Local Street","Road","Chattanooga","Chattanooga","20535","5227","FID20535","20151110083535","MULTILINESTRING ((-85.2663 35.02737, -85.26505 35.0269, -85.26425 35.026604))"
"95","HAMILTON_15408","L","3801","3899","3800","3898","3800","3899",,,"Conner","St",,"Conner St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6567","5684","FID6567","20151110083535","MULTILINESTRING ((-85.245285 35.017242, -85.24515 35.017193, -85.244804 35.017063, -85.24449 35.01694, -85.244385 35.016895, -85.24428 35.016853, -85.24397 35.01674, -85.243645 35.01661))"
"96","HAMILTON_16504","L","8201","8209","8202","8208","8201","8209",,,"Hitchcock","Rd",,"Hitchcock Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","9672","3581","FID9672","20151110083535","MULTILINESTRING ((-85.14071 35.008762, -85.14068 35.00875, -85.14031 35.008617))"
"97","HAMILTON_16760","L","301","399","300","398","300","399",,,"Chickasaw","Rd",,"Chickasaw Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6424","3329","FID6424","20151110083535","MULTILINESTRING ((-85.23012 35.02212, -85.230255 35.02217, -85.23052 35.02227, -85.23062 35.022305, -85.230774 35.022354, -85.23094 35.02242, -85.23106 35.022465, -85.23151 35.02263, -85.23166 35.02269, -85.23179 35.02274))"
"98","HAMILTON_19475","L","2901","2903","2900","2902","2900","2903",,"E","44th","St",,"E 44th St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","7454","5864","FID7454","20151110083535","MULTILINESTRING ((-85.28532 34.991047, -85.28528 34.99103, -85.28523 34.991016, -85.285194 34.991))"
"99","HAMILTON_20823","L","2001","2011","2000","2010","2000","2011",,"E","20th","St",,"E 20th St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","8201","5027","FID8201","20151110083535","MULTILINESTRING ((-85.28192 35.02118, -85.28185 35.021152, -85.28159 35.02105, -85.28139 35.020973, -85.28122 35.020912, -85.28084 35.020767))"
"228","HAMILTON_20302","L","7701","7739","7700","7738","7700","7739",,,"Pinewood","Dr",,"Pinewood Dr","Open Public","Chattanooga","Local Street","Major Road","Chattanooga","Chattanooga","5231","3182","FID5231","20151110083535","MULTILINESTRING ((-85.132835 35.043976, -85.13279 35.04396, -85.13235 35.04379, -85.131996 35.043655))"
"102","HAMILTON_13556","R","3000","3098","3001","3099","3000","3099",,,"Kellys Ferry","Rd",,"Kellys Ferry Rd","Open Public","Chattanooga","Local Street","Major Road","Chattanooga","Chattanooga","10169","4931","FID10169","20151110083535","MULTILINESTRING ((-85.36582 35.02058, -85.3659 35.020584, -85.36596 35.020576, -85.36604 35.020573, -85.366135 35.0206, -85.36629 35.020664, -85.36644 35.02074, -85.366615 35.020836, -85.36666 35.020855, -85.36678 35.02091, -85.36689 35.02095))"
"103","HAMILTON_16102","R","100","198","101","199","100","199",,,"Parmenas","Ln",,"Parmenas Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","14168","2194","FID14168","20151110083535","MULTILINESTRING ((-85.32977 35.0711, -85.33013 35.071167, -85.33017 35.071175, -85.33021 35.071182, -85.330284 35.071198, -85.33035 35.071213, -85.33043 35.071228, -85.330505 35.071243, -85.33058 35.071262, -85.33066 35.071278, -85.330734 35.071293, -85.33081 35.071312, -85.33089 35.071327, -85.330956 35.071346, -85.33098 35.071346, -85.33099 35.07135, -85.33101 35.071354, -85.33103 35.071358, -85.33105 35.07136, -85.33107 35.071365, -85.331085 35.071365, -85.3311 35.07137, -85.33112 35.071373, -85.33114 35.071377, -85.33116 35.071377, -85.33118 35.07138, -85.3312 35.07138, -85.33122 35.071384, -85.33124 35.071384, -85.33126 35.07139, -85.33128 35.07139, -85.3313 35.07139, -85.33132 35.07139, -85.331345 35.071392, -85.331436 35.071396, -85.33153 35.0714, -85.33163 35.071407, -85.33172 35.07141, -85.33182 35.071415, -85.33191 35.071423, -85.332 35.071426, -85.3321 35.07143, -85.33219 35.071438, -85.33243 35.07145))"
"104","HAMILTON_14650","L","1001","1007","1000","1006","1000","1007",,,"Forest","Ave",,"Forest Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","15540","6238","FID15540","20170829154902","MULTILINESTRING ((-85.30113 35.07222, -85.301056 35.072258, -85.300545 35.072483, -85.30046 35.07252, -85.30046 35.07252))"
"105","HAMILTON_24088","R","4200","4298","4201","4299","4200","4299",,,"Calhoun","Ave",,"Calhoun Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","7385","5589","FID7385","20151110083535","MULTILINESTRING ((-85.29217 34.994987, -85.292145 34.994884, -85.29211 34.994713, -85.29207 34.99453, -85.29205 34.99445))"
"106","HAMILTON_26377","L","3217","3299","3216","3298","3216","3299",,,"South","St",,"South St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","18279","5389","FID18279","20151110083535","MULTILINESTRING ((-85.24768 35.03884, -85.24767 35.038837, -85.24766 35.038834, -85.24738 35.038765, -85.247215 35.03871, -85.24715 35.03868, -85.246925 35.03858, -85.246574 35.038418, -85.24654 35.0384, -85.24625 35.038273, -85.246025 35.038162, -85.24587 35.0381, -85.24581 35.03808, -85.24575 35.038063))"
"107","HAMILTON_27746","L","4037","4099","4036","4098","4036","4099",,,"Priceless","Vw",,"Priceless Vw","Open Private","Private","Local Street","Road","Chattanooga","Chattanooga","21860","10168","FID21860","20151110083535","MULTILINESTRING ((-85.30845 35.127144, -85.30813 35.12768))"
"108","HAMILTON_30020","R","700","748","701","749","600","749",,,"Morrison Springs","Rd",,"Morrison Springs Rd","Open Public","Chattanooga","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","15847","3815","FID15847","20161115143446","MULTILINESTRING ((-85.30762 35.125637, -85.307625 35.125637, -85.307655 35.12564, -85.3077 35.12565, -85.30776 35.12566, -85.30778 35.12566, -85.3079 35.12569, -85.308044 35.12573, -85.3082 35.12577, -85.30833 35.12582, -85.3086 35.125927, -85.30887 35.12604, -85.309074 35.126125))"
"109","HAMILTON_30337","L","3451","3499","3450","3498","3450","3499",,,"Wildwood","St",,"Wildwood St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","22841","10949","FID22841","20180611091800","MULTILINESTRING ((-85.23267 35.056046, -85.23256 35.055992, -85.23256 35.055992, -85.232216 35.05585, -85.23216 35.055832, -85.23212 35.055817))"
"110","HAMILTON_20175","L","1601","1699","1600","1698","1600","1699",,,"Kirby","Ave",,"Kirby Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","3874","5226","FID3874","20151110083535","MULTILINESTRING ((-85.28112 35.03329, -85.280914 35.033215, -85.28068 35.033123, -85.28033 35.032993, -85.28009 35.032906, -85.279724 35.032795))"
"111","HAMILTON_20381","R","400","498","401","499","400","499",,"S","Kelley","St",,"S Kelley St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","4840","5276","FID4840","20151110083535","MULTILINESTRING ((-85.27081 35.03347, -85.27083 35.033432, -85.27101 35.03309, -85.271034 35.03305, -85.27121 35.032738, -85.27126 35.03264))"
"112","HAMILTON_21513","L","4801","4899","4800","4898","4800","4899",,,"Greenview","Ln",,"Greenview Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","11309","1660","FID11309","20151110083535","MULTILINESTRING ((-85.24412 35.125324, -85.243965 35.125374, -85.24385 35.12542, -85.24365 35.125504, -85.24347 35.125576, -85.243225 35.125687, -85.24301 35.125774))"
"113","HAMILTON_12546","L","2901","2999","2900","2998","2900","2999",,,"Addison","Rd",,"Addison Rd","Open Public","Chattanooga","Urban Major Collector","Road","Chattanooga","Chattanooga","13680","4205","FID13680","20151110083535","MULTILINESTRING ((-85.229485 35.080616, -85.22947 35.08061, -85.22937 35.08056, -85.2291 35.080433, -85.22907 35.080418, -85.22905 35.080406, -85.22902 35.080395, -85.22873 35.08026, -85.22871 35.08025, -85.22863 35.08022, -85.228615 35.08021, -85.22853 35.080173, -85.22851 35.080162))"
"114","HAMILTON_12871","R","192","194","193","195","192","195",,,"Blackwell Farm","Rd",,"Blackwell Farm Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","16302","4477","FID16302","20151110083535","MULTILINESTRING ((-85.169914 34.989437, -85.169914 34.989437, -85.16992 34.989452, -85.16992 34.989468, -85.16993 34.989483, -85.16993 34.9895, -85.16993 34.989513, -85.16992 34.989532, -85.16992 34.98955, -85.169914 34.989567, -85.16991 34.989586, -85.1699 34.9896, -85.16989 34.98962, -85.16988 34.989635, -85.16987 34.98965, -85.16985 34.989666, -85.169846 34.98968, -85.16983 34.989693, -85.16982 34.9897, -85.16981 34.989708, -85.1698 34.98971))"
"115","HAMILTON_15100","L","2001","2199","2000","2198","2000","2199",,,"Sims","St",,"Sims St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","14675","4416","FID14675","20151110083535","MULTILINESTRING ((-85.24881 35.077686, -85.248795 35.077686, -85.24879 35.077682, -85.248764 35.07768, -85.248695 35.07767, -85.24866 35.07766, -85.248505 35.0776, -85.24826 35.07751, -85.24799 35.077408, -85.24777 35.07733, -85.247505 35.077232, -85.24742 35.077213))"
"116","HAMILTON_23762","L","1","9","2","8","1","9",,,"Exit 185A Off","Ramp","EB","Exit 185A Off Ramp EB","Open Public","Federal","Urban Interstate","Interstate","Chattanooga","Chattanooga","21534","9965","FID21534","20170711125159","MULTILINESTRING ((-85.21818 35.004093, -85.21804 35.004078, -85.2179 35.00406, -85.21776 35.00404, -85.21762 35.00402, -85.21748 35.003998, -85.21735 35.003975, -85.21721 35.003952, -85.21707 35.003925, -85.216934 35.0039, -85.2168 35.003872, -85.21667 35.003845, -85.21653 35.00382, -85.21641 35.003788, -85.216286 35.003757, -85.21616 35.003727, -85.21604 35.003696, -85.21592 35.003666, -85.2158 35.00363, -85.215675 35.003597, -85.21555 35.00356, -85.21544 35.003525, -85.21532 35.003487, -85.2152 35.00345, -85.21508 35.003407, -85.214966 35.00337, -85.21485 35.003326, -85.21473 35.003284, -85.214615 35.00324, -85.2145 35.003193, -85.214386 35.003147, -85.21427 35.0031, -85.21416 35.003056, -85.21407 35.003017, -85.21399 35.002983, -85.21391 35.002945, -85.21383 35.002907, -85.213745 35.00287, -85.21367 35.002827, -85.213585 35.002785, -85.21351 35.002743, -85.21343 35.0027, -85.21335 35.00266, -85.21327 35.002613, -85.213196 35.002567, -85.21312 35.00252, -85.21305 35.002476, -85.212975 35.002426, -85.2129 35.002377, -85.21283 35.002327, -85.21272 35.002247, -85.21262 35.002167, -85.21252 35.002083, -85.21242 35.002, -85.21232 35.00192, -85.21222 35.00183, -85.21215 35.001755, -85.212074 35.00168, -85.212006 35.001602, -85.21194 35.001522, -85.21187 35.001446, -85.21184 35.001408, -85.21181 35.00137, -85.21178 35.00133, -85.21175 35.001293, -85.21171 35.00126, -85.21168 35.00122, -85.21164 35.001186, -85.2116 35.001152))"
"118","HAMILTON_27032","L","7801","7815","7800","7814","7800","7815",,,"Hancock","Rd",,"Hancock Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","13593","5403","FID13593","20151110083535","MULTILINESTRING ((-85.17675 35.081417, -85.17675 35.08142, -85.17673 35.081463, -85.176704 35.081516, -85.176674 35.08157, -85.17666 35.081604, -85.176636 35.081657, -85.17662 35.081688, -85.1766 35.08171, -85.17658 35.081734, -85.17657 35.081757, -85.176544 35.08178, -85.17653 35.0818, -85.17651 35.081814, -85.17649 35.081833, -85.17647 35.081856, -85.176445 35.081875, -85.176414 35.081894, -85.17639 35.08191, -85.17632 35.081955, -85.176254 35.081997, -85.17618 35.082043, -85.1761 35.082096, -85.17608 35.08211, -85.17606 35.082127, -85.17604 35.08214, -85.176 35.082176, -85.175995 35.082188))"
"119","HAMILTON_29386","L","1001","1199","1000","1198","1000","1199",,,"Morris","Ln",,"Morris Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","9816","6022","FID9816","20151110083535","MULTILINESTRING ((-85.13588 34.99687, -85.135826 34.996952, -85.135796 34.997, -85.13574 34.99709, -85.135635 34.99726, -85.13549 34.997517, -85.13538 34.997723, -85.13533 34.99784, -85.13529 34.99792, -85.13528 34.99797, -85.13527 34.99802, -85.13525 34.998135, -85.13524 34.998196, -85.135216 34.998253, -85.13519 34.99831, -85.13516 34.998363, -85.13512 34.99846, -85.13505 34.99859, -85.13495 34.99878, -85.13493 34.998795, -85.13474 34.999134, -85.134575 34.99945, -85.13444 34.999695, -85.134285 34.99998, -85.13415 35.00024, -85.134 35.000507, -85.13387 35.00076, -85.13378 35.000942, -85.13372 35.00108))"
