"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","communityboard","councildist","censustract","bin","bbl","nta","location1"
"SENIOR CENTER CONTRACTS","31V01","FOOD BANK NEIGHBORHOOD SENIOR CENTER","FOOD BANK FOR NEW YORK CITY","252 WEST 116TH STREET","NEW YORK","NY","10026","MANHATTAN","212-566-7855","Y",,,,,,,,,,,,,,,"40.80386","-73.954062","110","09","218","1055248","1018310060","Central Harlem South","POINT (-73.954062 40.80386)"
"SENIOR CENTER CONTRACTS","18801","RIVERDALE NEIGHBORHOOD SENIOR CENTER","RIVERDALE SENIOR SERVICES INC","2600 NETHERLAND AVENUE","BRONX","NY","10463","BRONX","718-884-5900","Y",,,,,,,,,,,,,,,"40.878744","-73.915679","208","11","29302","2083247","2057220475","Spuyten Duyvil-Kingsbridge","POINT (-73.915679 40.878744)"
"ELDER ABUSE SERVICES CONTRACTS","64701","Weill Cornell PROTECT","WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY","478 FIRST AVENUE","NEW YORK","NY","10016","MANHATTAN","914-997-4333","Y",,,,,,,,,,,,,,,"40.739821","-73.976389","106","04","62","1086515","1009620100","Murray Hill-Kips Bay","POINT (-73.976389 40.739821)"
"SENIOR CENTER CONTRACTS","21C01","MARLBORO NEIGHBORHOOD SENIOR CENTER","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","2298 West 8th Street","BROOKLYN","NY","11223","BROOKLYN","718-373-6161","Y",,,,,,,,,,,,,,,"40.592081","-73.978468","313","47","382","3322179","3071400016","Gravesend","POINT (-73.978468 40.592081)"
"SENIOR CENTER CONTRACTS","33201","CPC PROJECT OPEN DOOR NEIGHBORHOOD SC","CHINESE AMERICAN PLANNING COUNCIL INC","168 GRAND STREET","NEW YORK","NY","10013","MANHATTAN","212-431-9026","Y",,,,,,,,,,,,,,,"40.71969","-73.998286","102","01","41","1075959","1004727501","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-73.998286 40.71969)"
"SENIOR CENTER CONTRACTS","28801","DORCHESTER NEIGHBORHOOD SR CITIZENS CTR","DORCHESTER SENIOR CITIZENS CENTER INC","1419 DORCHESTER ROAD","BROOKLYN","NY","11226","BROOKLYN","718-941-6700","Y",,,,,,,,,,,,,,,"40.638972","-73.964689","314","40","520","3118688","3051570035","Flatbush","POINT (-73.964689 40.638972)"
"SENIOR CENTER CONTRACTS","30U01","DYCKMAN NEIGHBORHOOD SENIOR CENTER","NEW YORK FOUNDATION FOR SENIOR CITIZENS INC","3754 10TH AVENUE","NEW YORK","NY","10034","MANHATTAN","212-569-7790","Y",,,,,,,,,,,,,,,"40.860844","-73.921587","112","10","299","1080032","1022160001","Marble Hill-Inwood","POINT (-73.921587 40.860844)"
"SENIOR CENTER CONTRACTS","30X01","CITY HALL NEIGHBORHOOD SENIOR CENTER","HAMILTON MADISON HOUSE INC","100 GOLD STREET","NEW YORK","NY","10038","MANHATTAN","212-788-5580","Y",,,,,,,,,,,,,,,"40.710353","-74.004007","101","01","1501","1001289","1000940025","Battery Park City-Lower Manhattan","POINT (-74.004007 40.710353)"
"GERIATRIC MENTAL HEALTH SERVICES CONTRACTS","1G701","JASA MENTAL HEALTH","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","247 West 37th Street","NEW YORK","NY","10018","MANHATTAN","718-365-4044","Y",,,,,,,,,,,,,,,"40.860739","-73.889585","206","15","387","2088325","2030330053","Belmont","POINT (-73.889585 40.860739)"
"SENIOR CENTER CONTRACTS","33W01","RAIN INWOOD NEIGHBORHOOD SENIOR CENTER","REGIONAL AID FOR INTERIM NEEDS INC","84 VERMILYEA AVENUE","NEW YORK","NY","10034","MANHATTAN","212-567-3200","Y",,,,,,,,,,,,,,,"40.865838","-73.923128","112","10","291","1064905","1022340029","Marble Hill-Inwood","POINT (-73.923128 40.865838)"
"SENIOR CENTER CONTRACTS","34102","Saint Nicholas Social Club","CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.","210 WEST 131ST STREET","NEW YORK","NY","10001","MANHATTAN","646-678-4451","Y",,,,,,,,,,,,,,,"40.812977","-73.94614","110","09","224","1081515","1019330050","Central Harlem North-Polo Grounds","POINT (-73.94614 40.812977)"
"SENIOR CENTER CONTRACTS","26601","JASA STARRETT CITY NEIGHBORHOOD SR CTR","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","1540 VAN SICLEN AVENUE","BROOKLYN","NY","11239","BROOKLYN","718-642-1010","Y",,,,,,,,,,,,,,,"40.648214","-73.877613","305","42","105801","3343608","3044520200","Starrett City","POINT (-73.877613 40.648214)"
"GERIATRIC MENTAL HEALTH SERVICES CONTRACTS","3G101","SPOP MENTAL HEALTH","SERVICE PROGRAM FOR OLDER PEOPLE INC","302 WEST 91ST STREET","NEW YORK","NY","10024","MANHATTAN","212-787-7120","Y",,,,,,,,,,,,,,,"40.792171","-73.975796","107","06","179","1034085","1012510022","Upper West Side","POINT (-73.975796 40.792171)"
"SENIOR CENTER CONTRACTS","35D01","Carter Burden Innovative Senior Center","CARTER BURDEN NETWORK INC.","312 EAST 109 STREET","NEW YORK","NY","10029","MANHATTAN","212-423-9665","Y",,,,,,,,,,,,,,,"40.792306","-73.94048","111","08","170","1074278","1016800045","East Harlem South","POINT (-73.94048 40.792306)"
"SENIOR CENTER CONTRACTS","22E01","YOUNG ISRAEL SR SERVICES NBH SR CTR","YOUNG ISRAEL PROGRAMS INC","1694 OCEAN AVENUE","BROOKLYN","NY","11230","BROOKLYN","718-253-7800","Y",,,,,,,,,,,,,,,"40.620447","-73.955405","314","48","538","3180733","3067390044","Midwood","POINT (-73.955405 40.620447)"
"SENIOR CENTER CONTRACTS","21Q01","WYCKOFF GARDENS NEIGHBORHOOD SENIOR CTR","SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.","280 WYCKOFF STREET","BROOKLYN","NY","11217","BROOKLYN","718-237-1802","Y",,,,,,,,,,,,,,,"40.683365","-73.983941","306","33","127","3336056","3003940001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.983941 40.683365)"
"SENIOR CENTER CONTRACTS","41H02","RAICES CORONA NEIGHBORHOOD SENIOR CENT","SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.","40-15 COLLEGE POINT BLVD","FLUSHING","NY","11354","QUEENS","718-961-7670","Y",,,,,,,,,,,,,,,"40.757803","-73.83414","407","20","871","4443443","4050370008","Flushing","POINT (-73.83414 40.757803)"
"SENIOR CENTER CONTRACTS","28901","PARK SLOPE CENTER FOR SUCCESSFUL AGING","HEIGHTS AND HILLS INC.","463A 7TH STREET","BROOKLYN","NY","11215","BROOKLYN","718-832-3726","Y",,,,,,,,,,,,,,,"40.668419","-73.981201","306","39","153","3021748","3009950051","Park Slope-Gowanus","POINT (-73.981201 40.668419)"
"SENIOR CENTER CONTRACTS","43701","REGO PARK NSC","QUEENS COMMUNITY HOUSE INC.","93-29 QUEENS BOULEVARD","FLUSHING","NY","11374","QUEENS","718-896-8511","Y",,,,,,,,,,,,,,,"40.73147","-73.866044","406","29","71702","4050408","4020770050","Rego Park","POINT (-73.866044 40.73147)"
"SENIOR CENTER CONTRACTS","54001","STAPLETON NEIGHBORHOOD SENIOR CENTER","JEWISH COMMUNITY CENTER OF STATEN ISLAND INC","189 GORDON STREET","STATEN ISLAND","NY","10304","STATEN ISLAND","718-981-8828","Y",,,,,,,,,,,,,,,"40.623124","-74.082838","501","49","29","5108860","5005450100","Stapleton-Rosebank","POINT (-74.082838 40.623124)"
"SENIOR CENTER CONTRACTS","12G01","RAIN NEREID NEIGHBORHOOD SENIOR CENTER","REGIONAL AID FOR INTERIM NEEDS INC","720 NEREID AVENUE","BRONX","NY","10466","BRONX","718-994-0132","Y",,,,,,,,,,,,,,,"40.898158","-73.853568","212","11","434","2069882","2050460033","Woodlawn-Wakefield","POINT (-73.853568 40.898158)"
"SENIOR CENTER CONTRACTS","40P01","ELMHURST JACKSON HEIGHTS NSC","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","75-01 BROADWAY","FLUSHING","NY","11373","QUEENS","718-478-7171","Y",,,,,,,,,,,,,,,"40.746172","-73.890208","404","25","267","4036730","4014860013","Elmhurst","POINT (-73.890208 40.746172)"
"SENIOR CENTER CONTRACTS","10G01","CONCOURSE PLAZA WELLNESS NC","MID BRONX SENIOR CITIZENS COUNCIL INC","900 GRAND CONCOURSE","BRONX","NY","10451","BRONX","718-588-8200","Y",,,,,,,,,,,,,,,"40.827412","-73.922277","204","16","18301","2002802","2024600001","East Concourse-Concourse Village","POINT (-73.922277 40.827412)"
"SENIOR CENTER CONTRACTS","18401","NORTHEAST BRONX NEIGHBORHOOD SENIOR CT","NORTHEAST BRONX SENIOR CITIZENS INC","2968 BRUCKNER BLVD.","BRONX","NY","10465","BRONX","718-892-6090","Y",,,,,,,,,,,,,,,"40.833889","-73.826264","210","13","164","2097558","2054200002","Schuylerville-Throgs Neck-Edgewater Park","POINT (-73.826264 40.833889)"
"SENIOR CENTER CONTRACTS","45N01","HANAC Harmony JVL Innovative Senior Center","HANAC INC.","27-40 HOYT AVENUE SOUTH","LONG ISLAND CITY","NY","11102","QUEENS","718-396-5002","Y",,,,,,,,,,,,,,,"40.771857","-73.9198","401","22","69","4537921","4008390001","Old Astoria","POINT (-73.9198 40.771857)"
"SENIOR CENTER CONTRACTS","26W01","WILLIAMSBURG NEIGHBORHOOD SENIOR CENTER","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","202 GRAHAM AVENUE","BROOKLYN","NY","11206","BROOKLYN","718-388-6865","Y",,,,,,,,,,,,,,,"40.708879","-73.943443","301","34","493","3344974","3030260001","Bushwick South","POINT (-73.943443 40.708879)"
"SENIOR CENTER CONTRACTS","43D01","SELFHELP LATIMER NST","SELFHELP COMMUNITY SERVICES INC","34-30 137TH STREET","FLUSHING","NY","11354","QUEENS","718-961-3660","Y",,,,,,,,,,,,,,,"40.766044","-73.829935","407","20","88901","4443410","4049510008","Flushing","POINT (-73.829935 40.766044)"
"SENIOR CENTER CONTRACTS","30B01","GRAND COALITION OF SENIORS NSC","GRAND STREET SETTLEMENT INC","80 PITT STREET","NEW YORK","NY","10002","MANHATTAN","646-201-4251","Y",,,,,,,,,,,,,,,"40.718328","-73.98245","103","02","2201","1084357","1003380001","Lower East Side","POINT (-73.98245 40.718328)"
"SENIOR CENTER CONTRACTS","15D01","PSS City Island Neighborhood Senior Center","PRESBYTERIAN SENIOR SERVICES","116 CITY ISLAND AVENUE","BRONX","NY","10464","BRONX","718-885-0727","Y",,,,,,,,,,,,,,,"40.841097","-73.784187","210","13","516","2082432","2056400010","Pelham Bay-Country Club-City Island","POINT (-73.784187 40.841097)"
"CASE MANAGEMENT SERVICES CONTRACTS","2ME01","HEIGHTS AND HILLS CASE MANAGEMENT BK-02","HEIGHTS AND HILLS INC.","57 WILLOUGHBY STREET","BROOKLYN","NY","11201","BROOKLYN","718-596-8789","Y",,,,,,,,,,,,,,,,,"302","33",,"3000338","3001470036",,
"SENIOR CENTER CONTRACTS","20J01","BROOKDALE NEIGHBORHOOD SENIOR CENTER","AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC","817 AVENUE H","BROOKLYN","NY","11230","BROOKLYN","718-854-7430","Y",,,,,,,,,,,,,,,"40.629268","-73.968686","314","40","460","3170160","3064960039","Flatbush","POINT (-73.968686 40.629268)"
"TRANSPORTATION SERVICES CONTRACTS","53801","CASC TRANSPORTATION","COMMUNITY AGENCY FOR SENIOR CITIZENS INC","56 BAY STREET","STATEN ISLAND","NY","10301","STATEN ISLAND","718-981-6226","Y",,,,,,,,,,,,,,,"40.640624","-74.075704","501","49","3","5000035","5000050103","West New Brighton-New Brighton-St. George","POINT (-74.075704 40.640624)"
"CAREGIVER SERVICES CONTRACTS","3K401","HMH CAREGIVER SERVICES MANHATTAN","HAMILTON MADISON HOUSE INC","100 GOLD STREET","NEW YORK","NY","10038","MANHATTAN","212-788-5580","Y",,,,,,,,,,,,,,,"40.710353","-74.004007","101","01","1501","1001289","1000940025","Battery Park City-Lower Manhattan","POINT (-74.004007 40.710353)"
"SENIOR CENTER CONTRACTS","35B02","AP Randolph Senior Center","ARC XVI FORT WASHINGTON INC","108 West 146th Street","NEW YORK","NY","10030","MANHATTAN","917-639-3054","Y",,,,,,,,,,,,,,,"40.821341","-73.936317","110","09","232","1060189","1020140036","Central Harlem North-Polo Grounds","POINT (-73.936317 40.821341)"
"SENIOR CENTER CONTRACTS","10M01","BAY EDEN NEIGHBORHOOD SENIOR CENTER","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","1220 EAST 229TH STREET","BRONX","NY","10468","BRONX","718-882-3815","Y",,,,,,,,,,,,,,,"40.884011","-73.842204","212","12","460","2093741","2049050360","Eastchester-Edenwald-Baychester","POINT (-73.842204 40.884011)"
"SENIOR CENTER CONTRACTS","44L01","SELFHELP AUSTIN STREET NSC","SELFHELP COMMUNITY SERVICES INC","106-06 QUEENS BOULEVARD","FLUSHING","NY","11375","QUEENS","718-520-8197","Y",,,,,,,,,,,,,,,"40.72212","-73.847335","406","29","711","4077479","4032370040","Forest Hills","POINT (-73.847335 40.72212)"
"SENIOR CENTER CONTRACTS","23801","AMICO 59TH ST NEIGHBORHOOD SR CITIZENS C","AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC AMICO","5901 13TH AVENUE","BROOKLYN","NY","11219","BROOKLYN","718-972-1558","Y",,,,,,,,,,,,,,,"40.629332","-73.998022","312","44","192","3141065","3057120001","Borough Park","POINT (-73.998022 40.629332)"
"SENIOR CENTER CONTRACTS","31Y01","CENTER ON THE SQUARE NSC","GREENWICH HOUSE INC.","20 WASHINGTON SQUARE NORTH","NEW YORK","NY","10011","MANHATTAN","212-777-3555","Y",,,,,,,,,,,,,,,"40.731781","-73.997705","102","01","63","1008851","1005510008","West Village","POINT (-73.997705 40.731781)"
"SENIOR CENTER CONTRACTS","24A02","SARATOGA SQUARE SENIOR CENTER","RISEBORO COMMUNITY PARTNERSHIP INC","930 HALSEY STREET","BROOKLYN","NY","11233","BROOKLYN","347-425-0676","Y",,,,,,,,,,,,,,,"40.685579","-73.916976","316","41","373","3339097","3014950013","Ocean Hill","POINT (-73.916976 40.685579)"
"SENIOR CENTER CONTRACTS","32T03","PSS MANHATTANVILLE SENIOR CENTER","PRESBYTERIAN SENIOR SERVICES","530 WEST 133RD STREET","NEW YORK","NY","10027","MANHATTAN","212-862-5562","Y",,,,,,,,,,,,,,,"40.818127","-73.954478","109","07","219","1084130","1019840001","Manhattanville","POINT (-73.954478 40.818127)"
"ELDER ABUSE SERVICES CONTRACTS","2E101","JASA ELDER ABUSE","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","44 COURT STREET","BROOKLYN","NY","11201","BROOKLYN","718-943-7752","Y",,,,,,,,,,,,,,,"40.692591","-73.990963","302","33","9","3002242","3002550001","Brooklyn Heights-Cobble Hill","POINT (-73.990963 40.692591)"
"SENIOR CENTER CONTRACTS","10S01","PSS ANDREW JACKSON NEIGHBORHOOD SR CT","PRESBYTERIAN SENIOR SERVICES","325 EAST 156TH STREET","BRONX","NY","10451","BRONX","718-885-1640","Y",,,,,,,,,,,,,,,"40.821439","-73.917995","201","17","69","2091224","2024160001","Melrose South-Mott Haven North","POINT (-73.917995 40.821439)"
"SENIOR CENTER CONTRACTS","10J01","RAIN GUNHILL NEIGHBORHOOD SENIOR CENTER","REGIONAL AID FOR INTERIM NEEDS INC","3377 WHITE PLAINS ROAD","BRONX","NY","10467","BRONX","718-881-5589","Y",,,,,,,,,,,,,,,"40.874872","-73.86706","212","12","374","2087299","2046240037","Williamsbridge-Olinville","POINT (-73.86706 40.874872)"
"SENIOR CENTER CONTRACTS","50601","GREAT KILLS NEIGHBORHOOD SENIOR CENTER","STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC","11 SAMPSON AVENUE","STATEN ISLAND","NY","10308","STATEN ISLAND","718-356-5050","Y",,,,,,,,,,,,,,,"40.552603","-74.149795","503","51","14605","5062569","5046240500","Great Kills","POINT (-74.149795 40.552603)"
"SENIOR CENTER CONTRACTS","31201","CARTER BURDEN LUNCHEON CLUB NSC","CARTER BURDEN NETWORK INC.","451 EAST 74TH STREET","NEW YORK","NY","10021","MANHATTAN","212-535-5235","Y",,,,,,,,,,,,,,,"40.768645","-73.953891","108","05","132",,,"Lenox Hill-Roosevelt Island","POINT (-73.953891 40.768645)"
"SENIOR CENTER CONTRACTS","43S02","ASTORIA NYCHA SITE 9","SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.","21-21 30TH DRIVE","LONG ISLAND CITY","NY","11102","QUEENS","718-726-9642","Y",,,,,,,,,,,,,,,"40.768135","-73.928916","401","22","79","4006319","4005500007","Old Astoria","POINT (-73.928916 40.768135)"
"SENIOR CENTER CONTRACTS","28K01","CCNS Riverway Innovative Senior Center","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","230 RIVERDALE AVENUE","BROOKLYN","NY","11212","BROOKLYN","718-942-5345","Y",,,,,,,,,,,,,,,"40.661083","-73.908024","316","42","916","3413856","3036030025","Brownsville","POINT (-73.908024 40.661083)"
"SENIOR CENTER CONTRACTS","10D01","VAN CORTLANDT NEIGHBORHOOD SENIOR CENT","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","3880 SEDGWICK AVENUE","BRONX","NY","10463","BRONX","718-549-4700","Y",,,,,,,,,,,,,,,"40.882997","-73.894008","208","11","409","2086830","2032460076","Van Cortlandt Village","POINT (-73.894008 40.882997)"
"SENIOR CENTER CONTRACTS","40C01","SUNNYSIDE COMMUNITY NSC","SUNNYSIDE COMMUNITY SERVICES INC","43-31 39TH STREET","LONG ISLAND CITY","NY","11104","QUEENS","929-335-7915","Y",,,,,,,,,,,,,,,"40.74519","-73.925909","402","26","179","4436677","4001910005","Hunters Point-Sunnyside-West Maspeth","POINT (-73.925909 40.74519)"
"NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS","N3E03","ISABELLA GERIATRIC RIVER TERRACE NORC","ISABELLA GERIATRIC CENTER INC","156-20 Riverside Drive West","NEW YORK","NY","10032","MANHATTAN","646-230-8530","Y",,,,,,,,,,,,,,,"40.835595","-73.948742","112","07","241","1063278","1021340206","Washington Heights South","POINT (-73.948742 40.835595)"
"SENIOR CENTER CONTRACTS","32B02","MELTZER TOWER SOCIAL CLUB","UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK","94 EAST 1ST STREET","NEW YORK","NY","10009","MANHATTAN","212-253-5624","Y",,,,,,,,,,,,,,,"40.722827","-73.987402","103","02","3002","1005743","1004290021","East Village","POINT (-73.987402 40.722827)"
"SENIOR CENTER CONTRACTS","43301","BAYSIDE NEIGHBORHOOD SENIOR CENTER","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","221-15 HORACE HARDING EXPRESSWAY","FLUSHING","NY","11364","QUEENS","718-225-1144","Y",,,,,,,,,,,,,,,"40.749688","-73.756559","411","23","138501","4161696","4075270065","Oakland Gardens","POINT (-73.756559 40.749688)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","15Z01","RAIN HOME DELIVERED MEALS","REGIONAL AID FOR INTERIM NEEDS INC","811 Morris Park Avenue","BRONX","NY","10462","BRONX","718-231-7246","Y",,,,,,,,,,,,,,,"40.876304","-73.848594","212","12","364","2060739","2047370105","Eastchester-Edenwald-Baychester","POINT (-73.848594 40.876304)"
"SENIOR CENTER CONTRACTS","24A03","BREVOORT SOCIAL CLUB","RISEBORO COMMUNITY PARTNERSHIP INC","280 RALPH AVENUE","BROOKLYN","NY","11233","BROOKLYN","347-318-3383","Y",,,,,,,,,,,,,,,"40.679794","-73.922153","303","41","381","3325173","3016880001","Crown Heights North","POINT (-73.922153 40.679794)"
"SENIOR CENTER CONTRACTS","32T01","PSS HARLEM NEIGHBORHOOD SENIOR CENTER","PRESBYTERIAN SENIOR SERVICES","18 MT. MORRIS PARK WEST","NEW YORK","NY","10027","MANHATTAN","212-222-3132","Y",,,,,,,,,,,,,,,"40.804822","-73.945457","111","09","198","1083967","1017190001","East Harlem North","POINT (-73.945457 40.804822)"
"SENIOR CENTER CONTRACTS","34104","Lincoln Social Club","CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.","60 EAST 135TH STREET","NEW YORK","NY","10037","MANHATTAN","212-926-4465","Y",,,,,,,,,,,,,,,"40.81161","-73.934935","111","09","210","1081120","1017570020","East Harlem North","POINT (-73.934935 40.81161)"
"SENIOR CENTER CONTRACTS","43S01","RAICES ASTORIA NEIGHBORHOOD SENIOR CTR","SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.","21-21 30TH DRIVE","LONG ISLAND CITY","NY","11102","QUEENS","718-726-9642","Y",,,,,,,,,,,,,,,"40.768135","-73.928916","401","22","79","4006319","4005500007","Old Astoria","POINT (-73.928916 40.768135)"
"CAREGIVER SERVICES CONTRACTS","4K301","CAREGIVER PROGRAM OF SNAP","SERVICES NOW FOR ADULT PERSONS INC","80-45 WINCHESTER BOULEVARD","JAMAICA","NY","11427","QUEENS","718-527-5380","Y",,,,,,,,,,,,,,,"40.674396","-73.732749","413","31","61602","4279577","4129800001","Rosedale","POINT (-73.732749 40.674396)"
"SENIOR CENTER CONTRACTS","21T01","VAN DYKE NEIGHBORHOOD SENIOR CENTER","WAYSIDE OUT-REACH DEVELOPMENT INC","430 DUMONT AVENUE","BROOKLYN","NY","11212","BROOKLYN","718-385-1110","Y",,,,,,,,,,,,,,,"40.664982","-73.903308","316","41","910","3328126","3037940001","Brownsville","POINT (-73.903308 40.664982)"
"CAREGIVER SERVICES CONTRACTS","4K101","WQCN AT SUNNYSIDE COMMUNITY SERVICES","SUNNYSIDE COMMUNITY SERVICES INC","43-31 39TH STREET","LONG ISLAND CITY","NY","11104","QUEENS","718-392-6945","Y",,,,,,,,,,,,,,,,,"402","26",,"4436677","4001910005",,
"SENIOR CENTER CONTRACTS","10F01","RAIN BOSTON SECOR NEIGHBORHOOD SR CTR","REGIONAL AID FOR INTERIM NEEDS INC","3450 BIVONA STREET","BRONX","NY","10475","BRONX","718-671-8550","Y",,,,,,,,,,,,,,,"40.882167","-73.832658","212","12","46202",,,"Co-op City","POINT (-73.832658 40.882167)"
"SENIOR CENTER CONTRACTS","30H01","NY CHINATOWN NEIGHBORHOOD SENIOR CENTER","CHINESE AMERICAN PLANNING COUNCIL INC","70 MULBERRY STREET","NEW YORK","NY","10013","MANHATTAN","212-233-8930","Y",,,,,,,,,,,,,,,"40.716092","-73.999203","103","01","29","1066494","1002000001","Chinatown","POINT (-73.999203 40.716092)"
"SENIOR CENTER CONTRACTS","23F02","ARMSTRONG SOCIAL CLUB","WAYSIDE OUT-REACH DEVELOPMENT INC","360 NOSTRAND AVENUE","BROOKLYN","NY","11216","BROOKLYN","718-638-3000","Y",,,,,,,,,,,,,,,"40.687303","-73.950965","303","36","243","3350437","3018020051","Bedford","POINT (-73.950965 40.687303)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","46H01","CCNS HOME DELIVERED MEALS","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","191 Joralemon St","BROOKLYN","NY","11201","BROOKLYN","718-357-4903","Y",,,,,,,,,,,,,,,"40.710318","-73.794757","408","24","454","4210504","4098400001","Briarwood-Jamaica Hills","POINT (-73.794757 40.710318)"
"ELDER ABUSE SERVICES CONTRACTS","4E101","JASA ELDER ABUSE","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","97-77 QUEENS BOULEVARD","FLUSHING","NY","11374","QUEENS","718-286-1524","Y",,,,,,,,,,,,,,,"40.728721","-73.858501","406","29","71701","4050482","4020920001","Rego Park","POINT (-73.858501 40.728721)"
"SENIOR CENTER CONTRACTS","31202","Carter Burden Roosevelt Island Neighborhood Senior Center","CARTER BURDEN NETWORK INC.","546 MAIN STREET","NEW YORK","NY","10044","MANHATTAN","212-980-1888","Y",,,,,,,,,,,,,,,"40.761781","-73.949762","108","05","23801","1083202","1013730030","Lenox Hill-Roosevelt Island","POINT (-73.949762 40.761781)"
"SENIOR CENTER CONTRACTS","41201","HANAC ANGELO PETROMELIS NSC","HANAC INC.","13-28 123RD STREET","FLUSHING","NY","11356","QUEENS","718-961-0344","Y",,,,,,,,,,,,,,,"40.786179","-73.844772","407","19","947","4096960","4039970035","College Point","POINT (-73.844772 40.786179)"
"SENIOR CENTER CONTRACTS","24P01","HOPE GARDENS MULTI SERVICE NSC","RISEBORO COMMUNITY PARTNERSHIP INC","195 LINDEN STREET","BROOKLYN","NY","11221","BROOKLYN","718-455-1100","Y",,,,,,,,,,,,,,,"40.69537","-73.917486","304","37","417","3076116","3033240019","Bushwick South","POINT (-73.917486 40.69537)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","36J01","CHARLES WALBURG HOME DELIVERED MEALS","CHARLES A WALBURG MULTI SERVICE ORGANIZATION INC","163 WEST 125TH STREET","NEW YORK","NY","10027","MANHATTAN","212-222-2552","Y",,,,,,,,,,,,,,,"40.808644","-73.947524","110","09","222","1081602","1019100001","Central Harlem South","POINT (-73.947524 40.808644)"
"HOME DELIVERED MEAL SERVICE CONTRACTS","46G01","JASA HOME DELIVERED MEALS","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","247 West 37th Street","NEW YORK","NY","10018","MANHATTAN","718-327-6023","Y",,,,,,,,,,,,,,,"40.593761","-73.753207","414","31","99802","4301622","4158100055","Far Rockaway-Bayswater","POINT (-73.753207 40.593761)"
"SENIOR CENTER CONTRACTS","10N01","WILLIAM HODSON NEIGHBORHOOD SENIOR CTR","WILLIAM HODSON COMMUNITY CENTER INC","1320 WEBSTER AVENUE","BRONX","NY","10456","BRONX","718-538-1515","Y",,,,,,,,,,,,,,,"40.834189","-73.90854","203","16","14701","2092074","2028940001","Claremont-Bathgate","POINT (-73.90854 40.834189)"
"SENIOR CENTER CONTRACTS","15E01","Neighborhood SHOPP Innovative Senior Center","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC","910 EAST 172ND STREET","BRONX","NY","10460","BRONX","718-542-0222","Y",,,,,,,,,,,,,,,"40.834198","-73.890157","203","17","155","2010507","2029770103","Crotona Park East","POINT (-73.890157 40.834198)"
"NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS","N3E02","EL CORAZON NNORC","ISABELLA GERIATRIC CENTER INC","4026 BROADWAY","NEW YORK","NY","10032","MANHATTAN","212-342-9617","Y",,,,,,,,,,,,,,,"40.841933","-73.939047","112","10","253","1063014","1021260001","Washington Heights South","POINT (-73.939047 40.841933)"
"SENIOR CENTER CONTRACTS","40T01","QUEENSBRIDGE-RIIS NSC","JACOB A RIIS NEIGHBORHOOD SETTLEMENT","10-25 41ST AVENUE","LONG ISLAND CITY","NY","11101","QUEENS","718-784-7447","Y",,,,,,,,,,,,,,,"40.755488","-73.945328","401","26","25","4433386","4004700100","Queensbridge-Ravenswood-Long Island City","POINT (-73.945328 40.755488)"
"SENIOR CENTER CONTRACTS","12R01","BRONX RIVER NEIGHBORHOOD SENIOR CENTER","INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC","1619 EAST 174TH ST","BRONX","NY","10472","BRONX","718-617-6334","Y",,,,,,,,,,,,,,,"40.83395","-73.876147","209","18","62","2092909","2038860002","West Farms-Bronx River","POINT (-73.876147 40.83395)"
