"requirements","opportunity_id","content_id","summary","category_description","title","display_url","recurrence_type","street_address","_2nd_address","city","state","postcode","country","website","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"<p>Come dressed in sturdy boots or shoes, long pants, and clothing that can get dirty. Volunteers are also encouraged to bring their own water bottles. Space is limited and registration is required. Volunteers under 18 must be accompanied by a chaperone.</p>","09/14 Bayside Green Neighborhood - Alley Pond Park Trail work","<p>Join NYC Parks Stewardship's monthly Green Neighborhood event in Bayside, Queens! Volunteers will learn how to identify and safely remove invasive plants as well as close desire lines in order to help restore the forest and create a healthier ecosystem.</p>","Join NYC Parks Stewardship's monthly Green Neighborhood event in Bayside, Queens!",,"New York City Department of Parks & Recreation","/opportunities/13958","onetime","421 E 21 STREET C4","E 21","Brooklyn","NY","11226","US","https://www.nycgovparks.org/reg/stewardship/7352","BROOKLYN","40.644032","-73.958791","314","40","514","3118558","3051520020","Flatbush"
,"QSCAN Presents: 2019 Annual New York Sickle Cell Walk-A-Thon","<p>Our Walk-A-Thon will begin at York College, where we will have a few tables set up for walkers to come by and register for the walk. We would need some volunteers behind the tables to hand out registration forms and assist with general registration. In addition to this, we need people to hand out refreshments to the walkers. </p>

<p>Before the walk, all volunteers need to be present at a brief orientation, which will take place at our office in Queens Village.</p>","QSCAN is proud to Celebrate SICKLE CELL AWARENESS MONTH by sponsoring their annual Walk-A-Thon on Saturday,
September 7, 2019, to bring awareness, education, and research about Sickle Cell Disease to the community at large.",,"Queens Sickle Cell Advocacy Network, Inc.","/opportunities/13960","onetime","331 Riverside Drive","3rd Floor","New York","NY","10025","US","https://nysicklecellwalkathon.myevent.com/","MANHATTAN","40.801804","-73.970375","107","6","191","1081591","1018910040","Upper West Side"
"<p>Mature volunteer, 18 years of age and over, flexible work schedule- to include hours between 11 am and 8 pm.</p>

<p>Ability to take directions, work as a team player as well as independantly. The volunteer must have excellent customer service skills. Bi-lingual in Spanish, Arabic or other is a plus!</p>

<p>An additional site interview will be conducted with prospective volunteers.</p>","Emergency Department Volunteer - Cobble Hill","<p>Volunteers are needed to assist with preparation for patients, organzie supplies, run errands, assist in keeping patient areas sanitary, Friendly visits with patients and other tasks as assigned.</p>","A dedicated volunteer is needed to assist with emergency room support for clinicians and patients at NYU Langone Emergency Department located in the Cobble Hill section of Brooklyn.",,"NYU Langone Hospital-Brooklyn","/opportunities/13961","ongoing","841 Broadway, Suite 301","301","New York","NY","10003","US","http://nyulangone.org/volunteer","MANHATTAN","40.734243","-73.990896","102","2","61","1080132","1005650015","West Village"
"<p>The Volunteer must have excellent communication skills, be able to engage patient,ability to carry supplies, ability to walk through the patient care units, sitting or standing while engaging in acitivities.</p>","CARE Volunteer","<p>Volunteer will visit with assigned patient and engage in conversation, activities such as coloring, playing cards, listening to music, reading or general conversation.</p>","Provide companionship for identified patients who could benefit from one to one interaction during their hospital stay.
The patient populations could include patients with Dementia, confusion, lack of social interaction.",,"NYU Langone Hospital-Brooklyn","/opportunities/13962","ongoing","331 Riverside Drive","3rd Floor","New York","NY","10025","US","http://nyulangone.org/volunteer","MANHATTAN","40.801804","-73.970375","107","6","191","1081591","1018910040","Upper West Side"
"<p>Come dressed in sturdy boots or shoes, long pants, and clothing that can get dirty. Volunteers are also encouraged to bring their own water bottles. Space is limited and registration is required. Volunteers under 18 must be accompanied by a chaperone.</p>","09/21 Edenwald Green Neighborhood - Seton Falls Park Forest Restoration","<p>Join NYC Parks Stewardship's monthly Green Neighborhood event in Seton Falls Park in The Bronx! Volunteers will learn how to identify and safely remove invasive plants in order to help create a healthier ecosystem.</p>","Join NYC Parks Stewardship's monthly Green Neighborhood event in Seton Falls Park in The Bronx!",,"New York City Department of Parks & Recreation","/opportunities/13963","onetime","36 Park Avenue",,"Bay Shore","NY","11706","US","https://www.nycgovparks.org/reg/stewardship/7358",,,,,,,,,
"<p>Volunteers should dress in clothes that can get dirty and closed-toe shoes. They are also encouraged to bring their own water bottles. Volunteers under 18 must be accompanied by a chaperone. Space is limited and registration is required.</p>","09/21 Rockaway Beach - Wetland Clean-up","<p>Join the Stewardship Team to help care for Rockaway Beach! Volunteers will help clean up Rockaway Beach by removing debris from the coastline. </p>","Join the Stewardship Team to help care for Rockaway Beach!",,"New York City Department of Parks & Recreation","/opportunities/13964","onetime","Across from 156-10 Baisley Blvd.",,"Jamaica","NY","11434","US","https://www.nycgovparks.org/reg/stewardship/7359","QUEENS","40.675633","-73.783342","412","28","294","4265978","4122610001","Springfield Gardens North"
,"Classroom Volunteer/Writing Coach","<p>Volunteer with <a href=""http://www.behindthebook.org"">Behind the Book</a>, a non-profit literacy organization that inspires New York City public school students to explore stories and empower their voices.</p>

<p>Through our rich, innovative programs, accomplished authors of books that speak to urban youth visit high-needs Pre-K-12th-grade classrooms to guide students in creating their own writing projects. Programs are integrated into the teacher's curricula, and adhere to Common Core standards.</p>

<p>You need no experience or training to volunteer. We provide advance information on your role, and hold a brief orientation right before a workshop begins. As a coach, you'll support and encourage students as they edit their writing, do research, or create artwork.</p>

<p>Individual workshops run an average of 90 minutes on a week day. You can sign up for any number of workshops in any number of programs, which span a few weeks. Our partner schools are in Brooklyn, lower and upper Manhattan, and the Bronx.</p>

<p>To join our volunteer team and receive announcements of new programs as they're scheduled throughout the school year, please submit <a href=""http://www.behindthebook.org/join-us/volunteer/"">our brief questionnaire</a>. For more information, contact <a href=""mailto:volunteer@behindthebook.org?subject=Volunteering%20for%20Behind%20the%20Book"">volunteer@behindthebook.org</a>.</p>","Behind the Book is a non-profit literacy organization that inspires NYC public school students to love reading. Our rich, innovative programs, which are part of the curriculum, bring accomplished authors into high-needs Pre-K-12 classrooms to guide students in creating their own writing projects.",,"Behind the Book","/opportunities/13966","ongoing","500 Riverside Drive",,"New York","NY","10027","US","http://www.behindthebook.org","MANHATTAN","40.814556","-73.962475","109","7","211","1059870","1019940057","Morningside Heights"
,"Brooklyn Community Services' ONE BK Unite 2019 Walk!!","<p><strong>JOIN US FOR ONE BK Unite 2019:</strong></p>

<p>Sunday, September 15, 2019 ;  Grand Army Plaza Entrance to Prospect Park </p>

<p>-  <strong>REGISTRATION: </strong>starts at 11 AM</p>

<p>-  <strong>WALK:</strong> begins at 12 PM</p>

<p>- <strong>PRIZES &amp; PERKS:</strong> Only $15 to sign up. Free limited edition ONE BK Unite 2019 T-Shirt for all participants. Amazon gift card to the TOP 3 fundraisers. Everyone who raises over $1,000 will receive a BCS tote bag + water bottle.</p>

<p>- <strong>NEW this year:</strong> pre-walk refreshments and post-walk celebration!</p>

<p>- <strong>SIGN UP TODAY:</strong> <a href=""http://onebkunite.org/"">onebkunite.org</a></p>

<p> </p>

<p><strong>ONE BK Unite</strong> brings together hundreds of Brooklynites to walk or donate for this annual event benefiting the work of BCS and our partner organization, Turning Point Brooklyn.  You can sign up as an individual walker, start team, or join an existing team. Everyone is welcome and all funds raised benefit the important work of BCS. From mental health services to afterschool programs to our vibrant community centers, BCS is there for Brooklyn.  Whether you're passionate about education or workforce development, homelessness or supporting people with disabilities, we need your help to change the lives of more Brooklynites.</p>

<p><em><strong>SIGN UP HERE</strong></em>: <a href=""http://onebkunite.org/"">onebkunite.org</a></p>

<p> </p>

<p>** In addition to participating in the walk, volunteers are needed to assist with passing out water, BCS swag, helping to setup and breakdown, and serve as direction leaders along the walk route. If you are interested in volunteering for ONEBK Unite, please email: <strong>volunteer@wearebcs.org</strong> for more information. **   </p>","JOIN US FOR ONE BK Unite 2019: 

Sunday, September 15, 2019 ;  Grand Army Plaza Entrance to Prospect Park 

ONE BK Unite brings together hundreds of Brooklynites to walk or donate for this annual event benefiting the work of BCS and our partner organization, Turning Point Brooklyn.",,"Brooklyn Community Services","/opportunities/13967","onetime","Conference House Park","Lenape Playground, Billop Street & Swinnerton Avenue","Staten Island","NY","10307","US","https://secure.qgiv.com/event/onbuni201/","STATEN IS",,,,,,"5000000","5078570001",
,"Help BCS build a playground at Prospect Plaza!","<p><strong>Help Brooklyn Community Services build a playground in partnership with Pure Good Foundation and KaBOOM!!</strong></p>

<p> </p>

<p><strong>SIGN UP HERE:</strong> <a href=""https://www.eventbrite.com/e/help-build-a-playground-at-prospect-plaza-tickets-65251355561"">https://www.eventbrite.com/e/help-build-a-playground-at-prospect-plaza-tickets-65251355561</a></p>

<p> </p>

<p><strong>Who:</strong> A total of approximately 150 volunteers from Pure Good Foundation, Brooklyn Community Services, and KaBOOM! Work is available for volunteers of all levels of skill and ability.</p>

<p>**Please note - All youth under the legal working age for this state will be welcome to participate in youth activities but will not be able to participate in building in the playground construction areas. We encourage volunteers to bring their child/children, simply fill out this questionnaire: <strong>https://forms.gle/5s8Ys7QQFKGkqjmh7</strong> **</p>

<p> </p>

<p><strong>When:</strong> Friday, October 4, 2019 from 8:00 AM - 3:00 PM</p>

<p> </p>

<p><strong>Where:</strong> Prospect Plaza, 1845 Sterling Place, Brooklyn 11233</p>

<p> </p>

<p><strong>What's Provided: </strong>Breakfast, lunch and water will be provided. Gloves and other safety materials will be provided for the projects that require them. <em>All volunteers will receive a T-shirt to wear during the project.</em></p>

<p> </p>

<p><strong>What to Wear:</strong> The playground build will happen rain or shine. Please come dressed for the weather. Closed-toe shoes are required; sneakers or work boots that you don't mind getting dirty are advisable. Please leave valuables at home as secure storage is not available on site.</p>

<p> </p>

<p><strong>Build Site Rules:</strong> All participants must comply with the following practices. These rules have been established and agreed upon to ensure the safety, comfort and respect for all involved. Failure to comply will result in immediate dismissal from the project.</p>

<ul>
	<li>Work together, treat everyone with respect and use family-friendly, inclusive language</li>
	<li>Report any unsafe or inappropriate behavior to on-site staff</li>
	<li>Please comply with all requests from on-site staff</li>
	<li>Follow all safety guidelines</li>
	<li>Only pre-approved power tools are permitted</li>
	<li>Closed-toe shoes are required</li>
	<li>Youth may not participate in areas of active construction</li>
	<li>No smoking, alcohol or drugs</li>
	<li>The use or carry of firearms is prohibited *with the exception of certified, active officers</li>
</ul>

<p> </p>

<p><strong>Build Week Schedule</strong></p>

<p><strong>Prep Day 1:</strong> Wednesday, October 2, 2019</p>

<p>30 volunteers are needed.</p>

<p>• 8:00 AM - Volunteers arrive and register</p>

<p>• 5:00 PM - All prep work completed (approximate time)</p>

<p> </p>

<p><strong>Prep Day 2:</strong> Thursday, October 3, 2019</p>

<p>15 volunteers should be on ""stand-by"" in case they are needed.</p>

<p>• 8:00 AM - Volunteers arrive and register</p>

<p>• TBD - All prep work completed</p>

<p> </p>

<p><strong>Build Day:</strong> Friday, October 4, 2019</p>

<p>150 volunteers are needed.</p>

<p>• 6:30 AM - Team Leaders arrive</p>

<p>• 8:00 AM - Volunteers arrive and register</p>

<p>• 8:30 AM - Kick-off ceremony</p>

<p>• 2:30 PM - Ribbon-cutting ceremony</p>

<p> </p>

<p><strong>SIGN UP TODAY:</strong> <a href=""https://www.eventbrite.com/e/help-build-a-playground-at-prospect-plaza-tickets-65251355561"">https://www.eventbrite.com/e/help-build-a-playground-at-prospect-plaza-tickets-65251355561</a></p>","Help a total of approximately 150 volunteers from Pure Good Foundation, Brooklyn Community Services, and KaBOOM to build a playground at Prospect Plaza.

SIGN UP HERE: https://www.eventbrite.com/e/help-build-a-playground-at-prospect-plaza-tickets-65251355561",,"Brooklyn Community Services","/opportunities/13968","onetime","487 Manhattan avenue",,"New York","NY","10027","US","https://www.eventbrite.com/e/help-build-a-playground-at-prospect-plaza-tickets-65251355561","MANHATTAN","40.807801","-73.95481","110","9","257","1059136","1019470015","Central Harlem South"
"<p>Shift work determined by the scale of the event; a minimum requirement of two 8-hours shifts per month during the weekday and weekends</p>","Transportation Specialist","<p> </p>

<p>If you have a little free time, love driving, and enjoy meeting new people, the Red Cross has a great volunteer position for you! Are you a dependable, safe and courteous driver who wants to make a difference in your community?<br />
 </p>

<ul>
	<li>Become an Authorized Drivers comfortable driving vehicles of varying sizes including Sedans, SUVs and 8-Person Passenger Vans</li>
	<li>Will be supporting the activities of different lines of services including Disaster Services</li>
	<li>Transportation of passengers and/or materials supplies to volunteer events</li>
	<li>Support the Red Cross mission</li>
	<li>Maintain professionalism and conduct as stated in the Red Cross Code of Conduct</li>
	<li>Be responsible for passenger safety</li>
</ul>","Assist in delivering excellent customer service and supporting the material needs of an operation, by providing transportation services for our Lines of Services.",,"American Red Cross in Greater New York (NYC)","/opportunities/13969","ongoing","777 Rutland Road","Corner of Troy and Albany Avenue","Brooklyn","NY","11203","US","https://www.lighthouseguild.org/","BROOKLYN","40.66039","-73.934798","309","41","876","3327670","3048080037","Prospect Lefferts Gardens-Wingate"
"<p><strong>QUALIFICATIONS:</strong></p>

<ol>
	<li>Excellent verbal communication skills, as well as customer service skills, required.</li>
	<li>Must be engaging and comfortable working with people who are visually impaired and developmentally disabled.</li>
	<li>Must be mature, reliable, and courteous, have good judgment and be professional.</li>
	<li>The ability to understand and follow instructions/directions is required.</li>
	<li>Must be organized and able to work in an environment with priority changes.</li>
	<li>Able to work independently with minimal supervision and as a member of a team.</li>
	<li>Bilingual Spanish/English preferred but not required.</li>
</ol>

<p><strong>DETAILS OF SERVICE OPPORTUNITY</strong>: Candidates must be available Monday-Saturday from 8:30AM-3:00PM. The hours served will be commensurate with the school requirements. <strong>A health form and proof of immunizations must be completed by physician. All candidates must be tested for TB prior to volunteering.</strong>&nbsp; The attire during this position is business casual.</p>

<p>To express your interest in this opportunity, submit a resume to volunteer@lighthouseguild.org. Please include the days and hours you are available to serve. Direct all questions to The Volunteer Resources Department at (646) 874-8688.</p>

<p>&nbsp;</p>","GuildCare Program Intern","<p><strong>PRINCIPAL DUTIES AND RESPONSIBILITIES:</strong></p>

<p>Under the direction of the program director or designee the intern will:</p>

<ol>
	<li>Greet clients and direct them to their daily activities.</li>
	<li>Serve as a human guide/escort within the building and on field trips when necessary.</li>
	<li>Assist with daily recreational programs as needed.</li>
	<li>Help maintain an orderly and welcoming place for clients.</li>
	<li>Assist with food service (breakfast, lunch).</li>
	<li>Provide administrative support as needed.</li>
</ol>","Adult Day Health Care Program (GuildCare, Manhattan), provides healthcare and recreation for multicultural seniors with vision loss, multiple developmental disabilities and chronic medical conditions, is looking for an intern to support all aspects of the general operations of this program.",,"Lighthouse Guild International","/opportunities/13970","ongoing","7 Hanover Square",,"New York","NY","10004","US","https://www.nycgovparks.org/reg/stewardship/7366","MANHATTAN","40.70447","-74.009406","101","1","9","1000855","1000300019","Battery Park City-Lower Manhattan"
"<p>Online Registraion Required. Under 18 must be accompanied by a chaperone&nbsp;</p>","09/07 Astoria Street Tree Care","<p>Come work with NYC Parks Stewardship to care for local street trees! Volunteers will learn how to aerate, cultivate, mulch, and identify street trees. They will also learn about the important roles street trees play in New York City. Volunteers should dress in clothes that can get dirty and closed toe shoes. They are also encouraged to bring their own water bottles. Space is limited and registration is required. Volunteers under 18 must be accompanied by a chaperone.</p>","Come work with NYC Parks Stewardship to care for local street trees! Volunteers will learn how to aerate, cultivate, mulch, and identify street trees.",,"New York City Department of Parks & Recreation","/opportunities/13971","onetime","7 Hanover Square",,"New York","NY","10004","US","https://www.nycgovparks.org/reg/stewardship/7366","MANHATTAN","40.70447","-74.009406","101","1","9","1000855","1000300019","Battery Park City-Lower Manhattan"
"<p><strong>QUALIFICATIONS:</strong></p>

<ol>
	<li>Interest in healthcare administration and course work in medical billing is necessary.</li>
	<li>Excellent verbal communication skills, as well as customer service skills, required.</li>
	<li>Knowledge of Microsoft Word and Excel is required.</li>
	<li>Must be comfortable working with people who are visually impaired and who have other disabilities.</li>
	<li>Must be motivated to learn, energetic, and work well with others.</li>
	<li>The ability to understand and follow instructions/directions is required.<br />
	&nbsp;</li>
</ol>

<p><strong>DETAILS OF SERVICE OPPORTUNITY</strong>: Candidates must be available at least two days per week for at least 3 three months, Monday-Friday from 9:00 am - 3:00 pm. Education about the population will be provided along with information about healthy boundaries, treatment principles and human guide techniques. Training will be provide to use the Cerner Behavioral Health IT System as well the organizational policies and procedures. <strong>Candidates must successfully clear the fingerprinting process.</strong> The attire during this position is business casual.</p>

<p>&nbsp;</p>

<p>To express your interest in this opportunity, submit a resume to volunteer@lighthouseguild.org. Please include the days and hours you are available to serve. Direct all questions to The Volunteer Resources Department at (646) 874-8688.</p>","Behavior Health Medical Billing Intern","<p><strong>PRINCIPAL DUTIES AND RESPONSIBILITIES:</strong></p>

<p>Under the direction of the administrative supervisor, the program assistant will:</p>

<ol>
	<li>Generate the following report of the previous days visits: Client Service list, Duplicate service reports, third party billing suspense report, etc.</li>
	<li>Check explanations of benefit (EOB) for any unpaid claims and call insurance company to identify cause for non-payment. E-mail Finance Dept with EOB and non-payment explanation for resubmission.</li>
	<li>Add new clients to the Cerner database.</li>
	<li>Add prior authorization to client’s profile if needed.</li>
	<li>Obtain authorizations from insurance companies where prior authorization is a requirement.</li>
	<li>Maintain an Excel spreadsheet with provider client list, including insurance information.</li>
	<li>Verify the insurance information for all intake clients.</li>
	<li>Help the front desk by answering phones and checking in clients at time of visit.</li>
	<li>Review and update the log of collected co-payments.</li>
	<li>Assist with other activities assigned by their supervisor.</li>
</ol>","Behavioral Health Department helps individuals with psychiatric diagnoses remain in the community and prevent psychiatric hospitalization. The Continuing Treatment Program provides therapeutic groups to people in need. We are looking for candidates to assist the medical billing needs of this program",,"Lighthouse Guild International","/opportunities/13972","ongoing","Centro Tlanezcalli","2770 Third Avenue, First Floor","Bronx","NY","10455","US","https://www.lighthouseguild.org/",,,,,,,,,
"<p><strong>Qualifications: </strong></p>

<ol>
	<li>Knowledge of Microsoft Word and Excel required.</li>
	<li>Strong <strong><em>written and oral</em></strong> communication skills, including clear diction is required.</li>
	<li>The ability to take and follow instruction, take initiative and apply critical thinking skills is required.</li>
	<li>Prior experience where customer service skills have been used is preferred.</li>
	<li>Interest in business/public administration, marketing and taking on responsibilities that are important to the operation of the Volunteer Resources Department is necessary.</li>
	<li>&nbsp;Experience managing a project independently then to completion is required.</li>
	<li>The ability to exhibit excellence in the execution of your responsibilities is required.</li>
</ol>

<p>&nbsp;</p>

<p>The ideal candidate is available approximately 12-20 hours per week and will be present in the office 3 or 4 days per week for at least 4 hours per day. Please submit a resume and <strong>writing sample</strong> to <a href=""mailto:volunteer@lighthouseguild.org"">volunteer@lighthouseguild.org</a>. Please include the hours you are available to work in your cover letter. Direct all questions to the Volunteer Resources Department (646) 874-8688. &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>","Project Assistant Intern","<p>Ideal for a student with interest in non-profit management, human resources administration or business management, who possess strong customer service orientation and communications skills. The intern will help implement and administer the volunteer recruitment activities for Lighthouse Guild. At the conclusion of this internship, the student will know the essentials of recruiting, screening, placing, orienting, training and cultivating volunteers for an organization.</p>

<p><strong>Principle duties and responsibilities:</strong></p>

<p>Under the direction of the Director:</p>

<ol>
	<li>Create recruiting documents.</li>
	<li>Conduct outreach efforts to get information about the organization’s volunteer opportunities to potential volunteers.</li>
	<li>Process new volunteers.</li>
	<li>Staff volunteer events.</li>
	<li>Communicate with volunteers.</li>
	<li>Assist with program creation and implementation.</li>
	<li>Conduct internet research.</li>
	<li>Support the administrative needs of the department.</li>
</ol>","Volunteer Resources Department administers the volunteer recruitment, screening and interviewing, orientation, training and education, placement and referral, retention and recognition processes for Lighthouse Guild.",,"Lighthouse Guild International","/opportunities/13973","ongoing","1 Centre Street",,"New York","NY","10007","US","https://www.lighthouseguild.org/","MANHATTAN","40.713001","-74.004181","101","1","29","1001394","1001210001","Chinatown"
"<p><strong>Qualifications:</strong></p>

<ol>
	<li>Strong verbal and written communication skills.</li>
	<li>Able to handle confidential information.</li>
	<li>Able to arrive on time and be ready to work.</li>
	<li>A strong customer service orientation, good interpersonal skills and math aptitude.</li>
	<li>Knowledge of Microsoft Word and Excel required.</li>
	<li>The ability to take and follow instruction and apply critical thinking skills.<br />
	&nbsp;<br />
	<strong>Detail of service opportunity: </strong>This internship will take place Monday through Friday, 9:00 am &ndash; 5:00 pm.<br />
	&nbsp;<br />
	<strong>Attire: </strong>Business/<strong> </strong>Business Casual (no jeans or sneakers)<br />
	&nbsp;<br />
	Please submit a resume to <a href=""mailto:volunteer@lighthouseguild.org"">volunteer@lighthouseguild.org</a> . Please include the hours you are available to work in your cover letter. Direct all questions to Cheryl A. Pemberton-Graves, Director of Volunteer Resources and The Print Access Center (646) 874-8688.</li>
</ol>","Reading Service intern","<p>The responsibilities will range from outreach to potential clients, identification of candidates for the program and recruiting and placing volunteers to support the program’s reading needs. This intern will also assist with the execution of the business development plan for the Reading Services Program.</p>

<p><strong>Principle duties and responsibilities:</strong></p>

<ol>
	<li>Answer phone calls.</li>
	<li>Receive volunteers and clients.</li>
	<li>Manage cancellations and makes appropriate notifications.</li>
	<li>Identify on call readers to fill vacancies.</li>
	<li>Escorts visually impaired clients if needed.</li>
	<li>Distributes assistive devices for reading.</li>
	<li>Manage the pairing of clients and volunteers.</li>
	<li>Fills in as reader to visually impaired client if necessary.</li>
	<li>Other administrative duties as assigned, including identifying new clients.</li>
</ol>","The Reading Service Program connects visually impaired individuals with a reading volunteer who provides assistance accessing written materials. This position will help coordinate schedules, receive and match clients and volunteers and ensure the smooth running of the program.",,"Lighthouse Guild International","/opportunities/13974","ongoing","67-09 108th St.",,"Forest Hills","NY","11375","US","https://www.lighthouseguild.org/","QUEENS","40.728702","-73.847414","406","29","741","4051865","4021760001","Forest Hills"
"<p>&nbsp;</p>

<p><strong>Qualifications</strong></p>

<ul>
	<li>Pursuing a degree in Computer Science or relevant degree.</li>
	<li>Able to learn independently, with the ability to meet deadlines in a fast-paced and rapidly changing environment.</li>
	<li>Strong writing skills and understanding of how to write SEO-Friendly content a plus.</li>
	<li>Proficient in Adobe Creative Suite and/or video editing software a plus.</li>
	<li>Creative, proactive self-starter as well as attention to detail and problem solving skills.</li>
	<li>Proficient with Mac OS.</li>
</ul>

<p><strong>Details of the Opportunity</strong></p>

<p>The internship will require a minimum of 10 - 15 hours per week Monday through Friday. Business casual attire (no jeans, no sneakers) is required during the internship.&nbsp;</p>

<p><strong>Attire: </strong>Business/<strong> </strong>Business Casual (no jeans or sneakers).</p>

<p>Please submit a resume to <a href=""mailto:volunteer@lighthouseguild.org"">volunteer@lighthouseguild.org</a>. Please include the hours you are available to work. Any questions should be directed to The Volunteer Resources Department at (646) 874-8688.&nbsp;</p>","Web Design and Development Intern","<p><strong>Principle Duties and Responsibilities</strong></p>

<ul>
	<li>Front-end development for web and mobile.</li>
	<li>Experience in HTML5, CSS3 and Adobe Suite. Knowledge of WordPress, JavaScript, JQuery or PHP is a huge plus.</li>
	<li>Optimize website with SEO-friendly content.</li>
	<li>Assist in the design, creation, and management of marketing emails, landing pages, and other web assets.</li>
	<li>Design print and digital materials and prep existing designs for production.</li>
	<li>Ensure visual consistency of the brand across various touch points. (advertisement, banners, email campaigns, social media pages, etc.)</li>
	<li>Track Google Analytics website performance to optimize and increase engagement.</li>
	<li>Other duties as assigned.</li>
</ul>","Lighthouse Guild is looking for a highly curious and motivated Web Designer/Developer intern to be a part of our marketing team to help develop and maintain our website.",,"Lighthouse Guild International","/opportunities/13975","ongoing","620 Atlantic Ave",,"Brooklyn, New York","NY","NY 11217","US","https://www.lighthouseguild.org/",,,,,,,,,
"<p><strong>Qualifications:</strong></p>

<ul>
	<li>Data Analytic student with previous exposure to data analytic software</li>
	<li>Knowledge of Hadoop family, Alteryx, Tableau and related software is required or preferred or neither.</li>
	<li>Working towards a degree in Computer Science, Mathematics, Statistics, Economics, or the like</li>
	<li>Must be a self-starter who is comfortable working on a team or independently.</li>
	<li>Exhibits an attention to detail and an ability to produce a high quality product.</li>
	<li>Must be proficient with Microsoft Office suite of products.</li>
</ul>

<p><strong>Details of the Opportunity:</strong>&nbsp; The internship will begin immediately and will require 12- 15 hours per week 9 AM &ndash; 5 PM Monday through Friday for at least three months.&nbsp; Business casual attire (no jeans, no sneakers) is required during the internship.</p>

<p>Please submit a resume to <a href=""mailto:volunteer@lighthouseguild.org"">volunteer@lighthouseguild.org</a> . Please include the hours you are available to work. Any questions should be directed to Cheryl A. Pemberton-Graves, Director of Volunteer Resources (646)874-8688.</p>","Data Analytics Intern","<p>Lighthouse Guild seeks an intern with prior exposure to data analytic software. The student will interact directly with the Chief Information Officer and his team. The candidate will gain a greater understanding of data analysis and the intersection with the healthcare industry.</p>

<p><strong>Principle Duties and Responsibilities:</strong></p>

<ul>
	<li> Big data ingestion</li>
	<li>Cleaning and presentation project featuring Hadoop family, Alteryx, Tableau and related software</li>
	<li>Participate with data team in building data lake architecture.</li>
	<li>Provide other assistance to the data analytics team as needed.</li>
	<li>Scope of assignment depends upon level of skill and proficiency with data tools.</li>
</ul>","Information technology (IT) is responsible for the application of computers to store, retrieve, transmit and manipulate data, or information for Lighthouse Guild.  This internship is an ideal match for a student majoring in data analytics who is interested in working in a healthcare environment.",,"Lighthouse Guild International","/opportunities/13976","ongoing","Alley Pond Park","Alley Pond Adventure Course Parking Lot","Queens","NY","11364","US","https://www.lighthouseguild.org/","QUEENS","40.752842","-73.74637","411","23","138502","4000000","4075750001","park-cemetery-etc-Queens"
"<p><strong>Qualifications:</strong></p>

<ul>
	<li>Must be a self-starter and able to address the needs of the organization.</li>
	<li>Basic knowledge of the fundamentals of IT networking and Telephone Systems.</li>
	<li>Must be proficient in computer hardware and software basics.</li>
	<li>Must be proficient with Microsoft Office, especially Outlook, WORD and Excel.</li>
	<li>Must be able to lift equipment, read very small print including serial numbers</li>
	<li>A student in an academic program for an information systems technology degree preferred.</li>
</ul>

<p><strong>Details of the Opportunity:</strong>&nbsp; The internship will begin immediately and will require 12-15 hours per week 9 AM &ndash; 5 PM Monday through Friday for at least three months. Business casual attire (no jeans, no sneakers) is required during the internship.</p>

<p>&nbsp;</p>

<p>Please submit a resume to <a href=""mailto:volunteer@lighthouseguild.org"">volunteer@lighthouseguild.org</a> . Please include the hours you are available to work. Any questions should be directed to Cheryl A. Pemberton-Graves, Director of Volunteer Resources (646) 874-8688.</p>","Information Technology Intern","<p>Lighthouse Guild seeks an intern to perform administrative tasks which are associated with computer, network and printing related issues on a daily basis. He/she may also be required to perform other IT related duties.</p>

<p><strong>Principle Duties and Responsibilities:</strong></p>

<ul>
	<li>Inventory technology across the enterprise and record information on spreadsheet.</li>
	<li>Diagnose and repair computer related issues.</li>
	<li>Diagnose simple network problems and resolve them quickly and effectively.</li>
	<li>Assist with Help Desk function as needed</li>
	<li>Provide other administrative support required for the operation of the IT Department as needed.</li>
</ul>","Information technology (IT) is responsible for the application of computers to store, retrieve, transmit and manipulate data, or information for Lighthouse Guild.  This opportunity is an ideal match for a student majoring in data analytics who is interested in working in a healthcare environment.",,"Lighthouse Guild International","/opportunities/13977","ongoing","207-08 Hollis Ave.",,"Queens Village","NY","11429","US","https://www.lighthouseguild.org/","QUEENS","40.707553","-73.749889","413","27","512","4439444","4109480075","Queens Village"
