"hmp_index","mitigation_actions_title","mitigation_actions_description","hazard_addressed","lead_agency","schedule_phase","action_category","support_agency","funding_source","cost_estimate","overall_start","overall_finish","additional_info","goals_objectives","priority","website","notes","mapped"
"MH.E.189","Bellevue Hospital/Basemment & Fire Alarm Restoration","Complete remaining restoration work in various areas throughout the basement totaling ~25,000SF. Areas will require new floors, walls, ceilings, lighting, electrical and low voltage wiring, patching and painting. Restoration of basement Fire alarm systems including smoke detection, horns, speakers and strobes and illuminated exit signs in the locker rooms and old OCME morgue area. - Scope to also include Basement Flood Stats (@ Ambulatory Building)","Coastal storms,Flooding","Economic Development Corporation,NYC Health + Hospitals","Existing","Emergency Services",,"FEMA","3000000",,,,"1.1,2.1,2.7,2.8","N/A",,,"Points"
"MH.E.190","Bellevue Hospital/Resurfacing loading dock","The basement loading dock roadways and drainage systems will be replaced and repaired. All necessary infrastructure upgrades and adjustments as well as any electrical design, mechanical design, and architectural / structural design as related to the improvements will be incorporated.","Coastal storms,Flooding","Economic Development Corporation,NYC Health + Hospitals","Existing","Emergency Services",,"FEMA","3000000",,,,"1.1,2.1,2.7,2.8","N/A",,,"Points"
"MH.E.191","Bellevue Hospital/Parking Lot Lifts","The parking lifts in the viaduct under the FDR drive and the other parking lot across the street from Bellevue access road will be replaced. All necessary infrastructure upgrades and adjustments as well as any electrical design, mechanical design, and architectural / structural design as related to the improvements will be incorporated.","Coastal storms,Flooding","Economic Development Corporation,NYC Health + Hospitals","Existing","Emergency Services",,"FEMA","1200000",,,,"1.1,2.1,2.7,2.8","N/A",,,"Points"
"MH.E.192","Bellevue Hospital/Flood Mitigation","Construct a flood wall, raise electrical service, install new elevators, relocate critical parts of the campus to the 500 year flood level.","Coastal storms,Flooding","Economic Development Corporation,NYC Health + Hospitals","Existing","Property Protection",,"FEMA","445000000",,,,"1.1,2.1,2.7,2.8","N/A",,,"Points"
"MH.E.193","Overhead electric system improvements","Fortify the overhead system from wind and tree damage by reducing circuits into smaller segments, isolating open wire spurs from feeder main runs, improving auto-loop reliability, and selective undergrounding of overhead infrastructure.","Coastal Storms,Infrastructure Failure,Severe Weather,Winter Storms","Con Edison","Completed","Prevention and Policy",,"Authority Expense","250000000",,,,"2.7,3.3","N/A",,,"Not Mapped"
"MH.E.194","Underground electric system improvements","Fortify the underground system by installing submersible equipment in flood-prone areas and applying sectionalizing strategies to minimize number of customers impacted by flooding.","Flooding,Infrastructure Failure,Severe Weather,Winter Storms","Con Edison","Completed","Prevention and Policy",,"Authority Expense","200000000","2013-01-22T00:00:00.000","2016-01-22T00:00:00.000",,"2.7,3.3","N/A",,,"Not Mapped"
"MH.E.195","Gas system Improvements","Fortify the gas system by installing special valves to prevent water infiltration and replacing cast-iron and bare-steel mains in flood zones.","Coastal Storms,Flooding,Infrastructure Failure","Con Edison","Existing","Prevention and Policy",,"Authority Expense","100000000",,,"We continue to replace Cast Iron and Unprotected Steel in flood zones.  We target 4 miles of replacement annually and will continue to do so until all inventory in flood zones is replaced (approximately 10 years).","2.7,3.3","N/A",,,"Not Mapped"
"MH.E.196","Storm-hardening of critical facilities","The Company has implemented current FEMA 100-year flood levels plus three feet in our storm hardening designs.  The storm hardening efforts were implemented at  critical facilities by installing sheet pile walls, flood barriers, gates and doors, concrete reinforced walls and pumping stations.  Where feasible, Con Edison implemented a defense-in-depth approach by additionally raising critical equipment and installing platforms for new structures.  All at-risk, critical Con Edison facilities have been protected up to this design level, and the flood design specification ensures that any future modifications to these facilities account for flood protection and best available flood data.","Coastal Storms,Flooding,Infrastructure Failure","Con Edison","Completed","Prevention and Policy",,"Authority Expense","400000000",,,,"2.2,2.7,3.3","N/A",,,"Not Mapped"
"MH.E.197","Retail resiliency study","The Resilient Retail initiative will consider the unique characteristics of commercial retail corridors located within New York Citys floodplain and the specific risks and opportunities each faces in order to manage flood risk and strengthen the vitality of retail corridors and the neighborhoods they serve. The study will also identify options to ensure that critical goods and services are available locally for all communities in the floodplain.","Coastal Storms,Flooding","Department of City Planning","Completed","Prevention and Policy",,"CDBG","0","2013-01-01T00:00:00.000","2016-12-01T00:00:00.000",,"3.3","N/A",,,"Not Mapped"
"MH.E.198","Building Identification Numbers (BINs)","Assign BIN numbers to buildings that currently do not have them and to structures (such as bridges, tunnels, subway stations, monuments, and temporary structures) to allow the FDNY to better inspect these buildings and structures as part of its Risk Based Inspection System (RBIS).","Coastal Storms,Flooding,Infrastructure Failure","Department of City Planning","Completed","Prevention and Policy",,"Unknown","200000",,,"Ongoing","2.1,2.5,5.2","N/A",,,"Not Mapped"
"MH.E.199","BIN Working Group recommendations","Implement recommendations made as result of the seven-month analysis of BIN usage.","Coastal Storms,Flooding,Infrastructure Failure","Department of City Planning","Existing","Prevention and Policy",,"Unknown","0",,,"Ongoing","2.1,2.5,5.2","N/A",,,"Not Mapped"
"MH.E.200","Staff training","All DOB staff and private sector structural engineers attends yearly 1-day training (COOP) on rapid assessment for emergency response.","Earthquakes,Flooding,Severe weather,Wildfires,Winter storms","Department of Buildings,Fire Department of the City of New York","Existing","Prevention and Policy",,,"0",,,,"2.6","N/A",,"Implemented/Ongoing","Not Mapped"
"MH.E.201","Staff training","All DOB staff and private sector structural engineers attends yearly 1-day training (COOP) on rapid assessment for emergency response.","Earthquakes,Flooding,Severe weather,Wildfires,Winter storms","Department of Buildings","Existing","Prevention and Policy",,,"0",,,,"2.6","N/A",,"Implemented/Ongoing","Not Mapped"
"MH.E.202","Department Emergency Operations Center","Complete build out of DOE Emergency Operations Center and Watch Command to facilitate DOE emergency planning, response, and recovery.","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","Department of Education","Completed","Emergency Services","Department of Health and Mental Hygiene,External Partners,SCA","City Expense",,"2015-01-01T00:00:00.000","2016-01-01T00:00:00.000",,"2.1,2.7,2.8,2.9","N/A",,,"Points"
"MH.E.203","COOP Plan development","Expansion of current COOP plans to include Office of School Support Services (Office of School Food, Office of Pupil Transportation, and Public School Athletic League)","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","Department of Education","Existing","Prevention and Policy","New York City Emergency Management","City Expense","0",,,"Ongoing","1.1,1.2","N/A",,,"Not Mapped"
"MH.E.205","Fleet Relocation Plan","Develop a fleet relocation plan to protect vehicles and assets from damage caused by costal storms, flooding, severe wind events, or winter storms.","Flooding,Severe weather,Winter storms","Department of Education","Completed","Prevention and Policy",,"City Expense","0","2015-01-01T00:00:00.000","2016-01-01T00:00:00.000","Ongoing","2.2,2.7","N/A",,,"Not Mapped"
"MH.E.206","Facility Accessibility","Re-evaluation of facility accessibility and retrofitting of existing accommodations to ensure life safety and program access for people with disabilities and access and functional needs.","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","Department of Education","Existing","Prevention and Policy","New York City Emergency Management","City Capital","100000000",,"2021-12-01T00:00:00.000",,"1.1,1.4","N/A",,,"Not Mapped"
"MH.E.208","Backup power for evacuation shelters","Installation of quick-connects for emergency generators at 18 DOE facilities that serve as hurricane evacuation shelters, including 16 hurricane evacuation centers","Coastal storms,Flooding,Infrastructure failures,Severe weather","Department of Education","Existing","Emergency Services","New York City Emergency Management,Office of Management and Budget,SCA,SCA","City Capital,City Expense,FEMA-HMGP","55000000","2015-06-15T00:00:00.000","2021-01-01T00:00:00.000",,"1.1,2.1,2.3","N/A",,"The City has identified 18 total Hurricane Shelters, including 16 Evacuation Centers as candidates to receive quick connects.","Points"
"MH.E.209","Emergency preparedness plans and training for DOE Staff","Develop site-specific plans for all buildings, and engage consultants to do training.","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","Department of Education","Completed","Prevention and Policy","Department of Citywide Administrative Services,New York City Emergency Management","City Expense","20000","2017-01-01T00:00:00.000",,"Ongoing","1.1,1.4,2.1","N/A",,,"Not Mapped"
"MH.E.211","Residential Building Assessment","Assess residential buildings for essential services during emergencies that impact 5000 or more households for more than 48 hours and notify appropriate city and state resources for corrective actions.","Coastal Storms,Flooding,Infrastructure Failure,Severe Weather,Winter Storms","Department of Health and Mental Hygiene,Housing Preservation and Development","Existing","Emergency Services","New York City Emergency Management","City Expense,Other","60000",,,"ongoing","1.2,2.6,5.1","N/A",,,"Not Mapped"
"MH.E.212","Environmental Health Assessment - Shelters (EHAS)","Assess environmental conditions at evacuation centers and shelters during coastal storms and other emergencies and report conditions to shelter managers for resolution.","Coastal Storms,Flooding,Infrastructure Failure,Severe Weather,Winter Storms","Department of Health and Mental Hygiene","Existing","Emergency Services","DHS,New York City Emergency Management","City Expense,Other","15000","2017-01-01T00:00:00.000",,"ongoing","1.1,1.3,1.4","N/A",,"Operational plan developed","Not Mapped"
"MH.E.213","DOHMH warehouse and print shop capacity","Develop and install a new inventory tracking system for the DOHMH warehouse (520 Kingsland Ave.) destroyed by Hurricane Sandy. Purchase critical equipment for the DOHMH print shop to produce secure documents that can only be issued by DOHMH.","Coastal Storms,Flooding,Infrastructure Failure,Severe Weather","Department of Health and Mental Hygiene","Existing","Infrastructure Project",,"City Expense","550000",,,"1 Year","2.1,2.3","N/A",,,"Not Mapped"
"MH.E.214","DOHMH facility repair and upgrade","Restore and strengthen DOHMH buildings, including DOHMH clinics and the Public Health Laboratory (PHL).Repair building facades, walls, parking lots, water infiltration and drainage systems; and install sump pumps and generators.","Coastal Storms,Flooding,Infrastructure Failure,Severe Weather","Department of Health and Mental Hygiene","Existing","Property Protection",,"City Capital,Other","15000000",,,"Existing: 12-24 months; potential: 24-60 months","1.1,1.5,2.1","N/A",,"various ongoing","Not Mapped"
"MH.E.215","COOP trailer compound","Purchase trailers (minimum 7 trailers) to form a compound to operate daily district operations while affected permanent facilities are repaired.","Coastal storms,Flooding,Infrastructure failures,Severe weather,Winter storms","Department of Sanitation","Existing","Emergency Services",,"City Capital","400000",,,"TBD","2.1,2.3","N/A",,"A portion of the COOP trailers have been acquired.","Not Mapped"
"MH.E.216","Backup communications carrier","Research the feasibility of using a commercial carrier to back up NYCWiN until NYCWiN can be hardened and made more resilient.  FDNY cable network:  Upgrade FDNY's cable network, which connects dispatch centers with firehouses to relay 911 calls, to fiber to improve resiliency and reduce outages.","Coastal storms,Flooding,Infrastructure failures,Severe weather","Fire Department of the City of New York","Existing","Emergency Services","Department of Information Technology and Telecommunications","FEMA","160000000","2017-01-01T00:00:00.000","2019-01-01T00:00:00.000","2019","2.1,2.10,2.3","N/A",,,"Not Mapped"
"MH.E.218","FDNY facilities survey","Conduct a survey of FDNY facilities and facility components (e.g., roofs, doors, windows) in the revised FEMA flood zones, and schedule upgrades.","Coastal Storms,Flooding","Fire Department of the City of New York","Existing","Infrastructure Project",,"City Expense","2500000","2013-01-01T00:00:00.000",,"ongoing","2.1,2.7","N/A",,"Partially completed.  Haggerty surveyed the facilities damaged by Sandy.","Not Mapped"
"MH.E.219","Spare radios","Acquire additional portable radios to facilitate more widespread use of FDNY trunking system during cell carrier outages.","Coastal Storms,Cyber Threats,Earthquakes,Flooding,Infrastructure Failure","Fire Department of the City of New York","Existing","Emergency Services",,"FEMA-HMGP","1000000","2016-01-01T00:00:00.000","2019-12-31T00:00:00.000",,"1.1,2.1,2.10","N/A",,"FDNY Radio shops  is in the process of purchasing the Motorola APX 8000 model, they will all be trunked capable.","Not Mapped"
"MH.E.220","Home-work plans","Explore feasibility of telecommuting options for non-emergency personnel who support critical operations during disasters.","Coastal Storms,Earthquakes,Flooding,Infrastructure Failure,Severe Weather,Winter Storms","Fire Department of the City of New York","Existing","Prevention and Policy",,"City Expense","250000","2016-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ongoing","2.1,2.10","N/A",,"Personnel now have laptops and wifi cards.","Not Mapped"
"MH.E.221","Harlem-125 Street Station improvements","Make improvements to the Harlem-125 Street Station to allow Metro-North to maintain service to and from Manhattan should a catastrophic event disrupt service at Grand Central Terminal.","CBRN,Earthquakes,Flooding,Infrastructure Failure,Severe Weather","MTA Metro-North Railroad","Existing","Infrastructure Project",,"MTA","2000000",,,"TBD","2.1,2.2,2.8","N/A",,,"Points"
"MH.E.222","Marine Parkway/Cross Bay Bridge mitigation master plan","Compare various long-term capital investment strategies to rehabilitate/reconstruct the crossings while building resiliency and robustness into the structures.","Coastal Storms,Earthquakes,Infrastructure Failure,Severe Weather","MTA-Bridges and Tunnels","Existing","Prevention and Policy",,"FEMA,MTA","0",,,"TBD","2.1,2.7,2.8,2.9","N/A",,,"Points"
"MH.E.223","Engineering flood studies at non-tunnel facilities","Determine vulnerabilities and prepare conceptual designs for mitigation work.","Coastal storms,Flooding,Infrastructure failures","MTA-Bridges and Tunnels","Completed","Prevention and Policy",,"MTA","0","2013-07-01T00:00:00.000","2014-12-31T00:00:00.000",,"1.1,2.1,2.7,2.8,2.9","N/A",,"Multiple B&T structures improvement projects are proposed in the  2015-19 Capital Program.","Not Mapped"
"MH.E.224","Staten Island Ferry fleet upgrade","Purchase new vessels to replace the Barberi class vessels, thereby improving the capability of the fleet.","Coastal storms,Earthquakes,Flooding,Infrastructure failures,Severe weather","New York City Department of Transportation","Existing","Infrastructure Project",,"City Capital,FTA","250900000","2014-09-01T00:00:00.000","2021-02-01T00:00:00.000","Design began September 2014 and completed October 2015.  Construction began March 2017. Completion scheduled and delivery of third vessel is Februray 2021.","2.1,2.7","N/A",,,"Not Mapped"
"MH.P.054","Notification system for City employees (Everbridge)","Develop an enhanced system for contacting City employees using a variety of communications media to notify, alert, and/or instruct City employees prior to and during emergencies.","CBRN,Coastal storms,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","Department of Information Technology and Telecommunications","Completed","Emergency Services","New York City Emergency Management","Unknown","0",,,"Ongoing","1.2,2.1,2.3","N/A",,,"Not Mapped"
"MH.E.225","Community Engagement in Emergencies","Identify and strenthen networks within local communities that will make these communities more resilient to the effects of an emergency.  This would be accomplished through training, regular engagment, and building a connection with the City's emergency operations center. Work to identify spaces in communities that could potentially support the City's emergency operations or be used for community outreach events.  New material will be developed to include mitigation planning and strategies to be included in this engagement and training material.","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Mass Casualty,Severe weather,Wildfires,Winter storms","New York City Emergency Management","Existing","Education and Awareness",,"City Expense,FEMA-HSGP","60000",,,"Ongoing","1.1,4.1,4.2,4.3,4.4,5.1,5.3","N/A","https://www1.nyc.gov/site/em/ready/community-preparedness.page","This is an ongoing process.  The educational material and community survey are currently available.  The identification of new networks and growth of our local connections is ongoing.","Not Mapped"
"MH.E.226","NYC Post-Disaster Housing and Community Recovery Plan","Create a plan for Post-Disaster Housing and Community Recovery tailored to NYC that is based on the Regional Catastrophic Housing Recovery Plan and NYC lessons learned.","CBRN,Coastal Storms,Earthquakes,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","New York City Emergency Management","Completed","Prevention and Policy","DHS,Housing Preservation and Development,NYC ARC,NYCEconomic Development Corporation,New York City Housing Authority","City Expense,FEMA","20000",,,,"1.1,2.9","N/A",,,"Not Mapped"
"MH.E.229","Hazard History and Consequence Tool","Create a natural hazard event database to capture description, severity, location, impact, and potential loss/damage estimates from events. Use data to update the hazard analysis and mitigation actions for New York City.","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","New York City Emergency Management","Existing","Education and Awareness","Con Edison,Department of Buildings,Department of Education,Department of Environmental Protection,Department of Parks and Recreation,MTA Long Island Railroad,MTA Metro-North Railroad,MTA New York City Transit,MTA-Bridges and Tunnels,MTA-Buses","FEMA-HMGP","20000","2015-05-01T00:00:00.000",,"Ongoing","5.1,5.2","N/A",,"Developing a public facing version of the tool.  Added all hazards events in the 2014 HMP.","Not Mapped"
"MH.E.230","CERT collaboration with community groups","Partner the CERT program and volunteers with local community and non-profit organizations to help build their connection with local community disaster networks.  Assist as a resource to communities building local community plans and promote mitigation strategies.","CBRN,Coastal Erosion,Coastal Storms,Cyber Threats,Disease Outbreaks,Drought,Earthquakes,Extreme Temperatures,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","New York City Emergency Management","Existing","Education and Awareness","Fire Deparment of the City of New York,New York City Police Department","FEMA-HSGP","200000",,,"Ongoing","3.1,3.3,3.4,3.5,5.3","N/A","https://www1.nyc.gov/site/em/volunteer/be-involved.page",,"Not Mapped"
"MH.E.231","Ready New York update","Expand guide for seniors and people with disabilities.","CBRN,Coastal Erosion,Coastal Storms,Cyber Threats,Disease Outbreaks,Drought,Earthquakes,Extreme Temperatures,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","New York City Emergency Management","Completed","Education and Awareness","Department For The Aging,Mayor's Office for People with Disabilities","City Expense","0",,,"Ongoing","1.1,1.6,5.3","N/A",,,"Not Mapped"
"MH.E.232","Public/private mitigation initiatives","Support the resiliency of New York City's private sector through information sharing, partnership building, and education on mitigation principles and the City's HMP.  This includes hosting webinars on hazard mitigation best practices to the Partners in Preparedness network and outreach to businesses on preparedness and mitigation throught the Ready New York for Business Guide.","CBRN,Coastal Erosion,Coastal Storms,Cyber Threats,Disease Outbreaks,Drought,Earthquakes,Extreme Temperatures,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","New York City Emergency Management","Existing","Education and Awareness",,"FEMA-HSGP","0",,,"Ongoing","3.1,3.3,3.4,3.5","N/A",,,"Not Mapped"
"MH.E.234","Mitigation public outreach","Developed a Ready New York (RNY) Reduce Your Risk Presentation for homeowners and property managers on risk reduction before and after a hazard event, and work with community-based organizations and non-governmental organizations to engage the community in advance of an emergency.","Coastal storms,Earthquakes,Extreme temperatures,Flooding,Wildfires,Winter storms","New York City Emergency Management","Existing","Education and Awareness","Department of Buildings,Mayor's Office of Resiliency","City Expense,FEMA-HMGP","0",,,"Ongoing","1.6,2.6,2.9,5.1,5.3","N/A",,"Hazard Mitigation and External Affairs unit worked on a RNY Reduce Your Risk presentation and have given several over the past year (2015)","Not Mapped"
"MH.E.235","New York City mitigation guide","Educate New Yorkers about hazard mitigation techniques that they can use to reduce long-term risks from natural hazards. Include a mitigation guide for homeowners and property managers; online training; flood-risk information; and CBO/NGO outreachall to be incorporated into NYCEM's website.","Coastal Erosion,Coastal Storms,Disease Outbreaks,Drought,Earthquakes,Extreme Temperatures,Flooding,Severe Weather,Wild Fires,Winter Storms","New York City Emergency Management","Completed","Education and Awareness","Mayor's Office of Resiliency","City Expense,FEMA-HMGP","0",,,"Ongoing","1.6,2.6,2.9,5.1,5.3","N/A",,,"Not Mapped"
"MH.E.236","Building community capacity","Develop a community preparedness toolkit that offers guidance and information about how NYC communities can inclusively plan for emergencies.  It will include information about Citywide emergency planning, resources, and best practices for community emergency planning. The guidance provided through the program will encourage communities to address barriers to access to resources and information often experienced by isolated communities such as people with limited English proficiency (LEP), people with access and functional needs, and lower income residents.","Coastal Storms,Earthquakes,Extreme Temperatures,Flooding,Severe Weather,Winter Storms","New York City Emergency Management","Completed","Education and Awareness","Mayor's Office of Resiliency","FEMA-HSGP","20000",,,"Ongoing","1.6,5.1,5.3","N/A",,,"Not Mapped"
"MH.P.056","Data Center Site B","Provide consolidated Site B capability and capacity for applications not already hosted at DoITT's 2 MTC Data Center.","CBRN,Coastal storms,Cyber threats,Earthquakes,Flooding","Department of Information Technology and Telecommunications","Completed","Infrastructure Project",,"City Capital,Unknown","50000000","2013-01-01T00:00:00.000",,,"2.1,2.10,2.2","N/A",,,"Not Mapped"
"MH.E.237","Close to Home:  An Urban Model for Post-Disaster Housing","This guide offers information on deploying interim housing following a major a disaster. It is geared towards government officials, community leaders, construction managers, community advocates, and urban planners.","Coastal Storms,Disease Outbreaks,Earthquakes,Flooding,Infrastructure Failure,Severe Weather","New York City Emergency Management","Completed","Prevention and Policy","CAU,Department of Buildings,Department of Design and Construction,Federal Emergency Management Agency,NYCEconomic Development Corporation,New York City Housing Authority,U.S. Army Corps of Engineers,US HUD","City Expense,FEMA-HSGP","24000","2008-12-01T00:00:00.000","2018-05-01T00:00:00.000",,"1.1,2.5,2.9","N/A","https://www1.nyc.gov/assets/whatifnyc/downloads/pdf/close_to_home.pdf","combined with other actions","Not Mapped"
"MH.E.238","Request for proposal for urban post-disaster housing","Prepare RFP to procure deployable housing to help people soon after a disaster. This is a time-of-event document for the USACE to select housing manufacturers who can meet the City's criteria for urban deployable housing.","Coastal Storms,Disease Outbreaks,Earthquakes,Flooding,Infrastructure Failure,Severe Weather","New York City Emergency Management","Existing","Prevention and Policy","Department of Design and Construction,Federal Emergency Management Agency,U.S. Army Corps of Engineers,US HUD","City Expense,FEMA","10000",,,,"1.1,2.5,2.9","N/A",,"Combined with other actions","Not Mapped"
"MH.E.240","Resilient Edgemere","Develop uniform flood mitigation and drainage system on waterfront parcels.","Coastal erosion,Coastal storms","Housing Preservation and Development","Existing","Property Protection","Department of Parks and Recreation,Mayor's Office of Resiliency","Other","481000000","2016-01-01T00:00:00.000","2022-03-01T00:00:00.000",,"2.1,2.4,2.5","N/A",,,"Polygon"
"MH.P.005","Window upgrades","Replace windows at 100 Centre Street, 1 Centre Street, 2 Lafayette Street, 125 Worth Street, and 80 Centre Street.","Coastal storms,Infrastructure failures,Severe weather","Department of Citywide Administrative Services","Existing","Property Protection","Department of Design and Construction","City Capital","15000000",,,"10 Years","2.1,2.2","N/A",,,"Not Mapped"
"MH.P.009","Inspection and upgrade program for DEP facilities","Implement programmatic inspection and upgrade program to ensure all critical DEP facilities maintain continuity of operations during flood, hurricane, or earthquake events. This program will include flood-proofing and structural retrofits of DEP offices, field locations, and other critical facilities.","Coastal Storms,Earthquakes,Flooding,Severe Weather","Department of Environmental Protection","Existing","Property Protection",,"City Capital,City Expense","0",,,"Ongoing","2.1,2.3,2.7,2.8","N/A",,,"Not Mapped"
"MH.P.012","Laptops for DFTA essential staff","30 Laptops purchased for essential personnel","CBRN,Coastal storms,Cyber threats,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","Department For The Aging","Existing","Emergency Services","Department of Information Technology and Telecommunications,Human Resources Administration","Authority Expense","11000","2016-01-01T00:00:00.000","2018-01-01T00:00:00.000",,"1.1,2.3","N/A",,,"Not Mapped"
"MH.P.022","Mobile command stations","Procure three permanently available mobile command stations for flood zones in Brooklyn, Queens, and Staten Island.","Coastal Storms,Flooding","Department of Buildings","Existing","Emergency Services",,"Unknown","150000",,,"TBD","2.3","N/A",,,"Not Mapped"
"MH.P.023","DOB backup generators","Procure backup generators for 280 Broadway to sufficiently meet the needs of DOB to operate the Emergency Operations Center (EOC) and power the central servers, which house data for all five boroughs, among other core functions.","Coastal storms,Flooding,Infrastructure failures","Department of Buildings","Existing","Emergency Services",,"Unknown","0",,,"Back-up generator with limited power for building operations","2.1,2.3","N/A",,"Back-up generator with limited power for building operations at 280 Broadway.","Not Mapped"
"MH.P.025","DOB vehicles","Procure 25 SUVs and 75 hybrid vehicles outfitted with ""emergency packages"" for disaster use to expedite inspector response and guarantee service levels, and to address the addition of nearly 40 inspectors.","Coastal storms,Earthquakes,Flooding,Infrastructure failures,Severe weather","Department of Buildings","Existing","Emergency Services",,"Unknown","2750000",,,"TBD","2.3","N/A",,"DOB has 19 vehicles with emergency light packages","Not Mapped"
"MH.P.028","Roof and faade improvements","Upgrade roofs and facades to withstand extreme weather events.","Coastal Storms,Severe Weather","Department of Correction","Existing","Property Protection",,"City Capital,FEMA","78000000","2017-01-01T00:00:00.000","2020-12-30T00:00:00.000","TBD","1.1,2.1,2.7","N/A",,"PW 3118","Points"
"MH.P.029","Emergency Operations Center improvements","Upgrade Emergency Operations Center building infrastructure and communications.","Coastal storms,Earthquakes,Infrastructure failures","Department of Correction","Completed","Property Protection",,"City Capital","2000000","2015-10-01T00:00:00.000","2017-10-01T00:00:00.000","TBD","1.1,1.2,2.1","N/A",,,"Points"
"MH.P.039","Mental Health First Aid public education program","Conduct a Mental Health First Aid public education program to introduce non-mental health professionals to risk factors and warning signs of mental health problems and build understanding of their impact, and provide an overview of common treatments to increase individual and community resilience.","CBRN,Coastal Storms,Cyber Threats,Disease Outbreaks,Drought,Earthquakes,Extreme Temperatures,Flooding,Infrastructure Failure,Severe Weather,Wild Fires,Winter Storms","Department of Health and Mental Hygiene","Existing","Education and Awareness",,"Unknown","150000",,,"Immediate and ongoing","1.6","N/A",,,"Not Mapped"
"MH.P.048","Health data and provider portal","Create a centralized provider directory and associated reporting portal to communicate with providers as well as gather information from providers. Data can be analyzed and used to generate reports during emergencies.","Coastal Storms,Disease Outbreaks,Earthquakes,Flooding,Infrastructure Failure","Department of Health and Mental Hygiene","Existing","Emergency Services","New York State Department of Health","Other Federal","2600000","2018-01-01T00:00:00.000","2019-12-31T00:00:00.000","2 Years","1.2,1.5,5.2","N/A",,,"Not Mapped"
"MH.P.049","Enhanced emergency response communication operations at DOHMH headquarters","Equip 2 Gotham with enhanced Motorola 800Mhz radio capacity to allow DOHMH response operations and communication to continue even if IT and phone networks are down.","Coastal Storms,Cyber Threats,Earthquakes,Flooding,Infrastructure Failure","Department of Health and Mental Hygiene","Completed","Emergency Services","New York City Emergency Management,New York State Department of Health","Other Federal","1050000",,,"2 Years","1.2,2.3","N/A",,"All work complete and tested","Points"
"MH.P.064","Staten Island Ferry vessel improvement","Install high-lift rudders on vessels.","Coastal storms,Earthquakes,Flooding,Infrastructure failures,Severe weather","New York City Department of Transportation","Existing","Infrastructure Project",,"City Capital","5000000","2017-07-01T00:00:00.000","2021-07-01T00:00:00.000","TBD","2.1,2.7","N/A",,"DOT plans to retrofit the Molinari Class with high lift rudders. These will offer more maneuverability for this class, which will assist in periods of high winds. Design is underway and installation will occur during vessel drydock periods.","Not Mapped"
"MH.P.100","Public education and outreach for landmarked buildings","Provide information on site and building preservation issues for locally designated landmarked structures in flood hazard areas.","Coastal Storms,Flooding","Landmarks Preservation Commission","Completed","Education and Awareness","Department of City Planning","City Expense","0",,,"Unknown","2.6,2.9,5.1,5.3","N/A",,,"Not Mapped"
"MH.P.104","Hazards/threats planning","Develop comprehensive planning guidance and contingency/response plans for all hazards/threats.","CBRN,Coastal Storms,Disease Outbreaks,Earthquakes,Flooding,Infrastructure Failure,Severe Weather,Winter Storms","MTA Metro-North Railroad","Existing","Prevention and Policy",,"MTA","500000",,,,"2.1,5.2","N/A",,,"Not Mapped"
"MH.P.106","Penn Station access","Add resiliency to the Metro-North system to enable the New Haven Line service to access Manhattan in a catastrophic event. There are three points of failure for Metro-North Service into Manhattan:  Mott Haven Junction, the Harlem River Lift Bridge, and GCT and its viaduct and tunnel approaches. A catastrophic event at any of these points would cut off Metro-North service to midtown Manhattan, affecting over 700 trains and over 220,000 commuters daily. In addition, there is a risk of terrorist attack, a ship or large construction barge with a crane hitting the bridge, or fire. Resiliency improvements would protect service into midtown Manhattan.","CBRN,Earthquakes,Flooding,Infrastructure failures,Severe weather","MTA Metro-North Railroad","Existing","Infrastructure Project","MTA Long Island Railroad","FTA","695000000",,,"Design completion 3-4 years","2.1,2.2,2.8","N/A",,"This project is currently in early design.","Not Mapped"
