"agency","mbpo_organization_dfta_fy_14","brief_program_description","new_applicant","requested_funding","recommended_funding","program_name","address","city","state","zip","borough","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"DOHMH","Edwin Gould Services for Children and Families","MBPO Funding will support STEPS E Harlem based Children's Therapy Program, which is currently providing therapeutic interventions to 61 children age 0-12 to address the trauma symtoms they experience after witnessing family violence.","No","7500.00","5000.00","Children's Therapy Program","1968 Second Avenue ","New York","NY","10029","MANHATTAN","40.787585","-73.944655","11","8","164","1081358","1016730001","East Harlem South                                                          "
"DPR","Amigos Del Museo Del Barrio, Inc. ","The Three Kings Day Parade is a annual parade that winds its way throughout the streets of El Bario, with live camels and music. Schools are invited to participate on the parade and are provided free bilingual educational workshop prior to the parade. ","No","10000.00","4000.00","Three Kings Day Parade and Celebration","1230 Fifth Avenue","New York","NY","10029","MANHATTAN","40.793072","-73.951992","11","8","168","1051499","1016100001","East Harlem South                                                          "
"DPR","Art for Change, Inc.","AB2EKids is a free montly workshop for youth and families that provides a platform for discussing social jstice issues through art activities. Participants are engaged by artists, art activitsts, and art educators, creating an opportunity to learn from each other.  ","Yes","6700.00","3000.00","AB2EKids (Art belongs to Everyone Art Workshops for Children & Families)","1699 Lexington Avenue, Lower level","New York","NY","10029","MANHATTAN","40.792606","-73.946001","11","8","172","1052053","1016340052","East Harlem South                                                          "
"DPR","East Harlem Business Capital Corporation ","The East Harlem Holiday Tree is a celebratory lighting event at Frankling Plaza. A theme is selected each year, and next year the theme will be Visit the World in El Barrio, for which the committee will reach out to the neighborhood's ethnic communities to assess interest in highlighting their holiday traditions.  ","No","5000.00","3000.00","10th Annual East Harlem Holiday Tree","357 East 116th Street, Fl. 3","New York","NY","10029","MANHATTAN","40.796443","-73.936427","11","8","188","1052960","1016880023","East Harlem North                                                          "
"DOE","Harlem Seeds","The Solar Aquaponics Greenhouse at the Kennedy Center will achieve increase knowledge, and improvemnets in the attitudes and the self-efficacy of youth, families, seniors regarding healthy eating, growing food through the development of the aquaponics solar greenhouse.","No","10000.00","0.00","Healthy In My Neighborhood-Harlem Seeds' Aquaponics Solar Greenhouse","118 West 139th Street, 3W","New York","NY","10030","MANHATTAN","40.817195","-73.940298","10","9","230","1060040","1020070046","Central Harlem North-Polo Grounds                                          "
"DOE","New York Urban League","The NEXT Academy Afterschool program is designed to engage middle school students residing in the greater Harlem community in activities related to Science, Technology, Engineering, and Math through instruction and hands-on learning activities in video editing and production, website design and coding, and desktop publishing. ","Yes","25000.00","3000.00","NEXT Academy Afterschool Program (New York Urban league Experiential technology ?)","204 West 136th Street","New York","NY","10030","MANHATTAN","40.816209","-73.943786","10","9","228","1081614","1019410038","Central Harlem North-Polo Grounds                                          "
"DOHMH","Iris House - A Center for  Living With HIV, Inc.","Access to Services is a program to help HIV/AIDS clients reach their medical appointments, Iris House services and other social services without financial burdens by providing Metro cards to pay for transportation costs.","No","7500.00","4450.00","Access to Services","2348 Adam Clayton Powell Jr. Blvd","New York","NY","10030","MANHATTAN","40.816958","-73.942506","10","9","228","1060221","1020230033","Central Harlem North-Polo Grounds                                          "
"DOE","Aaron Davis Hall, Inc. ","Harlem Stage Education Program (HSEP) includes the International Series of presentations at Harlem Stage that includes culturally diverse performances, and interactive segments. HSEP provides extended residencies for artists in local schools. HSEP also has a Family Series that features presentations and workshops for families. ","No","10000.00","3000.00","Harlem Stage Education Program","150 Convent Avenue","New York","NY","10031","MANHATTAN","40.818329","-73.95102","9","9","21303","1086181","1019710018","Manhattanville                                                             "
"DOE","Roundabout Theatre Company, Inc.","Education at Roundaboout is an inclusive education program that uses theatre as a vehicle for stimulating and enriching learning and improving quality of life. Our programs meet NYS learning standars, serve students in disadvantaged communities, and build important life skills such as teamwork and leadership.","No","10000.00","0.00","Education at Roundabout: Manhattan School Partnerships","231 West 39th Street, Suite 1200","New York","NY","10031","MANHATTAN","40.754576","-73.989363","5","3","113","1014499","1007890021","Midtown-Midtown South                                                      "
"DOE","The Boys & Girls Club of Harlem","Passport to Manhood/SMART Girls is a part of our Healthy Lifestyles programming. Passport to Manhood is a curriculum for adolescent boys that addresses several key areas of development while stressing and promoting positive values and behaviors. The SMART Girls program was developed to offer age-specific experiences that enhance girl's physical and emotional health.","No","5000.00","3000.00","Passport to Manhood/Smart Girls","425 West 144the Street","New York","NY","10031",,,,,,,,,
"DOE","The Brotherhood/Sister Sol","BHSS supports over 350 youth annually, ages 8-22 through multi-layered, diverse and holistic programming. Our educational methodology is based on 10 Curriculum Focus Issues, which include leadership development and educational achievement, sexual responsibility, sexism and misogyny, political educaiton and social justice, Pan African and Latino history, and global awareness. ","No","15000.00","0.00","BHSS Rites of Passage Enhancement Program","512 West 143rd Street","New York","NY","10031","MANHATTAN","40.824482","-73.949867","9","7","229","1061865","1020740047","Hamilton Heights                                                           "
"DOHMH","Carry On Community Development Corp.","C.O.C.D.O. will target the population within the communities of West Harlem, where there are approx 4,000 members or 26% of the population who have been identified with some level of kidney desease. C.O.C.D.C. will provide the members of these communities with information, resources, and screening designed to increase awareness of certain diseases and to provide mediums for early detection and prevention from treatable conditions that result from organ failure.   ","Yes","3000.00","0.00","COCDC Minority Kidney Health Awareness","425 West 144th Street","New York","NY","10031","MANHATTAN","40.823821","-73.94633","9","7","227","1084160","1020500037","Hamilton Heights                                                           "
"DOHMH","The Fortune Society, Inc.","Fortune's Seed-to-Stand Program is a one-of-a kind urban Food System project designed to tackle five of the sustainability/nutrition/health challenges elaborated upon in the MBPO's Report.  Significantly, the program will address the major health impact of poor nutrition and resulting health conditions, including obesity and diabetes, in West Harlem.","No","10000.00","0.00","Fortune's Seed-to-Stand Program","625 West 140th Street","New York","NY","10031","MANHATTAN","40.823578","-73.953488","9","7","225","1089154","1020880016","Hamilton Heights                                                           "
"DFTA","COTHOA Luncheon Club Inc.","The project is designed to promote a good health and decease prevention through better understanding and awareness of current health issues and early detection of health problems through health screening and exercise. This service could be delivered through lectures, blood pressure screening, group exercise, dance/aerobic and Yoga/Taichi classess.","No","7800.00","0.00","Technology and Yoga/Tai Chi Classes","2005 Amsterdam Avenue ","New York","NY","10032","MANHATTAN","40.834326","-73.940952","12","10","245","1062531","1021090003","Washington Heights South                                                   "
"DFTA","Fresh Youth Initiatives, Inc. ","We request the Borough President's funding to maintain and expand the food distribution to seniors as well as the homebound deliveries to seniors, allowing us to increase the interaction between youth and seniors in Washington Heights-Inwood.","No","20000.00","3000.00","Helping Hands Food Pantry","505 West 171st Street","New York","NY","10032","MANHATTAN","40.841854","-73.935885","12","10","253","1063082","1021280052","Washington Heights South                                                   "
"DFTA","Riverstone Senior Life Services, Inc.","The Memory Center is a Social Adult Day Program for people with mild to mis-stage memory loss due to Alzheimer's or other illness.  Activities include socialization opportunities, current events dicussions, music therapy, movement therapy, arts and crafts and a host of other creative tools.","No","10000.00","5000.00","Riverstone Memory Center","99 Fort Washington Avenue","New York","NY","10032","MANHATTAN","40.83851","-73.943738","12","7","247","1063346","1021360235","Washington Heights South                                                   "
"DPR","The Classical Theatre of Harlem","A free production of Shakespeare's A Midsummer Night's Dream; July 13th - July 30th in Marcus Garvey Park.","Yes","15000.00","5000.00","Midsummer Night's Dream - Mt. Morris Park - Uptown Shakespeare in the Park","566 West 159th Street, #44","New York","NY","10032","MANHATTAN","40.834823","-73.94283","12","7","245","1062749","1021170012","Washington Heights South                                                   "
"DFTA","Agudath Israel of America Community Services, Inc. ","The proposed project aims to expand and enhance our exisiting wellness activities to accommodate the growing interest and increasing demands of our senior clientele. Our current wellness program is attended by 25+ of our 95 daily congregants, all of whom are 60 years old and above and live in the Washington Heights/Inwood area.","No","5760.00","3000.00","Wellness Project","90 Bennett Avenue ","New York","NY","10033","MANHATTAN","40.853017","-73.935383","12","10","271","1064436","1021800172","Washington Heights North                                                   "
"DFTA","Washington Heights Community Services, Inc. ","The STAR Senior Center makes daily trips to pick up seniors at home, bring them to the center, and take them home again. Seniors are also driven to and from medical appointments. Weekly shopping trips and weekly recreational trips are also held. Based on past years, the center estimates that approximately 1500 units of transportation can be provided to individuals. ","No","5000.00","3000.00","Transportation & Escort","650 West 187th Street","New York","NY","10033","MANHATTAN","40.853679","-73.932494","12","10","271","1075520","1021670056","Washington Heights North                                                   "
"DFTA","Washington Heights-Inwood Preservation and Restoration Corporation ","The Anti-Poverty Food and Nutrition Program seeks to fight hunger and promote the well-being of individuals and families and stabilizes the community. The food subsidy program includes a food pantry, the delivery of weekend meals to homebound seniors. lunch during our weekly program for seniors with dementia, and emergency food vouchers. ","No","30000.00","5000.00","Anti-Poverty Food and Nutrition Program","121 Bennett Avenue, Suite 11A","New York","NY","10033","MANHATTAN","40.853856","-73.934937","12","10","271","1064430","1021800150","Washington Heights North                                                   "
"DOE","Pan American Musical Art Research, Inc.","Pan American Musical Art Research requests $10,000 for ""Shall We Tango?"" - a music and dance education and performance project for public high school students in washington Heights, presented in Spring 2014.","No","10000.00","0.00","Shall We Tango","644 West 185th Street, Suite 6B","New York","NY","10033","MANHATTAN","40.852308","-73.933471","12","10","271","1063984","1021670010","Washington Heights North                                                   "
"DPR","Washington Heights and Inwood Development Corp. ","The Annual Medieval Festival at Fort Tryon Park will bring to life the customs and spirit of the Medieval era. The park will be transformed into a medieval market town. Performers, guests and festival-goers dress in medieval costume and visitors are educated and entertained by medieval culture.","No","6500.00","2700.00","Medieval Festival at Fort Tryon Park","57 Wadsworth Avenue","New York","NY","10033","MANHATTAN","40.846469","-73.937413","12","10","263","1063538","1021440008","Washington Heights South                                                   "
"DOE","Literacy, Inc. ","LINC addresses the literacy crisis facing children living in poverty in NYC. To combat this problem, LINC developed its ynique Comprehensive Literacy Model, based on research showing that mobilizing three key constituency groups - ppers, parents and community members - has a demonstrated impact on early childhood literacy development.","No","5000.00","3000.00","LINC Comprehensive Literacy Model","5030 Broadway, Suite 641","New York","NY","10034","MANHATTAN","40.869034","-73.917275","12","10","303","1064883","1022310001","Marble Hill-Inwood                                                         "
"DFTA","Research Foundation of CUNY - Brookdale Center for Healthy Aging ","It is essential for social workers, case workers and other aging service workers to provide older adults with accurate and current information.  Our Benefits Checklist aims to provide professionals with a quick ovreview of the most common benefits and entitlements for older adults so that clients can be screened quickly and accurately. ","No","25000.00","5030.00","Advocacy Training Center - Sadin Institute on Law and Public Policy","2180 Third Avenue, 8th Floor","New York","NY","10035","MANHATTAN","40.799799","-73.938663","11","8","182","1089075","1017670028","East Harlem North                                                          "
"DOHMH","Bailey House","At the Rand Harlan Center in E Harlem, a community beset by high HIV incidence and poverty rates, Baily House employs a Health and Wellness","No","10000.00","4550.00","Nutrition and Wellness Initiative","1751 Park Avenue ","New York","NY","10035","MANHATTAN","40.802879","-73.940604","11","9","196","1089077","1017700072","East Harlem North                                                          "
"DOHMH","Health Jam, Inc.","HJ is proposing to utilze the funding to train health educators on the Making a Difference an evidence-based abstinence curriculum, which is an eight module curriculum provided to young adolescents.","Yes","10000.00","0.00","Workshop Jams - Curriculum Development & Training","2149 Third Avenue, Suite 2R","New York","NY","10035","MANHATTAN","40.798838","-73.939351","11","8","188","1052611","1016670003","East Harlem North                                                          "
"DOHMH","Violence Intervention Program, Inc.","Funds secured form the MBPO will go to community outreach which is so urgently needed to population with a myriad of barriers and obstacles (CEO initiatives is our ""collective voice creation awareness in Latino communities about the adverse effects that domestic violence has on latino families, latino communities, and society at large.","No","50000.00","4000.00","Community Education and Outreach Program (Domestic Violence Prevention)","P.O. Box 1161","New York","NY","10035",,,,,,,,,
"DOC","Exodus Transitional Community, Inc.","We actively work to make formerly incarcerated individuals not only job ready but also prepared to maintain viable employment that allows them to gain self-sufficiency; thus refraining from criminal behaviors that lead back to prison.","No","20000.00","0.00","Workforce Development Program","2271 Third Avenue ","New York","NY","10035","MANHATTAN","40.802652","-73.936569","11","8","194","1054631","1017880004","East Harlem North                                                          "
"DPR","Harlem DrummersSteppers & Flag Tea, Inc.","HDSFT provides opportunities for youth to study and participate in performance arts. ","No","3000.00","3000.00","Performing Arts Program Enhancement Project","221 East 122nd Street, Suite 1603","New York","NY","10035","MANHATTAN","40.801499","-73.936567","11","8","194","1054627","1017870060","East Harlem North                                                          "
"DOHMH","Preserve Our Legacy, Inc.","The POL, Inc. Umbibilcal Cord Blood Donation Educational Program made Harlem Hospital the first public Hospital in NYC and the nation that provides educational tools to athnic pregnant women about donating their babies unbibilcal cord blood.","Yes","50000.00","0.00","Preserve Our Legacy Coord Blood Program","506 Lenox Avenue, Rm. 4147","New York","NY","10035 
",,,,,,,,,
"DFTA","Council of Senior Centers and Services of NYC, Inc. ","CSCS respectfully requests $20,000 from the MBPO to support its Capacity Building/Management Assistance Program. This program consists of management workshops, technical assistance, training series, an Annual Conference and numerous educational events. ","No","20000.00","15000.00","The Capacity Building/Management Assistance Program","49 West 45th Street, 7th Floor","New York","NY","10036","MANHATTAN","40.756087","-73.981072","5","4","96","1034242","1012610015","Midtown-Midtown South                                                      "
"DFTA","Signature Theatre Company, Inc.","Launched in 2005, the Signature Ticket Initiative was designed to breakdown the economic barrier to theatre-going and broaden the tradinational theatre to more accurately reflect the diverse community in which we live. With funding from the MBPO, Signature seeks to provide affordable tickets for Manhattan's senior population, expose them to a breadth of high quality work, and demonstrate to the field that access to the arts is essential. ","Yes","10000.00","0.00","A Generation of Access Tickets for Seniors","480 West 42nd Street","New York","NY","10036","MANHATTAN","40.759404","-73.994972","4","3","115","1088437","1010517502","Clinton                                                                    "
"DFTA","Working Harbor Committee","WHC will work with non profit senior organizations throughout Manhattan to provide free two hour boat tours of the working waterfronts of NY/NJ. The tours will be narrated by professional historians and waterfront experts to provide the past, present, and future of the working harbors of NY/NJ.","No","8000.00","0.00","WHC Hidden Harbor Boat Tours for Senior Citizens","455 West 43rd Street","New York","NY","10036","MANHATTAN","40.759879","-73.993957","4","3","121","1083749","1010530007","Clinton                                                                    "
"DOE","Manhattan Class Company","The MCC Theater Youth Company is a free after-school youth company in New York City associated with professional theater and is the city's longest oprating ensemble of its kind. Each year the YC serves over 80 NYC public high school students, largely from Title 1 schools.","Yes","10000.00","0.00","MCC Theatre Youth Company","311 West 43rd Street, Suite 302","New York","NY","10036","MANHATTAN","40.75818","-73.989922","4","3","121","1024965","1010340022","Clinton                                                                    "
"DOE","Manhattan Theatre Club","The program has grown from 70 high school students in two schools in 1989 to thousands of students, teachers, audience members, family members, and mentors each year in schools throughout New York City.","No","10000.00","0.00","manhattan Theatre Club's Education Program","311 West 43rd Street, 8th Fl.","New York","NY","10036","MANHATTAN","40.75818","-73.989922","4","3","121","1024965","1010340022","Clinton                                                                    "
"DOE","Opportunity Music Project","The Camber Ochestra is a dynamic new feature of Opportunity Music Porject's free private music lesson program. Families come from all five boroughs of New York City and are accepted into the program based on three criteria: (1) passion for music, (2) strong parental commitment, and (3) financial need.","Yes","3000.00","3000.00","Opportunity Music Project Chamber Orchestra","4 West 43rd Street","New York","NY","10036","MANHATTAN","40.754371","-73.980932","5","4","96","1034201","1012580042","Midtown-Midtown South                                                      "
"DOE","The Little Orchestra Society/Orpheon, Inc.","Live in Concert! Is LOS's community engagement program that offers accessibility to members of the New York City community who would otherwise have little or no contact with classical music. The initiative provides opportunities for underserved students as well as their families, to attend weekday open dress rehearsals and weekend performances of Happy Concerts and Lolli-Pops concerts without charge.","Yes","5000.00","0.00","Little Orchestra Society's Live Concert!","330 West 42nd Street","New York","NY","10036","MANHATTAN","40.757661","-73.990832","4","3","115","1024926","1010320048","Clinton                                                                    "
"DOE","Youth Pride Chorus ","Youth Pride Chorus is one of the few LGBTQ youth choruses and stands as a premier program for youth empowerment. YPC singers learn music literacy, and advance singers receive individual voice instruction. The program also addresses youth's developmental needs. ","No","5000.00","3000.00","Youth Pride Chorus","676A Ninth Avenue, Suite 405","New York","NY","10036","MANHATTAN","40.761457","-73.990412","4","3","127","1025074","1010370062","Clinton                                                                    "
"DOHMH","Fountain House, Inc. ","To best assess and address the health and fitness needs of our members, the Wellness Program uses a holistic approach and is comprised of a numer of multidisciplinary components.","No","5000.00","0.00","Wellness Program","425 West 47th Street","New York","NY","10036","MANHATTAN","40.762","-73.991221","4","3","127","1026562","1010570021","Clinton                                                                    "
"DOHMH","I Challenge Myself, Inc. ","Grant funds would support the Cycling Smarts program at East Side Community HS in the Lower East Side and George Washington Educational Campus in Washington Heights/Inwood. Cycling Smarts is offered as an elective class at each school.","No","7000.00","7000.00","Cycling Smarts","1460 Broadway, Ste. 8-24","New York","NY","10036","MANHATTAN","40.754998","-73.986284","5","4","113","1022573","1009947504","Midtown-Midtown South                                                      "
"DOHMH","Just Food, Inc. ","The goal of the ""Cooking Up Healthy Eating Habits Program"" is to provide complementary food education to programs that increase access to fresh, healthy food in underserved Manhattan communities.","No","5920.00","0.00","Cooking up Healthy Eating Habits","1155 Avenue of the Americas, Fl. 3","New York","NY","10036","MANHATTAN","40.756631","-73.982826","5","4","119","1022631","1009970029","Midtown-Midtown South                                                      "
"DOHMH","Miracle House of New York","We are the only nonprofit in New York city providing subsidized shelter, meals and wellness services to adult patients traveling with their caregivers to receive critical medical attention from Manhattan's most distinguished specialists.","No","5000.00","0.00","Meals Program","630 Ninth Avenue, Ste. 603","New York","NY","10036","MANHATTAN","40.760038","-73.991449","4","3","121","1024982","1010350001","Clinton                                                                    "
"DFTA","Central Harlem Senior Citizen's Centers","CHSCC seeks to collaborate with Harlem Seeds whose mission is to empower the Central Harlem community to live long and healthy lives by making appropriate food and lifestyle choices and instilling in them the principles that healthy living is a right and an obligation;not a privilege. ","Yes","10000.00","3000.00","Healthy In My Neighborhood","34 West 134th Street","New York","NY","10037","MANHATTAN","40.812702","-73.939645","10","9","212","1083984","1017300016","Central Harlem North-Polo Grounds                                          "
"DFTA","Harlem Interagency Council for the Aging","Aside from our meetings, visitations, counseling and other activities, we respond to our senior and youth individual needs, which can change from day to day. We are guided by the critical need of those we serve, many at-risk seniors and youth.","No","9120.00","5000.00","Senior, Youth, and Family Advocacy","50 West 139th Street","New York","NY","10037","MANHATTAN","40.816102","-73.937658","10","9","212","1083986","1017360060","Central Harlem North-Polo Grounds                                          "
"DOE","Harlem Junior Tennis and Education Program","HJTEP provides year-round after school tennis and education programs to under served Central Harlem youth. At least 23% of the children HJTEP serves need assistance in maintaining the C average that our program requires. To improve the rigor and quality of our program, this year we inroduced the Academic Creative Engagement curriculum with a group of 60 students.","No","5000.00","0.00","Academic Creative Enrichment (ACE) and Tennis at PS 197 & Howard Bennett Park","40 West 143rd Street","New York","NY","10037","MANHATTAN","40.818365","-73.935359","10","9","214","1053944","1017400017","Central Harlem North-Polo Grounds                                          "
"DPR","Harlem Arts Festival ","The Harlem Arts Festival is an annual free multidisciplinary arts festival in June at Marcus Garvey Park. The two-day festival celebrates artist from Harlem and includes areas of visual and artisan artists to present work and two stages for arts-related discussion forum and performances. ","Yes","10000.00","4000.00","Harlem Arts Festival","42 West 130th Street, #3","New York","NY","10037","MANHATTAN","40.810159","-73.941342","10","9","208","1053754","1017270058","Central Harlem North-Polo Grounds                                          "
"DPR","GLBT Summer Affair, Inc. (fiscal conduit)","Two festivals in Brooklyn Heights.","Yes","7975.00","0.00","Urban Cultural Community Health Fair Fundraiser","2235 Fifth Avenue ","New York","NY","10037","MANHATTAN","40.813241","-73.93726","11","9","210","1081109","1017600001","East Harlem North                                                          "
"DPR","Harlem Needle Arts, Inc.","The fifth annual Blossom of Fiber Art is a two day public art exhibition at St Nicholas Park that features the work of fiber and needle artist who construct thre-dimentional artwork through the mediums of crochet, knit, felting, quilting, weaving, and fiber fusion. ","Yes","5500.00","2500.00","Blossom of Fiber Art","2160 Madison Avenue ","New York","NY","10037","MANHATTAN","40.812338","-73.936087","11","9","210","1081105","1017600001","East Harlem North                                                          "
"DPR","New York City  Bombsquad Basketball Classic, Inc.","NYCBBC basketball saturday league serves more than 275 young boys and girls ages 6-18 of every skill level. The program begins with a 6-week fundamentals camp and a scrimmage proces. Thereafter, kids are placed in team and compete against each other thorughout the summer. ","No","6000.00","3000.00","NYCBBC Summer League","2186 Fifth Avenue, Suite 12R","New York","NY","10037","MANHATTAN","40.811593","-73.938494","10","9","212","1053890","1017300036","Central Harlem North-Polo Grounds                                          "
"DFTA","Manhattan Legal Services","Manhattan Legal Services started the Elderly Consumer Protection Project in 2007 after finding increasing need among our elderly clients for legal representation and education on consumer law issues. With legal representation, advice, and community education, these seniors can be protected. Manhattan Legal Services has been one of the only providers of these services to seniors through its Elderly Consumer Protection Project.","No","12000.00","9000.00","Elderly Consumer Protection Project","One West 125th Street, 2nd Floor","New York","NY","10038",,,,,,,,,
"DFTA","United Cerebral Palsy of New York City, Inc.","In 2011, United Cerebral Palsy of New York City (UCP of NYC) developed HealthLink, a series of field tested curricula which to date has educated over 1,000 health care professionals and students about the unique and complex health care needs of individuals with developmental, intellectual and physical disabilities and the medically frail. With a grant from the Manhattan Borough President's Office, UCP of NYC intends to utilize our HealthLink curricula.","Yes","9500.00","4500.00","Breast Health Awareness Women w/Disabilities who are Aging their Clinicians","80 Maiden lane","New York","NY","10038","MANHATTAN","40.707116","-74.007329","1","1","7","1001015","1000420031","Battery Park City-Lower Manhattan                                          "
"DFTA","Urban Justice Center - Community Development Program","The Protecting Senior NYCHA Tenants program focuses on preserving the quality of life of elderly tenants in several Lower East Side NYCHA developments that are part of NYCHA's infill program. CDP and GOLES, and LES-based community organization, are working with tenants in these developments to ensure that they are aware of their rights, and to make sure that NYCHA's infill plans do not negatively impact tenants; quality of life and access to public recreation space.","Yes","10000.00","7500.00","Protecting Senior NYCHA Tenants","123 William Street, 16th Fl.","New York","NY","10038","MANHATTAN","40.709112","-74.006889","1","1","1502","1079063","1000780004","Battery Park City-Lower Manhattan                                          "
"DOE","Apex for Youth, Inc. ","Apex for Youth provides Saturday math and english prep as well as basketball programming to four elementery schools in the Lower East Side and Chinatown. Working professionals volunteer to be teachers and coaches. ","No","5000.00","3000.00","Three Bridges Elementary Schools Programs","80 Maiden Lane Suite 1102","New York","NY","10038","MANHATTAN","40.707116","-74.007329","1","1","7","1001015","1000420031","Battery Park City-Lower Manhattan                                          "
"DOE","Learning Leaders, Inc. ","Learning Leaders' literacy and numeracy workshops explore grade level expctation in reading, writing and mathematics, helping parents understand the curriculum their children are studying.","No","10000.00","3000.00","Family Literacy/Numeracy Workshops in Districts 1, 4 and 6","80 Maiden Lane, 11th Floor","New York","NY","10038","MANHATTAN","40.707116","-74.007329","1","1","7","1001015","1000420031","Battery Park City-Lower Manhattan                                          "
"DOE","Reading Excellence and Discovery (READ) Foundation","READ trains and supports middle and high school students to provide structured, individualized, research based, supervised one-to-one tutoring to at-risk Kindergarten and first grade students.","No","4000.00","3000.00","READ - Success Starts Early","80 Maiden Lane, 11th Fl.","New York","NY","10038","MANHATTAN","40.707116","-74.007329","1","1","7","1001015","1000420031","Battery Park City-Lower Manhattan                                          "
"DOE","The Committee for Hispanic Children and Families, Inc. ","CHCF is requesting funding to support its Common Core State Standards (CCSS) education project for 50 parents in Manhattan. CHCF has been providing workshops in Spanish and Enghlish to parents, child care providers and school personnel in New York City about the CCSS, their implementation, and teh impact on their children, schools, and communities.","No","5000.00","0.00","Common Core State Standards for Parents","110 William Street, Suite 1802","New York","NY","10038","MANHATTAN","40.708791","-74.007189","1","1","1502","1001186","1000770008","Battery Park City-Lower Manhattan                                          "
"DOHMH","The Urban Justice Center","Established in 2003, DVP provides survivors of domestic violence and their children the psychosocial support and legal advocacy they need to achieve freedom from the abuse and violence in their lives.","Yes","7500.00","4000.00","The Domestic Violence Project","123 William Street, 16Fl.","New York","NY","10038","MANHATTAN","40.709112","-74.006889","1","1","1502","1079063","1000780004","Battery Park City-Lower Manhattan                                          "
"DPR","Metropolitan Waterfront Alliance, Inc. ","City of Water Day celebrates the potential of the New York City waterfront with a focus on enagaing families through fun outdoor activities. The main event takes place at Governors Island and local events are held throughout City waterfronts. ","No","10000.00","0.00","City of Water Day","241 Water Street, 3rd Fl.","New York","NY","10038","MANHATTAN","40.707981","-74.002471","1","1","1501","1078980","1000970051","Battery Park City-Lower Manhattan                                          "
"DPR","New York Lesbian and Gay Experimental Film Festival","LPV is dedicated to fostering the interest of all segments of the neighborhood and the arts community, and does so by broadening and enriching the general public through performances, screenings, and workshops.","Yes","3000.00","3000.00","LIGHTS! CAMERA! PAINT! - MIX Nnyc Visual Art Workshop Series","82 Nassau Street, #341","New York","NY","10038","MANHATTAN","40.709872","-74.008072","1","1","1502","1001201","1000787503","Battery Park City-Lower Manhattan                                          "
"DFTA","Ansonia Music Outreach Organization, Inc.","Our Access to Music program continues to bring free classical music performances to the elderly at senior centers, nursing homes, and senior care facilities in New York City, through our Music for the Elderly Series. We provide enriching arts experiences where previously none were offered, and in many cases our musicians help seniors maintain the quality of life. ","No","6000.00","3000.00","Access to Music: Music for the Elderly Series","330 Wadsworth Avenue, 2G","New York","NY","10040","MANHATTAN","40.855188","-73.931061","12","10","279","1064084","1021700287","Washington Heights North                                                   "
"DFTA","YM/YWHA Association of Washington Heights and Inwood, Inc. ","The YM & YWHA of Washington Heights and Inwood (the Y) has spearheaded The Husdon Community Project: Safe A Home (HCP), a regional collaborative effort with the Jewish Community council of Washington Heights-Inwood (JCC-WHI) that provides concrete and support services to frail and culnerable older adults ages 60+, with most living in Manhattan Community District #12.","No","25000.00","9193.00","The Hudson Community Project: Safe At Home","54 Nagle Avenue","New York","NY","10040","MANHATTAN","40.859993","-73.929129","12","10","285","1064146","1021720064","Washington Heights North                                                   "
"DPR","New York Scandia Symphony","The Scandinavian Music Festival in Fort Tryon Park is a unique series of three outdoor summer concerts performed by musicians of the Scandia Symphony and guest artists.","No","5000.00","0.00","The Scandinavian Music Festival","720 Fort Washington Avenue, #5D","New York","NY","10040","MANHATTAN","40.857943","-73.934962","12","10","281","1064475","1021800614","Washington Heights North                                                   "
"DPR","Roosevelt Island Visual Art Association","Ongoing programs including FREE drawing classes (still life and portraits) for children and adults every Saturday morning open to the Roosevelf Island and adjoining Manhattan communities all year including summer programs.","Yes","30000.00","0.00","Gasllery RIVAA Cultural Expansion","527 Main Street","New York","NY","10044","MANHATTAN","40.761293","-73.950315","8","5","23801","1087293","1013730040","Lenox Hill-Roosevelt Island                                                "
"DFTA","EIS: Eviction Intervention Services","EIS provides tenant advocacy sercives -legal, educational and social services - to assist Manhattan seniors maintan their housing. EIS targets seniors who live in rent-regulated housing.","No","15000.00","10000.00","Homeless Prevention for Seniors","1233 Second Avenue ","New York","NY","10065","MANHATTAN","40.764111","-73.961803","8","4","118","1043870","1014197501","Lenox Hill-Roosevelt Island                                                "
"DFTA","Health Advocates for Older People, Inc.","The Program promotes physical and mental health with a series of wellness programs, intellectual stimulation activities, Home Safety Assessments and provides tools and materials to help the elderly to organize their lives.","No","5000.00","3000.00","Healthy Aging Program of Health Advocates for Older People, Inc.","1233 Second Avenue","New York","NY","10065","MANHATTAN","40.764111","-73.961803","8","4","118","1043870","1014197501","Lenox Hill-Roosevelt Island                                                "
"DPR","Society of Illustrators, Inc.","In collaboration with DPR Afterschool Program the Summer Illustration Art Academy will serve at-risk youth ages 9-13 (25 per week ) in July. Students will learn multi-media drawing techniques from 10 prominent illustrators while visiting NYC cultural, historical and scientific institutions.","No","5000.00","3000.00","2013 SI Summer Illustration Art Academy for At-Risk Youth","128 East 63rd Street","New York","NY","10065","MANHATTAN","40.764897","-73.966774","8","4","11402","1042056","1013970060","Upper East Side-Carnegie Hill                                              "
