"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-05919-0436","3777 INDEPENDENCE AVENUE
Bronx, NY 
(40.888990840119, -73.913056791538)","2","10463","40.8889","-73.913036","8","11","309","2085871","2059190436","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","196","1963","255000","2830500","11.1","9980000","39.1","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.35","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2694049","11.37","9500000","40.1","0.25"
"2-03263-0225","75 238 STREET
Bronx, NY 
(40.882253491449, -73.897027479712)","2",,,,,,,,,,"KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","72","1960","77000","770000","10","2600000","33.8","2-03287-0031","2670 BAINBRIDGE AVENUE
Bronx, NY 
(40.865494989354, -73.891424437396)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","70","1959","78755","641429","8.14","1970000","25","1.2","2-05047-0014","4382 FURMAN AVENUE
Bronx, NY 
(40.897668573348, -73.85373868906)","WAKEFIELD","D1-ELEVATOR","72","1931","75630","545124","7.21","1670000","22.08","2.4"
"2-02471-0036","1015 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"MELROSE/CONCOURSE","D4-ELEVATOR","62","1941","75000","600000","8","1840000","24.53","2-02518-0001","105 168 STREET
Bronx, NY 
(40.836395990478, -73.918240564556)","HIGHBRIDGE/MORRIS HEIGHTS","D7-ELEVATOR","303","1930","335500","3452224","10.29","11700000","34.9","0.6","2-02510-0040","1197 ANDERSON AVENUE
Bronx, NY 
(40.837154198837, -73.923463845008)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","129","1929","137282","1338325","9.75","4520000","32.9","0.45"
"2-04319-0010","2156 CRUGER AVENUE
Bronx, NY 
(40.855107271825, -73.866648228955)","2","10462","40.855219","-73.866658","11","13","22403","2049404","2043190010","Pelham Parkway                                                             ","PELHAM PARKWAY SOUTH","D4-ELEVATOR","73","1930","70836","692776","9.78","2340000","33","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","722189","9.78","2440000","33","0",,,,,,,,,,,,
"2-02683-0052","547 SOUTHERN BOULEVARD
Bronx, NY 
(40.812255591242, -73.903806142601)","2","10455","40.812318","-73.903531","2","17","83","2005088","2026830052","Longwood                                                                   ","MORRISANIA/LONGWOOD","C6-WALK-UP","19","1906","16875","168750","10","477000","28.3","2-02669-0042","991 UNION AVENUE
Bronx, NY 
(40.823777854374, -73.901469427661)","MORRISANIA/LONGWOOD","C1-WALK-UP","21","1905","20855","198540","9.52","561000","26.9","0.75","2-02399-0027","645 MELROSE AVENUE
Bronx, NY 
(40.818355612785, -73.916780988583)","MELROSE/CONCOURSE","C7-WALK-UP","14","1906","11409","187639","16.45","763000","67","0.85"
"2-05953-0038","5700 ARLINGTON AVENUE
Bronx, NY 
(40.906488104898, -73.906727850299)","2","10471","40.906656","-73.906827","8","11","323","2086319","2059530038","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","437","1961","404890","5587482","13.8","22100000","55","2-05909-0825","600 246 STREET
Bronx, NY 
(40.892626839154, -73.909948914284)","RIVERDALE","D3-ELEVATOR","403","1958","443283","8181864","18.46","33300000","75","1.15","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2694049","11.37","9500000","40.1","1.15"
"2-03267-0056","3123 BAILEY AVENUE
Bronx, NY 
(40.878091802268, -73.90239117405)","2","10463","40.878404","-73.902104","8","14","277","2016155","2032670056","Van Cortlandt Village                                                      ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","53","1964","43645","442124","10.13","1490000","34.1","2-02449-0064","1185 MORRIS AVENUE
Bronx, NY 
(40.832842958898, -73.91438067463)","MELROSE/CONCOURSE","D1-ELEVATOR","53","1936","45416","436788","9.62","1340000","29.5","3.25","2-03324-0077","3435 KNOX PLACE
Bronx, NY 
(40.881941945056, -73.883520415157)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","54","1949","44280","443600","10.02","1500000","33.9","1"
"2-05758-0442","315 232 STREET
Bronx, NY 
(40.882067054382, -73.907373929873)","2",,,,,,,,,,"KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","72","1974","75747","833217","11","2940000","38.8","2-05761-0444","3425 KINGSBRIDGE AVENUE
Bronx, NY 
(40.883027623383, -73.903498835243)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","56","1964","69595","581072","8.35","1920000","27.6","0.15","2-05760-0112","3424 KINGSBRIDGE AVENUE
Bronx, NY 
(40.882995283021, -73.903440283547)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","138","1962","128500","1424321","11.08","5020000","39.1","0.2"
"2-05787-0130","3200 NETHERLAND AVENUE
Bronx, NY 
(40.883820162051, -73.911561927026)","2","10463","40.884096","-73.911491","8","11","297","2084097","2057870130","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","80","1957","88470","973170","11","3430000","38.8","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1016704","10.96","3580000","38.6","0.45","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0"
"2-02608-0019","1109 FRANKLIN AVENUE
Bronx, NY 
(40.828015136085, -73.906146594525)","2","10456","40.827831","-73.906312","3","16","185","2004201","2026080019","Morrisania-Melrose                                                         ","MORRISANIA/LONGWOOD","C6-WALK-UP","25","1917","24750","269775","10.9","762000","30.8","2-02439-0022","275 168 STREET
Bronx, NY 
(40.833634922982, -73.913585743774)","MELROSE/CONCOURSE","C7-WALK-UP","23","1914","18936","202615","10.7","685000","36.2","0.55","2-02418-0001","299 158 STREET
Bronx, NY 
(40.82329417536, -73.917997001021)","MELROSE/CONCOURSE","C7-WALK-UP","15","1931","11815","127245","10.77","430000","36.4","0.65"
"2-05770-0069","3636 GREYSTONE AVENUE
Bronx, NY 
(40.886128954199, -73.905812094271)","2","10463","40.886605","-73.905622","8","11","295","2083967","2057700069","Spuyten Duyvil-Kingsbridge                                                 ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","92","1940","118214","1383103","11.7","4880000","41.3","2-05769-0132","3660 WALDO AVENUE
Bronx, NY 
(40.887054233434, -73.904139372067)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","86","1940","72000","912037","12.67","3430000","47.6","0.04","2-05773-0290","275 238 STREET
Bronx, NY 
(40.88556828581, -73.901694586434)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1937","71091","799150","11.24","2820000","39.7","0.25"
"2-05904-0100","3725 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.888621","-73.91053","8","11","30701","2085778","2059040100","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","86","1952","116424","1338876","11.5","4720000","40.5","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1184173","11.07","4170000","39","0.15","2-05920-0687","699 239 STREET
Bronx, NY 
(40.889952051174, -73.915197373288)","RIVERDALE","D1-ELEVATOR","132","1962","160000","2155015","13.47","8100000","51","0.25"
"2-05742-0120","3103 FAIRFIELD AVENUE
Bronx, NY 
(40.883256535347, -73.914327313991)","2","10463","40.883381","-73.914212","8","11","297","2083458","2057420120","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","108","1949","108700","1028800","9.46","3390000","31.2","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.2","2-05814-1195","6141 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","FIELDSTON","D1-ELEVATOR","86","1962","90000","813493","9.04","2680000","29.8","1.1"
"2-04292-0014","2100 WALLACE AVENUE
Bronx, NY 
(40.85322084953, -73.864820183521)","2","10462","40.853263","-73.86484","11","13","228","2093291","2042920014","Pelham Parkway                                                             ","PELHAM PARKWAY SOUTH","D4-ELEVATOR","148","1940","144354","1410338","9.77","4770000","33","2-04286-0022","2100 BRONX PARK
Bronx, NY 
(40.853699684387, -73.869138050698)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","157","1929","168990","1651470","9.77","5580000","33","0.2",,,,,,,,,,,,
"2-03069-0090","2039 HUGHES AVENUE
Bronx, NY 
(40.847947946162, -73.891103029216)","2","10457","40.848002","-73.891027","6","15","373","2012016","2030690090","East Tremont                                                               ","EAST TREMONT","D4-ELEVATOR","12","1911","13200","151800","11.5","429000","32.5","2-03061-0032","2005 MONTEREY AVENUE
Bronx, NY 
(40.847768862971, -73.894661913236)","EAST TREMONT","D1-ELEVATOR","18","1913","17407","178769","10.27","505000","29","0.15","2-03061-0034","547 MONTEREY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","D7-ELEVATOR","20","1913","18800","214508","11.41","606000","32.2","0.15"
"2-05803-0985","4445 POST ROAD
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.892017","-73.898051","8","11","351","2084226","2058030985","North Riverdale-Fieldston-Riverdale                                        ","FIELDSTON","D4-ELEVATOR","68","1940","62088","698490","11.25","2460000","39.6","2-05703-0197","3045 GODWIN TERRACE
Bronx, NY 
(40.878720293559, -73.906325297435)","KINGSBRIDGE/JEROME PARK","D7-ELEVATOR","74","1940","68610","837546","12.21","3150000","45.9","0.9","2-05625-0065","30 PILOT STREET
Bronx, NY 
(40.840783040315, -73.786457638424)","CITY ISLAND","D1-ELEVATOR","79","1964","63000","615408","9.77","2080000","33","6.9"
"2-03252-0268","91 VAN CORTLANDT AVENUE
Bronx, NY 
(40.883587538658, -73.89305997264)","2",,,,,,,,,,"KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","50","1963","55800","513360","9.2","1690000","30.3","2-03332-0021","3070 HULL AVENUE
Bronx, NY 
(40.871968860321, -73.878898015292)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","50","1939","56000","498265","8.9","1640000","29.3","1.1","2-05834-3001","6255 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","FIELDSTON","D1-ELEVATOR","50","1958","55400","528968","9.55","1790000","32.3","1"
"2-02373-0043","3531 3 AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10456","40.831472","-73.905653","3","16","145","2091169","2023730043","Claremont-Bathgate                                                         ","MORRISANIA/LONGWOOD","C6-WALK-UP","15","1920","12651","113859","9","322000","25.5","2-02410-0009","600 MORRIS AVENUE
Bronx, NY 
(40.818571694059, -73.922189216828)","MELROSE/CONCOURSE","C7-WALK-UP","13","1920","8958","76193","8.51","251000","28","1.25","2-02430-0033","1191 CLAY AVENUE
Bronx, NY 
(40.831925030072, -73.910913985357)","MELROSE/CONCOURSE","C1-WALK-UP","12","1929","11500","123050","10.7","416000","36.2","0.3"
"2-04343-0001","2215 CRUGER AVENUE
Bronx, NY 
(40.85816724332, -73.86660543008)","2","10467","40.858285","-73.86658","11","13","330","2093353","2043430001","Bronxdale                                                                  ","PELHAM PARKWAY NORTH","D4-ELEVATOR","168","1952","140662","1533215","10.9","5400000","38.4","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","783691","6.14","2410000","18.88","1.1","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2788505","10.94","9830000","38.5","0.1"
"2-05953-0230","5800 ARLINGTON AVENUE
Bronx, NY 
(40.907101259343, -73.90684826109)","2","10471","40.907828","-73.906568","8","11","323","2086320","2059530230","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","435","1961","400180","5522484","13.8","21900000","55","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2694049","11.37","9500000","40.1","1.15","2-05909-0825","600 246 STREET
Bronx, NY 
(40.892626839154, -73.909948914284)","RIVERDALE","D3-ELEVATOR","403","1958","443283","8181864","18.46","33300000","75","1.15"
"2-03252-0276","3980 ORLOFF AVENUE
Bronx, NY 
(40.884378101643, -73.892250116594)","2","10463","40.884167","-73.89244","8","11","281","2015481","2032520276","Van Cortlandt Village                                                      ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","151","1950","155477","1574982","10.13","4450000","28.6","2-02823-0046","1700 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","D3-ELEVATOR","158","1963","154656","1540059","9.96","5200000","33.6","2.9","2-05760-0112","3424 KINGSBRIDGE AVENUE
Bronx, NY 
(40.882995283021, -73.903440283547)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","138","1962","128500","1424321","11.08","5020000","39.1","0.6"
"2-03035-0048","463 178 STREET
Bronx, NY 
(40.84850500829, -73.89783092579)","2",,,,,,,,,,"BATHGATE","D4-ELEVATOR","38","1935","32200","236026","7.33","667000","20.71","2-03046-0003","2028 WASHINGTON AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","BATHGATE","D1-ELEVATOR","34","1928","29300","223852","7.64","632000","21.57","0.15",,,,,,,,,,,,
"2-03213-0033","2471 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10468","40.863481","-73.902773","7","14","263","2014634","2032130033","Kingsbridge Heights                                                        ","KINGSBRIDGE HTS/UNIV HTS","D4-ELEVATOR","42","1928","43000","354750","8.25","1170000","27.2","2-03211-0042","2240 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","32","1942","30000","270801","9.03","893000","29.8","0.45","2-03218-0007","2266 ANDREWS AVENUE
Bronx, NY 
(40.860364187194, -73.908276562174)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","27","1939","25000","216376","8.66","713000","28.5","0.25"
"2-05403-0025","3321 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10461","40.842087","-73.826163","10","13","264","2074929","2054030025","Schuylerville-Throgs Neck-Edgewater Park                                   ","SCHUYLERVILLE/PELHAM BAY","D4-ELEVATOR","71","1939","57994","527745","9.1","1740000","30","2-05754-0090","225 232 STREET
Bronx, NY 
(40.88038240123, -73.904333150882)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","96","1929","87510","842281","9.62","2590000","29.6","4.8",,,,,,,,,,,,
"2-03352-0001","333 209 STREET
Bronx, NY 
(40.876777514533, -73.874358177783)","2",,,,,,,,,,"BEDFORD PARK/NORWOOD","C6-WALK-UP","43","1924","36000","403200","11.2","1140000","31.7","2-02785-0020","1340 MORRIS AVENUE
Bronx, NY 
(40.836551790311, -73.912127677727)","MELROSE/CONCOURSE","C1-WALK-UP","44","1923","36000","410502","11.4","1450000","40.3","3.45","2-03308-0030","225 202 STREET
Bronx, NY 
(40.873094702037, -73.88591391916)","BEDFORD PARK/NORWOOD","C1-WALK-UP","43","1927","36200","404716","11.18","1430000","39.5","0.7"
"2-03737-0037","1160 COLGATE AVENUE
Bronx, NY 
(40.827294328068, -73.881698144106)","2","10472","40.827218","-73.881706","9","17","52","2023761","2037370037","Soundview-Bruckner                                                         ","SOUNDVIEW","C6-WALK-UP","17","1927","13446","127737","9.5","361000","26.8","2-03080-0038","2037 BELMONT AVENUE
Bronx, NY 
(40.847875903687, -73.890421067013)","EAST TREMONT","C1-WALK-UP","17","1909","11629","125433","10.79","354000","30.4","1.55","2-03081-0045","2120 BELMONT AVENUE
Bronx, NY 
(40.84920347243, -73.889371930938)","EAST TREMONT","C1-WALK-UP","25","1914","18113","168565","9.31","476000","26.3","1.55"
"2-02508-0041","1015 ANDERSON AVENUE
Bronx, NY 
(40.832546713584, -73.926988212131)","2","10452","40.832599","-73.926947","4","8","189","2003144","2025080041","Highbridge                                                                 ","HIGHBRIDGE/MORRIS HEIGHTS","C6-WALK-UP","22","1922","23802","182442","7.66","515000","21.64","2-02452-0051","1194 SHERMAN AVENUE
Bronx, NY 
(40.833418063126, -73.916062691343)","MELROSE/CONCOURSE","C1-WALK-UP","37","1922","30930","227031","7.34","697000","22.53","0.6",,,,,,,,,,,,
"2-05919-0448","3750 HUDSON MANOR TERRACE
Bronx, NY 
(40.888557878984, -73.915598599857)","2","10463","40.888713","-73.915597","8","11","309","2091925","2059190448","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","104","1954","163944","1819778","11.1","6410000","39.1","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2694049","11.37","9500000","40.1","0.25","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.35"
"2-03356-0096","316 211 STREET
Bronx, NY 
(40.880080323675, -73.873376960105)","2",,,,,,,,,,"BEDFORD PARK/NORWOOD","C6-WALK-UP","17","1927","16600","170980","10.3","578000","34.8","2-03198-0050","2324 DAVIDSON AVENUE
Bronx, NY 
(40.859689871225, -73.904226542105)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","17","1911","16560","170071","10.27","480000","29","2.1","2-03377-0047","256 237 STREET
Bronx, NY 
(40.898769353993, -73.868906437942)","WOODLAWN","C1-WALK-UP","17","1927","15480","122328","7.9","376000","24.29","1.3"
"2-03307-0001","3000 VALENTINE AVENUE
Bronx, NY 
(40.872284277353, -73.88556338049)","2","10458","40.872369","-73.88556","7","11","413","2017214","2033070001","Bedford Park-Fordham North                                                 ","BEDFORD PARK/NORWOOD","D4-ELEVATOR","57","1937","55800","542934","9.73","1830000","32.8","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","651937","9.15","2150000","30.2","0.2","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","639948","10.83","2260000","38.2","0.2"
"2-03326-0045","91 208 STREET
Bronx, NY 
(40.878456957937, -73.881613428952)","2",,,,,,,,,,"BEDFORD PARK/NORWOOD","C6-WALK-UP","65","1926","56000","519680","9.28","1710000","30.5","2-03089-0026","2350 CAMBRELENG AVENUE
Bronx, NY 
(40.85335417978, -73.885791514542)","BELMONT","C1-WALK-UP","65","1925","55780","537423","9.63","1820000","32.6","1.8","2-03196-0029","2234 DAVIDSON AVENUE
Bronx, NY 
(40.857837266065, -73.905355931737)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","65","1923","51000","473326","9.28","1450000","28.4","1.9"
"2-04653-0049","3850 BRONX BOULEVARD
Bronx, NY 
(40.885755713231, -73.865969709643)","2","10467","40.885932","-73.865891","12","12","394","2057550","2046530049","Williamsbridge-Olinville                                                   ","WILLIAMSBRIDGE","D4-ELEVATOR","166","1958","167750","1794925","10.7","5070000","30.2","2-02823-0046","1700 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","D3-ELEVATOR","158","1963","154656","1540059","9.96","5200000","33.6","3.7","2-03057-0011","2410 WASHINGTON AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","BELMONT","D1-ELEVATOR","170","1967","148500","1694221","11.41","5970000","40.2","2.3"
"2-05787-0177","3225 JOHNSON AVENUE
Bronx, NY 
(40.883724655146, -73.910419745906)","2","10463","40.884292","-73.910424","8","11","297","2084110","2057870177","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","60","1970","60928","682393","11.2","2410000","39.6","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1016704","10.96","3580000","38.6","0.45","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0"
"2-03095-0001","705 179 STREET
Bronx, NY 
(40.846734186008, -73.889777010932)","2",,,,,,,,,,"EAST TREMONT","C6-WALK-UP","35","1916","30000","285000","9.5","805000","26.8","2-03091-0003","655 189 STREET
Bronx, NY 
(40.856675749029, -73.884491063189)","BELMONT","C1-WALK-UP","27","1912","20250","184627","9.12","609000","30.1","0.75","2-03111-0009","814 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","C1-WALK-UP","35","1931","33250","325974","9.8","1100000","33.1","0.25"
"2-03179-0052","2075 WALTON AVENUE
Bronx, NY 
(40.854089037396, -73.905914577293)","2","10453","40.854089","-73.905903","5","14","241","2013965","2031790052","Mount Hope                                                                 ","FORDHAM","D4-ELEVATOR","54","1927","53898","458133","8.5","1290000","23.93","2-03179-0047","2085 WALTON AVENUE
Bronx, NY 
(40.854256117839, -73.905764204895)","FORDHAM","D1-ELEVATOR","42","1927","43566","251923","5.78","773000","17.74","0","2-03186-0032","2195 WALTON AVENUE
Bronx, NY 
(40.85637380926, -73.904055094665)","FORDHAM","D1-ELEVATOR","43","1929","44928","323759","7.21","994000","22.12","0.15"
"2-04341-0001","665 THWAITES PLACE
Bronx, NY 
(40.858899993647, -73.868922833194)","2","10467","40.858853","-73.868957","11","15","33201","2049998","2043410001","Bronxdale                                                                  ","BRONXDALE","D4-ELEVATOR","135","1962","125891","1372211","10.9","4840000","38.4","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","783691","6.14","2410000","18.88","1.05","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2788505","10.94","9830000","38.5","0.05"
"2-05788-0119","3215 NETHERLAND AVENUE
Bronx, NY 
(40.88393349525, -73.911596407659)","2","10463","40.884167","-73.911488","8","11","297","2084120","2057880119","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","49","1939","75000","712500","9.5","2350000","31.3","2-05845-1799","5400 FIELDSTON ROAD
Bronx, NY 
(40.901548992376, -73.901753307327)","RIVERDALE","D1-ELEVATOR","127","1939","151500","1502438","9.92","5080000","33.5","1.35","2-05881-1086","6655 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D7-ELEVATOR","92","1929","95000","833879","8.78","2750000","28.9","1.9"
"2-03258-0073","3400 FT
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","171","1965","232808","2139505","9.19","6040000","25.9","2-02269-0001","370 BROOK AVENUE
Bronx, NY 
(40.810672193645, -73.917382238624)","MOTT HAVEN/PORT MORRIS","D3-ELEVATOR","173","1970","209819","2167430","10.33","6120000","29.2","4.9","2-03140-0007","2082 BOSTON ROAD
Bronx, NY 
(40.842123449388, -73.878441701991)","EAST TREMONT","D1-ELEVATOR","169","1974","200529","2233479","11.14","6310000","31.5","2.9"
"2-05779-0815","3810 GREYSTONE AVENUE
Bronx, NY 
(40.888278067491, -73.904940414837)","2","10463","40.887716","-73.905175","8","11","335","2084038","2057790815","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","44","1939","41068","474335","11.55","1670000","40.7","2-05773-0290","275 238 STREET
Bronx, NY 
(40.88556828581, -73.901694586434)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1937","71091","799150","11.24","2820000","39.7","0.25","2-05791-0388","511 235 STREET
Bronx, NY 
(40.885270655874, -73.907787840625)","RIVERDALE","D7-ELEVATOR","55","1936","64000","763082","11.92","2690000","42","0.2"
"2-05628-0008","30 CAROLL STREET
Bronx, NY 
(40.84513242904, -73.788873766273)","2",,,,,,,,,,"CITY ISLAND","C6-WALK-UP","12","1920","6480","109188","16.85","444000","69","2-03145-0022","312 183 STREET
Bronx, NY 
(40.856717289456, -73.897996509832)","FORDHAM","C1-WALK-UP","25","1925","9472","166241","17.55","676000","71","5.7","2-05333-0106","1235 BRADFORD AVENUE
Bronx, NY 
(40.836009927639, -73.830171089)","SCHUYLERVILLE/PELHAM BAY","C1-WALK-UP","13","1929","6510","100417","15.43","408000","63","2.25"
"2-02962-0044","1409 PROSPECT AVENUE
Bronx, NY 
(40.832306534799, -73.896661017471)","2","10459","40.832348","-73.896625","3","16","151","2010202","2029620044","Morrisania-Melrose                                                         ","MORRISANIA/LONGWOOD","C6-WALK-UP","11","1904","14175","161878","11.42","457000","32.2","2-02688-0054","874 LONGWOOD AVENUE
Bronx, NY 
(40.818830545449, -73.900490859651)","MORRISANIA/LONGWOOD","C1-WALK-UP","11","1904","13275","151662","11.42","428000","32.2","0.95","2-02754-0061","1120 BRYANT AVENUE
Bronx, NY 
(40.826822836763, -73.888810796517)","MORRISANIA/LONGWOOD","C4-WALK-UP","11","1910","10030","111264","11.09","392000","39.1","0.6"
