"appeal_type","appeal_subtype","agency","status","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Psych","Police Department - NYPD","Closed","2017-03-31T00:00:00.000","2017-06-29T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Sanitation - DSNY","Closed","2017-03-31T00:00:00.000","2017-04-12T00:00:00.000",,,,,"DSNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-30T00:00:00.000","2017-08-08T00:00:00.000","3068","Police Officer","2019-12-18T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-30T00:00:00.000","2017-11-27T00:00:00.000","7035","Administrative Director of Social Services","2021-07-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-30T00:00:00.000","2017-06-02T00:00:00.000","5044","Research Assistant","2021-02-01T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-03-30T00:00:00.000","2017-11-15T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-03-30T00:00:00.000","2017-11-15T00:00:00.000","5517","Promotion to Administrative Staff Analyst","2020-08-17T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-03-30T00:00:00.000","2017-11-13T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-03-30T00:00:00.000","2017-06-30T00:00:00.000","6055","Project Manager Intern","2021-01-11T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-29T00:00:00.000","2017-08-24T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-28T00:00:00.000","2017-08-08T00:00:00.000","4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-03-28T00:00:00.000","2017-11-03T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Correction - DOC","Closed","2017-03-28T00:00:00.000","2017-09-07T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-03-28T00:00:00.000","2017-05-24T00:00:00.000",,,,,"NYCHA"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2017-03-28T00:00:00.000","2017-08-17T00:00:00.000",,,,,"NYCHA"
"Section 76","Suspension","Human Resources Administration - HRA","Closed","2017-03-28T00:00:00.000","2017-06-21T00:00:00.000",,,,,"HRA"
"Section 50","Psych","Department of Correction - DOC","Closed","2017-03-28T00:00:00.000","2017-11-01T00:00:00.000","6029","Probation Officer","2020-09-14T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-27T00:00:00.000","2017-07-06T00:00:00.000","3326","School Safety Agent","2019-09-09T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-27T00:00:00.000","2017-11-21T00:00:00.000","6024","Plasterer","2021-02-01T00:00:00.000",,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-03-27T00:00:00.000","2017-05-05T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-03-27T00:00:00.000","2017-06-15T00:00:00.000","5010","Administrative Manager","2020-09-28T00:00:00.000",,"DCAS"
"Jurisdictional Issue",,"Fire Department - FDNY","Closed","2017-03-24T00:00:00.000","2017-03-29T00:00:00.000",,,,,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-23T00:00:00.000","2017-07-07T00:00:00.000","2302","Police Officer","2018-04-30T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2017-03-23T00:00:00.000","2017-05-03T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Waiting for Appeal Request",,"Police Department - NYPD","Closed","2017-03-23T00:00:00.000","2017-06-09T00:00:00.000",,,,,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-22T00:00:00.000","2017-05-18T00:00:00.000","4336","Police Communications Technician","2020-03-09T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-03-22T00:00:00.000","2017-05-04T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-22T00:00:00.000","2017-05-26T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-22T00:00:00.000","2017-08-07T00:00:00.000","3314","Police Officer","2019-12-09T00:00:00.000",,"NYPD"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2017-03-22T00:00:00.000","2017-10-10T00:00:00.000","5710","Promotion to Assistant Train Dispatcher",,,"DCAS"
"Section 50","Character","Administration for Children's Services - ACS","Closed","2017-03-22T00:00:00.000","2017-07-05T00:00:00.000","4317","Child Protective Specialist","2020-05-06T00:00:00.000",,"ACS"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Closed","2017-03-22T00:00:00.000","2017-06-21T00:00:00.000","6605","Structure Maintainer Group C",,,"NYCT"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-03-22T00:00:00.000","2017-06-08T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-21T00:00:00.000","2017-07-07T00:00:00.000","3314","Police Officer","2019-12-09T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-03-21T00:00:00.000","2017-11-27T00:00:00.000","6332","Correction Officer","2020-09-22T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-21T00:00:00.000","2017-10-10T00:00:00.000","6044","Fraud Investigator",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-20T00:00:00.000","2017-08-25T00:00:00.000","4324","Police Officer","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-20T00:00:00.000","2017-06-13T00:00:00.000","3314","Police Officer","2019-12-09T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-20T00:00:00.000","2017-04-26T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-20T00:00:00.000","2017-06-15T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-03-20T00:00:00.000","2017-03-27T00:00:00.000",,,,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-03-20T00:00:00.000","2017-12-19T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-20T00:00:00.000","2017-07-07T00:00:00.000","3319","Police Officer","2019-12-21T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-20T00:00:00.000","2017-07-05T00:00:00.000","3310","Police Officer","2019-06-25T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-03-20T00:00:00.000","2017-06-26T00:00:00.000","5018","Computer Service Technician",,,"DCAS"
"Duplicate Filing",,"Department of Citywide Administrative Services - DCAS","Closed","2017-03-19T00:00:00.000","2017-03-20T00:00:00.000",,,,,"DCAS"
"Duplicate Filing",,"Civil Service Commission - NYCCSC","Closed","2017-03-17T00:00:00.000","2017-03-17T00:00:00.000",,,,,"NYCCSC"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-03-17T00:00:00.000","2017-10-13T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Waiting for DQ",,"Department of Correction - DOC","Closed","2017-03-17T00:00:00.000","2017-04-17T00:00:00.000",,,,,"DOC"
"Waiting for Appeal Request",,"Police Department - NYPD","Closed","2017-03-17T00:00:00.000","2017-04-17T00:00:00.000",,,,,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-03-17T00:00:00.000","2017-06-13T00:00:00.000","6325","Correction Officer","2020-09-21T00:00:00.000",,"DOC"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2017-03-17T00:00:00.000","2017-12-08T00:00:00.000","6531","Promotion to Stationary Engineer (Electric)",,,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-03-16T00:00:00.000","2017-05-05T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Psych","Police Department - NYPD","Closed","2017-03-15T00:00:00.000","2017-10-27T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2017-03-13T00:00:00.000","2017-09-21T00:00:00.000","6325","Correction Officer","2020-09-21T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-13T00:00:00.000","2017-07-26T00:00:00.000","3308","Police Officer","2019-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-13T00:00:00.000","2017-05-15T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-13T00:00:00.000","2017-06-26T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Jurisdictional Issue",,"Administration for Children's Services - ACS","Closed","2017-03-10T00:00:00.000","2017-03-30T00:00:00.000",,,,,"ACS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-03-10T00:00:00.000","2017-07-26T00:00:00.000","6325","Correction Officer","2020-09-21T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-10T00:00:00.000","2017-06-29T00:00:00.000","3312","Police Officer","2019-09-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-09T00:00:00.000","2017-10-13T00:00:00.000","7012","Administrative Engineer",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-09T00:00:00.000","2017-06-26T00:00:00.000","3309","Police Officer","2019-06-23T00:00:00.000",,"NYPD"
"Other",,"Department of Correction - DOC","Closed","2017-03-09T00:00:00.000","2017-05-02T00:00:00.000",,,,,"DOC"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-03-08T00:00:00.000","2017-03-24T00:00:00.000","2500","Firefighter","2016-12-19T00:00:00.000",,"FDNY"
"Section 50","Psych","Police Department - NYPD","Closed","2017-03-08T00:00:00.000","2017-06-21T00:00:00.000","3308","Police Officer","2019-06-22T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Closed","2017-03-08T00:00:00.000","2017-06-21T00:00:00.000","6602","Light Maintainer",,,"NYCT"
"Section 50","Psych","Police Department - NYPD","Closed","2017-03-08T00:00:00.000","2017-12-19T00:00:00.000","2053","Police Officer","2019-06-17T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-02-24T00:00:00.000","2017-09-01T00:00:00.000","4318","Correction Officer","2019-11-04T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-07T00:00:00.000","2017-05-22T00:00:00.000","7000","Emergency Medical Specialist - EMT (FIRE)","2021-03-29T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-03-07T00:00:00.000","2017-06-09T00:00:00.000","6067","City Planner",,,"DCAS"
"Section 50","Psych","Department of Correction - DOC","Closed","2017-03-07T00:00:00.000","2017-12-14T00:00:00.000","6308","Correction Officer","2020-03-02T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-03-07T00:00:00.000","2017-06-02T00:00:00.000","6067","City Planner",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-06T00:00:00.000","2017-07-06T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-03-06T00:00:00.000","2017-07-20T00:00:00.000","3317","Police Officer","2019-11-16T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-03-06T00:00:00.000","2017-07-05T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-03-06T00:00:00.000","2017-08-04T00:00:00.000","5330","Police Communications Technician","2020-09-15T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Closed","2017-03-06T00:00:00.000","2017-06-08T00:00:00.000","6602","Light Maintainer",,,"NYCT"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-03-06T00:00:00.000","2017-03-16T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Section 76","Termination","Administration for Children's Services - ACS","Closed","2017-03-06T00:00:00.000","2017-07-06T00:00:00.000",,,,,"ACS"
"Section 50","Psych","Civil Service Commission - NYCCSC","Closed","2017-03-05T00:00:00.000","2017-03-06T00:00:00.000","5784","NYS Court Officer-Trainee",,,"NYCCSC"
"Section 50","Psych","Police Department - NYPD","Closed","2017-03-03T00:00:00.000","2017-08-17T00:00:00.000","4335","Police Communications Technician","2017-11-14T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-03-03T00:00:00.000","2017-10-13T00:00:00.000","7012","Administrative Engineer",,,"DCAS"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-03-02T00:00:00.000","2017-04-27T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-03-02T00:00:00.000","2017-07-26T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Psych","Police Department - NYPD","Closed","2017-03-02T00:00:00.000","2017-03-17T00:00:00.000","4321","School Safety Agent","2020-04-27T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-03-02T00:00:00.000","2017-09-27T00:00:00.000","6044","Fraud Investigator",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-03-01T00:00:00.000","2017-05-01T00:00:00.000","6049","Certified IT Administrator (LAN/WAN)","2021-03-01T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2017-03-01T00:00:00.000","2017-09-08T00:00:00.000","4336","Police Communications Technician","2020-03-09T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-03-01T00:00:00.000","2017-04-12T00:00:00.000",,,,,"DCAS"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2017-03-01T00:00:00.000","2017-09-08T00:00:00.000","5710","Promotion to Assistant Train Dispatcher","2021-02-01T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-03-01T00:00:00.000","2017-04-12T00:00:00.000",,,,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-28T00:00:00.000","2017-06-30T00:00:00.000","6044","Fraud Investigator",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-28T00:00:00.000","2017-06-30T00:00:00.000","6047","Health Services Manager",,,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-02-27T00:00:00.000","2017-06-13T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Closed","2017-02-27T00:00:00.000","2017-06-09T00:00:00.000","5611","Signal Maintainer",,,"NYCT"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-27T00:00:00.000","2017-04-10T00:00:00.000","6047","Health Services Manager",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-27T00:00:00.000","2017-05-05T00:00:00.000","5018","Computer Service Technician",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-02-24T00:00:00.000","2017-11-02T00:00:00.000","5013","Associate Project Manager","2020-10-05T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-24T00:00:00.000","2017-07-05T00:00:00.000","5011","Administrative Staff Analyst","2020-09-28T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-23T00:00:00.000","2017-08-31T00:00:00.000","6043","Construction Project Manager Intern",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-02-23T00:00:00.000","2017-10-04T00:00:00.000","6511","Promotion to Captain (Correction)","2020-12-28T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-22T00:00:00.000","2017-11-17T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-02-22T00:00:00.000","2017-07-20T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-22T00:00:00.000","2017-09-18T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-22T00:00:00.000","2017-05-08T00:00:00.000","6055","Project Manager Intern",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-02-22T00:00:00.000","2017-04-20T00:00:00.000","4321","School Safety Agent","2020-04-27T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-21T00:00:00.000","2017-06-07T00:00:00.000","6042","Construction Project Manager",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-02-21T00:00:00.000","2017-05-16T00:00:00.000","5502","Police Officer","2019-06-17T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-02-21T00:00:00.000","2017-03-30T00:00:00.000","4059","Police Administrative Aide","2019-08-05T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-21T00:00:00.000","2017-09-08T00:00:00.000","6042","Construction Project Manager",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-21T00:00:00.000","2017-08-31T00:00:00.000","6042","Construction Project Manager",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-21T00:00:00.000","2017-04-24T00:00:00.000","6067","City Planner",,,"DCAS"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-02-21T00:00:00.000","2017-05-24T00:00:00.000",,,,,"NYCHA"
"Waiting for DQ",,"Department of Environmental Protection - DEP","Closed","2017-02-19T00:00:00.000","2017-03-08T00:00:00.000",,,,,"DEP"
"Section 50","Psych","Fire Department - FDNY","Closed","2017-02-17T00:00:00.000","2017-04-20T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Closed","2017-02-17T00:00:00.000","2017-06-09T00:00:00.000","6602","Light Maintainer",,,"NYCT"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-02-17T00:00:00.000","2017-10-26T00:00:00.000","6506","Promotion to Heating Plant Technician (Housing Authority)","2020-12-21T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-02-17T00:00:00.000","2017-03-07T00:00:00.000",,,,,"DCAS"
"Section 76","Termination","Department of Sanitation - DSNY","Closed","2017-02-17T00:00:00.000","2017-05-24T00:00:00.000",,,,,"DSNY"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Closed","2017-02-16T00:00:00.000","2017-04-10T00:00:00.000","5607","Telephone Maintainer",,,"NYCT"
"Section 50","Character","Police Department - NYPD","Closed","2017-02-16T00:00:00.000","2017-07-06T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","MTA New York City Transit - NYCT","Closed","2017-02-16T00:00:00.000","2017-06-22T00:00:00.000","5607","Telephone Maintainer",,,"NYCT"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-02-16T00:00:00.000","2017-04-12T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-02-16T00:00:00.000","2017-05-08T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-15T00:00:00.000","2017-09-13T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-15T00:00:00.000","2017-03-27T00:00:00.000","6055","Project Manager Intern",,,"DCAS"
"Section 50","Character","Fire Department - FDNY","Closed","2017-02-14T00:00:00.000","2017-04-06T00:00:00.000","2000","Firefighter","2017-06-26T00:00:00.000",,"FDNY"
"Waiting for DQ",,"Department of Correction - DOC","Closed","2016-09-19T00:00:00.000","2017-01-17T00:00:00.000",,,,,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-14T00:00:00.000","2017-03-02T00:00:00.000","6055","Project Manager Intern",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-02-14T00:00:00.000","2017-06-14T00:00:00.000","4059","Police Administrative Aide","2019-08-05T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-02-14T00:00:00.000","2017-06-21T00:00:00.000","3068","Police Officer","2019-12-18T00:00:00.000",,"NYPD"
"Duplicate Filing",,"Department of Citywide Administrative Services - DCAS","Closed","2017-02-13T00:00:00.000","2017-02-17T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Fire Department - FDNY","Closed","2017-02-13T00:00:00.000","2017-03-31T00:00:00.000","2000","Firefighter",,,"FDNY"
"Section 50","Psych","Police Department - NYPD","Closed","2017-02-13T00:00:00.000","2017-05-08T00:00:00.000","3311","Police Officer","2018-04-05T00:00:00.000",,"NYPD"
"Section 50","Psych","Fire Department - FDNY","Closed","2017-02-13T00:00:00.000","2017-06-07T00:00:00.000","5003","Emergency Medical Specialist - EMT","2019-02-18T00:00:00.000",,"FDNY"
"Waiting for DQ",,"Transit Authority - NYCTA","Closed","2017-02-13T00:00:00.000","2017-03-07T00:00:00.000",,,,,"NYCTA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-13T00:00:00.000","2017-10-24T00:00:00.000","6024","Plasterer","2021-02-01T00:00:00.000",,"DCAS"
"Waiting for Appeal Request",,"Department of Citywide Administrative Services - DCAS","Closed","2017-02-13T00:00:00.000","2017-03-22T00:00:00.000",,,,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-02-13T00:00:00.000","2017-05-02T00:00:00.000","3326","School Safety Agent","2019-09-19T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-02-13T00:00:00.000","2017-06-07T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-02-13T00:00:00.000","2017-08-09T00:00:00.000","5013","Associate Project Manager","2020-10-05T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-13T00:00:00.000","2017-06-30T00:00:00.000","5039","Principal Administrative Associate",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-02-13T00:00:00.000","2017-06-13T00:00:00.000","4334","Police Communications Technician","2017-11-13T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-02-13T00:00:00.000","2017-05-18T00:00:00.000","6047","Health Services Manager",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-02-13T00:00:00.000","2017-06-05T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2017-02-13T00:00:00.000","2017-08-07T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-10T00:00:00.000","2017-11-29T00:00:00.000","5039","Principal Administrative Associate","2021-07-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-10T00:00:00.000","2017-08-31T00:00:00.000","6044","Fraud Investigator",,,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-02-10T00:00:00.000","2017-03-22T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-10T00:00:00.000","2017-10-17T00:00:00.000","5039","Principal Administrative Associate","2021-07-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-10T00:00:00.000","2017-11-02T00:00:00.000","6007","Investigator","2020-10-26T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-10T00:00:00.000","2017-11-09T00:00:00.000","3037","Procurement Analyst","2018-05-28T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-02-09T00:00:00.000","2017-03-07T00:00:00.000",,,,,"DCAS"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-02-08T00:00:00.000","2017-05-24T00:00:00.000",,,,,"NYCHA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-08T00:00:00.000","2017-09-11T00:00:00.000","7035","Administrative Director of Social Services",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-02-08T00:00:00.000","2017-06-27T00:00:00.000","5319","Traffic Enforcement Agent","2019-10-28T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-02-08T00:00:00.000","2017-11-14T00:00:00.000","5039","Principal Administrative Associate","2021-07-19T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-02-07T00:00:00.000","2017-03-16T00:00:00.000","3327","School Safety Agent","2019-09-10T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-02-07T00:00:00.000","2017-06-07T00:00:00.000","3311","Police Officer","2019-06-29T00:00:00.000",,"NYPD"
