"borough","ntaname","site","address","number","street","categoriesaccepted","categoriesavailable","additionalmaterialinformation","pickupstatus","hours","website","phone","email","partnerstatus","borocd","councildist","ct2010","bbl","bin","latitude","longitude","police_precinct","point_1"
"QUEENS","Far Rockaway-Bayswater","United Methodist Center Food Pantry","1032 Beach 19th Street, Far Rockaway, NY 11691, USA","1032","BEACH   19 STREET","Food/Beverage","Food/Beverage","Accepts donations of nonperishable food.",,"Monday 08:00 AM-06:30 PM, Tuesday 08:00 AM-06:30 PM, Wednesday 08:00 AM-06:30 PM, Thursday 08:00 AM-06:30 PM, Friday 08:00 AM-06:30 PM, Saturday 08:00 AM-06:30 PM, Sunday 08:00 AM-06:30 PM","http://www.farmission.org","(718) 327-5071","noemail@email.com",,"414","31","101001","4155600012","4535988","40.603068","-73.751716","101","POINT (-73.7517159999944 40.6030680001913)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","GOOD+ Foundation","306, W. 37th Street, New York, NY, 10018, USA","306","WEST   37 STREET","Books/Media, Clothing/Personal Accessories, Footwear, Toys/Games, Baby Care, Personal Care/Hygiene",,"Visit https://goodplusfoundation.org/give-goods for more information. Donations can be dropped off by appointment. All goods donated must be in original packaging.",,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","https://goodplusfoundation.org/give-goods","(212) 736-1777","info@goodplusfoundation.org","Partner","104","03","111","1007600032","1013596","40.754137","-73.992785","014","POINT (-73.9927850004284 40.754136999726)"
"BROOKLYN","Brooklyn Heights-Cobble Hill","Brooklyn Heights Thrift Shop","150 Montague Street, Brooklyn, NY, USA","150","MONTAGUE STREET","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings","Drop off your clothing, shoes, books, artwork, jewelry, and housewares at any of our Thrift Shops during our open business hours. We offer furniture pick-ups for a fee. Please call 1-888-HW-DONATE (1-888-493-6628).",,"Friday 11:00 AM-7:00 PM, Wednesday 11:00 AM-7:00 PM, Tuesday 11:00 AM-7:00 PM, Monday 11:00 AM-7:00 PM, Thursday 11:00 AM-7:00 PM, Saturday 11:00 AM-7:00 PM, Sunday 11:00 AM-5:00 PM","https://www.housingworks.org/","(347) 644-2269","info@housingworks.org","Partner","302","33","502","3002490036","3002086","40.694334","-73.993316","084","POINT (-73.9933159997346 40.6943340001172)"
"BROOKLYN","Brownsville","Our Lady Of Mercy Church","680 Mother Gaston Blvd, Brooklyn, NY 11212, USA","680","MOTHER GASTON BOULEVARD","Food/Beverage","Food/Beverage","Canned, nonperishable goods only. Food pantry open to community within the zip code ONLY. Pantry hours: Mon and Fri 9am-11am",,"Friday 10:00 AM-5:00 PM, Thursday 10:00 AM-5:00 PM, Wednesday 10:00 AM-5:00 PM, Tuesday 10:00 AM-5:00 PM, Monday 10:00 AM-5:00 PM, Sunday Closed, Wednesday Closed, Friday 9:00 AM-11:00 AM, Thursday Closed, Saturday Closed, Tuesday Closed, Monday 9:00 AM-",,"(718) 346-3166","olmchurch@verizon.net",,"316","42","918","3035930035","3082159","40.662033","-73.905164","073","POINT (-73.9051640004193 40.6620329998263)"
"BROOKLYN","Sunset Park West","Fresh Kills","68 34th Street, New York, NY 11232, USA","68","34 STREET",,"Household Furniture/Furnishings","By appointment only.",,"Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday 9:00 AM-5:00 PM, Sunday 9:00 AM-5:00 PM",,"(718) 388-8008","people@freshkillsflagship.com",,"307","38","18","3006870001","3336900","40.657173","-74.006532","072","POINT (-74.0065320003525 40.6571729996374)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","Dan's Chelsea Guitars","224 W 23rd St, New York, NY 10011, USA","224","WEST   23 STREET",,"Musical Instruments",,,"Monday 12:00 PM-07:00 PM, Tuesday 12:00 PM-07:00 PM, Wednesday 12:00 PM-07:00 PM, Thursday 12:00 PM-07:00 PM, Friday 12:00 PM-07:00 PM, Saturday 12:00 PM-07:00 PM, Sunday Closed","https://www.chelseaguitars.com/","(212) 675-4993","chelseaguitars@gmail.com",,"104","03","91","1007720064","1014130","40.744401","-73.997014","010","POINT (-73.9970140002968 40.7444010004091)"
"STATEN IS","Port Richmond","CHASI","2134 Richmond Terrace, Staten Island, NY 10302, USA","2134","RICHMOND TERRACE","Food/Beverage, Pet Care/Food","Food/Beverage, Pet Care/Food",,,"Monday Closed, Tuesday 10:00 AM-02:00 PM, Wednesday 12:00 PM-04:00 PM, Thursday Closed, Friday 02:00 PM-06:00 PM, Saturday 10:00 AM-02:00 PM, Sunday Closed","http://chasiny.org/","(718) 808-1840","George.barreto@chasiny.org",,"501","49","207","5010740053","5025309","40.640196","-74.134315","121","POINT (-74.1343149998384 40.6401960000486)"
"MANHATTAN","West Village","Greenwich Village Store","44 West 8th Street, New York, NY 10011, USA","44","WEST    8 STREET","Arts/Crafts, Automotive, Books/Media, Clothing/Personal Accessories, Electronics, Kitchen Items, HealthCare, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Lawn/Garden Supplies, Office Supplies/Stationary, Storage/Haulage Containers, Tools/","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Kitchen Items, HealthCare, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Lawn/Garden Supplies, Office Supplies/Stationary, Storage/Haulage Containers, Tools/Equipment","Donations accepted at all stores/donation centers during business hours. Pick up service available depending on volume, schedule and type of donation. Please contact the donations department at (718) 777-6320 or donations.department@goodwillnynj.org.","Pickup","Wednesday 11:00 AM-7:00 PM, Sunday 11:00 AM-7:00 PM, Monday 11:00 AM-7:00 PM, Saturday 11:00 AM-7:00 PM, Friday 11:00 AM-7:00 PM, Thursday 11:00 AM-7:00 PM, Tuesday 11:00 AM-7:00 PM","http://goodwillnynj.org","(212) 477-7024","info@goodwillnynj.org","Partner","102","01","63","1005530019","1008939","40.733032","-73.998574","006","POINT (-73.9985740002909 40.7330320004297)"
"MANHATTAN","Morningside Heights","Broadway Community","601 West 114th Street, New York, NY 10025, USA","601","WEST  114 STREET","Clothing/Personal Accessories, Food/Beverage, Footwear","Clothing/Personal Accessories, Food/Beverage, Footwear","Accepts donations of fresh produce, unopened packages of non-perishable food, & sealed containers of prepared food from a permitted facility (restaurants, caterers, or Senior Centers). Does not accept doggie bags or home cooking.",,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","http://broadwaycommunity.org/","(212) 864-6100","volunteer@broadwaycommunity.org",,"109","07","205","1018960020","1057367","40.807042","-73.965134","026","POINT (-73.9651339996354 40.8070419995918)"
"BROOKLYN","Williamsburg","Transfiguration Church","280 Marcy Ave, Brooklyn, NY 11211, USA","280","MARCY AVENUE","Food/Beverage","Food/Beverage",,,"Monday 09:00 AM-12:00 PM, Tuesday 09:00 AM-12:00 PM, Wednesday 09:00 AM-12:00 PM, Thursday 09:00 AM-12:00 PM, Friday Closed, Saturday Closed, Sunday Closed",,"(718) 388-8773","marydunbar48@gmail.com",,"301","33","533","3022060034","3060375","40.704929","-73.955977","090","POINT (-73.9559770000395 40.7049290003762)"
"MANHATTAN","Midtown-Midtown South","Encore Community Services","239 W 49th St, New York, NY 10019, USA","239","WEST   49 STREET","Clothing/Personal Accessories, Food/Beverage, Kitchen Items, Footwear, Household Furniture/Furnishings, Personal Care/Hygiene",,,,"Monday 08:30 AM-04:00 PM, Tuesday 08:30 AM-04:00 PM, Wednesday 08:30 AM-04:00 PM, Thursday 08:30 AM-04:00 PM, Friday 08:30 AM-04:00 PM, Saturday Closed, Sunday Closed","http://encorecommunityservices.org/support-us/","(212) 581-2910","srelizabeth@encorecommunityservices.org",,"105","03","125","1010210009","1024789","40.761475","-73.985747","018","POINT (-73.9857469996253 40.7614749999745)"
"QUEENS","Maspeth","On the Road Again","65-01 Grand Avenue, Flushing, NY 11378, USA","65-01","GRAND AVENUE",,"Clothing/Personal Accessories, Toys/Games, Baby Care","Sells all baby and children's products. Also buys and accepts donations of these items (does not provide a tax receipt). Buying hours are Mon-Fri 10am-5pm and Sun 11am-4pm.",,"Monday 10:00 AM-06:00 PM, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM, Thursday 10:00 AM-06:00 PM, Friday 10:00 AM-06:00 PM, Saturday 10:00 AM-07:00 PM, Sunday 11:00 AM-05:00 PM",,"(718) 417-7353","noemail@email.com",,"405","30","517","4027160055","4060748","40.723304","-73.900941","104","POINT (-73.9009409999282 40.7233039996831)"
"BROOKLYN","Carroll Gardens-Columbia Street-Red Hook","Yesterday's News","428 Court Street, Brooklyn, NY 11231, USA","428","COURT STREET",,"Household Furniture/Furnishings",,,"Monday Closed, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM, Thursday 10:00 AM-06:00 PM, Friday 10:00 AM-06:00 PM, Saturday 10:00 AM-05:00 PM, Sunday 10:00 AM-06:00 PM","http://www.yesterdaysnew.biz","(718) 875-0546","yesterdaysnews1@gmail.com",,"306","39","65","3003660028","3336033","40.679289","-73.99758","076","POINT (-73.9975800003177 40.6792889996908)"
"QUEENS","St. Albans","Christ Church International","122-20 Merrill St, Jamaica, NY 11434, USA","122-20","MERRILL STREET","Food/Beverage","Food/Beverage","2nd and 4th Saturday of every month",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 10:00 AM-12:00 PM, Sunday Closed",,"(718) 276-2799","ccichurch@aol.com",,"412","27","33401","4125140032","4270061","40.682739","-73.769803","113","POINT (-73.7698030004091 40.6827389996083)"
"BROOKLYN","North Side-South Side","Desert Island","540 Metropolitan Avenue, Brooklyn, NY 11211, USA","540","METROPOLITAN AVENUE",,"Books/Media","Used Comic Books, Used Graphic Novels",,"Monday 02:00 PM-07:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-08:00 PM",,"(718) 388-5087","desertislandbrooklyn@gmail.com",,"301","34","513","3027610016","3068776","40.713959","-73.950856","090","POINT (-73.950856000405 40.7139590004108)"
"QUEENS","Far Rockaway-Bayswater","Justice Organization","219 Beach 28th St, Far Rockaway, NY 11691, USA","219","BEACH   28 STREET","Books/Media, Clothing/Personal Accessories, Food/Beverage, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Footwear","Books/Media, Clothing/Personal Accessories, Food/Beverage, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Footwear","Donate any food, call to arrange drop-off.",,"Monday Closed, Tuesday Closed, Wednesday 12:00 AM-02:00 PM, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed",,"(718) 772-7951","hccb8743@gmail.com",,"414","31","99802","4158040018","4533121","40.595513","-73.761449","101","POINT (-73.7614490000723 40.5955129998283)"
"BROOKLYN","Bushwick South","Hope Gardens Multi-Service Senior Center","195 Linden Street, Brooklyn, NY 11221, USA","195","LINDEN STREET","Clothing/Personal Accessories, Appliances, Kitchen Items, Footwear",,"Donations can be dropped off during Hours of Operations, Monday to Friday from 8 AM to 4 PM. Donor must ask to see Gina or Joanne upon arrival.",,"Monday 08:00 AM-04:00 PM, Tuesday 08:00 AM-04:00 PM, Wednesday 08:00 AM-04:00 PM, Thursday 08:00 AM-04:00 PM, Friday 08:00 AM-04:00 PM, Saturday Closed, Sunday Closed","https://www.riseboro.org/rb/seniors/senior_centers_and_clubs/","(718) 455-1100","gboszeta@riseboro.org",,"304","37","417","3033240019","3076116","40.695649","-73.917657","083","POINT (-73.9176570000715 40.6956489996049)"
"BROOKLYN","Homecrest","Our Lady of Grace Convent","2322 East 4th Street, Brooklyn, NY 11223, USA","2322","EAST    4 STREET","Food/Beverage","Food/Beverage","Accepts canned and packaged food (pasta, pasta sauce, mac & cheese, soup, etc.)",,"Monday 09:00 AM-12:00 PM, Tuesday 09:00 AM-12:00 PM, Wednesday 09:00 AM-12:00 PM, Thursday 09:00 AM-12:00 PM, Friday 09:00 AM-12:00 PM, Saturday Closed, Sunday Closed",,"(718) 627-2020","noemail@email.com",,"315","47","388","3071550040","3193866","40.593382","-73.967346","061","POINT (-73.9673460000189 40.5933819995828)"
"BROOKLYN","Park Slope-Gowanus","CHiPS","200 4th Ave, Brooklyn, NY 11217, USA","200","4 AVENUE","Clothing/Personal Accessories, Food/Beverage, Footwear, Personal Care/Hygiene","Clothing/Personal Accessories, Food/Beverage, Footwear, Personal Care/Hygiene","Food pantry 6 days a week from 9-4pm except Sunday. Call for drop-offs, staff available 24/7 on location.",,"Monday 09:00 AM-04:00 PM, Tuesday 09:00 AM-04:00 PM, Wednesday 09:00 AM-04:00 PM, Thursday 09:00 AM-04:00 PM, Friday 09:00 AM-04:00 PM, Saturday 09:00 AM-04:00 PM, Sunday Closed",,"(718) 237-2962","admin@chipsonline.org",,"306","33","119","3004270046","3006998","40.678317","-73.982852","078","POINT (-73.9828520001207 40.6783169998329)"
,,"V.E.T.S. Inc. Hollis Garden","202-14 Hollis Avenue, St. Albans, NY, USA",,,"Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games","The 173rd street Jamaica location has a food pantry, soup kitchen and boutique open Fridays from 10 to 12. All other locations have a food pantry. Hours of operation are listed on each locations profile. Call to schedule donation pick up.","Pickup","Monday Closed, Tuesday Closed, Wednesday Closed, Thursday 3:00 PM-5:00 PM, Friday Closed, Saturday Closed, Sunday Closed, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturd","https://www.veteranownedbusiness.com/business/6885/vets-inc","(646) 261-1973","vets@rocketmail.com",,,,,,,"40.706224","-73.754965",,"POINT (-73.754964999636 40.7062239998409)"
"MANHATTAN","East Village","Union Square","110 East 13th Street, New York, NY, USA","110","EAST   13 STREET",,"Clothing/Personal Accessories, Footwear",,,"Sunday 12:00 PM-7:00 PM, Saturday 12:00 PM-8:00 PM, Friday 12:00 PM-8:00 PM, Thursday 12:00 PM-8:00 PM, Wednesday 12:00 PM-8:00 PM, Tuesday 12:00 PM-8:00 PM, Monday 12:00 PM-8:00 PM","http://www.inanyc.com","(212) 254-8400","inanolita@inanyc.com",,"103","02","42","1005580013","1009011","40.733059","-73.989366","009","POINT (-73.9893660001418 40.7330589998761)"
"MANHATTAN","Upper East Side-Carnegie Hill","La Boutique Resale","1132 Madison Avenue, New York, NY 10028, USA","1132","MADISON AVENUE",,"Clothing/Personal Accessories, Footwear",,,"Monday 10:30 AM-07:00 PM, Tuesday 10:30 AM-07:00 PM, Wednesday 10:30 AM-07:00 PM, Thursday 10:30 AM-07:00 PM, Friday 10:30 AM-07:00 PM, Saturday 10:30 AM-07:00 PM, Sunday 11:00 AM-06:30 PM","http://www.laboutiqueresale.com","(212) 988-1998","laboutiqueresale@gmail.com",,"108","04","15001","1014960016","1046818","40.779781","-73.959902","019","POINT (-73.959902000278 40.7797809996966)"
"MANHATTAN","SoHo-TriBeCa-Civic Center-Little Italy","The Mysterious Bookshop","58 Warren St, NY, New York 10007, USA","58","WARREN STREET",,"Books/Media",,,"Monday 11:00 AM-07:00 PM, Tuesday 11:00 AM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Thursday 11:00 AM-07:00 PM, Friday 11:00 AM-07:00 PM, Saturday 11:00 AM-07:00 PM, Sunday Closed","https://www.mysteriousbookshop.com/","(212) 587-1011","info@mysteriousbookshop.com",,"101","01","21","1001360012","1001479","40.714933","-74.009211","001","POINT (-74.0092109997888 40.7149330003609)"
"BROOKLYN","Flatbush","Holy Innocents","279 East 17th Street, Brooklyn, NY 11226, USA","279","EAST   17 STREET","Food/Beverage","Food/Beverage","Pantry is Wed: 9:30 AM - 11:00 AM",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday 9:30 AM-11:00 AM, Friday Closed, Thursday Closed, Saturday Closed, Tuesday Closed, Monday Closed, Satur",,"(718) 469-9500","holyinnocentsrcbklyn@yahoo.com",,"314","40","514","3051480062","3118505","40.64426","-73.962525","070","POINT (-73.9625249998298 40.6442600004019)"
"QUEENS","Jamaica","Jamaica Food Pantry-Headquarters","8791 144th St, Jamaica, NY 11435, USA","87-91","144 STREET","Food/Beverage","Food/Beverage","Food pantry open to the public.",,"Monday 11:00 AM-05:00 PM, Tuesday 11:00 AM-05:00 PM, Wednesday 11:00 AM-05:00 PM, Thursday 11:00 AM-05:00 PM, Friday 11:00 AM-05:00 PM, Saturday Closed, Sunday Closed","https://www.icnarelief.org/wp/index.php/new-york/","(718) 658-7028","office@icnarelief.org",,"412","24","238","4096890004","4207028","40.704523","-73.811568","103","POINT (-73.8115680000641 40.7045229996399)"
"MANHATTAN","Upper East Side-Carnegie Hill","Sylvia Pines Uniquities","1102, Lexington Avenue, New York, NY, 10075, USA","1102","LEXINGTON AVENUE",,,,,"Monday 10:30 AM-05:00 PM, Tuesday 10:30 AM-05:00 PM, Wednesday 10:30 AM-05:00 PM, Thursday 10:30 AM-05:00 PM, Friday 10:30 AM-05:00 PM, Saturday 10:30 AM-05:00 PM, Sunday Closed","http://www.uniquitiesnyc.com",,"judywatermill@gmail.com",,"108","04","140","1014120016","1043192","40.77379","-73.959758","019","POINT (-73.9597579999327 40.7737900004114)"
"BROOKLYN","Kensington-Ocean Parkway","The Kensington","385 McDonald Ave, Brooklyn, NY 11218, USA","385","MCDONALD AVENUE","Clothing/Personal Accessories, Footwear, Baby Care, Books/Media",,"Items Accepted: Baby Gear, Women?s and Children?s Clothing and Shoes, Books. Please call first to arrange your donation.",,"Monday 08:00 AM-08:00 PM, Tuesday 08:00 AM-08:00 PM, Wednesday 08:00 AM-08:00 PM, Thursday 08:00 AM-08:00 PM, Friday 08:00 AM-08:00 PM, Saturday 08:00 AM-08:00 PM, Sunday 08:00 AM-08:00 PM","https://www.camba.org/Pages/support/In-Kind-Donations.aspx","(718) 226-0425","denisel@camba.org",,"312","39","496","3053340085","3343785","40.644526","-73.979376","066","POINT (-73.9793759999035 40.6445260000781)"
"BROOKLYN","Crown Heights North","Men's Facility","1041 Bergen St, Brooklyn, NY 11216, USA","1041","BERGEN STREET","Arts/Crafts, Clothing/Personal Accessories, Electronics, Food/Beverage, Footwear, Toys/Games, Cleaning Products, Personal Care/Hygiene",,"Call to arrange donation. We do have a van, can arrange a pickup. For Women's Facility: 718.756.8673 976 Park Place Brooklyn, New York 11213","Pickup","Monday 08:00 AM-04:00 PM, Tuesday 08:00 AM-04:00 PM, Wednesday 08:00 AM-04:00 PM, Thursday 08:00 AM-04:00 PM, Friday 08:00 AM-04:00 PM, Saturday Closed, Sunday Closed","http://anchorhouseinc.com/","(718) 771-0760","Esanchez@anchorhouseinc.com",,"308","36","315","3012120072","3030352","40.676333","-73.951913","077","POINT (-73.9519129996861 40.6763330000711)"
"BROOKLYN","Prospect Lefferts Gardens-Wingate","Prospect Lefferts Gardens","321 Clarkson Avenue, Brooklyn, NY, USA","321","CLARKSON AVENUE",,"Clothing/Personal Accessories, Footwear, Household Furniture/Furnishings, Toys/Games","Clothing for the Whole Family ? Ropa Para Toda La Familia.Outpost supplying secondhand apparel & shoes for the whole family, plus toys & household items.",,"Friday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM, Monday 10:00 AM-6:00 PM, Saturday 10:00 AM-6:00 PM, Sunday 10:00 AM-6:00 PM","http://lepointvalue.wordpress.com","(718) 282-8727","noemail@email.com",,"309","40","804","3048280068","3327690","40.655719","-73.94909","071","POINT (-73.9490899999045 40.655719000035)"
"QUEENS","Glendale","The Legacy Center","71-02 Cypress Hills Street, Flushing, NY 11385, USA","71-02","CYPRESS HILLS STREET","Arts/Crafts, Automotive, Building Products, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Sports Equipment, Toys/Games","Food/Beverage, Kitchen Items","The Marketplace on Fridays from 10 am to 12 pm, is a place where community members receive housewares, diapers, and groceries. Free distribution to other nonprofits & disaster victims.","Pickup","Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday 10:00 AM-12:00 PM, Saturday Closed, Sunday Closed, Monday 9:00 AM-2:00 PM, Tuesday Closed, Wednesday 9:00 AM-2:00 PM, Thursday 9:00 AM-2:00 PM, Friday 8:00 AM-2:00 PM, Saturday Clos","http://www.tlcnyc.org/","(917) 943-3839","info@tlcnyc.org",,"405","30","577","4036390001","4088376","40.701492","-73.892382","104","POINT (-73.8923820000302 40.7014920001589)"
"MANHATTAN","SoHo-TriBeCa-Civic Center-Little Italy","New and Almost New","171A Mott St, New York, NY 10013, USA","171A","MOTT STREET",,"Clothing/Personal Accessories, Footwear",,,"Monday Closed, Tuesday 12:00 PM-06:30 PM, Wednesday 12:00 PM-06:30 PM, Thursday 12:00 PM-06:30 PM, Friday 12:00 PM-06:30 PM, Saturday 12:00 PM-06:30 PM, Sunday 01:00 PM-05:00 PM","http://newandalmostnew.com","(212) 226-6677","maggie@newandalmostnew.com",,"102","01","41","1004710044","1006986","40.719903","-73.996215","005","POINT (-73.996215000323 40.7199030002265)"
"BROOKLYN","Greenpoint","McGolrick Park","159 Monitor Street, Brooklyn, NY, USA","159","MONITOR STREET","Clothing/Personal Accessories, Footwear",,"Pick-up service available on case-by-case basis for a minimum of 100 lbs. Farmer's market locations vary seasonally; check online to confirm dates of operation.","Pickup","Wednesday Closed, Sunday 10:00 AM-3:00 PM, Saturday Closed, Friday Closed, Thursday Closed, Tuesday Closed, Monday Closed","http://www.greentreetextiles.org/","(347) 262-4777","info@greentreetextiles.org","Partner","301","33","591","3026880067","3067152","40.724627","-73.942245","094","POINT (-73.9422449999078 40.7246270004389)"
"BRONX","Mount Hope","The Salvation Army","4109 Park Avenue, Bronx, NY 10457, USA","4109","PARK AVENUE","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","For pick-up please call 1-800-728-7825","Pickup","Monday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Sunday Closed, Saturday 10:00 AM-6:00 PM, Friday 10:00 AM-6:00 PM","http://ny.salvationarmy.org/GreaterNewYork","(718) 583-6508","Donations@salvationarmyusa.org","Partner","206","15","231","2029000039","2009448","40.845568","-73.901031","048","POINT (-73.9010309995819 40.8455680000664)"
"BRONX","Hunts Point","Bright Temple AME","812 Faile St, Bronx, NY 10474, USA","812","FAILE STREET","Food/Beverage","Food/Beverage","Food pantry is open first and third Friday of every month from 8am-10am. Call at any time for a food-donation drop-off.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday Closed, Friday 08:00 AM-10:00 AM, Thursday Closed, Saturday 9:00 AM-5:00 PM, Tuesday Closed, Monday Clo",,"(718) 542-7777","karendhorry@gmail.com",,"202","17","11502","2027620072","2086641","40.817213","-73.886906","041","POINT (-73.8869060002127 40.8172130000831)"
"QUEENS","Ridgewood","The Salvation Army Ridgewood Citadel","69-23 Cypress Hills Street, Flushing, NY, USA","69-23","CYPRESS HILLS STREET","Food/Beverage","Food/Beverage","Call ahead for donation drop-off. Food pantry Wednesdays 11am - 1pm. Once a month per family.",,"Monday Closed, Tuesday Closed, Wednesday 11:00 AM-1:00 PM, Thursday Closed, Friday Closed, Saturday Closed, Sunday 2:00 PM-3:00 PM, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00","http://newyork.salvationarmy.org/who-we-are/locations/#","(718) 497-4356","noemail@callphone.com",,"405","30","581","4036280026","4088110","40.702979","-73.894695","104","POINT (-73.8946949996755 40.7029790003837)"
"BRONX","Melrose South-Mott Haven North","Mobile Pantry Bronx","785 Courtlandt Avenue, Bronx, NY 10451, USA","785","COURTLANDT AVENUE",,"Food/Beverage","At the Andrew Jackson Housing Development 785 Courtland Ave, between 157th & 158th. All clients must bring some form of ID for all persons for whom the food is intended.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday 12:00 PM-02:00 PM, Friday Closed, Saturday Closed, Sunday Closed","http://www.tcahnyc.org/find-food/","(718) 773-3551","info@tcahnyc.org",,"201","17","69","2024160001","2091223","40.822611","-73.917138","040","POINT (-73.9171380004193 40.8226109999009)"
"QUEENS","Steinway","Ditmars Thrift","3120 Ditmars Boulevard, Long Island City, NY 11105, USA","31-20","DITMARS BOULEVARD",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Toys/Games",,,"Monday 10:00 AM-08:00 PM, Tuesday 10:00 AM-08:00 PM, Wednesday 10:00 AM-08:00 PM, Thursday 10:00 AM-08:00 PM, Friday 10:00 AM-08:00 PM, Saturday 10:00 AM-08:00 PM, Sunday 10:00 AM-08:00 PM",,"(718) 545-2529","magdyraz@yahoo.com",,"401","22","115","4008330037","4017060","40.775539","-73.910273","114","POINT (-73.9102730003996 40.7755390001279)"
"BROOKLYN","Ocean Hill","St Paul Pentecostal Church","133 Thomas S Boyland St, Brooklyn, NY 11233, USA","133","THOMAS S BOYLAND STREET","Food/Beverage, Clothing/Personal Accessories","Food/Beverage","Food pantry open Saturday 11 am-1 pm. Call or text with donation drop-off 9-5 pm Monday-Friday.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 11:00 AM-01:00 PM, Sunday Closed, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Satu",,"(917) 604-9644","saintpaulpantry@optonline.net",,"316","41","371","3015270004","3041521","40.680361","-73.913648","073","POINT (-73.9136479995565 40.6803609996636)"
