"oer_project_numbers","project_name","street_number","street_name","borough","bbl","oer_program","class","phase","project_specific_document","latitude","longitude","zip_code","community_district","city_council_district","census_tract_2010","building_identification_number","nta_name"
"15TMP0162K,15EH-N162K,15CVCP098K","35-37 Duffield Street","37","Duffield Street","Brooklyn","3001210018,3001210019","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2856/docrepository","40.697152","-73.984060","2","33","15","3000000","3001217501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"18TMP0589K,19CVCP079K","113 HAMILTON AVENUE","113","HAMILTON AVENUE","Brooklyn","3003620001","VCP (Enrolled)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/5167/docrepository","40.681233","-74.005159","6","39","51","3005179","3003620001","Carroll Gardens-Columbia Street-Red Hook"
"14TMP0095K,14EHAZ095K,15CVCP008K","207 North 8th Street","207","North 8th Street","Brooklyn","3023130027","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/2158/docrepository","40.717294","-73.955355","1","33","519","3000000","3023130027","North Side-South Side"
"15TMP0432K,15ENOS432K","420 Albee Square","420","Albee Square","Brooklyn","3001460041,3001460011,3001460012,3001460042,3001460043,3001460046,3001460047","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3012/docrepository","40.691157","-73.983459","2","33","15","3000000","3001460043","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"17TMP0931K,18EHAZ156K,18CVCP038K","658 DRIGGS AVENUE","658","DRIGGS AVENUE","Brooklyn","3023660021","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4574/docrepository","40.714663","-73.959000","1","34","553","3000000","3023660021","North Side-South Side"
"15TMP0356M,15ENOS356M","50-62 Clinton Street - DOB Job # 121965757","50","Clinton Street","Manhattan","1003440141,1003440144","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3002/docrepository","40.719720","-73.984733","3","1","2201","1090182","1003447501","Lower East Side"
"18TMP0235K,18EH-N095K,19CVCP083K","161 WEST STREET","161","WEST STREET","Brooklyn","3025200001","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/4813/docrepository","40.732666","-73.959739","1","33","563","3064105","3025200001","Greenpoint"
"15TMP0206Q,15EHAN206Q,18CVCP082Q","43-20 52nd Street","43-20","52nd Street","Queens","4013200037","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2660/docrepository","40.743731","-73.912584","2","26","25302","4030858","4013200037","Hunters Point-Sunnyside-West Maspeth"
"19TMP2135K,19EHAN455K,20CVCP014K","881 LEXINGTON AVENUE","881","LEXINGTON AVENUE","Brooklyn","3016230057","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/11233/docrepository","40.690591","-73.925707","3","41","387","3337964","3016230057","Stuyvesant Heights"
"16TMP0330K,16EH-A242K,18CVCP013K","875 4th Avenue","875","4th Avenue","Brooklyn","3006810001,3006810006","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/3250/docrepository","40.656237","-74.002408","7","38","101","3010094","3006810001","Sunset Park West"
"15TMP0012K,15EH-N012K,15CVCP089K","963 Atlantic Avenue","963","Atlantic Avenue","Brooklyn","3020190080","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2829/docrepository","40.680263","-73.960337","2","36","227","3335119","3020190080","Clinton Hill"
"21TMP0079K,21EHAZ021K,21CVCP020K","144 NOLL ST","144","NOLL","Brooklyn","3031540023,3031540026,3031540027,3031540038,3031540039","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/19888/docrepository","40.702877","-73.931168","4","34","425","3071918","3031540023","Bushwick South"
"14TMP0484M,14ENOS484M","67 Avenue C","67","Avenue C","Manhattan","1003870034,1003877501","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2484/docrepository","40.722768","-73.979829","3","2","2601","1004644","1003877501","Lower East Side"
"16TMP0052K,16EH-N045K,16CVCP066K","925 Atlantic Avenue","925","Atlantic Avenue","Brooklyn","3020180057","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/3401/docrepository","40.680640","-73.962132","2","35","201","3000000","3020180057","Clinton Hill"
"16TMP0357M,16ENOS253Q","167-14 Hillside Ave","164-14","Hillside Avenue","Queens","4098180073","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3536/docrepository","40.709075","-73.797982","12","24","44602",,,"Jamaica"
"19TMP1818K,19EH-N392K,20CVCP007K","2776 Fulton Street","2776","FULTON STREET","Brooklyn","3039460018,3039460019","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/9917/docrepository","40.677955","-73.892152","5","37","1198","3000000","3039460018","East New York"
"11TMP0291K,11EH-A291K,11CBCP015K","2166 Nostrand Avenue - NYCBCP - DOB Job No. NB - 320243544","2166","Nostrand Avenue","Brooklyn","3075570124","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/560/docrepository","40.632167","-73.947623","14","45","774","3205891","3075570124","Flatbush"
"22TMP1022K,22EH-N236K,22CVCP060K","127 CONCORD STREET","127","CONCORD STREET","Brooklyn","3001070048","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/32469/docrepository","40.697666","-73.986282","2","33","13","3000185","3001070048","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"18TMP1109K,18EHAZ390K","376 BEDFORD AVE","376","BEDFORD AVE","Brooklyn","3024430029","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/5687/docrepository","40.711541","-73.963183","1","34","549","3063431","3024430029","North Side-South Side"
"21TMP0012X,21EHAN004X,21CVCP034X","1504 MACOMBS ROAD","1504","MACOMBS ROAD","Bronx","2028650015,2028650019","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/19821/docrepository","40.843207","-73.917856","4","14","209","2008419","2028650015","West Concourse"
"21TMP0874Q,21EHAZ183Q,21CVCP051Q","131-07 Farmers  Boulevard","131-07","FARMERS BOULEVARD","Queens","4129830027","VCP (Withdrawn), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/22680/docrepository","40.678934","-73.761880","12","27","352","4279641","4129830027","St. Albans"
"09TMP0179M,09RHAZ179M","1 Seventh Avenue South","1","7th Avenue South","Manhattan","1005820043","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/117/docrepository","40.729577","-74.005087","2","3","67","1009771","1005820043","West Village"
"19TMP0433K,19EH-N131K,19CVCP081K","438 UNION AVENUE","438","UNION AVENUE","Brooklyn","3027610005","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/7533/docrepository","40.713455","-73.951519","1","34","513","3068769","3027610005","North Side-South Side"
"15TMP0395M,15EA-N395M","165 Chrystie Street","165","Chrystie Street","Manhattan","1004250032","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2598/docrepository","40.720733","-73.992514","3","1","18","1090782","1004250032","Chinatown"
"16TMP0452Q,16ENOS326Q","88-39 163rd Street","88-39","163rd Street","Queens","4098130008","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3547/docrepository","40.707992","-73.798855","12","24","44602","4594302","4098130008","Jamaica"
"12TMP0180R,12RHAZ180R","2873 Richmond Ave. Target","2873","Richmond Avenue","Staten Island","5024600001","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1398/docrepository","40.576081","-74.169783","2","51","27702","5000000","5024600098","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"18TMP1029M,18ENOS358M","199 CHRYSTIE STREET","199","Chrystie Street","Manhattan","1004260028,1004260027","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/5607/docrepository","40.722048","-73.991840","3","1","3601","1005718","1004260027","Chinatown"
"16TMP0146M,16EHAN141X,16CVCP028X","985 Bruckner Boulevard","985","Bruckner Blvd","Bronx","2027350028","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3281/docrepository","40.819841","-73.891062","2","17","89","2129171","2027350028","Hunts Point"
"14TMP0384Q,14EHAN384Q","134-37 35th Avenue","134-37","35th Avenue","Queens","4049490031,4049497501","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2083/docrepository","40.764242","-73.832712","7","20","869","4618575","4049497501","Flushing"
"14TMP0086M,14EHAN086M,14CVCP241M","526-532 West 28th Street","526","West 28th Street","Manhattan","1006990049,1006997504","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2019/docrepository","40.751326","-74.003086","4","3","99","1090205","1006997504","Hudson Yards-Chelsea-Flatiron-Union Square"
"19TMP1543K,19EH-N340K","Greenpoint Marina - 43-57 West Street","43-57","WEST STREET","Brooklyn","3025670001,3025700036","E/RD (Review), State BCP","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/9642/docrepository","40.727714","-73.958923","1","33","561","3000000","3025670001","Greenpoint"
"19TMP1944K,19EHAZ415K","353 BEDFORD AVENUE","353","BEDFORD AVENUE","Brooklyn","3024440004,3024440006,3024440007,3024440008","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/10043/docrepository","40.711763","-73.963020","1","34","549","3063440","3024440008","North Side-South Side"
"18TMP1185Q,18EH-A425Q,19CVCP063Q","GATEWAY BOULEVARD AND MOTT AVENUE",,"GATEWAY BOULEVARD AND MOTT AVEMUE","Queens","4155740036","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/5763/docrepository",,,,,,,,
"19TMP1236Q,19EHAZ275Q,20CVCP003Q","20-08 STEINWAY STREET","20-08","STEINWAY STREET","Queens","4008090035","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/9335/docrepository","40.776155","-73.902041","1","22","12301","4016086","4008090035","Steinway"
"18TMP0196X,18EHAN083X,18CVCP052X","1755 Watson Avenue","1755","WATSON AVENUE","Bronx","2037510001","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/4774/docrepository","40.827537","-73.867455","9","18","70","2024208","2037510001","Soundview-Bruckner"
"17TMP0699K,17ENOS282K","625 / 625A HALSEY STREET","625A","HALSEY STREET","Brooklyn","3016620059,3016620061","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4342/docrepository","40.684389","-73.927466","3","36","383","3424179","3016620059","Stuyvesant Heights"
"18TMP1082R,18EA-N371R","132 UNION AVENUE","132","UNION AVENUE","Staten Island","5012260007,5012260011,5012260057,5012260001,5012260003,5012260005,5012260070,5012260077,5012260083","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/5660/docrepository","40.633316","-74.158140","1","49","231","5000000","5012260057","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"20TMP0815X,20EH-N177X,20CVCP069X","656 EAST FORDHAM ROAD","656","EAST FORDHAM ROAD","Bronx","2030910022,2030910024,2030910026,2030910020","VCP (Prospective), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/13098/docrepository","40.857952","-73.883249","6","15","389","2012571","2030910020","Belmont"
"22TMP0616K,22EH-N123K,22CVCP049K","73-75 MCGUINNESS BLVD","73-75","MCGUINNESS BLVD","Brooklyn","3026490024,3026490025","VCP (Prospective), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/32063/docrepository","40.725166","-73.948480","1","33","571","3066194","3026490025","Greenpoint"
"15TMP0385K,15EH-N385K,15CVCP142K","1520 Fulton Street","1520","Fulton Street","Brooklyn","3018640014,3018640054","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2890/docrepository","40.679859","-73.939920","3","36","271","3425135","3018640014","Crown Heights North"
"18TMP1378K,18EHAZ459K,19CVCP013K","390 LEONARD STREET","390","LEONARD STREET","Brooklyn","3027330006","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/6955/docrepository","40.718230","-73.948370","1","34","515","3068066","3027330006","North Side-South Side"
"14TMP0081Q,14EH-N081Q","144-01 Liberty Avenue","144-01","Liberty Avenue","Queens","4100200137","E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/2290/docrepository","40.692679","-73.808774","12","28","206","4214444","4100200137","Jamaica"
"20TMP1102K,20EHAZ228K,21CVCP019K","167-171 NORTH 1ST STREET","167-171","NORTH 1ST STREET","Brooklyn","3023660032","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/14384/docrepository","40.714630","-73.960338","1","34","553","3062469","3023660032","North Side-South Side"
"12TMP0111K,12EHAZ111K,12CBCP030K","242 Wallabout Street - DOB Job No. NB-301813278","242","Wallabout Street","Brooklyn","3022640007,3022640008,3022640009","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1102/docrepository","40.700160","-73.953267","1","33","531","3422378","3022647519","Bedford"
"15TMP0593R,15CVCP162R,15CVCP162R","5 Bay Street - Lighthouse Point Site A","5","Bay Street","Staten Island","5000010058,5000010060,5000017504","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2546/docrepository","40.641476","-74.073976","1","49","3","5131766","5000010068","West New Brighton-New Brighton-St. George"
"13TMP0035M,13EHAZ035M","228 East 117th Street - DOB Project No. A2-122043323","228","East 117th Street","Manhattan","1016660033,1016660031","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1615/docrepository","40.798289","-73.938741","11","8","188","1052590","1016660033","East Harlem North"
"17TMP0563X,17RHAN222X,18CVCP028X","1560 Boone Avenue - Compass Residences Phase 3 & 4","1560","BOONE AVENUE","Bronx","2030140015","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4206/docrepository","40.833153","-73.885013","3","17","157","2000000","2030147502","Crotona Park East"
"15TMP0357Q,15EHAZ357Q,15CVCP133Q","23-01 41st Avenue","23-01","41st Avenue","Queens","4004080005,4004087501","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2786/docrepository","40.752985","-73.940497","1","26","33","4618929","4004087501","Queensbridge-Ravenswood-Long Island City"
"16TMP0226K,16ENOS223Q","148-37 88th Avenue","148-37","88th Avenue","Queens","4096940049","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3532/docrepository","40.705271","-73.807739","12","24","238","4000000","4096940049","Jamaica"
"14TMP0299X,14EHAN299X","316 East 162nd Street","316","East 162nd Street","Bronx","2024210027,2024210029","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2066/docrepository","40.826032","-73.916443","4","17","173","2129176","2024210027","East Concourse-Concourse Village"
"15TMP0353M,15EHAN353M,15CVCP122M","69 East 125th Street","69","East 125th Street","Manhattan","1017500028,1017500029,1017500030,1017500044","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2687/docrepository","40.805459","-73.939969","11","9","198","1089917","1017500028","East Harlem North"
"22TMP0815K,22EHAZ223K,22CVCP074K","288 JACKSON STREET","288","JACKSON STREET","Brooklyn","3028850035","VCP (Prospective), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/32262/docrepository","40.717369","-73.939306","1","34","449","3338309","3028850001","East Williamsburg"
"21TMP0389K,21EH-N090K,21CVCP046K","193 Greenpoint Avenue","193","GREENPOINT AVENUE","Brooklyn","3025590037","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/20198/docrepository","40.730437","-73.951810","1","33","575","3064770","3025590037","Greenpoint"
"14TMP0132K,14EH-A132K,14CVCP184K","151 Lorimer Street - DOB Job No. 320965354","151","Lorimer Street","Brooklyn","3022420054,3022420055","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1962/docrepository","40.703208","-73.949284","1","33","509","3000000","3022420054","Williamsburg"
"20TMP0352Q,20EHAZ085Q,20CVCP050Q","27-10 37TH AVE","27-10","37TH AVE","Queens","4003690014","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/11636/docrepository","40.756492","-73.933827","1","26","51","4004477","4003690014","Queensbridge-Ravenswood-Long Island City"
"13TMP0072K,13EHAZ072K,14CVCP159K","245-247 Driggs Avenue","247","Driggs Avenue","Brooklyn","3026990015,3026990017,3026997501","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1629/docrepository","40.722687","-73.947772","1","33","499","3425080","3026997501","Greenpoint"
"17TMP0542K,17EHAN203K","1350 BEDFORD AVENUE","1350","BEDFORD AVENUE","Brooklyn","3012050028,3012050127","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/4185/docrepository","40.677214","-73.952718","8","35","221","3029966","3012050028","Crown Heights North"
"13TMP0073K,13EHAN073K,13CVCP095K","78-80 Throop Avenue","78","Throop Avenue","Brooklyn","3022660032,3022667505,3022667506","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1494/docrepository","40.702413","-73.946504","1","33","507","3398094","3022667506","Bedford"
"18TMP1339M,18EHAN440M,19CVCP014M","54-62 W. 125TH STREET","54-62","WEST 125TH STREET","Manhattan","1017220058,1017220059,1017220060,1017220061,1017220062","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/5917/docrepository","40.807242","-73.944248","10","9","200","1053477","1017220059","Central Harlem South"
"19TMP1118M,19EAIR247M","238 East 3rd Street","238","EAST 3RD","Manhattan","1003850024","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/9217/docrepository","40.722255","-73.982001","3","2","2202","1004593","1003850024","Lower East Side"
"15TMP0581X,15CVCP047X,15CVCP047X","Loring Place North","2264","LORING PLACE NORTH","Bronx","2032250010,2032250013,2032250012","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2534/docrepository","40.860959","-73.908970","7","14","255","2129017","2032250010","Kingsbridge Heights"
"14TMP0231K,14ENOS231K","1245 Fulton Street - DOB Job No. 320851306 & 320813768","1245","Fulton Street","Brooklyn","3018420047","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2466/docrepository","40.680548","-73.952081","3","36","245","3399847","3018420047","Bedford"
"12TMP0318K,12EHAZ318K,13CVCP112K","131 Berry Street","131","Berry Street","Brooklyn","3023270005","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1143/docrepository","40.718431","-73.959214","1","33","553","3340970","3023270005","North Side-South Side"
"16TMP0195M,16EHAN179X","101 Lincoln Avenue","101","Lincoln Avenue","Bronx","2023160001","E/RD (Review), State BCP","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/3287/docrepository","40.807149","-73.929969","1","8","19","2000759","2023160001","Mott Haven-Port Morris"
"15TMP0046M,15EAIR046M","64 East 1st Street - DOB Job No. NB-121185546","64","East 1st Street","Manhattan","1004430045","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2547/docrepository","40.723508","-73.988989","3","2","3602","1006102","1004437504","East Village"
"16TMP0047Q,16ENOS041K","1464 Eastern Parkway - DOB Job No. A2 - 340344684","1464","Eastern Parkway","Brooklyn","3014740005","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3499/docrepository","40.669579","-73.919692","16","41","361","3039520","3014740005","Ocean Hill"
"15TMP0472K,15EH-A472K","82-84 Oak Street","84","Oak Street","Brooklyn","3025710018","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2623/docrepository","40.727703","-73.957747","1","33","561","3424994","3025717501","Greenpoint"
"14TMP0204K,14RH-N204K,14CVCP242K","608-620 Franklin Avenue (Franklin Avenue Lofts - Dean Street Side)","608","Franklin Avenue","Brooklyn","3011420048,3011420044","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2520/docrepository","40.677464","-73.955526","8","35","305","3000000","3011427501","Crown Heights North"
"15TMP0140K,15EHAN140K,15CVCP029K","802-806 Myrtle Avenue","806","Myrtle Avenue","Brooklyn","3017540033,3017540034,3017540035","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2653/docrepository","40.695224","-73.950469","3","36","253","3426652","3017540033","Bedford"
"11TMP0358K,11EH-N358K,13CVCP110K","504 Myrtle Avenue","504","Myrtle Avenue","Brooklyn","3019050030,3019059030,3019051201,3019051202,3019051203,3019051204","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/840/docrepository","40.693525","-73.964844","2","35","193","3424731","3019057503","Clinton Hill"
"10TMP0271M,10ENOS271M","411 9th Avenue","411","9th Avenue","Manhattan","1007310039","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/495/docrepository","40.752828","-73.996723","4","3","103","1090452","1007310039","Hudson Yards-Chelsea-Flatiron-Union Square"
"18TMP1065Q,18EH-N378Q,19CVCP042Q","42-50 24TH STREET","42-50","24th Street","Queens","4004280001","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/5643/docrepository","40.749657","-73.942618","2","26","19","4005077","4004280001","Hunters Point-Sunnyside-West Maspeth"
"15TMP0462Q,15EHAN462Q,16CVCP036Q","147-22 Archer Avenue - The Crossing at Jamaica","147-22","Archer Avenue","Queens","4099980083,4099980086,4099980087,4099980088,4099980089,4099980090,4099980091,4099980093,4099980094,4099980095,4099980101","VCP (Withdrawn), E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2709/docrepository","40.700752","-73.806962","12","27","208","4000000","4099980091","Jamaica"
"15TMP0132K,15EHAZ132K","550 Vanderbilt Ave (Pacific Park B11)","540","Vanderbilt Avenue","Brooklyn","3011290039,3011290043,3011290044,3011290045,3011290046,3011290049,3011290050,3011290200,3011290054,3011297501","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2746/docrepository","40.680576","-73.967825","8","35","163",,,"Prospect Heights"
"21TMP0871K,21EHAN181K,21CVCP049K","5914-5924 BAY PARKWAY","5914-5924","BAY PARKWAY","Brooklyn","3055150043,3055150044,3055150045,3055150046","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/22677/docrepository","40.617149","-73.978010","12","44","246","3132011","3055150043","Borough Park"
"13TMP0231M,13EHAN231M,15CVCP116M","213-219 West 28th Street","213","West 28th Street","Manhattan","1007780031,1007780029,1007780030,1007780032","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/1533/docrepository","40.747527","-73.994023","5","3","95","1000000","1007780031","Midtown-Midtown South"
"16TMP0387K,16CVCP084K,16CVCP084K","666 Greene Avenue","666","Greene Avenue","Brooklyn","3018010008","VCP (Enrolled)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3190/docrepository","40.689469","-73.941797","3","36","279","3418212","3018010008","Stuyvesant Heights"
"15TMP0414K,15EHAZ414K,15CVCP163K","80-82 Ainslie St.","80","Ainslie Street","Brooklyn","3023750012","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2796/docrepository","40.712525","-73.951787","1","34","513","3062551","3023750012","North Side-South Side"
"18TMP0119K,18EH-N062K,18CVCP011K","800 Flatbush Avenue","800","FLATBUSH AVENUE","Brooklyn","3050630058","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/4697/docrepository","40.653312","-73.959413","14","40","50803","3397264","3050630058","Flatbush"
"15TMP0355K,15EHAN355K,16CVCP049K","912 Broadway","374","Stockton Street","Brooklyn","3015840011","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2688/docrepository","40.697528","-73.937030","3","36","287","3000000","3015840011","Stuyvesant Heights"
"18TMP0738M,18RNOS291M","282 GRAND STREET","282","GRAND STREET","Manhattan","1004180052,1004180051,1004180053","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/5316/docrepository","40.717766","-73.992551","3","1","18","1005578","1004180053","Chinatown"
"14TMP0158Q,14EH-N158Q,15CVCP022Q","140-35 Queens Boulevard","140-35","Queens Blvd","Queens","4096200045","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2304/docrepository","40.703435","-73.814875","12","24","214","4206344","4096200045","Briarwood-Jamaica Hills"
"17TMP0405Q,17EAIR161Q","30-68 38TH STREET","30-68","38TH STREET","Queens","4006590075","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4048/docrepository","40.762635","-73.917132","1","22","63","4607829","4006590075","Astoria"
"16TMP0131M,16EHAN126K,17CVCP054K","609-619 4th Avenue","609","4th Avenue","Brooklyn","3006310006,3006310001,3006310004,3006310005,3006310079","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3279/docrepository","40.664671","-73.993631","7","38","143","3428525","3006317503","Park Slope-Gowanus"
"15TMP0333K,15EHAZ333K,15CVCP101K","202 North 10th Street","202","North 10th Street","Brooklyn","3023060009,3023060010","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2783/docrepository","40.718501","-73.954362","1","33","519","3061710","3023060009","North Side-South Side"
"17TMP0419K,19EHAZ152K","39 AINSLIE STREET","39","AINSLIE STREET","Brooklyn","3023710048","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4062/docrepository","40.712956","-73.953002","1","34","513","3062533","3023710048","North Side-South Side"
"14TMP0413K,14ENOS413K","724 Bedford Avenue","724","Bedford Avenue","Brooklyn","3022620030","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2478/docrepository","40.699237","-73.957084","1","33","537","3392368","3022627510","Williamsburg"
"10TMP0025K,10EH-N025K","886 Dahill Road","886","Dahill Road","Brooklyn","3054570005,3054570006","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/373/docrepository","40.625740","-73.977261","12","44","464","3129291","3054570006","Borough Park"
