"file","law_number","type","status","final_action","title"
"Int 0347-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to remedies for the breach of the duty of an owner to refrain from harassment of tenants."
"Int 0352-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to requiring certain documents to be made available on the open data portal."
"Int 0349-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to notice for the removal of trees."
"Int 0332-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to fines for failures to comply with commercial waste disposal policies."
"Int 0351-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to integrating all interactive agency maps."
"Int 0340-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the temporary closing of sidewalks."
"Int 0331-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to door to door commercial solicitations."
"Int 0337-2014",,"Introduction","Laid Over in Committee",,"A Local Law to create a senior housing task force."
"Int 0356-2014","2014/061","Introduction","Enacted","2014-12-12T00:00:00.000","A Local Law to amend the New York city charter, in relation to improving compliance with the city's pro-voter law."
"Int 0338-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to establishing a panel to review regulations related to child day care programs."
"Int 0341-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to the creation of the department of early childhood development, and to repeal paragraph 4 of subdivision a of section 617 of such charter in relation thereto."
"Int 0336-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of housing preservation and development to periodically report on the inclusionary housing program and any similar successor programs."
"Res 0233-2014",,"Resolution","Committee",,"Resolution calling on the United States Congress to pass and the President to sign into law the Kosher and Halal Food Act of 2013 (S.811/H.R.1794), which would provide for the increased availability of Kosher and Halal food at food banks and modify the labeling of the commodities list to enable Kosher and Halal food bank operators to identify which commodities to obtain from local food banks."
"Res 0227-2014",,"Resolution","Committee",,"Resolution calling upon the New York State legislature to pass and the Governor to sign A.9217/S.6893, in relation to the membership and duties of the Board of Trustees and the oversight of the Executive Director and key library executive personnel of the Queens Borough Public Library."
"Res 0226-2014",,"Resolution","Committee",,"Resolution calling upon the United States Congress to pass, and the President to sign, H.R. 4507, the Pedestrian Fatalities Reduction Act."
"Res 0229-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to pass, and the Governor to sign S.6941/A.9297, legislation which would establish the crime of sabotage of rent regulated accommodations."
"Int 0323-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring agencies to accept applications for employment by mail."
"Int 0324-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to peer support services for veterans."
"Int 0329-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to an office of food policy."
"Int 0321-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to increasing fines and penalties for owning, conducting or operating a home improvement business without a license."
"Res 0230-2014",,"Resolution","Committee",,"Resolution calling for the creation of veterans treatment courts in every county in New York City, including the counties of New York and Richmond, to serve and address the increasing needs of the growing veteran population in the City."
"Int 0322-2014",,"Introduction","Committee",,"A Local Law to amend to administrative code of the city of New York, in relation to requiring towed vehicle storage facilities to provide 24 hour access."
"Res 0232-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to pass and the Governor to sign into law A.8198 and S.6204, which would amend the election law to consolidate New York’s federal, state, and local primaries into one primary which would take place on the fourth Tuesday of June."
"Int 0327-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter and the administrative code of the city of New York, in relation to replacing references to “mental retardation” with references to “developmental disability”."
"Res 0228-2014",,"Resolution","Laid Over in Committee",,"Resolution calling upon the Mayor to revitalize the Mayor’s Office of Industrial and Manufacturing Business and to expand the technical assistance the Office would offer manufacturing and industrial businesses in the City."
"Int 0328-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the New York city charter, in relation to the creation of a centralized FOIL website."
"Int 0330-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to, requiring the New York city police department to provide certain security measures for nonpublic schools."
"Int 0326-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to requiring parking placards to have a barcode which would allow traffic enforcement agents to confirm their validity."
"Res 0225-2014",,"Resolution","Committee",,"Resolution calling on the New York State Legislature to pass and the Governor to sign legislation that would grant the City of New York the authority to levy a school impact tax on developers of new or converted non-senior housing on a per-unit basis, to be administered by the New York City Department of Buildings at the time of filing for a certificate of occupancy for such housing, for the purpose of providing funding for the construction of new public K-12 schools, and that such tax be specifically designated for the construction of such schools."
"Int 0325-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the implementation of technology to allow traffic enforcement agents to issue idling tickets through their hand-held computers."
"Res 0248-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 130336 ZMM, a Zoning Map amendment (L.U. No. 41)."
"M 0060-2014",,"Mayor's Message","Received, Ordered, Printed and Filed","2014-05-14T00:00:00.000","Communication from the Mayor - Submitting certificate setting forth the maximum amount of debt and reserves which the City, and the NYC Municipal Water Finance Authority, may soundly incur for capital projects for Fiscal Year 2015 and the ensuing three fiscal years, and the maximum amount of appropriations and expenditures for capital projects which may soundly be made during each fiscal year, pursuant to Section 250 (16) of the New York City Charter."
"M 0059-2014",,"Mayor's Message","Adopted","2014-06-25T00:00:00.000","Communication from the Chancellor – Submitting proposed five-year Capital Plan FY 2015 – 2019."
"M 0058-2014",,"Mayor's Message","Committee",,"Communication from the Mayor - Submitting the Budget Summary, Message of the Mayor and Summary of Reduction Program relative to the Executive Budget, Fiscal Year 2015, pursuant to Section 249 of the New York City Charter."
"M 0057-2014",,"Mayor's Message","Committee",,"Communication from the Mayor - Submitting the Executive Capital Budget Fiscal Year 2015, Capital Project Detail Data, Citywide Volumes 1 and 2 and Volumes for the Five Boroughs, dated May 8, 2014 pursuant to the provisions of Sections 213 (4) & 219 (D) of the New York City Charter."
"M 0056-2014",,"Mayor's Message","Committee",,"Communication from the Mayor - Submitting the Executive Budget -Geographic Reports for Expense Budget for Fiscal Year 2015."
"M 0055-2014",,"Mayor's Message","Committee",,"Communication from the Mayor - Submitting the Capital Commitment Plan, Executive Budget, Fiscal Year 2015, Volumes I, II and III, pursuant to Section 219(d) of the New York City Charter."
"M 0054-2014",,"Mayor's Message","Committee",,"Communication from the Mayor - Submitting the Executive Budget Supporting Schedules, for Fiscal Year 2015 pursuant to Section 250 of the New York City Charter."
"M 0053-2014",,"Mayor's Message","Adopted","2014-06-25T00:00:00.000","Communication from the Mayor - Submitting the Proposed City Fiscal Year 2015 Community Development Program, the Proposed CFY'15 Budget, the Proposed Reallocations-the CD XL Funds, Proposed CD XLI Statement of Objectives and Budget, dated May 8, 2014."
"M 0052-2014",,"Mayor's Message","Adopted","2014-06-25T00:00:00.000","Communication from the Mayor - Submitting the Executive Capital Budget for Fiscal Year 2015, pursuant to Section 249 of the New York City Charter."
"M 0051-2014",,"Mayor's Message","Adopted","2014-06-25T00:00:00.000","Communication from the Mayor - Submitting the Expense Revenue Contract Budget, for Fiscal Year 2015, pursuant to Section 249 of the New York City Charter."
"M 0064-2014",,"Land Use Call-Up","Adopted","2014-05-14T00:00:00.000","By Council Member Johnson: Pursuant to Rule 11.20b of the Council and §20-226 or §20-225 of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 369 West 51st Street, Borough of Manhattan, Community Board No. 4, Application no. 20085578 TCM shall be subject to review by the Council."
"M 0063-2014",,"Land Use Call-Up","Adopted","2014-05-14T00:00:00.000","By the Chair of the Land Use Committee Council Member Greenfield: Pursuant to Rule 11.20c of the Council and Section 197-d (b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Review Procedure Application no. C 140238 PQM shall be subject to Council review. This item is related to Application no. C 140233 HAM which is subject to Council review pursuant to Section 197-d of the New York City Charter and Article 16 of the General Municipal Law."
"M 0062-2014",,"Land Use Call-Up","Adopted","2014-05-14T00:00:00.000","By the Chair of the Land Use Committee Council Member Greenfield: Pursuant to Rule 11.20c of the Council and Section 197-d (b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Review Procedure Application no. C 140183 ZSM shall be subject to Council review. This item is related to Application nos. C 140181 ZMM, N 140182 ZRM and C 140185 HAM which are subject to Council review pursuant to Section 197-d of the New York City Charter."
"M 0061-2014",,"Land Use Call-Up","Adopted","2014-05-14T00:00:00.000","By the Chair of the Land Use Committee Council Member Greenfield: Pursuant to Rule 11.20c of the Council and Section 197-d (b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Review Procedure Application nos. C 130313 MMQ and C 130314 MMQ shall be subject to Council review. This item is related to Application no. C 140203 ZMQ which is subject to Council review pursuant to Section 197-d of the New York City Charter."
"Res 0237-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving a full exemption from real property taxes for property located at (Block 2483, Lot 5) the Bronx, pursuant to Section 577 of the Real Property Tax Law (Preconsidered L.U. No. 60)."
"Res 0231-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution calling upon the New York State Legislature to pass, and the Governor to sign A.6597/S.4609, legislation which would repeal provisions of law granting a real property tax exemption to Madison Square Garden."
"LU 0076-2014",,"Land Use Application","Adopted","2014-06-26T00:00:00.000","Application No. C 140238 PQM submitted by the New York City Department of Housing Preservation and Development (HPD) pursuant to Section 197-c of the New York City Charter, for the acquisition of property located at 492 St. Nicholas Avenue (Block 1959, Lot 54), in the Borough of Manhattan, Community District 10, Council District 9. This application is subject to review and action by the Land Use Committee only if appealed to the Council pursuant to 197-d(b)(2) of the Charter or called up by a vote of the Council pursuant to 197-d(b)(3) of the Charter."
"LU 0075-2014",,"Land Use Application","Adopted","2014-06-26T00:00:00.000","Application No. C 140233 HAM submitted by the New York City Department of Housing Preservation and Development (HPD) pursuant to Article 16 of the General Municipal Law for approval of Urban Development Action Area and Project for property located at 492 St. Nicholas Avenue (Block 1959, Lot 54) and pursuant to Section 197-c of the New York City Charter for the approval of disposition of such properties, in the Borough of Manhattan, Community District 10, Council District 9."
"LU 0074-2014",,"Land Use Application","Adopted","2014-05-29T00:00:00.000","Application No. 20145541 HAK, by the Department of Housing Preservation and Development for approval of an Urban Development Action Area and Project for properties located at 568 Graham Avenue and 235 Driggs Avenue, Borough of Brooklyn, Community District 1, Council District 33. This matter is subject to Council review and action at the request of HPD and pursuant to Article 16 of the New York General Municipal Law."
"LU 0073-2014",,"Land Use Application","Adopted","2014-05-29T00:00:00.000","Application No. 20145540 HAK, by the Department of Housing Preservation and Development for approval of an Urban Development Action Area and Project for properties located at 7 Stagg Street and 198 Montrose Avenue, Borough of Brooklyn, Community District 1, Council District 34. This matter is subject to Council review and action at the request of HPD and pursuant to Article 16 of the New York General Municipal Law."
"LU 0072-2014",,"Land Use Application","Filed","2014-06-26T00:00:00.000","Application No. 20145539 HAK, by the Department of Housing Preservation and Development for approval of an Urban Development Action Area and Project and related tax exemption for properties located at 2425, 2427 and 3216 Mermaid Avenue, 2816 West 16th Street and 3566 Canal Avenue , Borough of Brooklyn, Community District 13, Council District 47. This matter is subject to Council review and action at the request of HPD and pursuant to Article 16 of the New York General Municipal Law."
"LU 0071-2014",,"Land Use Application","Adopted","2014-06-26T00:00:00.000","Application No. 20145543 HAM by the New York City Housing Department of Housing Preservation and Development for a modification to a previously approved project to grant a real property tax exemption pursuant to Section 577 of the Private Housing Finance Law for property located at 51 East 122nd Street (Block 1748, Lot 1), Borough of Manhattan, Community District 11, Council District 9."
"LU 0070-2014",,"Land Use Application","Adopted","2014-08-21T00:00:00.000","Application No. 20145542 HAK by the New York City Housing Department of Housing Preservation and Development for a modification to a previously approved project to grant a real property tax exemption pursuant to Section 577 of the Private Housing Finance Law for property located on Tax Block 1435, Lots 26, 42, 47; Tax Block 1444, Lots 1, 29 and 49; Tax Block 1468, Lot 9, Borough of Brooklyn, Community Board 16, Council Districts 37 and 41."
"LU 0069-2014",,"Land Use Application","Adopted","2014-05-29T00:00:00.000","Application No. C 140203 ZMQ submitted by Yeshiva Har Torah and NYC Department of Parks and Recreation Section 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section 11d, by establishing within a former park an R3-2 District as shown on a diagram (for illustrative purposes only), dated December 16, 2013, Borough of Queens, Community Board 13, Council District 23."
"LU 0068-2014",,"Land Use Application","Adopted","2014-05-29T00:00:00.000","Application No. C 130314 MMQ submitted by Yeshiva Har Torah and NYC Department of Parks and Recreation Section 197-c and 199 of the New York City Charter for an amendment to the City Map involving the elimination, discontinuance and closed of a portion of the Grand Central Parkway, Borough of Queens, Community Board 13, Council District 23. This application is subject to review and action by the Land Use Committee only if appealed to the Council pursuant to 197-d(b)(2) of the Charter or called up by a vote of the Council pursuant to 197-d(b)(3) of the Charter."
"LU 0067-2014",,"Land Use Application","Adopted","2014-05-29T00:00:00.000","Application No. C 130313 MMQ submitted by Yeshiva Har Torah and NYC Department of Parks and Recreation Section 197-c and 199 of the New York City Charter for an amendment to the City Map involving the elimination, discontinuance and closed of a portion of 87th Avenue between 235th Court and Gettysburg Street and the establishment of parkland, Borough of Queens, Community Board 13, Council District 23. This application is subject to review and action by the Land Use Committee only if appealed to the Council pursuant to 197-d(b)(2) of the Charter or called up by a vote of the Council pursuant to"
"LU 0066-2014",,"Land Use Application","Adopted","2014-05-29T00:00:00.000","Application No. C 140207 HAM submitted by the New York City Department of Housing Preservation and Development (HPD) for approval of Urban Development Action Area and Project for property located at 260 West 153rd Street (Block 2038, Lots p/o 1, 55 and 57) and pursuant to Section 197-c of the New York City Charter for the approval of disposition of such property (Block 2038, Lots 55 and 57), in the Borough of Manhattan, Community District 10, Council District 9. This matter is subject to Council review and action at the request of HPD and pursuant to Article 16 of the New York General Municipa"
"LU 0065-2014",,"Land Use Application","Adopted","2014-06-26T00:00:00.000","Application No. C 140185 HAM submitted by the New York City Department of Housing Preservation and Development (HPD) pursuant to Article 16 of the General Municipal Law for approval of Urban Development Action Area and Project for property located at 543-549 West 52nd Street (Block 1080, Part of Lot 103) and 530-548 West 53rd Street (Block 1081, Part of Lot 1, 560) and pursuant to Section 197-c of the New York City Charter for the approval of disposition of such properties, in the Borough of Manhattan, Community District 4, Council District 3."
"T2014-1071",,"Oversight","Filed","2014-05-27T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 11:00 - 12:30 Health & Hospital Corporation 12:30 - 2:30 Health & Mental Hygiene Jointly with the Committee on Finance and the Committee on Health"
"LU 0064-2014",,"Land Use Application","Adopted","2014-06-26T00:00:00.000","Application No. C 140183 ZSM submitted by NYC Department of Housing Preservation and Development and 525 West 52nd Street Property Owner LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of special permits pursuant Zoning Resolution Section 74-743(a)(1) and Section 74-743(a)(2), in connection with a proposed mixed use development on property bounded by West 53rd Street, 10th Avenue, West 52nd Street, and 11th Avenue, within a Large-Scale General Development, within the Special Clinton District, Borough of Manhattan, Community District 4, Council District 3. Th"
"LU 0063-2014",,"Land Use Application","Adopted","2014-06-26T00:00:00.000","Application No. N 140182 ZRM submitted by NYC Department of Housing Preservation and Development pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, relating to Article IX, Chapter 6 (Special Clinton District) and Appendix F concerning regulations in Western Subarea C2 and Inclusionary Housing designated areas within Community District 4, Borough of Manhattan, Community Board 4, Council District 3."
"LU 0062-2014",,"Land Use Application","Adopted","2014-06-26T00:00:00.000","Application No. C 140181 ZMM submitted by NYC Department of Housing Preservation and Development pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 8c, changing from an R8 District to an R8A District, changing from an R8A District to an R9 District, changing from an M1-5 District to an R9 District, in an area generally bounded by West 51st and West 53rd Streets and 10th and 11th Avenues, Borough of Manhattan, Community District 4, Council District 3."
"LU 0061-2014",,"Land Use Application","Adopted","2014-06-11T00:00:00.000","Application no. 20085578 TCM, pursuant to §20-226 of the Administrative Code of the City of New York, concerning the petition of 7 Washington Lane Corp., d/b/a Xai Xai, for a revocable consent to establish, maintain and operate an unenclosed sidewalk café located at 369 West 51st Street, Borough of Manhattan, Community District 4, Council District 3. This application is subject to review and action by the Land Use Committee only if called-up by vote of the Council pursuant to Rule 11.20b of the Council and §20-226(e) of the New York City Administrative Code."
"T2014-1128",,"Oversight","Filed","2014-05-30T00:00:00.000","Oversight – Unified Call Taking and FDNY/EMS Emergency Response Protocols."
"T2014-1117",,"Oversight","Filed","2014-05-14T00:00:00.000","Oversight - Matter of Council Member Ruben Wills pursuant to Section 10.80 of the Council Rules."
"Res 0241-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the site plan for continued use as an approximately 177-Seat Primary School Facility, P.S. 33 Annex- Bronx, located at 2392-98 Jerome Avenue (Block 3188, Lot 8) in Community School District 10, Borough of the Bronx (Non-ULURP No. 20145351 SCX; L.U. No. 56)."
"Res 0240-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 140068 (A) MMM, an amendment to the City Map (L.U. No. 50)."
"Res 0239-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 140157 ZSM (L.U. No. 49), for the grant of a special permit pursuant to Section 74-682 of the Zoning Resolution of the City of New York to allow the development of a building within the demapped air space above the Franklin D. Roosevelt Drive, and in conjunction therewith, modify the rear yard requirements of Section 24-36 (Minimum required Rear Yards), in connection with the proposed expansion of an existing university, within a Large-Scale Community Facility development bounded by York Avenue, the easterly cent"
"Res 0238-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving an amendment to a real property tax exemption granted pursuant to Section 577 of the Private Housing Finance Law to a previously approved Urban Development Action Area Project located at 365 Jay Street (Block 147/Lot 2), Borough of Brooklyn (L.U. No. 37; 20145358 HAK)."
"T2014-1105",,"Oversight","Filed","2014-05-21T00:00:00.000","Oversight - An Update on Governor’s Island."
"LU 0060-2014",,"Land Use Application","Adopted","2014-05-14T00:00:00.000","Mixed Income Program, 810 River Avenue, Bronx, Community District No. 4, Council District 8."
"M 0050-2014",,"Mayor's Message","Adopted","2014-05-14T00:00:00.000","Communication from the Mayor - “AN Act to amend chapter 115 of the laws of 1894 relating to the better protection of lost and strayed animals and for securing the rights of owners thereof, in relation to licensing of dogs in a certain city; to amend the Administrative Code of the City of New York in relation to the animal population control fund; and to repeal certain provisions of Chapter 115 of the laws of 1894 , relating to the better protection of lost or stray animals and for securing the rights of owners thereof, relating to licensing of dogs in a certain city”. A.2046 / S.5048"
"Res 0250-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving with modifications the decision of the City Planning Commission on Application No. N 130337 ZRM, for an amendment of the Zoning Resolution of the City of New York, relating to Article IX, Chapter 6 (Special Clinton District) and Appendix F concerning regulations in Northern Subarea C1 and Inclusionary Housing designated areas within Community District 4, Borough of Manhattan (L.U. No. 43)."
"Res 0249-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving with modifications the decision of the City Planning Commission on ULURP No. C 130339 ZSM (L.U. No. 42), for the grant of a special permit pursuant to Sections 13-45, 13-451 and 13-454 of the Zoning Resolution of the City of New York to allow a public parking garage with a maximum capacity of 500 spaces, on portions of the ground floor, P1, P2 and P3 levels of a proposed mixed-use development on property located at 606 West 57th Street (Block 1104, Lots 31, 40, 44 and 55), in a C4-7 District, within the Special Clinton District, Borough of Manhattan."
"Res 0247-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the decision of the City Planning Commission for the grant of an authorization, pursuant to Section 62-822(a) of the Zoning Resolution of the City of New York, to modify the location, area and minimum dimensions requirements of Section 62-50 (GENERAL REQUIREMENTS FOR VISUAL CORRIDORS AND WATERFRONT PUBLIC ACCESS AREAS) in connection with a proposed mixed use development on property generally bounded by Grand Street and its northwesterly prolongation, Kent Avenue, South 3rd Street, a line 100 feet northwesterly of Wythe Avenue, South 4th Street, Kent Avenue, South 5th Stree"
"Res 0246-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the decision of the City Planning Commission on Application No. N 140131 ZRK, for an amendment of the Zoning Resolution of the City of New York, concerning Section 62-352 (Inclusionary Housing) and Section 74-745 (Location of accessory parking spaces and loading births) relating to the inclusionary housing program and loading requirements within large scale general developments in the Community District 1, Borough of Brooklyn (L.U. No. 32)."
"Res 0245-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 140135 ZSK (L.U. No. 31), for the grant of a special permit pursuant to Section 74-745(b) of the Zoning Resolution to waive the requirements for loading berth for retail or service uses listed in Use Group 6A, 6C, 7B, 8B, 9A, 10A, 12B & 14A, and where no single establishment exceeds 8,500 square feet for a zoning lot (Zoning Lot 3, Block 2428, Lot 1), in connection with a proposed mixed use development on property generally bounded by Grand Street and its northwesterly prolongation, Kent Avenue, South 3rd Street,"
"Res 0244-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 140134 ZSK (L.U. No. 30), for the grant of a special permit pursuant to Section 74-745(a) of the Zoning Resolution to allow the distribution of required or permitted accessory off-street parking spaces without regard for zoning lot lines, in connection with a proposed mixed use development on property generally bounded by Grand Street and its northwesterly prolongation, Kent Avenue, South 3rd Street, a line 100 feet northwesterly of Wythe Avenue, South 4th Street, Kent Avenue, South 5th Street and its northwesterl"
"Res 0243-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 140133 ZSK (L.U. No. 29), for the grant of a special permit pursuant to Section 74-744(b) of the Zoning Resolution to allow residential and non-residential uses to be arranged within a building without regard for the regulations set forth in Section 32-42 (Location within Buildings), in connection with a proposed mixed use development on property generally bounded by Grand Street and its northwesterly prolongation, Kent Avenue, South 3rd Street, a line 100 feet northwesterly of Wythe Avenue, South 4th Street, Kent"
"Res 0242-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution approving with modifications the decision of the City Planning Commission on ULURP No. C 140132 ZSK (L.U. No. 28), for the grant of a special permit pursuant to the following sections of the Zoning Resolution of the City of New York: Section 74-743(a)(1)to allow the distribution of total allowable floor area and lot coverage under the applicable district regulations without regard for zoning lot lines; and Section 74-743(a)(2)to modify the yard requirements of Sections 62-332 (Rear yards and waterfront yards) and 33-23 (Permitted Obstructions in Required Yards or Rear Yard Equivalen"
"T2014-1081",,"Oversight","Filed","2014-06-03T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 3:00 - 5:00 NYCHA Jointly with the Committee on Finance"
"T2014-1080",,"Oversight","Filed","2014-06-03T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 1:00 - 3:00 Education and School Construction Authority (Capital) Jointly with the Committee on Finance"
"T2014-1079",,"Oversight","Filed","2014-06-03T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 11:30 Libraries Jointly with the Committee on Finance and the Committee on Cultural Affairs, Libraries & International Intergroup Relations"
"T2014-1078",,"Oversight","Filed","2014-06-03T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 11:30 Libraries **11:30 - 1:00 Cultural Affairs * Jointly with the Committee on Finance and the Subcommittee on Libraries ** Jointly with the Committee on Finance"
"T2014-1077",,"Oversight","Filed","2014-06-03T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 11:30 Libraries **11:30 - 1:00 Cultural Affairs ***1:00 - 3:00 Education and School Construction Authority (Capital) ****3:00 - 5:00 NYCHA * Jointly with the Committee on Cultural Affairs, Libraries & International Intergroup Relations and the Subcommittee on Libraries ** Jointly with the Committee on Cultural Affairs, Libraries & International Intergroup Relations"
"T2014-1076",,"Oversight","Filed","2014-05-28T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 2:30 - 3:45 Environmental Protection (Capital) 3:45 - 5:00 Environmental Protection (Expense) Jointly with the Committee on Finance"
"T2014-1075",,"Oversight","Filed","2014-05-28T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 1:00 - 2:30 Parks and Recreation Jointly with the Committee on Finance"
"T2014-1074",,"Oversight","Filed","2014-05-28T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 1:00 Education (Expense) Jointly with the Committee on Finance"
"T2014-1073",,"Oversight","Filed","2014-05-28T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 1:00 Education (Expense) **1:00 - 2:30 Parks and Recreation ***2:30 - 3:45 Environmental Protection (Capital) ***3:45 - 5:00 Environmental Protection (Expense) * Jointly with the Committee on Education ** Jointly with the Committee on Parks and Recreation *** Jointly with the Committee on Environmental Protection"
"T2014-1070",,"Oversight","Filed","2014-05-27T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 11:00 Medical Examiner **11:00 - 12:30 Health & Hospital Corporation **12:30 - 2:30 Health & Mental Hygiene * Jointly with the Committee on Finance ** Jointly with the Committee on Finance and the Committee on Mental Health, Developmental Disability, Alcoholism, Substance Abuse & Disability Services"
"T2014-1069",,"Oversight","Filed","2014-05-27T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 11:00 Medical Examiner **11:00 - 12:30 Health & Hospital Corporation **12:30 - 2:30 Health & Mental Hygiene * Jointly with the Committee on Health ** Jointly with the Committee on Health and the Committee on Mental Health, Developmental Disability, Alcoholism, Substance Abuse & Disability Services"
"T2014-1068",,"Oversight","Filed","2014-05-22T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 3:30 - 4:00 Conflicts of Interest Jointly with the Committee on Finance"
"T2014-1067",,"Oversight","Filed","2014-05-22T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 3:00 - 3:30 Investigations Jointly with the Committee on Finance"
"T2014-1066",,"Oversight","Filed","2014-05-22T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 2:00 - 3:00 Information and Technology and Telecommunication Jointly with the Committee on Finance and the Committee on Land Use"
"T2014-1065",,"Oversight","Filed","2014-05-22T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *12:00 - 1:00 City Planning *1:00 - 2:00 Landmarks **2:00 - 3:00 Information and Technology and Telecommunication * Jointly with the Committee on Finance ** Jointly with the Committee on Finance and the Committee on Technology"
"T2014-1064",,"Oversight","Filed","2014-05-22T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 12:00 Aging Jointly with the Committee on Finance and the Committee on Aging"
