"queens_cooperatives_comparable_properties_boro_block_lot","queens_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","queens_cooperatives_comparable_properties_neighborhood","queens_cooperatives_comparable_properties_building_classification","queens_cooperatives_comparable_properties_total_units","queens_cooperatives_comparable_properties_year_built","queens_cooperatives_comparable_properties_gross_sqft","queens_cooperatives_comparable_properties_est_gross_income","queens_cooperatives_comparable_properties_gross_income_per_sqft","queens_cooperatives_comparable_properties_full_market_value","queens_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-00184-0037","41 42 42 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"SUNNYSIDE","D4-ELEVATOR","94","1931","74664","1019163","13.65","3170000","42.5","4-00131-0013","41 15 50 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","48","1931","43150","644729","14.94","2180000","51","0.45","4-00131-0025","41 16 51 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","42","1931","43150","693453","16.07","2340000","54","0.45"
"4-06574-0030","69 81 136 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.727424","-73.828908","8","24","77902","4142267","4065740030","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","C6-WALK-UP","18","1949","16940","187525","11.07","486000","28.7","4-06684-0002","147 09 75 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","116","1951","96572","1069329","11.07","2770000","28.7","0.65","4-06691-0001","79 05 147 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","51","1948","39558","448824","11.35","1160000","29.3","0.95"
"4-01442-0001","33 04 94 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","240","1959","246480","2846844","11.55","8000000","32.5","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.55","4-01432-0034","33 52 85 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","49","1954","50900","592868","11.65","1540000","30.3","0.5"
"4-11461-0050","155 34 84 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11414","40.66403","-73.849703","10","32","6202","4434952","4114610050","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","C6-WALK-UP","100","1959","95944","1160000","12.09","3260000","34","4-12351-0011","116 27 169 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SO. JAMAICA-BAISLEY PARK","C9-WALK-UP","40","1951","28116","349000","12.41","981000","34.9","4.15","4-12311-0050","156 01 NORTH CONDUIT AVEN
Queens, NY 
(40.749436300045, -73.797299799846)","SPRINGFIELD GARDENS","C9-WALK-UP","46","1972","31365","565076","18.02","2110000","67","3.8"
"4-01226-0001","55 05 WOODSIDE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11377","40.746674","-73.908711","2","26","255","4028174","4012260001","Woodside                                                                   ","WOODSIDE","D4-ELEVATOR","147","1956","145379","1831775","12.6","5150000","35.4","4-00903-0007","26 45 9 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","ASTORIA","D1-ELEVATOR","108","1972","131250","2092491","15.94","7070000","54","2.2","4-15960-0060","40 22 BEACH CHANNEL DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","ARVERNE","D3-ELEVATOR","353","1972","334586","6500000","19.43","13800000","41.2","12.5"
"4-01267-0055","34 29 80 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","11","1922","16380","190008","11.6","534000","32.6","4-01275-0001","75 08 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","96","1950","95000","1020127","10.74","2640000","27.8","0.3","4-01263-0044","34 35 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","122","1949","124600","1648764","13.23","5130000","41.2","0.2"
"4-03334-0058","75 40 AUSTIN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.716614","-73.837817","6","29","76901","4079585","4033340058","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","96","1940","99600","1461000","14.67","4940000","49.6","4-03105-0028","61 61 WOODHAVEN BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","101","1960","73770","1081693","14.66","3660000","49.6","2","4-03085-0008","64 20 SAUNDERS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","150","1950","127152","1914641","15.06","6470000","51","1.55"
"4-08535-0002","75 44 263 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11004","40.749912","-73.712036","13","23","155102","4457066","4085350002","Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","C6-WALK-UP","200","1948","154232","0","0","7365000","47.8","4-06793-0126","154 02 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","180","1952","147558","1923050","13.03","5990000","40.6","5.5","4-06227-0338","211 01 42 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","54","1951","44928","613927","13.66","1910000","42.5","3.35"
"4-02157-0015","67 66 108 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.727364","-73.846753","6","29","741","4051480","4021570015","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","204","1949","234958","2960470","12.6","8320000","35.4","4-02104-0001","98 41 QUEENS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","206","1952","204340","2638170","12.91","8220000","40.2","0.45","4-03322-0040","83 57 118 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","186","1940","212202","2754793","12.98","8580000","40.4","1.65"
"4-01418-0001","32 20 89 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","396","1952","399204","4610806","11.55","13000000","32.6","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.55","4-01432-0034","33 52 85 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","49","1954","50900","592868","11.65","1540000","30.3","0.25"
"4-01280-0048","35 55 80 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","C6-WALK-UP","11","1917","13470","183865","13.65","572000","42.5","4-01282-0191","37 14 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","142912","14","445000","43.6","0.5","4-01282-0193","37 18 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","165369","16.2","559000","55","0.5"
"4-01457-0001","83 12 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11372","40.751902","-73.883533","3","25","281","4035821","4014570006","Jackson Heights                                                            ","JACKSON HEIGHTS","D4-ELEVATOR","66","1937","85002","1020024","12","2870000","33.8","4-01451-0047","34 19 90 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","162","1927","95904","1544803","16.11","5220000","54","0.35","4-01512-0026","88 35 ELMHURST AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","84","1938","99383","1068035","10.75","2770000","27.9","0.4"
"4-01513-0028","88 11 ELMHURST AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11373","40.745874","-73.877751","4","25","271","4037357","4015130028","Elmhurst                                                                   ","ELMHURST","D4-ELEVATOR","82","1937","92244","1070030","11.6","3010000","32.6","4-01581-0001","83 45
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D7-ELEVATOR","194","1956","179494","2484959","13.84","7740000","43.1","0.4","4-02115-0001","65 09 99 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","133","1946","142260","1582677","11.13","4100000","28.8","1.75"
"4-08276-0030","246 11 57 DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11362","40.757365","-73.735217","11","23","152901","4440432","4082760030","Douglas Manor-Douglaston-Little Neck                                       ","DOUGLASTON","C6-WALK-UP","116","1953","103032","1648515","16","5570000","54","4-07117-0020","195 00 67 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FRESH MEADOWS","C9-WALK-UP","12","1949","12470","197179","15.81","667000","53","2.7","4-06266-0001","205 02 42 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","27","1948","20400","336886","16.51","1140000","56","2.35"
"4-05374-0038","144 76 SANFORD AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11355","40.759022","-73.820044","7","20","861","4121265","4053740038","East Flushing                                                              ","FLUSHING-NORTH","D4-ELEVATOR","94","1937","106117","253638","2.39","4290000","40.4","4-03357-0012","84 09 TALBOT STREET
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","106","1927","94027","1099972","11.7","2850000","30.3","3.5","4-05294-0013","36 19 167 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","65","1938","70569","875772","12.41","2460000","34.9","1.1"
"4-01517-0033","83 45 VIETOR AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11373","40.742696","-73.881647","4","25","271","4037500","4015170033","Elmhurst                                                                   ","ELMHURST","D4-ELEVATOR","153","1961","116400","1350240","11.6","3790000","32.6","4-01581-0001","83 45
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D7-ELEVATOR","194","1956","179494","2484959","13.84","7740000","43.1","0.25","4-02115-0001","65 09 99 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","133","1946","142260","1582677","11.13","4100000","28.8","1.75"
"4-01420-0001","32 23 90 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","396","1953","399204","4610806","11.55","13000000","32.6","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.55","4-01432-0034","33 52 85 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","49","1954","50900","592868","11.65","1540000","30.3","0.35"
"4-02223-0038","108 37 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.721785","-73.843353","6","29","739","4052344","4022230038","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","106","1966","109057","1657666","15.2","5600000","51","4-02138-0011","103 26 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","105","1942","97200","1757567","18.08","6570000","68","0.35","4-02139-0001","105 05 69 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","112","1943","111672","1285387","11.51","3610000","32.3","0.3"
"4-16250-0001","138 11 BEACH CHANNEL DRIV
Queens, NY 
(40.749436300045, -73.797299799846)","4","11694","40.583775","-73.839659","14","32","93401",,,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ","BELLE HARBOR","C6-WALK-UP","41","1950","41700","592000","14.2","1840000","44.1","4-10681-0033","213 21 HILLSIDE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","QUEENS VILLAGE","C9-WALK-UP","18","1949","14300","220227","15.4","745000","52","11.6","4-15627-0021","14 03 HEYSON ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FAR ROCKAWAY","C9-WALK-UP","30","1956","25080","341640","13.62","1060000","42.3","5.9"
"4-06574-0005","69 68 137 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.727975","-73.828214","8","24","77902",,,"Kew Gardens Hills                                                          ","FLUSHING-SOUTH","C6-WALK-UP","16","1949","14140","156530","11.07","406000","28.7","4-06684-0002","147 09 75 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","116","1951","96572","1069329","11.07","2770000","28.7","0.65","4-06672-0057","79 11 146 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C1-WALK-UP","47","1956","21583","414390","19.2","1550000","72","0.9"
"4-02269-0002","77 15 113 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.716538","-73.832388","6","29","75701","4052807","4022690002","Forest Hills                                                               ","FLUSHING MEADOW PARK","D4-ELEVATOR","84","1940","93000","1357800","14.6","4590000","49.4","4-02250-0012","72 38 72 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","73","1941","75000","1349253","17.99","5040000","67","0.4","4-02248-0125","112 41 72 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","60","1941","60186","1126142","18.71","4210000","70","0.5"
"4-09738-0114","143 50 HOOVER AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11435","40.71423","-73.814827","8","24","22002","4208486","4097380114","Briarwood-Jamaica Hills                                                    ","BRIARWOOD","D4-ELEVATOR","110","1948","135102","1765000","13.06","5500000","40.7","4-09712-0102","141 35 85 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","BRIARWOOD","D1-ELEVATOR","252","1951","179072","3214636","17.95","12000000","67","0.25","4-09711-0056","141 50 85 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","BRIARWOOD","D1-ELEVATOR","132","1951","103629","1606562","15.5","5430000","52","0.35"
"4-08107-0024","43 25 DOUGLASTON PARKWAY
Queens, NY 
(40.749436300045, -73.797299799846)","4","11363","40.766865","-73.746183","11","19","1479","4168843","4081070024","Douglas Manor-Douglaston-Little Neck                                       ","DOUGLASTON","D4-ELEVATOR","68","1961","61578","806670","13.1","2510000","40.8","4-05182-0044","140 37 ASH AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","126","1950","104000","1360910","13.09","4240000","40.8","4.15","4-05146-0001","45 15 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","148","1963","131187","1747887","13.32","5440000","41.5","4.15"
"4-03331-0007","84 02 BEVERLY ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11415","40.707607","-73.831033","9","29","136","4079543","4033310007","Kew Gardens                                                                ","KEW GARDENS","C6-WALK-UP","20","1926","14545","237000","16.29","801000","55","4-03329-0064","118 53 METROPOLITAN AVENU
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","C1-WALK-UP","19","1926","11562","188437","16.3","637000","55","0.15","4-03392-0012","603 WOODWARD AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","RIDGEWOOD","C7-WALK-UP","12","1915","5175","84790","16.38","287000","55","4.05"
"4-05900-0075","212 30 23 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11360","40.781853","-73.77762","7","19","99704","4443745","4059000075","Ft. Totten-Bay Terrace-Clearview                                           ","BAYSIDE","D4-ELEVATOR","124","1963","168516","2718160","16.13","9190000","55","4-05958-0030","23 50 WATERS EDGE DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","D1-ELEVATOR","121","1969","146525","2365393","16.14","8000000","55","0.2","4-06853-0006","80 25 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","HILLCREST","D1-ELEVATOR","112","1962","58089","937149","16.13","3170000","55","4.5"
"4-01446-0045","34 41 85 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","145","1946","170500","1969275","11.55","5530000","32.4","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.3","4-01432-0034","33 52 85 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","49","1954","50900","592868","11.65","1540000","30.3","0.15"
"4-08367-0002","255 02 61 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11362","40.758209","-73.723883","11","23","152902","4454129","4083670002","Douglas Manor-Douglaston-Little Neck                                       ","LITTLE NECK","C6-WALK-UP","92","1952","82852","1068800","12.9","3330000","40.2","4-06825-0001","158 05 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","5.1","4-06825-0005","158 06 76 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","5.1"
"4-05015-0012","144 24 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11354","40.763782","-73.822328","7","20","1163","4113463","4050150012","Murray Hill                                                                ","FLUSHING-NORTH","D4-ELEVATOR","86","1967","75558","1010000","13.37","3150000","41.7","4-05016-0011","37 07 147 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","95","1962","80173","1099025","13.71","3420000","42.7","0.15","4-05042-0066","133 21 SANFORD AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","88","1963","68257","928563","13.6","2890000","42.3","0.7"
"4-01268-0013","34 24 82 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","83","1937","97260","1123353","11.55","3160000","32.5","4-01455-0055","94 06 34 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","59","1928","46662","663037","14.21","2060000","44.1","0.65","4-01511-0032","89 05 ELMHURST AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","107","1938","104646","1257630","12.02","3530000","33.7","0.55"
"4-01505-0012","40 18 HAMPTON STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11373","40.746696","-73.882239","4","25","26901","4037155","4015050012","Elmhurst                                                                   ","ELMHURST","D4-ELEVATOR","60","1940","54545","632722","11.6","1780000","32.6","4-01518-0050","85 05 ELMHURST AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","60","1940","60000","713309","11.89","2000000","33.3","0.2","4-01518-0060","84 49 ELMHURST AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","60","1940","60000","741897","12.36","2080000","34.7","0.2"
"4-08448-0001","70 07 261 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11004","40.753601","-73.718398","13","23","155102","4456592","4084480001","Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","C6-WALK-UP","120","1948","84160","1085665","12.9","3380000","40.2","4-06825-0001","158 05 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","5.3","4-06825-0005","158 06 76 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","5.3"
"4-01304-0049","40 12 73 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"ELMHURST","C6-WALK-UP","43","1926","26600","363090","13.65","1130000","42.5","4-01299-0024","40 07 67 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","WOODSIDE","C1-WALK-UP","35","1921","22410","402695","17.97","1510000","67","0.25","4-01299-0010","40 35 67 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","WOODSIDE","C1-WALK-UP","40","1925","28250","444660","15.74","1500000","53","0.25"
"4-02139-0007","104 20 68 DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.724672","-73.848982","6","29","71303","4432054","4021390007","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","111","1956","126000","1650600","13.1","5140000","40.8","4-02135-0013","102 40 67 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","135","1960","137700","1848283","13.42","5760000","41.8","0.2","4-02137-0046","103 19 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","81","1954","71000","1130804","15.93","3820000","54","0.1"
"4-05146-0027","137 40 45 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11355","40.750951","-73.82282","7","20","845","4116426","4051460027","Flushing                                                                   ","FLUSHING-NORTH","D4-ELEVATOR","79","1966","77822","1038900","13.35","3240000","41.6","4-05146-0001","45 15 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","148","1963","131187","1747887","13.32","5440000","41.5","0","4-05145-0024","44 15 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","138","1963","119818","1657994","13.84","5160000","43.1","0.1"
"4-05046-0010","142 20 41 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11355","40.759489","-73.825368","7","20","855","4114652","4050460010","Flushing                                                                   ","FLUSHING-NORTH","D4-ELEVATOR","63","1958","65922","880000","13.35","2740000","41.6","4-05101-0022","132 40 SANFORD AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","94","1962","83830","1117186","13.33","3480000","41.5","0.45","4-05048-0029","41 08 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D3-ELEVATOR","83","1932","58282","786570","13.5","2450000","42","0.15"
"4-06150-0001","205 02 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11361","40.766739","-73.78258","11","19","1133","4443788","4061500001","Bayside-Bayside Hills                                                      ","BAYSIDE","C6-WALK-UP","96","1950","68120","749320","11","1940000","28.5","4-06684-0002","147 09 75 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","116","1951","96572","1069329","11.07","2770000","28.7","3.45","4-06227-0330","212 01 42 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C1-WALK-UP","32","1960","28328","328111","11.58","922000","32.5","0.5"
"4-06574-0016","69 98 137 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.727175","-73.827718","8","24","77902","4142266","4065740016","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","C6-WALK-UP","24","1949","20920","231600","11.07","600000","28.7","4-06684-0002","147 09 75 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","116","1951","96572","1069329","11.07","2770000","28.7","0.65","4-06691-0001","79 05 147 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","51","1948","39558","448824","11.35","1160000","29.3","0.95"
"4-07633-0001","213 09 73 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11364","40.740049","-73.76073","11","23","1367","4444313","4076360007","Oakland Gardens                                                            ","OAKLAND GARDENS","C6-WALK-UP","200","1950","145200","1939000","13.35","6040000","41.6","4-07452-0033","201 01
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","14","1948","12785","170648","13.35","531000","41.5","0.75","4-07453-0033","202 01
Queens, NY 
(40.827777078143, -72.939210978884)","BAYSIDE","C9-WALK-UP","14","1948","12785","170648","13.35","531000","41.5","0.7"
"4-06690-0016","149 05 79 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.719741","-73.814158","8","24","77904","4144768","4066900016","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","D4-ELEVATOR","182","1955","178650","2340315","13.1","7290000","40.8","4-05182-0044","140 37 ASH AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","126","1950","104000","1360910","13.09","4240000","40.8","2.55","4-05146-0001","45 15 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","148","1963","131187","1747887","13.32","5440000","41.5","2.15"
"4-08515-0002","74 02 260 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11004","40.7489","-73.715711","13","23","155102","4454005","4085150002","Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","C6-WALK-UP","176","1948","137476","0","0","6580000","47.9","4-06793-0126","154 02 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","180","1952","147558","1923050","13.03","5990000","40.6","5.3","4-06227-0338","211 01 42 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","54","1951","44928","613927","13.66","1910000","42.5","3.2"
"4-03907-0975","83 85 WOODHAVEN BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11421","40.698549","-73.852788","9","30","64101","4435192","4039070975","Woodhaven                                                                  ","GLENDALE","D4-ELEVATOR","288","1954","310050","3705100","11.95","10400000","33.5","4-04995-0064","144 45 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","120","1957","129650","1618729","12.49","4550000","35.1","4.9","4-04995-0001","34 15 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","172","1956","191330","2287192","11.95","6430000","33.6","4.9"
