"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_estimated_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_estimated_expense","bronx_cooperatives_comparable_properties_expense_per_sqft","bronx_cooperatives_comparable_properties_net_operating_income","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_coop_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_coop_in_miles"
"2-03097-0053","2141 PROSPECT AVENUE
Bronx, NY 
(40.848100214769, -73.885874056305)","2","10457","40.848235","-73.885728","6","15","371","2012753","2030970053","East Tremont                                                               ",,,,,"10560","118166","11.19","70646","6.69","47520","306000","28.98","2-03099-0006","743 182 STREET
Bronx, NY 
(40.850058089353, -73.885969751409)","BELMONT","C1-WALK-UP","20","1913","19750","215772","10.93","135607","6.87","80165","496000","25.11","0.09","2-03119-0058","2150 CROTONA PARKWAY
Bronx, NY 
(40.847212004164, -73.882968233762)","EAST TREMONT","C1-WALK-UP","11","1914","9815","109850","11.19","65648","6.69","44202","285000","29.04","0.21","2-03125-0014","2117 DALY AVENUE","EAST TREMONT","C1-WALK-UP","18","1915","19,250","263,022","13.66","139,240","7.23","123,782","774,000","40.21","0.34"
"2-02422-0030","943 TELLER AVENUE
Bronx, NY 
(40.826159116255, -73.915578141666)","2","10451","40.826292","-73.915467","4","17","173","2001965","2024220030","East Concourse-Concourse Village                                           ",,,,,"33055","327245","9.9","202958","6.14","124287","735000","22.24","2-02381-0051","462 160 STREET
Bronx, NY 
(40.822992881431, -73.912399838604)","MORRISANIA/LONGWOOD","C1-WALK-UP","31","1910","17520","171413","9.78","106268","6.07","65145","386000","22.03","0.36","2-02472-0001","149 165 STREET
Bronx, NY 
(40.83113529864, -73.921002185389)","MELROSE/CONCOURSE","C7-WALK-UP","21","1919","16410","164311","10.01","101874","6.21","62437","390000","23.77","0.42",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03117-0010","851 TREMONT AVENUE
Bronx, NY 
(40.843302811044, -73.886792487149)","2",,,,,,,,,,,,,,"21150","211712","10.01","134514","6.36","77198","482000","22.79","2-03119-0007","2116 CROTONA PARKWAY
Bronx, NY 
(40.846247830163, -73.883732726692)","EAST TREMONT","C1-WALK-UP","22","1931","19668","192252","9.77","118759","6.04","73493","435000","22.12","0.23","2-03111-0010","2125 SOUTHERN BOULEVARD
Bronx, NY 
(40.846768928149, -73.88384038006)","EAST TREMONT","C7-WALK-UP","41","1931","31190","312306","10.01","198350","6.36","113956","694000","22.25","0.23","2-03125-0014","2117 DALY AVENUE","EAST TREMONT","C1-WALK-UP","18","1915","19,250","263,022","13.66","139,240","7.23","123,782","774,000","40.21","0.25"
"2-03225-0022","2295 ANDREWS AVENUE
Bronx, NY 
(40.860888658392, -73.907891936384)","2","10468","40.861301","-73.907494","7","14","255","2014919","2032250022","Kingsbridge Heights                                                        ",,,,,"41107","468209","11.39","283227","6.89","184982","1189000","28.92","2-03183-0037","2356 WALTON AVENUE
Bronx, NY 
(40.859846069142, -73.901860846266)","FORDHAM","C1-WALK-UP","34","1921","26515","302006","11.39","175264","6.61","126742","815000","30.74","0.42","2-03181-0022","62 182 STREET
Bronx, NY 
(40.85690882679, -73.903387241676)","FORDHAM","C1-WALK-UP","24","1921","23556","268067","11.38","155470","6.6","112597","724000","30.74","0.46",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05950-0406","5410 NETHERLAND AVENUE
Bronx, NY 
(40.902113378385, -73.906933400807)","2","10471","40.902201","-73.90692","8","11","323","2086306","2059500406","North Riverdale-Fieldston-Riverdale                                        ",,,,,"189592","2187892","11.54","1063611","5.61","1124281","7210000","38.03","2-05845-1799","5400 FIELDSTON ROAD
Bronx, NY 
(40.901548992376, -73.901753307327)","RIVERDALE","D1-ELEVATOR","127","1939","151500","1750318","11.55","784441","5.18","965877","4048000","26.72","0.34","2-05827-1620","244 FIELDSTON TERRACE
Bronx, NY 
(40.896252862234, -73.89906520725)","FIELDSTON","D1-ELEVATOR","72","1961","63237","729831","11.54","354657","5.61","375174","2406000","38.05","0.65","2-05950-0430","5535 NETHERLAND AVENUE","RIVERDALE","D1-ELEVATOR","168","1948","175,726","1,875,756","10.67","992,875","5.65","882,881","4,774,000","27.17","0.05"
"2-03900-0039","1475 THIERIOT AVENUE
Bronx, NY 
(40.837066636901, -73.865410214785)","2","10460","40.836924","-73.865354","9","18","218","2092912","2039000039","West Farms-Bronx River                                                     ",,,,,"216000","2116800","9.8","1239840","5.74","876960","5192000","24.04","2-03749-0001","1220 WESTCHESTER AVENUE
Bronx, NY 
(40.82610266496, -73.889073362732)","SOUNDVIEW","D3-ELEVATOR","159","1964","198104","1854909","9.36","1115886","5.63","739023","4391000","22.17","0.5","2-03925-0018","1565 THIERIOT AVENUE
Bronx, NY 
(40.839624421712, -73.865901165801)","PARKCHESTER","D1-ELEVATOR","120","1930","130500","1455886","11.16","596640","4.57","859246","4004000","30.68","0.24","2-03784-0021","1742 EAST 172 STREET","SOUNDVIEW","D7-ELEVATOR","97","1930","111,500","1,093,143","9.8","640,344","5.74","452,799","2,629,000","23.58","0.35"
"2-02582-0061","823 147 STREET
Bronx, NY 
(40.811096799957, -73.906142026939)","2",,,,,,,,,,,,,,"25980","370735","14.27","203943","7.85","166792","470000","18.09","2-02580-0018","540 CONCORD AVENUE
Bronx, NY 
(40.812993041784, -73.908151044425)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","36","1931","24790","339375","13.69","197824","7.98","141551","935000","37.72","0.12","2-02330-0001","522 MORRIS AVENUE
Bronx, NY 
(40.816751645172, -73.923016462396)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","34","1931","24865","360260","14.49","176814","7.11","183446","1269000","51.04","0.89","2-02275-0001","511 EAST 148 STREET","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","41","1906","23,162","330,522","14.27","181,822","7.85","148,700","1,030,000","44.47","0.47"
"2-04289-0050","758 BRADY AVENUE
Bronx, NY 
(40.852351774115, -73.865469324128)","2","10462","40.852355","-73.865153","11","13","22404","2048801","2042890050","Pelham Parkway                                                             ",,,,,"67500","735075","10.89","404325","5.99","330750","2047000","30.33","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","785469","9.64","476179","5.85","309290","1833000","22.5","0.1","2-04253-0080","1975 BIRCHALL AVENUE
Bronx, NY 
(40.848752989602, -73.868542246411)","MORRIS PARK/VAN NEST","D1-ELEVATOR","90","2002","87902","956975","10.89","541694","6.16","415281","2571000","29.25","0.28","2-04087-0033","1541 WILLIAMSBRIDGE ROAD","MORRIS PARK/VAN NEST","D3-ELEVATOR","125","1928","107,340","1,438,693","13.4","726,466","6.77","712,227","4,723,000","44","0.92"
"2-02683-0100","1021 AVENUE ST
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"61878","660857","10.68","409632","6.62","251225","1210000","19.55","2-02696-0075","830 REV JAMES POLITE AVEN
Bronx, NY 
(40.819143451802, -73.89890233074)","MORRISANIA/LONGWOOD","C7-WALK-UP","78","1910","75672","805678","10.65","482257","6.37","323421","2007000","26.52","0.44","2-02750-0022","1206 WESTCHESTER AVENUE
Bronx, NY 
(40.82587625347, -73.889502352924)","MORRISANIA/LONGWOOD","C7-WALK-UP","106","1924","81708","892303","10.92","510657","6.25","381646","2362000","28.91","1.02","2-02686-0001","920 AVENUE ST JOHN","MORRISANIA/LONGWOOD","C7-WALK-UP","59","1910","56,952","523,347","9.19","361,124","6.34","162,223","965,000","16.94","0.18"
"2-02534-0038","185 170 STREET
Bronx, NY 
(40.839043614113, -73.914222802191)","2",,,,,,,,,,,,,,"18750","189000","10.08","111563","5.95","77437","483000","25.76","2-02466-0044","125 168 STREET
Bronx, NY 
(40.836243825191, -73.91777984188)","MELROSE/CONCOURSE","C1-WALK-UP","45","1924","45500","388015","8.53","252225","5.54","135790","812000","17.85","0.59","2-02457-0050","1279 SHERIDAN AVENUE
Bronx, NY 
(40.835836233179, -73.915014781989)","MELROSE/CONCOURSE","D1-ELEVATOR","27","1924","30800","383419","12.45","210872","6.85","172547","1157000","37.56","0.68","2-02504-0053","946 ANDERSON AVENUE","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","16","1916","13,560","136,664","10.08","80,629","5.95","56,035","350,000","25.81","0.72"
"2-02791-0052","1695 TOPPING AVENUE
Bronx, NY 
(40.843948036386, -73.905879321109)","2","10457","40.84412","-73.905827","4","15","22902","2007353","2027910052","Mount Hope                                                                 ",,,,,"17000","219911","12.94","134162","7.89","85749","572000","33.65","2-02791-0044","1707 TOPPING AVENUE
Bronx, NY 
(40.844230629079, -73.905852752565)","MOUNT HOPE/MOUNT EDEN","C7-WALK-UP","33","1924","30653","344162","11.23","194058","6.33","150104","967000","31.55","0","2-02908-0017","446 176 STREET
Bronx, NY 
(40.846229658269, -73.899637439178)","BATHGATE","C1-WALK-UP","24","1931","15536","226231","14.56","138257","8.9","87974","608000","39.13","0.36","2-02909-0012","440 EAST TREMONT AVENUE","BATHGATE","C7-WALK-UP","11","1931","12,863","169,182","13.15","94,222","7.33","74,960","496,000","38.56","0.42"
"2-02700-0053","1061 INTERVALE AVENUE
Bronx, NY 
(40.824954497085, -73.896886103878)","2","10459","40.824941","-73.896857","2","17","131","2005409","2027000053","Longwood                                                                   ",,,,,"20825","205959","9.89","103292","4.96","102667","607000","29.15","2-02699-0048","993 INTERVALE AVENUE
Bronx, NY 
(40.822960584514, -73.896908557146)","MORRISANIA/LONGWOOD","C7-WALK-UP","25","1925","21995","188365","8.56","87947","4","100418","600000","27.28","0.15","2-02716-0031","1086 KELLY STREET
Bronx, NY 
(40.825628132388, -73.895806455721)","MORRISANIA/LONGWOOD","C7-WALK-UP","17","1907","14910","148497","9.96","100095","6.71","48402","302000","20.25","0.1","2-02696-0001","911 LONGWOOD AVENUE","MORRISANIA/LONGWOOD","C7-WALK-UP","20","1925","19,717","195,070","9.89","97,783","4.96","97,287","575,000","29.16","0.38"
"2-03398-0097","4295 WEBSTER AVENUE
Bronx, NY 
(40.898939297048, -73.862227754106)","2","10470","40.899231","-73.86211","12","11","45102","2019832","2033980097","Woodlawn-Wakefield                                                         ",,,,,"57840","716059","12.38","379430","6.56","336629","2131000","36.84","2-03256-0053","2800 HEATH AVENUE
Bronx, NY 
(40.872693974562, -73.904583549957)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","78","1962","57349","755279","13.17","349069","6.09","406210","2701000","47.1","2.85","2-04827-0029","641 225 STREET
Bronx, NY 
(40.888362327284, -73.86213681348)","WILLIAMSBRIDGE","D1-ELEVATOR","77","1998","63115","715093","11.33","414666","6.57","300427","1933000","30.63","0.78","2-04999-0068","730 EAST 236 STREET","WAKEFIELD","D1-ELEVATOR","78","1929","60,968","764,194","12.53","462,297","7.58","301,897","2,023,000","33.18","0.5"
"2-02627-0007","906 EAGLE AVENUE
Bronx, NY 
(40.822451095338, -73.908277048069)","2","10456","40.822826","-73.90814","3","17","185","2004468","2026270007","Morrisania-Melrose                                                         ",,,,,"21295","196979","9.25","116271","5.46","80708","480000","22.54","2-02365-0026","873 BROOK AVENUE
Bronx, NY 
(40.822682814881, -73.910552764013)","MORRISANIA/LONGWOOD","C1-WALK-UP","20","1920","15750","147790","9.38","102469","6.51","45321","269000","17.08","0.18","2-02381-0051","462 160 STREET
Bronx, NY 
(40.822992881431, -73.912399838604)","MORRISANIA/LONGWOOD","C1-WALK-UP","31","1910","17520","171413","9.78","106268","6.07","65145","386000","22.03","0.25","2-02383-0003","892 MELROSE AVENUE","MORRISANIA/LONGWOOD","C7-WALK-UP","28","1925","11,445","105,903","9.25","62,485","5.46","43,418","258,000","22.54","0.28"
"2-05748-0500","3001 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.882699","-73.9161","8","11","301","2083488","2057480500","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"140000","1649200","11.78","746200","5.33","903000","5192000","37.09","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","888992","12.25","335602","4.63","553390","2772000","38.21","0.42","2-05795-0537","3555 NETHERLAND AVENUE
Bronx, NY 
(40.886372374526, -73.910726409353)","RIVERDALE","D1-ELEVATOR","55","1939","60792","714186","11.75","298924","4.92","415262","1969000","32.39","0.34","2-05732-0924","2700 HENRY HUDSON PARKWAY","RIVERDALE","D1-ELEVATOR","78","1955","108,955","1,229,714","11.29","539,876","4.96","689,838","3,432,000","31.5","0.11"
"2-05953-0230","5800 ARLINGTON AVENUE
Bronx, NY 
(40.907101259343, -73.90684826109)","2","10471","40.907828","-73.906568","8","11","323","2086320","2059530230","North Riverdale-Fieldston-Riverdale                                        ",,,,,"400180","5758590","14.39","3061377","7.65","2697213","18672000","46.66","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","2299515","15.09","810013","5.32","1489502","7095000","46.56","1.25","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1137030","13.39","497219","5.85","639811","3718000","43.78","1.3",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05771-0041","474 238 STREET
Bronx, NY 
(40.887492918014, -73.906053246915)","2",,,,,,,,,,,,,,"76500","918000","12","365670","4.78","552330","2959000","38.68","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","888992","12.25","335602","4.63","553390","2772000","38.21","0.16","2-05780-0940","3900 GREYSTONE AVENUE
Bronx, NY 
(40.88950389842, -73.904451506606)","RIVERDALE","D1-ELEVATOR","127","1928","134703","1515163","11.25","801013","5.95","714150","4599000","34.14","0.19",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03663-0002","1760 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10473","40.824896","-73.866911","9","18","42","2092763","2036630002","Soundview-Castle Hill-Clason Point-Harding Park                            ",,,,,"361452","3889224","10.76","2483175","6.87","1406049","8712000","24.1","2-03867-0023","1340 STRATFORD AVENUE
Bronx, NY 
(40.832572859483, -73.876249967304)","SOUNDVIEW","D1-ELEVATOR","129","1966","95370","1253162","13.14","664729","6.97","588433","3913000","41.03","0.8","2-02713-0002","955 163 STREET
Bronx, NY 
(40.821021276082, -73.89565834556)","MORRISANIA/LONGWOOD","D7-ELEVATOR","104","1982","148828","1602028","10.76","1022326","6.87","579702","3592000","24.14","1.55","2-02712-0028","931 FOX STREET","MORRISANIA/LONGWOOD","D7-ELEVATOR","43","1929","47,826","490,399","10.25","299,130","6.25","191,269","1,191,000","24.9","1.51"
"2-03098-0050","2131 CLINTON AVENUE
Bronx, NY 
(40.848656948405, -73.886944818843)","2","10457","40.848829","-73.886771","6","15","371","2012772","2030980050","East Tremont                                                               ",,,,,"29600","309912","10.47","195952","6.62","113960","708000","23.92","2-03099-0006","743 182 STREET
Bronx, NY 
(40.850058089353, -73.885969751409)","BELMONT","C1-WALK-UP","20","1913","19750","215772","10.93","135607","6.87","80165","496000","25.11","0.1","2-03111-0010","2125 SOUTHERN BOULEVARD
Bronx, NY 
(40.846768928149, -73.88384038006)","EAST TREMONT","C7-WALK-UP","41","1931","31190","312306","10.01","198350","6.36","113956","694000","22.25","0.22",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02721-0042","1019 LONGWOOD AVENUE
Bronx, NY 
(40.816607228367, -73.89665312146)","2","10459","40.816566","-73.896621","2","17","89","2005745","2027210042","Hunts Point                                                                ",,,,,"18300","229665","12.55","130335","7.12","99330","542000","29.62","2-03071-0039","2220 ADAMS PLACE
Bronx, NY 
(40.852074704658, -73.889315714902)","BELMONT","C1-WALK-UP","16","1931","14652","183918","12.55","104373","7.12","79545","533000","36.38","2.45","2-02426-0002","1100 CLAY AVENUE
Bronx, NY 
(40.829761589995, -73.91201608211)","MELROSE/CONCOURSE","C1-WALK-UP","16","1929","14355","156326","10.89","101633","7.08","54693","339000","23.62","1.19","2-02430-0033","1191 CLAY AVENUE","MELROSE/CONCOURSE","C1-WALK-UP","12","1929","11,500","143,343","12.46","78,844","6.86","64,499","433,000","37.65","1.28"
"2-02452-0029","1113 GRANT AVENUE
Bronx, NY 
(40.831436826517, -73.916266117711)","2","10456","40.831437","-73.916252","4","16","18101","2002660","2024520029","East Concourse-Concourse Village                                           ",,,,,"57080","486892","8.53","316223","5.54","170669","1021000","17.89","2-02456-0042","200 166 STREET
Bronx, NY 
(40.831388066877, -73.918309339088)","MELROSE/CONCOURSE","C1-WALK-UP","24","1916","20220","169477","8.38","110155","5.45","59322","349000","17.26","0.1","2-02439-0022","275 168 STREET
Bronx, NY 
(40.833634922982, -73.913585743774)","MELROSE/CONCOURSE","C7-WALK-UP","23","1914","18936","168902","8.92","111279","5.88","57623","344000","18.17","0.27","2-02466-0044","125 EAST 168 STREET","MELROSE/CONCOURSE","C1-WALK-UP","45","1924","45,500","388,015","8.53","252,225","5.54","135,790","812,000","17.85","0.34"
"2-05909-0152","611 239 STREET
Bronx, NY 
(40.889644752886, -73.911309403648)","2",,,,,,,,,,,,,,"64520","863923","13.39","377442","5.85","486481","3069000","47.57","2-05904-0267","600 239 STREET
Bronx, NY 
(40.889579457198, -73.911174785847)","RIVERDALE","D1-ELEVATOR","90","1956","98681","1350943","13.69","701622","7.11","649321","4290000","43.47","0.17","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1137030","13.39","497219","5.85","639811","3718000","43.78","0.17","2-05793-0467","3555 OXFORD AVENUE","RIVERDALE","D1-ELEVATOR","57","1960","72,553","888,992","12.25","335,602","4.63","553,390","2,772,000","38.21","0.38"
"2-03149-0096","268 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"22202","249328","11.23","140539","6.33","108789","701000","31.57","2-03181-0022","62 182 STREET
Bronx, NY 
(40.85690882679, -73.903387241676)","FORDHAM","C1-WALK-UP","24","1921","23556","268067","11.38","155470","6.6","112597","724000","30.74","0.26","2-03151-0010","2322 RYER AVENUE
Bronx, NY 
(40.857705441772, -73.89878862036)","FORDHAM","C1-WALK-UP","21","1916","17460","193466","11.08","111714","6.4","81752","505000","28.92","0.33",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03271-0210","180 VAN CORTLANDT PARK
Bronx, NY 
(40.886350774414, -73.898948145431)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ",,,,,"78864","883277","11.2","541007","6.86","342270","2206000","27.97","2-05773-0290","275 238 STREET
Bronx, NY 
(40.88556828581, -73.901694586434)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","72","1937","71091","960856","13.52","532931","7.5","427925","2833000","39.85","0.07","2-03271-0132","3816 REVIEW PLACE
Bronx, NY 
(40.884963636937, -73.899586402077)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","60","1927","64800","709255","10.95","406088","6.27","303167","1875000","28.94","0.07","2-03263-0098","3873 ORLOFF AVENUE","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","89","1964","93,767","1,050,105","11.2","643,357","6.86","406,748","2,354,000","25.1","0.21"
"2-05920-0653","3671 HUDSON MANOR TERRACE
Bronx, NY 
(40.887765742934, -73.915779782582)","2","10463","40.887821","-73.91575","8","11","309","2085874","2059200653","North Riverdale-Fieldston-Riverdale                                        ",,,,,"216720","2878042","13.28","1256976","5.8","1621066","10054000","46.39","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1304480","14.09","560265","6.05","744215","4268000","46.09","0.55","2-05798-0077","545 236 STREET
Bronx, NY 
(40.886549999277, -73.908922599141)","RIVERDALE","D7-ELEVATOR","64","1939","90025","1137489","12.64","554033","6.15","583456","3531000","39.22","0.36",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02508-0026","1045 ANDERSON AVENUE
Bronx, NY 
(40.833331107414, -73.926384858934)","2","10452","40.833453","-73.926292","4","8","189","2003142","2025080026","Highbridge                                                                 ",,,,,"54180","650160","12","396598","7.32","253562","1615000","29.81","2-02513-0033","101 165 STREET
Bronx, NY 
(40.831522093197, -73.922113821767)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","54","1925","58000","679516","11.72","434893","7.5","244623","1564000","26.97","0.11","2-02505-0019","1105 JEROME AVENUE
Bronx, NY 
(40.834545378997, -73.924395139481)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","79","1927","92600","1110783","12","677568","7.32","433215","2759000","29.79","0.12","2-02509-0048","1140 WOODYCREST AVENUE","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","35","1923","42,108","517,026","12.28","299,884","7.12","217,142","1,377,000","32.7","0.2"
"2-03287-0100","2661 MARION AVENUE
Bronx, NY 
(40.864867217898, -73.890568406957)","2","10458","40.864804","-73.890606","7","15","40502","2016643","2032870100","Bedford Park-Fordham North                                                 ",,,,,"81730","769079","9.41","437256","5.35","331823","1971000","24.12","2-03287-0031","2670 BAINBRIDGE AVENUE
Bronx, NY 
(40.865494989354, -73.891424437396)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","70","1959","81315","764898","9.41","435174","5.35","329724","1958000","24.08","0","2-03287-0109","2641 MARION AVENUE
Bronx, NY 
(40.864522774566, -73.890934701514)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1937","63000","657873","10.44","418418","6.64","239455","1419000","22.52","0","2-03290-0042","2805 POND PLACE","BEDFORD PARK/NORWOOD","D1-ELEVATOR","61","1954","66,660","706,596","10.6","409,959","6.15","296,637","1,694,000","25.41","0.18"
"2-02805-0016","1855 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"45000","503100","11.18","291600","6.48","211500","1363000","30.29","2-02837-0031","1565 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","D9-ELEVATOR","58","1920","62838","559288","8.9","333822","5.31","225466","1298000","20.66","0.46","2-02947-0035","1899 BELMONT AVENUE
Bronx, NY 
(40.844806325177, -73.892920293188)","EAST TREMONT","D9-ELEVATOR","27","1922","28279","380427","13.45","216185","7.64","164242","1088000","38.47","0.8",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02473-0067","660 WALTON AVENUE
Bronx, NY 
(40.821907385804, -73.927117568424)","2","10451","40.82262","-73.926809","4","8","63","2000000","2024670001","West Concourse                                                             ",,,,,"119500","682403","5.71","465504","3.9","216899","1290000","10.79","2-02473-0055","695 WALTON AVENUE
Bronx, NY 
(40.823015984209, -73.926628781823)","MELROSE/CONCOURSE","D1-ELEVATOR","94","1937","108600","923401","8.5","637123","5.87","286278","1628000","14.99","0","2-02473-0001","690 GERARD AVENUE
Bronx, NY 
(40.823401179009, -73.927313831326)","MELROSE/CONCOURSE","D6-ELEVATOR","79","1936","98438","930436","9.45","632665","6.43","297771","1768000","17.96","0","2-02473-0033","751 WALTON AVENUE","MELROSE/CONCOURSE","D7-ELEVATOR","107","1927","141,508","1,390,039","9.82","903,539","6.39","486,500","2,880,000","20.35","0"
"2-03095-0007","700 OAKLAND PLACE
Bronx, NY 
(40.847341815736, -73.889453102335)","2","10457","40.8473","-73.889319","6","17","371","2012658","2030950007","East Tremont                                                               ",,,,,"25176","333330","13.24","189324","7.52","144006","957000","38.01","2-03125-0012","908 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","D1-ELEVATOR","18","1915","19250","263022","13.66","139240","7.23","123782","774000","40.21","0.4","2-03128-0029","2103 VYSE AVENUE
Bronx, NY 
(40.843999497118, -73.88043103752)","EAST TREMONT","D7-ELEVATOR","29","1915","28500","365307","12.82","222615","7.81","142692","953000","33.44","0.46",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05845-1863","5425 VALLES AVENUE
Bronx, NY 
(40.901688988553, -73.899737484959)","2","10471","40.901943","-73.899617","8","11","345","2084745","2058451863","North Riverdale-Fieldston-Riverdale                                        ",,,,,"110000","1180300","10.73","495000","4.5","685300","4015000","36.5","2-05703-0183","3044 KINGSBRIDGE AVENUE
Bronx, NY 
(40.878974479573, -73.907338647933)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","38","1973","38873","417261","10.73","174998","4.5","242263","991000","25.49","1.67","2-05703-0160","231 230 STREET
Bronx, NY 
(40.877555805945, -73.907233115336)","KINGSBRIDGE/JEROME PARK","C7-WALK-UP","90","1923","78760","833583","10.58","501218","6.36","332365","2063000","26.19","1.67","2-05707-0010","3120 KINGSBRIDGE AVENUE","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","48","1926","55,695","576,895","10.36","240,018","4.31","336,877","1,485,000","26.66","1.54"
