"business_name","address","industry_group","type","telephone","cross_streets","zip_code","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Development Project","335 Madison Ave ","Development Project","Development Project","212-292-8851","on 44th St","10017","MANHATTAN","40.753715","-73.9786","5","4","94","1035360","1012780020","Midtown-Midtown South                                                      "
"Fed Ex Kinkos","51 East 44th St","Pers. & Prof. Services","Printing/Shipping",,,"10017","MANHATTAN","40.753976","-73.978019","5","4","94","1035374","1012790028","Midtown-Midtown South                                                      "
"Alex's Shoe Repair","49 1/2 East 44th St","Pers. & Prof. Services","Shoe Care/Repair","212- 687-3315",,"10017","MANHATTAN","40.753984","-73.978041","5","4","94","1035374","1012790028","Midtown-Midtown South                                                      "
"The Shirt Store","51 East 44th St","AA&F","Men's Apparel","212-682-4579",,"10017","MANHATTAN","40.753976","-73.978019","5","4","94","1035374","1012790028","Midtown-Midtown South                                                      "
"Ariston Floral Boutique","425 Lexington Ave.","Misc. Retail","Florist ","212-557-8040","on 44th St","10017","MANHATTAN","40.752424","-73.97532","6","4","92","1036162","1012980023","Turtle Bay-East Midtown                                                    "
"The Wheel Tapper Pub","141 East 44th St","Food & Drink","Restaurant","212-867-8880",,"10017","MANHATTAN","40.752454","-73.974403","6","4","92","1036175","1012990023","Turtle Bay-East Midtown                                                    "
"Reamir & Co.","141 East 44th St","Pers. & Prof. Services","Barber Shop","212-351-6800 ",,"10017","MANHATTAN","40.752454","-73.974403","6","4","92","1036175","1012990023","Turtle Bay-East Midtown                                                    "
"Macchiato ","141 East 44th St","Food & Drink","Quick-Serve Eatery ","212-867-2525",,"10017","MANHATTAN","40.752454","-73.974403","6","4","92","1036175","1012990023","Turtle Bay-East Midtown                                                    "
"Ricoh Technology Portal","144 East 44th St","Misc. Retail","Elec. & Telecom.","212-867-6772",,"10017","MANHATTAN","40.752421","-73.974367","6","4","92","1036171","1012980045","Turtle Bay-East Midtown                                                    "
"Potbelly Sandwich Shop","150 East 44th St","Food & Drink","Quick-Serve Eatery",,,"10017","MANHATTAN","40.752391","-73.974298","6","4","92","1087190","1012980041","Turtle Bay-East Midtown                                                    "
"Chipotle","150 East 44th St","Food & Drink","Quick-Serve Eatery","212-286-1249",,"10017","MANHATTAN","40.752391","-73.974298","6","4","92","1087190","1012980041","Turtle Bay-East Midtown                                                    "
"Spa Butterfly","708 Lexington Ave.","Pers. & Prof. Services","Spas & Day Spas","212-682-9860",,"10017","MANHATTAN","40.761222","-73.968931","5","4","11203","1036904","1013120015","Turtle Bay-East Midtown                                                    "
"GD 44 Street Cleaners","160 East 44th St","Pers. & Prof. Services","Dry Cleaning","212-682-6073",,"10017","MANHATTAN","40.752345","-73.974183","6","4","92","1036168","1012980040","Turtle Bay-East Midtown                                                    "
"44 Curry House","160 East 44th St","Food & Drink","Quick-Serve Eatery","212-286-9712",,"10017","MANHATTAN","40.752345","-73.974183","6","4","92","1036168","1012980040","Turtle Bay-East Midtown                                                    "
"Hot Tasty Café","162 East 44th St","Food & Drink","Quick-Serve Eatery","212-949-0249",,"10017","MANHATTAN","40.752334","-73.974161","6","4","92","1036168","1012980040","Turtle Bay-East Midtown                                                    "
"Stella's Barbershop & Hair Salon","166 East 44th St","Pers. & Prof. Services","Barber Shop","212-557-3059",,"10017","MANHATTAN","40.752314","-73.974114","6","4","92","1036168","1012980040","Turtle Bay-East Midtown                                                    "
"Arnold Custom Shoe Repair","168 East 44th St","Pers. & Prof. Services","Shoe Care/Repair","212-867-0875",,"10017","MANHATTAN","40.752303","-73.974093","6","4","92","1036168","1012980040","Turtle Bay-East Midtown                                                    "
"East Japanese Restaurant","210 East 44th St","Food & Drink","Restaurant",,,"10017","MANHATTAN","40.751847","-73.973014","6","4","88","1037556","1013170007","Turtle Bay-East Midtown                                                    "
"Ben Jack's Steakhouse","219 East 44th St","Food & Drink","Restaurant","212-687-5075",,"10017","MANHATTAN","40.751809","-73.972876","6","4","90","1037569","1013180011","Turtle Bay-East Midtown                                                    "
"GGMC Parking","?","Parking","Parking Lots & Garages","212-682-5678",,"10017",,,,,,,,,
"Center 44","222 East 44th St","Misc. Retail","Antique Dealer",,,,"MANHATTAN","40.751768","-73.972822","6","4","88","1037558","1013170011","Turtle Bay-East Midtown                                                    "
"Overlook ","225 East 44th St","Food & Drink","Bars & Lounges","212-450-7988",,"10017","MANHATTAN","40.751768","-73.972779","6","4","90","1037570","1013180014","Turtle Bay-East Midtown                                                    "
"Development Project","227 East 44th St","Development Project","Development Project",,,"10017","MANHATTAN","40.751757","-73.972747","6","4","90","1089880","1013180015","Turtle Bay-East Midtown                                                    "
"Park on 44th Street","230 East 44th St","Parking","Parking Lots & Garages","212-682-7266",,"10017","MANHATTAN","40.751713","-73.972692","6","4","88","1037565","1013170030","Turtle Bay-East Midtown                                                    "
"Prada Grusel Salon","230 East 44th St","Pers. & Prof. Services","Hair Salon","212-599-8851",,"10017","MANHATTAN","40.751713","-73.972692","6","4","88","1037565","1013170030","Turtle Bay-East Midtown                                                    "
"Fabio Piccolo Fiore","230 East 44th St","Food & Drink","Restaurant","212-972-5080",,"10017","MANHATTAN","40.751713","-73.972692","6","4","88","1037565","1013170030","Turtle Bay-East Midtown                                                    "
"Development Project","235 East 44th St","Development Project","Development Project",,,"10017","MANHATTAN","40.751702","-73.97262","6","4","90","1089880","1013180015","Turtle Bay-East Midtown                                                    "
"Benjamin Moore","237 East 44th St","Misc. Retail","Home Furnishings","212-922-0581",,"10017","MANHATTAN","40.751688","-73.972588","6","4","90","1037578","1013180033","Turtle Bay-East Midtown                                                    "
"Cinema The Brasserie","2 East 45th St","Food & Drink","Restaurant","212-682-3585",,"10017","MANHATTAN","40.755296","-73.979249","5","4","94","1035380","1012790069","Midtown-Midtown South                                                      "
"Dream Team 1 Hour Photo","4 East 45th St","Misc. Retail","Art & Photography Supplies","212-949-0600",,"10017","MANHATTAN","40.755258","-73.979155","5","4","94","1035380","1012790069","Midtown-Midtown South                                                      "
"Dishes","6 East 45th St ","Food & Drink","Quick-Serve Eatery","212-599-5010",,"10017","MANHATTAN","40.755219","-73.979062","5","4","94","1035379","1012790065","Midtown-Midtown South                                                      "
"Morton's The Steakhouse","551 Fifth Ave ","Food & Drink","Restaurant","212-687-5511",,"10017","MANHATTAN","40.755617","-73.979318","5","4","94","1035389","1012810001","Midtown-Midtown South                                                      "
"Eamonns Bar & Grill","9 East 45th St","Food & Drink","Restaurant","212-972-3315",,"10017","MANHATTAN","40.755167","-73.978892","5","4","94","1035390","1012810009","Midtown-Midtown South                                                      "
"Blake & Todd Fine Foods","360 Madison Ave","Misc. Retail","Bookstore","212-867-9013","enter on 45th St","10017","MANHATTAN","40.755024","-73.978318","5","4","94","1086068","1012817501","Midtown-Midtown South                                                      "
"Cosi Downtown","38 East 45th St","Food & Drink","Quick-Serve Eatery","212-883-0011",,"10017","MANHATTAN","40.754544","-73.977459","5","4","94","1035375","1012790045","Midtown-Midtown South                                                      "
"Blimpie's","347 Madison Ave.","Food & Drink","Quick-Serve Eatery","212-370-0705","On 45th in the Arcade","10017","MANHATTAN","40.754379","-73.978116","5","4","94","1035376","1012790048","Midtown-Midtown South                                                      "
"Shoe Shine","347 Madison Ave.","Pers. & Prof. Services","Shoe Care/Repair",,"On 45th in the Arcade","10017","MANHATTAN","40.754379","-73.978116","5","4","94","1035376","1012790048","Midtown-Midtown South                                                      "
"Workshop","45 East 45th St","AA&F","Women's Apparel",,,"10017","MANHATTAN","40.754538","-73.977398","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Rain or Shine","45 East 45th St","Misc. Retail","Umbrella Store","212-682-7556",,"10017","MANHATTAN","40.754538","-73.977398","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Chickpea","45 East 45th St","Food & Drink","Quick-Serve Eatery",,,"10017","MANHATTAN","40.754538","-73.977398","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Vander Bar","46 East 45th St","Food & Drink","Bars & Lounges","212-850-5474",,"10017","MANHATTAN","40.754448","-73.977228","5","4","94",,,"Midtown-Midtown South                                                      "
"Cafe Centro","200 Park Ave ","Food & Drink","Restaurant","""                    ""","between 44th - 45th St (indoors)","10017","MANHATTAN","40.754162","-73.976557","5","4","92","1085735","1012809010","Turtle Bay-East Midtown                                                    "
"Naples 45","200 Park Ave ","Food & Drink","Restaurant","212-818-1222","between 44th - 45th St (indoors)","10166","MANHATTAN","40.754162","-73.976557","5","4","92","1085735","1012809010","Turtle Bay-East Midtown                                                    "
"Fed Ex Kinkos","450 Lexington Ave ","Pers. & Prof. Services","Printing/Shipping","212-661-0391","on 45th St","10169","MANHATTAN","40.753102","-73.974854","5","4","92","1085671","1012800090","Turtle Bay-East Midtown                                                    "
"Sushi Express","230 Park Ave ","Food & Drink","Restaurant","212-972-7001","on 45th St","10166","MANHATTAN","40.754508","-73.975951","5","4","92","1036185","1013000001","Turtle Bay-East Midtown                                                    "
"Vacant","230 Park Ave ","Vacant","Vacant",,"on 45th",,"MANHATTAN","40.754508","-73.975951","5","4","92","1036185","1013000001","Turtle Bay-East Midtown                                                    "
"Starbucks","230 Park Ave ","Food & Drink","Quick-Serve Eatery","212-922-1311","between 45th - 46th St","10169","MANHATTAN","40.754508","-73.975951","5","4","92","1036185","1013000001","Turtle Bay-East Midtown                                                    "
"Wachovia ATM","230 Park Ave ","Financial Services","Bank ATM","212-681-9407","between 45th - 46th St","10169","MANHATTAN","40.754508","-73.975951","5","4","92","1036185","1013000001","Turtle Bay-East Midtown                                                    "
"45th Street Park Ave Shoe Repair","230 Park Ave ","Pers. & Prof. Services","Shoe Care/Repair",,"at 45th St","10169","MANHATTAN","40.754508","-73.975951","5","4","92","1036185","1013000001","Turtle Bay-East Midtown                                                    "
"Eastside Luggage","237 Park Ave","Misc. Retail","Luggage","212-867-1143","on 45th St","10017","MANHATTAN","40.753904","-73.975514","5","4","92","1036186","1013000014","Turtle Bay-East Midtown                                                    "
"NY Health and Racquet Club","132 East 45th St","Pers. & Prof. Services","Fitness Club","212-986-6805",,"10017","MANHATTAN","40.753209","-73.974291","6","4","92","1036182","1012990048","Turtle Bay-East Midtown                                                    "
"Vacant","140 East 45th St","Vacant","Vacant",,,"10017","MANHATTAN","40.753157","-73.974172","6","4","92","1036176","1012990027","Turtle Bay-East Midtown                                                    "
"Delta","140 East 45th St","Pers. & Prof. Services","Travel Services","212-338-0606",,"10017","MANHATTAN","40.753157","-73.974172","6","4","92","1036176","1012990027","Turtle Bay-East Midtown                                                    "
"Checks Cashed","158 East 45th St","Financial Services","Check Cashing ","212-867-6660",,"10017","MANHATTAN","40.753042","-73.973897","6","4","92","1036180","1012990040","Turtle Bay-East Midtown                                                    "
"Oms b Rice Ball Café","156 East 45th St","Food & Drink","Quick-Serve Eatery","212-682-7858",,,"MANHATTAN","40.753055","-73.973926","6","4","92","1036181","1012990041","Turtle Bay-East Midtown                                                    "
"Midtown News","162 East 45th St","Misc. Retail","Newsstand","212-338-9255",,"10017","MANHATTAN","40.753017","-73.973836","6","4","92","1036180","1012990040","Turtle Bay-East Midtown                                                    "
"Madhu's Eyebrows","158 East 45th St","Pers. & Prof. Services","Eyebrow Salon","212-922-9788",,"10017","MANHATTAN","40.753042","-73.973897","6","4","92","1036180","1012990040","Turtle Bay-East Midtown                                                    "
"Mangu","158 East 45th St ","Food & Drink","Quick-Serve Eatery",,,"10017","MANHATTAN","40.753042","-73.973897","6","4","92","1036180","1012990040","Turtle Bay-East Midtown                                                    "
"Rickshaw Dumplings","459 Lexington Ave ","Food & Drink","Quick-Serve Eatery",,"Corner of 45th and Lex","10017","MANHATTAN","40.753459","-73.974569","6","4","92","1036189","1013000023","Turtle Bay-East Midtown                                                    "
"Coco Fresh Tea & Juice","129 East 45th St","Food & Drink","Quick-Serve Eatery",,,"10017","MANHATTAN","40.753248","-73.974341","6","4","92","1036189","1013000023","Turtle Bay-East Midtown                                                    "
"Bel Paese Italian Deli","129 East 45th St","Food & Drink","Quick-Serve Eatery","212-818-1550",,"10017","MANHATTAN","40.753248","-73.974341","6","4","92","1036189","1013000023","Turtle Bay-East Midtown                                                    "
"Menchanko-tei","131 East 45th St","Food & Drink","Restaurant","212-697-4797",,"10017","MANHATTAN","40.753237","-73.974312","6","4","92","1081160","1013000122","Turtle Bay-East Midtown                                                    "
"Maharaja","133 East 45th St","Food & Drink","Restaurant","212-986-3100",,"10017","MANHATTAN","40.753223","-73.97428","6","4","92","1081159","1013000122","Turtle Bay-East Midtown                                                    "
"Barber Shop","133 East 45th St","Pers. & Prof. Services","Barber Shop","212- 682-7963 ","2nd Floor","10017","MANHATTAN","40.753223","-73.97428","6","4","92","1081159","1013000122","Turtle Bay-East Midtown                                                    "
"Oriental  Noodle Shop","135 East 45th St","Food & Drink","Restaurant",,,"10017","MANHATTAN","40.753209","-73.974251","6","4","92","1036190","1013000024","Turtle Bay-East Midtown                                                    "
"Chef's Secret","137 East 45th St","Food & Drink","Quick-Serve Eatery","212-697-2353",,"10017","MANHATTAN","40.753198","-73.974219","6","4","92","1036201","1013000124","Turtle Bay-East Midtown                                                    "
"Hop Won Express","139 East 45th St","Food & Drink","Quick-Serve Eatery","212-867-8222",,"10017","MANHATTAN","40.753184","-73.97419","6","4","92","1036191","1013000025","Turtle Bay-East Midtown                                                    "
"Uncle Charlie's ","139 East 45th St","Food & Drink","Bars & Lounges","212-867-4996","2nd Floor","10017","MANHATTAN","40.753184","-73.97419","6","4","92","1036191","1013000025","Turtle Bay-East Midtown                                                    "
"Riki","141 East 45th St","Food & Drink","Restaurant",,,"10017","MANHATTAN","40.753171","-73.974161","6","4","92","1036192","1013000026","Turtle Bay-East Midtown                                                    "
"Vacant","141 East 45th St","Vacant","Vacant","212-986-5604 ","2nd Floor",,"MANHATTAN","40.753171","-73.974161","6","4","92","1036192","1013000026","Turtle Bay-East Midtown                                                    "
"Gente","153 East 45th St","Food & Drink","Restaurant","212-661-6424",,"10017","MANHATTAN","40.753094","-73.973977","6","4","92","1036195","1013000033","Turtle Bay-East Midtown                                                    "
"Midtown Hardware","155 East 45th St","Misc. Retail","Hardware  Store","212-557-5555",,,"MANHATTAN","40.753083","-73.973948","6","4","92","1036195","1013000033","Turtle Bay-East Midtown                                                    "
"Japanese Culinary Center/NY Mutual Trading","711 Third Ave ","Food & Drink","Specialty Store","212-986-7524","on 45th St","10017","MANHATTAN","40.752374","-73.973266","6","4","90","1037568","1013180001","Turtle Bay-East Midtown                                                    "
"Bi Lokma","212 East 45th St","Food & Drink","Quick-Serve Eatery",,,"10017","MANHATTAN","40.752462","-73.972522","6","4","90","1037581","1013180143","Turtle Bay-East Midtown                                                    "
"Comfort Diner","214 East 45th St","Food & Drink","Restaurant",,,"10017","MANHATTAN","40.752448","-73.97249","6","4","90","1037580","1013180043","Turtle Bay-East Midtown                                                    "
"Jittery Joe's Coffee","222 East 45th St","Food & Drink","Quick-Serve Eatery","212-867-4555",,"10017","MANHATTAN","40.752396","-73.972364","6","4","90","1037579","1013180038","Turtle Bay-East Midtown                                                    "
"Vacant","226 East 45th St","Vacant","Vacant",,,"10017","MANHATTAN","40.752369","-73.972299","6","4","90","1037579","1013180038","Turtle Bay-East Midtown                                                    "
"Graphic Lab","228 East 45th St","Pers. & Prof. Services","Printing/Shipping","212-682-7811",,"10017","MANHATTAN","40.752355","-73.972266","6","4","90","1037578","1013180033","Turtle Bay-East Midtown                                                    "
"Big Apple Florist","228 East 45th St","Misc. Retail","Florist","212-682-1815",,"10017","MANHATTAN","40.752355","-73.972266","6","4","90","1037578","1013180033","Turtle Bay-East Midtown                                                    "
"wichcraft","555 Fifth Ave","Food & Drink","Quick-Serve Eatery","212-687-3434","on 46th St","10017","MANHATTAN","40.755801","-73.97874","5","4","94","1035401","1012810069","Midtown-Midtown South                                                      "
"In Build-Out","4 East 46th St","Vacant","Vacant",,,"10017","MANHATTAN","40.755886","-73.978704","5","4","94","1035400","1012810066","Midtown-Midtown South                                                      "
"Nutri-Pharma","6 East 46th St","Pers. & Prof. Services","Health & Beauty","212-370-4046",,"10017","MANHATTAN","40.75585","-73.978617","5","4","94","1035399","1012810065","Midtown-Midtown South                                                      "
"Dunkin Donuts","6 East 46th St","Food & Drink","Quick-Serve Eatery","212-983-8291",,"10017","MANHATTAN","40.75585","-73.978617","5","4","94","1035399","1012810065","Midtown-Midtown South                                                      "
"Qdoba","12 East 46th St","Food & Drink","Quick-Serve Eatery","212-867-4446",,"10017","MANHATTAN","40.755741","-73.978358","5","4","94","1035397","1012810062","Midtown-Midtown South                                                      "
"In Build-Out","12 East 46th St","In Build-out","In Build-out","212-661-8080",,"10017","MANHATTAN","40.755741","-73.978358","5","4","94","1035397","1012810062","Midtown-Midtown South                                                      "
"TenPenny/Gotham Hotel","16 East 46th St","Food & Drink","Restaurant",,,"10017","MANHATTAN","40.755669","-73.978184","5","4","94","1088581","1012810061","Midtown-Midtown South                                                      "
"Food World","20 East 46th St","Food & Drink","Quick-Serve Eatery",,,"10017","MANHATTAN","40.755595","-73.978011","5","4","94","1035395","1012810059","Midtown-Midtown South                                                      "
"AT&T","42 East 46th St ","Misc. Retail","Elec. & Telecom. ","212-247-7900",,"10017","MANHATTAN","40.755178","-73.977015","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Filicori Zecchini Coffee ","44 East 46th St","Food & Drink","Quick-Serve Eatery",,,,"MANHATTAN","40.755158","-73.976972","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"John Allan's ","46 East 46th St","Pers. & Prof. Services","Spas & Day Spas","212-808-0001",,"10017","MANHATTAN","40.755139","-73.976925","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Doi Camera","250 Park Ave ","Misc. Retail","Art & Photography Supplies","212-922-0361 ","on 46th St","10017","MANHATTAN","40.755018","-73.975568","5","4","94","1035405","1012820034","Midtown-Midtown South                                                      "
"Floral Impressions","250 Park Ave ","Misc. Retail","Florist",,"on 46th St","10017","MANHATTAN","40.755018","-73.975568","5","4","94","1035405","1012820034","Midtown-Midtown South                                                      "
"HSBC","250 Park Ave ","Financial Services","Full-Service Branch","212-986-6195","on 46th St","10017","MANHATTAN","40.755018","-73.975568","5","4","94","1035405","1012820034","Midtown-Midtown South                                                      "
"NY Print Group","140 East 46th St","Pers. & Prof. Services","Printing/Shipping","212-922-9221","on 46th St","10017","MANHATTAN","40.753783","-73.973713","6","4","92","1036200","1013000050","Turtle Bay-East Midtown                                                    "
"Nanni","146 East 46th St","Food & Drink","Restaurant","212-953-0014",,"10017","MANHATTAN","40.753744","-73.973623","6","4","92","1036199","1013000047","Turtle Bay-East Midtown                                                    "
"ITP Income Tax","146 East 46th St","Business Services","Other Financial Services","212-599-9684 ","2nd Floor","10017","MANHATTAN","40.753744","-73.973623","6","4","92","1036199","1013000047","Turtle Bay-East Midtown                                                    "
"Joy","148 East 46th St","Food & Drink","Restaurant",,,"10017","MANHATTAN","40.753733","-73.97359","6","4","92","1036204","1013000146","Turtle Bay-East Midtown                                                    "
"Udon West","150 East 46th St","Food & Drink","Restaurant","212-922-0361 ",,"10017","MANHATTAN","40.753719","-73.973561","6","4","92","1036198","1013000046","Turtle Bay-East Midtown                                                    "
"Darbar","152 East 46th St","Food & Drink","Restaurant","212-867-5771",,"10017","MANHATTAN","40.753706","-73.973529","6","4","92","1036203","1013000145","Turtle Bay-East Midtown                                                    "
"Aretsky's Patroon","160 East 46th St","Food & Drink","Restaurant","212-682-4500",,"10017","MANHATTAN","40.753656","-73.97341","6","4","92","1036196","1013000042","Turtle Bay-East Midtown                                                    "
"New York Public Library - Grand Central","135 East 46th St","Other","Cultural Institution","212-621-0670",,"10017","MANHATTAN","40.753849","-73.973821","6","4","92","1036206","1013010023","Turtle Bay-East Midtown                                                    "
"Kinney Parking",,"Parking","Parking Lots & Garages",,,"10017",,,,,,,,,
"Citibank","734 Third Ave","Financial Services","Full-Service Branch",,"between 45th - 46th St","10017","MANHATTAN","40.753228","-73.972667","6","4","92","1036195","1013000033","Turtle Bay-East Midtown                                                    "
"Spiff For Men","750 Third Ave ","Pers. & Prof. Services","Spas & Day Spas","212-682-8524","on 46th St","10017","MANHATTAN","40.753722","-73.972309","6","4","92","1036207","1013010033","Turtle Bay-East Midtown                                                    "
"Capital One Bank","750 Third Ave ","Financial Services","Full-Service Branch","212-204-8720","between 46th - 47th St","10017","MANHATTAN","40.753722","-73.972309","6","4","92","1036207","1013010033","Turtle Bay-East Midtown                                                    "
"McDonald's ","14 East 47th St","Food & Drink","Quick-Serve Eatery",,"between Fifth and Madison",,"MANHATTAN","40.756289","-73.977719","5","4","94","1035406","1012820064","Midtown-Midtown South                                                      "
"Connolly's ","14 East 47th St","Food & Drink","Restaurant",,,"10017","MANHATTAN","40.756289","-73.977719","5","4","94","1035406","1012820064","Midtown-Midtown South                                                      "
"Sushi-Tei Katsuhama","11 East 47th St","Food & Drink","Restaurant","212-450-9725",,"10017","MANHATTAN","40.756364","-73.977852","5","4","94","1035414","1012830010","Midtown-Midtown South                                                      "
"NY Health & Raquet Club","20 East 50th St ","Pers. & Prof. Services","Fitness Club",,,"10022","MANHATTAN","40.758101","-73.976184","5","4","102","1035460","1012850059","Midtown-Midtown South                                                      "
"Development Project","13 East 47th St ","Development Project","Development Project",,"(2nd Floor)","10017","MANHATTAN","40.756325","-73.977758","5","4","94","1035415","1012830011","Midtown-Midtown South                                                      "
"Development Project","15 East 47th St","Development Project","Development Project",,,,"MANHATTAN","40.756284","-73.977664","5","4","94","1035416","1012830012","Midtown-Midtown South                                                      "
"Mercantile Library","17 East 47th St","Pers. & Prof. Services","Cultural Institution","212-867-3767",,"10017","MANHATTAN","40.756246","-73.977571","5","4","94","1035417","1012830013","Midtown-Midtown South                                                      "
"Hale & Hearty Soups","22 East 47th St ","Food & Drink","Quick-Serve Eatery","212-755-6710",,"10017","MANHATTAN","40.756116","-73.977311","5","4","94","1035403","1012820017","Midtown-Midtown South                                                      "
"Maggie's Place ","21 East 47th St ","Food & Drink","Restaurant","212-557-1900 ",,"10017","MANHATTAN","40.756166","-73.977387","5","4","94","1035419","1012830015","Midtown-Midtown South                                                      "
"Manhattan Athletic Club","277 Park Ave","Pers. & Prof. Services","Fitness Club","212-753-5757","Between Park & Lexington 47th","10017","MANHATTAN","40.755564","-73.975138","5","4","92","1076268","1013027501","Turtle Bay-East Midtown                                                    "
"Oaxaca/ Wa-Haka","245 Park Ave ","Food & Drink","Quick-Serve Eatery","212-486-3477","Between Park & Lexington 47th","10172","MANHATTAN","40.754826","-73.975683","5","4","92","1036205","1013010001","Turtle Bay-East Midtown                                                    "
"wichcraft","245 Park Ave ","Food & Drink","Quick-Serve Eatery","212-871-6106","Between Park & Lexington 47th","10017","MANHATTAN","40.754826","-73.975683","5","4","92","1036205","1013010001","Turtle Bay-East Midtown                                                    "
"Yu shi","245 Park Ave ","Food & Drink","Quick-Serve Eatery","212-661-7678","Between Park & Lexington 47th","10017","MANHATTAN","40.754826","-73.975683","5","4","92","1036205","1013010001","Turtle Bay-East Midtown                                                    "
"Connolly's ","150 East 47th St","Food & Drink","Restaurant","212-687-1900",,"10017","MANHATTAN","40.754345","-73.973106","6","4","92","1036207","1013010033","Turtle Bay-East Midtown                                                    "
"Shinbashi","7 East 48th St","Food & Drink","Restaurant","212-692-9342",,"10017","MANHATTAN","40.757083","-73.977606","5","4","94","1035434","1012840007","Midtown-Midtown South                                                      "
"Development Project","12 East 48th St","Development Project","Development Project",,,"10017","MANHATTAN","40.756978","-73.977408","5","4","94","1035425","1012830011","Midtown-Midtown South                                                      "
"Religious Science","14 East 48th St","Misc. Retail","Bookstore",,,"10017","MANHATTAN","40.75694","-73.977314","5","4","94","1035424","1012830011","Midtown-Midtown South                                                      "
"Mangia","16 East 48th St","Food & Drink","Quick-Serve Eatery","212-688-0600",,"10017","MANHATTAN","40.756899","-73.97722","5","4","94","1035423","1012830061","Midtown-Midtown South                                                      "
"Hatsuhana","19 East 48th St","Food & Drink","Restaurant","212 754-7600",,"10017","MANHATTAN","40.756863","-73.977087","5","4","94","1035436","1012840013","Midtown-Midtown South                                                      "
"Parking","277 Park Ave ","Parking","Parking Lots & Garages","212-355-3345","on 48th St","10017","MANHATTAN","40.755564","-73.975138","5","4","92","1076268","1013027501","Turtle Bay-East Midtown                                                    "
"Starbucks","280 Park Ave","Food & Drink","Quick-Serve Eatery","Parking","on 48th St","10172","MANHATTAN","40.756023","-73.974831","5","4","94","1035441","1012840033","Midtown-Midtown South                                                      "
"Scottrade","280 Park Ave ","Financial Services","Other Financial Services","212-573-9869","on 48th St","10017","MANHATTAN","40.756023","-73.974831","5","4","94","1035441","1012840033","Midtown-Midtown South                                                      "
"Haru","280 Park Ave","Food & Drink","Restaurant","212-681-1980","on 48th St","10017","MANHATTAN","40.756023","-73.974831","5","4","94","1035441","1012840033","Midtown-Midtown South                                                      "
"Burger Heaven","20 East 49th St","Food & Drink","Quick-Serve Eatery","212-490-9680",,"10017","MANHATTAN","40.757516","-73.97674","5","4","94","1035447","1012840060","Midtown-Midtown South                                                      "
"Liberty Deli","22 East 49th St","Food & Drink","Quick-Serve Eatery","212-755-2166",,"10017","MANHATTAN","40.757486","-73.976664","5","4","94","1035446","1012840059","Midtown-Midtown South                                                      "
"Vacant","22 East 49th St (2nd Floor)","Vacant","Vacant",,,"10017","MANHATTAN","40.757486","-73.976664","5","4","94","1035446","1012840059","Midtown-Midtown South                                                      "
"Trasspasing","45 East 49th St ","Food & Drink","Quick-Serve Eatery","212-974-1900",,"10017","MANHATTAN","40.757016","-73.975509","5","4","102",,,"Midtown-Midtown South                                                      "
"The Prime Grill","60 East 49th St","Food & Drink","Restaurant","866-692-2233",,"10017","MANHATTAN","40.75695","-73.975397","5","4","94","1035441","1012840033","Midtown-Midtown South                                                      "
"Bread & Company","425 Madison Ave ","Food & Drink","Quick-Serve Eatery","212-692-9292","on 49th St","10017","MANHATTAN","40.757082","-73.976145","5","4","94","1035443","1012840052","Midtown-Midtown South                                                      "
"Sweets Parking I, Inc.","437 Madison Ave ","Parking","Parking Lots & Garages","212-888-8808","on 49th St","10017","MANHATTAN","40.757519","-73.975827","5","4","102","1035455","1012850021","Midtown-Midtown South                                                      "
"Vacant","444 Madison Ave ","Vacant","Vacant",,"on 49th St","10017","MANHATTAN","40.757582","-73.975805","5","4","102","1035454","1012850015","Midtown-Midtown South                                                      "
"Vacant","300 Park Ave ","Vacant","Vacant",,"on 49th St","10017","MANHATTAN","40.756802","-73.974271","5","4","102","1081146","1012850036","Midtown-Midtown South                                                      "
"Madison Ave Florist","437 Madison Ave ","Misc. Retail","Florist","212-593-15800","on 50th St","10022","MANHATTAN","40.757519","-73.975827","5","4","102","1035455","1012850021","Midtown-Midtown South                                                      "
"Maloney & Porcelli","37 East 50th St","Food & Drink","Restaurant","212-421-3746",,"10022","MANHATTAN","40.757708","-73.975213","5","4","102","1035463","1012860030","Midtown-Midtown South                                                      "
"Chipotle","320 Park Ave ","Food & Drink","Quick-Serve Eatery","212-421-7588","on 50th St ","10022","MANHATTAN","40.75745","-73.973798","5","4","102","1035464","1012860035","Midtown-Midtown South                                                      "
"Inside Park at St. Bart's","109 East 50th St","Food & Drink","Restaurant","212-754-3098",,"10022","MANHATTAN","40.75687","-73.973221","5","4","100","1036450","1013050001","Turtle Bay-East Midtown                                                    "
"Gilt","455 Madison Ave ","Food & Drink","Restaurant","212-593-3333","on 51st St","10022","MANHATTAN","40.758114","-73.975393","5","4","102","1035462","1012860021","Midtown-Midtown South                                                      "
"TSE Yang","34 East 51st St","Food & Drink","Restaurant","212-888-7000",,"10022","MANHATTAN","40.758303","-73.974722","5","4","102","1035465","1012860043","Midtown-Midtown South                                                      "
