"agency","dataset","dataset_description","update_frequency","original_plan_date","latest_plan_date","release_status","release_date","url1","u_id","agency_notes","from_the_2021_open_data_plan_"
"Department of Health and Mental Hygiene (DOHMH)","Child Care Inspections","Dataset contains information on center-based child care and summer camp sites and inspections related to the sites","Annually","2016-06-01T00:00:00.000","2015-07-31T00:00:00.000","Released","2016-07-01T00:00:00.000","https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza","dsg6-ifza",,
"Department of Health and Mental Hygiene (DOHMH)","Air Quality","Dataset contains information on New York City air quality surveillance data","Annually","2014-07-31T00:00:00.000","2014-07-31T00:00:00.000","Released","2014-10-24T00:00:00.000","https://data.cityofnewyork.us/Environment/Air-Quality/c3uy-2p5r","c3uy-2p5r",,
"Department of Health and Mental Hygiene (DOHMH)","Restaurant Inspection Data","Results from Department's restaurant inspections","Daily","2014-09-30T00:00:00.000","2014-09-30T00:00:00.000","Released","2015-07-10T00:00:00.000","https://data.cityofnewyork.us/Health/DOHMH-New-York-City-Restaurant-Inspection-Results/43nn-pn8j","43nn-pn8j",,
"Department of Health and Mental Hygiene (DOHMH)","Death/Mortality Data","The cause of mortality by jurisdiction in New York City since 2001.","Annually","2015-12-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2017-05-01T00:00:00.000","https://data.cityofnewyork.us/Health/New-York-City-Leading-Causes-of-Death/jb7j-dtam","jb7j-dtam","Released as series of two datasets. The other UID is fcau-jc6k",
"Department of Health and Mental Hygiene (DOHMH)","Rodent Inspection","Dataset contains information on rat inspections","Annually","2018-12-31T00:00:00.000","2015-09-30T00:00:00.000","Released","2015-12-16T00:00:00.000","https://data.cityofnewyork.us/Health/Rodent-Inspection/p937-wjvj","p937-wjvj",,
"Department of Health and Mental Hygiene (DOHMH)","Baby Friendly Hospitals","List of Baby Friendly Hospitals","Annually","2017-09-30T00:00:00.000","2017-09-30T00:00:00.000","Removed from the plan",,,,"The agency does not capture enough data points to make it a viable dataset. Therefore it will not be released.",
"Department of Health and Mental Hygiene (DOHMH)","Reportable Disease Surveillance Data","EpiQuery: annual counts and rates stratified by UHF for 10 selected BCD diseases (Acute hepatitis B; Chronic hepatitis C; Cryptosporidiosis; Legionella's; Lyme disease; Malaria; Meningococcal disease, invasive; Salmonellosis; Streptococcus pneumoniae, invasive; West Nile disease","Annually","2017-09-30T00:00:00.000","2017-09-30T00:00:00.000","Released","2018-05-01T00:00:00.000","https://data.cityofnewyork.us/Health/Communicable-Disease-Surveillance-Data/gff2-veif","gff2-veif",,
"Department of Health and Mental Hygiene (DOHMH)","NYCCAS Air Pollutant Surfaces","Annual average predicted surface for NO2, PM2.5, and NO; summer average for ozone and winter average for SO2. File type is ESRI grid raster files","Annually","2017-07-31T00:00:00.000","2017-07-31T00:00:00.000","Released","2017-05-12T00:00:00.000","https://data.cityofnewyork.us/Environment/NYCCAS-Air-Pollution-Rasters/q68s-8qxv","q68s-8qxv",,
"Department of Health and Mental Hygiene (DOHMH)","Call Center Data","List of calls for information/ complaints, etc. received by the Call Center","Annually","2017-12-31T00:00:00.000","2017-12-31T00:00:00.000","Released","2018-07-11T00:00:00.000","https://data.cityofnewyork.us/Health/DOHMH-Call-Center-Summary/wymh-dvmd","wymh-dvmd",,
"Department of Health and Mental Hygiene (DOHMH)","Severe Maternal Morbidity Surveillance","The NYC Health Department tracks and monitors cases of severe maternal morbidity (SMM) — defined as life-threatening complications during or after childbirth — throughout the city.","Annually","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2020-10-19T00:00:00.000","https://data.cityofnewyork.us/Health/DOHMH-Severe-Maternal-Morbidity/g5gn-bmye","g5gn-bmye",,
"Department of Health and Mental Hygiene (DOHMH)","Sexually Transmitted Diseases Surveillance Data","Dataset contains information on cases of reportable Sexually Transmitted Diseases in New York City.","Annually","2015-06-30T00:00:00.000","2017-09-30T00:00:00.000","Released","2018-04-30T00:00:00.000","https://data.cityofnewyork.us/Health/Sexually-Transmitted-Disease-Surveillance-Data/y92h-yp53","y92h-yp53","This dataset is in the process of being updated and currently not available on the portal",
"Department of Health and Mental Hygiene (DOHMH)","Birth Data","Live births in New York City by jurisdiction.","Annually","2015-12-31T00:00:00.000","2016-09-30T00:00:00.000","Removed from the plan",,,,"As per the agency’s general counsel this data is not available for release.",
"Department of Health and Mental Hygiene (DOHMH)","Bed Bugs","Adults Reporting Bed Bugs in their Home","Annually","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Removed from the plan",,,,"This data was a one time survey conducted by the agency and to release the data will be an administrative burden to the agency",
"Department of Health and Mental Hygiene (DOHMH)","Hepatitis B&C Report","Tables of Hepatitis B and C surveillance and mortality data from annual report (15 tables)","Annually","2017-09-30T00:00:00.000","2019-11-30T00:00:00.000","Released","2020-02-04T00:00:00.000","https://data.cityofnewyork.us/Health/Hepatitis-C-Surveillance-Registry/hyer-4e39","hyer-4e39","Released as series of 2 datasets. The other UID is szfr-d24y",
"Department of Health and Mental Hygiene (DOHMH)","Waterborne Disease Risk Assessment Report","Tables from Waterborne Disease Risk Assessment Program annual report (18 tables)","Annually","2017-09-30T00:00:00.000","2019-11-30T00:00:00.000","Released","2019-05-14T00:00:00.000","https://data.cityofnewyork.us/Health/DOHMH-and-DEP-Waterborne-Disease-Risk-Assessment-P/hphp-39kk","hphp-39kk","released as series of 4 datasets. The other UIDs are r63n-8hf3, at9c-pdf7, ws4r-n9v4",
"Department of Health and Mental Hygiene (DOHMH)","Households Using Pesticide Sprays, Bombs, or Foggers","Estimated number of households that reported personal use of pesticide sprays, bombs, or foggers, rounded to the nearest 1,000.","Annually","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Removed from the plan",,,,"This data was a one time survey conducted by the agency and to release the data will be an administrative burden to the agency",
"Department of Health and Mental Hygiene (DOHMH)","Healthcare Facilities Directory","A list of hospitals, nursing homes and adult care facilities.","Annually","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Removed from the plan",,,,"Data not owned by agency",
"Department of Health and Mental Hygiene (DOHMH)","Immunization indicators","Immunization indicators in the Mayor’s Management Report (DOHMH, Service 1, Goal 1b: (1 table)","Annually","2017-09-30T00:00:00.000","2017-09-30T00:00:00.000","Removed from the plan",,,,"Bureau of Immunizations does not currently produce reports or tabular data for general public dissemination, based on the underlying data used to generate Items 1 and 3 of the Mayor’s Management Report. Calculating these statistics, conducting quality assurances, and suppressing cells to ensure anonymity would represent undue burden to Bureau of Immunizations without generating significant additional value for the program or for residents of New York City.",
"Department of Health and Mental Hygiene (DOHMH)","Dog Bite Dataset","Dog bite records","Annually","2017-09-30T00:00:00.000","2017-09-30T00:00:00.000","Released","2018-07-11T00:00:00.000","https://data.cityofnewyork.us/Health/DOHMH-Dog-Bite-Data/rsgh-akpg","rsgh-akpg",,
"Department of Health and Mental Hygiene (DOHMH)","NYC Health Opinion Poll (HOP)","Opinions and attitudes of adult New Yorkers about health related issues","Annually","2020-12-31T00:00:00.000","2020-12-31T00:00:00.000","Released","2021-04-13T00:00:00.000","https://data.cityofnewyork.us/Health/New-York-City-Health-Opinion-Poll/67up-ztdf","67up-ztdf",,
"Department of Health and Mental Hygiene (DOHMH)","Communicable Disease Surveillance Data","Results of surveillance data collected by the agency","Annually","2020-12-31T00:00:00.000","2020-12-31T00:00:00.000","Removed from the Plan",,,,"The NYC DOHMH Division of Disease Control is requesting the removal of the Communicable Disease Surveillance Data that is currently posted on NYC Open Data Portal. The EpiQuery module from which this dataset’s current and historical crude and age-adjusted rates are manually extracted is updated whenever a new population estimate (denominator) becomes available. For example, when vintage 2016 population estimates become available, EpiQuery updates 2014 and 2015 rates. As a result, rates change for historical years, creating discrepancies between Open Data and current EpiQuery.  The program requests that the Open Data module remains fully consistent with the EpiQuery module. However, to update the Open Data module would require the team to manually update the Open Data source file for all 10 communicable diseases and all years that are currently listed, which the program currently does not have the bandwidth for. Instead, the program will provide additional data from Annual Reports and other special reports that contain the same surveillance indicators.In the interim, interested users should visit the Communicable Disease Surveillance Data module on EpiQuery for the most current data: https://a816-healthpsi.nyc.gov/epiquery/CDSS/index.html. Thank you.",
"Department of Health and Mental Hygiene (DOHMH)","Community Health Survey (EpiQuery)","Results from DOHMH's annual telephone survey on the health of New Yorkers.","Annually","2016-09-30T00:00:00.000","2016-09-30T00:00:00.000","Released","2016-11-22T00:00:00.000","https://data.cityofnewyork.us/Health/Community-Health-Survey/2r9r-m6j4","2r9r-m6j4",,
"Department of Health and Mental Hygiene (DOHMH)","Pregnancy Risk Assessment Monitioring System (PRAMS)","PRAMS collects population based data on maternal attitudes and experiences before,during and after pregnancy","Annually","2019-04-30T00:00:00.000","2019-04-30T00:00:00.000","Released","2019-04-30T00:00:00.000","https://data.cityofnewyork.us/dataset/Pregnancy-Risk-Assessment-Monitoring-System-PRAMS-/rqgf-94xs","rqgf-94xs",,
"Department of Health and Mental Hygiene (DOHMH)","Adults Reporting Air Conditioning in the home","Estimated number of adults who reported having a functioning air conditioner in any room in their home, rounded to the nearest 1,000.","Annually","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Removed from the plan",,,,"This data was a one time survey conducted by the agency and to release the data will be an administrative burden to the agency",
"Department of Health and Mental Hygiene (DOHMH)","Adults Reporting Rats or Mice outside their building","Estimated number of adults reporting mice or rats outside their building in the past 90 days, rounded to the nearest 1,000.","Annually","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Removed from the plan",,,,"This data was a one time survey conducted by the agency and to release the data will be an administrative burden to the agency",
"Department of Health and Mental Hygiene (DOHMH)","Beach Water Quality","Dataset contains information on beach water quality","Annually","2018-06-01T00:00:00.000","2015-09-30T00:00:00.000","Released","2016-06-14T00:00:00.000","https://data.cityofnewyork.us/Health/DOHMH-Beach-Water-Quality-Data/2xir-kwzz","2xir-kwzz",,
"Department of Health and Mental Hygiene (DOHMH)","Cooling Tower Dataset","Cooling Tower Registry Information","Annually","2017-09-30T00:00:00.000","2017-09-30T00:00:00.000","Released","2018-02-02T00:00:00.000","https://data.cityofnewyork.us/Health/DOHMH-Cooling-Tower-Data/y4fw-iqfr","y4fw-iqfr",,
"Department of Health and Mental Hygiene (DOHMH)","Adults Reporting Cockroaches in the Home","Estimated number of respondents in an area that reported cockroaches in the past 30 days, rounded to the nearest 1,000.","Annually","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Removed from the plan",,,,"This data was a one time survey conducted by the agency and to release the data will be an administrative burden to the agency",
"Department of Homeless Services (DHS)","Reasons for shelter eligibility","Monthly statistics on eligibility determinations for shelter","Monthly","2018-09-28T00:00:00.000","2018-09-28T00:00:00.000","Released","2018-11-23T00:00:00.000","https://data.cityofnewyork.us/Social-Services/PATH-and-AFIC-Monthly-Eligibility-Rate/985h-mtct","985h-mtct",,
"Department of Homeless Services (DHS)","DHS Data Dashboard Tables (FY 2012 Q4 - FY 2014 Q2)","information on individuals and families by case type; the ethnicity of shelter clients; the number of shelter entrants by borough; the number of shelter exits; how many school aged children are in shelter; the placements of chronically street homeless individuals; and prevention enrollments.","Quarterly","2017-07-30T00:00:00.000","2017-07-30T00:00:00.000","Removed from the plan",,,,"Duplicate Data Set entry for DHS Data Dashboard",
"Department of Homeless Services (DHS)","Shelter Census by Community District","Community district for current census","Monthly","2018-09-28T00:00:00.000","2018-09-28T00:00:00.000","Released","2018-10-26T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Buildings-by-Borough-and-Community-District/3qem-6v3","3qem-6v3v","Released as series of 3 datasets. Other UIDs: veav-vj3r, 7qwb-3wps",
"Department of Homeless Services (DHS)","Associated Address","Associated address for clients in shelter","Monthly","2018-09-28T00:00:00.000","2018-09-28T00:00:00.000","Released","2018-10-25T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Associated-Address-by-Borough-and-Community-Distri/ur7y-ziyb","ur7y-ziyb",,
"Department of Homeless Services (DHS)","Data Dashboard","The DHS Data Dashboard provides aggregate information on individuals and families by case type; the ethnicity of shelter clients; the number of shelter entrants by borough; the number of shelter exits; how many school aged children are in shelter; the placements of chronically street homeless individuals; and prevention enrollments","Quarterly","2015-12-31T00:00:00.000","2018-09-28T00:00:00.000","Released","2018-12-19T00:00:00.000","https://data.cityofnewyork.us/Social-Services/DHS-Data-Dashboard/5e9h-x6ak","5e9h-x6ak","More time required for preparation of data.",
"Department of Homeless Services (DHS)","DHS Data Dashboard FY 2012 - FY2016Q2","information about the age and race of shelter clients, entrants’ borough of origin, shelter exits, number of school-age children, school attendance, the placement of families by youngest school-aged child’s school address, outreach placements, and prevention enrollments.","Quarterly","2017-07-30T00:00:00.000","2017-07-30T00:00:00.000","Removed from the plan",,,,"Duplicate Data Set entry for DHS Data Dashboard",
"Department of Homeless Services (DHS)","Local Law 37 report","The DHS Local Law 37 report provides aggregate information on individuals and families that utilize DHS services including data on length of stay and shelter applications","Monthly","2014-12-31T00:00:00.000","2014-12-31T00:00:00.000","Released","2015-02-20T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Local-Law-37-Report/2mqz-v5im","2mqz-v5im","original released with UID bqbs-iwyn",
"Department of Homeless Services (DHS)","Local Law 19, Section 612 Report","The DHS Local Law 19, Section 612 report provides aggregate data on outreach services, permanent housing placements and shelter length of stay","Quarterly","2014-12-31T00:00:00.000","2014-12-31T00:00:00.000","Released","2015-03-05T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Local-Law-19-Section-612-Report/29i8-bmct","29i8-bmct",,
"Department of Homeless Services (DHS)","Daily Report","The Daily Report dataset includes the daily number of families and individuals residing in the Department of Homeless Services (DHS) shelter system and the daily number of families applying to the DHS shelter system","Daily","2014-08-23T00:00:00.000","2014-08-23T00:00:00.000","Released","2013-08-23T00:00:00.000","https://data.cityofnewyork.us/Social-Services/DHS-Daily-Report/k46n-sa2m","k46n-sa2m",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2017-09-11T00:00:00.000","https://data.cityofnewyork.us/d/9s68-zggy","9s68-zggy",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/hu6m-9cfi","hu6m-9cfi",,
"Department of Housing Preservation and Development (HPD)","Registration","HPD collected registration information from owners of residential rental units. Owners are required to register if they own residential buildings with 3 or more units or if they own one- or two- family homes and neither they nor members of their immediate family live there","Monthly","2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","Released","2014-02-14T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Multiple-Dwelling-Registrations/tesw-yqqr","tesw-yqqr",,
"Department of Housing Preservation and Development (HPD)","Litigation","HPD Housing Litigation Division (HLD) initiates action into the Housing Court against owners of privately-owned buildings to enforce compliance with the housing quality standards contained in the NY State Multiple Dwelling Law and NYC Housing Maintenance Code","Monthly","2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","Released","2014-02-14T00:00:00.000","https://data.cityofnewyork.us/d/59kj-x8nc","59kj-x8nc",,
"Department of Housing Preservation and Development (HPD)","HPD Vacant Land Disposition Planning","TBD","Annually","2018-11-01T00:00:00.000","2018-11-01T00:00:00.000","Removed from the plan",,,,"Not a public dataset per Local Law 11 of 2012.",
"Department of Housing Preservation and Development (HPD)","Local Law 37 of 2011: HPD Monthly Shelter Census Report","TBD","Monthly","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-04T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Local-Law-37-HPD-Monthly-Shelter-Census-Report/mdht-5s6e","mdht-5s6e",,
"Department of Housing Preservation and Development (HPD)","Inclusionary Housing","HPD Inclusionary housing production","Quarterly","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-07T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Inclusionary-Housing-Projects/jafx-rvrb","jafx-rvrb","Releases as series of 4 datasets. Other UIDs are: cm6g-t7ye; qcru-xhuq; ej3f-9dad",
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/72vt-ykjc","72vt-ykjc",,
"Department of Housing Preservation and Development (HPD)","Speculation Watch List","TBD","Quarterly","2018-10-15T00:00:00.000","2018-10-15T00:00:00.000","Released","2018-11-20T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Speculation-Watch-List/adax-9mit","adax-9mit","Released as series of 2 datsets. The other UID is 8wi4-bsy4",
"Department of Housing Preservation and Development (HPD)","AEP City Council Report","A summary of all AEP buildings, and indicators at those buildings such as violations, emergency repair program charges, and status in the program.","Monthly","2018-12-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-17T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Buildings-Selected-for-the-Alternative-Enforcement/hcir-3275","hcir-3275","Dataset's title is changed to ""Buildings Selected for the Alternative Enforcement Program (AEP)"". Update frequency is changed from Annually to Monthly.",
"Department of Housing Preservation and Development (HPD)","Buildings Subject to the Installation of Heat Sensors","TBD","Monthly","2021-03-31T00:00:00.000","2021-03-31T00:00:00.000","Released","2021-08-10T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Buildings-Selected-for-the-Heat-Sensor-Program-HSP/h4mf-f24e","h4mf-f24e",,
"Department of Housing Preservation and Development (HPD)","Building","Pursuant to New York City's Housing Maintenance Code, HPD collects information on multiple dwellings in New York City, and other buildings that fall under its jurisdiction. The list contains building location information, multiple registration numbers and the number of dwelling units by type","Monthly","2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","Released","2014-02-14T00:00:00.000","https://data.cityofnewyork.us/d/kj4p-ruqc","kj4p-ruqc",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/ucdy-byxd","ucdy-byxd",,
"Department of Housing Preservation and Development (HPD)","Low Income Housing Tax Credits Awarded by HPD: Project-level","TBD","Biannually","2019-03-31T00:00:00.000","2019-03-31T00:00:00.000","Released","2019-04-18T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Low-Income-Housing-Tax-Credits-Awarded-by-HPD-Proj/p8i7-ix2s","p8i7-ix2s","Released as series of 2 datasets. Other UID is: frre-6z6q",
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/34zf-iv73","34zf-iv73",,
"Department of Housing Preservation and Development (HPD)","Additional Housing Development Information","Additional descriptive data for housing development projects not prescribed by Local Law 44 of 2013","Semi-Annually","2018-01-01T00:00:00.000","2018-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Local-Law-44-Other-City-Financial-Assistance/7r6i-tdj2","7r6i-tdj2",,
"Department of Housing Preservation and Development (HPD)","Complaints","HPD records complaints that are made by the public through the 311 City Services Center, Code Enforcement Borough Offices or the internet for conditions which violate the NYC Housing Maintenance Code or the NY State Multiple Dwelling Law (MDL). Each complaint is associated with one or more problems reported by the complainant","Monthly","2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","Released","2014-02-14T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Housing-Maintenance-Code-Complaints/uwyv-629c","uwyv-629c",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/gmi7-62cd","gmi7-62cd",,
"Department of Housing Preservation and Development (HPD)","HPD Charges Open Data","Contains information on work orders created through HPD's Emergency Repair Program, Alternative Enforcement Program, and Demolition programs and fees assessed...","Monthly","2018-06-01T00:00:00.000","2018-06-01T00:00:00.000","Released","2014-02-20T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Handyman-Work-Order-HWO-Charges/sbnd-xujn","sbnd-xujn",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/abnr-s7g4","abnr-s7g4",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/9ay9-xkek","9ay9-xkek",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/93d2-wh7s","93d2-wh7s",,
"Department of Housing Preservation and Development (HPD)","Low Income Housing Tax Credits Awarded by HPD: Building-level","TBD","Biannually","2019-03-31T00:00:00.000","2019-03-31T00:00:00.000","Released","2019-04-18T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Low-Income-Housing-Tax-Credits-Awarded-by-HPD-Buil/h9ws-rfd9","h9ws-rfd9","Released as series of 2 datasets. Other UID is: kmtx-45c9",
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-24T00:00:00.000","https://data.cityofnewyork.us/d/7zf5-7vum","7zf5-7vum",,
"Department of Housing Preservation and Development (HPD)","Bedbug Annual Reporting","Property owners are required to obtain bedbug infestation history from tenants or a dwelling unit owner. This dataset captures the bedbug infestation history as reported by the property owner.","Monthly","2019-12-31T00:00:00.000","2020-02-15T00:00:00.000","Released","2020-04-10T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Bedbug-Reporting/wz6d-d3jb","wz6d-d3jb",,
"Department of Housing Preservation and Development (HPD)","Violations","HPD issues violations against conditions in rental dwelling units that been verified to violate the NYC Housing Maintenance Code (HMC) or the NY State Multiple Dwelling Law (MDL). Violations are issued when an inspection verifies that a violation of the HMC or MDL exists. It is closed when a violation is corrected","Monthly","2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","Released","2014-02-14T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Housing-Maintenance-Code-Violations/wvxf-dwi5","wvxf-dwi5",,
"Department of Housing Preservation and Development (HPD)","Charges","The data set contains information on work orders created through HPD's Emergency Repair Program, Alternative Enforcement Program and Demolition programs and fees assessed against properties by HPD pursuant the Housing Manteca Code. The work orders are created to conduct emergency repair work when an owner fails to address a hazardous condition pursuant to the requirements of an HPD-issued violation, a Department of Buildings Declaration of Emergency, a Department of Health Commissioner's Order to Abate or an emergency violation issued by another City Agency","Monthly","2014-02-01T00:00:00.000","2014-02-01T00:00:00.000","Released","2014-09-30T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Open-Market-Order-OMO-Charges/mdbu-nrqn","mdbu-nrqn",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-22T00:00:00.000","https://data.cityofnewyork.us/d/6anw-twe4","6anw-twe4",,
"Department of Housing Preservation and Development (HPD)","Local Law 44","Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44","Semi-Annually","2014-01-01T00:00:00.000","2014-01-01T00:00:00.000","Released","2018-01-23T00:00:00.000","https://data.cityofnewyork.us/d/sgvu-nui7","sgvu-nui7",,
"Department of Information Technology & Telecommunications (DoITT)","Public Pay Telephone locations and Wi-Fi pilot usage. (PPT complaints included in 311/Siebel data","Details on Public Pay Telephone locations and Wi-Fi pilot usage.","Weekly","2014-07-15T00:00:00.000","2014-07-15T00:00:00.000","Released","2018-02-15T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Public-Pay-Telephone-Locations/tvhc-4n5n","tvhc-4n5n","dataset's url was updated on 9/25/2019",
"Department of Information Technology & Telecommunications (DoITT)","Hi-Caps","Data on DoITT's high-capacity/telecommunications services franchise agreements","Quarterly","2014-03-01T00:00:00.000","2014-03-01T00:00:00.000","Released","2014-03-06T00:00:00.000","https://data.cityofnewyork.us/City-Government/Hi-Caps/6wve-ubwx","6wve-ubwx",,
"Department of Information Technology & Telecommunications (DoITT)","Cable Complaints","Details on complaints made to DoITT’s cable franchising center","Quarterly","2017-06-01T00:00:00.000","2018-11-30T00:00:00.000","Released","2019-01-15T00:00:00.000","https://data.cityofnewyork.us/City-Government/Cable-Complaints/9h97-fe3u","9h97-fe3u",,
"Department of Information Technology & Telecommunications (DoITT)","MTF/Pole top Reservations","Pole tops reserved as part of DoITT's Mobile Telecommunications Franchises (MTF) agreements.","Annually","2018-05-01T00:00:00.000","2018-05-01T00:00:00.000","Released","2016-07-19T00:00:00.000","https://data.cityofnewyork.us/City-Government/Mobile-Telecommunication-Franchise-Poletop-Install/tbgj-tdd6","tbgj-tdd6",,
"Department of Information Technology & Telecommunications (DoITT)","Strategic Plan Metrics","Key performance indicators for the objectives enumerated in DoITT's Strategic Plan: 2015-2017","Semi-annually","2015-12-31T00:00:00.000","2015-12-31T00:00:00.000","Released","2016-05-24T00:00:00.000","https://data.cityofnewyork.us/City-Government/Strategic-Plan-Progress-Report/nja7-3m37","nja7-3m37",,
"Department of Information Technology & Telecommunications (DoITT)","LinkNYC Locations","Directory of LinkNYC locations","Monthly","2016-04-01T00:00:00.000","2016-04-01T00:00:00.000","Released","2016-04-13T00:00:00.000","https://data.cityofnewyork.us/Social-Services/LinkNYC-Locations/s4kf-3yrf","s4kf-3yrf",,
"Department of Information Technology & Telecommunications (DoITT)","NYC.gov Web Analytics","Web traffic statistics","Monthly","2015-08-17T00:00:00.000","2015-08-17T00:00:00.000","Released","2015-10-16T00:00:00.000","https://data.cityofnewyork.us/City-Government/NYC-gov-Web-Analytics/d5zb-ragj","d5zb-ragj",,
"Department of Information Technology & Telecommunications (DoITT)","LinkNYC Usage Statistics","LinkNYC usage data","Monthly","2016-07-01T00:00:00.000","2016-07-01T00:00:00.000","Released","2016-07-01T00:00:00.000","https://data.cityofnewyork.us/City-Government/LinkNYC-Usage-Statistics/69wu-b929","69wu-b929",,
