"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_created","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Lafayette 148, Inc","Thomas Hoi","tom.hoi@lafayette148.com","6467087000","141 Flushing Ave, Bldg 77, 14th Fl","Brooklyn","NY","11205","Wholesale/Warehouse/Distribution","Mfg & distribute women''s apparel and accessories","ECSP","300",,,"2019-01-14T00:00:00.000","64379.58","99681.50","Brooklyn","40.697863","-73.971138","302","33","543","3335143","3020230001","park-cemetery-etc-Brooklyn"
"LAFAYETTE GRINDING CORP.","GOPAL SHARMA","info@lafgrind.com","7183885973","54-56 DOBBIN STREET","Brooklyn","NY","11222","Wholesale/Warehouse/Distribution","WHSE METAL GROUND PLATES","ECSP","13",,,"2009-01-05T00:00:00.000","1422.89","136633.47","Brooklyn","40.723859","-73.953835","301","33","569","3065963","3026430050","Greenpoint"
"LEE SPRINGS COMPANY","Susan Fermisco","sfermisco@leespring.com","7183625185","140 58th St. 3C","Brooklyn","NY","11220","Manufacturing","MGF OF METAL SPRING","ECSP","168",,,"2014-09-03T00:00:00.000","5607.59","101143.89","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Leemor Lilly, LLC","Eitan  Chandally","chandally@aol.com","2127777777","43-31 35th Street","Queens","NY","11101","Commercial","Limousine call center","ECSP","125",,,"2009-01-07T00:00:00.000","1134.13","14618.91","Queens","40.745615","-73.929583","402","26","179","4003159","4002220015","Hunters Point-Sunnyside-West Maspeth"
"Lida Collection, Inc.","Jeff Xia","Lidausa88@gmail.com","3406446608","58-86 Grand Avenue","Maspeth","NY","11378","Wholesale/Warehouse/Distribution","Warehouse/wholesale Importer of women clothing","ECSP","3",,,"2015-10-15T00:00:00.000","301.71","2179.54","Queens","40.720275","-73.908942","405","30","525","4540084","4026810044","Maspeth"
"Liquid 8 Technology, Inc.","Richard Greene","rgreene@liquid8technology.net","2126792524","140 58thStreet, Box 188","Brooklyn","NY","11220","Commercial","Secure data destruction services to old computers","ECSP","40",,,"2015-06-04T00:00:00.000","9764.11","62685.23","Brooklyn",,,,,,,,
"Liquid Knits, Inc.","Jeffrey Schechter","jeff@horizonmills.net","6466741185","32-00 Skillman Avenue","Long Island City","NY","11101","Manufacturing","Manufacturer of women outter wear","ECSP","15",,,"2012-02-07T00:00:00.000","3802.86","98717.83","Queens","40.746311","-73.933112","402","26","179","4003434","4002450009","Hunters Point-Sunnyside-West Maspeth"
"Livestream LLC","Catherine Rivera","catherine.rivera@livestream.com","6464959707","195 Morgan Avenue/361 Stagg Street","Brooklyn","NY","11237","Manufacturing","Video streaming service for live videos","ECSP","72",,,"2014-11-03T00:00:00.000","3299.40","49946.47","Brooklyn",,,,,,,,
"Lobonav Corp","Ron Wolf","ron@proaudiostar.com","7185221071","217 Russell St./225 Russell St./758-762 Humboldt","Brooklym","NY","11222","Wholesale/Warehouse/Distribution","new musical instruments, sheet music, and related supplies","ECSP","22",,,"2013-07-02T00:00:00.000","4897.37","35985.56","Brooklyn",,,,,,,,
"Long Island Concrete, Inc.","J Weiss","jweiss@longislandconcrete.net","7187844606","215-10 Hempstead Avenue","Queens","NY","11429","Manufacturing","Concrete rebar","ECSP","176",,,"2017-01-12T00:00:00.000","4480.13","16583.36","Queens","40.715576","-73.74373","413","27","540","4238780","4110830079","Queens Village"
"M & R CPA's LLP","Frank Musacchio","frank@mandrcpas.com","9293378740","241 37th St. Suite A304","Brooklyn","NY","11232","Other","full-service accounting firm specialize in the retail, wholesale, real estate,","ECSP","8",,,"2020-02-03T00:00:00.000","1371.57","2852.54","Brooklyn","40.6558","-74.008408","307","38","2","3336906","3006950001","Sunset Park West"
"M. SLAVIN & SONS, LTD.","MICHAEL JACOBS",,"2122334522","800 FOOD CENTER DRIVE","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOODS","ECSP","159",,,"2008-06-03T00:00:00.000","2235.37","201545.35","Bronx","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Mack Glassnauth Iron Works, Inc.","Rameshwar S. Asu","mackglassnauth@aol.com","7183851234","137 Liberty Avenue","Brooklyn","NY","11212","Manufacturing","Iron fences","ECSP","4",,,"2010-12-20T00:00:00.000","1136.18","14916.32","Brooklyn","40.673119","-73.90521","316","37","908","3394977","3036770045","Brownsville"
"MADAME PAULETTE, LIC, LLC","ROB MOREL","jm@madamepaulette.com","7183490050","42-20 12TH STREET","Long Island City","NY","11101","Commercial","CLEANERS","ECSP","50",,,"2009-03-10T00:00:00.000","5889.50","204506.64","Queens","40.752423","-73.946326","402","26","19","4005289","4004590064","Hunters Point-Sunnyside-West Maspeth"
"MADELAINE CHOCOLATE NOVELTIES, INC.","Norman Gold","ngold@madelainechocolate.com","7189451500","95-15 BEACH CHANNEL DR.","Far Rockaway","NY","11693","Manufacturing","MFG. CHOCOLATE NOVELTY","ECSP","25",,,"2008-04-15T00:00:00.000","483.61","9142.26","Queens","40.587549","-73.819012","414","32","94201","4303676","4161510036","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"Magellan Aerospace New York, Inc","Gregory Schmidt","gregory.schmidt@magellan.aero","7186994000","97-11 50th Ave","Queens","NY","11368","Manufacturing","Mfg aerospace landing gear, assemblies and parts","ECSP","150",,,"2017-06-29T00:00:00.000","3561.17","21923.01","Queens","40.742133","-73.865661","404","21","411","4440227","4018800007","Corona"
"Magellan Aerospace New York, Inc","Gregory Schmidt","gregory.schmidt@magellan.aero","7186994000","97-11 50th Ave","Queens","NY","11368","Manufacturing","Mfg aerospace landing gear, assemblies and parts","ECSP","58",,"23","2005-06-30T00:00:00.000","40896.53","684838.68","Queens","40.742133","-73.865661","404","21","411","4440227","4018800007","Corona"
"Marathon Energy Corp","Jerry Drenis","jerry@mecny.com","7184352200","62-01 34th Avenue","Woodside","NY","11377","Wholesale/Warehouse/Distribution","Building Management, a commercial real estate","ECSP","63",,,"2017-08-07T00:00:00.000","7677.64","16425.98","Queens","40.752183","-73.899803","402","26","293","4027110","4011850040","Woodside"
"Maribel's Sweets, Inc.","Maribel Liberman","info@mariebelle.com","2122299906","44 Dobbin Street","Brooklyn","NY","11222","Manufacturing","Chocolate and candies","ECSP","23",,,"2009-07-02T00:00:00.000","4248.34","87011.98","Brooklyn","40.723636","-73.953709","301","33","569","3065961","3026430045","Greenpoint"
"Maric Mechanical Inc.","Linda  Zahn","lzahn@maricmechanical.com","7187214690","19-53 46th Street","Astoria","NY","11105","Manufacturing","specializes in heating, air conditioning, ventilation, and plumbing.","ECSP","46",,,"2015-07-10T00:00:00.000","10067.77","42054.83","Queens","40.774784","-73.896996","401","22","12301","4014852","4007740010","Steinway"
"Marina Ice Cream Corp.","Michael Barone","sestino@marinaicecream.com","7182523528","1195 McDonald Avenue","Brooklyn","NY","11230","Wholesale/Warehouse/Distribution","provides wholesale distribution of dairy products","ECSP","94",,,"2019-03-11T00:00:00.000","24833.85","51571.55","Brooklyn","40.624271","-73.975911","312","44","46202","3329132","3065140062","Ocean Parkway South"
"MARJAM SUPPLY CO., INC.","Bruce Respler","brespler@marjam.com","6312494900","20 Rewe Street","Brooklyn","NY","11211","Manufacturing","Wholesale distributor of building supply products","ECSP","164",,,"2008-02-06T00:00:00.000","1182.37","80222.75","Brooklyn","40.716288","-73.93119","301","34","449","3070500","3029270300","East Williamsburg"
"Matros Automated Electrical Const.","Stuart Moskowitz","darin@matros.com","7184821000","5-33 50th Avenue","Long Island City","NY","11101","Commercial","fully licensed and insured electrical contractor specializing in maintenance, ...","ECSP","51",,,"2011-01-06T00:00:00.000","954.09","22828.17","Queens","40.743117","-73.956074","402","26","7","4000128","4000320013","Hunters Point-Sunnyside-West Maspeth"
"McInnis USA Inc.","Kevin  Sears","kevin.sears@cmcinnis.com","9022337480","50 Oak Point Ave","Bronx","NY","10474","Manufacturing","Cement Depot","ECSP","8",,,"2019-10-02T00:00:00.000","30769.92","71460.24","Bronx","40.808926","-73.89466","202","17","93","2127123","2026040180","Hunts Point"
"Mechoshade Systems, Inc.","Jan Breman","jan.berman@mechoshade.com","7187292020","42-03 35th Street","Long Island City","NY","11101","Commercial","Manufacturer of shades","ECSP","233",,,"2012-01-07T00:00:00.000","34002.60","251975.03","Queens","40.74637","-73.929441","402","26","179","4003135","4002180013","Hunters Point-Sunnyside-West Maspeth"
"MEDITERRANEAN GYRO PRODUCTS","Sophie Maroulis","smaroulis@corfufoods.com","7187863399","11-14 38TH STREET","Queens","NY","11101","Manufacturing","mfg pita bread/whsl Greek specialty foods","ECSP","15",,,"2014-08-04T00:00:00.000","7149.50","48071.09","Queens",,,,,,,,
"MEDITERRANEAN GYRO PRODUCTS","Sophie Maroulis","smaroulis@corfufoods.com","7187863399","11-14 38TH STREET","Queens","NY","11101","Manufacturing","mfg pita bread/whsl Greek specialty foods","ECSP","14",,,"2011-11-01T00:00:00.000","8716.98","88403.53","Queens",,,,,,,,
"Mesorah Publications, Ltd & Sefercraft, Inc","Rabbi Meir Zlotowitz","MEIR@MESORAH.COM","7189219000","4401 2nd Ave","Brooklyn","NY","11232","Manufacturing","Publisher, bookbinder and printer","ECSP","108",,,"2013-03-18T00:00:00.000","9369.06","80895.39","Brooklyn","40.652366","-74.013511","307","38","2","3337169","3007360001","Sunset Park West"
"Michael C. Fina Co, Inc","George Fina","gfina@mcfina.com","2125572500","33-01 HUNTERS POINT AVENUE","Queens","NY","11101","Manufacturing","PRINTER","ECSP","13",,,"2016-01-07T00:00:00.000","698.25","2543.95","Queens","40.738818","-73.932704","402","26","199","4003453","4002550001","Hunters Point-Sunnyside-West Maspeth"
"MKJ Communications, Inc","Jennifer Herman","jherman@mkjcomm.com","2122060072","850 Third Ave, Suite 407A","Brooklyn","NY","11232","Commercial","Communications design, engineering and system installation","ECSP","18",,,"2018-04-12T00:00:00.000","1347.27","3922.81","Brooklyn","40.658518","-74.003327","307","38","18","3009889","3006710001","Sunset Park West"
"Modern Windor & Door, Inc.","Tommy Ly","modernwindows.linda@gmail.com","7188225556","1411-1429 Ferris Pl","Bronx","NY","10461","Manufacturing","Metal window & door frames","ECSP","17",,,"2017-08-01T00:00:00.000","11049.18","39719.02","Bronx","40.83909","-73.841183","210","13","96","2027299","2038570027","Westchester-Unionport"
"MONDIAL AUTOMOTIVE, INC.","Showky Kaldawy","showky.k@gomondial.com","7184611980","114-15 15TH AVE.","COLLEGE POINT","NY","11356","Manufacturing","Alternators, carborators, and other automotive equipment","ECSP","26",,,"2007-10-01T00:00:00.000","1394.78","360459.55","Queens","40.783961","-73.852722","407","19","929","4098137","4040670011","College Point"
"MONTEBELLO FOOD CORP","Sam Mangano","sam@montebellofoods.com","7183267210","133 Randolph St","BROOKLYN","NY","11237","Wholesale/Warehouse/Distribution","warehouse distribution of ethinic food","ECSP","18",,,"2010-05-05T00:00:00.000","1248.65","218077.49","Brooklyn","40.709254","-73.927176","301","34","449","3000000","3029760060","East Williamsburg"
"Montefiore Medical Center","Jeffrey  Hogan","pjenning@montefiore.org","7189202451","111 EAST 210TH STREET","BRONX","NY","10467","Commercial","Research Facility","ECSP","70",,,"2016-07-01T00:00:00.000","143273.55","545160.45","Bronx","40.879885","-73.880481","207","11","421","2096399","2033270001","Norwood"
"Montefiore Medical Center","Jeffrey  Hogan","pjenning@montefiore.org","7189202451","111 EAST 210TH STREET","BRONX","NY","10467","Commercial","Research Facility","ECSP","399",,,"2010-06-02T00:00:00.000","498728.81","7876903.11","Bronx","40.879885","-73.880481","207","11","421","2096399","2033270001","Norwood"
"Music Arhive Collection LLC Floor 2 and 3","Dawn Deleone","DawnDeleon@hotmail.com","6463161057","58-86 Grand Avenue","Maspeth","NY","11378","Wholesale/Warehouse/Distribution","Storage Facility","ECSP","1",,,"2018-08-15T00:00:00.000","6102.79","8660.95","Queens","40.720275","-73.908942","405","30","525","4540084","4026810044","Maspeth"
"MYT Works, Inc","Etienne Sauret","etienne@mytworks.com","2123373789","138 30th Street","Brooklyn","NY","11232","Manufacturing","Mfg & design camera support systems for the film industry","ECSP","5",,,"2019-01-11T00:00:00.000","3436.76","9083.20","Brooklyn","40.658304","-74.002004","307","38","101","3009895","3006720019","Sunset Park West"
"National Acoustics, Inc.","William Jessop","bjessop@nationalacoustics.com","2126951252","13-06 43rd Avenue","Long Island City","NY","11101","Manufacturing","Capentry, drywall Acoustics","ECSP","123",,,"2015-07-22T00:00:00.000","6668.68","41069.55","Queens","40.750979","-73.946342","402","26","19","4436811","4004420005","Hunters Point-Sunnyside-West Maspeth"
"National Bias Binding Corp.","Jay Gagliano","jay@nationaltextile.net","7184394800","140 58th Street, Bldg. A , Unit 2L","Brooklyn","NY","11220","Manufacturing","Mfg. of binding & termming","ECSP","10",,,"2015-03-06T00:00:00.000","1144.88","9237.08","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"National Leather and Shoe Findings Co.","Sherry Lieberman","slieberman@kaufmanshoe.com","2127771700","346 Lafayette St","Brooklyn","NY","11217","Wholesale/Warehouse/Distribution","Shoe leather and shoe repair supplies","ECSP","6",,,"2009-10-07T00:00:00.000","1363.48","20792.87","Brooklyn",,,,,,,,
"Natuzzi Bros Ice Co, Inc","John Natuzzi","john@natuzzibrosice.com","7184647521","121-60 Farmers Blvd.","Queens","NY","11413","Manufacturing","ice","ECSP","28",,,"2011-02-16T00:00:00.000","53370.77","513661.35","Queens","40.684039","-73.760553","412","27","366","4269109","4124580025","St. Albans"
"Neighborhood Eigth Avenue LLC","Novak Vukasinovic","novak@jansproperty.com","2129322388","423-429 W 127th Street","New York","NY","10103","Commercial","Real Estate","ECSP","4",,,"2011-06-09T00:00:00.000","3309.86","34210.27","New York","40.812964","-73.953759","109","7","21303","1084105","1019670060","Manhattanville"
"Neuman's Kitchen","Paul Neuman","p.neuman@neumanskitch.com","2122882444","35-02 48th Avenue","Long Island City","NY","11101","Manufacturing","Special events caterer","ECSP","104",,,"2016-06-07T00:00:00.000","26192.15","116149.86","Queens","40.740573","-73.930443","402","26","189","4003400","4002370033","Hunters Point-Sunnyside-West Maspeth"
"New Concepts of NY LLC","Robert Schwartz","r.schwartz@newconceptsllc.com","2126954999","313 West 37th Street","New York","NY","10018","Manufacturing","manufacturer of leather belts, hat bands and accessories","ECSP","35",,,"2014-09-11T00:00:00.000","3750.90","19806.86","New York","40.754384","-73.992742","104","3","111","1013618","1007610022","Hudson Yards-Chelsea-Flatiron-Union Square"
"New Heydenryk, LLC","David Mandel","dmandel@heydenryk.com","2122069611","37-27 10th Street, 1st Fl","Queens","NY","11101","Manufacturing","Picture frame","ECSP","7",,,"2019-06-04T00:00:00.000","3137.03","6590.95","Queens","40.759595","-73.941899","401","26","85","4463923","4003600009","Queensbridge-Ravenswood-Long Island City"
"NEW PALACE PAINTERS SUPPLY CO., INC.","CHARLES JACOBELLIS","cjacobellis@palacepaints.com","7182956188","528-540 E 180TH ST.","BRONX","NY","10457","Commercial","Is a paint industrial commercial hardware and large contractor management co.","ECSP","15",,,"2018-01-25T00:00:00.000","5047.19","16382.02","Bronx","40.850637","-73.89394","206","15","37504",,,"East Tremont"
"New Water Street  Corp","Rich Neal",,"2124719465","55 Water Street","New York","NY","10041","Commercial","53 story building","ECSP","500",,,"2019-08-30T00:00:00.000","1568981.59","3396544.16","New York","40.703597","-74.009781","101","1","9","1083346","1000327501","Battery Park City-Lower Manhattan"
"NEW YORK BLOOD CENTER","Zamena Kassim","zkassim@nybc.org","2125703451","45-01 VERNON BLVD.","LONG ISLAND CITY","NY","11101","Commercial","Blood processing","ECSP","280",,,"2017-05-05T00:00:00.000","199253.20","740304.08","Queens","40.748152","-73.952259","402","26","7","4441057","4000500001","Hunters Point-Sunnyside-West Maspeth"
"New York Digital Color Lithographers Printers, Inc","Eric Cohen","ecohen@nydigitalcolor.com","7187646777","47-10 33rd St, Ground Fl","Queens","NY","11101","Manufacturing","Printer and binder","ECSP","21",,,"2013-05-07T00:00:00.000","10329.55","70251.94","Queens","40.742254","-73.932177","402","26","199","4003447","4002520018","Hunters Point-Sunnyside-West Maspeth"
"New York Fragrance","Rama Krishna Cherukuri","ram@nyfusa.com","7188161112","600 Gulf Avenue","Staten Island","NY","10314","Wholesale/Warehouse/Distribution","wholesale distribution of prescription drugs, proprietary drugs, and toiletries.","ECSP","7",,,"2016-09-07T00:00:00.000","5813.15","24916.33","Staten Island","40.61504","-74.179452","502","50","29102","5168823","5017600215","New Springville-Bloomfield-Travis"
"New York Insulation, Inc.","Anthony Cardinale","nyinsulate@aol.com","7183260125","58-48 59th Street","Maspeth","NY","11378","Commercial","Building material and supplies","ECSP","13",,,"2011-05-17T00:00:00.000","5226.51","44761.24","Queens","40.719591","-73.908261","405","30","525","4539687","4026810058","Maspeth"
"NEW YORKER WHOLESALE BAGELS, INC.","GEORGE MENEGATOS","sevangelinos@gmail.com","2124770448","34-20 12th St.","Long Island City","NY","11101","Manufacturing","Commercial baker","ECSP","29",,,"2013-06-29T00:00:00.000","57647.36","386477.29","Queens","40.76354","-73.937444","401","26","85","4003896","4003260030","Queensbridge-Ravenswood-Long Island City"
"Noho Health, Inc","Aman Raju","aman@takecareof.com","8452229105","75 Varick St, 9th Fl","New York","NY","10013","Wholesale/Warehouse/Distribution","Distribution of vitamins, supplements, protein powders","ECSP","43",,,"2019-10-18T00:00:00.000","5671.16","10726.10","New York","40.723217","-74.006227","102","1","37","1002934","1002260001","SoHo-TriBeCa-Civic Center-Little Italy"
"Nova Offset Corp","Lance Burns","lance@novaprinting.com","2123491233","226 52nd Street","Brooklyn","NY","11220","Manufacturing","Printer","ECSP","15",,,"2015-10-15T00:00:00.000","5894.91","31951.92","Brooklyn","40.647523","-74.017362","307","38","20","3388019","3008050119","Sunset Park West"
"Novare LLC","Alan Davis","adenovarebiologistics.com","3479645051","3946 Merritt Avenue","Bronx","NY","10466","Wholesale/Warehouse/Distribution","Storage of Human Tissue","ECSP","2",,,"2008-03-03T00:00:00.000","14602.10","482284.65","Bronx","40.890837","-73.82895","212","12","456","2088600","2049720018","Eastchester-Edenwald-Baychester"
"NOVELTY CRYSTAL CORP.","Ashner Michaeli","joe@noveltycrystal.com","7184586700","30-15 48th Avenue","LONG ISLAND CITY","NY","11101","Manufacturing","Plastic goods","ECSP","29",,,"2007-11-02T00:00:00.000","1558.05","194561.38","Queens","40.741404","-73.937497","402","26","199","4436700","4002830001","Hunters Point-Sunnyside-West Maspeth"
"Novo Arts Associates, Inc.","Marlaina Deppe","MD@NovoArts.com","2126743093","246 Seigel St. Ground Floor","Brooklyn","NY","11206","Manufacturing","Art goods manufacturing","ECSP","5",,,"2013-05-06T00:00:00.000","6977.32","28375.23","Brooklyn","40.705224","-73.93571","301","34","485","3400504","3031000041","Bushwick South"
"NULUX INDUSTRIES","Jerry Ahlin","jahlin@nulux.com","7183831112","1717 TROUTMAN STREET","RIDGEWOOD","NY","11385","Manufacturing","Mfg. of Lighting Fixtures","ECSP","31",,,"2009-04-17T00:00:00.000","4601.82","115527.22","Queens","40.708997","-73.920406","405","34","539","4443074","4034120047","Ridgewood"
"NY Telephone #11194","Quin Quinn",,"2121112222","140 West Street","New York","NY","10007","Landlord",,"ECSP","300",,,"2008-01-02T00:00:00.000","1356.05","398668.88","New York","40.713843","-74.01379","101","1","21","1001228","1000847501","SoHo-TriBeCa-Civic Center-Little Italy"
"Octopus Garden, Inc/Octopus Two Corp","Vincent Cutrone","octopusgdn@gmail.com","7189461100","15 Newark Avenue","Staten Island","NY","10302","Wholesale/Warehouse/Distribution","fresh and frozen seafood preparation and processing","ECSP","9",,,"2018-06-05T00:00:00.000","8226.03","18178.60","Staten Island","40.638163","-74.14348","501","49","207","5103978","5011230034","Port Richmond"
"Office 118 Equities LLC","Daniel Goldbard","robert@artimusnyc.com","2129965100","316 W 118th Street","New York","NY","10026","Landlord",,"ECSP","1",,,"2015-03-23T00:00:00.000","20949.57","110380.89","New York","40.80599","-73.955068","110","9","20102","1059072","1019440043","Central Harlem South"
"Oh Nuts Warehousing, Inc.","Yehuda Klein","yk@ohnuts.com","7185309255","120-65 168th Street","Jamaica","NY","11406","Wholesale/Warehouse/Distribution","Manufacturer and distributor of nuts and chocolates","ECSP","26",,,"2013-01-16T00:00:00.000","21522.74","133609.60","Queens","40.680672","-73.775743","412","27","284","4268383","4123850062","Baisley Park"
"One Girl Cookies, Ltd.","David Crofton","dave@onegirlcookies.com","2126754996","254 36th Street, Unit 17","Brooklyn","NY","11232","Commercial","Bake Goods","ECSP","18",,,"2020-03-17T00:00:00.000","1926.80","5824.16","Brooklyn","40.655951","-74.007158","307","38","2","3398687","3006950020","Sunset Park West"
"Other Half Brewing, Co,","Nate Lockwood","nate@otherhalfbrewing.com","9172591014","191 Centre Street","Brooklyn","NY","11231","Manufacturing",,"ECSP","50",,,"2020-06-29T00:00:00.000","528.66","4108.07","Brooklyn","40.673707","-73.999232","306","39","77","3008188","3004790037","Carroll Gardens-Columbia Street-Red Hook"
"Oven Artisans,  Inc.","Keith Cohen","keith@orwashers.com","7186187438","1187-1195 E 156th St","Bronx","NY","10474","Manufacturing","Commercial Bakery","ECSP","32",,,"2013-02-04T00:00:00.000","19822.31","131028.20","Bronx","40.812578","-73.892928","202","17","93","2005913","2027360212","Hunts Point"
"Pain D'Avignon III Ltd.","Teofil Zurovac","tole@paindavignon-nyc.com","7187296832","35-20 9th Avenue","Astoria","NY","11106","Manufacturing","Bake goods","ECSP","70",,,"2012-10-02T00:00:00.000","23517.62","161775.97","Queens",,,,,,"4101063","4044310060",
"Paper Enterprises, Inc.","Herb Sedler","info@paperenterprises.com","718-402-12","720-750 East 132nd St.","Bronx","NY","10454","Wholesale/Warehouse/Distribution","Paper, plastic, janitorial, manintenance","ECSP","105",,,"2007-07-10T00:00:00.000","341.93","202145.41","Bronx","40.800898","-73.91551","201","17","19","2003581","2025430060","Mott Haven-Port Morris"
"Parallel Development Ltd.","William Pickering","will@paralleldevelopment.net","7185990037","810 Humboldt Street","Brooklyn","NY","11222","Manufacturing","Engineering, design and fabrication studio","ECSP","2",,,"2010-08-02T00:00:00.000","917.37","16734.35","Brooklyn","40.729518","-73.946078","301","33","579","3065444","3026050001","Greenpoint"
"Parkway Equipment Handlers, Inc.","Ginger Kaye","parkwayequip@optimum.net","7183874991","9401 Ditmas Avenue","Brooklyn","NY","11236","Commercial","Mover of Industrial Equipment","ECSP","3",,,"2010-03-23T00:00:00.000","474.68","6733.45","Brooklyn","40.65006","-73.911722","317","42","928","3228297","3081120008","Rugby-Remsen Village"
"Parsons-Meares Ltd.","Vicki Lamb","vicki@parsons-meares.com","2129671663","21-07 41st Avenue","Long Island City","NY","11101","Manufacturing","Theatrical customes","ECSP","40",,,"2015-07-06T00:00:00.000","9977.77","51306.96","Queens","40.7539","-73.942228","401","26","33","4004973","4004100046","Queensbridge-Ravenswood-Long Island City"
"PEERLESS IMPORTERS, INC.","Matthew Matassa","mmatassa@empiremerchants.com","7183835500","16 BRIDGEWATER STREET","BROOKLYN","NY","11222","Wholesale/Warehouse/Distribution","Dist. of Wines","ECSP","739",,,"2008-04-02T00:00:00.000","4244.62","344465.15","Brooklyn","40.727108","-73.934949","301","33","589","3066696","3026660125","Greenpoint"
"Pelican Bay Ltd.","Michael Nasoff","michael@raviolistore.com","7187299300","39-22 23rd Street","Long Island City","NY","11101","Manufacturing","Manufacturer of pasta","ECSP","11",,,"2012-10-02T00:00:00.000","10360.79","70802.51","Queens","40.755177","-73.938658","401","26","33","4004749","4003930008","Queensbridge-Ravenswood-Long Island City"
"PEPSI COLA BOTTLING CO., OF NY","Gerard Hewitt","shermanr@pepsi-ny.com","7183921018","112-02 15TH AVENUE","College Point","NY","11356","Manufacturing","MANUFACTURER","ECSP","231","2","462","2007-05-02T00:00:00.000","54127.14","3326530.48","Queens","40.783872","-73.854693","407","19","929","4098135","4040650001","College Point"
"PetCare Rx., Inc.","Vijay Manthripragada","vmanthripragada@petcarerx.com","5169987041","1 Metrotech Center","Brooklyn","NY","11201","Commercial","Distributes medicines and pet supplies","ECSP","135",,,"2015-05-15T00:00:00.000","1581.14","14912.68","Brooklyn","40.693463","-73.987227","302","33","11","3319418","3001470004","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Phoenix Beverage","Patrick  Simeone","Patsimeone@forbee.com","7186097456","Pier 7 at Atlantic,Red Hook","Brooklyn","NY","11201","Wholesale/Warehouse/Distribution","Distributor of beverages","ECSP","550",,,"2011-09-15T00:00:00.000","108528.74","1091301.62","Brooklyn","40.691285","-74.000992","306","39","47","3424260","3002810001","Carroll Gardens-Columbia Street-Red Hook"
"Picasso/Hoops, I Love New York LLC","Jordan Wolfson","jason.kotara@gmail.com","9174479364","6 Bay Street","Brooklyn","NY","11231","Manufacturing","Manufacturer of Art work","ECSP","2",,,"2017-02-16T00:00:00.000","356.45","3621.07","Brooklyn","40.673726","-74.009845","306","38","53","3008840","3006010001","Carroll Gardens-Columbia Street-Red Hook"
"Picture Farm II, LLC","Monae Freeman","monae@picturefarmpro.com","7182188001","141 Flushing Ave, Ste 506","Brooklyn","NY","11205","Commercial","video production","ECSP","26",,,"2019-04-19T00:00:00.000","3509.41","6762.69","Brooklyn","40.697863","-73.971138","302","33","543","3335143","3020230001","park-cemetery-etc-Brooklyn"
"Pinto & Teger Electric","Barrt Teger","Barryt.teger@pintoandtegerelectric.com","7189397055","14-14 123rd Street","College Point","NY","11356","Commercial","Electrical Contractor","ECSP","6",,,"2011-01-03T00:00:00.000","1322.76","13405.67","Queens","40.785114","-73.844836","407","19","929","4098344","4040850036","College Point"
"POOK DIEMONT & OHL, INC.","Ted Ohl","info@pdoinc.com","7184022677","704 East 133rd Street","PORT MORRIS","NY","10454","Manufacturing","MFG. (THEATRE SETS)","ECSP","35",,,"2009-02-10T00:00:00.000","657.58","16259.18","Bronx","40.801741","-73.915484","201","17","19","2092867","2025610021","Mott Haven-Port Morris"
"Poster Printers, Inc.","Elie Blitman","posterprinters@aol.com","7183753113","1940 Utica Avenue","Brooklyn","NY","11234","Commercial","Printer","ECSP","4",,,"2012-08-13T00:00:00.000","1014.91","10290.25","Brooklyn","40.624619","-73.927495","318","45","676","3217718","3078290068","Flatlands"
"Postmeds, Inc.","Jesse Brummer","jesse.brummer@truepill.com","4156152145","850 Third Ave","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","Online pharmacy delivery services.","ECSP","3",,,"2019-11-08T00:00:00.000","1417.84","1740.24","Brooklyn","40.658518","-74.003327","307","38","18","3009889","3006710001","Sunset Park West"
"Premium Millwork, Inc.","Damaris Alamanzar","premiummillwork@gmail.com","7184227774","43 Coffey Street","Brooklyn","NY","11231","Manufacturing","Architectural millwork and carpentry","ECSP","5",,,"2011-01-10T00:00:00.000","6447.02","56248.62","Brooklyn","40.674656","-74.011835","306","38","53","3008822","3005990014","Carroll Gardens-Columbia Street-Red Hook"
"Presentation Products, Inc.","Orin Knopp","dknopp@presentationproducts.com","212584477","30-02 48th Avenue","Long Island City","NY","11220","Commercial","Audio visual company","ECSP","25",,,"2018-02-06T00:00:00.000","2935.82","8533.44","Queens","40.741426","-73.937833","402","26","199","4003546","4002870011","Hunters Point-Sunnyside-West Maspeth"
"Proxima, Inc","Hyon Chung  Kim","cosmetics@nicka.com","7183619667","109-05 178th Streeet","Jamaica","NY","11433","Wholesale/Warehouse/Distribution","Cosmetics and hair care products and applicances","ECSP","20",,,"2008-10-17T00:00:00.000","2725.63","106663.92","Queens",,,,,,,,
