"development","tds","building","borough","house","street","address","city","state","zip_code","bin","block","lot","borough_block_lot","census_tract_2010","neighborhood_tabulation_area","neighborhood_tabulation_area_1","community_district","city_council_district","state_assembly_district","state_senate_district","us_congressional_district","latitude","longitude"
"COOPER PARK","69","11","BROOKLYN","295","JACKSON STREET","295 JACKSON STREET","BROOKLYN","NY","11211","3327832","2867","1","3028670001","449","BK90","East Williamsburg","1","34","50","18","12","40.7180616466064","-73.9390759057125"
"CORSI HOUSES","199","1","MANHATTAN","306","EAST 117TH STREET","306 EAST 117TH STREET","NEW YORK","NY","10035","1079357","1688","45","1016880045","188","MN34","East Harlem North","11","8","68","29","13","40.7972490064041","-73.9366352114755"
"CROWN HEIGHTS","312","1","BROOKLYN","1634","STERLING PLACE","1634 STERLING PLACE","BROOKLYN","NY","11233","3036910","1381","13","3013810013","359","BK61","Crown Heights North","8","41","55","20","9","40.6709177785312","-73.9246866375402"
"CROWN HEIGHTS","312","2","BROOKLYN","1367","SAINT MARKS AVENUE","1367 SAINT MARKS AVENUE","BROOKLYN","NY","11233","3035983","1357","68","3013570068","307","BK61","Crown Heights North","8","41","56","25","8","40.6739953967605","-73.9231307169994"
"CROWN HEIGHTS","312","3","BROOKLYN","1371","SAINT MARKS AVENUE","1371 SAINT MARKS AVENUE","BROOKLYN","NY","11233","3035982","1357","65","3013570065","307","BK61","Crown Heights North","8","41","56","25","8","40.6739867300003","-73.9229527104201"
"CROWN HEIGHTS","312","4","BROOKLYN","1629","PARK PLACE","1629 PARK PLACE","BROOKLYN","NY","11233","3036364","1369","58","3013690058","359","BK61","Crown Heights North","8","41","55","25","9","40.6721850240051","-73.9232117408723"
"CROWN HEIGHTS","312","5","BROOKLYN","1630","PARK PLACE","1630 PARK PLACE","BROOKLYN","NY","11233","3036636","1375","29","3013750029","359","BK61","Crown Heights North","8","41","55","25","9","40.6717255965813","-73.9233837434806"
"CROWN HEIGHTS","312","6","BROOKLYN","1636","PARK PLACE","1636 PARK PLACE","BROOKLYN","NY","11233","3036637","1375","31","3013750031","359","BK61","Crown Heights North","8","41","55","25","9","40.6717169759009","-73.9232242795738"
"CROWN HEIGHTS","312","7","BROOKLYN","1640","PARK PLACE","1640 PARK PLACE","BROOKLYN","NY","11233","3036638","1375","34","3013750034","359","BK61","Crown Heights North","8","41","55","25","9","40.6717087069385","-73.9230713060442"
"CROWN HEIGHTS","312","8","BROOKLYN","1646","PARK PLACE","1646 PARK PLACE","BROOKLYN","NY","11233","3036639","1375","36","3013750036","359","BK61","Crown Heights North","8","41","55","25","9","40.6717058218509","-73.9228966743607"
"CYPRESS HILLS","70","1","BROOKLYN","1260","SUTTER AVENUE","1260 SUTTER AVENUE","BROOKLYN","NY","11208","3337020","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6721481725109","-73.8715914178606"
"CYPRESS HILLS","70","1","BROOKLYN","1266","SUTTER AVENUE","1266 SUTTER AVENUE","BROOKLYN","NY","11208","3337020","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6724462993812","-73.8715891703159"
"CYPRESS HILLS","70","2","BROOKLYN","1230","SUTTER AVENUE","1230 SUTTER AVENUE","BROOKLYN","NY","11208","3337028","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6723711109499","-73.8723572804159"
"CYPRESS HILLS","70","2","BROOKLYN","1220","SUTTER AVENUE","1220 SUTTER AVENUE","BROOKLYN","NY","11208","3337028","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6723670797782","-73.8727429898674"
"CYPRESS HILLS","70","3","BROOKLYN","315","FOUNTAIN AVENUE","315 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337021","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6721787815895","-73.8736660611048"
"CYPRESS HILLS","70","3","BROOKLYN","305","FOUNTAIN AVENUE","305 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337021","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6721817483518","-73.8740475728452"
"CYPRESS HILLS","70","4","BROOKLYN","1250","SUTTER AVENUE","1250 SUTTER AVENUE","BROOKLYN","NY","11208","3337030","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.671561113558","-73.8716488606491"
"CYPRESS HILLS","70","4","BROOKLYN","1240","SUTTER AVENUE","1240 SUTTER AVENUE","BROOKLYN","NY","11208","3337030","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6715597395489","-73.8720241004473"
"CYPRESS HILLS","70","5","BROOKLYN","1200","SUTTER AVENUE","1200 SUTTER AVENUE","BROOKLYN","NY","11208","3337026","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6714324687258","-73.8730662115523"
"CYPRESS HILLS","70","5","BROOKLYN","1210","SUTTER AVENUE","1210 SUTTER AVENUE","BROOKLYN","NY","11208","3337026","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6717229475383","-73.8730623128187"
"CYPRESS HILLS","70","6","BROOKLYN","345","FOUNTAIN AVENUE","345 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337023","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6712819518889","-73.8739515519432"
"CYPRESS HILLS","70","6","BROOKLYN","335","FOUNTAIN AVENUE","335 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337023","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6716686660651","-73.874133420529"
"CYPRESS HILLS","70","7","BROOKLYN","375","FOUNTAIN AVENUE","375 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337025","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6702291177468","-73.8736076083944"
"CYPRESS HILLS","70","7","BROOKLYN","365","FOUNTAIN AVENUE","365 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337025","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6705095757067","-73.8736143978044"
"CYPRESS HILLS","70","8","BROOKLYN","395","FOUNTAIN AVENUE","395 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337037","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.669983576262","-73.8729165207929"
"CYPRESS HILLS","70","8","BROOKLYN","385","FOUNTAIN AVENUE","385 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337037","4292","61","3042920061","1210","BK82","East New York","5","42","60","18","8","40.6702746973049","-73.8729168034453"
"CYPRESS HILLS","70","9","BROOKLYN","455","FOUNTAIN AVENUE","455 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337039","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6688124844658","-73.8728791340154"
"CYPRESS HILLS","70","9","BROOKLYN","445","FOUNTAIN AVENUE","445 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337039","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.669167949235","-73.8728834757928"
"CYPRESS HILLS","70","10","BROOKLYN","495","FOUNTAIN AVENUE","495 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337041","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6680496269335","-73.8723291921387"
"CYPRESS HILLS","70","10","BROOKLYN","485","FOUNTAIN AVENUE","485 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337041","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6683267389052","-73.8723345182276"
"CYPRESS HILLS","70","11","BROOKLYN","710","EUCLID AVENUE","710 EUCLID AVENUE","BROOKLYN","NY","11208","3337053","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6693526710849","-73.8717530464434"
"CYPRESS HILLS","70","11","BROOKLYN","700","EUCLID AVENUE","700 EUCLID AVENUE","BROOKLYN","NY","11208","3337053","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6693524488423","-73.8721253444872"
"CYPRESS HILLS","70","12","BROOKLYN","740","EUCLID AVENUE","740 EUCLID AVENUE","BROOKLYN","NY","11208","3337055","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6690383326262","-73.870979372942"
"CYPRESS HILLS","70","12","BROOKLYN","730","EUCLID AVENUE","730 EUCLID AVENUE","BROOKLYN","NY","11208","3337055","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6693288179791","-73.8709804833331"
"CYPRESS HILLS","70","13","BROOKLYN","2545","LINDEN BOULEVARD","2545 LINDEN BOULEVARD","BROOKLYN","NY","11208","3337048","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6682123275787","-73.870617806008"
"CYPRESS HILLS","70","13","BROOKLYN","2555","LINDEN BOULEVARD","2555 LINDEN BOULEVARD","BROOKLYN","NY","11208","3337048","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6685155440365","-73.8706105251641"
"CYPRESS HILLS","70","14","BROOKLYN","2525","LINDEN BOULEVARD","2525 LINDEN BOULEVARD","BROOKLYN","NY","11208","3337046","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6677662268882","-73.8711352370371"
"CYPRESS HILLS","70","14","BROOKLYN","2535","LINDEN BOULEVARD","2535 LINDEN BOULEVARD","BROOKLYN","NY","11208","3337046","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.668050351379","-73.8711438914987"
"CYPRESS HILLS","70","15","BROOKLYN","525","FOUNTAIN AVENUE","525 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337044","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6672880188736","-73.8719017273071"
"CYPRESS HILLS","70","15","BROOKLYN","515","FOUNTAIN AVENUE","515 FOUNTAIN AVENUE","BROOKLYN","NY","11208","3337044","4292","61","3042920061","1210","BK82","East New York","5","42","60","19","8","40.6675810574254","-73.8719078582847"
"DAVIDSON","190","1","BRONX","1150","UNION AVENUE","1150 UNION AVENUE","BRONX","NY","10459","2005038","2680","19","2026800019","131","BX33","Longwood","3","17","79","32","15","40.8274963148787","-73.8994890207657"
"DAVIDSON","190","1","BRONX","818","HOME STREET","818 HOME STREET","BRONX","NY","10459","2005038","2680","19","2026800019","131","BX33","Longwood","3","17","79","32","15","40.8275870829149","-73.8986780015016"
"DE HOSTOS APARTMENTS","155","1","MANHATTAN","201","WEST 93RD STREET","201 WEST 93RD STREET","NEW YORK","NY","10025","1033648","1241","25","1012410025","179","MN12","Upper West Side","7","6","69","30","10","40.7924461418066","-73.9721120630325"
"DOUGLASS ADDITION","148","18","MANHATTAN","868","AMSTERDAM AVENUE","868 AMSTERDAM AVENUE","NEW YORK","NY","10025","1079429","1874","29","1018740029","191","MN12","Upper West Side","7","7","69","30","10","40.7982697840753","-73.9675233475081"
"DOUGLASS I","82","4","MANHATTAN","825","COLUMBUS AVENUE","825 COLUMBUS AVENUE","NEW YORK","NY","10025","1081298","1836","1","1018360001","189","MN12","Upper West Side","7","7","69","30","13","40.7955391625971","-73.9649403113895"
"DOUGLASS I","82","5","MANHATTAN","55","WEST 100TH STREET","55 WEST 100TH STREET","NEW YORK","NY","10025","1081297","1836","1","1018360001","189","MN12","Upper West Side","7","7","69","30","13","40.7953306914019","-73.9643791180545"
"DOUGLASS I","82","6","MANHATTAN","845","COLUMBUS AVENUE","845 COLUMBUS AVENUE","NEW YORK","NY","10025","1081299","1836","1","1018360001","189","MN12","Upper West Side","7","7","69","30","13","40.7960609496643","-73.9643956622433"
"DOUGLASS I","82","7","MANHATTAN","865","COLUMBUS AVENUE","865 COLUMBUS AVENUE","NEW YORK","NY","10025","1081300","1836","1","1018360001","189","MN12","Upper West Side","7","7","69","30","13","40.7967755624967","-73.9638822058838"
"DOUGLASS I","82","8","MANHATTAN","60","WEST 104TH STREET","60 WEST 104TH STREET","NEW YORK","NY","10025","1083820","1836","1","1018360001","189","MN12","Upper West Side","7","7","69","30","13","40.7971087409795","-73.9630775638192"
"DOUGLASS I","82","9","MANHATTAN","875","COLUMBUS AVENUE","875 COLUMBUS AVENUE","NEW YORK","NY","10025","1081301","1836","1","1018360001","189","MN12","Upper West Side","7","7","69","30","13","40.797163452596","-73.9637698689316"
"DOUGLASS I","82","10","MANHATTAN","850","COLUMBUS AVENUE","850 COLUMBUS AVENUE","NEW YORK","NY","10025","1079365","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.7971871418175","-73.9648835567485"
"DOUGLASS I","82","11","MANHATTAN","870","COLUMBUS AVENUE","870 COLUMBUS AVENUE","NEW YORK","NY","10025","1079388","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.7976501055023","-73.964929988992"
"DOUGLASS I","82","12","MANHATTAN","860","COLUMBUS AVENUE","860 COLUMBUS AVENUE","NEW YORK","NY","10025","1079375","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.7975024118211","-73.9655901644752"
"DOUGLASS I","82","16","MANHATTAN","51","MANHATTAN AVENUE","51 MANHATTAN AVENUE","NEW YORK","NY","10025","1083820","1836","1","1018360001","189","MN12","Upper West Side","7","7","69","30","13","40.7963501325943","-73.9633018497299"
"DOUGLASS I","82","17","MANHATTAN","74","WEST 103RD STREET","74 WEST 103RD STREET","NEW YORK","NY","10025","1081302","1836","1","1018360001","189","MN12","Upper West Side","7","7","69","30","13","40.7967530729997","-73.9631609898476"
"DOUGLASS II","582","1","MANHATTAN","840","COLUMBUS AVENUE","840 COLUMBUS AVENUE","NEW YORK","NY","10025","1079356","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.796801849358","-73.9660920241096"
"DOUGLASS II","582","2","MANHATTAN","826","COLUMBUS AVENUE","826 COLUMBUS AVENUE","NEW YORK","NY","10025","1079347","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.7961331107858","-73.9659743639246"
"DOUGLASS II","582","3","MANHATTAN","830","COLUMBUS AVENUE","830 COLUMBUS AVENUE","NEW YORK","NY","10025","1079350","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.7964889489144","-73.9653944351733"
"DOUGLASS II","582","13","MANHATTAN","140","WEST 104TH STREET","140 WEST 104TH STREET","NEW YORK","NY","10025","1079419","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.7981932763459","-73.9655160908631"
"DOUGLASS II","582","14","MANHATTAN","865","AMSTERDAM AVENUE","865 AMSTERDAM AVENUE","NEW YORK","NY","10025","1079408","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.7978553605519","-73.9664723406989"
"DOUGLASS II","582","15","MANHATTAN","875","AMSTERDAM AVENUE","875 AMSTERDAM AVENUE","NEW YORK","NY","10025","1079336","1855","1","1018550001","189","MN12","Upper West Side","7","7","69","30","13","40.7981059747465","-73.9668858783116"
"DREW-HAMILTON","111","1","MANHATTAN","2660","FREDERICK DOUGLASS BOULEVARD","2660 FREDERICK DOUGLASS BOULEVARD","NEW YORK","NY","10030","1086080","2027","1","1020270001","230","MN03","Central Harlem North-Polo Grounds","10","9","70","30","13","40.8205266976886","-73.9433134188895"
"DREW-HAMILTON","111","2","MANHATTAN","2680","FREDERICK DOUGLASS BOULEVARD","2680 FREDERICK DOUGLASS BOULEVARD","NEW YORK","NY","10030","1086081","2028","1","1020280001","232","MN03","Central Harlem North-Polo Grounds","10","9","70","30","13","40.8211836377524","-73.9428502264635"
"DREW-HAMILTON","111","3","MANHATTAN","2698","FREDERICK DOUGLASS BOULEVARD","2698 FREDERICK DOUGLASS BOULEVARD","NEW YORK","NY","10030","1060431","2029","1","1020290001","232","MN03","Central Harlem North-Polo Grounds","10","9","70","30","13","40.8217550609788","-73.9423902567863"
"DREW-HAMILTON","111","4","MANHATTAN","2430","A C POWELL BOULEVARD","2430 A C POWELL BOULEVARD","NEW YORK","NY","10030","1086083","2027","25","1020270025","230","MN03","Central Harlem North-Polo Grounds","10","9","70","30","13","40.8195509707024","-73.9409636586228"
"DREW-HAMILTON","111","5","MANHATTAN","200","WEST 143RD STREET","200 WEST 143RD STREET","NEW YORK","NY","10030","1060430","2028","16","1020280016","232","MN03","Central Harlem North-Polo Grounds","10","9","70","30","13","40.8205043667519","-73.9405970724623"
"DYCKMAN","41","1","MANHATTAN","177","NAGLE AVENUE","177 NAGLE AVENUE","NEW YORK","NY","10034","1080027","2216","1","1022160001","299","MN01","Marble Hill-Inwood","12","10","72","31","13","40.8611461965315","-73.9239729370657"
"DYCKMAN","41","2","MANHATTAN","3716","10TH AVENUE","3716 10TH AVENUE","NEW YORK","NY","10034","1080028","2216","1","1022160001","299","MN01","Marble Hill-Inwood","12","10","72","31","13","40.8596912809366","-73.9230296284836"
"DYCKMAN","41","3","MANHATTAN","195","NAGLE AVENUE","195 NAGLE AVENUE","NEW YORK","NY","10034","1080029","2216","1","1022160001","299","MN01","Marble Hill-Inwood","12","10","72","31","13","40.8614417320024","-73.9232006043959"
"DYCKMAN","41","4","MANHATTAN","3736","10TH AVENUE","3736 10TH AVENUE","NEW YORK","NY","10034","1080030","2216","1","1022160001","299","MN01","Marble Hill-Inwood","12","10","72","31","13","40.8603631603458","-73.9224742717027"
"DYCKMAN","41","5","MANHATTAN","213","NAGLE AVENUE","213 NAGLE AVENUE","NEW YORK","NY","10034","1080031","2216","1","1022160001","299","MN01","Marble Hill-Inwood","12","10","72","31","13","40.8617880034559","-73.922511869308"
"DYCKMAN","41","6","MANHATTAN","3758","10TH AVENUE","3758 10TH AVENUE","NEW YORK","NY","10034","1080032","2216","1","1022160001","299","MN01","Marble Hill-Inwood","12","10","72","31","13","40.8610272595652","-73.9219230403977"
"DYCKMAN","41","7","MANHATTAN","3784","10TH AVENUE","3784 10TH AVENUE","NEW YORK","NY","10034","1080033","2216","1","1022160001","299","MN01","Marble Hill-Inwood","12","10","72","31","13","40.8617974675899","-73.9216756523941"
"EAGLE AVENUE-EAST 163RD STREET","224","1","BRONX","905","EAGLE AVENUE","905 EAGLE AVENUE","BRONX","NY","10456","2004383","2620","36","2026200036","141","BX35","Morrisania-Melrose","3","17","79","32","15","40.8229347232534","-73.9081733992341"
"EAST 152ND STREET-COURTLANDT AVENUE","237","1","BRONX","372","EAST 152ND STREET","372 EAST 152ND STREET","BRONX","NY","10455","2090413","2398","14","2023980014","67","BX34","Melrose South-Mott Haven North","1","17","84","32","15","40.8183729428402","-73.9177560905675"
"EAST 152ND STREET-COURTLANDT AVENUE","237","2","BRONX","370","EAST 153RD STREET","370 EAST 153RD STREET","BRONX","NY","10455","2088143","2399","10","2023990010","67","BX34","Melrose South-Mott Haven North","1","17","84","32","15","40.8190290528221","-73.9174723500447"
"EAST 165TH STREET-BRYANT AVENUE","304","1","BRONX","1084","BRYANT AVENUE","1084 BRYANT AVENUE","BRONX","NY","10459","2006274","2757","1","2027570001","12102","BX27","Hunts Point","2","17","85","32","15","40.8257092954548","-73.8886427293925"
"EAST 165TH STREET-BRYANT AVENUE","304","1","BRONX","1080","BRYANT AVENUE","1080 BRYANT AVENUE","BRONX","NY","10459","2006274","2757","1","2027570001","12102","BX27","Hunts Point","2","17","85","32","15","40.8256056059956","-73.8886268459816"
"EAST 165TH STREET-BRYANT AVENUE","304","1","BRONX","1074","BRYANT AVENUE","1074 BRYANT AVENUE","BRONX","NY","10459","2006274","2757","1","2027570001","12102","BX27","Hunts Point","2","17","85","32","15","40.8254653258303","-73.8886110238729"
"EAST 165TH STREET-BRYANT AVENUE","304","1","BRONX","1070","BRYANT AVENUE","1070 BRYANT AVENUE","BRONX","NY","10459","2006274","2757","1","2027570001","12102","BX27","Hunts Point","2","17","85","32","15","40.825343347867","-73.8886032002184"
"EAST 165TH STREET-BRYANT AVENUE","304","2","BRONX","1134","EAST 165TH STREET","1134 EAST 165TH STREET","BRONX","NY","10459","2092031","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8251145990428","-73.8880069843407"
"EAST 165TH STREET-BRYANT AVENUE","304","2","BRONX","1130","EAST 165TH STREET","1130 EAST 165TH STREET","BRONX","NY","10459","2092031","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8251025654534","-73.8881755981945"
"EAST 165TH STREET-BRYANT AVENUE","304","2","BRONX","1124","EAST 165TH STREET","1124 EAST 165TH STREET","BRONX","NY","10459","2092031","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8251027288168","-73.8883441891496"
"EAST 165TH STREET-BRYANT AVENUE","304","2","BRONX","1120","EAST 165TH STREET","1120 EAST 165TH STREET","BRONX","NY","10459","2092031","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8250989771442","-73.8884807726123"
"EAST 165TH STREET-BRYANT AVENUE","304","3","BRONX","1040","BRYANT AVENUE","1040 BRYANT AVENUE","BRONX","NY","10459","2092032","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8244947432129","-73.8885356868297"
"EAST 165TH STREET-BRYANT AVENUE","304","3","BRONX","1034","BRYANT AVENUE","1034 BRYANT AVENUE","BRONX","NY","10459","2092032","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8243910605791","-73.8885278327787"
"EAST 165TH STREET-BRYANT AVENUE","304","3","BRONX","1030","BRYANT AVENUE","1030 BRYANT AVENUE","BRONX","NY","10459","2092032","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8242751747785","-73.8885119702961"
"EAST 165TH STREET-BRYANT AVENUE","304","3","BRONX","1024","BRYANT AVENUE","1024 BRYANT AVENUE","BRONX","NY","10459","2092032","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8241531976849","-73.8885041469614"
"EAST 165TH STREET-BRYANT AVENUE","304","3","BRONX","1020","BRYANT AVENUE","1020 BRYANT AVENUE","BRONX","NY","10459","2092032","2756","10","2027560010","119","BX27","Hunts Point","2","17","85","32","15","40.8240556063312","-73.8884882539189"
"EAST 165TH STREET-BRYANT AVENUE","304","4","BRONX","1080","EAST 165TH STREET","1080 EAST 165TH STREET","BRONX","NY","10459","2006114","2749","25","2027490025","119","BX27","Hunts Point","2","17","85","32","15","40.8250074939721","-73.8903778762138"
"EAST 165TH STREET-BRYANT AVENUE","304","4","BRONX","1084","EAST 165TH STREET","1084 EAST 165TH STREET","BRONX","NY","10459","2006114","2749","25","2027490025","119","BX27","Hunts Point","2","17","85","32","15","40.8250127958384","-73.8901807535953"
"EAST 165TH STREET-BRYANT AVENUE","304","4","BRONX","1090","EAST 165TH STREET","1090 EAST 165TH STREET","BRONX","NY","10459","2006114","2749","25","2027490025","119","BX27","Hunts Point","2","17","85","32","15","40.825026981952","-73.8900273602106"
"EAST 165TH STREET-BRYANT AVENUE","304","4","BRONX","1094","EAST 165TH STREET","1094 EAST 165TH STREET","BRONX","NY","10459","2006114","2749","25","2027490025","119","BX27","Hunts Point","2","17","85","32","15","40.8250323138952","-73.889862351052"
"EAST 165TH STREET-BRYANT AVENUE","304","5","BRONX","1100","EAST 165TH STREET","1100 EAST 165TH STREET","BRONX","NY","10459","2006103","2748","25","2027480025","119","BX27","Hunts Point","2","17","85","32","15","40.8250510321828","-73.889355929169"
"EAST 165TH STREET-BRYANT AVENUE","304","5","BRONX","1110","EAST 165TH STREET","1110 EAST 165TH STREET","BRONX","NY","10459","2006103","2748","25","2027480025","119","BX27","Hunts Point","2","17","85","32","15","40.8250570070151","-73.8892274683557"
"EAST 173RD STREET-VYSE AVENUE","338","1","BRONX","1463","VYSE AVENUE","1463 VYSE AVENUE","BRONX","NY","10460","2117758","2988","19","2029880019","157","BX75","Crotona Park East","3","17","79","32","15","40.8319923161207","-73.8889766178987"
"EAST 173RD STREET-VYSE AVENUE","338","1","BRONX","1465","VYSE AVENUE","1465 VYSE AVENUE","BRONX","NY","10460","2117758","2988","19","2029880019","157","BX75","Crotona Park East","3","17","79","32","15","40.8320898377006","-73.8889202521905"
"EAST 173RD STREET-VYSE AVENUE","338","1","BRONX","1467","VYSE AVENUE","1467 VYSE AVENUE","BRONX","NY","10460","2117758","2988","19","2029880019","157","BX75","Crotona Park East","3","17","79","32","15","40.8321873660862","-73.8888719137897"
"EAST 173RD STREET-VYSE AVENUE","338","1","BRONX","1469","VYSE AVENUE","1469 VYSE AVENUE","BRONX","NY","10460","2117758","2988","19","2029880019","157","BX75","Crotona Park East","3","17","79","32","15","40.8322726904248","-73.8888155681454"
"EAST 173RD STREET-VYSE AVENUE","338","1","BRONX","1471","VYSE AVENUE","1471 VYSE AVENUE","BRONX","NY","10460","2117758","2988","19","2029880019","157","BX75","Crotona Park East","3","17","79","32","15","40.8323641128778","-73.8887592121606"
"EAST 173RD STREET-VYSE AVENUE","338","2","BRONX","1475","VYSE AVENUE","1475 VYSE AVENUE","BRONX","NY","10460","2117757","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8325103902914","-73.8886706470537"
"EAST 173RD STREET-VYSE AVENUE","338","2","BRONX","1477","VYSE AVENUE","1477 VYSE AVENUE","BRONX","NY","10460","2117757","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8325950293056","-73.8886255472111"
"EAST 173RD STREET-VYSE AVENUE","338","2","BRONX","1479","VYSE AVENUE","1479 VYSE AVENUE","BRONX","NY","10460","2117757","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8326925498024","-73.8885691792935"
"EAST 173RD STREET-VYSE AVENUE","338","2","BRONX","1481","VYSE AVENUE","1481 VYSE AVENUE","BRONX","NY","10460","2117757","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8327778739858","-73.8885128328329"
"EAST 173RD STREET-VYSE AVENUE","338","3","BRONX","1485","VYSE AVENUE","1485 VYSE AVENUE","BRONX","NY","10460","2092186","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8329546359447","-73.8884161855631"
"EAST 173RD STREET-VYSE AVENUE","338","3","BRONX","1487","VYSE AVENUE","1487 VYSE AVENUE","BRONX","NY","10460","2092186","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8330460590925","-73.8883598284504"
"EAST 173RD STREET-VYSE AVENUE","338","3","BRONX","1489","VYSE AVENUE","1489 VYSE AVENUE","BRONX","NY","10460","2092186","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8331493589998","-73.8882896901517"
"EAST 173RD STREET-VYSE AVENUE","338","3","BRONX","1491","VYSE AVENUE","1491 VYSE AVENUE","BRONX","NY","10460","2092186","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8332468793244","-73.8882333224579"
"EAST 173RD STREET-VYSE AVENUE","338","3","BRONX","1493","VYSE AVENUE","1493 VYSE AVENUE","BRONX","NY","10460","2092186","2988","18","2029880018","157","BX75","Crotona Park East","3","17","79","32","15","40.8333322111201","-73.8881850038921"
"EAST 173RD STREET-VYSE AVENUE","338","4","BRONX","1520","HOE AVENUE","1520 HOE AVENUE","BRONX","NY","10460","2010652","2989","1","2029890001","157","BX75","Crotona Park East","3","17","79","32","15","40.8339218595335","-73.8885215601892"
"EAST 173RD STREET-VYSE AVENUE","338","4","BRONX","1524","HOE AVENUE","1524 HOE AVENUE","BRONX","NY","10460","2010652","2989","1","2029890001","157","BX75","Crotona Park East","3","17","79","32","15","40.8340254712347","-73.888457151892"
"EAST 173RD STREET-VYSE AVENUE","338","4","BRONX","1528","HOE AVENUE","1528 HOE AVENUE","BRONX","NY","10460","2010652","2989","1","2029890001","157","BX75","Crotona Park East","3","17","79","32","15","40.8341168934855","-73.8884007939302"
"EAST 173RD STREET-VYSE AVENUE","338","5","BRONX","1550","HOE AVENUE","1550 HOE AVENUE","BRONX","NY","10460","2092191","2989","11","2029890011","157","BX75","Crotona Park East","3","17","79","32","15","40.8344610334496","-73.8882228305982"
