"sr","request_date","site_street_address","borocode","community_board","block","lot","violation","permit","homeowner_contractor","attempt","violation_issue_date","assigned_date","inspection_date","pass_fail","reason_for_failure","car_needed_y_n","date_results_are_mailed","expedited","vdd","postcode","borough","latitude","longitude","council_district","census_tract","bin","bbl","nta"
"Email","2017-09-29T00:00:00.000","4206 AVENUE R","3","18","8486","38","18247","B042016355A07","H","2","1996-02-07T00:00:00.000","2017-10-05T00:00:00.000","2017-10-05T00:00:00.000","Pass",,"false","2017-10-06T00:00:00.000","true","2017-10-06T00:00:00.000","11234","BROOKLYN","40.615889","-73.930516","46","652","3239472","3084860038","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"1-1-1467641183","2017-09-29T00:00:00.000","567 LOGAN AVENUE","2","10","5440","41","28241","X042017268A03","C","1","2014-06-30T00:00:00.000","2017-10-10T00:00:00.000","2017-10-17T00:00:00.000","Pass","NA","false","2017-11-13T00:00:00.000","true","2017-11-13T00:00:00.000","10465","BRONX","40.824314","-73.818144","13","158","2077176","2054400041","Schuylerville-Throgs Neck-Edgewater Park"
"1-1-1468590466","2017-09-29T00:00:00.000","3464 ELY AVENUE","2","12","4885","76","32075","X042017261A12","H","1","2017-08-03T00:00:00.000","2017-10-30T00:00:00.000","2017-11-09T00:00:00.000","Pass",,"false","2017-12-18T00:00:00.000","false","2017-12-18T00:00:00.000","10469","BRONX","40.879521","-73.840808","12","46202","2065518","2048850076","Co-op City"
"1-1-1467243863","2017-09-29T00:00:00.000","50-12 UTOPIA PARKWAY","4","11","5595","34","51478","Q042017268A11","H","1","2010-05-26T00:00:00.000","2017-11-13T00:00:00.000","2017-11-22T00:00:00.000","Fail – 4+ Family/Commercial","Joint Seal","false","2017-12-20T00:00:00.000","false",,"11365","QUEENS","40.743998","-73.792611","20","1417","4126419","4055950034","Auburndale"
"1-1-1467592280","2017-09-29T00:00:00.000","769 EMPIRE AVENUE","4","14","15552","33","53754","Q042013336014","C","1","2010-10-08T00:00:00.000","2017-11-04T00:00:00.000","2017-11-09T00:00:00.000","Fail – 4+ Family/Commercial","Trip Hazard","false","2018-02-08T00:00:00.000","false",,"11691","QUEENS","40.605197","-73.744881","31","103202","4298155","4155520033","Far Rockaway-Bayswater"
"1-1-1467315730","2017-09-29T00:00:00.000","119-24 80 ROAD","4","9","3349","19","60959","Q012014086554","C","1","2012-06-13T00:00:00.000","2017-10-30T00:00:00.000","2017-11-06T00:00:00.000","Fail – 4+ Family/Commercial","1, 3","false","2017-11-29T00:00:00.000","false",,"11415","QUEENS","40.712648","-73.83186","29","773","4080018","4033490019","Kew Gardens"
"1-1-1467318718","2017-09-29T00:00:00.000","242-23 VAN ZANDT AVENUE","4","11","8186","29","62826","Q042012268044","C","1","2012-08-28T00:00:00.000","2017-11-13T00:00:00.000","2017-11-17T00:00:00.000","Fail – 4+ Family/Commercial","Joint Seal , Expansion Joint","false","2017-12-22T00:00:00.000","false",,"11362","QUEENS","40.76086","-73.741636","19","150701","4170169","4081860029","Douglas Manor-Douglaston-Little Neck"
"1-1-1467546921","2017-09-29T00:00:00.000","36-04 192 STREET","4","11","5309","21","64054","Q042017242A43","H","1","2013-02-26T00:00:00.000","2017-11-13T00:00:00.000","2017-11-22T00:00:00.000","Fail – 4+ Family/Commercial","Expansion Joint, Joint seal","false","2017-12-22T00:00:00.000","false","2018-03-22T00:00:00.000","11358","QUEENS","40.763451","-73.79024","19","1139","4120032","4053090021","Auburndale"
"1-1-1467660293","2017-09-29T00:00:00.000","91-42 113 STREET","4","9","9319","11","78450","Q042017261A38","C","1","2016-12-29T00:00:00.000","2017-10-30T00:00:00.000","2017-11-02T00:00:00.000","Pass",,"false","2017-12-15T00:00:00.000","false","2017-12-15T00:00:00.000","11418","QUEENS","40.694662","-73.834077","28","124","4195638","4093190011","Richmond Hill"
"1-1-1467506418","2017-09-29T00:00:00.000","126-18 149 AVENUE","4","10","11869","34","80251","Q042017191A21","H","1","2017-04-18T00:00:00.000","2017-11-06T00:00:00.000","2017-11-09T00:00:00.000","Pass",,"false","2017-12-18T00:00:00.000","false","2017-12-18T00:00:00.000","11420","QUEENS","40.667345","-73.813865","28","84601","4257482","4118690034","South Ozone Park"
"1-1-1467285785","2017-09-29T00:00:00.000","2650 BATH AVENUE","3","13","6899","36","80822","B042017192A12","C","1","2015-11-09T00:00:00.000","2017-11-13T00:00:00.000","2017-11-15T00:00:00.000","Fail – 4+ Family/Commercial","1","false","2017-11-30T00:00:00.000","false",,"11214","BROOKLYN","40.592046","-73.987167","47","306","3186858","3068990036","Gravesend"
"1-1-1467688351","2017-09-29T00:00:00.000","63-25 SAUNDERS STREET","4","6","3080","51","82238","Q042017229A25","C","1","2017-07-21T00:00:00.000","2017-11-13T00:00:00.000","2017-11-21T00:00:00.000","Fail – 4+ Family/Commercial","Expansion Joint","false","2017-12-20T00:00:00.000","false",,"11374","QUEENS","40.729746","-73.864048","29","693","4072079","4030800051","Rego Park"
"1-1-1467535884","2017-09-29T00:00:00.000","43 EAST 2 STREET","3","7","5271","56","84172","B042017250A02","H","2","2016-06-09T00:00:00.000","2017-10-30T00:00:00.000","2017-11-01T00:00:00.000","Pass",,"false","2017-11-21T00:00:00.000","false","2017-11-21T00:00:00.000","11218","BROOKLYN","40.650954","-73.979779","39","1502","3122335","3052710056","Windsor Terrace"
"1-1-1463171463","2017-09-29T00:00:00.000","1351 HANCOCK STREET","3","4","3392","57","86213","B042017262A16","H","1","2016-10-17T00:00:00.000","2017-10-30T00:00:00.000","2017-12-15T00:00:00.000","Fail – 4+ Family/Commercial","1, 3","false","2017-12-26T00:00:00.000","false",,"11237","BROOKLYN","40.694658","-73.908807","37","437","3078076","3033920057","Bushwick North"
"1-1-1468633896","2017-09-29T00:00:00.000","541 ELDERT LANE","3","5","4224","22","87054","B042017262A17","C","1","2017-01-18T00:00:00.000","2017-11-15T00:00:00.000","2017-11-21T00:00:00.000","Pass",,"false","2017-12-21T00:00:00.000","false","2017-12-21T00:00:00.000","11208","BROOKLYN","40.677632","-73.864818","37","1202","3094836","3042240022","Cypress Hills-City Line"
"1-1-1467362790","2017-09-29T00:00:00.000","7310 COLONIAL ROAD","3","10","5915","43","87826","B042017268A13","H","1","2017-02-23T00:00:00.000","2017-10-30T00:00:00.000","2017-11-08T00:00:00.000","Fail – 4+ Family/Commercial","1, no exp jnt","false","2017-11-21T00:00:00.000","false",,"11209","BROOKLYN","40.633876","-74.0327","43","38","3147735","3059150043","Bay Ridge"
"1-1-1467218977","2017-09-29T00:00:00.000","1278 HANCOCK STREET","3","4","3398","26","89332","B042017223A12","H","1","2017-06-29T00:00:00.000","2017-11-06T00:00:00.000","2017-11-08T00:00:00.000","Fail – 4+ Family/Commercial","Trip hazord","false","2018-02-23T00:00:00.000","false",,"11221","BROOKLYN","40.693133","-73.910277","37","437","3078354","3033980026","Bushwick North"
"1-1-1311489701","2016-09-29T00:00:00.000","81 ROME AVENUE","5","2","3179","36","10708","S042016246A00","C","1","2011-03-09T00:00:00.000","2016-10-20T00:00:00.000","2016-11-18T00:00:00.000","Pass",,"false","2016-11-30T00:00:00.000","false","2016-11-30T00:00:00.000","10304","STATEN IS","40.601776","-74.092171","50","50","5046777","5031790036","Grasmere-Arrochar-Ft. Wadsworth"
"1-1-1311238313","2016-09-29T00:00:00.000","418 ADAMS AVENUE","5","2","3722","62","16262","S042016257A00","C","1","2016-08-01T00:00:00.000","2016-10-20T00:00:00.000","2016-11-10T00:00:00.000","Fail – 4+ Family/Commercial","No tunc dome","false","2016-12-13T00:00:00.000","false",,"10306","STATEN IS","40.577803","-74.094964","50","11201","5054093","5037220062","Old Town-Dongan Hills-South Beach"
"1-1-1311340265","2016-09-29T00:00:00.000","160 EAST 65 STREET","1","8","1399","33","16467","M042016239A27","C","1","1999-06-04T00:00:00.000","2016-10-20T00:00:00.000","2016-11-03T00:00:00.000","Fail – 4+ Family/Commercial","construction on S/W","false","2017-04-06T00:00:00.000","false",,"10065","MANHATTAN","40.765676","-73.964734","4","120","1042369","1013990033","Upper East Side-Carnegie Hill"
"1-1-1311463471","2016-09-29T00:00:00.000","84-64 169 STREET","4","8","9860","38","21650","Q012012345030","C","1","1998-11-15T00:00:00.000","2016-10-31T00:00:00.000","2016-11-05T00:00:00.000","Pass",,"false","2016-11-29T00:00:00.000","false","2016-11-29T00:00:00.000","11432","QUEENS","40.714922","-73.795172","24","454","4210912","4098600038","Briarwood-Jamaica Hills"
"1-1-1311538181","2016-09-29T00:00:00.000","2954 NOSTRAND AVENUE","3","15","7690","98","24150","B042001263010","C","1","1998-10-15T00:00:00.000","2016-11-28T00:00:00.000","2016-12-14T00:00:00.000","Fail – 4+ Family/Commercial","1,3,6a,6b","false","2016-12-28T00:00:00.000","false","2017-11-21T00:00:00.000","11229","BROOKLYN","40.6124","-73.94413","45","642","3211310","3076900098","Madison"
"1-1-1311550859","2016-09-29T00:00:00.000","2038 2 AVENUE","1","11","1676","49","26376","M042016266A10","C","1","2016-06-28T00:00:00.000","2016-10-20T00:00:00.000","2016-11-10T00:00:00.000","Pass",,"false","2016-12-21T00:00:00.000","false","2016-12-21T00:00:00.000","10029","MANHATTAN","40.789884","-73.942963","8","170","1000000","1016760049","East Harlem South"
"1-1-1311439209","2016-09-29T00:00:00.000","1604 FOWLER AVENUE","2","11","4092","41","30481","X042016264A09","C","1","2016-04-01T00:00:00.000","2017-08-04T00:00:00.000","2016-11-03T00:00:00.000","Fail – 4+ Family/Commercial","1,3,4,6C (Updated sketch to be sent)","false","2016-11-23T00:00:00.000","true",,"10462","BRONX","40.844119","-73.856441","13","244","2044388","2040920041","Van Nest-Morris Park-Westchester Square"
"Email","2016-09-29T00:00:00.000","8814 3 AVENUE","3","10","6061","41","33551","B042008242010","C","1","1999-08-16T00:00:00.000","2016-10-11T00:00:00.000","2016-10-13T00:00:00.000","Fail – 4+ Family/Commercial","1","false","2016-11-01T00:00:00.000","true",,"11209","BROOKLYN","40.621881","-74.031718","43","60","3154020","3060610041","Bay Ridge"
"1-1-1311340277","2016-09-29T00:00:00.000","87-17 LIBERTY AVENUE","4","10","9107","25","35748","Q042016272A15","H","1","2003-11-20T00:00:00.000","2016-10-24T00:00:00.000","2016-10-25T00:00:00.000","Fail – 4+ Family/Commercial","1,3","false","2016-12-07T00:00:00.000","false",,"11417","QUEENS","40.679888","-73.850853","32","54","4189448","4091070025","Ozone Park"
"1-1-1311474727","2016-09-29T00:00:00.000","427 ALLEN AVENUE","3","15","8830","15","52540","B042016273A10","C","3","2007-02-20T00:00:00.000","2016-11-17T00:00:00.000","2016-11-22T00:00:00.000","Fail – 4+ Family/Commercial","1,3","false","2016-11-30T00:00:00.000","true",,"11229","BROOKLYN","40.594934","-73.932964","46","626","3248520","3088300015","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"1-1-1311167661","2016-09-29T00:00:00.000","690 MIDWOOD STREET","3","9","4805","32","57037","B042016271A01","H","1","2009-08-07T00:00:00.000","2016-11-28T00:00:00.000","2016-12-30T00:00:00.000","Fail – 4+ Family/Commercial","NO JOINTS, NO SEALER","false","2017-02-08T00:00:00.000","false",,"11203","BROOKLYN","40.660883","-73.938063","41","87401","3107107","3048050032","Prospect Lefferts Gardens-Wingate"
"1-1-1311347054","2016-09-29T00:00:00.000","60-79 68 AVENUE","4","5","3532","37","58228","Q042016232A14","H","2","2012-01-13T00:00:00.000","2016-10-31T00:00:00.000","2016-11-10T00:00:00.000","Pass",,"false","2016-12-07T00:00:00.000","false","2016-12-07T00:00:00.000","11385","QUEENS","40.704935","-73.897129","30","585","4085096","4035320037","Ridgewood"
"1-1-1311498212","2016-09-29T00:00:00.000","319 DITMAS AVENUE","3","12","5387","46","60407","B042016175A02","H","2","2010-06-18T00:00:00.000","2016-11-28T00:00:00.000","2016-12-13T00:00:00.000","Pass",,"false","2017-01-24T00:00:00.000","false","2017-01-24T00:00:00.000","11218","BROOKLYN","40.635816","-73.975705","39","490","3126702","3053870046","Kensington-Ocean Parkway"
"1-1-1311442003","2016-09-29T00:00:00.000","119-09 232 STREET","4","13","12792","54","63541","Q012012354092","C","1","2012-10-10T00:00:00.000","2016-10-11T00:00:00.000","2016-10-12T00:00:00.000","Pass",,"false","2016-10-20T00:00:00.000","true","2016-10-20T00:00:00.000","11411","QUEENS","40.688334","-73.731535","27","614","4275791","4127920054","Cambria Heights"
"Phone call","2016-09-29T00:00:00.000","30-78 44 STREET","4","1","697","96","71994","Q012016252A69","C","1","2015-06-19T00:00:00.000","2016-10-15T00:00:00.000","2016-10-15T00:00:00.000","Pass","NA","false","2016-11-29T00:00:00.000","false","2016-11-29T00:00:00.000","11103","QUEENS","40.760393","-73.913442","22","149","4012025","4006970096","Astoria"
"1-1-1311431990","2016-09-29T00:00:00.000","59-61 69 LANE","4","5","2832","48","74437","Q042016214A14","C","1","2015-12-28T00:00:00.000","2016-10-31T00:00:00.000","2016-11-04T00:00:00.000","Fail – 4+ Family/Commercial","No Trunc. Dome","true","2016-12-14T00:00:00.000","false",,"11378","QUEENS","40.723251","-73.891","30","66701","4063715","4028320048","Middle Village"
"Email","2016-09-29T00:00:00.000","625 PRESIDENT STREET","3","6","955","62","75435","B012014254094","C","1","2013-08-07T00:00:00.000","2016-10-11T00:00:00.000","2016-10-13T00:00:00.000","Pass",,"false","2016-10-26T00:00:00.000","true","2016-10-26T00:00:00.000","11215","BROOKLYN","40.676242","-73.982068","39","133","3020085","3009550062","Park Slope-Gowanus"
"1-1-1311560885","2016-09-29T00:00:00.000","45-09 166 STREET","4","7","5445","36","76063","Q042016207A11","C","1","2016-06-23T00:00:00.000","2016-10-31T00:00:00.000","2016-11-02T00:00:00.000","Pass",,"false","2016-12-06T00:00:00.000","false","2016-12-06T00:00:00.000","11358","QUEENS","40.755614","-73.800851","19","1195","4123422","4054450036","East Flushing"
"1-1-1311544896","2016-09-29T00:00:00.000","89-13 133 STREET","4","9","9362","23","76121","Q042016238A11","H","1","2016-06-23T00:00:00.000","2016-10-31T00:00:00.000","2016-11-09T00:00:00.000","Pass",,"false","2016-12-07T00:00:00.000","false","2016-12-07T00:00:00.000","11418","QUEENS","40.699796","-73.818264","29","14202","4196863","4093620023","Richmond Hill"
"1-1-1311246314","2016-09-29T00:00:00.000","79-67 69 ROAD","4","5","3800","54","77068","Q042016148A25","C","1","2016-08-23T00:00:00.000","2016-10-31T00:00:00.000","2016-11-10T00:00:00.000","Pass",,"false","2016-12-22T00:00:00.000","false","2016-12-22T00:00:00.000","11379","QUEENS","40.709199","-73.871008","30","621","4092337","4038000054","Middle Village"
"1-1-1311575121","2016-09-29T00:00:00.000","31 JORALEMON STREET","3","2","252","60","78471","B042016264A16","C","1","2014-11-25T00:00:00.000","2016-11-28T00:00:00.000","2016-12-28T00:00:00.000","Pass",,"false","2017-02-07T00:00:00.000","false","2017-02-07T00:00:00.000","11201","BROOKLYN","40.693777","-73.998568","33","301","3002170","3002520060","Brooklyn Heights-Cobble Hill"
"1-1-1311402151","2016-09-29T00:00:00.000","2436 EAST 22 STREET","3","15","7422","218","81322","B042016217A15","C","1","2016-02-11T00:00:00.000","2016-11-28T00:00:00.000","2016-12-14T00:00:00.000","Pass",,"false","2017-01-24T00:00:00.000","false","2017-01-24T00:00:00.000","11235","BROOKLYN","40.592107","-73.948036","48","59401","3203221","3074220218","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"1-1-1311341396","2016-09-29T00:00:00.000","2043 82 STREET","3","11","6298","56","85338","B042016272A29","C","1","2016-08-12T00:00:00.000","2016-11-28T00:00:00.000","2016-12-19T00:00:00.000","Pass",,"false","2017-01-27T00:00:00.000","false","2017-01-27T00:00:00.000","11214","BROOKLYN","40.606295","-73.99489","47","288","3163896","3062980056","Bensonhurst West"
"1-1-1311238361","2016-09-29T00:00:00.000","25-22 37 STREET","4","1","652","55","999999999","Q042016273A05","H","1","9999-09-09T00:00:00.000","2016-10-15T00:00:00.000","2016-10-15T00:00:00.000","Fail – 4+ Family/Commercial","BROKEN, TRIP HAZARD (new PIR)","false","2016-11-01T00:00:00.000","false",,"11103","QUEENS","40.768413","-73.91354","22","6502","4010106","4006520055","Astoria"
"1-1-1311517871","2016-09-29T00:00:00.000","104-67 41 AVENUE","4","4","1984","47","999999999","Q042016270A14","C","1","9999-09-09T00:00:00.000","2016-10-31T00:00:00.000","2016-11-22T00:00:00.000","Fail – 4+ Family/Commercial","No Exp. Jnts","true","2016-12-30T00:00:00.000","false",,"11368","QUEENS","40.749299","-73.860847","21","403","4048791","4019840047","North Corona"
"1-1-1311363033","2016-09-29T00:00:00.000","60-69 70 AVENUE","4","5","3536","42","999999999","Q042016218A27","C","1","9999-09-09T00:00:00.000","2016-10-31T00:00:00.000","2016-11-10T00:00:00.000","Pass",,"false","2016-11-29T00:00:00.000","false",,"11385","QUEENS","40.702278","-73.896322","30","583","4085265","4035360042","Ridgewood"
"1-1-1311263915","2016-09-29T00:00:00.000","69-27 197 STREET","4","8","7150","54","999999999","Q042016264A26","C","1","9999-09-09T00:00:00.000","2016-10-31T00:00:00.000","2017-01-18T00:00:00.000","Fail – 4+ Family/Commercial","6c, no expansion joints","true","2016-12-30T00:00:00.000","false",,"11365","QUEENS","40.736753","-73.775695","23","1347","4153761","4071500054","Fresh Meadows-Utopia"
"1-1-1311542873","2016-09-29T00:00:00.000","127-18 143 STREET","4","10","12060","288","999999999","Q042015121A13","C","1","9999-09-09T00:00:00.000","2016-10-31T00:00:00.000","2016-10-31T00:00:00.000","Pass",,"false","2016-12-07T00:00:00.000","false",,"11436","QUEENS","40.672889","-73.795738","28","790","4614615","4120600288","Baisley Park"
"1-1-1158633624","2015-09-29T00:00:00.000","3086 RICHMOND ROAD","5","3","4302","63","14764","S042015208A08","H","1","2014-05-28T00:00:00.000","2015-10-14T00:00:00.000","2015-10-20T00:00:00.000","Pass",,"false","2015-12-03T00:00:00.000","false","2015-12-03T00:00:00.000","10306","STATEN IS","40.575843","-74.124479","50","138","5058795","5043020063","Oakwood-Oakwood Beach"
"1-1-1158633566","2015-09-29T00:00:00.000","3080 RICHMOND ROAD","5","3","4302","67","14801","S042015208A07","H","1","2014-06-11T00:00:00.000","2015-10-14T00:00:00.000","2015-10-26T00:00:00.000","Pass",,"false","2015-12-03T00:00:00.000","false","2015-12-03T00:00:00.000","10306","STATEN IS","40.575832","-74.124224","50","138","5058796","5043020067","Oakwood-Oakwood Beach"
"1-1-1158376621","2015-09-29T00:00:00.000","51-39 65 PLACE","5","1","740","38","15097","S042015258A00","C","1","2014-10-20T00:00:00.000","2015-10-14T00:00:00.000","2017-01-18T00:00:00.000","Fail – 4+ Family/Commercial","1,3,6B","false","2015-12-03T00:00:00.000","false","2015-12-03T00:00:00.000",,,,,,,,,
"1-1-1158518711","2015-09-29T00:00:00.000","5824 AVENUE O","3","18","8380","39","24307","B042015240A10","H","3","1998-09-24T00:00:00.000","2015-10-08T00:00:00.000","2015-10-29T00:00:00.000","Fail – 4+ Family/Commercial","Broken, Trip Conditions, patch work","false","2015-11-13T00:00:00.000","false",,"11234","BROOKLYN","40.6171","-73.918646","46","688","3236254","3083800039","Flatlands"
"1-1-1158657661","2015-09-29T00:00:00.000","672 EAST 225 STREET","2","12","4826","79","29296","X042015247A08","C","1","2015-06-01T00:00:00.000","2015-10-26T00:00:00.000","2015-10-29T00:00:00.000","Pass",,"false","2015-11-19T00:00:00.000","false","2015-11-19T00:00:00.000","10466","BRONX","40.888142","-73.861543","12","394","2063001","2048260079","Williamsbridge-Olinville"
"1-1-1158614218","2015-09-29T00:00:00.000","2131 ELLIS AVENUE","2","9","3813","69","29366","X042015238A15","H","1","2015-06-10T00:00:00.000","2015-10-26T00:00:00.000","2015-11-06T00:00:00.000","Pass",,"false","2015-11-19T00:00:00.000","false","2015-11-19T00:00:00.000","10462","BRONX","40.832395","-73.853153","18","92","2026585","2038130069","Westchester-Unionport"
"1-1-1158643985","2015-09-29T00:00:00.000","640 EAST 216 STREET","2","12","4646","43","29642","X042015257A05","C","1","2015-08-04T00:00:00.000","2015-10-26T00:00:00.000","2015-10-29T00:00:00.000","Pass",,"false","2015-11-19T00:00:00.000","false","2015-11-19T00:00:00.000","10467","BRONX","40.881974","-73.866077","12","378","2057379","2046460043","Williamsbridge-Olinville"
"1-1-1157248094","2015-09-29T00:00:00.000","59-34 WOODBINE STREET","4","5","3500","30","33402","Q042004043001","C","1","2003-09-25T00:00:00.000","2015-10-05T00:00:00.000","2015-10-07T00:00:00.000","Pass",,"false","2015-10-16T00:00:00.000","true","2015-10-16T00:00:00.000","11385","QUEENS","40.706691","-73.901981","30","587","4083840","4035000030","Ridgewood"
"1-1-1158304645","2015-09-29T00:00:00.000","132-32 219 STREET","4","13","12928","82","47297","Q042015257A19","C","1","2008-08-27T00:00:00.000","2015-11-24T00:00:00.000","2016-01-05T00:00:00.000","Pass",,"false","2016-09-09T00:00:00.000","false","2016-09-09T00:00:00.000","11413","QUEENS","40.681257","-73.749577","31","626","4278401","4129280082","Laurelton"
"1-1-1158830621","2015-09-29T00:00:00.000","3400 SNYDER AVENUE","3","17","4905","1","59306","B042012163002","C","1","2010-04-22T00:00:00.000","2015-10-14T00:00:00.000","2015-11-27T00:00:00.000","Pass",,"false","2015-12-17T00:00:00.000","false","2015-12-17T00:00:00.000","11203","BROOKLYN","40.649161","-73.945368","45","856","3110167","3049050001","East Flatbush-Farragut"
"Email","2015-09-29T00:00:00.000","64-72 82 PLACE","4","5","3018","40","59486","Q012012278402","C","1","2012-04-18T00:00:00.000","2015-10-05T00:00:00.000","2015-10-07T00:00:00.000","Pass",,"false","2015-10-16T00:00:00.000","true","2015-10-16T00:00:00.000","11379","QUEENS","40.718814","-73.870914","30","677","4070159","4030180040","Middle Village"
"1-1-1158632819","2015-09-29T00:00:00.000","2280 EAST 24 STREET","3","15","7382","33","64834","B042015259A09","C","1","2010-12-03T00:00:00.000","2015-10-14T00:00:00.000","2015-10-21T00:00:00.000","Pass",,"false","2015-10-26T00:00:00.000","false","2015-10-26T00:00:00.000","11229","BROOKLYN","40.595957","-73.946873","48","59401","3201138","3073820033","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"1-1-1158473171","2015-09-29T00:00:00.000","60-21 75 STREET","4","5","2845","104","65586","Q042015265A06","C","1","2013-07-09T00:00:00.000","2015-10-14T00:00:00.000","2015-10-20T00:00:00.000","Pass",,"false","2015-10-29T00:00:00.000","false","2015-10-29T00:00:00.000","11379","QUEENS","40.723875","-73.885995","30","669","4064436","4028450104","Middle Village"
"1-1-1158563072","2015-09-29T00:00:00.000","18-01 21 ROAD","4","1","896","49","69461","Q042015244A05","C","1","2014-08-29T00:00:00.000","2015-10-14T00:00:00.000","2015-11-02T00:00:00.000","Pass",,"false","2015-12-11T00:00:00.000","false","2015-12-11T00:00:00.000","11105","QUEENS","40.783402","-73.91802","22","103","4020353","4008960049","Steinway"
"Community Outreach","2015-09-29T00:00:00.000","58-43 255 STREET","4","11","8351","16","69545","Q042015271A18","C","1","2014-09-15T00:00:00.000","2015-10-05T00:00:00.000","2015-10-06T00:00:00.000","Pass",,"false","2015-11-05T00:00:00.000","true","2015-11-05T00:00:00.000","11362","QUEENS","40.761319","-73.725173","23","152902","4172990","4083510016","Douglas Manor-Douglaston-Little Neck"
"1-1-1158695001","2015-09-29T00:00:00.000","94-29 41 ROAD","4","4","1590","32","71233","Q042015224A05","H","1","2015-05-04T00:00:00.000","2015-10-08T00:00:00.000","2015-10-20T00:00:00.000","Fail – 4+ Family/Commercial","expasnions joint not installed or selaed","false","2015-10-30T00:00:00.000","false",,"11373","QUEENS","40.746187","-73.871168","21","465","4039677","4015900032","Elmhurst"
"1-1-1158407715","2015-09-29T00:00:00.000","61-21 183 STREET","4","8","7072","46","71630","Q042015194A51","H","1","2015-05-22T00:00:00.000","2015-10-26T00:00:00.000","2015-10-28T00:00:00.000","Pass",,"false","2015-11-20T00:00:00.000","false","2015-11-20T00:00:00.000","11365","QUEENS","40.738974","-73.790808","24","1341","4152808","4070720046","Fresh Meadows-Utopia"
"1-1-1158674983","2015-09-29T00:00:00.000","80-59 232 STREET","4","13","7918","54","72488","Q042015247A14","C","1","2015-07-28T00:00:00.000","2015-11-24T00:00:00.000","2015-12-03T00:00:00.000","Pass",,"false","2015-12-21T00:00:00.000","false","2015-12-21T00:00:00.000","11427","QUEENS","40.736105","-73.739051","23","1301","4165941","4079180054","Bellerose"
"1-1-1158597752","2015-09-29T00:00:00.000","33-33 155 STREET","4","7","5240","25","72674","Q042015244A32","C","1","2015-08-04T00:00:00.000","2015-11-09T00:00:00.000","2015-11-24T00:00:00.000","Pass","Reasgn","false","2015-12-18T00:00:00.000","false","2015-12-18T00:00:00.000","11354","QUEENS","40.768046","-73.809533","19","1151","4118437","4052400025","Murray Hill"
"1-1-1158675167","2015-09-29T00:00:00.000","33-55 BELL BOULEVARD","4","11","6116","15","72732","Q042015251A34","C","1","2015-08-05T00:00:00.000","2015-11-30T00:00:00.000","2015-12-31T00:00:00.000","Pass",,"false","2016-09-08T00:00:00.000","false","2016-09-08T00:00:00.000","11361","QUEENS","40.770705","-73.774159","19","1097","4135930","4061160015","Bayside-Bayside Hills"
"1-1-1158466707","2015-09-29T00:00:00.000","107-14 106 STREET","4","10","9543","12","72908","Q042015265A09","H","1","2015-08-20T00:00:00.000","2015-11-09T00:00:00.000","2015-11-25T00:00:00.000","Fail – 4+ Family/Commercial","No Jnt. Seal","false","2015-12-18T00:00:00.000","false","2016-02-04T00:00:00.000","11417","QUEENS","40.680832","-73.834389","32","94","4202924","4095430012","South Ozone Park"
"1-1-1158441019","2015-09-29T00:00:00.000","630 TROY AVENUE","3","9","4823","40","79456","B042015252A19","C","1","2015-05-19T00:00:00.000","2015-10-14T00:00:00.000","2015-10-23T00:00:00.000","Pass",,"false","2015-11-06T00:00:00.000","false","2015-11-06T00:00:00.000","11203","BROOKLYN","40.658176","-73.936901","41","87401","3107491","3048230040","Prospect Lefferts Gardens-Wingate"
"1-1-1158403104","2015-09-29T00:00:00.000","564 72 STREET","3","10","5910","33","79919","B042015243A07","H","2","2015-07-27T00:00:00.000","2015-10-14T00:00:00.000","2015-11-06T00:00:00.000","Pass",,"false","2015-12-04T00:00:00.000","false","2015-12-04T00:00:00.000","11209","BROOKLYN","40.630961","-74.020161","43","130","3147481","3059100033","Bay Ridge"
"1-1-1018045804","2014-09-29T00:00:00.000","460 ARMSTRONG AVENUE","5","3","5230","68","8428","S042014262A04","C","1","2009-04-08T00:00:00.000","2014-10-24T00:00:00.000","2014-11-01T00:00:00.000","Pass",,"false","2014-11-26T00:00:00.000","false","2014-11-01T00:00:00.000","10308","STATEN IS","40.544775","-74.15765","51","15601","5066397","5052300068","Great Kills"
"1-1-1018045810","2014-09-29T00:00:00.000","464 ARMSTRONG AVENUE","5","3","5230","66","8429","S042014274A02","C","1","2009-04-08T00:00:00.000",,"2014-11-01T00:00:00.000","Pass",,"false","2014-11-26T00:00:00.000","false","2014-11-01T00:00:00.000","10308","STATEN IS","40.544843","-74.157715","51","15601","5066396","5052300066","Great Kills"
"1-1-1018333976","2014-09-29T00:00:00.000","1270 WHITE PLAINS ROAD","2","9","3768","31","8907","X042014196A04","H","1","1999-04-15T00:00:00.000","2014-09-30T00:00:00.000","2014-09-30T00:00:00.000","Fail – 4+ Family/Commercial","Broken, Trip Hazard, Freestanding, Patchwork","false","2014-09-30T00:00:00.000","false","2014-10-03T00:00:00.000","10472","BRONX","40.832109","-73.862325","18","72","2024904","2037680031","Soundview-Bruckner"
