"brooklyn_condominium_property_boro_block_lot","brooklyn_condominium_property_condo_section","brooklyn_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","brooklyn_condominium_property_neighborhood","brooklyn_condominium_property_building_classification","brooklyn_condominium_property_total_units","brooklyn_condominium_property_year_built","brooklyn_condominium_property_gross_sqft","brooklyn_condominium_property_est_gross_income","brooklyn_condominium_property_gross_income_per_sqft","brooklyn_condominium_property_full_market_value","brooklyn_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-02129-7502","867-R1","42 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11249","40.710672","-73.967252","1","33","549","3347208","3021297502","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","R2-WALK-UP","31","2000","60569","841909","13.9","3340004","55","3-02132-0016","158 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D7-ELEVATOR","13","2002","24949","347290","13.92","1380000","55","0.25",,,,,,,,,,,,
"3-00319-7502","1481-R1","60 TIFFANY PLACE
Brooklyn, New York 
(40.686301602935, -74.001149073083)","3","11231","40.685924","-74.001302","6","39","47","3388737","3003197502","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL-WEST","R2-WALK-UP","36","0","41786","861121","20.61","3850000","92","3-00177-0034","397 ATLANTIC AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","BOERUM HILL","C1-WALK-UP","13","2004","14800","333422","22.53","1490000","101","0.85",,,,,,,,,,,,
"3-03755-7501","464-R1","384 NEW JERSEY AVENUE
Brooklyn, New York 
(40.670016691238, -73.894404185246)","3","11207","40.670049","-73.894382","5","42","1156","3084095","3037557501","East New York (Pennsylvania Ave)                                           ","EAST NEW YORK","R2-WALK-UP","12","1991","15000","132000","8.8","435000","29","3-03803-0011","443 ALABAMA AVENUE
Brooklyn, New York 
(40.665244316147, -73.89704092543)","EAST NEW YORK","C1-WALK-UP","84","1971","100800","886635","8.8","2500000","24.8","0.35",,,,,,,,,,,,
"3-02224-7505","882-R1","23 HEYWARD STREET
Brooklyn, New York 
(40.699799772207, -73.959094440709)","3","11249","40.699904","-73.95889","1","33","537","3060966","3022247505","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","19","2000","53792","720812","13.4","2710002","50","3-08688-0079","3094 BRIGHTON 5 STREET
Brooklyn, New York 
(40.577106813652, -73.962327767615)","BRIGHTON BEACH","D1-ELEVATOR","43","1929","52200","388920","7.45","1190000","22.8","8.6",,,,,,,,,,,,
"3-06654-7501","1497-R1","379 KINGS HIGHWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11223","40.604629","-73.975987","11","44","412","3388771","3066547501","Bensonhurst East                                                           ","GRAVESEND","R4-ELEVATOR","31","2005","36431","695832","19.1","2829982","78","3-06911-0006","2629 CROPSEY AVENUE
Brooklyn, New York 
(40.581338573306, -73.985731991852)","GRAVESEND","D1-ELEVATOR","106","1987","75586","1445516","19.12","4080000","54","1.25",,,,,,,,,,,,
"3-02132-7501","798-R1","401 BEDFORD AVENUE
Brooklyn, New York 
(40.709723450912, -73.963950619021)","3","11211","40.709782","-73.963966","1","34","549","3059525","3021327501","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","R4-ELEVATOR","27","1999","36290","672817","18.54","2739993","76","3-08723-0400","1182 BRIGHTON BEACH AVENU
Brooklyn, New York 
(40.577259176581, -73.954631907231)","BRIGHTON BEACH","D1-ELEVATOR","24","2005","33408","616044","18.44","2510000","75","9.3",,,,,,,,,,,,
"3-08720-7502","804-R2","130 OCEANA DRIVE
Brooklyn, New York 
(40.576579232497, -73.95907881485)","3",,,,,,,,,,"BRIGHTON BEACH","R4-ELEVATOR","50","0","72043","1936044","26.9","8809999","122","3-01959-0027","80 GREENE AVENUE
Brooklyn, New York 
(40.686303326221, -73.969147348553)","FORT GREENE","D9-ELEVATOR","97","1982","71470","1561361","21.85","6980000","98","7.5","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","9.1"
"3-08374-7505","1775-R1","1930 BERGEN AVENUE
Brooklyn, New York 
(40.625181585124, -73.908181803367)","3","11234","40.625011","-73.907771","18","46","69602","3392351","3083747505","Georgetown-Marine Park-Bergen Beach-Mill Basin                             ","BERGEN BEACH","R4-ELEVATOR","208","2005","247998","5274066","21.27","23600026","95","3-01925-0007","213 TAAFFE PLACE
Brooklyn, New York 
(40.692126085764, -73.959746259719)","BEDFORD STUYVESANT","D1-ELEVATOR","90","1935","108000","1812951","16.79","7370000","68","5.4",,,,,,,,,,,,
"3-01763-7502","1168-R1","209 SPENCER STREET
Brooklyn, New York 
(40.692482493127, -73.954719265755)","3","11205","40.691943","-73.95464","3","33","241","3331448","3017637502","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","18","2004","24200","484000","20","2159999","89","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","5.7",,,,,,,,,,,,
"3-06761-7501","1859-R1","1530 15 STREET
Brooklyn, New York 
(40.612180817014, -73.958978066729)","3",,,,,,,,,,"MIDWOOD","R2-WALK-UP","12","2005","16000","283516","17.72","1290004","81","3-06683-0052","1965 7 STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.6","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, New York 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.2"
"3-01763-7501","1173-R1","191 SPENCER STREET
Brooklyn, New York 
(40.692762670479, -73.954776025822)","3","11205","40.692366","-73.954723","3","33","241","3378321","3017637501","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","18","2004","24200","484000","20","2160000","89","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","5.7",,,,,,,,,,,,
"3-02752-7503","1791-R1","63 CONSELYEA STREET
Brooklyn, New York 
(40.714844195427, -73.948803032767)","3","11211","40.714832","-73.948759","1","34","501","3387772","3027527503","East Williamsburg                                                          ","WILLIAMSBURG-EAST","R2-WALK-UP","12","2005","7247","217410","30","960018","132","3-00999-0030","374 7 STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","PARK SLOPE","C1-WALK-UP","14","1925","4800","159982","33.3","775000","161","3.65","3-01977-0006","477 CLINTON AVENUE
Brooklyn, New York 
(40.684058396321, -73.966973908408)","CLINTON HILL","C1-WALK-UP","14","1931","5675","191374","33.7","927000","163","2.35"
"3-05468-7502","129-R1","1850 52 STREET
Brooklyn, New York 
(40.625839220615, -73.981513572114)","3","11204","40.625842","-73.981462","12","44","472","3329552","3054747501","Borough Park                                                               ","BOROUGH PARK","R2-WALK-UP","48","1927","105996","1372648","12.95","5160003","48.7","3-05707-0059","843 60 STREET
Brooklyn, New York 
(40.634936024567, -74.008574758407)","BOROUGH PARK","C1-WALK-UP","27","1927","20160","254000","12.6","955000","47.4","1.55",,,,,,,,,,,,
"3-00280-7501","6-R1","120 BOERUM PLACE
Brooklyn, New York 
(40.68796524065, -73.991545502746)","3","11201","40.687864","-73.991584","2","33","43","3341560","3002807501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","BOERUM HILL","R2-WALK-UP","56","1916","68330","1858576","27.2","9000000","132","3-00297-0019","182 AMITY STREET
Brooklyn, New York 
(40.688767939764, -73.994587461443)","COBBLE HILL","C1-WALK-UP","48","1900","35950","575302","16","2340000","65","0.1","3-00258-0048","42 COLUMBIA PLACE
Brooklyn, New York 
(40.693128738124, -73.998639305863)","BROOKLYN HEIGHTS","C1-WALK-UP","20","1900","11160","324731","29.1","1570000","141","0.5"
"3-01206-7501","241-R1","1206 PACIFIC STREET
Brooklyn, New York 
(40.677725338107, -73.951798960948)","3","11216","40.677765","-73.951664","8","36","315","3029986","3012067501","Crown Heights North                                                        ","CROWN HEIGHTS","R2-WALK-UP","32","1915","30455","487280","16","1979998","65","3-01311-0038","658 MONTGOMERY STREET
Brooklyn, New York 
(40.664938279413, -73.943017693263)","CROWN HEIGHTS","C1-WALK-UP","38","1925","43200","502848","11.64","1770000","41","0.95",,,,,,,,,,,,
"3-06425-7501","1374-R1","1428 BATH AVENUE
Brooklyn, New York 
(40.608852221157, -74.014433242078)","3","11228","40.608811","-74.014338","11","43","170","3168202","3064257501","Bath Beach                                                                 ","BATH BEACH","R2-WALK-UP","12","2001","15224","244040","16.03","992996","65","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","3",,,,,,,,,,,,
"3-00941-7501","64-R1","1113 5 AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"PARK SLOPE","R4-ELEVATOR","36","1922","39656","467940","11.8","1650000","41.6","3-00993-0072","277 7 STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","PARK SLOPE","C1-WALK-UP","20","1914","14860","183224","12.33","689000","46.4","0.7","3-00999-0060","311 8 STREET
Brooklyn, New York 
(40.669324813534, -73.984788643741)","PARK SLOPE","C1-WALK-UP","16","1931","14320","154375","10.78","522000","36.5","0.75"
"3-01903-7501","312-R1","446 MYRTLE AVENUE
Brooklyn, New York 
(40.693223588536, -73.96763244461)","3","11205","40.693254","-73.967563","2","35","195","3054810","3019037501","Clinton Hill                                                               ","CLINTON HILL","R9-CONDOPS","14","1900","15401","258736","16.8","1050000","68","3-01984-0011","51 IRVING PLACE
Brooklyn, New York 
(40.683519776117, -73.959868944175)","CLINTON HILL","C1-WALK-UP","14","1930","9180","153721","16.75","625000","68","0.7",,,,,,,,,,,,
"3-00974-7501","847-R1","330 2 STREET
Brooklyn, New York 
(40.673981454863, -73.984045687919)","3","11215","40.673986","-73.984019","6","39","135","3347775","3009747501","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","36","0","48738","1192131","24.46","5330000","109","3-08688-0079","3094 BRIGHTON 5 STREET
Brooklyn, New York 
(40.577106813652, -73.962327767615)","BRIGHTON BEACH","D1-ELEVATOR","43","1929","52200","388920","7.45","1190000","22.8","6.8",,,,,,,,,,,,
"3-02147-7503","444-R1","908 DRIGGS AVENUE
Brooklyn, New York 
(40.7083938632, -73.962642998307)","3","11211","40.708044","-73.962683","1","33","547","3059685","3021477503","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","R2-WALK-UP","19","1917","21746","380555","17.5","1549998","71","3-02409-0003","252 1 STREET
Brooklyn, New York 
(40.67487164256, -73.98413647011)","WILLIAMSBURG-SOUTH","C1-WALK-UP","23","1920","6000","110400","18.4","449000","75","0.45",,,,,,,,,,,,
"3-08720-7507","1082-R1","45 OCEANA DRIVE
Brooklyn, New York 
(40.612027926523, -74.033757609507)","3",,,,,,,,,,"BRIGHTON BEACH","R4-ELEVATOR","71","0","96838","2045607","21.12","9139998","94","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","9.1",,,,,,,,,,,,
"3-00421-7501","943-R1","344 DE GRAW STREET
Brooklyn, New York 
(40.683116275912, -73.993665871334)","3","11231","40.683185","-73.993795","6","39","75","3348504","3004217501","Carroll Gardens-Columbia Street-Red Hook                                   ","CARROLL GARDENS","R4-ELEVATOR","26","2000","33198","939503","28.3","4549998","137","3-00193-0050","129 BOERUM PLACE
Brooklyn, New York 
(40.687850477469, -73.991536342618)","BOERUM HILL","D9-ELEVATOR","46","1999","42000","1188240","28.3","5760000","137","0.35",,,,,,,,,,,,
"3-00945-7501","398-R1","100 STERLING PLACE
Brooklyn, New York 
(40.677619940829, -73.975121725135)","3","11217","40.677616","-73.97507","6","39","159","3320670","3009457501","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","36","0","38430","729785","18.99","2970001","77","3-07550-0019","837 22 STREET
Brooklyn, New York 
(40.632324589658, -73.955600375987)","MIDWOOD","C1-WALK-UP","32","1924","32000","284350","8.89","937000","29.3","3.3","3-07550-0068","754 23 STREET
Brooklyn, New York 
(40.631888115098, -73.9546391368)","MIDWOOD","C1-WALK-UP","31","1924","32000","384350","12.01","1350000","42.2","3.3"
"3-02262-7508","1567-R1","405 FLUSHING AVENUE
Brooklyn, New York 
(40.698719484361, -73.958775235205)","3","11205","40.698716","-73.958674","1","33","537","3392255","3022627508","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","27","2006","39038","523109","13.4","1969992","50","3-08723-0400","1182 BRIGHTON BEACH AVENU
Brooklyn, New York 
(40.577259176581, -73.954631907231)","BRIGHTON BEACH","D1-ELEVATOR","24","2005","33408","616044","18.44","2510000","75","8.5",,,,,,,,,,,,
"3-00937-7501","97-R1","99 4 AVENUE
Brooklyn, New York 
(40.68116827284, -73.980374874726)","3","11217","40.681125","-73.980516","6","39","12901","3250767","3009377501","Park Slope-Gowanus                                                         ","PARK SLOPE","R2-WALK-UP","24","1986","20750","325775","15.7","1320000","64","3-00814-0020","334 53 STREET
Brooklyn, New York 
(40.645493705234, -74.015543228629)","SUNSET PARK","C1-WALK-UP","12","1983","9180","70686","7.7","200000","21.79","3.1",,,,,,,,,,,,
"3-02446-7501","1389-R1","180 4 STREET
Brooklyn, New York 
(40.676457588805, -73.992643754287)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","R2-WALK-UP","11","0","17235","339529","19.7","1520000","88","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","6.9",,,,,,,,,,,,
"3-00286-7501","51-R1","158 ATLANTIC AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11201","40.690148","-73.994065","6","39","45","3250408","3002867501","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL","R2-WALK-UP","20","1900","9924","303674","30.6","1469996","148","3-00154-0040","119 LIVINGSTON STREET
Brooklyn, New York 
(40.690942382226, -73.989035981032)","DOWNTOWN-FULTON MALL","C7-WALK-UP","16","1905","9246","254259","27.5","1230000","133","0.3","3-00238-0020","36 MONROE PLACE
Brooklyn, New York 
(40.696488821232, -73.992434055875)","BROOKLYN HEIGHTS","C1-WALK-UP","13","1851","6270","191746","30.6","929000","148","0.45"
"3-01164-7502","1161-R1","222 PARK PLACE
Brooklyn, New York 
(40.677030510051, -73.970539585656)","3","11238","40.677069","-73.970571","8","35","163","3350251","3011647502","Prospect Heights                                                           ","PROSPECT HEIGHTS","R2-WALK-UP","14","0","24639","564175","22.9","2520000","102","3-01148-0020","802 BERGEN STREET
Brooklyn, New York 
(40.677943132024, -73.961254820824)","CROWN HEIGHTS","D1-ELEVATOR","32","2001","28912","377441","13.05","1420000","49.1","0.55",,,,,,,,,,,,
"3-02244-7501","663-R1","2 LEE AVENUE
Brooklyn, New York 
(40.707585536638, -73.961920157611)","3","11211","40.707569","-73.961868","1","33","535","3000000","3021730031","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","115","1998","200632","3049606","15.2","12400005","62","3-01799-0044","429 LEXINGTON AVENUE
Brooklyn, New York 
(40.688388239508, -73.944998344699)","BEDFORD STUYVESANT","C1-WALK-UP","123","1970","101440","1037731","10.23","3510000","34.6","0.9",,,,,,,,,,,,
"3-01104-7505","1969-R1","359 16 STREET
Brooklyn, New York 
(40.662326337733, -73.984286855337)","3","11215","40.66226","-73.984202","7","39","149","3391808","3011047505","Park Slope-Gowanus                                                         ","PARK SLOPE SOUTH","R0-CONDOMINIUM","12","2006","13550","252843","18.66","523442","38.6","3-01968-0032","1084 BEDFORD AVENUE
Brooklyn, New York 
(40.687721000132, -73.954812974333)","BEDFORD STUYVESANT","C4-WALK-UP","22","1930","11650","222997","19.14","997000","86","2.25","3-02014-0035","468 GRAND AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","CLINTON HILL","C1-WALK-UP","16","1930","13900","298862","21.5","1340000","96","1.75"
"3-07414-7501","532-R1","1208 SHEEPSHEAD BAY ROAD
Brooklyn, New York 
(40.590288423914, -73.956843021201)","3","11235","40.590686","-73.957027","15","48","588","3256881","3074147501","Homecrest                                                                  ","SHEEPSHEAD BAY","R2-WALK-UP","12","1988","14100","188940","13.4","709996","50","3-07372-0037","2276 HOMECREST AVENUE
Brooklyn, New York 
(40.595544140129, -73.958638548804)","SHEEPSHEAD BAY","C1-WALK-UP","16","1947","11800","157970","13.39","594000","50","0.35",,,,,,,,,,,,
"3-02134-7503","1649-R1","440 KENT AVENUE
Brooklyn, New York 
(40.709409295166, -73.968531242665)","3","11249","40.709319","-73.968497","1","33","547","3387992","3021347503","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","R4-ELEVATOR","135","2003","191889","3837780","20","17200014","90","3-00171-0001","65 HOYT STREET
Brooklyn, New York 
(40.688592323152, -73.98640201881)","DOWNTOWN-FULTON MALL","D1-ELEVATOR","158","2005","195296","3601258","18.44","14600000","75","1.65",,,,,,,,,,,,
"3-00180-7502","1719-R1","556 STATE STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11217","40.685382","-73.978784","2","33","39","3388709","3001807502","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","BOERUM HILL","R0-CONDOMINIUM","71","2006","70037","1841973","26.3","8919994","127","3-00193-0050","129 BOERUM PLACE
Brooklyn, New York 
(40.687850477469, -73.991536342618)","BOERUM HILL","D9-ELEVATOR","46","1999","42000","1188240","28.3","5760000","137","0.65",,,,,,,,,,,,
"3-02749-7501","1789-R1","364 MANHATTAN AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11211","40.716384","-73.946388","1","34","497","3392155","3027497501","East Williamsburg                                                          ","WILLIAMSBURG-EAST","R4-ELEVATOR","21","2007","25438","183407","7.21","486000","19.11","3-02593-0022","114 CALYER STREET
Brooklyn, New York 
(40.727151658288, -73.956131597072)","GREENPOINT","C1-WALK-UP","11","2005","16000","230080","14.38","912000","57","0.9","3-02132-0016","158 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D7-ELEVATOR","13","2002","24949","347290","13.92","1380000","55","1"
"3-02893-7501","1550-R1","57 MASPETH AVENUE
Brooklyn, New York 
(40.715720331435, -73.940507141933)","3","11211","40.715692","-73.940552","1","34","477","3070212","3028937501","East Williamsburg                                                          ","WILLIAMSBURG-EAST","R2-WALK-UP","17","2004","22417","441614","19.7","1969999","88","3-03113-0022","31 GRAHAM AVENUE
Brooklyn, New York 
(40.702363917375, -73.942420003077)","WILLIAMSBURG-EAST","C7-WALK-UP","40","1973","27480","540088","19.65","2410000","88","0.95",,,,,,,,,,,,
"3-01283-7501","246-R1","346 NEW YORK AVENUE
Brooklyn, New York 
(40.667819687196, -73.947950247685)","3","11213","40.667786","-73.947923","9","35","319","3033569","3012837501","Crown Heights South                                                        ","CROWN HEIGHTS","R4-ELEVATOR","22","1920","19525","290922","14.9","1150001","59","3-01280-0022","1030 PRESIDENT STREET
Brooklyn, New York 
(40.668614967018, -73.957460471395)","CROWN HEIGHTS","C1-WALK-UP","28","1923","22132","328881","14.86","1010000","45.6","0.45",,,,,,,,,,,,
"3-02240-7507","1019-R1","51 LORIMER STREET
Brooklyn, New York 
(40.701181844939, -73.952450426462)","3","11206","40.701134","-73.952484","1","33","531","3348852","3022407507","Bedford                                                                    ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","16","2003","21020","439318","20.9","1960001","93","3-02249-0005","429 MARCY AVENUE
Brooklyn, New York 
(40.700928506011, -73.951240269614)","WILLIAMSBURG-CENTRAL","D1-ELEVATOR","14","2005","31000","775000","25","3474000","112","0.15",,,,,,,,,,,,
"3-08720-7501","792-R1","150 OCEANA DRIVE
Brooklyn, New York 
(40.576575710152, -73.959205619272)","3",,,,,,,,,,"BRIGHTON BEACH","R4-ELEVATOR","102","2000","74256","2883516","38.8","13099989","176","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","9.1",,,,,,,,,,,,
"3-02234-7502","885-R1","262 HEYWARD STREET
Brooklyn, New York 
(40.705096673784, -73.950794389493)","3","11206","40.704814","-73.951255","1","33","509","3061221","3022347502","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R2-WALK-UP","12","1999","25904","316028","12.2","1189995","45.9","3-01798-0077","305 LEXINGTON AVENUE
Brooklyn, New York 
(40.687787490425, -73.950195282394)","BEDFORD STUYVESANT","C1-WALK-UP","30","1994","28680","435649","15.19","1770000","62","1.15",,,,,,,,,,,,
"3-01899-7501","992-R1","128 SKILLMAN STREET
Brooklyn, New York 
(40.694530320998, -73.957142243315)","3","11205","40.694798","-73.957162","3","33","1237","3348790","3018997501","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","12","2002","17958","294511","16.4","1199992","67","3-01778-0049","590 DE KALB AVENUE
Brooklyn, New York 
(40.691181105384, -73.952811827209)","BEDFORD STUYVESANT","D9-ELEVATOR","111","1984","76155","1584024","20.8","4470000","59","0.4",,,,,,,,,,,,
"3-01097-7501","85-R1","632 11 STREET
Brooklyn, New York 
(40.663970386701, -73.979086637646)","3","11215","40.663714","-73.978514","6","39","167","3026362","3010977501","Park Slope-Gowanus                                                         ","PARK SLOPE","R2-WALK-UP","18","1921","13352","202950","15.2","824999","62","3-01088-0035","704 8 AVENUE
Brooklyn, New York 
(40.666939505785, -73.978283225614)","PARK SLOPE","C1-WALK-UP","13","1920","13531","205921","15.22","838000","62","0.25","3-01058-0042","229 ST JOHN'S PLACE
Brooklyn, New York 
(40.675853277909, -73.972519167928)","PARK SLOPE","C1-WALK-UP","19","1910","14205","228460","16.08","929000","65","0.95"
"3-00646-7501","559-R1","224 22 STREET
Brooklyn, New York 
(40.601082935123, -74.004361975112)","3","11232","40.661161","-73.994644","7","38","145","3342375","3006467501","Sunset Park West                                                           ","SUNSET PARK","R2-WALK-UP","14","1995","10000","148000","14.8","587010","59","3-01116-0063","577 PROSPECT AVENUE
Brooklyn, New York 
(40.657219978351, -73.979022307425)","WINDSOR TERRACE","C7-WALK-UP","13","2001","24360","359318","14.75","1420000","58","0.95",,,,,,,,,,,,
"3-00874-7502","1238-R1","319 18 STREET
Brooklyn, New York 
(40.661502435686, -73.989078410477)","3","11215","40.661391","-73.988949","7","38","147","3378431","3008747502","Sunset Park West                                                           ","SUNSET PARK","R2-WALK-UP","13","2004","12334","255313","20.7","1139998","92","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","4",,,,,,,,,,,,
"3-02173-7504","1411-R1","177 TAYLOR STREET
Brooklyn, New York 
(40.706656136328, -73.96199465374)","3","11211","40.706745","-73.961779","1","33","535","3388091","3021737504","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","14","2004","14884","206887","13.9","819999","55","3-02132-0016","158 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D7-ELEVATOR","13","2002","24949","347290","13.92","1380000","55","0.2",,,,,,,,,,,,
"3-00886-7502","1665-R1","560 7 AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11215","40.65964","-73.988041","7","38","147","3017220","3008867502","Sunset Park West                                                           ","SUNSET PARK","R4-ELEVATOR","11","2004","12090","331266","27.4","1609998","133","3-00657-0018","158 26 STREET
Brooklyn, New York 
(40.600607856351, -74.000102622147)","SUNSET PARK","C1-WALK-UP","12","1930","4500","121706","27","590000","131","0.55",,,,,,,,,,,,
"3-00269-7501","1702-R1","110 LIVINGSTON STREET
Brooklyn, New York 
(40.691123612045, -73.989856728866)","3","11201","40.691186","-73.990019","2","33","9","3002642","3002697501","Brooklyn Heights-Cobble Hill                                               ","DOWNTOWN-FULTON MALL","R4-ELEVATOR","299","1926","324465","6679350","20.59","29850006","92","3-00051-0001","65 WASHINGTON STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON FERRY","D5-ELEVATOR","104","1914","123700","2126783","17.19","8650000","70","0.75","3-05279-0043","829 GREENWOOD AVENUE
Brooklyn, New York 
(40.652297321362, -73.973630891536)","WINDSOR TERRACE","D1-ELEVATOR","135","1982","104640","2163800","20.68","9670000","92","2.75"
"3-00464-7501","392-R1","395 SMITH STREET
Brooklyn, New York 
(40.678477797722, -73.99592415063)","3","11231","40.678519","-73.99594","6","39","77","3007961","3004647501","Carroll Gardens-Columbia Street-Red Hook                                   ","CARROLL GARDENS","R2-WALK-UP","12","0","10604","173057","16.32","704000","66","3-01777-0052","879 DE KALB AVENUE
Brooklyn, New York 
(40.692556166314, -73.941292580023)","BEDFORD STUYVESANT","C1-WALK-UP","20","1931","9800","100646","10.27","332000","33.9","3",,,,,,,,,,,,
"3-06092-7503","1331-R1","118 BATTERY AVENUE
Brooklyn, New York 
(40.616347858029, -74.024259379977)","3","11209","40.616322","-74.024245","10","43","152","3154885","3060927503","Dyker Heights                                                              ","BAY RIDGE","R2-WALK-UP","12","2004","22160","303592","13.7","1199998","54","3-06115-0151","125 95 STREET
Brooklyn, New York 
(40.617037115709, -74.036964044268)","BAY RIDGE","C1-WALK-UP","14","2002","16500","225749","13.68","895000","54","0.65",,,,,,,,,,,,
"3-02129-7507","1850-R1","26 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11249","40.710752","-73.967973","1","33","549","3391744","3021297507","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","R0-CONDOMINIUM","30","2006","33036","644202","19.5","2879996","87","3-02235-0039","232 LEE AVENUE
Brooklyn, New York 
(40.700935150126, -73.954636558004)","WILLIAMSBURG-CENTRAL","D7-ELEVATOR","14","1931","26070","534435","20.5","2390000","92","0.9","3-03157-0101","63 CENTRAL AVENUE
Brooklyn, New York 
(40.701275093927, -73.930728155426)","BUSHWICK","D1-ELEVATOR","38","2005","56547","1181832","20.9","3340000","59","2.05"
