"organization_name","address","city","state","postcode","main_phone","discipline","council_district","community_board","borough","latitude","longitude","census_tract","bin","bbl","nta"
"Egbe Omo Yoruba New York, NY","173 Hagaman Place","STATEN ISLAND","NY","10302","(718) 556-3926","Other","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island","40.626767","-74.141564","247","5025156","5010610027","Port Richmond"
"Either/Or, Inc.","200 E 32ND ST APT 16D","New York","NY","10016","(646) 331-5895","Music","Manhattan Council District #4","Manhattan Community Board #6","Manhattan","40.74432","-73.978787","70","1077352","1009127502","Murray Hill-Kips Bay"
"Ekmeles, Inc.","69 Bennett Ave, APT 210","New York","NY","10033","(207) 653-9856","Music","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.852657","-73.935542","271","1064427","1021807501","Washington Heights North"
"El Mundo del Flamenco NY Center for Flamenco","Dance New Amsterdam","New York","NY","10007","(917) 667-2695","Dance","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",,,,,,
"El Puente De Williamsburg, Inc.","211 South 4th Street","Brooklyn","NY","11211","(718) 387-0404","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn","40.710686","-73.959655","523","3063295","3024330001","North Side-South Side"
"El Taller Latino Americano","P.O. Box 1261","New York","NY","10025","(212) 665-9460","Film/Video/Audio","Manhattan Council District #8","Manhattan Community Board #7","Manhattan",,,,,,
"Elaine Kaufman Cultural Center/Lucy Moses School for Music and Dance","129 West 67th Street","New York","NY","10023","(212) 501-3313","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.774919","-73.982745","153","1081024","1011390008","Lincoln Square"
"Elastic City Performing Arts, Inc.","50 Lefferts Ave #3b","Brooklyn","NY","11225","(347) 829-7779","Multi-Discipline, Performing","Brooklyn Council District #40","Brooklyn Community Board #9","Brooklyn","40.661812","-73.959371","79801","3035242","3013270013","Prospect Lefferts Gardens-Wingate"
"Elder Craftsmen, Inc.","307 Seventh Avenue, Ste. 1401","New York","NY","10001","(212) 319-8128 x10","Visual Arts","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.746869","-73.993616","95","1015061","1008030004","Midtown-Midtown South"
"Elders Share the Arts","138 South Oxford Street","Brooklyn","NY","11217","(718) 398-3870 x105","Multi-Discipline, Non-Perform","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.685073","-73.973221","179","3000000","3020040048","Fort Greene"
"Electric Lit, Inc.","147 Prince Street","Brooklyn","NY","11201","(610) 999-3779","Literature","Manhattan Council District #2","Manhattan Community Board #5","Brooklyn","40.692648","-73.982532","15","3058261","3020620006","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Electronic Arts Intermix","535 West 22nd Street, Fifth Floor","New York","NY","10011","(212) 337-0680 x14","Film/Video/Audio","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.747495","-74.005756","99","1012326","1006940014","Hudson Yards-Chelsea-Flatiron-Union Square"
"Electronic Music Foundation, Inc.","307 Seventh Ave Room 1402","New York","NY","10001","(518) 434-4110","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.746869","-73.993616","95","1015061","1008030004","Midtown-Midtown South"
"Elevator Repair Service Theater, Inc.","47 Great Jones Street","New York","NY","10012","(718) 783-1905","Theater","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",,,,,,
"Elite Learners, Inc.","1407 Linden Blvd","Brooklyn","NY","11212","(347) 742-7913","Dance","Brooklyn Council District #41","Brooklyn Community Board #16","Brooklyn","40.654643","-73.907568","922","3326604","3036340001","Brownsville"
"Elizabeth Foundation for the Arts","323 West 39th Street, 11th Floor","New York","NY","10018","(212) 563-5855","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.755707","-73.992045","115","1013682","1007637502","Clinton"
"Ellen Beckerman & Company, Inc.","64 Fulton Street, Ste. 403","New York","NY","10038","(212) 346-0020","Theater","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.708769","-74.005136","1502","1001176","1000760001","Battery Park City-Lower Manhattan"
"Elmcor Youth & Adult Activities, Inc.","33-16 108 Street","Corona","NY","11368","(718) 651-0096","Music","Queens Council District #21","Queens Community Board #3","Queens","40.757429","-73.860938","381","4042761","4017220012","North Corona"
"Emerald Isle Immigration Center","59-26 Woodside Ave","Woodside","NY","11377","(718) 478-5502","Multi-Discipline, Non-Perform","Queens Council District #26","Queens Community Board #1","Queens","40.745293","-73.905216","249","4031221","4013310054","Woodside"
"Emerging Artists Theatre Company","15 West 28th Street, Third Floor","New York","NY","10001","(212) 247-2429","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.74515","-73.988383","76","1015728","1008300030","Midtown-Midtown South"
"Emmanuel Baptist Church in Brooklyn","279 Lafayette Avenue","Brooklyn","NY","11238","(718) 622-1107","Music","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.688279","-73.965287","197","3055373","3019320042","Clinton Hill"
"En Foco, Inc.","PO Box 1757","Bronx","NY","10451","(718) 931-9311","Photography","Bronx Council District #13","Bronx Community Board #11","Bronx",,,,,,
"En Garde Arts, Inc.","c/o Lucille Lortel Foundation","New York, NY","NY","10001","(323) 528-6434","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",,,,,,
"Enact, Inc.","630 Ninth Avenue, Ste. 301","New York","NY","10036","(212) 741-6591 x12","Multi-Discipline, Performing","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.760038","-73.991449","121","1024982","1010350001","Clinton"
"Encompass Theatre Company, Inc.","138 South Oxford Street, Suite 1A","Brooklyn","NY","11217","(718) 398-4675","Music",,"Manhattan Community Board #2","Manhattan",,,,,,
"Endangered Language Alliance","3 W 18th St","New York","NY","10011","(646) 225-6613","Folk Arts","Manhattan Council District #2","Manhattan Community Board #5","Manhattan","40.738736","-73.992321","54","1015450","1008200036","Hudson Yards-Chelsea-Flatiron-Union Square"
"English-Speaking Union of the U.S.","144 East 39th Street","New York","NY","10016","(212) 818-1200 x218","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Queens Community Board #6","Manhattan","40.749351","-73.976999","80","1019152","1008940056","Murray Hill-Kips Bay"
"Enrichment Through the Arts, Inc.","11 Borman Avenue","Staten Island","NY","10314","(718) 982-5678","Theater","Staten Island Council Dist #50","Staten Island Community Brd #2","Staten Island","40.592473","-74.154176","27301","5127458","5020030082","New Springville-Bloomfield-Travis"
"Ensemble 212, Inc.","301 W 45th St","New York","NY","10036","(646) 266-9632","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.759351","-73.988814","121","1025011","1010360029","Clinton"
"Ensemble Ipse Inc","149 CLINTON AVENUE APT 2A","Brooklyn","NY","11205","(203) 606-1949","Music","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.693723","-73.968923","191","3054302","3018880004","Clinton Hill"
"Ensemble Studio Theatre, Inc.","545 West 52nd Street","New York","NY","10019","(212) 247-4982 x15","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.766642","-73.992538","135","1083290","1010810080","Clinton"
"Ensemble for the Romantic Century","214 West 50th Street, Suite 301","New York","NY","10019","(212) 288-8020","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.761585","-73.984456","125","1024803","1010210048","Midtown-Midtown South"
"Entertainers For Education Alliance, Inc","1958 Fulton St. Suite 503","Brooklyn","NY","11233","(718) 385-3133","Music","Brooklyn Council District #41","Brooklyn Community Board #3","Brooklyn","40.678793","-73.920384","301","3042090","3015480019","Ocean Hill"
"Epic Theatre Center, Inc.","410 West 42nd Street, #4E1","New York","NY","10036","(212) 239-1770","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.758652","-73.993185","115","1026330","1010510029","Clinton"
"Epiphany Magazine, Inc.","71 Bedford St.","New York","NY","10014","(646) 221-8834","Literature","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.731298","-74.00481","67","1009833","1005840033","West Village"
"Epiphany Theater Company, Inc.","154 Christopher Street, Ste. 2B","New York","NY","10014","(646) 638-0252","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.73273","-74.008129","69","1010421","1006040033","West Village"
"Episcopal Actors' Guild of America, Inc.","1 East 29th Street","New York","NY","10016","(212) 685-2927","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #5","Manhattan","40.745208","-73.9866","74","1016925","1008590005","Midtown-Midtown South"
"Equus Projects, Inc.","121 West 17th St. Apt. 4B","New York","NY","10011","(212) 924-1336","Dance","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.739675","-73.996384","81","1014653","1007930022","Hudson Yards-Chelsea-Flatiron-Union Square"
"Errol Grimes Dance Group","50 Taaffe Place","Brooklyn","NY","11205","(718) 596-0560","Dance","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.697358","-73.960854","191","3334522","3018810047","Clinton Hill"
"Esopus Foundation, Ltd.","41 Schermerhorn St #143","Brooklyn","NY","11201","(212) 473-0919","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",,,,,,
"Esperanza del Barrio, Inc.","2290 Second Avenue","New York","NY","10035","(212) 289-9025","Multi-Discipline, Non-Perform","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.798014","-73.937025","188","1052994","1016890052","East Harlem North"
"Essence Theatre-Studio, Inc.","2538 East 27th Street","New York","NY","11235","(917) 375-4766","Theater","Brooklyn Council District #48","Brooklyn Community Board #15","Brooklyn","40.590474","-73.942924","596","3204630","3074420070","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"Ethel's Foundation for the Arts","132 East 43rd Street, #213","New York","NY","10017","(914) 841-7405","Music","Manhattan Council District #4","Manhattan Community Board #6","Manhattan","40.751969","-73.97523","92","1036156","1012970023","Turtle Bay-East Midtown"
"Ether Sea Projects, Inc.","925 Bergen Street","New York","NY","11238","(718) 288-5530","Literature","Brooklyn Council District #35","Brooklyn Community Board #8","Brooklyn","40.676979","-73.956557","305","3330648","3011420060","Crown Heights North"
"Eugenio Maria de Hostos Community College Foundation, Inc.","450 Grand Concourse","Bronx","NY","10451","(718) 518-4300","Multi-Discipline, Performing","Bronx Council District #17","Bronx Community Board #1","Bronx","40.817315","-73.927859","51","2090411","2023430014","Mott Haven-Port Morris"
"Eva Dean Dance Company, Inc.","725 Union Street, Ste. B","Brooklyn","NY","11215","(718) 857-8368","Dance","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn","40.676643","-73.981037","131","3019712","3009527504","Park Slope-Gowanus"
"Evangelical Lutheran Church of the Advent","2504 Broadway","New York","NY","10025","(212) 665-2504","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.792848","-73.973084","179","1033646","1012410020","Upper West Side"
"Every Voice Choirs","P.O. Box 250646","New York","NY","10025","(347) 419-2178","Music","Manhattan Council District #7","Manhattan Community Board #9","Manhattan",,,,,,
"Everybody Dance Now","115 Broadway","New York City","NY","10006","(646) 761-5269","Dance","Manhattan Council District #1","Manhattan Community Board #1","Queens",,,,,,
"Evidence, Inc.","80 Hanson Place, Ste. 605","Brooklyn","NY","11217","(718) 230-4633","Dance","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.685488","-73.974421","35","3057479","3020030034","Fort Greene"
"Ex.Pgirl, Inc.","366 13th Street","Brooklyn","NY","11215","(212) 647-0202","Multi-Discipline, Performing","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",,,,,,
"Exit Art/The First World, Inc.","475 Tenth Avenue, 1st Floor","New York","NY","10018","(212) 966-7745 x11","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.756154","-73.998018","99","1012493","1007080031","Hudson Yards-Chelsea-Flatiron-Union Square"
"Experiments in Opera","205 23rd Street","New York","NY","11232","(917) 576-1314","Multi-Discipline, Performing","Brooklyn Council District #38","Brooklyn Community Board #7","Brooklyn","40.660958","-73.995779","145","3323842","3006460062","Sunset Park West"
"Exploring the Arts","34-12 36th Street","Astoria","NY","11106","(718) 706-5020","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #5","Queens","40.757444","-73.92356","57","4009635","4006430001","Astoria"
"Exploring the Metropolis, Inc.","161-04 Jamaica Avenue","Jamaica","NY","11432","(212) 650-0211","Multi-Discipline, Performing","Manhattan Council District #5","Manhattan Community Board #8","Queens","40.704025","-73.798437","44601","4215617","4101010011","Jamaica"
"Extreme Kids and Crew, Inc.","71 Sullivan Street","Brooklyn","NY","11231","(347) 410-6050","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn","40.677343","-74.011558","53","3008585","3005660001","Carroll Gardens-Columbia Street-Red Hook"
"Eyebeam Atelier, Inc.","199 Cook Street, Suite 104","Brooklyn","NY","11206","(212) 937-6580 x33","New Media",,,"Brooklyn","40.703108","-73.935312","485","3071579","3031170037","Bushwick South"
"FAN4Kids","538 Clinton Avenue, Unit 1","BROOKLYN","NY","11238","(516) 567-5205","Other","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.68228","-73.966667","199","3057548","3020100057","Clinton Hill"
"FCBC Community Development Corporation","1912 Adam Clayton Powell Jr. Blvd.","New York","NY","10026","(212) 678-7030","Theater","Manhattan Council District #9","Manhattan Community Board #10","Manhattan","40.802841","-73.952813","218","1055238","1018310033","Central Harlem South"
"FGP NYC INC","60-84 70th Ave","Ridgewood","NY","11385","(615) 202-1686","Multi-Discipline, Performing","Queens Council District #30","Queens Community Board #5","Manhattan",,,,,,
"FRIGID New York, Inc.","85 East 4th Street","New York","NY","10003","(917) 270-0608","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.726393","-73.989887","38","1006599","1004600044","East Village"
"Failte Care Corporation","1040 Jackson Avenue","Long Island City","NY","11101","(718) 482-0909","Folk Arts","Queens Council District #26","Queens Community Board #2","Queens","40.742199","-73.953274","7","4436600","4000400016","Hunters Point-Sunnyside-West Maspeth"
"Falconworks Artists Group","P.O. Box 310283","Brooklyn","NY","11231","(718) 395-3218","Theater","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn",,,,,,
"Fantastic Experimental Latino Theater, Inc.","107 Suffolk Street, Ste. 311","New York","NY","10002","(212) 228-3705","Theater","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.718943","-73.986122","1402","1004301","1003530054","Lower East Side"
"Fashion Center District Management Association, Inc.","209 West 38th Street, Second Floor","New York","NY","10018","(212) 764-9600","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.753769","-73.98937","113","1014480","1007880037","Midtown-Midtown South"
"Fault Line Theatre, Inc.","520 8th Ave., Suite 318","New York","NY","10018","(646) 801-1085","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.753612","-73.992417","109","1083624","1007860001","Midtown-Midtown South"
"Federation Employment & Guidance Service, Inc.","315 Hudson Street","New York","NY","10013","(212) 366-8032","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.72631","-74.00749","37","1010362","1005970012","SoHo-TriBeCa-Civic Center-Little Italy"
"Federation of Italian American Organizations of Brooklyn, LTD.","8711 18th Avenue","Brooklyn","NY","11214","(718) 259-2828","Other","Brooklyn Council District #47","Brooklyn Community Board #11","Brooklyn","40.605142","-74.004851","278","3166588","3063690001","Bensonhurst West"
"Feed Your Mind Music","147 Prince Street","New York","NY","11201","(347) 796-1113","Music","Brooklyn Council District #40","Brooklyn Community Board #9","Brooklyn","40.692648","-73.982532","15","3058261","3020620006","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Feminist Press, Inc.","365 Fifth Avenue, Ste. 5406","New York","NY","10016","(212) 817-7929","Literature","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.748822","-73.984268","74","1017097","1008647502","Midtown-Midtown South"
"Festival of New Trumpet Music, Inc.","PO Box 1654","New York","NY","10003","(718) 496-5132","Music","Manhattan Council District #8","Manhattan Community Board #7","Manhattan",,,,,,
"Festival of North American Orchestras, Inc.","470 Park Avenue South","New York","NY","10016","(212) 683-6060","Music","Manhattan Council District #2","Manhattan Community Board #5","Manhattan","40.745492","-73.982515","74","1080788","1008610044","Midtown-Midtown South"
"Fiasco Theater LTD","80 Madison Ave","New York","NY","10016","(646) 845-9073","Theater","Manhattan Council District #3","Manhattan Community Board #6","Manhattan","40.744104","-73.985637","74","1016899","1008580014","Midtown-Midtown South"
"Fiction, Inc.","Dept of Engl NAC 6th Floor, City College of New York","NYC","NY","10031","(212) 966-3659","Literature","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",,,,,,
"Figment Project, Inc.","111 East 14th Street, #369","New York","NY","10003","(212) 333-2203","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.73419","-73.989294","50","1083247","1008707501","Gramercy"
"Figure Skating in Harlem","361 West 125th Street, 4th Floor","New York","NY","10027","(646) 698-3440","Other","Manhattan Council District #7","Manhattan Community Board #10","Manhattan","40.810952","-73.953005","20901","1059308","1019520009","Morningside Heights"
"Fiji Theatre Company","47 Great Jones Street, Sixth Floor","New York","NY","10012","(212) 529-1557 x202","Theater","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.726739","-73.992528","5502","1008483","1005307503","West Village"
"Film Biz Recycling","540 President Street","Brooklyn","NY","11215","(347) 384-2336","Multi-Discipline, Non-Perform","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.677354","-73.984973","119","3424497","3004480013","Park Slope-Gowanus"
"Film Fleadh Foundation","c/o 13 Designs Studio","Brooklyn","NY","11201","(917) 805-3100","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn",,,,,,
"Film Forum, Inc.","209 West Houston Street","New York","NY","10014","(212) 627-2035 x303","Film/Video/Audio","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.728493","-74.00425","37","1008118","1005200001","SoHo-TriBeCa-Civic Center-Little Italy"
"Film Society of Lincoln Center","165 West 65th Street","New York","NY","10023","(212) 875-5618","Film/Video/Audio","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.773742","-73.983865","149","1077844","1011377501","Lincoln Square"
"Finland Center Foundation","47 Fifth Avenue","New York","NY","10003","(646) 704-8000","Music","Manhattan Council District #2","Manhattan Community Board #2","Manhattan","40.73435","-73.994808","61","1009274","1005690004","West Village"
"Fiorello H LaGuardia Community College Auxiliary Enterprises Corporation","3110 Thomson Ave.","Long Island City","NY","11101","(718) 482-5151","Multi-Discipline, Performing","Queens Council District #26","Queens Community Board #2","Queens","40.744902","-73.935022","179","4003534","4002780001","Hunters Point-Sunnyside-West Maspeth"
"Firelight Media, Inc.","324 Convent Avenue","New York","NY","10031","(212) 234-1324","Film/Video/Audio","Manhattan Council District #7","Manhattan Community Board #9","Manhattan","40.823616","-73.946991","227","1061280","1020590012","Hamilton Heights"
"First Baptist Church of Crown Heights, Inc.","450 Eastern Parkway","Brooklyn","NY","11225","(718) 778-1200","Music","Brooklyn Council District #35","Brooklyn Community Board #9","Brooklyn","40.670028","-73.953728","323","3032891","3012670027","Crown Heights South"
"Fist and Heel Performance Group, Inc.","476 Dean Street, Ste. 2","Brooklyn","NY","11217","(718) 270-6979","Dance","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.681612","-73.974791","12902","3027795","3011350021","Park Slope-Gowanus"
"Five Boroughs Music Festival, Inc.","759 President St.","New York","NY","11215","(917) 882-5394","Music","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",,,,,,
"Five Myles, Inc.","133 Wooster Street","New York","NY","10012","(718) 783-4438","Visual Arts","Brooklyn Council District #35","Brooklyn Community Board #8","Brooklyn",,,,,,
"Flamenco Latino, Inc.","84-12 35th Avenue","Jackson Heights","NY","11372","(212) 399-8519","Multi-Discipline, Performing","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",,,,,,
"Flea Theater, Inc.","41 White Street","New York","NY","10013","(212) 226-0051 x104","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.718664","-74.004452","33","1001931","1001750019","SoHo-TriBeCa-Civic Center-Little Italy"
"Flex Program","1303 Saint Johns Place","New York","NY","11213","(917) 476-5497","Dance","Brooklyn Council District #41","Brooklyn Community Board #8","Brooklyn","40.670821","-73.93513","353","3036776","3013770048","Crown Heights North"
"Fluid Motion Theater & Film, Inc.","109 West 27th Street, Ste. 9A","New York","NY","10001","(917) 459-8181","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.745735","-73.991689","95","1015070","1008030029","Midtown-Midtown South"
"Flushing Council on Culture and the Arts","137-35 Northern Boulevard","Flushing","NY","11354","(718) 463-7700","Multi-Discipl, Perf & Non-Perf","Queens Council District #20","Queens Community Board #7","Queens","40.763478","-73.829992","869","4112147","4049600001","Flushing"
"Flux Factory","39-31 29th Street","Queens","NY","11101","(718) 707-3362","Visual Arts","Queens Council District #26","Queens Community Board #1","Brooklyn","40.660464","-74.003914","18",,,"Sunset Park West"
"Flux Theatre Ensemble, Inc.","6776 Booth Street, 5A","Forest Hills","NY","11375","(860) 306-8241","Theater","Queens Council District #29","Queens Community Board #6","Manhattan",,,,,,
"Flying Carpet Theater, Inc.","43-38 47th Street","Sunnyside","NY","11104","(917) 721-7567","Theater","Queens Council District #26","Queens Community Board #2","Queens","40.74413","-73.91756","25301","4448556","4001410027","Hunters Point-Sunnyside-West Maspeth"
"Flying Fig Theater, Inc.","161 Sixth Avenue, 14th Floor","New York","NY","10013","(212) 691-6969 x13","Theater",,"Manhattan Community Board #2","Manhattan","40.725677","-74.003976","37","1007822","1005050031","SoHo-TriBeCa-Civic Center-Little Italy"
"Focal Point Press, Ltd.","321 City Island Avenue","Bronx","NY","10464","(718) 885-1403","Visual Arts","Bronx Council District #12","Bronx Community Board #10","Bronx","40.847587","-73.786631","516","2094043","2056310139","Pelham Bay-Country Club-City Island"
"Folksbiene Yiddish Theatre","36 Battery Place","New York","NY","10280","(212) 213-2120","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.705806","-74.018001","31704","1084594","1000160010","Battery Park City-Lower Manhattan"
"Fordham Road District Management Association, Inc.","2530 Grand Concourse, Suite 803","Bronx","NY","10458","(718) 562-2104","Multi-Discipline, Non-Perform","Bronx Council District #15","Bronx Community Board #5","Bronx","40.863086","-73.896642","39901","2096820","2031547501","Bedford Park-Fordham North"
"Forest Hills Symphony Orchestra","160-08 25th Drive","Flushing","NY","11358","(718) 544-7692","Music","Queens Council District #22","Queens Community Board #6","Queens","40.774149","-73.803558","1059","4110540","4048850008","Murray Hill"
"Forest Park Trust, Inc.","1 Forest Park","Woodhaven","NY","11421","(718) 235-4151","Multi-Discipline, Non-Perform","Queens Council District #30","Queens Community Board #9","Queens","40.702513","-73.852566","64102","4000000","4039071125","park-cemetery-etc-Queens"
"Fort Greene Park Conservancy, Inc.","85 South Oxford Street","Brooklyn","NY","11217","(718) 398-4024","Humanities","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.686918","-73.973563","181","3059350","3021180011","Fort Greene"
"Fortune Society, Inc.","2976 Northern Blvd.","Long Island City","NY","11101","(212) 691-7554","Multi-Discipl, Perf & Non-Perf","Queens Council District #26","Queens Community Board #1","Queens","40.750433","-73.935323","171","4003410","4002390049","Hunters Point-Sunnyside-West Maspeth"
"Forty Greene Avenue Cultural Center, Inc.","54 Greene Avenue","Brooklyn","NY","11238","(718) 783-9794","Theater","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.686184","-73.970321","179","3055872","3019580019","Fort Greene"
"Forum for Urban Design","29-10 Thomson Avenue","Long Island City","NY","11101","(718) 663-8475","Architecture/Design","Queens Council District #26","Queens Community Board #2","Queens","40.745216","-73.937602","1","4003516","4002730001","Hunters Point-Sunnyside-West Maspeth"
"Forum on Law, Culture & Society, Inc.","140 West 62nd Street","New York","NY","10023","(212) 636-6945","Film/Video/Audio","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.771609","-73.984652","145","1028829","1011320001","Lincoln Square"
"Forward Motion Theatre, Inc.","43-01 21st Street, Ste. 230","Long Island City","NY","11101","(646) 710-0395","Multi-Discipline, Performing","Queens Council District #26","Queens Community Board #2","Queens","40.750564","-73.945718","19","4005198","4004410016","Hunters Point-Sunnyside-West Maspeth"
"Foundation","413 East 120 St","New York","NY","10035","(917) 403-6875","Visual Arts","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.798371","-73.932987","192","1054888","1018080008","East Harlem North"
"Foundation for Contemporary Arts, Inc.","820 Greenwich Street","New York","NY","10014","(212) 807-7077","Multi-Discipline, Non-Perform","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.738354","-74.006477","79","1012144","1006420062","West Village"
"Foundation for Dance Promotion, Inc.","27 West 120th Street, #1","New York","NY","10027","(212) 426-6655 x111","Dance","Manhattan Council District #9","Manhattan Community Board #10","Manhattan","40.804112","-73.946664","200","1053315","1017200001","Central Harlem South"
"Foundation for Filipino Artists, Inc.","34-67 60th Street","Woodside","NY","11377","(718) 565-8852","Multi-Discipl, Perf & Non-Perf","Queens Council District #25","Queens Community Board #2","Queens","40.750796","-73.902064","259","4027402","4011990012","Woodside"
"Foundation for Independent Artists, Inc.","246 West 38th Street, 4th Floor","New York","NY","10018","(212) 278-8111 x301","Dance","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.754079","-73.990154","109","1014465","1007870067","Midtown-Midtown South"
"Foundation for the Advance of Dance","55 Bethune Street, 630A","New York","NY","10014","(212) 989-2250","Film/Video/Audio","Manhattan Council District #8","Manhattan Community Board #3","Manhattan","40.736955","-74.008494","79","1012047","1006390001","West Village"
"Foundry Theatre, Inc.","140-142 Second Avenue, Ste. 405","New York","NY","10003","(212) 777-1444","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.728956","-73.987401","38","1006362","1004500006","East Village"
"Fountain House, Inc.","425 West 47th Street","New York","NY","10036","(212) 765-2294","Multi-Discipline, Non-Perform","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.762","-73.991225","127","1026562","1010570021","Clinton"
"Four Borough Neighborhood Preservation Alliance Foundation","215 Adams Street, #12H","Brooklyn","NY","11201","(212) 751-0038","Architecture/Design","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.697545","-73.988673","13","3325913","3000860011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Four Seas Players, Inc","P.O. Box 1780","New York","NY","10013","(646) 456-8478","Theater","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",,,,,,
"Fourth Arts Block, Inc.","61 East 4th Street","New York","NY","10003","(212) 228-4670","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.726755","-73.990735","38","1082642","1004600056","East Village"
"Fractured Atlas Productions, Inc.","232 3rd Street, Apt. D101","Brooklyn","NY","11215","(212) 277-8020","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",,,,,,
"Frank Silvera Writers' Workshop Foundation, Inc.","P.O. Box 1791","New York","NY","10027","(212) 281-8832","Theater","Manhattan Council District #9","Manhattan Community Board #10","Manhattan",,,,,,
"Franklin Furnace Archive, Inc.","80 Hanson Place, Apt. 301","Brooklyn","NY","11217","(718) 398-7255","Multi-Discipline, Non-Perform","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.685488","-73.974421","35","3057479","3020030034","Fort Greene"
