"schooldbn","locationname","final_address","borough","district","prek_type","phone","contact_name","contact_email","website","meals","play","income_flg","uniforms","singlegender","programname1","programname2","programname3","programcode1","programcode2","programcode3","nyceec_current_all","nyceec_current_some","nyceec_current_none","nyceec_siblings_all","nyceec_siblings_some","nyceec_siblings_none","nyceec_services_all","nyceec_services_some","nyceec_services_none","nyceec_targetlang","nyceec_targetlang_1","nyceec_targetlang_2","nyceec_others_all","nyceec_others_some","nyceec_others_none","district_zonedsib","district_zonedsib_1","district_zonedsib_2","district_otherzone","district_otherzone_1","district_otherzone_2","district_1","district_2","district_3","district_outdissibs","district_outdissibs_1","district_outdissibs_2","district_indistrict","district_indistrict_1","district_indistrict_2","district_outdistrict","district_outdistrict_1","district_outdistrict_2","pkc_indistrict_all","pkc_indistrict_some","pkc_indistrict_none","pkc_outdistrict_all","pkc_outdistrict_some","pkc_outdistrict_none","lpga","halfday_offers","bus","subway_stop","rezoning","specialpriority","magnet","diversity","earlydropoff","latepickup","flexschedule","iepnote","enhancedlang_note","accessibility","seats","hours","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"15KBMX","A. Fantis Parochial School","195 State Street, Brooklyn NY 11201","Brooklyn","15","NYCEEC","718-624-0501","Maria Perdik-Zolotas","upkdirector@afantis.org","Afantis.org","Contact program","Contact program",,"Contact program",,"Full-Day Program",,,"15KBMXFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B63, B65, B67","2 3 4 5 A B C F G Q R",,,,,"Contact program for time",,,,,"Contact program","36 Full-Day","Contact program","11201","40.690159","-73.99145","2","33","9","3329468","3002710032","Brooklyn Heights-Cobble Hill                                               "
"15KBMZ","Warren Street Center","343 Warren Street, Brooklyn NY 11201","Brooklyn","15","NYCEEC","718-237-9578","Nixsa Singh","nixsa.singh@nyumc.org","www.lutheranhealthcare.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"15KBMZFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B37, B45, B52, B57, B61, B62, B63, B65, B67","2 3 4 5 A C F G R",,,,,"6am","5:45pm",,,,"Contact program","29 Full-Day","9am-3:20pm","11201","40.685037","-73.990254","2","33","69","3006144","3003910056","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"15KBNA","Sunset Park Children's School","4616 4th Avenue, Brooklyn NY 11220","Brooklyn","15","NYCEEC","718-439-3323","Michelle Feeney","sunsetparkchild@aol.com","sunsetparkchild.com","Breakfast/Lunch","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"15KBNAFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B35, B37, B63, B70","R",,,,,"7:30am","6pm",,,,"Contact program","32 Full-Day","9am-3:20pm","11220","40.648565","-74.010407","7","38","80","3011823","3007550045","Sunset Park West                                                           "
"15KBNB","Therapy and Learning Center, Inc.","1723 8th Avenue, Brooklyn NY 11215","Brooklyn","15","NYCEEC","718-290-2700","Margot Sigmone","margot.sigmone@tlckids.org","tlckids.org","Lunch/Snack(s)","Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"15KBNBFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B61, B63, B67, B68","F G",,,,,"8am","4pm",,"If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.",,"Contact program","32 Full-Day","8:30am-2:50pm","11215","40.659129","-73.984952","7","38","169","3330250","3008760001","Windsor Terrace                                                            "
"15KBNC","Nesivos Bais Yaakov","1021 45th Street, Brooklyn NY 11219","Brooklyn","15","NYCEEC","718-972-0804","Malka Wolner","tgoldstein@nesivosby.com;cwolner@nesivosby.com",,"Contact program","Contact program",,"Contact program","Single-gender program (Girls only)","Half-Day Program",,,"Contact program to apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B16, B35, B70","D",,,,,,,,,,"Contact program","36 Half-Day","Contact program","11219","40.640918","-73.995817","12","39","112","3136354","3056080047","Sunset Park East                                                           "
"15KBNU","Stanley S. Lamm Institute Preschool","500 19th Street, Brooklyn NY 11215","Brooklyn","15","NYCEEC","718-237-8833","Kerrian Edwards","kathy.mccormick@downstate.edu","lammpreschool.org","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"15KBNUFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B61, B63, B67, B68, B69","F G",,,,,,,,"If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.",,"Contact program","16 Full-Day","Contact program","11215","40.656944","-73.983115","7","38","1502","3017307","3008890001","Windsor Terrace                                                            "
"15KBUJ","Brooklyn Chinese American Association - Bay Ridge DCC","4202 8th Avenue, Brooklyn NY 11232","Brooklyn","15","NYCEEC","718-437-8788","Wendy Chan","bca4202@bca.net","bca.net/eng/childhood.html","Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"15KBUJFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B35, B63, B70","D",,,,,"8:30am","5:30pm",,,,"Contact program","84 Full-Day","9am-3:20pm","11232","40.645513","-73.999153","7","38","92","3337411","3009247503","Sunset Park East                                                           "
"15KBVG","Brooklyn Chinese-American Association","5002 8th Avenue, Brooklyn NY 11220","Brooklyn","15","NYCEEC","718-438-0008","Haney Ho","future@bca.net",,"Contact program","Contact program",,"Contact program",,"Full-Day Program",,,"15KBVGFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B16, B63, B70, B9","D",,,,,,,,,,"Contact program","54 Full-Day","Contact program","11220","40.641028","-74.003816","7","38","108","3013418","3007940039","Sunset Park East                                                           "
"15KBYJ","Al Madinah School, Inc.","383 3rd Avenue, Brooklyn NY 11215","Brooklyn","15","NYCEEC","718-222-4986","Sandy Razak","zkady3@hotmail.com","almadinah-school.com","Breakfast/Lunch","Indoor/Outdoor (Offsite) Playspace",,"Contact program",,"Full-Day Program",,,"15KBYJFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B37, B57, B61, B63","F G R",,,,,"Contact program for time","Contact program for time","May utilize flexible scheduling policy. Contact for more information.",,,"Contact program","45 Full-Day","Contact program","11215","40.673671","-73.989163","6","39","119","3338558","3009800001","Park Slope-Gowanus                                                         "
"15KBYN","Bumble Bees R Us 2","76 Lorraine Street, Brooklyn NY 11231","Brooklyn","15","NYCEEC","718-858-8111","Jessica Figuly","jfiguly@bumblebeesrus.com","bumblebeesrus.com","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"15KBYNFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B57, B61, X14, X37","F G",,,,,"7am","6pm",,,,"Contact program","18 Full-Day","Contact program","11231","40.674385","-74.006886","6","38","53","3338801","3005800016","Carroll Gardens-Columbia Street-Red Hook                                   "
"15KCGR","Brooklyn Chinese American Association","4116 8th Avenue, Brooklyn NY 11232","Brooklyn","15","NYCEEC","718-438-0008","Mee-Ling Lee","bca4116@bca.net","bca.net/eng/childhood.html","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace",,"No",,"Full-Day Program",,,"15KCGRFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B35, B63, B70","D",,,,,"8:30am",,,,,"Contact program","30 Full-Day","9am-3:20pm","11232","40.646018","-73.998627","7","38","92","3018183","3009220038","Sunset Park East                                                           "
"15KCHV","New York Creative Childcare, Inc.","5015 6th Avenue, Brooklyn NY 11220","Brooklyn","15","NYCEEC","718-686-0388","Luoen Han","nycreativechildcare@gmail.com","nycreativechildcare.com","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"15KCHVFDPK",,,"x",,,"x",,,"x",,,,"x",,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B37, B63, B70, B9","N R",,,,,"8am","6:30pm",,,"Enhanced Language Support: Chinese","Contact program","36 Full-Day","8:40am-3pm","11220","40.643632","-74.008252","7","38","98","3393312","3007937501","Sunset Park East                                                           "
"15KCIM","Brooklyn Explorers Academy","110 Schermerhorn Street, Brooklyn NY 11201","Brooklyn","15","NYCEEC","855-687-6923","Christine Roland","Christine@brooklynexplorersacademy.com","www.brooklynexplorersacademy.com","Breakfast/Lunch","Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"15KCIMFDPK",,,"x",,,"x",,,,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B63, B65, B67","2 3 4 5 A B C F G Q R",,,,,"8am","6pm",,,,"Contact program","20 Full-Day","8:30am-2:50pm","11201","40.690162","-73.989182","2","33","43","3000533","3001690009","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"15KCLD","Sunny Skies Prospect Corp.","969 43rd Street, Brooklyn NY 11219","Brooklyn","15","NYCEEC","718-372-4665","Paola Ballester","Paola@sunnyskiespreschool.com","sunnyskiespreschool.com","Breakfast/Lunch/Snack(s)","Contact program","May have income or other eligibility requirements. Contact for more information.","Yes",,"Full-Day Program",,,"15KCLDFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B16, B35, B70","D",,,,,,,,,,"Contact program","19 Full-Day","Contact program","11219","40.642867","-73.996025","12","38","112","3135794","3055950043","Sunset Park East                                                           "
"15KCMK","Brooklyn Treehouse Preeschool, Inc.","639 4th Avenue, Brooklyn NY 11232","Brooklyn","15","NYCEEC","718-499-1234","Lisa Armentano","lisa@brooklyntreehousepreschool.com","brooklyntreehousepreschool.com","Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"15KCMKFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B37, B63, B67, X28","R",,,,,"8am","6pm",,,,"Contact program","30 Full-Day","8:55am-3:15pm","11232","40.663708","-73.994637","7","38","143","3397574","3006377501","Park Slope-Gowanus                                                         "
"15KCMN","Early Childhood Development Center Kaleidoscope","165 Prospect Park Southwest, Brooklyn NY 11218","Brooklyn","15","NYCEEC","917-652-4422","Oksana Grebenyuk","ecdckaleidoscope@aol.com","ecdckaleidoscope.org","Lunch/Snack(s)","Outdoor (Offsite) Playspace",,"No",,"Full-Day Program",,,"15KCMNFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B16, B67, B68","F G",,,,,,"6pm",,,,"Contact program","12 Full-Day","8am-2:20pm","11218","40.654364","-73.973194","7","39","50202","3122557","3052750092","Windsor Terrace                                                            "
"15KCOT","Giocare, LLC","552 5th Avenue, Brooklyn NY 11215","Brooklyn","15","NYCEEC","347-827-1372","Ellen Cerniglia","ellen@giocareplayschool.com","giocareplayschool.com","Lunch/Snack(s)","Contact program",,"No",,"Full-Day Program",,,"15KCOTFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"B37, B61, B63, B67, B69","R",,,,,"7:45am","6pm",,,,"Contact program","18 Full-Day","8:40am-3pm","11215","40.665481","-73.989395","7","39","141","3023919","3010470039","Park Slope-Gowanus                                                         "
"15KCPP","Kings Bay Y at Windsor Terrace","1224 Prospect Avenue, Brooklyn NY 11218","Brooklyn","15","NYCEEC","718-407-6377","Ilona Zeltser","oxana@kingsbayy.org","http://ywindsorterrace.org/","Lunch/Snack(s)","Contact program",,"No",,"Full-Day Program",,,"15KCPPFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B16, B61, B67, B68, B69, BM3, BM4","F",,,,,"8am","6pm",,,,"Contact program","18 Full-Day","8:40am-3pm","11218","40.653253","-73.976192","7","39","50202","3000000","3052740009","Windsor Terrace                                                            "
"15Z076","The Little Brooklyn Pre-K Center at 173-177 25th Street","173-177 25th Street, Brooklyn NY 11232","Brooklyn","15","Pre-K Center","718-840-2840","Maria Interlandi","15K767@schools.nyc.gov","schools.nyc.gov/Academics/EarlyChildhood/District15PKC","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"15Z076FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,"x",,,,,"B37","R",,,,,"Contact program for time",,,,,"Contact program","108 Full-Day","Contact program","11232","40.661059","-73.998973","7","38","101","3009582","3006510047","Sunset Park West                                                           "
"15Z093","The Little Brooklyn Pre-K Center at 305-307 Third Avenue","305-307 Third Avenue, Brooklyn NY 11215","Brooklyn","15","Pre-K Center","718-237-6720","Maria Interlandi","minterl@schools.nyc.gov","littlebrooklynprekcenters.com","Breakfast/Lunch","Indoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"15Z093FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,,"x",,,"B103, B37, B57, B61, B63","F G R",,,,,"7:40am",,,,,"Contact program","54 Full-Day","8:10am-2:30pm","11215","40.676679","-73.986646","6","39","119","3007687","3004540005","Park Slope-Gowanus                                                         "
"15Z108","The Little Brooklyn Pre-K Center at 219 25th Street","219 25th Street, Brooklyn NY 11232","Brooklyn","15","Pre-K Center","929-397-2021","Maria Interlandi","MInterl@schools.nyc.gov","littlebrooklynprekcenters.com","Breakfast/Lunch","Indoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"15Z108FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,"x",,,,,"B37, B63, B67, B69, X12, X14, X17, X17A, X19, X27, X28, X3, X31, X37, X38, X42, X5, X8, X9","N R",,,,,"7:40am",,,,,"Contact program","72 Full-Day","8:10am-2:30pm","11232","40.659882","-73.997016","7","38","101","3336859","3006520070","Sunset Park West                                                           "
"16K005","P.S. 5 Dr. Ronald Mcnair","820 Hancock Street, Brooklyn NY 11233","Brooklyn","16","District School","718-218-2444","Lena Gates","LGates@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k005","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"16K005FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B20, B25, B26, B46, B47, B52, B7, Q24","C J Z",,,,,,"Contact program for time",,,,"Not Accessible","36 Full-Day","Contact program","11233","40.685695","-73.922463","3","41","377","3039906","3014900001","Stuyvesant Heights                                                         "
"16K021","P.S. 21 Crispus Attucks","180 Chauncey Street, Brooklyn NY 11233","Brooklyn","16","District School","718-493-9681","Leslie Frazier","LFrazie@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k021","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"16K021FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B25, B26, B45, B46, B47, B65, B7","A C",,,,,"Contact program for time","Contact program for time",,,,"Not Accessible","54 Full-Day","Contact program","11233","40.680727","-73.926597","3","36","381","3047914","3016920017","Crown Heights North                                                        "
"16K025","P.S. 25 Eubie Blake School","787 Lafayette Avenue, Brooklyn NY 11221","Brooklyn","16","District School","718-574-2336","Esther Wilson","EWilson10@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k025","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"16K025FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B38, B43, B46, B47, B52, B54","G J M Z",,,,,"7:30am",,,,,"Not Accessible","18 Full-Day","8am-2:20pm","11221","40.691037","-73.941342","3","36","281","3049858","3017870014","Stuyvesant Heights                                                         "
"16K026","P.S. 26 Jesse Owens","1014 Lafayette Avenue, Brooklyn NY 11221","Brooklyn","16","District School","718-919-5707","Cynthia Celestine","CCelest@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k026","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"16K026FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B38, B46, B47, B52, B54, Q24","J M Z",,,,,"Contact program for time",,,,,"Not Accessible","18 Full-Day","Contact program","11221","40.692126","-73.931731","3","36","291","3393805","3016160001","Stuyvesant Heights                                                         "
"16K028","P.S. 28 The Warren Prep Academy","1001 Herkimer Street, Brooklyn NY 11233","Brooklyn","16","District School","718-467-2865","Judith James","JJames4@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k028","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"16K028FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B25, B26, B45, B46, B47, B60, B65, B7","C",,,,,,,,,,"Not Accessible","18 Full-Day","Contact program","11233","40.678049","-73.92032","3","41","301","3042090","3015480019","Ocean Hill                                                                 "
"16K040","P.S. 40 George W. Carver","265 Ralph Avenue, Brooklyn NY 11233","Brooklyn","16","District School","718-574-2353","Louise Antoine","LAntoin@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k040","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"16K040FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B25, B26, B45, B46, B47, B65, B7","A C J",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","11233","40.680463","-73.922264","3","41","379","3041214","3015180001","Stuyvesant Heights                                                         "
"16K081","P.S. 81 Thaddeus Stevens","990 Dekalb Avenue, Brooklyn NY 11221","Brooklyn","16","District School","718-574-2365","Cheryl Ault- Baker","CAultBarker@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k081","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"16K081FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B38, B43, B46, B47, B52, B54, Q24","J M Z",,,,,"Contact program for time","Contact program for time",,,,"Partially Accessible","36 Full-Day","Contact program","11221","40.693161","-73.935765","3","36","289","3043248","3016020019","Stuyvesant Heights                                                         "
"16K243","P.S. 243 The Weeksville School","1580 Dean Street, Brooklyn NY 11213","Brooklyn","16","District School","718-604-6909","Dolores Joseph Pauline","DPaulin@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k243","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"16K243FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B14, B15, B17, B25, B43, B45, B46, B65","3 4 A C",,,,,,,,,,"Not Accessible","36 Full-Day","8:15am-2:35pm","11213","40.676094","-73.935688","8","36","309","3035761","3013470001","Crown Heights North                                                        "
"16K262","P.S. 262 El Hajj Malik El Shabazz Elementary School","500 Macon Street, Brooklyn NY 11233","Brooklyn","16","District School","718-453-0780","Joeletha Ferguson","jfergus@schools.nyc.gov","ps262.org","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"16K262FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B25, B26, B46, B47, B52","A C",,,,,,"6pm",,,,"Not Accessible","18 Full-Day","8am-2:20pm","11233","40.683241","-73.930813","3","36","297","3046876","3016710019","Crown Heights North                                                        "
"16K308","P.S. 308 Clara Cardwell","616 Quincy Street, Brooklyn NY 11221","Brooklyn","16","District School","718-571-6960","Sharon Odwin","sodwin@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k308","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"16K308FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B15, B26, B38, B43, B46, B47, B52, Q24","J",,,,,"7:30am",,,,,"Partially Accessible","36 Full-Day","8am-2:20pm","11221","40.688695","-73.935499","3","36","293","3044493","3016300001","Stuyvesant Heights                                                         "
"16K309","P.S. 309 The George E. Wibecan Preparatory Academy","794 Monroe Street, Brooklyn NY 11221","Brooklyn","16","District School","718-574-2381","Tanya Bryant","Tbryant4@schools.nyc.gov","PS309brooklyn.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"16K309FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,,"x",,,,,,,,,,"B26, B38, B46, B47, B52, B7, Q24","J Z",,,,,"7:30am","5pm",,,,"Not Accessible","36 Full-Day","8am-2:20pm","11221","40.688419","-73.924833","3","41","385","3045047","3016430036","Stuyvesant Heights                                                         "
"16K335","P.S. 335 Granville T. Woods","130 Rochester Avenue, Brooklyn NY 11213","Brooklyn","16","District School","718-493-7736","Karena Thompson","kthomps2@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k335","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"16K335FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"B14, B15, B17, B25, B45, B46, B47, B65","3 4 A C",,,,,"7:15am","5:30pm",,,,"Not Accessible","36 Full-Day","8am-2:20pm","11213","40.674656","-73.927794","8","36","307","3035887","3013550023","Crown Heights North                                                        "
"16K627","Brighter Choice Community School","280 Hart Street, Brooklyn NY 11206","Brooklyn","16","District School","718-453-4081","Fabayo Mc Intosh","FMcIntosh2@schools.nyc.gov","welovebccs.org","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"16K627FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,,"x",,,,"x",,,,,,,,,"B15, B38, B43, B46, B47, B52, B54, B57","G J M Z",,,,,"Contact program for time","Contact program for time",,,,"Not Accessible","54 Full-Day","Contact program","11206","40.694086","-73.940744","3","36","281","3049420","3017730014","Stuyvesant Heights                                                         "
"16K628","Brooklyn Brownstone School","272 Macdonough Street, Brooklyn NY 11233","Brooklyn","16","District School","718-573-2307","Nakia Haskins","NHaskin@schools.nyc.gov","schools.nyc.gov/schoolportals/16/k628","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace/Outdoor (Offsite) Playspace",,"Contact program",,"Full-Day Program",,,"16K628FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students, other in-district students, and some other out-of-district students.",,"B15, B25, B26, B43, B46, B52, B65","A C",,"This is a non-zoned school",,,,,,,,"Not Accessible","36 Full-Day","Contact program","11233","40.681896","-73.935963","3","36","273","3047054","3016740011","Stuyvesant Heights                                                         "
"16KASC","Brevoort Children's Center","250 Ralph Avenue, Brooklyn NY 11233","Brooklyn","16","NYCEEC","718-778-1069","Stacey Soto","hlareche@bksny.org","bksny.org","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"16KASCFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B25, B26, B45, B46, B47, B65, B7","A C",,,,,,,,,,"Contact program","19 Full-Day","Contact program","11233","40.68104","-73.9224","3","41","381","3325169","3016880001","Crown Heights North                                                        "
"17KAQX","Precious Memories Daycare Inc","3124 Church Avenue, Brooklyn NY 11226","Brooklyn","17","NYCEEC","718-287-0037","Pettrina Clarke","pettrinaclarke@yahoo.com",,"Contact program","Contact program",,"Yes",,"Full-Day Program",,,"17KAQXFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B12, B35, B44, B44-SBS, B49","2 5",,,,,"7am","6pm",,,,"Contact program","18 Full-Day","8:30am-2:50pm","11226","40.650862","-73.948289","17","40","824","3109282","3048850012","Erasmus                                                                    "
"16KAXC","Bishop Sexton","933 Herkimer Street, Brooklyn NY 11233","Brooklyn","16","NYCEEC","718-778-0292","Lourdes Martinez","Adenis@stmarksheadstart.org","stmarksheadstart.org","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"16KAXCFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B25, B26, B45, B46, B47, B65, B7","A C",,,,,,,,,,"Contact program","45 Full-Day","Contact program","11233","40.678169","-73.922497","3","41","299","3329595","3017040025","Crown Heights North                                                        "
"16KAZQ","Bedford Stuyvesant Early Childhood Development Center","281 Stuyvesant Avenue, Brooklyn NY 11221","Brooklyn","16","NYCEEC","347-763-8699","Sherry Summers","charlesm@bsecdc.org","www.bsecdcinc.org","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"16KAZQFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B25, B26, B38, B43, B46, B47, B52","A C",,,,,,,,,,"Contact program","18 Full-Day","Contact program","11221","40.684933","-73.932441","3","36","295","3045801","3016560004","Stuyvesant Heights                                                         "
"16KAZZ","Cornerstone Day Care Center","289 Lewis Avenue, Brooklyn NY 11221","Brooklyn","16","NYCEEC","718-574-8300","Jennifer Rice","cornerstone6@optimum.net",,"Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"16KAZZFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B15, B25, B26, B38, B43, B46, B52","A C",,,,,"Contact program for time","Contact program for time",,,,"Contact program","20 Full-Day","Contact program","11221","40.68592","-73.935624","3","36","293","3045189","3016450076","Stuyvesant Heights                                                         "
