"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-05246-0001","2515 GLENWOOD ROAD
Brooklyn, NY 
(40.633459543074, -73.952823788604)","3","11210","40.633462","-73.952738","14","45","772","3121544","3052460001","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","55","1931","64800","446472","6.89","1370000","21.14","3-05240-0110","1086 OCEAN AVENUE
Brooklyn, NY 
(40.636118768078, -73.95838719797)","FLATBUSH-CENTRAL","C1-WALK-UP","35","1931","37500","310733","8.29","1020000","27.2","0.3","3-05240-0001","1204 OCEAN AVENUE
Brooklyn, NY 
(40.632988900952, -73.95786963222)","FLATBUSH-CENTRAL","C1-WALK-UP","59","1917","57600","447947","7.78","1380000","23.96","0.3"
"3-07558-0063","720 31 STREET
Brooklyn, NY 
(40.633480535502, -73.946783586797)","3",,,,,,,,,,"FLATBUSH-EAST","D4-ELEVATOR","63","1963","43146","545796","12.65","2050000","47.5","3-02104-0008","299 ADELPHI STREET
Brooklyn, NY 
(40.688581219042, -73.970907219944)","FORT GREENE","D9-ELEVATOR","71","1927","44046","693471","15.74","2820000","64","4","3-01424-0033","988 MONTGOMERY STREET
Brooklyn, NY 
(40.664350593611, -73.932083268357)","CROWN HEIGHTS","D1-ELEVATOR","53","1927","47164","466923","9.9","1580000","33.5","2.25"
"3-06137-0100","9967 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11209","40.612106","-74.035617","10","43","5602","3337179","3061370100","Bay Ridge                                                                  ","BAY RIDGE","C6-WALK-UP","60","1983","40824","410281","10.05","1390000","34","3-05877-0001","6917 8 AVENUE
Brooklyn, NY 
(40.63022706272, -74.014982754952)","BAY RIDGE","C7-WALK-UP","55","1926","56800","546114","9.61","1850000","32.6","1.6","3-06019-0041","8302 6 AVENUE
Brooklyn, NY 
(40.622159998714, -74.022735150559)","BAY RIDGE","C1-WALK-UP","39","1925","31080","326100","10.49","1100000","35.4","0.9"
"3-06541-0027","1250 OCEAN PARKWAY
Brooklyn, NY 
(40.61816597148, -73.969643361645)","3","11230","40.618198","-73.969347","12","44","448","3171717","3065410027","Ocean Parkway South                                                        ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","106","1956","102924","1059088","10.29","3580000","34.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.05","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.85"
"3-07575-0006","2901 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","54","1941","54000","648000","12","2280000","42.2","3-01424-0033","988 MONTGOMERY STREET
Brooklyn, NY 
(40.664350593611, -73.932083268357)","CROWN HEIGHTS","D1-ELEVATOR","53","1927","47164","466923","9.9","1580000","33.5","2.45","3-06114-0006","310 94 STREET
Brooklyn, NY 
(40.617672303917, -74.032842558123)","BAY RIDGE","D7-ELEVATOR","74","1928","48000","771521","16.07","3140000","65","4.5"
"3-03384-0006","463 WILSON AVENUE
Brooklyn, NY 
(40.692988656805, -73.912103090749)","3","11221","40.692989","-73.912145","4","37","435","3077626","3033840006","Bushwick North                                                             ","BUSHWICK","C6-WALK-UP","44","1928","31184","250408","8.03","707000","22.67","3-03359-0048","1113 MADISON STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BUSHWICK","C1-WALK-UP","20","1994","18000","143640","7.98","441000","24.5","0.3","3-03395-0006","1225 BUSHWICK AVENUE
Brooklyn, NY 
(40.687874334431, -73.915227433233)","BUSHWICK","C1-WALK-UP","20","1916","17800","231400","13","870000","48.9","0.4"
"3-02412-0004","176 BORINQUEN PLACE
Brooklyn, NY 
(40.710712383304, -73.953357841739)","3","11211","40.710714","-73.953513","1","34","513","3063039","3024120004","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","C6-WALK-UP","30","1915","19422","207815","10.7","587000","30.2","3-02318-0029","109 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-NORTH","C1-WALK-UP","11","1910","6000","76386","12.73","878000","146","0.7","3-02420-0043","209 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","20","1910","23700","281319","11.87","794000","33.5","0.3"
"3-06379-0050","30 BAY 29 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"BATH BEACH","D4-ELEVATOR","100","1960","120440","1395900","11.59","4920000","40.9","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","1.65","3-07155-0004","2250 4 STREET
Brooklyn, NY 
(40.595289023249, -73.967375094094)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","116","1962","125160","1256775","10.04","4250000","34","1.55"
"3-00236-0018","187 HICKS STREET
Brooklyn, NY 
(40.695970750246, -73.995472459332)","3","11201","40.696019","-73.995478","2","33","501","3001826","3002360018","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","29","1936","48387","829353","17.14","3370000","70","3-01177-0007","781 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","D5-ELEVATOR","63","1920","47925","872518","18.21","2680000","56","2.35","3-06114-0006","310 94 STREET
Brooklyn, NY 
(40.617672303917, -74.032842558123)","BAY RIDGE","D7-ELEVATOR","74","1928","48000","771521","16.07","3140000","65","5.8"
"3-05548-0050","1967 65 STREET
Brooklyn, NY 
(40.616993886848, -73.986579660628)","3","11204","40.617032","-73.986691","11","47","254","3133603","3055480050","Bensonhurst West                                                           ","BOROUGH PARK","C6-WALK-UP","21","1931","18920","173307","9.16","571000","30.2","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","1.05","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","3.3"
"3-02436-0008","304 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","24","1915","20172","185381","9.19","524000","26","3-02436-0004","344 RODNEY STREET
Brooklyn, NY 
(40.709655356653, -73.955636710839)","WILLIAMSBURG-SOUTH","C1-WALK-UP","27","1915","20520","188579","9.19","622000","30.3","0","3-02436-0006","300 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","24","1913","19680","192470","9.78","650000","33","0"
"3-01249-0007","960 STERLING PLACE
Brooklyn, NY 
(40.672319847849, -73.946859405594)","3","11213","40.672325","-73.946639","8","35","339","3031981","3012490007","Crown Heights North                                                        ","CROWN HEIGHTS","D4-ELEVATOR","79","1937","92688","727601","7.85","2230000","24.06","3-01228-0060","925 PROSPECT PLACE
Brooklyn, NY 
(40.674105267631, -73.945796053496)","CROWN HEIGHTS","D1-ELEVATOR","82","1900","86804","657106","7.57","2020000","23.27","0.2","3-01267-0010","410 EASTERN PARKWAY
Brooklyn, NY 
(40.669853978068, -73.955019858436)","CROWN HEIGHTS","D1-ELEVATOR","72","1928","58200","580836","9.98","1960000","33.7","0.45"
"3-06709-0001","1602 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","129","1941","149400","1429366","9.57","4830000","32.3","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.6","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.5"
"3-05329-0062","179 OCEAN PARKWAY
Brooklyn, NY 
(40.645817999296, -73.974259765762)","3","11218","40.645795","-73.974274","12","39","504","3124347","3053290062","Windsor Terrace                                                            ","KENSINGTON","C6-WALK-UP","39","1923","38800","351000","9.05","1160000","29.9","3-05324-0001","333 MC DONALD AVENUE
Brooklyn, NY 
(40.645989842578, -73.980004122275)","KENSINGTON","D1-ELEVATOR","268","1960","245202","3263686","13.31","12300000","50","0.3","3-05325-0065","199 2 STREET
Brooklyn, NY 
(40.676321385053, -73.9887644504)","KENSINGTON","D1-ELEVATOR","48","1937","49800","316318","6.35","971000","19.5","0.25"
"3-05241-0006","1199 OCEAN AVENUE
Brooklyn, NY 
(40.633114578093, -73.957688147835)","3","11230","40.633332","-73.957818","14","45","766","3121393","3052410006","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","63","1958","81000","535410","6.61","1640000","20.25","3-05220-0069","1051 OCEAN AVENUE
Brooklyn, NY 
(40.636837275839, -73.958451642457)","FLATBUSH-CENTRAL","C5-WALK-UP","16","1931","17100","155010","9.06","511000","29.9","0.2","3-05220-0072","1045 OCEAN AVENUE
Brooklyn, NY 
(40.636973379183, -73.958478694053)","FLATBUSH-CENTRAL","C5-WALK-UP","16","1931","17100","155010","9.06","511000","29.9","0.2"
"3-01158-0061","225 PARK PLACE
Brooklyn, NY 
(40.677051244359, -73.970366733621)","3","11238","40.67706","-73.970452","8","35","163","3028744","3011580061","Prospect Heights                                                           ","PROSPECT HEIGHTS","D4-ELEVATOR","60","1940","60450","967200","16","3930000","65","3-06681-0449","1860 OCEAN PARKWAY
Brooklyn, NY 
(40.60337516665, -73.966841052457)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","48","1934","60000","497597","8.29","1640000","27.3","5.1","3-01861-0020","1320 FULTON STREET
Brooklyn, NY 
(40.680279013607, -73.947943916312)","BEDFORD STUYVESANT","D9-ELEVATOR","65","1985","57876","946012","16.35","2670000","46.1","1.2"
"3-06682-0013","1811 OCEAN PARKWAY
Brooklyn, NY 
(40.604542277404, -73.966436191217)","3","11223","40.604287","-73.966692","15","47","418","3178686","3066820013","Homecrest                                                                  ","OCEAN PARKWAY-SOUTH","D4-ELEVATOR","82","1953","119000","1437520","12.08","5070000","42.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.05","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.6"
"3-01961-0032","387 CLINTON AVENUE
Brooklyn, NY 
(40.686358150015, -73.967422324776)","3","11238","40.686117","-73.967404","2","35","199","3055995","3019610032","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","19","1910","26656","453152","17","1840000","69","3-01178-0083","493 LINCOLN PLACE
Brooklyn, NY 
(40.672041274863, -73.959943975215)","CROWN HEIGHTS","C1-WALK-UP","31","1920","26640","468417","17.58","1440000","54","1","3-01178-0087","487 LINCOLN PLACE
Brooklyn, NY 
(40.67208028631, -73.960131867082)","CROWN HEIGHTS","C1-WALK-UP","31","1920","26952","468417","17.38","1440000","53","1"
"3-05380-0001","4217 16 AVENUE
Brooklyn, NY 
(40.634831751581, -73.981508167994)","3","11204","40.634801","-73.981575","12","44","478","3126410","3053800001","Borough Park                                                               ","BOROUGH PARK","D4-ELEVATOR","48","1931","47820","527455","11.03","1860000","38.9","3-05389-0067","623 5 STREET
Brooklyn, NY 
(40.667612575809, -73.975981311235)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","48","1932","41963","490021","11.68","1730000","41.2","0.4","3-06126-0036","368 97 STREET
Brooklyn, NY 
(40.61495712142, -74.032539996674)","BAY RIDGE","D1-ELEVATOR","53","1937","42168","437890","10.38","1480000","35.1","3.05"
"3-08710-0055","50 SHORE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11235","40.582266","-73.954005","15","48","61004","3245440","3087100055","Brighton Beach                                                             ","SHEEPSHEAD BAY","D4-ELEVATOR","72","1957","38778","373820","9.64","1260000","32.5","3-05892-0006","7101 4 AVENUE
Brooklyn, NY 
(40.633705503383, -74.023848669495)","BAY RIDGE","D7-ELEVATOR","50","1950","77430","710791","9.18","2340000","30.2","5","3-05892-0016","414 OVINGTON AVENUE
Brooklyn, NY 
(40.633528938924, -74.023514042587)","BAY RIDGE","D1-ELEVATOR","54","1950","67830","684068","10.09","2310000","34.1","5"
"3-06299-0043","2155 82 STREET
Brooklyn, NY 
(40.604838306735, -73.992435604158)","3","11214","40.60484","-73.992484","11","47","290","3163921","3062990043","Bensonhurst West                                                           ","BENSONHURST","D4-ELEVATOR","88","1962","78684","950503","12.08","3350000","42.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.45","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","3.95"
"3-06464-0001","247 BAY 19 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11214","40.60187","-74.007188","11","43","280","3328684","3064640001","Bath Beach                                                                 ","BATH BEACH","C6-WALK-UP","68","1946","56948","593398","10.42","2010000","35.3","3-06019-0041","8302 6 AVENUE
Brooklyn, NY 
(40.622159998714, -74.022735150559)","BAY RIDGE","C1-WALK-UP","39","1925","31080","326100","10.49","1100000","35.4","1.7","3-05881-0003","7005 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","C9-WALK-UP","46","1950","51840","540326","10.42","1830000","35.3","2.9"
"3-07447-0028","2520 BATCHELDER STREET
Brooklyn, NY 
(40.591514525448, -73.937354760505)","3","11235","40.591371","-73.937271","15","48","596","3320931","3074470028","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","540","1958","583000","7369120","12.64","20800000","35.7","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.65","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.8"
"3-06796-0026","1750 14 STREET
Brooklyn, NY 
(40.606881525388, -73.958911811416)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","64","1961","57500","598625","10.41","2020000","35.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.35","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.25"
"3-05247-0001","2601 GLENWOOD ROAD
Brooklyn, NY 
(40.633560327636, -73.951996708801)","3","11210","40.633555","-73.951869","14","45","770","3121584","3052470001","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","90","1940","100000","1084000","10.84","3820000","38.2","3-05240-0001","1204 OCEAN AVENUE
Brooklyn, NY 
(40.632988900952, -73.95786963222)","FLATBUSH-CENTRAL","C1-WALK-UP","59","1917","57600","447947","7.78","1380000","23.96","0.35","3-05240-0110","1086 OCEAN AVENUE
Brooklyn, NY 
(40.636118768078, -73.95838719797)","FLATBUSH-CENTRAL","C1-WALK-UP","35","1931","37500","310733","8.29","1020000","27.2","0.35"
"3-00202-0001","28 OLD FULTON STREET
Brooklyn, NY 
(40.702594941505, -73.993872166713)","3","11201","40.702618","-73.993739","2","33","1","3001475","3002020001","Brooklyn Heights-Cobble Hill                                               ","DOWNTOWN-FULTON FERRY","D4-ELEVATOR","86","1906","171000","2701800","15.8","11000000","64","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2390870","15.22","6750000","43","0.45","3-08719-0038","160 END AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BRIGHTON BEACH","D3-ELEVATOR","184","1963","155661","2547822","16.37","10400000","67","8.8"
"3-01173-0038","426 STERLING PLACE
Brooklyn, NY 
(40.674751911518, -73.964182847712)","3","11238","40.674813","-73.964324","8","35","207","3029394","3011730038","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","16","1910","15000","294600","19.64","1320000","88","3-00817-0001","5319 6 AVENUE
Brooklyn, NY 
(40.641969011327, -74.009946773009)","SUNSET PARK","C1-WALK-UP","16","1911","10460","205420","19.64","580000","55","3.25","3-01970-0001","51 CLASSON AVENUE
Brooklyn, NY 
(40.698595632509, -73.961752211107)","BEDFORD STUYVESANT","C1-WALK-UP","20","1930","14796","283167","19.14","1270000","86","0.9"
"3-05219-0040","601 19 STREET
Brooklyn, NY 
(40.654365095716, -73.979124657154)","3",,,,,,,,,,"FLATBUSH-CENTRAL","D4-ELEVATOR","108","1942","132000","682450","5.17","2100000","15.91","3-05219-0004","1908 NEWKIRK AVENUE
Brooklyn, NY 
(40.637252759574, -73.959634774539)","FLATBUSH-CENTRAL","C1-WALK-UP","22","1921","29133","316384","10.86","1120000","38.4","0","3-05213-0062","2617 FOSTER AVENUE
Brooklyn, NY 
(40.638449910913, -73.951964112481)","FLATBUSH-CENTRAL","C1-WALK-UP","16","1931","13400","142539","10.64","482000","36","0.4"
"3-07369-0027","2190 BRIGHAM STREET
Brooklyn, NY 
(40.599287050857, -73.934948658748)","3","11229","40.599495","-73.934958","15","46","570","3320769","3073690027","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","162","1952","167760","2226250","13.27","8370000","49.9","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.55","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.25"
"3-07440-0028","2950 OCEAN AVENUE
Brooklyn, NY 
(40.589296304507, -73.949603704658)","3","11235","40.589374","-73.949521","15","48","592","3204127","3074400028","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","63","1930","52500","682125","12.99","2560000","48.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.25","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.3"
"3-00259-0047","30 WILLOW PLACE
Brooklyn, NY 
(40.693145764041, -73.997863514126)","3","11201","40.693069","-73.997876","2","33","7","3002298","3002590047","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","15","1900","13925","369430","26.5","1790000","129","3-00183-0047","373 PACIFIC STREET
Brooklyn, NY 
(40.686579704177, -73.985884576877)","BOERUM HILL","C1-WALK-UP","14","1930","10375","275239","26.5","1330000","128","0.75","3-00258-0048","42 COLUMBIA PLACE
Brooklyn, NY 
(40.693128738124, -73.998639305863)","BROOKLYN HEIGHTS","C1-WALK-UP","20","1900","11160","324731","29.1","1570000","141","0.05"
"3-07299-0001","2375 OCEAN AVENUE
Brooklyn, NY 
(40.603677620011, -73.952131332864)","3","11229","40.603458","-73.952172","15","48","560","3197060","3072990001","Madison                                                                    ","MADISON","D4-ELEVATOR","66","1941","73800","858296","11.63","3030000","41.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.7","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.9"
"3-06614-0017","1530 8 STREET
Brooklyn, NY 
(40.609613272541, -73.982009230962)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","D4-ELEVATOR","91","1963","98417","1064452","10.82","3750000","38.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.5","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.55"
"3-02406-0026","728 DRIGGS AVENUE
Brooklyn, NY 
(40.713019945819, -73.960420782203)","3","11211","40.713014","-73.960383","1","34","551","3062966","3024060026","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","C6-WALK-UP","31","1911","26190","201139","7.68","568000","21.69","3-02417-0039","103 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","36","1915","31200","296728","9.51","838000","26.9","0.1","3-02437-0028","355 4 STREET
Brooklyn, NY 
(40.671533058771, -73.982359050724)","WILLIAMSBURG-SOUTH","C1-WALK-UP","16","1927","12000","102987","8.58","339000","28.3","0.5"
"3-01179-0066","115 EASTERN PARKWAY
Brooklyn, NY 
(40.672522980592, -73.965110559869)","3","11238","40.672505","-73.965374","8","35","215","3029630","3011790066","Prospect Heights                                                           ","PROSPECT HEIGHTS","D4-ELEVATOR","40","1922","42798","609015","14.23","2410000","56","3-01078-0016","530 2 STREET
Brooklyn, NY 
(40.670711051002, -73.977282710454)","PARK SLOPE","D1-ELEVATOR","47","1920","39261","558799","14.23","2220000","57","0.65","3-01361-0043","1248 ST MARK'S AVENUE
Brooklyn, NY 
(40.673981012962, -73.928175766891)","CROWN HEIGHTS","D1-ELEVATOR","48","1926","37400","565241","15.11","1740000","46.5","1.9"
"3-02169-0021","110 DIVISION AVENUE
Brooklyn, NY 
(40.707664115788, -73.963620418479)","3","11211","40.70766","-73.963632","1","33","535","3059836","3021690021","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","C6-WALK-UP","30","1915","22098","177447","8.03","501000","22.67","3-01288-0036","1110 CARROLL STREET
Brooklyn, NY 
(40.667356525069, -73.954373438082)","CROWN HEIGHTS","C1-WALK-UP","16","1925","14812","122199","8.25","403000","27.2","2.8","3-01233-0056","817 PARK PLACE
Brooklyn, NY 
(40.673471703642, -73.950590114282)","CROWN HEIGHTS","C1-WALK-UP","18","1905","10720","87260","8.14","268000","25","2.35"
"3-01178-0057","553 LINCOLN PLACE
Brooklyn, NY 
(40.671662764939, -73.958113616592)","3","11238","40.671649","-73.958158","8","35","217","3029604","3011780057","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","16","1911","18136","238307","13.14","896000","49.4","3-02495-0042","1085 MANHATTAN AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","GREENPOINT","C1-WALK-UP","12","1931","13250","217697","16.43","668000","50","4.35","3-01281-0009","1589 BEDFORD AVENUE
Brooklyn, NY 
(40.668063874842, -73.956002937575)","CROWN HEIGHTS","C1-WALK-UP","16","1905","13200","205656","15.58","836000","63","0.4"
"3-07778-0024","1190 53 STREET
Brooklyn, NY 
(40.634235364306, -73.996894389911)","3","11219","40.634385","-73.997114","12","44","218",,,"Borough Park                                                               ","FLATLANDS","D4-ELEVATOR","156","1966","149520","1806202","12.08","6370000","42.6","3-05155-0050","405 WESTMINSTER ROAD
Brooklyn, NY 
(40.639024303267, -73.966828882476)","FLATBUSH-CENTRAL","D1-ELEVATOR","138","1960","153424","1847730","12.04","6510000","42.4","2.25",,,,,,,,,,,,
"3-04853-0035","330 LENOX ROAD
Brooklyn, NY 
(40.65420788089, -73.948515869906)","3","11226","40.654235","-73.948503","17","40","818","3108057","3048530035","Erasmus                                                                    ","FLATBUSH-NORTH","D4-ELEVATOR","118","1964","112518","1304084","11.59","4600000","40.9","3-07155-0004","2250 4 STREET
Brooklyn, NY 
(40.595289023249, -73.967375094094)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","116","1962","125160","1256775","10.04","4250000","34","4.15","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","4.35"
