"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_est_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"1-00419-0040","110 FORSYTH STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.718971","-73.992547","3","1","18","1005583","1004190040","Chinatown                                                                  ","LOWER EAST SIDE","C6-WALK-UP","31","1900","20798","436758","21","1230000","59","1-00411-0042","138 LUDLOW STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","29","1920","18180","388880","21.39","1740000","96","0.25","1-00411-0075","100 RIVINGTON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","24","1900","21120","440357","20.85","1970000","93","0.25"
"1-02110-0065","2089 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10032","40.836842","-73.939114","12","10","24301","1062619","1021100065","Washington Heights South                                                   ","WASHINGTON HEIGHTS LOWER","C6-WALK-UP","20","1915","15347","229898","14.98","649000","42.3","1-02127-0041","506 171 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","20","1911","14810","224772","15.18","914000","62","0.4","1-02123-0100","501 167 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","21","1907","16752","250864","14.98","994000","59","0.25"
"1-01505-0040","1192 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10128","40.785009","-73.953688","8","4","16001","1047125","1015050040","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","78","1926","196577","5304600","27","25700000","131","1-01406-0001","737 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","120","1940","215600","6008692","27.9","29100000","135","1.1","1-01565-0035","430 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","133","1931","205967","5376180","26.1","26000000","126","0.7"
"1-01566-0034","430 87 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","28","1925","9820","269068","27.4","1300000","132","1-01562-0030","432 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","20","1930","8345","256858","30.8","1240000","149","0.2","1-01507-0025","53 95 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","18","1920","17580","574501","32.7","2780000","158","0.75"
"1-02136-0050","15 FT WASHINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10032","40.835724","-73.944608","12","7","247","1063315","1021360050","Washington Heights South                                                   ","WASHINGTON HEIGHTS LOWER","D4-ELEVATOR","36","1912","40778","584756","14.34","2320000","57","1-02139-0335","725 172 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","D1-ELEVATOR","48","1920","44156","633069","14.34","2510000","57","0.7","1-02135-0020","853 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","D1-ELEVATOR","54","1920","70344","462919","6.58","1420000","20.19","0.1"
"1-02180-0169","100 BENNETT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10033","40.853225","-73.935274","12","10","271","1064435","1021800169","Washington Heights North                                                   ","WASHINGTON HEIGHTS UPPER","D4-ELEVATOR","62","1939","66990","900000","13.43","3380000","50","1-01990-0010","21 CLAREMONT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","D3-ELEVATOR","51","1910","58750","831383","14.15","3300000","56","3.35","1-01990-0053","454 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MORNINGSIDE HEIGHTS","D3-ELEVATOR","39","1911","46922","644352","13.73","2550000","54","3.35"
"1-01566-0017","437 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","153","1961","160000","4467200","27.9","21600000","135","1-01472-0034","440 78 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D1-ELEVATOR","47","1936","44856","1252216","27.9","6070000","135","0.45","1-01424-0029","226 70 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D1-ELEVATOR","50","1921","41898","1639187","39.1","8240000","197","0.9"
"1-01494-0050","1095 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.778531","-73.960502","8","4","142","1046768","1014940050","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","34","1912","81125","2393200","29.5","11600000","143","1-01517-0050","1329 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","98","1929","80351","2445485","30.4","11800000","147","0.35","1-01521-0007","115 92 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","54","1927","65692","1890742","28.8","9160000","139","0.5"
"1-00774-0069","254 25 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CHELSEA","D4-ELEVATOR","25","1925","20456","670000","32.8","3250000","159","1-00879-0033","155 23 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","58","1910","41883","1479748","35.3","7440000","178","0.8","1-00844-0008","9 16 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D6-ELEVATOR","16","1900","30680","1145000","37.3","5760000","188","0.6"
"1-01494-0069","1016 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.779311","-73.961459","8","4","142","1046770","1014940069","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","65","1929","166600","4040100","24.25","18100000","109","1-01421-0005","205 66 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","257","1880","170424","4319084","25.3","19300000","113","0.9","1-01524-0001","1225 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","86","1925","165834","3841586","23.17","17200000","104","0.7"
"1-00892-0020","288 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10016","40.748105","-73.978494","6","4","80","1018952","1008920020","Murray Hill-Kips Bay                                                       ","MURRAY HILL","D4-ELEVATOR","100","1955","65532","2499390","38.1","12600000","192","1-00872-0001","36 UNION SQUARE
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D8-ELEVATOR","78","1963","65430","2735524","41.8","13800000","211","0.95","1-00927-0038","320 22 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","KIPS BAY","D9-ELEVATOR","94","1948","67048","2353723","35.1","11800000","176","0.8"
"1-00515-0008","465 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"SOHO","D4-ELEVATOR","26","1900","40130","890484","22.19","3980000","99","1-00504-0031","112 SULLIVAN STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","SOHO","D1-ELEVATOR","60","1920","38880","966771","24.87","4320000","111","0.15","1-00504-0036","100 SULLIVAN STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","SOHO","D1-ELEVATOR","70","1920","53200","1037766","19.51","4640000","87","0.15"
"1-01786-0017","237 121 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-EAST","C6-WALK-UP","12","1920","8000","167680","20.96","474000","59","1-01796-0028","2333 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-EAST","C1-WALK-UP","14","1900","8838","193584","21.9","865000","98","0.15","1-01708-0045","2234 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-EAST","C7-WALK-UP","19","1900","14720","290276","19.72","1300000","88","0.45"
"1-00568-0004","39 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10003","40.733801","-73.995208","2","2","61","1009251","1005680004","West Village                                                               ","GREENWICH VILLAGE-CENTRAL","D4-ELEVATOR","60","1922","62409","2120033","34","10700000","171","1-00879-0017","131 23 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","67","1925","56670","2011078","35.5","10100000","178","0.65","1-00850-0064","12 22 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D5-ELEVATOR","87","1911","78646","2552000","32.4","12400000","158","0.55"
"1-00542-0011","25 MINETTA LANE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10012","40.730458","-74.001458","2","1","65","1008722","1005420011","West Village                                                               ","GREENWICH VILLAGE-CENTRAL","D4-ELEVATOR","65","1940","45720","1685696","36.9","8480000","185","1-00844-0008","9 16 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D6-ELEVATOR","16","1900","30680","1145000","37.3","5760000","188","0.7","1-00570-0008","6 13 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-CENTRAL","D5-ELEVATOR","54","1900","49408","1794668","36.3","9020000","183","0.5"
"1-01248-0001","140 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10024","40.790374","-73.979596","7","6","175","1033933","1012480001","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","D4-ELEVATOR","255","1939","372186","7897786","21.22","35300000","95","1-01244-0072","441 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D5-ELEVATOR","103","1926","240040","5094264","21.22","22800000","95","0.25","1-01234-0019","2360 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D6-ELEVATOR","218","1920","665741","17605074","26.4","85300000","128","0.2"
"1-01186-0048","54 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10024","40.784111","-73.98297","7","6","163","1031111","1011860048","Upper West Side                                                            ","UPPER WEST SIDE (59-79)","D4-ELEVATOR","81","1926","147001","4812812","32.7","23300000","159","1-01141-0051","2028 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","183","1900","133460","4805766","36","24200000","181","0.55","1-01158-0033","212 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","233","1926","160049","5148776","32.2","24900000","156","0.5"
"1-01505-0001","1120 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10128","40.786155","-73.957024","8","4","16001","1047101","1015050001","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","45","1925","165357","4100000","24.79","18300000","111","1-01421-0005","205 66 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","257","1880","170424","4319084","25.3","19300000","113","1.4","1-01524-0001","1225 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","86","1925","165834","3841586","23.17","17200000","104","0.2"
"1-01330-0004","935 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10022","40.759685","-73.967841","6","4","108","1038590","1013300004","Turtle Bay-East Midtown                                                    ","MIDTOWN EAST","D4-ELEVATOR","202","1960","431730","13349091","30.9","64700000","150","1-01325-0006","209 51 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","D6-ELEVATOR","86","1958","71000","1078252","15.19","4390000","62","0.25","1-01558-0040","306 96 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","159","1962","149485","3291772","22.02","14700000","98","1.95"
"1-01067-0008","457 57 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CLINTON","D4-ELEVATOR","237","1929","114992","2679310","23.3","12000000","104","1-01199-0045","20 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","64","1929","103112","2400277","23.28","10700000","104","1.4","1-01200-0011","37 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D9-ELEVATOR","167","1927","104893","2534565","24.16","11300000","108","1.5"
"1-01540-0034","226 95 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","28","1920","17510","612850","35","3080000","176","1-01511-0060","126 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C7-WALK-UP","21","1928","10615","410740","38.7","2070000","195","0.65","1-01530-0035","226 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C7-WALK-UP","24","1910","11694","354999","30.4","1720000","147","0.5"
"1-01328-0030","238 55 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN EAST","D4-ELEVATOR","99","1963","68225","2081544","30.5","10100000","148","1-01410-0033","1308 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","114","1962","181549","5539920","30.5","26800000","148","1.05","1-01362-0012","20 BEEKMAN PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","D3-ELEVATOR","78","1957","98808","1314414","13.3","4940000","50","0.3"
"1-01328-0017","231 54 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN EAST","C6-WALK-UP","15","1900","6040","155530","25.8","754000","125","1-01326-0020","249 52 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","C5-WALK-UP","15","1960","7040","181818","25.8","881000","125","0.1","1-01363-0047","944 1 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN EAST","C7-WALK-UP","21","1900","5849","593214","101","2980000","509","0.3"
"1-01169-0037","210 78 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","38","1926","56147","1667565","29.7","8080000","144","1-01154-0206","242 64 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D9-ELEVATOR","54","1911","42102","1143911","27.2","5540000","132","0.75","1-01163-0017","235 71 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D3-ELEVATOR","33","1912","44604","1124913","25.2","5030000","113","0.3"
"1-01823-0010","133 113 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-CENTRAL","D4-ELEVATOR","52","1904","57516","862740","15","2440000","42.4","1-01822-0029","45 LENOX AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D1-ELEVATOR","60","1920","65681","939037","14.3","2650000","40.3","0.1","1-01823-0061","1871 ADAM
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D3-ELEVATOR","35","1925","31220","531027","17.01","1500000","48","0"
"1-01124-0027","115 CENTRAL PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","UPPER WEST SIDE (59-79)","D4-ELEVATOR","238","1931","617569","18138001","29.4","87900000","142","1-01170-0001","2201 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","174","1908","455328","12388952","27.2","60000000","132","0.55","1-01234-0019","2360 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D6-ELEVATOR","218","1920","665741","17605074","26.4","85300000","128","0.85"
"1-01968-0027","36 CONVENT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10027","40.814108","-73.953094","9","7","21303","1059590","1019680027","Manhattanville                                                             ","HARLEM-WEST","C6-WALK-UP","25","1926","16160","258560","16","730000","45.2","1-01970-0060","110 CONVENT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-WEST","C1-WALK-UP","34","1901","20575","299323","14.55","1190000","58","0.15","1-01987-0031","1484 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-WEST","C7-WALK-UP","30","1905","15929","273083","17.14","1110000","70","0.3"
"1-01251-0008","321 90 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","54","1929","46800","899964","19.23","4020000","86","1-01248-0037","302 87 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D9-ELEVATOR","54","1914","47067","904931","19.23","4040000","86","0.2","1-01212-0053","150 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","60","1926","49977","1255376","25.1","5610000","112","0.55"
"1-01038-0053","342 48 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN WEST","C6-WALK-UP","18","1920","10035","320000","31.9","904000","90","1-01035-0006","351 44 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","C4-WALK-UP","79","1920","10540","346613","32.9","1680000","159","0.15","1-01037-0048","326 47 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","C4-WALK-UP","20","1920","10110","346236","34.2","1740000","172","0.05"
"1-02057-0046","270 CONVENT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10031","40.821896","-73.948254","9","9","227","1061204","1020570046","Hamilton Heights                                                           ","HARLEM-UPPER","D4-ELEVATOR","60","1916","75679","756790","10","2140000","28.3","1-02048-0025","582 ST NICHOLAS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D1-ELEVATOR","96","1914","65382","696273","10.65","2350000","35.9","0.2","1-02180-0157","725 184 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","D1-ELEVATOR","78","1920","70692","834000","11.8","2940000","41.6","2.25"
"1-00642-0048","82 HORATIO STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10014","40.73875","-74.007325","2","3","79","1012137","1006420048","West Village                                                               ","GREENWICH VILLAGE-WEST","C6-WALK-UP","11","1915","5960","202640","34","1020000","171","1-00635-0040","119 BANK STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C4-WALK-UP","20","1901","9505","373010","39.2","1880000","198","0.1","1-00588-0017","40 GROVE STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C1-WALK-UP","19","1950","7050","247047","35","1240000","176","0.45"
"1-01404-0022","943 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10021","40.768577","-73.963537","8","4","120","1042487","1014040022","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","21","1924","68693","2175507","31.7","10500000","153","1-00615-0036","87 GREENWICH AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D6-ELEVATOR","81","1930","64840","2053272","31.7","9950000","153","2.95","1-01406-0054","993 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","39","1914","73396","2431171","33.1","11800000","161","0.1"
"1-01078-0046","522 50 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CLINTON","C6-WALK-UP","20","1901","9645","298995","31","1450000","150","1-01076-0023","515 47 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","C7-WALK-UP","16","1901","10675","334475","31.3","1620000","152","0.1","1-01058-0016","425 48 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","C4-WALK-UP","39","1901","35404","1110084","31.4","3130000","88","0.15"
"1-01404-0014","944 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10021","40.768585","-73.963559","8","4","120","1042486","1014040014","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","34","1916","76745","2430514","31.7","11800000","154","1-01406-0054","993 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","39","1914","73396","2431171","33.1","11800000","161","0.15","1-00615-0036","87 GREENWICH AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D6-ELEVATOR","81","1930","64840","2053272","31.7","9950000","153","2.95"
"1-02010-0024","103 141 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-CENTRAL","D4-ELEVATOR","42","1920","43178","633421","14.67","2510000","58","1-02050-0011","295 CONVENT AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D1-ELEVATOR","47","1920","41094","591205","14.39","2340000","57","0.45","1-02050-0131","695 ST NICHOLAS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D7-ELEVATOR","47","1930","50613","756030","14.94","3000000","59","0.5"
"1-01548-0014","333 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","64","1900","24864","819268","32.9","3970000","160","1-01547-0009","315 84 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C7-WALK-UP","37","1920","21348","594966","27.9","2880000","135","0.05","1-01554-0039","320 92 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","C1-WALK-UP","35","1915","20909","795154","38","4000000","191","0.3"
"1-00389-0009","184 7 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"ALPHABET CITY","C6-WALK-UP","22","1900","17205","378510","22","1070000","62","1-00385-0050","240 2 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","C4-WALK-UP","24","1910","11322","243094","21.47","1090000","96","0.2","1-00400-0001","58 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","D6-ELEVATOR","84","1940","79956","1926119","24.09","8610000","108","0.15"
"1-00791-0001","79 7 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10011","40.739335","-73.999105","4","3","81","1014544","1007910001","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","D0-ELEVATOR","65","1938","126134","3800000","30.1","18400000","146","1-00786-0042","488 7 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","FASHION","D9-ELEVATOR","108","1902","88872","2889000","32.5","14000000","158","1","1-00860-0024","27 30 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D7-ELEVATOR","35","1925","21095","668000","31.7","3240000","154","0.85"
"1-00454-0060","321 12 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"EAST VILLAGE","C6-WALK-UP","36","1920","21178","614162","29","2980000","141","1-00447-0051","313 5 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","D1-ELEVATOR","47","1940","20600","616511","29.9","2990000","145","0.35",,,,,,,,,,,,
"1-01882-0058","536 111 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (96-116)","D4-ELEVATOR","40","1910","47020","971433","20.66","4340000","92","1-01873-0001","840 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D1-ELEVATOR","38","1910","47832","984701","20.59","4400000","92","0.45","1-01885-0021","517 113 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","45","1919","48222","999508","20.73","4470000","93","0.15"
"1-01401-0032","139 66 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","21","1918","43339","1492595","34.4","7500000","173","1-01438-0014","329 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D1-ELEVATOR","92","1920","47008","1618847","34.4","8140000","173","0.3","1-00593-0036","24 CHRISTOPHER STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D1-ELEVATOR","69","1930","48531","1924985","39.7","9680000","199","2.95"
"1-01546-0009","311 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","16","1978","20250","643342","31.8","3120000","154","1-01514-0016","131 85 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","21","1985","23598","800527","33.9","4030000","171","0.35","1-01526-0045","1433 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","19","1975","16900","500413","29.6","2420000","143","0.2"
