"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-02791-0052","1695 TOPPING AVENUE
Bronx, NY 
(40.843948036386, -73.905879321109)","2","10457","40.84412","-73.905827","4","15","22902","2007353","2027910052","Mount Hope                                                                 ",,,"27","1926","17000","175270","10.31","410000","24.12","2-02792-0014","1665 MONROE AVENUE
Bronx, NY 
(40.84345965806, -73.906834470345)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","48","1926","28000","483607","17.27","1910000","68","0.1","2-02795-0026","1796 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","24","1911","24500","278203","11.36","718000","29.3","0.2"
"2-05135-0051","2324 HUNTER AVENUE
Bronx, NY 
(40.861552068267, -73.824244660483)","2",,,,,,,,,,,,"4470","1969","5541031","57626722","10.4","135000000","24.36","2-02882-0229","16 RICHMAN PLAZA
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D3-ELEVATOR","1654","1973","1597950","18381707","11.5","43000000","26.9","5.1",,,,,,,,,,,,
"2-04319-0040","2187 HOLLAND AVENUE
Bronx, NY 
(40.856189894292, -73.86574579824)","2","10462","40.85602","-73.865713","11","13","22403","2049408","2043190040","Pelham Parkway                                                             ",,,"73","1930","73182","805733","11.01","2500000","34.2","2-04319-0025","2198 CRUGER AVENUE
Bronx, NY 
(40.856594818695, -73.86660537781)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","88","1930","88386","972976","11.01","3020000","34.2","0","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","768543","10.41","2390000","32.4","0"
"2-02452-0029","1113 GRANT AVENUE
Bronx, NY 
(40.831436826517, -73.916266117711)","2","10456","40.831437","-73.916252","4","16","18101","2002660","2024520029","East Concourse-Concourse Village                                           ",,,"70","1926","57080","513720","9","1200000","21.02","2-02481-0028","1265 WALTON AVENUE
Bronx, NY 
(40.836462129363, -73.918437010591)","MELROSE/CONCOURSE","C1-WALK-UP","68","1926","71850","532568","7.41","1250000","17.4","0.4",,,,,,,,,,,,
"2-05726-0673","2750 JOHNSON AVENUE
Bronx, NY 
(40.879603218091, -73.912411560798)","2","10463","40.879943","-73.912213","8","11","295","2083312","2057260673","Spuyten Duyvil-Kingsbridge                                                 ",,,"78","1964","93060","1102761","11.85","3800000","40.8","2-05904-0267","600 239 STREET
Bronx, NY 
(40.889579457198, -73.911174785847)","RIVERDALE","D1-ELEVATOR","90","1956","98681","1233096","12.5","4250000","43.1","0.6","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1085344","11.7","3740000","40.3","0.35"
"2-02608-0019","1109 FRANKLIN AVENUE
Bronx, NY 
(40.828015136085, -73.906146594525)","2","10456","40.827831","-73.906312","3","16","185","2004201","2026080019","Morrisania-Melrose                                                         ",,,"25","1917","24750","289575","11.7","678000","27.4","2-02609-0028","536 168 STREET
Bronx, NY 
(40.830871669725, -73.905347224407)","MORRISANIA/LONGWOOD","C7-WALK-UP","38","1917","24174","283097","11.71","977000","40.4","0.2","2-02418-0001","299 158 STREET
Bronx, NY 
(40.82329417536, -73.917997001021)","MELROSE/CONCOURSE","C7-WALK-UP","15","1931","11815","143848","12.18","496000","42","0.65"
"2-05723-0094","510 KAPPOCK STREET
Bronx, NY 
(40.877536330964, -73.91792310986)","2","10463","40.877321","-73.917959","8","11","29302","2083255","2057230094","Spuyten Duyvil-Kingsbridge                                                 ",,,"34","1948","43000","537500","12.5","1850000","43","2-05801-1054","215 242 STREET
Bronx, NY 
(40.889548246673, -73.898711686745)","VAN CORTLANDT PARK","C1-WALK-UP","33","1923","21660","297081","13.72","1080000","49.9","1.3",,,,,,,,,,,,
"2-05736-0006","3050 FAIRFIELD AVENUE
Bronx, NY 
(40.882630194345, -73.914556792386)","2","10463","40.882723","-73.914509","8","11","29302","2083403","2057360006","Spuyten Duyvil-Kingsbridge                                                 ",,,"73","1958","111000","1276500","11.5","4400000","39.6","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1108525","10.17","3160000","29","0.1","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1316992","11.72","4540000","40.4","4.15"
"2-03287-0100","2661 MARION AVENUE
Bronx, NY 
(40.864867217898, -73.890568406957)","2","10458","40.864804","-73.890606","7","15","40502","2016643","2032870100","Bedford Park-Fordham North                                                 ",,,"73","1966","81730","843453","10.32","2620000","32.1","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","101050","1063504","10.52","3300000","32.7","0.6","2-03281-0040","357 201 STREET
Bronx, NY 
(40.869629220121, -73.882636638825)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","60","1948","64824","654444","10.1","1870000","28.8","0.55"
"2-05873-1042","6601 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.908486","-73.896579","8","11","343","2085341","2058731042","North Riverdale-Fieldston-Riverdale                                        ",,,"72","1958","92640","1065360","11.5","3680000","39.7","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1108525","10.17","3160000","29","2.1","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1051024","12.38","3630000","42.7","1.55"
"2-03252-0276","3980 ORLOFF AVENUE
Bronx, NY 
(40.884378101643, -73.892250116594)","2","10463","40.884167","-73.89244","8","11","281","2015481","2032520276","Van Cortlandt Village                                                      ",,,"151","1950","155477","1503878","9.67","3520000","22.64","2-02823-0046","1700 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","D3-ELEVATOR","158","1963","154656","1633855","10.56","5080000","32.8","2.9","2-05760-0112","3424 KINGSBRIDGE AVENUE
Bronx, NY 
(40.882995283021, -73.903440283547)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","138","1962","128500","1503878","11.7","5190000","40.4","0.6"
"2-03299-0014","306 MOSHOLU PARKWAY
Bronx, NY 
(40.87262510974, -73.880651163616)","2",,,,,,,,,,,,"60","1939","65070","689742","10.6","2140000","32.9","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","685849","9.63","1960000","27.5","0.25","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","683603","11.57","2360000","39.9","0.2"
"2-02968-0035","810 RITTER PLACE
Bronx, NY 
(40.830850271595, -73.898447463132)","2","10459","40.830906","-73.898","3","17","151","2010324","2029680035","Morrisania-Melrose                                                         ",,,"21","1910","17520","194753","11.12","456000","26","2-02422-0048","299 162 STREET
Bronx, NY 
(40.826180186611, -73.9167894267)","MELROSE/CONCOURSE","C1-WALK-UP","21","1910","17550","159556","9.09","412000","23.48","1.05","2-02955-0005","1912 PROSPECT AVENUE
Bronx, NY 
(40.84342140114, -73.889802947777)","EAST TREMONT","C1-WALK-UP","21","1910","18250","194753","10.67","605000","33.2","1"
"2-03252-0361","100 VAN CORTLANDT PARK
Bronx, NY 
(40.885032675303, -73.891835444173)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ",,,"115","1932","120000","1213043","10.11","2840000","23.67","2-03211-0009","2170 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","111","1959","141800","1213043","8.55","3130000","22.07","2","2-03212-0005","2260 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","110","1959","122883","1137080","9.25","3240000","26.4","1.8"
"2-03931-0001","1332 METROPOLITAN AVENUE
Bronx, NY 
(40.834090529726, -73.860785705163)","2","10462","40.834131","-73.860919","9","18","222","2028895","2039310001","Parkchester                                                                ",,,"69","1962","67800","751224","11.08","2330000","34.4","2-03295-0016","2770 BRIGGS AVENUE
Bronx, NY 
(40.867799602902, -73.890338515484)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1948","68340","851516","12.46","2940000","43","2.75","2-04328-0023","1025 ESPLANADE
Bronx, NY 
(40.855254343311, -73.859569523353)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","48","1954","56200","622946","11.08","1940000","34.5","1.45"
"2-05745-0305","2575 PALISADE AVENUE
Bronx, NY 
(40.881377372515, -73.921864149731)","2","10463","40.881594","-73.921631","8","11","29301","2083479","2057450305","Spuyten Duyvil-Kingsbridge                                                 ",,,"143","1958","168962","1943063","11.5","6700000","39.7","2-04161-0001","1730 MULFORD AVENUE
Bronx, NY 
(40.846278508424, -73.83517281919)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","285","1968","326000","3540204","10.86","11000000","33.7","5.2","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1247910","11.67","4310000","40.3","0.75"
"2-02765-0140","1230 SPOFFORD AVENUE
Bronx, NY 
(40.813938764635, -73.889686867827)","2","10474","40.814007","-73.88971","2","17","93","2006612","2027650140","Hunts Point                                                                ",,,"68","1928","56400","475452","8.43","1110000","19.68","2-02761-0103","887 BRYANT AVENUE
Bronx, NY 
(40.819501761232, -73.886857716613)","HUNTS POINT","D1-ELEVATOR","35","1928","50052","407845","8.15","955000","19.08","0.5","2-02762-0097","1314 SENECA AVENUE
Bronx, NY 
(40.818936133755, -73.886901825549)","HUNTS POINT","D7-ELEVATOR","61","1928","64200","541127","8.43","1400000","21.81","0.35"
"2-04325-0021","2121 PAULDING AVENUE
Bronx, NY 
(40.853992209629, -73.859820173488)","2","10462","40.854146","-73.859861","11","13","248","2049530","2043250021","Pelham Parkway                                                             ",,,"121","1964","153804","1690305","10.99","5250000","34.1","2-04323-0018","2160 MATTHEWS AVENUE
Bronx, NY 
(40.855584960591, -73.862859391516)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","133","1964","136122","1496552","10.99","4650000","34.2","0.15",,,,,,,,,,,,
"2-02471-0036","1015 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"62","1941","75000","631875","8.43","1630000","21.73","2-02456-0222","1188 SHERIDAN AVENUE
Bronx, NY 
(40.833602821655, -73.916950584665)","MELROSE/CONCOURSE","D1-ELEVATOR","52","1941","45360","446644","9.85","1270000","28","0.3","2-02461-0022","917 SHERIDAN AVENUE
Bronx, NY 
(40.827567676058, -73.920532009858)","MELROSE/CONCOURSE","D7-ELEVATOR","99","1941","101020","716829","7.1","1680000","16.63","0.2"
"2-02461-0083","185 163 STREET
Bronx, NY 
(40.828277282715, -73.920698270559)","2",,,,,,,,,,,,"42","1927","45483","365683","8.04","856000","18.82","2-02481-0001","1270 GERARD AVENUE
Bronx, NY 
(40.837012481716, -73.919317640609)","MELROSE/CONCOURSE","D7-ELEVATOR","119","1927","117000","995118","8.51","2570000","21.97","0.55",,,,,,,,,,,,
"2-05946-0052","5355 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.900321","-73.906915","8","11","323","2086250","2059460052","North Riverdale-Fieldston-Riverdale                                        ",,,"106","1952","126000","1480500","11.75","5110000","40.6","2-04323-0018","2160 MATTHEWS AVENUE
Bronx, NY 
(40.855584960591, -73.862859391516)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","133","1964","136122","1496552","10.99","4650000","34.2","3.9","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1833978","13.69","6690000","49.9","0.95"
"2-05920-0510","679 239 STREET
Bronx, NY 
(40.88988744006, -73.914311278005)","2",,,,,,,,,,,,"76","1960","125526","1631838","13","5960000","47.5","2-05814-1155","210 251 STREET
Bronx, NY 
(40.895762167054, -73.896877322421)","FIELDSTON","D1-ELEVATOR","70","1960","75000","1080817","14.41","3950000","53","0.9","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1051024","12.38","3630000","42.7","0.15"
"2-05904-0246","3701 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.888317","-73.911095","8","11","30701","2085779","2059040246","North Riverdale-Fieldston-Riverdale                                        ",,,"49","1954","82500","1031250","12.5","3560000","43.2","2-05107-0003","4769 WHITE PLAINS ROAD
Bronx, NY 
(40.905195810038, -73.849572118291)","WAKEFIELD","D7-ELEVATOR","65","1965","55304","645740","11.68","2230000","40.3","3.3","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","622298","14.89","2270000","54","0.1"
"2-04251-0011","1874 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10461","40.85552","-73.830415","10","13","300","2047812","2042510011","Pelham Bay-Country Club-City Island                                        ",,,"95","1970","85218","969780","11.38","3350000","39.3","2-04246-0020","2025 CONTINENTAL AVENUE
Bronx, NY 
(40.852503424205, -73.829825319969)","SCHUYLERVILLE/PELHAM BAY","D1-ELEVATOR","55","1963","57840","677884","11.72","2340000","40.5","0.15","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1274936","11.38","4400000","39.3","0.5"
"2-05725-0776","629 KAPPOCK STREET
Bronx, NY 
(40.879560248533, -73.916760987196)","2","10463","40.880145","-73.917398","8","11","29302","2083276","2057250776","Spuyten Duyvil-Kingsbridge                                                 ",,,"100","1961","130570","1501555","11.5","5180000","39.7","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1085344","11.7","3740000","40.3","0.1","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1174179","11.68","4050000","40.3","0.4"
"2-04322-0051","2165 MATTHEWS AVENUE
Bronx, NY 
(40.8557379344, -73.862926381466)","2","10462","40.85569","-73.862905","11","13","228","2049437","2043220051","Pelham Parkway                                                             ",,,"62","1959","58500","644085","11.01","2000000","34.2","2-04319-0025","2198 CRUGER AVENUE
Bronx, NY 
(40.856594818695, -73.86660537781)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","88","1930","88386","972976","11.01","3020000","34.2","0.15","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","768543","10.41","2390000","32.4","0.15"
"2-02878-0061","1641 ANDREWS AVENUE
Bronx, NY 
(40.848267885988, -73.919415392994)","2","10453","40.848236","-73.919411","5","14","21501","2009001","2028780061","University Heights-Morris Heights                                          ",,,"61","1925","55750","485025","8.7","1140000","20.45","2-02865-0032","1566 MACOMBS ROAD
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","56","1925","60000","521891","8.7","1220000","20.33","0.35","2-02879-0080","1834 PHELAN PLACE
Bronx, NY 
(40.853071904671, -73.916562723999)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","60","1926","55700","481500","8.64","1240000","22.26","0.35"
"2-02462-0033","1100 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"74","1928","107841","918805","8.52","2370000","21.98","2-02486-0025","1025 GERARD AVENUE
Bronx, NY 
(40.83099651089, -73.922938882974)","MELROSE/CONCOURSE","D1-ELEVATOR","54","1928","59446","456811","7.68","1180000","19.85","0.25","2-02452-0015","1136 SHERMAN AVENUE
Bronx, NY 
(40.832150582327, -73.916812534085)","MELROSE/CONCOURSE","D7-ELEVATOR","47","1928","52000","443262","8.52","1140000","21.92","0.15"
"2-04319-0030","2199 HOLLAND AVENUE
Bronx, NY 
(40.856621903709, -73.865733555059)","2","10462","40.856338","-73.865705","11","13","22403","2049407","2043190030","Pelham Parkway                                                             ",,,"93","1930","88386","973129","11.01","3020000","34.2","2-04319-0025","2198 CRUGER AVENUE
Bronx, NY 
(40.856594818695, -73.86660537781)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","88","1930","88386","972976","11.01","3020000","34.2","0","2-04319-0045","2157 HOLLAND AVENUE
Bronx, NY 
(40.85510987047, -73.865776406203)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","73","1930","73842","768543","10.41","2390000","32.4","0"
"2-03219-0201","2471 UNIVERSITY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10468","40.864671","-73.90374","7","14","263","2014819","2032190201","Kingsbridge Heights                                                        ",,,"20","1915","21750","215325","9.9","504000","23.17","2-03219-0091","2440 WEBB AVENUE
Bronx, NY 
(40.864962245021, -73.906303712535)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","20","1917","19280","172334","8.94","445000","23.08","0.1","2-03214-0005","2512 UNIVERSITY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","24","1914","21385","247453","11.57","854000","39.9","0.15"
"2-02360-0070","530 159 STREET
Bronx, NY 
(40.821381988849, -73.910777260819)","2",,,,,,,,,,,,"46","1928","46210","415890","9","974000","21.08","2-02748-0060","1001 BRYANT AVENUE
Bronx, NY 
(40.823290282837, -73.888588216263)","MORRISANIA/LONGWOOD","D3-ELEVATOR","26","1928","22075","224163","10.15","525000","23.78","1.15","2-02612-0058","1229 FRANKLIN AVENUE
Bronx, NY 
(40.830512055202, -73.903381763383)","MORRISANIA/LONGWOOD","D7-ELEVATOR","62","1928","68722","758209","11.03","2160000","31.4","0.85"
"2-04317-0025","2190 BOSTON ROAD
Bronx, NY 
(40.856387421905, -73.869425504607)","2","10462","40.85637","-73.869533","11","13","22401","2049372","2043170025","Pelham Parkway                                                             ",,,"78","1941","87354","805403","9.22","2300000","26.3","2-04317-0040","2185 BOLTON STREET
Bronx, NY 
(40.856254677536, -73.868683134224)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70704","652102","9.22","1530000","21.64","0","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","703486","10.02","2010000","28.6","0"
"2-02471-0050","1001 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"81","1941","92417","778613","8.42","2010000","21.75","2-02456-0222","1188 SHERIDAN AVENUE
Bronx, NY 
(40.833602821655, -73.916950584665)","MELROSE/CONCOURSE","D1-ELEVATOR","52","1941","45360","446644","9.85","1270000","28","0.3","2-02461-0022","917 SHERIDAN AVENUE
Bronx, NY 
(40.827567676058, -73.920532009858)","MELROSE/CONCOURSE","D7-ELEVATOR","99","1941","101020","716829","7.1","1680000","16.63","0.2"
