"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_create","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Ideas by Barbara","Barbara Szafianski","msza@aol.com","7187070910","37-18 Northern Blvd","Queens","NY","11101","Manufacturing","Women''''''''''''''''s dresses","Relocator","12",,,"2012-04-03T00:00:00.000","1629.73","8903.04","QUEENS","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"Idlewild 228th Street LLC","James B Ross","jim@intercaprealty.com","2122457500","145-68 228th Street & 145-44 227 St.","Queens","NY","11413","Landlord",,"IDA","0",,,"2015-07-16T00:00:00.000","280.68","4373.88","QUEENS","40.660713","-73.752361","413","31","690","4612085","4134750016","Springfield Gardens South-Brookville"
"IEH CORPORATION","ROBERT KNOTH","bob@iehcorp.com","7184929673","140 58TH STR. BLD.B UNIT 8E&8F","Brooklyn","NY","11220","Manufacturing","MGF ELECTRIC COMPONENTS","Tenant","117",,,"2013-07-03T00:00:00.000","30330.08","147626.50",,,,,,,,,
"Insek Design","Ashira Israel","ashira@insekdesign.com","3473518915","1102 Atlantic Avenue","Brooklyn","NY","11238","Manufacturing","Cast concrete, wood and metal furniture","Tenant","1",,,"2016-10-21T00:00:00.000","486.34","1367.67","BROOKLYN","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"IPT Name & Designs, Inc.","Jimmy Kim","jimmy@iptnamedesigns.com","2128401012","10-40 45th Avenue, 3rd Fl.","Long Island City","NY","11101","Manufacturing","Mfg. of Jewelry","Tenant","13",,,"2009-07-08T00:00:00.000","572.28","18903.01","QUEENS","40.748053","-73.951224","402","26","7","4000411","4000500017","Hunters Point-Sunnyside-West Maspeth"
"J & B Realty LLC","Harold Roseberg","haroldr@galwein.com","7187845210","11-20 43rd Rd","Queens","NY","11101","Wholesale/Warehouse/Distribution","Warehouse and distribute wire cable communication products","ICIP","22",,,"2008-07-07T00:00:00.000","3102.24","115822.98","QUEENS","40.750848","-73.948587","402","26","19","4005214","4004450001","Hunters Point-Sunnyside-West Maspeth"
"J & B Realty LLC","Harold Roseberg","haroldr@galwein.com","7187845210","11-20 43rd Rd","Queens","NY","11101","Wholesale/Warehouse/Distribution","Warehouse and distribute wire cable communication products","IDA","30",,,"2017-11-02T00:00:00.000","2290.07","7422.39","QUEENS","40.750848","-73.948587","402","26","19","4005214","4004450001","Hunters Point-Sunnyside-West Maspeth"
"J & J ASSOCIATES II LLC","JOANN MONTALBANO","my3js120@aol.com","7188926327","1108 ZEREGA AVENUE","Bronx","NY","10462","Wholesale/Warehouse/Distribution","DISTRIBUTOR","ICIP","22","4","22","2007-04-03T00:00:00.000","720.91","21226.94","BRONX","40.830846","-73.844459","209","13","96","2114065","2038380005","Westchester-Unionport"
"J & J Johnson General Contracting Co., Inc.","Joe Galea","joe@jandjjohnson.com","7183923033","42-26 13th Street","Queens","NY","11101","Manufacturing","Furniture and wooden cabinets","IDA","31",,,"2012-02-07T00:00:00.000","6556.04","54153.52","QUEENS","40.751745","-73.9458","402","26","19","4005277","4004580090","Hunters Point-Sunnyside-West Maspeth"
"J&S LICATA BROTHERS, INC","Joseph Licata","bakerboy@optonline.net","7188056924","89-31 129TH STREET","Queens","NY","11418","Commercial","WHOLESALE BAKERY","ICIP","20",,,"2011-04-26T00:00:00.000","23125.66","162251.77","QUEENS","40.699206","-73.821995","409","29","14202","4196791","4093550036","Richmond Hill"
"J. Crew Group, Inc.","Robert Chichester","robert.chichester@jcrew.com","2122095692","30-30 47fth Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Specialty distributor","Relocator","143",,,"2017-02-07T00:00:00.000","34081.70","66827.44",,,,,,,,,
"J.A.P. Sportswear Ltd.","Jeanette Perez",,"2123349888","47-07 30th Place, 6 Fl","Long Island City","NY","11101","Manufacturing","Ladies Sportswear","Relocator","49",,,"2007-07-06T00:00:00.000","1004.96","33412.64","QUEENS","40.742839","-73.936782","402","26","199","4003540","4002820001","Hunters Point-Sunnyside-West Maspeth"
"Jacques Torres Manufacturing LLC","Jacques  Torres","jacques@mrchocolate.com","2124142462","140 58th Street","Brooklyn","NY","11220","Manufacturing","chocolates and bakery products","Tenant","23",,,"2013-07-03T00:00:00.000","6496.60","33411.13","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"JAMES CARPENTER DESIGN ASSOC., INC.","DIANE CHILLOG","james.carpenter@aol.com","2124314318","145 HUDSON ST. 4th Floor","NEW YORK","NY","10013","Manufacturing","Architectural glass design","IDA","14",,,"2007-12-03T00:00:00.000","1034.99","16144.07","MANHATTAN","40.721073","-74.008398","101","1","39","1002803","1002147502","SoHo-TriBeCa-Civic Center-Little Italy"
"JANUS MANAGEMENT, INC.","Ben Weissbourd","ben@janusproperty.com","2129322388","1361 AMSTERDAM AVENUE","New York","NY","10027","Other","LANDLORD","ICIP","2",,"4","2009-01-09T00:00:00.000","3557.19","27636.86","MANHATTAN","40.814216","-73.95564","109","7","21303","1081781","1019670040","Manhattanville"
"Japanese Food Depot LLC","Yin Guan Chen","JFDUSA8@yahoo.com","7184454010","31-45 Downing Street","Flushing","NY","11354","Wholesale/Warehouse/Distribution","fresh and frozen seafood","IDA","15",,,"2016-05-03T00:00:00.000","21734.98","54127.99","QUEENS","40.767332","-73.835629","407","20","869","4100767","4044060009","Flushing"
"JDB Market Corp.","John Burdo","marian@johnsnyc.com","7184828422","25-34 50th Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution",,"ICIP","16",,,"2012-04-06T00:00:00.000","10191.61","56732.83","QUEENS","40.740811","-73.944214","402","26","1","4000767","4001100038","Hunters Point-Sunnyside-West Maspeth"
"JetBlue Airways, Corp.","Dave Barger","Dave.Barger.@Jetblue.com","718-286-79","27-01 Bridge Plaza North","Long Island City","NY","11101","Other",,"City/State","3878",,,"2013-12-04T00:00:00.000","846160.34","4425900.65","QUEENS","40.750561","-73.939315","401","26","33","4005016","4004160010","Queensbridge-Ravenswood-Long Island City"
"JetBlue Airways, Corp.","Dave Barger","Dave.Barger.@Jetblue.com","718-286-79","27-01 Bridge Plaza North","Long Island City","NY","11101","Other",,"IDA","880",,,"2013-06-04T00:00:00.000","70834.82","503553.19","QUEENS","40.750561","-73.939315","401","26","33","4005016","4004160010","Queensbridge-Ravenswood-Long Island City"
"JETRO CASH & CARRY ENTERPRISES, INC","RICHARD KIRSCHNER","rkirschner@jetrord.com","7187628700","566 HAMILTON AVENUE","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","WHSL PROVIDER OF FOOD","IDA","192","5","142","2006-02-09T00:00:00.000","98878.17","1605215.99","BROOKLYN","40.667573","-73.996421","307","38","18","3008890","3006250065","Sunset Park West"
"Jewels For Me, Inc.","Thomas Izsak","tomifm@gmail.com","7183617527","162 44th Street","Brooklyn","NY","11232","Manufacturing","jewelry","Relocator","10",,,"2016-11-14T00:00:00.000","2694.40","7013.62","BROOKLYN","40.652989","-74.014333","307","38","18","3322615","3007350070","Sunset Park West"
"JMS SEASONAL SEAFOOD CORP.","SCOTT BERNSTEIN","Milu525@aol.com","7189910000","800 FOOD CENTER DRIVE UNITS 52 & 54","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. OF VARIOUS FISH","Tenant","12",,"12","2006-03-07T00:00:00.000","1124.43","55311.88","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"JOE MONANI FISH CO.","EDWARD MONANI","JoeMonaniFish@newfultonfishmarket.com","7186177900","800 FOOD CENTER DRIVE UNIT 60&62","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS FISH","Tenant","14","3","14","2006-04-05T00:00:00.000","1168.30","63275.89","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Johnson Ingraham Associates","James Vitto","mindhandcoinc@verizon.net","2126294028","1663 Cody Avenue","Ridgewood","NY","11385","Manufacturing","Wood cabinets, furnitures","IDA","15",,,"2008-10-15T00:00:00.000","4121.89","53147.01","QUEENS","40.695117","-73.899705","405","34","559","4437824","4035560061","Ridgewood"
"Josiah McElheny Studio","Mark Shortliffe","Markshortliffe@gmail.com","7188550154","1102 Atlantic Avenue, Unit 2F","Brooklyn","NY","11238","Manufacturing",,"Tenant","3",,,"2016-10-20T00:00:00.000","5050.43","13079.42","BROOKLYN","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"JPR Mechanical Inc.","Timothy  Schmidt","tschmidt@jprmechanical.com","9143813232","441 East 164th Street","Bronx","NY","10456","Manufacturing","sheet metal fabrication, pipe fitting, hvac installation & svc","Relocator","26",,,"2017-07-24T00:00:00.000","7070.22","17135.93","BRONX","40.826141","-73.910835","203","17","185","2117413","2023860164","Morrisania-Melrose"
"JUST BAGELS/ NORDQUIST ENTERPRISES","Charles Contreras","charlii@justbagels.com","7183289700","527 CASANOVA STREET","Bronx","NY","10474","Manufacturing","MGF BAGELS & RELATED PRDT","ICIP","65",,,"2009-01-05T00:00:00.000","27313.35","401106.43","BRONX","40.810408","-73.889254","202","17","93","2006785","2027680159","Hunts Point"
"K Line Logistics (USA) Inc","Joseph Carni","joseph-c@us.klinelogistics.com","7188073200","145-68 228th Street, Unit 2","Queens","NY","11413","Wholesale/Warehouse/Distribution","Freight forwarding and warehousing","Tenant","33",,,"2014-08-14T00:00:00.000","3758.14","20622.62","QUEENS","40.660713","-73.752361","413","31","690","4612085","4134750016","Springfield Gardens South-Brookville"
"K M S CONTRACTING INC dba Sure Iron Works","Mark Gandman","everon@sureiron.com","7184956500","2413 ATLANTIC AVENUE","Brooklyn","NY","11233","Manufacturing","Mfg structural steel","ICIP","12",,,"2008-01-22T00:00:00.000","4872.58","81530.95","BROOKLYN","40.676026","-73.904993","316","37","367","3042803","3015740032","Ocean Hill"
"K. K. Machine Company, Inc.","Karel Hajek","kkmachine@usa.com","7184461556","69-34 51st  Avenue","Queens","NY","11377","Manufacturing","Mfg landing gear","ICIP","12",,,"2011-07-21T00:00:00.000","21904.83","126530.91","QUEENS","40.735419","-73.894885","402","30","489","4056501","4024570010","Elmhurst-Maspeth"
"Karr Graphics Corp.","Lawrence Karr","Lkarr@karrgraphics.com","2126456000","22-19 41st Avenue","Long Island City","NY","11101","Commercial","Commercial Printer","Relocator","18",,,"2008-07-02T00:00:00.000","4849.96","76880.00","QUEENS","40.753348","-73.941179","401","26","33","4004951","4004090001","Queensbridge-Ravenswood-Long Island City"
"KAS PRODUCTION CENTER LLC","Hal G. Rosenbluth",,"7187299288","34-37 36TH STREET","Queens","NY","11106","Manufacturing","Film & Television","City/State","29",,,"2010-06-04T00:00:00.000","22607.45","242980.84","QUEENS","40.757169","-73.923756","401","26","57","4538647","4006440045","Astoria"
"Katiroll Company LLC, The","Payal Saha","renuka@thekatirollcompany.com","2127306740","620-630 Gerard Place","Bronx","NY","10018","Manufacturing",,"Relocator","9",,,"2016-09-14T00:00:00.000","13676.89","17290.18",,,,,,,,,
"KEPCO, INC.","MARTIN KUPFERBERG",,"7184617000","131-10 & 131-40 MAPLE AVENUE","Queens","NY","11352","Manufacturing","MFG. ELECTRONIC EQUIPMENT","ICIP","41",,,"2008-01-31T00:00:00.000","5755.58","115340.51",,,,,,,,,
"KEPCO, INC.","MARTIN KUPFERBERG",,"7184617000","131-10 & 131-40 MAPLE AVENUE","Queens","NY","11352","Manufacturing","MFG. ELECTRONIC EQUIPMENT","Tenant","86",,,"2008-01-31T00:00:00.000","19328.21","278114.20",,,,,,,,,
"Kickstarter, Inc.","Perry  Chen","Finance@kickstarter.com","3478154501","58 Kent St","Brooklyn","NY","11222","Commercial","Internet fundraising","ICAP","123",,,"2017-12-01T00:00:00.000","5225.17","19084.39","BROOKLYN","40.730475","-73.958839","301","33","565","3337019","3025570007","Greenpoint"
"Kingsland 359 LLC","Gina Argento","ebond203@aol.com","7183499093","270-294 Monitor Street/359-381 Kingsland Avenue","Brooklyn","NY","11222","Manufacturing","Film studio and production","ICAP","5",,,"2015-07-02T00:00:00.000","57356.38","223180.28",,,,,,,,,
"Kintetsu World Express (U.S.A.), Inc.","Thomas Smith","tom.smith@am.kwe.com","5168062504","145-68 228th Street, Unit 1","Queens","NY","11413","Wholesale/Warehouse/Distribution","Freight forwarding and warehousing","Tenant","32",,,"2015-07-17T00:00:00.000","9091.51","32532.59","QUEENS","40.660713","-73.752361","413","31","690","4612085","4134750016","Springfield Gardens South-Brookville"
"Kleinberg Electric, Inc","Carol Kleinberg","carol@kleinbergelectric.net","2122061140","850 Third Ave, Suite 405","Brooklyn","NY","11232","Commercial","Electrical contractors","Relocator","93",,,"2018-03-14T00:00:00.000","966.48","1994.33","BROOKLYN","40.658518","-74.003327","307","38","18","3009889","3006710001","Sunset Park West"
"Kleins Naturals Ltd.","Robert Morel","cityonere@aol.com","7183490050","4702 Second Ave","Brooklyn","NY","11232","Manufacturing","Mfg. of Nuts","IDA","45",,,"2009-11-13T00:00:00.000","57523.14","436155.40","BROOKLYN","40.650686","-74.015287","307","38","18","3250698","3007620035","Sunset Park West"
"KONG KEE REALTY CORP","KENT KONG","BG20744@hotmail.com","7189372746","32-15 HUNTERS POINT AVENUE","LONG ISLAND CITY","NY","11101","Manufacturing","Toufu, soy beans and rice products.","ICIP","32",,,"2008-01-07T00:00:00.000","29337.86","578957.31","QUEENS","40.739456","-73.934086","402","26","199","4003468","4002590001","Hunters Point-Sunnyside-West Maspeth"
"Krasnyi Oktybar, Inc.","Semyow Kutsura","gvgendel@gmail.com","7188586720","60 20th Street","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","Commercial Imports and distributor of Ethnic foods from Eastern Europe","IDA","17",,,"2018-04-12T00:00:00.000","1766.93","11164.88","BROOKLYN","40.665171","-73.998144","307","38","18","3336798","3006350010","Sunset Park West"
"KRINOS FOODS, INC.","Eric Moscahlaids","ericm@Krinos.com","7186876262","1734 Bathgate Ave.","Bronx","NY","10457","Manufacturing","MFG. CANNED GOODS","IDA","86",,,"2016-07-29T00:00:00.000","69454.70","146907.45","BRONX","40.842915","-73.899225","203","15","165","2128563","2029220002","Claremont-Bathgate"
"Kumo, Inc.","Shinichi Maruyama","info@kumoinc.com","2129248483","37-18 Nothern Blvd,","Long Island City","NY","11101","Manufacturing","Photographic Printing","Relocator","6",,,"2014-07-02T00:00:00.000","1924.77","5676.02",,,,,,,,,
"LaFarge North America","William J. Kastin","bill.kastin@lafarge-na.com","7184999205","75 25th Street","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","Portland and slag cement","City/State","5",,,"2007-07-12T00:00:00.000","7547.83","186233.44","BROOKLYN","40.662023","-74.000588","307","38","18","3414710","3006440109","Sunset Park West"
"LAFAYETTE GRINDING CORP.","GOPAL SHARMA","info@lafgrind.com","7183885973","54-56 DOBBIN STREET","Brooklyn","NY","11222","Wholesale/Warehouse/Distribution","WHSE METAL GROUND PLATES","ICIP","13",,,"2009-01-05T00:00:00.000","6735.85","135210.58","BROOKLYN","40.723859","-73.953835","301","33","569","3065963","3026430050","Greenpoint"
"LEE SPRINGS COMPANY","Susan Fermisco","sfermisco@leespring.com","7183625185","140 58th St. 3C","Brooklyn","NY","11220","Manufacturing","MGF OF METAL SPRING","City/State","168",,,"2014-09-03T00:00:00.000","16385.74","92545.24","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Leemor Lilly, LLC","Eitan  Chandally","chandally@aol.com","2127777777","43-31 35th Street","Queens","NY","11101","Commercial","Limousine call center","ICIP","125",,,"2009-01-07T00:00:00.000","1229.75","13127.28","QUEENS","40.745615","-73.929583","402","26","179","4003159","4002220015","Hunters Point-Sunnyside-West Maspeth"
"LIBERTY HOUSE, INC.","SIMON ZIMMERMAN",,"2123349888","47-44 31ST ST/47-07 30TH PL, 6TH FL",,"NY","11101","Manufacturing","COMMERCIAL CUTTER","Relocator","73","10","73","2007-07-06T00:00:00.000","455.38","18341.11",,,,,,,,,
"Lida Collection, Inc.","Jeff Xia","Lidausa88@gmail.com","3406446608","58-86 Grand Avenue","Maspeth","NY","11378","Wholesale/Warehouse/Distribution","Warehouse/wholesale Importer of women clothing","Tenant","3",,,"2015-10-15T00:00:00.000","554.35","1877.83","QUEENS","40.720275","-73.908942","405","30","525","4540084","4026810044","Maspeth"
"LIFE RESOURCES LLC","David Spink","davidfspink@earthlink.net","7184793300","220-05 97TH AVENUE","QUEENS","NY","11429","Manufacturing","human plasma and blood products","ICIP","24",,,"2008-03-13T00:00:00.000","4226.63","94955.04","QUEENS","40.717666","-73.733268","413","27","568","4231227","4107900001","Queens Village"
"LIGHTING & SUPPLIES, INC.","MORDECHAI KOHN","atabak@sunshinelighting.com","7187687000","744 CLINTON STREET","Brooklyn","NY","11231","Manufacturing","MFG/DIST. LIGHT BULBS","IDA","46","25","230","2006-01-10T00:00:00.000","1757.18","113461.22","BROOKLYN","40.669944","-74.004167","306","38","53","3008886","3006230100","Carroll Gardens-Columbia Street-Red Hook"
"Lion Re:Sources","Louis Antonucci","ann.morgan@us-resources.com","2125452079","2701 Queens Plaza North","Long Island City","NY","11101","Public Benefit Corp",,"Relocator","361",,,"2013-07-03T00:00:00.000","15387.01","102940.21","QUEENS","40.750561","-73.939315","401","26","33","4005016","4004160010","Queensbridge-Ravenswood-Long Island City"
"Liquid 8 Technology, Inc.","Richard Greene","rgreene@liquid8technology.net","2126792524","140 58thStreet, Box 188","Brooklyn","NY","11220","Commercial","Secure data destruction services to old computers","Tenant","40",,,"2015-06-04T00:00:00.000","17167.46","52921.12",,,,,,,,,
"Liquid Knits, Inc.","Jeffrey Schechter","jeff@horizonmills.net","6466741185","32-00 Skillman Avenue","Long Island City","NY","11101","Manufacturing",,"Relocator","15",,,"2012-02-07T00:00:00.000","13623.74","94914.97","QUEENS","40.746311","-73.933112","402","26","179","4003434","4002450009","Hunters Point-Sunnyside-West Maspeth"
"Livestream LLC","Catherine Rivera","catherine.rivera@livestream.com","6464959707","195 Morgan Avenue/361 Stagg Street","Brooklyn","NY","11237","Manufacturing","Video streaming service for live videos","Tenant","72",,,"2014-11-03T00:00:00.000","9242.01","45106.38",,,,,,,,,
"Lobonav Corp","Ron Wolf","ron@proaudiostar.com","7185221071","217 Russell St./225 Russell St./758-762 Humboldt","Brooklym","NY","11222","Wholesale/Warehouse/Distribution",,"IDA","22",,,"2013-07-02T00:00:00.000","4007.53","21878.53",,,,,,,,,
"LOCKWOOD & WINANT","Joseph Gurrera","lockwoodwinant@newfultonfishmarket.com","2122852495","800 FOOD CENTER DRIVE,99,101,103.","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DISTRIBUTOR","Tenant","11",,"35","2006-07-03T00:00:00.000","2697.35","115633.12","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Lockwood Publications","Robert Lockwood","rob@lockwoodpublications.com","2123912060","25-09 38th Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution",,"Relocator","20",,,"2013-06-04T00:00:00.000","2840.88","14586.52","QUEENS","40.755741","-73.935676","401","26","51","4004448","4003680001","Queensbridge-Ravenswood-Long Island City"
"Long Island Concrete, Inc.","J Weiss","jweiss@longislandconcrete.net","7187844606","215-10 Hempstead Avenue","Queens","NY","11429","Manufacturing","Concrete rebar","ICAP","176",,,"2017-01-12T00:00:00.000","3671.38","8828.74","QUEENS","40.715576","-73.74373","413","27","540","4238780","4110830079","Queens Village"
"Lou s Fish Market","Mark Parente",,"7183284313","800 Food Center Drive","Bronx","NY","10454","Wholesale/Warehouse/Distribution","Fresh and frozen seafood","City/State","2",,,"2006-03-07T00:00:00.000","397.65","3603.94","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"LUCKY MCMXCVI, LLC DBA SUPERIOR","CONSTANCE CINCOTTA","gita103@hotmail.com","7188596500","761-781 EAST 42ND STREET","Brooklyn","NY","11210","Manufacturing","MANUFACTURER","ICIP","11","11","11","2006-11-01T00:00:00.000","24779.01","834715.98","BROOKLYN","40.636352","-73.936464","317","45","836","3337119","3050170024","East Flatbush-Farragut"
"LUIS STERLING, INC.","LUIS STERLING",,"7187842934","544 EAST 171ST STREET","Bronx","NY","10457","Manufacturing","MFG PICTURE FRAMES","Relocator","2","2","2","2005-08-23T00:00:00.000","40.15","11773.47","BRONX","40.836774","-73.901049","203","16","169","2009640","2029270046","Claremont-Bathgate"
"M & A CUTTING, INC.","MOEY FALLAS","mfallas@misssportswear.com","7183696012","58 SECOND AVENUE","Brooklyn","NY","11215","Manufacturing","MANUFACTURER","Tenant","48","10","48","2006-12-07T00:00:00.000","2031.99","60561.74","BROOKLYN","40.673125","-73.992959","306","39","119","3021536","3009900069","Park Slope-Gowanus"
"M. SLAVIN & SONS, LTD.","MICHAEL JACOBS",,"2122334522","800 FOOD CENTER DRIVE","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOODS","Tenant","159",,,"2008-06-03T00:00:00.000","17047.49","189684.69","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Mack Glassnauth Iron Works, Inc.","Rameshwar S. Asu","mackglassnauth@aol.com","7183851234","137 Liberty Avenue","Brooklyn","NY","11212","Manufacturing","Iron fences","ICIP","4",,,"2010-12-20T00:00:00.000","1381.15","12677.47","BROOKLYN","40.673119","-73.90521","316","37","908","3394977","3036770045","Brownsville"
"MADAME PAULETTE, LIC, LLC","ROB MOREL","jm@madamepaulette.com","7183490050","42-20 12TH STREET","Long Island City","NY","11101","Commercial","CLEANERS","ICIP","50",,,"2009-03-10T00:00:00.000","16919.17","190087.28","QUEENS","40.752423","-73.946326","402","26","19","4005289","4004590064","Hunters Point-Sunnyside-West Maspeth"
"MADELAINE CHOCOLATE NOVELTIES, INC.","Norman Gold","ngold@madelainechocolate.com","7189451500","95-15 BEACH CHANNEL DR.","Far Rockaway","NY","11693","Manufacturing","MFG. CHOCOLATE NOVELTY","ICIP","25",,,"2008-04-15T00:00:00.000","4460.89","227523.74","QUEENS","40.587549","-73.819012","414","32","94201","4303676","4161510036","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"Magellan Aerospace New York, Inc","Gregory Schmidt","gregory.schmidt@magellan.aero","7186994000","97-11 50th Ave","Queens","NY","11368","Manufacturing","Mfg aerospace landing gear, assemblies and parts","ICAP","150",,,"2017-06-29T00:00:00.000","18323.80","20135.88","QUEENS","40.742133","-73.865661","404","21","411","4440227","4018800007","Corona"
"Magellan Aerospace New York, Inc","Gregory Schmidt","gregory.schmidt@magellan.aero","7186994000","97-11 50th Ave","Queens","NY","11368","Manufacturing","Mfg aerospace landing gear, assemblies and parts","ICIP","58",,"23","2005-06-30T00:00:00.000","45153.24","444300.05","QUEENS","40.742133","-73.865661","404","21","411","4440227","4018800007","Corona"
"MAGIC NOVELTY CO., INC.","DAVID NEUBURGER","davidn@magicnovelty.com","2123042777","308 DYCKMAN STREET","New York","NY","10034","Manufacturing","MANUFACTURER","ICIP","68","15","204","2006-09-26T00:00:00.000","4778.35","144675.46","MANHATTAN","40.867709","-73.929902","112","10","287","1065046","1022460020","Washington Heights North"
"Marathon Energy Corp","Jerry Drenis","jerry@mecny.com","7184352200","62-01 34th Avenue","Woodside","NY","11377","Wholesale/Warehouse/Distribution",,"IDA","63",,,"2017-08-07T00:00:00.000","3564.05","4280.47","QUEENS","40.752183","-73.899803","402","26","293","4027110","4011850040","Woodside"
"Maribel''''''''''''''''s Sweets, Inc.","Maribel Liberman","info@mariebelle.com","2122299906","44 Dobbin Street","Brooklyn","NY","11222","Manufacturing","Chocolate and candies","Relocator","23",,,"2009-07-02T00:00:00.000","9248.25","80782.21","BROOKLYN","40.723636","-73.953709","301","33","569","3065961","3026430045","Greenpoint"
"Maric Mechanical Inc.","Linda  Zahn","lzahn@maricmechanical.com","7187214690","19-53 46th Street","Astoria","NY","11105","Manufacturing",,"IDA","46",,,"2015-07-10T00:00:00.000","14828.61","26689.54","QUEENS","40.774784","-73.896996","401","22","12301","4014852","4007740010","Steinway"
"MARILYN ROSEE/THERAPUTIC RESOURCES","MARILYN ROSEE","trrehab@aol.com","2125891206","36-36 33RD STREET SUITE 500","Long Island City","NY","11106","Other","SERVICES","Tenant","24","10","24","2007-03-07T00:00:00.000","1111.81","27518.79","QUEENS","40.755141","-73.928728","401","26","55","4007923","4006010001","Queensbridge-Ravenswood-Long Island City"
"MARJAM SUPPLY CO., INC.","Bruce Respler","brespler@marjam.com","6312494900","20 Rewe Street","Brooklyn","NY","11211","Manufacturing","Wholesale distributor of building supply products","ICIP","164",,,"2008-02-06T00:00:00.000","4032.61","79040.38","BROOKLYN","40.716288","-73.93119","301","34","449","3070500","3029270300","East Williamsburg"
"MARJAM SUPPLY CO., INC.","Bruce Respler","brespler@marjam.com","6312494900","20 Rewe Street","Brooklyn","NY","11211","Manufacturing","Wholesale distributor of building supply products","IDA","11","25","11","2006-02-06T00:00:00.000","499.70","64818.10","BROOKLYN","40.716288","-73.93119","301","34","449","3070500","3029270300","East Williamsburg"
"Marley Spoon, Inc.","Roberto Mastrigli","roberto.mastrigli@marleyspoon.com","9173997809","300 Manida Street","Bronx","NY","10474","Wholesale/Warehouse/Distribution","Commercial operation for meal delivery services","Relocator","21",,,"2016-10-03T00:00:00.000","9663.33","20949.56","BRONX","40.806838","-73.886381","202","17","93","2006961","2027740308","Hunts Point"
"Matros Automated Electrical Const.","Stuart Moskowitz","darin@matros.com","7184821000","5-33 50th Avenue","Long Island City","NY","11101","Commercial",,"ICIP","51",,,"2011-01-06T00:00:00.000","2736.02","21874.08","QUEENS","40.743117","-73.956074","402","26","7","4000128","4000320013","Hunters Point-Sunnyside-West Maspeth"
"MCM Enterprises, Inc.","Chung Yu","klikny@aol.com","7184388443","63 19th Street","Brooklyn","NY","11232","Manufacturing",,"ICIP","10",,,"2014-09-11T00:00:00.000","5089.50","21187.97","BROOKLYN","40.666156","-73.998331","307","38","18","3008891","3006250090","Sunset Park West"
"MCN DESIGN, INC.","LAURA SMITH","mcnederpelt@mcndesign.com","7183492890","61 GREEN STREET","Brooklyn","NY","11222","Manufacturing","MFG. ADV. FOR DISPLAY WIN","ICIP","1",,"1","2005-08-31T00:00:00.000","9.41","4554.91","BROOKLYN","40.733325","-73.959375","301","33","563","3330048","3025117501","Greenpoint"
"Mechoshade Systems, Inc.","Jan Breman","sheilaw@mechoshade.com","7187292020","42-03 35th Street","Long Island City","NY","11101","Commercial","Manufacturer of shades","ICIP","233",,,"2012-01-07T00:00:00.000","30333.77","202065.37","QUEENS","40.74637","-73.929441","402","26","179","4003135","4002180013","Hunters Point-Sunnyside-West Maspeth"
"MEDITERRANEAN GYRO PRODUCTS","Sophie Maroulis","smaroulis@corfufoods.com","7187863399","11-14 38TH STREET","Queens","NY","11101","Manufacturing","mfg pita bread/whsl Greek specialty foods","ICAP","15",,,"2014-08-04T00:00:00.000","9507.92","35112.26",,,,,,,,,
"MEDITERRANEAN GYRO PRODUCTS","Sophie Maroulis","smaroulis@corfufoods.com","7187863399","11-14 38TH STREET","Queens","NY","11101","Manufacturing","mfg pita bread/whsl Greek specialty foods","IDA","14",,,"2011-11-01T00:00:00.000","12431.01","68552.35",,,,,,,,,
"Menu Solutions, Inc.","Irwin Barrocas","joel@menucovers.biz","7183257700","4510 White Plains Road","Bronx","NY","10470","Manufacturing","Manufacturer of menu covers and shoulders","ICAP","62",,,"2015-04-01T00:00:00.000","13425.87","45258.11","BRONX","40.900509","-73.852626","212","11","434","2071129","2050840009","Woodlawn-Wakefield"
