"appeal_type","appeal_subtype","agency","status_flag","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Psych","Human Resources Administration - HRA","Closed","2017-12-04T00:00:00.000","2018-12-06T00:00:00.000","3328","Special Officer","2019-10-14T00:00:00.000",,"HRA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-04T00:00:00.000","2018-03-12T00:00:00.000","7014","Emergency Medical Specialist Trainee","2021-11-22T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Police Department - NYPD","Closed","2017-12-04T00:00:00.000","2018-01-12T00:00:00.000",,,,,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-12-03T00:00:00.000","2018-07-24T00:00:00.000","7029","Statistician","2021-12-20T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-12-01T00:00:00.000","2018-02-16T00:00:00.000","6037","Senior Stationary Engineer","2021-11-01T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-30T00:00:00.000","2018-04-04T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Character","Department of Correction - DOC","Closed","2017-11-30T00:00:00.000","2018-07-12T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-30T00:00:00.000","2018-02-06T00:00:00.000","6037","Senior Stationary Engineer","2021-11-01T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-30T00:00:00.000","2018-03-07T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-30T00:00:00.000","2018-01-23T00:00:00.000","2324","Motor Vehicle Operator","2019-12-02T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-29T00:00:00.000","2018-02-14T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-29T00:00:00.000","2018-03-30T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Waiting for Appeal Request",,"Department of Sanitation - DSNY","Closed","2017-11-29T00:00:00.000","2018-01-12T00:00:00.000",,,,,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-29T00:00:00.000","2018-10-30T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-28T00:00:00.000","2018-03-09T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-11-28T00:00:00.000","2018-01-12T00:00:00.000","6044","Fraud Investigator",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-28T00:00:00.000","2018-03-09T00:00:00.000","6302","School Safety Agent","2020-10-19T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Environmental Protection - DEP","Closed","2017-11-28T00:00:00.000","2018-01-12T00:00:00.000","9999","Environmental Police Officer","2021-01-27T00:00:00.000",,"DEP"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-28T00:00:00.000","2018-08-01T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-28T00:00:00.000","2018-03-08T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-28T00:00:00.000","2018-12-05T00:00:00.000","3317","Police Officer","2019-12-16T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-27T00:00:00.000","2018-02-06T00:00:00.000","7508","Computer Associate (Technical Support) (PROM)","2021-10-25T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Police Department - NYPD","Closed","2017-11-27T00:00:00.000","2018-01-12T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-11-27T00:00:00.000","2018-03-05T00:00:00.000","7000","Emergency Medical Specialist - EMT","2021-03-29T00:00:00.000",,"FDNY"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-26T00:00:00.000","2018-03-12T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-25T00:00:00.000","2018-03-06T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-24T00:00:00.000","2018-02-20T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-24T00:00:00.000","2018-02-13T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-11-24T00:00:00.000","2018-01-12T00:00:00.000",,,,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-11-24T00:00:00.000","2018-07-31T00:00:00.000","6508","Promotion to Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-11-24T00:00:00.000","2018-07-12T00:00:00.000","6042","Construction Project Manager","2021-11-22T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-11-22T00:00:00.000","2018-05-09T00:00:00.000","7329","Correction Officer","2021-02-15T00:00:00.000",,"DOC"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-22T00:00:00.000","2018-03-01T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Closed","2017-11-21T00:00:00.000","2018-04-11T00:00:00.000","1328","Eligibility Specialist","2018-08-27T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-21T00:00:00.000","2018-07-31T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 76","Suspension","Human Resources Administration - HRA","Closed","2017-11-06T00:00:00.000","2018-02-06T00:00:00.000",,,,,"HRA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-21T00:00:00.000","2018-02-03T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-21T00:00:00.000","2018-06-07T00:00:00.000","7029","Statistician",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-20T00:00:00.000","2018-06-19T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-20T00:00:00.000","2018-05-29T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-20T00:00:00.000","2018-01-19T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-20T00:00:00.000","2018-01-11T00:00:00.000","6307","Traffic Enforcement Agent","2020-06-16T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-20T00:00:00.000","2018-06-18T00:00:00.000","7029","Statistician",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-20T00:00:00.000","2018-04-18T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-11-20T00:00:00.000","2018-02-22T00:00:00.000","7307","Traffic Enforcement Agent","2021-04-05T00:00:00.000",,"NYPD"
"Section 50","Medical","Fire Department - FDNY","Closed","2017-11-20T00:00:00.000","2018-03-30T00:00:00.000","7000","Emergency Medical Specialist - EMT","2021-03-29T00:00:00.000",,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-20T00:00:00.000","2018-02-14T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-20T00:00:00.000","2018-02-13T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-20T00:00:00.000","2018-04-19T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-17T00:00:00.000","2018-11-30T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-17T00:00:00.000","2018-05-25T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-17T00:00:00.000","2018-07-13T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-17T00:00:00.000","2018-02-02T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-17T00:00:00.000","2018-05-18T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-17T00:00:00.000","2018-05-03T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-17T00:00:00.000","2018-10-03T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-17T00:00:00.000","2018-02-02T00:00:00.000","7303","Traffic Enforcement Agent","2021-03-08T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-16T00:00:00.000","2018-04-05T00:00:00.000","3309","Police Officer","2019-06-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-16T00:00:00.000","2018-04-18T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-16T00:00:00.000","2018-05-14T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-16T00:00:00.000","2018-01-23T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-16T00:00:00.000","2018-05-17T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-16T00:00:00.000","2018-06-07T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-16T00:00:00.000","2018-01-23T00:00:00.000","6508","Child Protective Specialist Supervisor (PROM)","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-11-15T00:00:00.000","2018-04-11T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Waiting for DQ",,"Police Department - NYPD","Closed","2017-11-15T00:00:00.000","2018-01-12T00:00:00.000",,,,,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-15T00:00:00.000","2018-12-11T00:00:00.000","4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-15T00:00:00.000","2018-01-24T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-15T00:00:00.000","2018-05-02T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-15T00:00:00.000","2018-05-24T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-15T00:00:00.000","2018-04-20T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-15T00:00:00.000","2018-01-12T00:00:00.000","7000","Emergency Medical Specialist - EMT (FIRE)","2021-03-29T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-15T00:00:00.000","2018-07-25T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-14T00:00:00.000","2018-06-06T00:00:00.000","7029","Statistician","2021-12-20T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-14T00:00:00.000","2018-06-06T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-11-14T00:00:00.000","2018-01-12T00:00:00.000","8213","Administrative Graphic Artist",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-14T00:00:00.000","2018-05-01T00:00:00.000","4307","School Safety Agent","2020-01-07T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-14T00:00:00.000","2018-02-02T00:00:00.000","6329","Traffic Enforcement Agent","2020-10-21T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-14T00:00:00.000","2018-07-24T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2017-11-14T00:00:00.000","2018-04-02T00:00:00.000",,,,,"NYCHA"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-11-14T00:00:00.000","2018-02-20T00:00:00.000",,,,,"NYCHA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-13T00:00:00.000","2018-05-03T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-13T00:00:00.000","2018-10-26T00:00:00.000","7002","Computer Associate","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-13T00:00:00.000","2018-09-28T00:00:00.000","7029","Statistician","2021-12-20T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-13T00:00:00.000","2018-01-22T00:00:00.000","6037","Senior Stationary Engineer","2021-11-01T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-13T00:00:00.000","2018-01-22T00:00:00.000","6037","Senior Stationary Engineer","2021-11-01T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-12T00:00:00.000","2018-05-11T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-11T00:00:00.000","2018-03-08T00:00:00.000","4328","Police officer","2020-11-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-11T00:00:00.000","2018-08-20T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-11T00:00:00.000","2018-02-21T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Waiting for DQ",,"Police Department - NYPD","Closed","2017-11-10T00:00:00.000","2018-01-12T00:00:00.000",,,,,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2017-11-09T00:00:00.000","2018-01-12T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-09T00:00:00.000","2018-03-27T00:00:00.000","7011","Administrative Community Relations Specialist","2021-09-20T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-09T00:00:00.000","2018-04-24T00:00:00.000","4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-09T00:00:00.000","2018-01-23T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-09T00:00:00.000","2018-01-24T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-09T00:00:00.000","2018-03-26T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-08T00:00:00.000","2018-04-18T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-08T00:00:00.000","2018-07-13T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2017-11-08T00:00:00.000","2018-04-12T00:00:00.000","5321","Police Officer","2021-07-03T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-11-08T00:00:00.000","2018-02-23T00:00:00.000","7311","Traffic Enforcement Agent","2021-08-02T00:00:00.000",,"NYPD"
"Section 76","Demotion","Housing Authority - NYCHA","Closed","2017-11-06T00:00:00.000","2018-04-02T00:00:00.000",,,,,"NYCHA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-06T00:00:00.000","2018-02-02T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2017-11-06T00:00:00.000","2018-02-08T00:00:00.000","4310","Police Officer","2019-12-28T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-06T00:00:00.000","2018-03-13T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-06T00:00:00.000","2018-08-01T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-11-06T00:00:00.000","2018-02-01T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-06T00:00:00.000","2018-01-09T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-11-06T00:00:00.000","2018-04-11T00:00:00.000","7329","Correction Officer","2021-02-15T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-06T00:00:00.000","2018-03-01T00:00:00.000","4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-03T00:00:00.000","2018-06-06T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Closed","2017-11-03T00:00:00.000","2018-05-15T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-11-03T00:00:00.000","2018-03-13T00:00:00.000","4310","Police Officer","2019-12-28T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-02T00:00:00.000","2018-02-08T00:00:00.000","3308","Police Officer","2019-06-22T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-02T00:00:00.000","2018-04-17T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-11-02T00:00:00.000","2018-02-15T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-11-01T00:00:00.000","2018-03-01T00:00:00.000","3313","Police Officer","2019-09-24T00:00:00.000",,"NYPD"
"Section 76","Termination","Department of Environmental Protection - DEP","Closed","2017-11-01T00:00:00.000","2018-08-02T00:00:00.000",,,,,"DEP"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2017-11-01T00:00:00.000","2018-03-07T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-31T00:00:00.000","2018-04-20T00:00:00.000","3315","Police Officer","2019-12-10T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-31T00:00:00.000","2018-02-16T00:00:00.000","3316","Police Officer","2019-12-14T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-10-31T00:00:00.000","2018-02-09T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Medical","Police Department - NYPD","Closed","2017-10-30T00:00:00.000","2018-05-08T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-30T00:00:00.000","2018-07-12T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-30T00:00:00.000","2018-01-18T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-30T00:00:00.000","2018-01-02T00:00:00.000","6313","Traffic Enforcement Agent","2020-09-21T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-10-27T00:00:00.000","2018-09-05T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-10-26T00:00:00.000","2018-01-17T00:00:00.000","4318","Correction Officer","2019-11-04T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-25T00:00:00.000","2018-06-19T00:00:00.000","6319","Traffic Enforcement Agent","2020-10-19T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-25T00:00:00.000","2018-04-20T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-25T00:00:00.000","2018-02-08T00:00:00.000","2326","Police Officer","2018-07-02T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-10-25T00:00:00.000","2018-04-20T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-10-25T00:00:00.000","2018-02-08T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-24T00:00:00.000","2018-02-02T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-24T00:00:00.000","2018-06-07T00:00:00.000","7029","Statistician","2021-12-20T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-10-24T00:00:00.000","2018-03-19T00:00:00.000","4307","School Safety Agent","2020-01-07T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-10-24T00:00:00.000","2018-05-29T00:00:00.000","6332","Correction Officer","2020-09-22T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-23T00:00:00.000","2018-06-27T00:00:00.000","8206","Administrative Retirement Benefits Specialist",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-10-23T00:00:00.000","2018-03-09T00:00:00.000","6302","School Safety Agent","2020-10-19T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2017-10-23T00:00:00.000","2018-07-11T00:00:00.000","5330","Police Communications Technician","2020-09-15T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-23T00:00:00.000","2018-03-08T00:00:00.000","4331","Traffic Enforcement Agent","2018-10-29T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Closed","2017-10-23T00:00:00.000","2018-05-30T00:00:00.000","6333","Special Officer","2021-02-01T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-10-21T00:00:00.000","2018-01-03T00:00:00.000","5304","Traffic Enforcement Agent","2019-01-21T00:00:00.000",,"NYPD"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2017-10-20T00:00:00.000","2018-03-06T00:00:00.000","7508","Promotion to Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-10-20T00:00:00.000","2018-03-19T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-10-20T00:00:00.000","2018-06-20T00:00:00.000","6524","Assistant Resident Buildings Superintendent","2021-07-05T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-20T00:00:00.000","2018-05-31T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-10-20T00:00:00.000","2018-01-16T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-10-19T00:00:00.000","2018-03-09T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2017-10-19T00:00:00.000","2018-03-07T00:00:00.000",,,,,"NYCHA"
