"facility_pk","facilityname","service_category","service_type","buildingnumber","partnertype","partner_type_detailed","address","address_2","borough","zipcode","latitude","longitude","phone","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","facility_type","website","community_board","council_district","census_tract","bin","bbl","nta"
"188862183","Pyramid Club","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","101 Avenue A",,"Manhattan","10009","40.725731519113","-73.983779075444",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front near the entrance at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","true",,,"103","2","3200","1083477","1004340033","MN22"
"188861974","Henrietta Hudson","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","438 Hudson Street",,"Manhattan","10014","40.731046336519","-74.006707542921","212-206-8959","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located near the restrooms at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","11:00 AM - 9:00 PM","11:00 AM - 9:00 PM","11:00 AM - 11:00 AM","11:00 AM - 9:00 PM","11:00 AM - 9:00 PM","11:00 AM - 9:00 PM",,"true","true","false",,,"102","3","6700","1077817","1005847501","MN23"
"188861984","Huggies Brownstone Inn Club","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1550 Fulton Street",,"Brooklyn","11216","40.679801890354","-73.938972024595","(347) 932-4361","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"303","36","27100","3053856","3018640031","BK61"
"188861705","Barbershop Shave & Cut","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","119 Christopher Street",,"Manhattan","10014","40.733192802836","-74.00558559021",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"102","3","7300","1011150","1006190045","MN23"
"188862201","Rosa Style (Step Up Barbershop)","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","21 Avenue C",,"Manhattan","10009","40.72125710961","-73.980922938545","(212) 515-2062","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"103","2","2202","1004599","1003850038","MN28"
"188862071","Manaa Soul Food Restaurant","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","478 Rockaway Ave",,"Brooklyn","11212","40.668183660701","-73.910368322179","(917) 717-3632","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","92400","3393299","3035210018","BK81"
"188862221","Soho Playhouse","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","15 Vandam Street",,"Manhattan","10013","40.726322703743","-74.004470174465",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located near the bar counter at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community","19000101000000.000000000","19000101000000.000000000",,,,,,,"12:00 PM - 11:30 AM","true","false","false",,,"102","3","3700","1007836","1005060047","MN24"
"188862157","Peedee Restaurant","Free Safer Sex Products","Condoms and Lubricant",,"Business","Restaurant","2006 3 Avenue",,"Manhattan","10029","40.794285179143","-73.942705789207",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at the cashier at this restaurant. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,"111","8","17200","1082322","1016380033","MN33"
"188861717","Best Wings & Pizza","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","399 Mother Gaston Blvd",,"Brooklyn","11212","40.669391236584","-73.906769103211","(347) 413-5804","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","90800","3083886","3037260005","BK81"
"188862211","Satsung Barbershop","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1408 Nostrand Avenue",,"Brooklyn","11226","40.652142493044","-73.949726122709","(111) 111-1111","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"317","40","82000","3116826","3050880044","BK60"
"188861737","Boiler Room","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","86 East 4 Street",,"Manhattan","10003","40.72602309107","-73.989075361404","718-610-2870","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the lounge near window at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook commu","19000101000000.000000000","19000101000000.000000000","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","true","false","true",,,"103","2","3800","1006168","1004450009","MN22"
"188862247","Tap House","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","72-07 Austin Street",,"Queens","11375","40.719220740483","-73.842326778001","718-694-2570","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back by the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook co","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"406","29","73700","4078032","4032580028","QN17"
"188862140","O'Macka-Z Barbershop","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","3513 Church Avenue",,"Brooklyn","11203","40.651077872205","-73.944544656584","(718) 219-1401","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 6:00 PM",,"true","true","true",,,"317","40","81600","3108723","3048720032","BK91"
"188861923","Frederick Community Pharmacy","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","2450 Frederick Douglass Boulevard",,"Manhattan","0","0","0","(212) 690-5202","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,,,,,"1",
"188861728","BLACK INK","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1357 FULTON STREET",,"Brooklyn","11216","40.680258808631","-73.947080122525","(929) 666-0425","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"303","36","24900","3053283","3018500043","BK75"
"188862237","Suite 718 Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","10 Kingston Avenue",,"Brooklyn","11213","40.679586243707","-73.941250804916","(718) 930-1867","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"303","36","27100","3053820","3018630041","BK61"
"188862240","Sunrise Medical Group","Free Safer Sex Products","Condoms and Lubricant",,"Private Practice","Physician","535 Clinton Avenue,Basement",,"Brooklyn","11238","40.682464747442","-73.966681509121","718-635-5350","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowls located at the check in and check out stations at this physician. Last Updated: 8/4/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.faceb","19000101000000.000000000","19000101000000.000000000","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 4:00 PM",,"true","true","true",,"""http://www.sunrisebrooklyn.org""","302","35","19900","3057552","3020117501","BK69"
"188862308","VIP Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","171-07A Jamaica Ave",,"Queens","11432","40.707512583291","-73.788424581627","(347) 561-5678","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"412","27","46200","4310511","4098060008","QN61"
"188862212","Sb Pharmacy","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","27 East 124 Street",,"Manhattan","10035","40.805211416395","-73.941500715603","(212) 534-2849","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"111","9","19800","1054005","1017490016","MN34"
"188861987","Icons Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","34-02 36 Avenue",,"Queens","11106","40.755385967737","-73.927225873306","(347) 703-1590","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","11:00 AM - 9:00 PM","11:00 AM - 9:00 PM","11:00 AM - 11:00 AM","11:00 AM - 9:00 PM","11:00 AM - 9:00 PM","11:00 AM - 9:00 PM",,"true","true","true",,,"401","26","5500","4009496","4006340033","QN68"
"188862054","Library Bar","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","7 Avenue A",,"Manhattan","10009","40.722539660114","-73.98609959578","718-789-7070","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located on the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","true","false","true",,,"103","2","3002","1083476","1004290041","MN22"
"188862047","Latino Pride Center","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Community Center","975 Kelly Street,Suite 402",,"Bronx","10459","40.822045578553","-73.895877692433","212-243-3380","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at the reception desk at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook com","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"202","17","8700","2114693","2027037501","BX33"
"188862321","Xstasy Night Club","Free Safer Sex Products","Condoms and Lubricant",,"Business","Night Club","758 5 Avenue",,"Brooklyn","11232","40.658460970554","-73.996431837413","646-697-2274","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the left side of the window at this night club. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","true","false","false",,,"307","38","10100","3336879","3006580030","BK32"
"188861756","Bronx Park Family Practice","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","570 WEST 204th STREET",,"Manhattan","10034","40.864554499196","-73.921549049143","(212) 567-3777","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"112","10","29100","1064770","1022210022","MN01"
"188861955","Harlem Nights Bar","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","2361 Adam Clayton Powell Jr Boulevard,BAR",,"Manhattan","0","0","0","413-695-0608","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,,,,,"1",
"188862146","Our Neighborhood Spanish Restaurant","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","444 Mother Gaston Blvd",,"Brooklyn","11212","40.668199774868","-73.906489605694","(718) 927-9302","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","90600","3252323","3035260325","BK81"
"188861720","Betty Bakery","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","448 Atlantic Avenue",,"Brooklyn","11217","40.686396174705","-73.983500223435","(718) 246-2402","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"302","33","4100","3000934","3001840022","BK38"
"188862192","Rebar (Formerly  Lounge)","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","225 West 19 Street",,"Manhattan","10011","40.742028321316","-73.998343587072",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located near the coat room at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"104","3","8700","1013976","1007697504","MN13"
"188862280","TOBACCO GRAB & GO","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","3087 Fulton St",,"Brooklyn","11208","40.68114236659","-73.880894410678","(646) 972-1327","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"305","37","117400","3087732","3039450002","BK83"
"188861752","Broadway Lumber Supplies","Free Safer Sex Products","Condoms and Lubricant",,"Business","Retail Store","965 Broadway,N/A",,"Brooklyn","11221","40.696644177263","-73.934629015178","718-919-1021","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located by all entrances at this retail store. Last Updated: 8/2/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fa","19000101000000.000000000","19000101000000.000000000","7:30 AM - 6:30 PM","7:30 AM - 6:30 PM","7:30 AM - 6:30 PM","7:30 AM - 6:30 PM","7:30 AM - 6:30 PM","9:00 AM - 6:00 PM","10:00 AM - 4:00 PM","true","true","true",,"""https://broadwaylumber.com/""","304","34","39300","3072650","3031930023","BK78"
"188862039","La Ruana Paisa Restaurant & Bar","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","92-03 37 Avenue",,"Queens","11372","40.750743332735","-73.874861195987","212-568-4014","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located near the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 11:00 PM","10:00 AM - 1:00 AM","10:00 AM - 1:00 AM","10:00 AM - 11:00 PM","true","false","false",,,"403","25","27500","4036100","4014660039","QN28"
"188861819","Cut Zone Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","654 Melrose Avenue",,"Bronx","10455","40.818667229337","-73.916577786219","(347) 270-0444","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"201","17","6700",,"2","BX34"
"188862002","Jamaica YMCA","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","YMCA/JCC","89-25 Parsons Boulevard",,"Queens","11432","40.705463603786","-73.801469567739","212-353-9500","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located on the 4th fl at this ymca/jcc. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM",,,"true","true","true",,,"412","24","44601","4208858","4097580001","QN61"
"188861991","International House","Free Safer Sex Products","Condoms and Lubricant",,"Education","Student Housing","155 Claremont Avenue,South Building",,"Manhattan","10027","40.813459498349","-73.961229243581","212-316-0723","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the south building laundry room at this student housing. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,"109","7","21100","1059870","1019940057","MN09"
"188861746","Boxers NYC","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","37 West 20 Street,Suite 1",,"Manhattan","10011","40.740224762407","-73.992252239821","2122555082","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on a table beside entrance at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook comm","19000101000000.000000000","19000101000000.000000000","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 2:00 AM","4:00 PM - 4:00 AM","1:00 PM - 4:00 AM","1:00 PM - 2:00 AM","true","false","true",,,"105","3","5400","1015489","1008220009","MN13"
"188862180","Puly'S Beauty Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","2822 Fulton Street",,"Brooklyn","11207","40.678203968714","-73.890410404384","(000) 000-0000","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","9:00 AM - 4:00 PM","true","true","true",,,"305","37","119800","3087810","3039480116","BK82"
"188862251","Terrific'S Barber & Beauty Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1545 Broadway",,"Brooklyn","11221","40.686254314119","-73.91636187584","(718) 453-1575","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"304","37","39700","3078143","3033940004","BK78"
