Category,Type of Business,Business,Address,City/State,Zip Code,Phone Number,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
Food and Drink,Casual Eateries,99 Miles to Philly,94 3rd avenue,"New York, NY",10003,212-253-2700,MANHATTAN,40.73223,-73.98797,3,2,42,1084939,1005580032,East Village                                                               ,"(40.73223, -73.98797)",11724,70,4,50,5
Food and Drink,Restaurants,Luzzo's Ristorante Italiano,211 1st Avenue,"New York, NY",10003,212-473-7447,MANHATTAN,40.730427,-73.983248,3,2,40,1006491,1004540038,East Village                                                               ,"(40.730427, -73.983248)",11724,70,4,50,5
Food and Drink,Bars and Lounges,Pierre Loti,53 Irving Place,"New York, NY",10003,212-777-5684,MANHATTAN,40.736037,-73.987284,5,2,50,1078732,1008730015,Gramercy                                                                   ,"(40.736037, -73.987284)",11724,11,4,50,7
Food and Drink,Restaurants,Barbounia,250 Park Avenue South,"New York, NY",10003,212-995-0242,MANHATTAN,40.738231,-73.987818,5,2,52,1016176,1008480043,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738231, -73.987818)",11724,11,4,50,7
Food and Drink,Casual Eateries,Posto,310 East 2nd Avenue,"New York, NY",10003,212-716-1200,MANHATTAN,40.734922,-73.983041,6,2,48,,,Gramercy                                                                   ,"(40.734922, -73.983041)",11724,71,4,50,7
Retail,Office Supplies and Stationary,Kyotoya,23 West 19th Street,"New York, NY",10011,212-414-0720,MANHATTAN,40.73951,-73.992357,5,3,54,1015480,1008210055,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73951, -73.992357)",12074,11,4,10,7
Food and Drink,Restaurants,Union Square Café,21 East 16th Street,"New York, NY",10003,212-243-4020,MANHATTAN,40.737103,-73.99209,5,2,52,1078701,1008440017,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737103, -73.99209)",11724,11,4,50,7
Points of Interest,Education,New York Public Library - Andrew Heiskell Braille and Talking Book Library,40 West 20th Street,"New York, NY",10011,212-206-5400,MANHATTAN,40.740246,-73.992324,5,3,54,1076145,1008217501,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740246, -73.992324)",12074,11,4,10,7
Food and Drink,Casual Eateries,Subway,120 4th Avenue,"New York, NY",10003,212-260-6665,MANHATTAN,40.732876,-73.990012,2,2,61,1009212,1005640054,West Village                                                               ,"(40.732876, -73.990012)",11724,57,4,50,5
Food and Drink,Casual Eateries,Blimpie,145 4th Avenue,"New York, NY",10003,212-533-7733,MANHATTAN,40.733916,-73.989872,3,2,42,1077569,1005590009,East Village                                                               ,"(40.733916, -73.989872)",11724,70,4,50,5
Food and Drink,Casual Eateries,J. East Chine Takeout,175 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.734884,-73.986007,6,2,48,1019535,1008970044,Gramercy                                                                   ,"(40.734884, -73.986007)",11724,71,4,50,7
Retail,Home Furnishings,Restoration Anitques,109 East 12th Street,"New York, NY",10003,212-475-4396,MANHATTAN,40.732601,-73.989634,3,2,42,1009029,1005580049,East Village                                                               ,"(40.732601, -73.989634)",11724,70,4,50,5
Points of Interest,Landmarks,First Presbyterian Church of the City of New York,12 West 12th Street,"New York, NY",10011,212-675-6150,MANHATTAN,40.73497,-73.995309,2,3,63,1083138,1005750048,West Village                                                               ,"(40.73497, -73.995309)",12074,57,4,10,3
Food and Drink,Casual Eateries,Señor Pollo,221 1st Avenue,"New York, NY",10003,212-777-0362,MANHATTAN,40.730816,-73.982962,3,2,40,1006529,1004550041,East Village                                                               ,"(40.730816, -73.982962)",11724,70,4,50,5
Food and Drink,Casual Eateries,Nana's Treats,46 West 17th Street,"New York, NY",10011,212-647-1610,MANHATTAN,40.738547,-73.993746,5,3,54,1076142,1008180175,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738547, -73.993746)",12074,11,4,10,7
Services,Cleaners and Shoe Repair,G & M Laundromat,336 East 13th Street,"New York, NY",10003,,MANHATTAN,40.731242,-73.984485,3,2,40,1006483,1004540024,East Village                                                               ,"(40.731242, -73.984485)",11724,70,4,50,5
Retail,Apparel and Footwear,Accessorize,41 East 14th Street,"New York, NY",10003,212-243-3027,MANHATTAN,40.735667,-73.992783,5,2,52,1016063,1008420021,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735667, -73.992783)",11724,11,4,50,7
Services,Health and Fitness,Soulcycle,12 East 18th Street,"New York, NY",10003,212-208-1300,MANHATTAN,40.738184,-73.991062,5,2,52,1016142,1008460067,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738184, -73.991062)",11724,11,4,50,7
Services,Health and Fitness,Nimble Fitness,42 East 12th Street,"New York, NY",10003,212-633-9030,MANHATTAN,40.733628,-73.99212,2,2,61,1066973,1005637502,West Village                                                               ,"(40.733628, -73.99212)",11724,57,4,50,3
Food and Drink,Bars and Lounges,Old Town Bar,45 East 18th Street,"New York, NY",10003,212-529-6732,MANHATTAN,40.737602,-73.989647,5,2,52,1016150,1008470034,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737602, -73.989647)",11724,11,4,50,7
Food and Drink,Bars and Lounges,Boxer's NYC,37 West 20th Street,"New York, NY",10010,212-255-5082,MANHATTAN,40.740232,-73.992252,5,3,54,1015489,1008220009,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740232, -73.992252)",12074,11,4,10,7
Food and Drink,Casual Eateries,Chop't,24 East 17th Street,"New York, NY",10003,646-336-5523,MANHATTAN,40.737361,-73.990903,5,2,52,1016089,1008440026,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737361, -73.990903)",11724,11,4,50,7
Retail,Electronics and Video,T-Mobile,595 6th Avenue,"New York, NY",10011,212-647-7062,MANHATTAN,40.739403,-73.995363,4,3,81,1014657,1007930033,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739403, -73.995363)",12074,12,4,10,7
Food and Drink,Restaurants,Kati Restaurant,347 East 14th Street,"New York, NY",10003,212-533-2046,MANHATTAN,40.731557,-73.983027,6,2,48,1020403,1009210024,Gramercy                                                                   ,"(40.731557, -73.983027)",11724,71,4,50,7
Food and Drink,Casual Eateries,Kambi Ramen House,351 East 14th Street,"New York, NY",10003,212-228-1366,MANHATTAN,40.731502,-73.982901,6,2,48,1082155,1009210027,Gramercy                                                                   ,"(40.731502, -73.982901)",11724,71,4,50,7
Food and Drink,Casual Eateries,Boqueria,53 West 19th Street,"New York, NY",10011,212-255-4160,MANHATTAN,40.739801,-73.993046,5,3,54,1015462,1008210011,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739801, -73.993046)",12074,11,4,10,7
Points of Interest,Arts and Leisure,Peridance Capezio Center,126 East 13th Street,"New York, NY",10003,212-505-0886,MANHATTAN,40.73321,-73.989139,3,2,42,1009026,1005580043,East Village                                                               ,"(40.73321, -73.989139)",11724,70,4,50,5
Food and Drink,Groceries and Liquors,New Valentino Market,74 5th Avenue,"New York, NY",10011,212-989-1313,MANHATTAN,40.735519,-73.993981,2,3,63,1009719,1005770042,West Village                                                               ,"(40.735519, -73.993981)",11724,57,4,10,3
Food and Drink,Groceries and Liquors,Village Wine and Spirit Shop,486 6th Avenue,"New York, NY",10011,212-255-0539,MANHATTAN,40.736167,-73.997698,2,3,63,1009609,1005760001,West Village                                                               ,"(40.736167, -73.997698)",12074,57,4,10,3
Retail,Apparel and Footwear,Beads of Paradise,16 East 17th Street,"New York, NY",10003,212-620-0642,MANHATTAN,40.737517,-73.991282,5,2,52,1016092,1008440033,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737517, -73.991282)",11724,11,4,50,7
Retail,Apparel and Footwear,Unlimited Jeans Co.,492 6th Avenue,"New York, NY",10011,212-645-4021,MANHATTAN,40.736288,-73.997608,2,3,63,1009609,1005760001,West Village                                                               ,"(40.736288, -73.997608)",12074,57,4,10,3
Food and Drink,Casual Eateries,Vanessa's Dumplings,220 East 14th Street,"New York, NY",10003,212-529-1329,MANHATTAN,40.73301,-73.98653,3,2,40,1006899,1004690018,East Village                                                               ,"(40.73301, -73.98653)",11724,70,4,50,5
Retail,Optical,General Vision,20 West 14th Street,"New York, NY",10011,212-229-1470,MANHATTAN,40.736378,-73.99453,2,3,63,1009714,1005770030,West Village                                                               ,"(40.736378, -73.99453)",12074,57,4,10,3
Retail,Apparel and Footwear,Marshalls,620 6th Avenue,"New York, NY",10011,212-741-0621,MANHATTAN,40.740081,-73.994843,5,3,54,1080644,1008207505,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740081, -73.994843)",12074,11,4,10,7
Services,Health and Fitness,Clay Health Club and Spa,25 West 14th Street,"New York, NY",10011,212-206-9200,MANHATTAN,40.736447,-73.994649,5,3,54,1015290,1008160023,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736447, -73.994649)",12074,11,4,10,7
Food and Drink,Restaurants,Craft,43 East 19th Street,"New York, NY",10003,212-780-0880,MANHATTAN,40.738233,-73.989333,5,2,52,1016169,1008480030,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738233, -73.989333)",11724,11,4,50,7
Points of Interest,Education,Benjamin N. Cardozo School of Law,55 5th Avenue,"New York, NY",10003,212-790-0200,MANHATTAN,40.734877,-73.994422,2,2,61,1009373,1005707501,West Village                                                               ,"(40.734877, -73.994422)",11724,57,4,50,3
Services,Spas and Salons,Hair Salon,132 East 17th Street,"New York, NY",10003,,MANHATTAN,40.73573,-73.98706,6,2,50,1017826,1008720052,Gramercy                                                                   ,"(40.73573, -73.98706)",11724,71,4,50,7
Retail,Pharmacies,GNC,10 Union Square East,"New York, NY",10003,212-598-1121,MANHATTAN,40.734704,-73.989926,5,2,50,1083247,1008707501,Gramercy                                                                   ,"(40.734704, -73.989926)",11724,11,4,50,7
Food and Drink,Restaurants,The Cottage,33 Irving Place,"New York, NY",10003,212-505-8600,MANHATTAN,40.735203,-73.987898,5,2,50,1017814,1008710068,Gramercy                                                                   ,"(40.735203, -73.987898)",11724,11,4,50,7
Retail,Electronics and Video,17th Street Photo ,33 West 17th Street,"New York, NY",10011,212-366-9870,MANHATTAN,40.738437,-73.99344,5,3,54,1015412,1008190019,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738437, -73.99344)",12074,11,4,10,7
Retail,Books and News,C & B Convenience Store,248 East 14th Street,"New York, NY",10003,212-295-9365,MANHATTAN,40.73282,-73.986083,3,2,40,1006906,1004690030,East Village                                                               ,"(40.73282, -73.986083)",11724,70,4,50,5
Food and Drink,Casual Eateries,Cosi,841 Broadway,"New York, NY",10003,212-614-8544,MANHATTAN,40.734243,-73.990896,2,2,61,1080132,1005650015,West Village                                                               ,"(40.734243, -73.990896)",11724,57,4,50,3
Services,Banks and Finances,Ukrainian National Federal Credit Union,215 2nd Avenue,"New York, NY",10003,212-533-2980,MANHATTAN,40.731887,-73.985293,3,2,40,1006910,1004690036,East Village                                                               ,"(40.731887, -73.985293)",11724,70,4,50,5
Food and Drink,Casual Eateries,Young Chow Restaurant,145 4th Avenue,"New York, NY",10003,212-533-0275,MANHATTAN,40.733916,-73.989872,3,2,42,1077569,1005590009,East Village                                                               ,"(40.733916, -73.989872)",11724,70,4,50,5
Services,Medical and Veterinary,Beth Israel Medical Center,285 1st Avenue,"New York, NY ",10003,212-420-2000,MANHATTAN,40.73282,-73.98136,6,2,48,1081661,1009220046,Gramercy                                                                   ,"(40.73282, -73.98136)",11729,71,4,50,7
Food and Drink,Restaurants,Haru,220 Park Avenue South,"New York, NY",10003,646-428-0989,MANHATTAN,40.737061,-73.988666,5,2,52,1016132,1008460041,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737061, -73.988666)",11724,11,4,50,7
Food and Drink,Casual Eateries,Piccolo Café,157 3rd Avenue,"New York, NY",10003,212-260-1175,MANHATTAN,40.734319,-73.986418,6,2,48,1019531,1008970035,Gramercy                                                                   ,"(40.734319, -73.986418)",11724,71,4,50,7
Food and Drink,Restaurants,L'Express,249 Park Avenue South,"New York, NY",10003,212-254-5858,MANHATTAN,40.738222,-73.9878,5,2,50,1017945,1008750079,Gramercy                                                                   ,"(40.738222, -73.9878)",11724,11,4,50,7
Retail,Home Furnishings,Lillian August,12 West 20th Street,"New York, NY",10011,212-206-1883,MANHATTAN,40.739968,-73.991668,5,3,54,1015472,1008210032,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739968, -73.991668)",12074,11,4,10,7
Services,Cleaners and Shoe Repair,Symphony Cleaners,40 East 12th Street,"New York, NY",10003,212-228-3003,MANHATTAN,40.733675,-73.992228,2,2,61,1009131,1005630026,West Village                                                               ,"(40.733675, -73.992228)",11724,57,4,50,3
Retail,Apparel and Footwear,Estella,493 6th Avenue,"New York, NY",10011,212-255-3553,MANHATTAN,40.736282,-73.997636,2,3,71,1010619,1006080039,West Village                                                               ,"(40.736282, -73.997636)",12074,57,4,10,3
Food and Drink,Restaurants,Nasha Rasha,4 West 19th Street,"New York, NY",10011,212-929-4444,MANHATTAN,40.739304,-73.99191,5,3,54,1015455,1008207501,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739304, -73.99191)",12074,11,4,10,7
Retail,Apparel and Footwear,Beacon's Closet,10 West 13th Street,"New York, NY",10011,917.261.4863,MANHATTAN,40.735588,-73.994797,2,3,63,1009616,1005767503,West Village                                                               ,"(40.735588, -73.994797)",12074,57,4,10,3
Services,Spas and Salons,Hair Trendz,329 East 14th Street,"New York, NY",10003,212-982-0362,MANHATTAN,40.731832,-73.983684,6,2,48,1020400,1009210017,Gramercy                                                                   ,"(40.731832, -73.983684)",11724,71,4,50,7
Points of Interest,Theaters and Cinemas,Loews 19th Street Cinema,890 Broadway,"New York, NY",10003,212-260-8000,MANHATTAN,40.73859,-73.989911,5,2,52,1016163,1008487502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73859, -73.989911)",11724,11,4,50,7
Food and Drink,Bars and Lounges,Underbar,201 Park Avenue South,"New York, NY",10003,212-358-1560,MANHATTAN,40.736644,-73.988944,5,2,50,1080799,1008730001,Gramercy                                                                   ,"(40.736644, -73.988944)",11724,11,4,50,7
Food and Drink,Casual Eateries,Robin Raj Deli,114 3rd Avenue,"New York, NY",10003,212-995-5932,MANHATTAN,40.732925,-73.987461,3,2,42,1009080,1005590036,East Village                                                               ,"(40.732925, -73.987461)",11724,70,4,50,5
Services,Spas and Salons,Heaven Spa,15 West 17th Street,"New York, NY",10011,212-206-1884,MANHATTAN,40.738264,-73.993025,5,3,54,1015416,1008197504,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738264, -73.993025)",12074,11,4,10,7
Food and Drink,Restaurants,Blue Water Grill,31 Union Square West,"New York, NY",10011,212-675-9500 ,MANHATTAN,40.736625,-73.990697,5,2,52,1078701,1008440017,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736625, -73.990697)",11724,11,4,50,7
Food and Drink,Casual Eateries,Ole Kebab,49 West 14th Street,"New York, NY",10011,212-989-1166,MANHATTAN,40.73668,-73.995201,5,3,54,1015285,1008160013,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73668, -73.995201)",12074,11,4,10,7
Food and Drink,Bars and Lounges,Shoolbred's,197 2nd Avenue,"New York, NY",10003,212-529-0340,MANHATTAN,40.731231,-73.985769,3,2,40,1006871,1004680039,East Village                                                               ,"(40.731231, -73.985769)",11724,70,4,50,5
Food and Drink,Casual Eateries,Big Arc Chicken,233 1st Avenue,"New York, NY",10003,212-477-0091,MANHATTAN,40.73114,-73.982724,3,2,40,1006523,1004550035,East Village                                                               ,"(40.73114, -73.982724)",11724,70,4,50,5
Services,Spas and Salons,Biscuits and Bath,41 West 13th Street,"New York, NY",10011,212-419-2500,MANHATTAN,40.735912,-73.995518,2,3,63,1009713,1005770019,West Village                                                               ,"(40.735912, -73.995518)",12074,57,4,10,3
Points of Interest,Theaters and Cinemas,13th Street Repertory Theatre,50 West 13th Street,"New York, NY",10011,212-675-6677,MANHATTAN,40.735983,-73.995735,2,3,63,1009612,1005760015,West Village                                                               ,"(40.735983, -73.995735)",12074,57,4,10,3
Services,Spas and Salons,Pastel Nail & Spa,193 2nd Avenue,"New York, NY",10003,212-477-0002,MANHATTAN,40.731119,-73.985849,3,2,40,1006882,1004687501,East Village                                                               ,"(40.731119, -73.985849)",11724,70,4,50,5
Food and Drink,Casual Eateries,Subway,317 1st Avenue,"New York, NY",10003,,MANHATTAN,40.733975,-73.980515,6,2,48,1020490,1009240032,Gramercy                                                                   ,"(40.733975, -73.980515)",11729,71,4,50,7
Food and Drink,Casual Eateries,Subway,7 East 14th Street,"New York, NY",10003,212-741-8798,MANHATTAN,40.735859,-73.993245,5,2,52,1016062,1008420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735859, -73.993245)",11724,11,4,50,7
Food and Drink,Bars and Lounges,Nightingale,213 2nd Avenue,"New York, NY",10003,212-473-9398,MANHATTAN,40.731827,-73.985336,3,2,40,1006911,1004690037,East Village                                                               ,"(40.731827, -73.985336)",11724,70,4,50,5
Retail,Apparel and Footwear,American Eagle Outfitters,19 Union Square West,"New York, NY",10011,212-645-2086,MANHATTAN,40.736065,-73.991098,5,2,52,1016074,1008430020,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736065, -73.991098)",11724,11,4,50,7
Services,Health and Fitness,Tiger Schulmann's Mixed Martial Arts,39 West 19th Street,"New York, NY",10011,800-620-3971,MANHATTAN,40.739666,-73.992725,5,3,54,1015465,1008210014,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739666, -73.992725)",12074,11,4,10,7
Services,Spas and Salons,Silk Day Spa,47 West 13th Street,"New York, NY",10011,212-255-6457,MANHATTAN,40.735969,-73.995655,2,3,63,1080153,1005770015,West Village                                                               ,"(40.735969, -73.995655)",12074,57,4,10,3
Food and Drink,Restaurants,Craftbar,900 Broadway,"New York, NY",10003,212-461-4300,MANHATTAN,40.739073,-73.989784,5,2,52,1016184,1008480061,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739073, -73.989784)",11724,11,4,50,7
Services,Spas and Salons,Sassoon Salon,32 West 18th Street,"New York, NY",10011,212-229-2200,MANHATTAN,40.738999,-73.992989,5,3,54,1087450,1008197503,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738999, -73.992989)",12074,11,4,10,7
Points of Interest,Arts and Leisure,Dance Forum NY,20 East 17th Street,"New York, NY",10003,212-633-7202,MANHATTAN,40.73744,-73.991091,5,2,52,1016090,1008447502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73744, -73.991091)",11724,11,4,50,7
Retail,Home Furnishings,Design Within Reach,903 Broadway,"New York, NY",10011,212-477-1155,MANHATTAN,40.739282,-73.989748,5,2,52,1080762,1008490010,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739282, -73.989748)",12073,11,4,50,7
Services,Cleaners and Shoe Repair,Joe's Custom Tailors,317 East 14th Street,"New York, NY",10003,212-533-0087,MANHATTAN,40.73201,-73.98411,6,2,48,1020394,1009210011,Gramercy                                                                   ,"(40.73201, -73.98411)",11724,71,4,50,7
Retail,Electronics and Video,Radio Shack,641 6th Avenue,"New York, NY",10011,212-604-0695,MANHATTAN,40.740718,-73.994403,4,3,87,1014732,1007950044,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740718, -73.994403)",12074,12,4,10,7
Food and Drink,Restaurants,Manna Kitchen,28 East 18th Street,"New York, NY",10003,212-228-1044,MANHATTAN,40.737695,-73.989911,5,2,52,1016133,1008460052,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737695, -73.989911)",11724,11,4,50,7
Food and Drink,Casual Eateries,Vinny Pizza,231 1st Avenue,"New York, NY",10003,212-674-0707,MANHATTAN,40.731085,-73.982764,3,2,40,1006524,1004550036,East Village                                                               ,"(40.731085, -73.982764)",11724,70,4,50,5
Food and Drink,Restaurants,Pure Food and Wine,54 Irving Place,"New York, NY",10003,212-477-1010,MANHATTAN,40.736032,-73.987266,6,2,50,1017845,1008730020,Gramercy                                                                   ,"(40.736032, -73.987266)",11724,71,4,50,7
Food and Drink,Casual Eateries,Green Café,213 Park Avenue South,"New York, NY",10003,212-460-0910,MANHATTAN,40.736916,-73.988745,5,2,50,1017840,1008730004,Gramercy                                                                   ,"(40.736916, -73.988745)",11724,11,4,50,7
Food and Drink,Groceries and Liquors,Sunac Natural Food,4 West 18th Street,"New York, NY",10011,212-242-0204,MANHATTAN,40.738722,-73.992332,5,3,54,1015422,1008190049,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738722, -73.992332)",12074,11,4,10,7
Food and Drink,Groceries and Liquors,Trader Joe's Wine Store,138 East 14th Street,"New York, NY",10003,212-529-6327,MANHATTAN,40.733732,-73.988244,3,2,42,1000000,1005590022,East Village                                                               ,"(40.733732, -73.988244)",11724,70,4,50,5
Food and Drink,Bars and Lounges,Beauty Bar,231 East 14th Street,"New York, NY",10003,212-539-1389,MANHATTAN,40.732958,-73.986361,6,2,48,1019508,1008960015,Gramercy                                                                   ,"(40.732958, -73.986361)",11724,71,4,50,7
Food and Drink,Restaurants,La Follia,226 3rd Avenue,"New York, NY",10003,212-477-4100,MANHATTAN,40.736515,-73.984848,6,2,50,1017927,1008750040,Gramercy                                                                   ,"(40.736515, -73.984848)",11724,71,4,50,7
Food and Drink,Casual Eateries,Little Pakistan Deli Corp,200 2nd Avenue,"New York, NY",10003,,MANHATTAN,40.731275,-73.985712,3,2,40,1006479,1004540004,East Village                                                               ,"(40.731275, -73.985712)",11724,70,4,50,5
Services,Medical and Veterinary,Canis Minor,238 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.736789,-73.98465,6,2,50,1017928,1008750047,Gramercy                                                                   ,"(40.736789, -73.98465)",11724,71,4,50,7
Food and Drink,Casual Eateries,Mr. Lee's Food Court,271 1st Avenue,"New York, NY",10003,212-995-9261,MANHATTAN,40.732394,-73.981678,6,2,48,1020424,1009220023,Gramercy                                                                   ,"(40.732394, -73.981678)",11729,71,4,50,7
Food and Drink,Restaurants,Sushi Choshi,77 Irving Place,"New York, NY",10003,212-420-1419,MANHATTAN,40.736907,-73.986649,5,2,50,1017899,1008740065,Gramercy                                                                   ,"(40.736907, -73.986649)",11724,11,4,50,7
Retail,Apparel and Footwear,Strut of NY,2 West 14th Street,"New York, NY",10011,212-255-5111,MANHATTAN,40.736203,-73.994104,2,3,63,1009717,1005770039,West Village                                                               ,"(40.736203, -73.994104)",12074,57,4,10,3
Food and Drink,Restaurants,Catch De Fish,147 3rd Avenue,"New York, NY",10003,212-477-7799,MANHATTAN,40.734072,-73.986599,6,2,48,1019523,1008970001,Gramercy                                                                   ,"(40.734072, -73.986599)",11724,71,4,50,7
Parking,Parking,6 East 17 Street Parking Corporation,6 East 17th Street,"New York, NY",10003,212-242-9173,MANHATTAN,40.737715,-73.991755,5,2,52,1000000,1008440035,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737715, -73.991755)",11724,11,4,50,7
Food and Drink,Casual Eateries,Cooper Town Diner,339 1st Avenue,"New York, NY",10003,,MANHATTAN,40.73476,-73.979948,6,2,64,1020526,1009250039,Gramercy                                                                   ,"(40.73476, -73.979948)",11729,71,4,50,7
Services,Medical and Veterinary,Sidney Hillman Health Center,16 East 16th Street,"New York, NY",10003,212-924-7744,MANHATTAN,40.737122,-73.99218,5,2,52,1016077,1008430039,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737122, -73.99218)",11724,11,4,50,7
Food and Drink,Casual Eateries,The 5th Ave Epicure,144 5th Avenue,"New York, NY",10011,212-929-3399,MANHATTAN,40.73926,-73.99126,5,3,54,1015476,1008210039,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73926, -73.99126)",12074,11,4,10,7
Retail,Apparel and Footwear,Callalilai,827 Broadway,"New York, NY",10003,212-477-7377,MANHATTAN,40.733559,-73.991048,2,2,61,1009201,1005640019,West Village                                                               ,"(40.733559, -73.991048)",11724,57,4,50,3
Retail,Apparel and Footwear,LF Stores,148 5th Avenue,"New York, NY",10011,212-645-1334,MANHATTAN,40.739425,-73.991141,5,3,54,1015478,1008210041,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739425, -73.991141)",12074,11,4,10,7
Services,Health and Fitness,International Martial Arts Center,4 West 18th Street,"New York, NY",10011,212-242-5759,MANHATTAN,40.738722,-73.992332,5,3,54,1015422,1008190049,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738722, -73.992332)",12074,11,4,10,7
Retail,Optical,Baccus Optician,356 East 19th Street,"New York, NY",10003,212-674-4121,MANHATTAN,40.734873,-73.981392,6,2,48,1078809,1009240034,Gramercy                                                                   ,"(40.734873, -73.981392)",11724,71,4,50,7
Points of Interest,Landmarks,Con Edison,4 Irving Place,"New York, NY",10003,212-243-1900,MANHATTAN,40.734163,-73.988627,6,2,50,1084936,1008700024,Gramercy                                                                   ,"(40.734163, -73.988627)",11724,71,4,50,7
Services,Spas and Salons,Floris Spa,74 5th Avenue,"New York, NY",10011,212-414-9533,MANHATTAN,40.735519,-73.993981,2,3,63,1009719,1005770042,West Village                                                               ,"(40.735519, -73.993981)",11724,57,4,10,3
Retail,Home Furnishings,Seidenberg Antiques,36 East 12th Street,"New York, NY",10003,212-260-2810,MANHATTAN,40.733762,-73.992441,2,2,61,1009130,1005630024,West Village                                                               ,"(40.733762, -73.992441)",11724,57,4,50,3
Retail,Books and News,6th Ave News & Tobacco,488 6th Avenue,"New York, NY",10011,----,MANHATTAN,40.736206,-73.997669,2,3,63,1009609,1005760001,West Village                                                               ,"(40.736206, -73.997669)",12074,57,4,10,3
Services,Banks and Finances,Bank of America,36 East 14th Street,"New York, NY",10003,212-542-1002,MANHATTAN,40.735327,-73.992007,2,2,61,1087833,1005717505,West Village                                                               ,"(40.735327, -73.992007)",11724,57,4,50,3
Services,Cleaners and Shoe Repair,B.C. Dry Cleaners,30 East 13th Street,"New York, NY",10003,212-727-7239,MANHATTAN,40.734764,-73.992837,2,2,61,1009384,1005700020,West Village                                                               ,"(40.734764, -73.992837)",11724,57,4,50,3
Food and Drink,Casual Eateries,Dunkin Donuts,40 Union Square East,"New York, NY",10003,212-254-2055,MANHATTAN,40.73618,-73.989294,5,2,50,1017819,1008720001,Gramercy                                                                   ,"(40.73618, -73.989294)",11724,11,4,50,7
Services,Lodging,Hotel Verite,893 Broadway,"New York, NY",10003,646-398-9664,MANHATTAN,40.738755,-73.989889,5,2,52,1016162,1008480014,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738755, -73.989889)",11724,11,4,50,7
Food and Drink,Restaurants,Gotham Bar and Grill,12 East 12th Street,"New York, NY",10003,212-620-4020,MANHATTAN,40.734377,-73.993902,2,2,61,1009294,1005697501,West Village                                                               ,"(40.734377, -73.993902)",11724,57,4,50,3
Points of Interest,Theaters and Cinemas,Vineyard Theatre,108 East 15th Street,"New York, NY",10003,212-353-3366,MANHATTAN,40.735011,-73.989139,5,2,50,1083247,1008707501,Gramercy                                                                   ,"(40.735011, -73.989139)",11724,11,4,50,7
Points of Interest,Education,The New School - Arnold Hall,55 West 13th Street,"New York, NY",10011,212-229-5896,MANHATTAN,40.736046,-73.99584,2,3,63,1009722,1005770071,West Village                                                               ,"(40.736046, -73.99584)",12074,57,4,10,3
