"sitekey","sitestatus","providername","sitename","building","street","unit","borough","city","postcode","mappedaddress","phone","extension","show311","showonmap","website","ada_accessible","incomelimit","l1","itin","s1","amendedreturn","prioryear","aarp","selfemployed","opendatestr","opendateiso","closedatestr","closedateiso","apptorwalkin","mondayopen","imondayopen","mondayclose","imondayclose","tuesdayopen","ituesdayopen","tuesdayclose","ituesdayclose","wednesdayopen","iwednesdayopen","wednesdayclose","iwednesdayclose","thursdayopen","ithursdayopen","thursdayclose","ithursdayclose","fridayopen","ifridayopen","fridayclose","ifridayclose","saturdayopen","isaturdayopen","saturdayclose","isaturdayclose","sundayopen","isundayopen","sundayclose","isundayclose","ianydayopen","ianydayclose","scheduleexceptions","notes","citycouncildistrict","communitydistrict","bbl","nta","xcoordinate","ycoordinate","latitude","longitude","icon","geocoded_column"
"AARPMN - 2","Active","AARP Tax Aide","67th Street Branch Library","328","East 67th Street","3rd Floor","Manhattan",,,"""328 East 67th Street, Manhattan NY, 10021""","(212) 734-1717",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 1","2019-02-01T00:00:00.000","Apr 12","2019-04-12T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","05","108","1014410038","MN31","0995367","0218083","40.76525684542145","-73.95986778848592",,"(40.765256845421, -73.959867788486)"
"MMCC - 6","Active","Food Bank For New York City","Bronx Works Morris Senior Center","80","East 181st Street","Basement","Bronx",,,"""80 East 181st Street, Bronx NY, 10453""","(646) 981-6111",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","Non-CAA ITIN","""In Person, Assisted Self-Preparation""","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19",,,,,"9:00 AM","9","4:00 PM","16",,,,,"9","19","Closed 2/18/2019 for President's Day","To make an appointment go to https://www.foodbanknyc.org/taxhelp.ÿ","14","205","2031780032","BX41","1010752","0250819","40.855075284280325","-73.90419894507195",,"(40.85507528428, -73.904198945072)"
"FBNYC - 74","Active","Urban Upbound","Far Rockaway - Council Member Donovan Richards","1931","Mott Avenue","Ste 410","Queens","Far Rockaway",,"""1931 Mott Avenue, Queens NY, 11691""","(718) 784-0877","7","Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","English","None","In Person","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 11","2019-04-11T00:00:00.000","Appointment Only",,,,,"9:00 AM","9","5:00 PM","17",,,,,"9:00 AM","9","5:00 PM","17",,,,,,,,,,,,,"9","17",,,"31","414","4155610029","QN15","1053023","0159401","40.60392834194057","-73.75233004848998",,"(40.603928341941, -73.75233004849)"
"MMCC - 5","Active","Food Bank For New York City","Center for Family Lifeÿ","443","39th Street",,"Brooklyn",,,"""443 39th Street, Brooklyn NY, 11232""","(646) 981-6111",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish, Cantonese""","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only","10:00 AM","10","4:00 PM","16","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19",,,,,"9:00 AM","9","4:00 PM","16",,,,,"9","19","Closed 2/18/2019 for President's Day","To make an appointment go to https://www.foodbanknyc.org/taxhelp.ÿ","38","307","3007050059","BK32","0982832","0176818","40.6520010842805","-74.00511026971611",,"(40.652001084281, -74.005110269716)"
"FBNYC - 7","Active","Food Bank For New York City","New York Common Pantry","423","East 138th Street",,"Bronx",,,"""423 East 138th Street, Bronx NY, 10454""","(917) 816-3553",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes",,"Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both",,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16",,,,,,,,,"10","16",,,"08","201","2022830088","BX39","1005874","0233916","40.80869472141717","-73.92188671484033",,"(40.808694721417, -73.92188671484)"
"ARIVA - 5","Active","Ariva","Assemblyman Marcos A. Crespo","1163","Manor Avenue",,"Bronx",,,"""1163 Manor Avenue, Bronx NY, 10472""","(718) 893-0202",,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","None","In Person","No","No","No","Yes","Feb 9","2019-02-09T00:00:00.000","Feb 9","2019-02-09T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16","10","16",,,"18","209","2037420048","BX55","1018518","0240952","40.82796654915299","-73.87617638362836",,"(40.827966549153, -73.876176383628)"
"FBNYC - 18","Active","Food Bank For New York City","NYCHA Davidson Community Center/SOBRO","1221","Prospect Avenue",,"Bronx",,,"""1221 Prospect Avenue, Bronx NY, 10459""","(347) 320-3330",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both",,,,,"10:00 AM","10","1:00 PM","13","10:00 AM","10","1:00 PM","13","10:00 AM","10","1:00 PM","13","10:00 AM","10","1:00 PM","13","11:00 AM","11","2:00 PM","14",,,,,"10","14",,,"17","203","2026800019","BX33","1012347","0240688","40.82726373150983","-73.89847569096808",,"(40.82726373151, -73.898475690968)"
"AARPMN - 18","Active","AARP Tax Aide","Riverside Branch Library","127","Amsterdam Avenue","Ground Floor","Manhattan",,,"""127 Amsterdam Avenue, Manhattan NY, 10023""","(212) 870-1810",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 31","2019-01-31T00:00:00.000","Apr 11","2019-04-11T00:00:00.000","Walk-in Only",,,,,,,,,,,,,"11:00 AM","11","3:00 PM","15",,,,,,,,,,,,,"11","15",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","06","107","1011377501","MN14","0988490","0221413","40.77440280147733","-73.9846915587038",,"(40.774402801477, -73.984691558704)"
"AARPMN - 14","Active","AARP Tax Aide","JASA - NORC Einstein Senior Center","135","Einstein Loop","Room 35 - 2nd Floor","Bronx",,,"""137 Einstein Loop, Bronx NY, 10475""","(718) 320-2066",,"Yes","Yes","http://www.aarp.org/taxaide",,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 29","2019-01-29T00:00:00.000","Apr 9","2019-04-09T00:00:00.000","Walk-in Only",,,,,"10:00 AM","10","2:00 PM","14","10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,"10","14",,"Preferred Income limit: $60K","12","210","2051350210","BX13","1033476","0254199","40.86425489370977","-73.82203018655045",,"(40.86425489371, -73.82203018655)"
"FBNYC - 52","Active","Grow Brooklyn","Lower East Side People's Federal Credit Union","37","""Avenue B,""",,"Manhattan",,,"""37 Avenue B,, Manhattan NY, 10009""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","""English, Spanish""","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,"4:00 PM","16","7:00 PM","19","12:00 PM","12","4:00 PM","16","12","19",,"""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","02","103","1003860001","MN28","0988993","0202598","40.72276011056438","-73.98288875626703",,"(40.722760110564, -73.982888756267)"
"UU - 14","Active","Food Bank For New York City","Graham Windham Hunts Point Beacon Program","730","Bryant Avenue",,"Bronx",,,"""730 Bryant Avenue, Bronx NY, 10468""","(718) 861-4673",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","5:00 PM","17","9:00 PM","21","5:00 PM","17","9:00 PM","21","5:00 PM","17","9:00 PM","21",,,,,,,,,,,,,,,,,"17","21",,,"17","202","2027630279","BX27","1015869","0236390","40.8154550399206","-73.88576973608926",,"(40.815455039921, -73.885769736089)"
"FBNYC - 79","Active","Urban Upbound","Jamaica Central Library","89-11","Merrick Boulevard",,"Queens","Jamaica",,"""89-11 Merrick Boulevard, Queens NY, 11432""",,,"Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","""English, Spanish""","None","""In Person, Assisted Self-Preparation""","No","No","No","Yes","Feb 4","2019-02-04T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Walk-in Only","10:00 AM","10","4:00 PM","16",,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16",,,,,"10","16","Closed 2/18/19 for President's Day",,"27","412","4097980006","QN61","1041004","0197237","40.70786470347101","-73.79529508734025",,"(40.707864703471, -73.79529508734)"
"AARPMN - 13","Active","AARP Tax Aide","Harlem Branch Library","9","West 124th Street","3rd Floor","Manhattan",,,"""9 West 124th Street, Manhattan NY, 10027""","(212) 348-5620",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 1","2019-02-01T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,"10:00 AM","10","2:00 PM","14","10:00 AM","10","2:00 PM","14",,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","09","110","1017220030","MN11","0999972","0232909","40.80594325933257","-73.94320910904761",,"(40.805943259333, -73.943209109048)"
"UU - 12","Active","Food Bank For New York City","Grand Street Settlement","576","Blake Avenue",,"Brooklyn",,,"""576 Blake Avenue, Brooklyn NY, 11207""","(347) 425-9349",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Both",,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,"10","14",,,"42","305","3037850015","BK85","1012579","0182435","40.66737330327738","-73.89788277309145",,"(40.667373303277, -73.897882773091)"
"FBNYC - 54","Active","Grow Brooklyn","St. John's Bread & Life","795","""Lexington Ave,""",,"Brooklyn",,,"""795 Lexington Ave,, Brooklyn NY, 11221""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","""English, Spanish, Russian""","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only",,,,,"6:00 PM","18","8:00 PM","20",,,,,"6:00 PM","18","8:00 PM","20",,,,,"11:00 AM","11","5:00 PM","17","11:00 AM","11","5:00 PM","17","11","20",,"""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","36","303","3016220060","BK35","1003937","0190746","40.69020854350769","-73.92901019766822",,"(40.690208543508, -73.929010197668)"
"FBNYC - 33","Active","Food Bank For New York City","Reaching Out Community Services Inc","7708","New Utrecht Avenue",,"Brooklyn",,,"""7708 New Utrecht Avenue, Brooklyn NY, 11214""","(718) 373-4565",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","10:00 AM","10","5:00 PM","17","10:00 AM","10","5:00 PM","17","10:00 AM","10","6:00 PM","18","10:00 AM","10","5:00 PM","17","10:00 AM","10","5:00 PM","17",,,,,,,,,"10","18",,,"43","311","3062470030","BK28","0984124","0162976","40.61400784144861","-74.00045382758177",,"(40.614007841449, -74.000453827582)"
"FBNYC - 39","Active","Food Bank For New York City","Staten Island Seventh Day Adventist Church/New Brighton Community Church","420","Targee Street",,"Staten Island",,,"""420 Targee Street, Staten Island NY, 10304""","(917) 513-1117",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","11:00 AM","11","5:30 PM","17.5","1:30 PM","13.5","5:00 PM","17",,,,,"1:30 PM","13.5","5:00 PM","17",,,,,,,,,,,,,"11","17.5",,,"49","501","5006420001","SI37","0960701","0164039","40.61689426254322","-74.08482261524648",,"(40.616894262543, -74.084822615246)"
"AARPBX - 2","Active","AARP Tax Aide","Parkchester Library","1985","Westchester Avenue","1st Floor","Bronx",,,"""1987 Westchester Avenue, Bronx NY, 10462""","(718) 829-7830",,"Yes","Yes","http://www.aarp.org/taxaide",,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 4","2019-02-04T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","10:30 AM","10.5","2:30 PM","14.5",,,,,,,,,,,,,,,,,,,,,,,,,"10.5","14.5","Closed 2/1/19 - Presidents' Day","Preferred Income limit: $60K","18","209","2039300059","BX46","1023478","0242980","40.83351218363294","-73.85824214443788",,"(40.833512183633, -73.858242144438)"
"FBNYC - 23","Active","Food Bank For New York City","NYCHA Manhattanville Cornerstone Community Center Graham-Windham","530","West 133",,"Manhattan",,,"""530 West 133 , Manhattan NY, 10027""","(646) 502-9719",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","7:00 PM","19","9:00 PM","21","11:00 AM","11","2:00 PM","14",,,,,,,,,"7:00 PM","19","9:00 PM","21",,,,,,,,,"11","21",,,"07","109","1019840001","MN06","0996850","0237346","40.8181265914564","-73.95447804288288",,"(40.818126591456, -73.954478042883)"
"ARIVA - 17","Active","Ariva","Veterans Affairs","2471","Morris Avenue","1A","Bronx",,,"""2471 Morris Avenue , Bronx NY, 10468""","(718) 367-3500",,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","None","In Person","No","No","No","Yes","Mar 15","2019-03-15T00:00:00.000","Mar 15","2019-03-15T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16",,,,,,,,,"10","16",,,"14","207","2031890030","BX05","1011989","0253592","40.862682532155794","-73.89971588962541",,"(40.862682532156, -73.899715889625)"
"UU - 6","Active","Food Bank For New York City","Macon Library","361","Lewis Avenue",,"Brooklyn",,,"""361 Lewis Avenue, Brooklyn NY, 11223""","(718) 935-0244",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","11:00 AM","11","3:00 PM","15",,,,,,,,,"3:00 PM","15","8:00 PM","20",,,,,"11:00 AM","11","3:00 PM","15",,,,,"11","20",,,"36","303","3016650001","BK35","1002257","0188177","40.683160806433186","-73.9350750116351",,"(40.683160806433, -73.935075011635)"
"FBNYC - 76","Active","Urban Upbound","Flushing Library","41-17","Main Street",,"Queens","Flushing",,"""41-17 Main Street, Queens NY, 11355""",,,"Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","""English, Chinese - Cantonese, Chinese - Mandarin, Korean""","None","""In Person, Assisted Self-Preparation""","Yes","No","No","Yes","Feb 5","2019-02-05T00:00:00.000","Apr 12","2019-04-12T00:00:00.000","Walk-in Only",,,,,"10:00 AM","10","4:00 PM","16",,,,,"10:00 AM","10","4:00 PM","16",,,,,,,,,,,,,"10","16","Closed 2/12/19",,"20","407","4050430011","QN22","1031554","0215404","40.757784126594444","-73.82925229006634",,"(40.757784126594, -73.829252290066)"
"ARIVA - 9","Active","Ariva","Lift","349","East 149th Street",,"Bronx",,,"""349 East 149th Street, Bronx NY, 10451""","(347) 584-4010",,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","None","In Person","No","No","No","Yes","Feb 23","2019-02-23T00:00:00.000","Feb 23","2019-02-23T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16","10","16",,,"17","201","2023317501","BX34","1006405","0236822","40.816669562724705","-73.91995897030567",,"(40.816669562725, -73.919958970306)"
"GB - 2","Active","Commonpoint Queens","Commonpoint Queens","67-09","108th Street",,"Queens","Forest Hills",,"""67-11 108th Street, Queens NY, 11376""","(718) 268-5011","118","Yes","Yes","http://www.commonpointqueens.org",,"Open to all taxpayers.","""English, Spanish""","Non-CAA ITIN","In Person","No","No","No","No","Feb 22","2019-02-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,"9:30 AM","9.5","2:00 PM","14",,,,,"10:30 AM","10.5","4:00 PM","16","9.5","16",,,"29","406","4021760001","QN17","1026541","0204799","40.72870149318442","-73.84741376988386",,"(40.728701493184, -73.847413769884)"
"UU - 18","Active","Food Bank For New York City","Countee Cullen Library","104","West 136th Street",,"Manhattan",,,"""104 West 136th Street, Manhattan NY, 10030""","(646) 981-6111",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","12:30 PM","12.5","5:30 PM","17.5","11:00 AM","11","2:00 PM","14",,,,,,,,,"11:00 AM","11","2:00 PM","14","11:00 AM","11","2:00 PM","14",,,,,"11","17.5",,,"09","110","1019200026","MN03","1000604","0236208","40.814996949038964","-73.94091816662647",,"(40.814996949039, -73.940918166626)"
"UU - 7","Active","Food Bank For New York City","Food Bank For New York City - St  John's University","8000","Utopia Parkway",,"Queens","Bayside",,"""8000 Utopia Parkway, Queens NY, 11439""","(646) 981-6111",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish, Cantonese, Mandarin""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19",,,,,"9:00 AM","9","5:00 PM","17",,,,,"9","19","Closed 2/18/2019 for President's Day","Not A public site.","24","408","4070210001","QN38","1041987","0203701","40.72560042419067","-73.7916940941753",,"(40.725600424191, -73.791694094175)"
"FBNYC - 24","Active","Food Bank For New York City","NYCHA Rescare/ Jobs Plus SI","30","Bay Street","4th Floor","Staten Island",,,"""30 Bay Street, Staten Island NY, 10301""","(718) 285-8501",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only","9:00 AM","9","3:00 PM","15","9:00 AM","9","3:00 PM","15","9:00 AM","9","3:00 PM","15","11:00 AM","11","6:00 PM","18","9:00 AM","9","3:00 PM","15",,,,,,,,,"9","18",,"APPOITMENTS","49","501","5000050068","SI22","0963176","0172937","40.64132361994255","-74.0759355462041",,"(40.641323619943, -74.075935546204)"
"CCHAYA - 2","Active","Ariva","Youth Ministriess for Peace and Justice","1384","Stratford Avenue",,"Bronx",,,"""1384 Stratford Avenue, Bronx NY, 10472""","(718) 328-5622",,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Feb 2","2019-02-02T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16",,,,,"10","16",,,"18","209","2038670036","BX08","1018423","0242991","40.8335633817727","-73.87650926848012",,"(40.833563381773, -73.87650926848)"
"FBNYC - 58","Active","MMCC","EDENWALD","1150","EAST 229 STREET","1STFL","Bronx",,,"""1150 EAST 229 STREET, Bronx NY, 10466""","(718) 882-4000","208","Yes","Yes","http://www.mmcc.org",,"Open to all taxpayers.","""English, Spanish""","Non-CAA ITIN","""In Person, Drop Off""","Yes","Yes","Yes","Yes","Jan 11","2019-01-11T00:00:00.000","Apr 8","2019-04-08T00:00:00.000","Appointment Only","6:00 PM","18","9:00 PM","21",,,,,,,,,,,,,,,,,,,,,,,,,"18","21",,,"12","212","2049050001","BX03","1027079","0262173","40.886174386018915","-73.84510662944348",,"(40.886174386019, -73.845106629443)"
"GB - 7","Active","Food Bank For New York City","Bronx Library Center","310","East Kingsbridge",,"Bronx",,,"""310 East Kingsbridge, Bronx NY, 10458""","(718) 579-4244",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","4:00 PM","16","8:00 PM","20","4:00 PM","16","8:00 PM","20","4:00 PM","16","8:00 PM","20",,,,,,,,,,,,,"12:00 PM","12","5:00 PM","17","12","20",,,"15","207","2031540083","BX05","1013509","0253810","40.86327596882396","-73.89421972525903",,"(40.863275968824, -73.894219725259)"
"GB - 9","Active","Food Bank For New York City","Bed-Stuy Campaingn against Hunger","2010","Fulton Street",,"Brooklyn",,,"""2010 Fulton Street, Brooklyn NY, 11233""","(718) 773-3551",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","None","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17",,,,,,,,,"9","17",,,"41","303","3015490016","BK79","1007084","0186535","40.67864275529949","-73.91767663515068",,"(40.678642755299, -73.917676635151)"
"FBNYC - 61","Active","MMCC","MMCC Main Building","3450","DEKALB AVENUE","BASEMENT","Bronx",,,"""3450 DEKALB AVENUE, Bronx NY, 10467""","(718) 882-4000","208","Yes","Yes","http://www.mmcc.org",,"Open to all taxpayers.","""English, Spanish""","Non-CAA ITIN","""In Person, Drop Off""","Yes","Yes","Yes","Yes","Jan 10","2018-01-10T00:00:00.000","Dec 31","2019-12-31T00:00:00.000","Both",,,,,"11:00 AM","11","8:00 PM","20","11:00 AM","11","8:00 PM","20","11:00 AM","11","8:00 PM","20","11:00 AM","11","8:00 PM","20",,,,,,,,,"11","20","APPOINTEMENTS ONLY AT MMCC FROM 11AM - 4PM",,"11","207","2033270001","BX43","1017094","0260449","40.88148536022017","-73.881226319304",,"(40.88148536022, -73.881226319304)"
"FBNYC - 47","Active","Grow Brooklyn","Brooklyn Borough Hall","209","""Joralemon St.,""","2nd floor","Brooklyn",,,"""209 Joralemon St.,, Brooklyn NY, 11201""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","""English, Spanish""","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only","12:00 PM","12","7:00 PM","19","10:00 AM","10","2:00 PM","14","10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,"10","19","""closed:2/26, 2/27, 4/9""","""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","33","302","3001390001","BK38","0986888","0191564","40.69247526748401","-73.990487253265",,"(40.692475267484, -73.990487253265)"
"MMCC - 3","Active","Food Bank For New York City","Camba","885","Flatbush Avenue","Room 202","Brooklyn",,,"""885 Flatbush Avenue, Brooklyn NY, 11226""","(718) 287-0010",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only","1:00 PM","13","4:00 PM","16",,,,,,,,,"10:00 AM","10","1:00 PM","13",,,,,,,,,,,,,"10","16",,,"40","314","3051030028","BK95","0995722","0176175","40.65022887206683","-73.95865764521642",,"(40.650228872067, -73.958657645216)"
"UU - 5","Active","Food Bank For New York City","Good Shepherd Services-5th Avenue","503","5th Avenue","4th Floor","Brooklyn",,,"""503 5th Avenue, Brooklyn NY, 11215""","(718) 965-3313","409","No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","10:00 AM","10","4:00 PM","16","10:00 AM","10","4:00 PM","16","10:00 AM","10","4:00 PM","16","10:00 AM","10","4:00 PM","16","10:00 AM","10","4:00 PM","16",,,,,,,,,"10","16",,,"39","306","3010290004","BK37","0987578","0182327","40.66712156466313","-73.98800364387691",,"(40.667121564663, -73.988003643877)"
"AARPMN - 11","Active","AARP Tax Aide","St. Nicholas Church","288","East 10th Street","Enter on Avenue A","Manhattan",,,"""288 East 10th Street, Manhattan NY, 10009""",,,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 30","2019-01-30T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Walk-in Only",,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","02","103","1004370025","MN22","0989000","0204544","40.7281014040252","-73.98286212895304",,"(40.728101404025, -73.982862128953)"
